DISTRICT,YEAR,DA0CA07R,DA0CA08R,DA0CC07R,DA0CC08R,DA0CS07R,DA0CS08R,DA0CT07R,DA0CT08R,DACRB07R,DACRB08R,DACRM07R,DACRM08R,DACRR07R,DACRR08R,DB0CA07R,DB0CA08R,DB0CC07R,DB0CC08R,DB0CS07R,DB0CS08R,DB0CT07R,DB0CT08R,DBCRB07R,DBCRB08R,DBCRM07R,DBCRM08R,DBCRR07R,DBCRR08R,DECRB07R,DECRB08R,DECRM07R,DECRM08R,DECRR07R,DECRR08R,DF0CA07R,DF0CA08R,DF0CC07R,DF0CC08R,DF0CS07R,DF0CS08R,DF0CT07R,DF0CT08R,DFCRB07R,DFCRB08R,DFCRM07R,DFCRM08R,DFCRR07R,DFCRR08R,DH0CA07R,DH0CA08R,DH0CC07R,DH0CC08R,DH0CS07R,DH0CS08R,DH0CT07R,DH0CT08R,DHCRB07R,DHCRB08R,DHCRM07R,DHCRM08R,DHCRR07R,DHCRR08R,DI0CA07R,DI0CA08R,DI0CC07R,DI0CC08R,DI0CS07R,DI0CS08R,DI0CT07R,DI0CT08R,DICRB07R,DICRB08R,DICRM07R,DICRM08R,DICRR07R,DICRR08R,DLCRB07R,DLCRB08R,DLCRM07R,DLCRM08R,DLCRR07R,DLCRR08R,DM0CA07R,DM0CA08R,DM0CC07R,DM0CC08R,DM0CS07R,DM0CS08R,DM0CT07R,DM0CT08R,DMCRB07R,DMCRB08R,DMCRM07R,DMCRM08R,DMCRR07R,DMCRR08R,DP0CA07R,DP0CA08R,DP0CC07R,DP0CC08R,DP0CS07R,DP0CS08R,DP0CT07R,DP0CT08R,DPCRB07R,DPCRB08R,DPCRM07R,DPCRM08R,DPCRR07R,DPCRR08R,DRCRB07R,DRCRB08R,DRCRM07R,DRCRM08R,DRCRR07R,DRCRR08R,DSCRB07R,DSCRB08R,DSCRM07R,DSCRM08R,DSCRR07R,DSCRR08R,DW0CA07R,DW0CA08R,DW0CC07R,DW0CC08R,DW0CS07R,DW0CS08R,DW0CT07R,DW0CT08R,DWCRB07R,DWCRB08R,DWCRM07R,DWCRM08R,DWCRR07R,DWCRR08R
'220914,2009,20.2,20.2,20.2,28.2,955,993,72.1,60,22,40,49,53,29,57,16.5,16.7,0,4.3,880,894,90.5,65.7,14,27,29,36,19,45,13,19,54,47,21,38,21.2,19.6,22.7,20,954,975,77.6,61.9,25,40,47,48,36,61,-1,17.8,18.2,16.7,898,951,42.3,56.3,8,31,48,38,17,52,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,20.7,17,36.8,956,1014,66.3,58.2,20,41,51,59,22,54,-1,-1,0,25,957,983,-2,100,-3,50,83,75,-3,58,2,10,26,24,12,34,-1,-1,-1,-1,-1,-1,21.1,22.6,26.9,40.3,987,1038,70.3,54.4,29,46,52,61,36,64
'220915,2009,22.5,21.8,27.3,26.6,996,1003,53.7,60.6,32,41,49,53,43,63,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,18,53,22,50,24.5,20.5,34.7,16.7,1006,968,55,61.2,36,37,46,49,49,64,-1,-1,7.7,4.8,909,898,50,75,29,32,46,46,29,54,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.9,23.4,21.5,35.3,988,1031,52.8,60,30,45,52,57,39,63,.,.,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,10,7,18,16,22,33,-1,13,17,22,17,11,23.1,22,29.3,28.9,1006,1015,54.7,58.5,33,42,50,54,44,64
'220916,2009,21,21.3,32.1,35.7,1023,1038,65.8,57.8,41,50,63,66,53,64,16.1,17.3,10,10.3,927,905,64,56.1,19,30,36,47,39,48,26,30,50,50,39,44,21.2,21.3,31.8,33,1019,1017,65.9,58.8,43,52,60,62,59,67,19.4,19.2,18.6,21.2,960,960,38.7,31.4,30,35,58,54,40,48,-1,-1,42.9,-1,-1,-1,63.6,57.1,55,57,82,71,55,63,-3,5,29,40,-3,10,20.3,21.2,32.2,38.7,1030,1060,63.3,56.6,40,49,66,69,47,60,20.3,22.4,31.2,39.8,1000,1077,75.7,69.5,40,55,63,72,50,66,13,19,33,37,30,40,12,12,29,28,39,25,22,22.4,37.5,41.9,1046,1060,67.2,63.4,47,58,68,72,59,71
'220917,2009,20.5,18.5,15.5,20,932,948,50.7,50,34,35,56,51,48,46,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,28,32,47,42,39,35,-1,-1,17.9,19.4,933,924,51.3,45.6,47,28,57,45,66,42,-1,.,8.3,22.2,882,901,41.4,30.5,30,23,43,31,43,39,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,17,-1,17,20,-1,12.5,20.7,932,974,50,55.8,20,44,55,58,27,50,.,.,-1,-1,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,-3,9,21,18,21,26,-1,-1,-1,-1,-1,-1,22,18.5,20,17.9,958,956,57,69.6,35,48,61,72,49,55
'220918,2009,22.3,21.9,29.3,34.1,997,1007,53.8,49.9,30,48,56,59,39,61,-1,17.9,0,7.1,838,864,77.8,57.1,6,24,17,24,12,51,17,24,41,41,32,42,21.7,21.7,29.1,28.8,994,979,54.5,52.5,33,48,50,57,46,64,21.2,18.8,4.1,13.6,886,907,38.3,32.6,16,39,45,52,24,56,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.5,22.3,29.2,40.8,999,1038,52.6,47.1,28,47,61,60,34,58,-1,-1,35.7,45.5,1033,970,45.2,40.7,35,35,58,54,38,46,16,19,42,29,27,43,10,11,25,19,23,11,22.7,22.9,37.4,41.5,1034,1048,57,55.7,36,54,62,66,47,66
'220919,2009,24.3,24.5,55.7,58,1119,1124,-2,-2,68,78,79,84,73,86,21.3,24.2,77.8,50,1120,1109,100,87.5,67,73,78,73,78,87,-1,-1,-1,-1,-1,-1,24.7,24.5,53.8,56.9,1103,1103,-2,-2,67,81,78,85,74,90,24.5,24.1,40,46.2,1119,1089,-2,-2,63,88,71,92,67,92,-1,-1,-1,-1,1124,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.1,24.6,58.3,59.2,1134,1145,-2,-2,68,75,80,84,71,83,25.5,26.9,80,75.9,1201,1236,86.2,-2,86,86,96,86,86,93,10,24,25,31,24,56,16,18,22,32,15,42,24.2,24.4,55,57.7,1117,1120,-2,-2,67,77,78,84,72,86
'220920,2009,20.1,19.6,24.2,20.6,979,968,49.6,40.2,30,29,50,43,41,45,22,18.5,62.5,16.7,1042,871,44.4,54.5,44,33,44,39,50,37,26,29,39,43,38,43,19.4,18.9,17.9,11.3,971,932,44.8,46.5,30,30,43,37,42,55,-1,19.5,15.8,7.7,945,947,35.8,23.2,21,13,42,27,30,27,.,.,-1,.,-1,.,-2,.,-1,-1,-1,-1,-1,-1,-3,-1,20,-1,-3,-1,20.8,20.8,29.7,29.6,986,998,54.7,35.5,30,27,57,48,39,37,-1,-1,66.7,-1,1097,-1,90,66.7,60,-3,80,17,60,20,12,16,28,25,24,31,-3,-1,-3,-1,11,-1,20,20.1,18.1,24.4,971,989,51.6,42.9,30,34,52,49,42,52
'221801,2009,-1,-1,-1,25,.,990,1,1.5,11,19,29,34,27,37,-1,.,-1,.,.,.,6.7,0,9,11,18,14,38,37,8,13,27,29,29,32,-1,.,-1,16.7,.,955,1.7,2,12,18,26,29,35,41,.,.,.,-1,.,-1,0,0.6,10,17,30,29,26,35,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,6,8,25,18,12,23,.,-1,.,-1,.,-1,0,0.8,9,21,31,41,19,33,.,.,.,.,.,.,0,-1,-1,-1,-1,-1,-1,-1,9,13,23,26,28,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.7,.,970,1.4,3.4,11,23,28,44,27,39
'221901,2009,20.4,21.8,30.8,26.7,1016,988,64.4,64,40,42,61,61,52,54,16.6,17.9,15.4,9.1,930,820,53.4,69.8,20,12,38,31,31,24,26,21,46,42,37,34,20.7,21.9,31.6,24.6,1018,976,65.1,64.5,41,44,58,56,57,59,19,20.2,22.4,10.7,985,922,47.2,47.7,31,27,48,45,49,42,-1,.,-1,-1,-1,-1,50,-1,20,-1,40,-1,33,-1,-1,-1,-1,-1,-1,-1,20.1,21.6,29.9,29.2,1015,1002,63.5,63.5,39,40,65,66,46,49,20.2,24.1,23.1,31.6,1003,1025,92.9,76,38,42,69,71,46,42,20,17,44,35,36,35,8,6,19,17,11,18,21.1,22.5,34.6,33.1,1032,1024,70,69,45,52,68,69,55,63
'221904,2009,19.4,20.2,9.8,18.6,930,-1,79.7,63.2,21,29,46,45,30,46,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,6,17,35,22,11,39,19.7,20.2,13.8,11.5,-1,-1,90.6,65,23,29,40,42,32,48,18.1,.,0,.,.,.,70,-1,18,-1,27,-1,33,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.6,20.1,4.8,29.4,-1,-1,65.6,60.7,18,29,52,50,26,43,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,8,9,13,16,12,-3,-1,-3,-1,-3,-1,19.8,20.2,11.6,18.6,930,-1,79.6,68.3,21,30,49,48,29,48
'221905,2009,18,-1,12.5,-1,-1,-1,72.7,37.5,9,33,45,50,9,50,-1,.,-1,.,.,.,-2,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,100,50,20,-1,60,-1,20,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,50,-1,-3,-1,33,-1,-3,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,14,-1,43,-1,14,-1,-1,-1,-1,-1,-1,-1,20.2,-1,14.3,-1,-1,-1,63.6,37.5,10,33,50,50,10,50
'221911,2009,22,21.9,29.3,29.1,1019,995,93.5,77.5,42,53,72,60,50,61,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,55,50,91,50,64,63,22,22.3,30,30.8,1015,1002,96.8,83.9,52,63,71,69,65,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.4,21.6,28.6,27.6,1024,984,90.3,72.5,33,45,73,53,36,50,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,9,-3,27,-3,18,7,-1,-3,-1,-3,-1,17,22.4,21.8,29.1,28.3,1026,994,94.8,79.1,42,54,73,61,50,62
'221912,2009,22.1,23.3,38.4,44.7,1035,1059,80.2,73.8,59,67,73,80,69,78,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,42,73,75,55,42,23.6,23.1,40.5,45.5,1032,1051,79.6,78.6,61,70,73,79,75,81,-1,-1,40,20,925,-1,-2,35.7,-1,46,-1,69,-1,62,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.5,23.5,36.5,44,1039,1066,79.7,69.4,57,65,73,80,63,75,-1,-1,-1,40,-1,-1,80,100,-1,80,-1,-4,-1,80,6,20,11,25,32,45,-3,20,13,50,30,40,22,23.5,38.9,47.1,1035,1067,77.8,75.8,58,69,72,80,69,79
'222901,2009,20,18.7,25,0,.,-1,88.9,70,44,30,44,50,45,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,17,-1,17,-1,50,19.3,-1,14.3,-1,.,.,100,50,43,-3,43,17,50,33,-1,-1,20,-1,.,.,83.3,50,50,33,50,50,50,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,-1,20,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
'223901,2009,19.1,18.3,16.4,10.7,1007,965,54.5,52.8,34,31,43,44,53,50,.,-1,-1,-1,.,.,14.3,-1,20,-1,50,-1,40,-1,15,24,24,37,37,43,18.9,18.1,13.9,12.1,1049,1007,65.5,53.2,38,26,42,35,60,53,18.2,17.5,3.4,5,-1,-1,50,34.5,27,23,29,36,54,48,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.5,18.6,20,8.7,940,916,43.9,52.3,30,38,44,57,46,47,.,-1,-1,-1,.,-1,-2,-1,-1,-1,-1,-1,-1,-1,3,29,13,40,16,48,-1,-1,-1,-1,-1,-1,20.7,18.8,31,12.5,1048,974,63,76.2,42,44,58,49,53,57
'223902,2009,18.4,18.5,0,0,-1,-1,70.8,73.3,42,57,71,86,58,57,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,31,50,54,75,62,50,17.1,17.6,0,0,-1,-1,64.3,87.5,57,43,64,86,79,43,15,17.1,0,0,-1,-1,50,77.8,30,50,60,75,50,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.8,-1,0,-1,.,.,80,57.1,20,71,80,86,30,71,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,0,-1,-1,-1,85.7,66.7,50,67,79,-4,64,67
'223904,2009,21.1,21.9,43.8,35.7,-1,1042,80,82.4,55,63,70,75,70,81,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,38,-1,38,-1,63,-1,21.2,23,33.3,42.9,-1,-1,75,87.5,50,-4,75,-4,63,-4,-1,-1,20,-1,.,-1,71.4,80,29,60,43,60,43,80,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20.9,50,28.6,-1,-1,83.3,77.8,58,33,67,56,75,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,-1,20,-1,20,-1,-1,-1,-1,-1,-1,-1,21.7,23.1,54.5,50,-1,-1,84.6,83.3,69,64,85,82,85,82
'224901,2009,21.9,19.6,33.3,36.4,-1,-1,81.8,52.4,36,35,-4,43,36,57,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,23,-1,31,-1,46,-1,21.2,-1,40,-1,.,-1,41.7,-1,42,-1,58,-1,75,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.3,18.3,28.6,33.3,-1,-1,77.8,66.7,33,27,-4,27,33,36,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.9,19.6,33.3,36.4,-1,-1,81.8,55,36,38,-4,48,36,57
'224902,2009,20.7,19.1,28.6,25,-1,-1,77.8,80,33,36,78,55,33,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,.,.,80,66.7,20,33,60,33,20,67,.,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,80,-1,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-1,-1,-1,20.3,19.9,28.6,28.6,-1,-1,77.8,70,33,40,78,60,33,55
'225902,2009,19.5,19,29,21.7,1008,966,37.3,29.9,30,32,51,49,43,46,15.3,17.3,0,0,-1,762,44.7,50,13,21,21,26,34,50,18,21,42,41,28,36,20,19.3,30.6,20.8,995,943,38.6,34.8,37,34,52,46,53,57,16.9,17.5,6.7,8.3,-1,947,16.5,9,15,21,45,44,26,32,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-3,7,17,32,-3,11,19,18.6,27.3,22.9,1027,997,36.1,25,24,30,50,52,32,35,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,3,9,16,24,22,24,-1,-3,-3,-3,29,13,22.1,20.4,43.3,34,1046,1025,50.8,49,48,50,67,63,59,62
'225905,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'225906,2009,23.2,21.3,53.6,38.2,1051,1114,54.9,50.7,45,62,68,77,61,71,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,33,54,56,77,44,69,21.4,20.9,46.2,35,-1,1125,65,47.6,47,61,68,73,58,69,.,-1,-1,-1,.,-1,16.7,33.3,17,50,50,88,50,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.6,22.1,57.1,42.9,1071,1104,45.2,56,43,65,68,83,63,74,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,29,19,27,46,64,41,-1,-1,-1,-1,-1,-1,22.9,21.9,50,40,1032,1121,57.8,52.6,49,65,70,76,63,74
'225907,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'226901,2009,20.2,20.7,18.8,22.2,.,-1,88.9,66.7,36,56,64,56,51,78,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,18,57,64,57,27,-4,21.3,19.3,31.3,11.1,.,-1,100,75,56,50,69,50,63,75,-1,-1,0,-1,.,.,71.4,60,-3,20,71,20,14,40,-1,.,-1,.,.,.,-2,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.9,22,6.7,33.3,.,-1,75,60,22,60,61,60,43,80,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,14,-3,43,-3,14,50,-1,-1,-1,-1,-1,-1,21,21.1,25,26.7,.,-1,82.8,68.2,44,64,63,64,59,86
'226903,2009,20.2,20.7,24.1,28.1,1000,1016,66.1,59,40,47,60,64,52,58,18.2,18.6,10.3,9.5,911,905,72.5,61.8,20,38,33,46,38,45,24,31,46,49,35,44,20.4,20.6,23.5,26,993,998,70.5,59.3,44,45,59,55,59,61,18.4,18.7,11.6,13.3,925,925,46.8,43.2,31,36,48,54,45,47,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,40,-1,-3,20,20.7,25.2,30.6,1015,1038,60.7,58.7,37,50,62,74,45,55,-1,21.7,54.5,46.2,1053,1119,100,81.3,50,63,75,88,58,63,9,15,25,30,24,31,5,11,20,23,9,14,21.5,21.9,30.1,36.5,1028,1054,77.4,71.8,48,56,71,72,58,68
'226905,2009,23.8,19.6,43.8,7.1,-1,-1,72.7,87.5,48,29,64,47,52,41,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,9,20,36,20,18,22.3,20.4,33.3,14.3,.,-1,66.7,-2,25,50,38,50,38,67,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.5,18.7,50,0,-1,-1,76.9,70,62,18,79,45,62,27,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,-1,-3,-1,20,-1,-1,-1,-1,-1,-1,-1,24.5,20,50,9.1,-1,-1,73.7,91.7,56,31,74,54,56,38
'226906,2009,22.1,22.1,31.3,43.1,1039,-1,80,76.3,43,67,71,81,49,72,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,27,50,55,67,27,44,21.5,22.1,21.2,42.9,1014,-1,78.6,79.5,42,68,61,74,51,76,20.8,18.6,33.3,28.6,-1,.,54.5,58.3,22,22,67,36,44,30,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.5,22.1,37.9,43.5,1069,-1,76.3,71.9,44,66,80,90,46,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,17,25,23,20,31,-3,-1,20,-1,17,-1,22.1,22.6,29.1,46,1016,-1,80.9,79.4,46,75,71,88,50,80
'226907,2009,18.6,20.4,11.1,20.5,971,980,61.6,65,23,39,61,57,27,58,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,19,33,52,52,19,52,18.6,21.3,13.3,26.1,949,1022,73.2,71.9,33,42,60,42,40,65,17.5,18.8,0,15.4,957,962,52.4,61.9,9,26,43,42,18,47,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,18.8,6.7,12.5,1007,943,46.9,57.1,9,36,61,72,9,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,3,6,27,29,7,31,-1,-1,-1,-1,-1,-1,18.3,21.2,15.2,23.1,975,987,64.7,68.4,27,46,67,63,29,64
'226908,2009,16.6,17.4,0,8.3,-1,918,80,66.7,-3,35,38,82,-3,35,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,33,22,89,-3,33,16.6,15.8,0,0,-1,-1,72.7,85.7,-3,71,45,71,-3,71,14.2,-1,0,0,-1,-1,100,71.4,-3,57,17,86,-3,57,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.7,-1,16.7,-1,-1,-1,54.5,-3,10,20,90,-3,10,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,20,40,60,-3,20,-1,-1,-1,-1,-1,-1,19.2,17.6,0,14.3,-1,-1,66.7,63.6,-3,20,50,80,-3,20
'227801,2009,-1,-1,22.2,20,935,-1,28.6,-2,20,.,22,.,31,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.,17,.,17,.,31,.,-1,.,33.3,-1,965,-1,23.1,-2,27,.,31,.,38,.,-1,-1,0,-1,891,-1,25,-2,6,.,13,.,18,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,11.1,-1,900,-1,37.5,-2,10,.,9,.,20,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,18,.,16,.,35,.,-1,.,-1,.,-1,.,-1,.,42.9,-1,942,-1,38.9,-2,60,.,43,.,60,.
'227803,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227804,2009,20.4,.,25,14.3,1028,961,72.7,82.4,27,47,55,71,45,63,.,.,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,25,-1,1051,60,88.9,20,60,40,60,40,90,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,40,0,-1,842,83.3,75,33,29,67,86,50,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,14,14,29,43,43,38,-1,-1,-1,-1,-1,-1,-1,.,40,18.2,-1,1015,62.5,84.6,38,46,63,77,38,53
'227805,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227806,2009,17.4,.,11.1,.,-1,.,-2,0,11,19,9,28,30,33,.,.,-1,.,.,.,-2,-1,-1,40,20,40,20,40,14,21,13,31,29,31,-1,.,-1,.,.,.,80,0,20,33,14,30,33,50,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,.,20,.,-1,.,-2,0,-1,-3,-1,25,-1,13,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,11,20,10,29,30,29,-1,-1,-1,-1,-1,33,-1,.,-1,.,-1,.,60,0,-3,11,-3,18,40,36
'227812,2009,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'227814,2009,-1,20.6,40,33.3,1038,1072,88.2,75,47,58,60,58,67,68,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.6,45.5,20,1042,1005,78.6,100,38,60,54,60,62,70,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,60,-1,1180,-2,50,-1,56,-1,56,-1,67,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.6,45.5,35.7,1099,1081,100,82.4,55,56,64,56,73,69
