DISTRICT,YEAR,DA0GH02N,DA0GH02P,DA0GM02N,DA0GM02P,DA0GR02N,DA0GR02P,DA0LV02R,DAPID03N,DAPID03R,DAUND02C,DB0GR02N,DB0GR02P,DH0GR02N,DH0GR02P,DI0GR02N,DI0GR02P,DP0GR02N,DP0GR02P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR02N,DS0GR02P,DW0GR02N,DW0GR02P
'215901,2003,64,53.8,55,46.2,119,100,0,0,0,0,0,0,25,21,1,0.8,0,0,3,0.9,0,1.8,0,1,2.7,0,6.2,8.3,0,0,0,0,0,0,0,0,1652,74,4.5,40,2.4,55,3.3,795,48.1,108,6.5,112,6.8,117,7.1,129,7.8,123,7.4,127,7.7,124,7.5,129,7.8,143,8.7,117,7.1,117,7.1,106,6.4,9,0.5,131,7.9,113,6.8,78,4.7,426,25.8,11,0.7,102,6.2,8,0.5,219,13.3,448,27.1,1167,70.6,21,17.6,93,78.2
'216901,2003,11,47.8,12,52.2,23,100,0,0,0,0,0,0,10,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,8,2.7,0,0,4,1.3,112,38.4,14,4.8,15,5.1,12,4.1,20,6.8,25,8.6,25,8.6,23,7.9,27,9.2,25,8.6,32,11,27,9.2,27,9.2,0,0,37,12.7,20,6.8,0,0,120,41.1,0,0,8,2.7,0,0,50,17.1,114,39,172,58.9,5,21.7,13,56.5
'217901,2003,16,94.1,1,5.9,17,100,0,0,0,0,1,5.9,2,11.8,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,.,0,0,0,259,1,0.4,12,4.6,3,1.3,104,40.2,15,5.8,20,7.7,17,6.6,19,7.3,13,5,9,3.5,20,7.7,15,5.8,28,10.8,22,8.5,18,6.9,17,6.6,24,9.3,4,1.5,18,6.9,4,1.5,37,14.3,0,0,1,0.4,0,0,60,23.2,90,34.7,210,81.1,3,17.6,14,82.4
'218901,2003,35,66,18,34,53,100,0,0,0,0,0,0,24,45.3,0,0,0,0,7.1,0,3.4,1.6,0,2.1,1.8,0,2,40,0,0,0,0,0,0,0,10,902,98,10.9,1,0.1,7,0.8,384,42.6,69,7.6,61,6.8,60,6.7,70,7.8,72,8,74,8.2,61,6.8,68,7.5,92,10.2,50,5.5,64,7.1,53,5.9,4,0.4,45,5,65,7.2,39,4.3,561,62.2,0,0,110,12.2,0,0,129,14.3,241,26.7,340,37.7,4,7.5,29,54.7
'219901,2003,16,69.6,7,30.4,23,100,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,15.4,.,.,0,0,0,0,0,0,0,216,9,4.2,0,0,0,0,110,50.9,11,5.1,13,6,12,5.6,15,6.9,18,8.3,12,5.6,23,10.6,18,8.3,18,8.3,20,9.3,15,6.9,22,10.2,0,0,11,5.1,19,8.8,0,0,33,15.3,4,1.9,9,4.2,0,0,33,15.3,74,34.3,179,82.9,2,8.7,20,87
'219903,2003,33,40.7,48,59.3,81,100,0,0,0,0,2,2.5,41,50.6,0,0,0,0,2.9,0,2.5,4.6,0,3.9,7,0,0,0,0,0,15.4,0,6.3,0,0,0,1139,56,4.9,78,6.8,21,1.8,739,64.9,71,6.2,76,6.7,86,7.6,94,8.3,68,6,87,7.6,93,8.2,92,8.1,108,9.5,91,8,82,7.2,92,8.1,2,0.2,34,3,66,5.8,31,2.7,606,53.2,0,0,63,5.5,0,0,151,13.3,254,22.3,455,39.9,10,12.3,38,46.9
'219905,2003,0,0,31,100,31,100,0,0,0,0,1,3.2,19,61.3,0,0,0,0,4.8,5.9,0,0,0,0,0,4.8,0,66.7,0,0,0,0,0,0,0,100,278,3,1.1,25,9,8,2.4,186,66.9,20,7.2,20,7.2,17,6.1,22,7.9,19,6.8,21,7.6,21,7.6,18,6.5,23,8.3,17,6.1,29,10.4,28,10.1,0,0,27,9.7,23,8.3,0,0,170,61.2,0,0,3,1.1,0,0,23,8.3,91,32.7,83,29.9,1,3.2,11,35.5
'220801,2003,0,0,23,100,23,100,4.4,10,2.2,10,1,4.3,0,0,0,0,1,4.3,23.1,14.3,18.2,15.8,5.6,4.8,16.7,9.1,0,.,.,0,0,0,0,0,0,.,307,0,0,17,5.5,0,0,2,0.7,16,5.2,17,5.5,15,4.9,19,6.2,22,7.2,27,8.8,28,9.1,32,10.4,38,12.4,26,8.5,27,8.8,17,5.5,0,0,0,0,23,7.5,0,0,17,5.5,6,2,0,0,6,2,17,5.5,0,0,261,85,3,13,21,91.3
'220802,2003,0,.,0,.,0,.,.,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,7.7,0,.,.,0,0,0,0,0,.,33.3,.,.,0,259,12,4.6,39,15.1,0,0,19,7.3,54,20.8,38,14.7,45,17.4,36,13.9,28,10.8,7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,19.7,0,0,23,8.9,6,2.3,12,4.6,16,6.2,14,5.4,0,0,175,67.6,0,.,0,.
'220803,2003,1,2.9,34,97.1,35,100,2.7,4,1.5,5,0,0,3,8.6,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,0,0,0,0,0,0,30,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19.5,30,25.4,27,22.9,38,32.2,0,0,0,0,0,0,0,0,14,11.9,0,0,0,0,2,1.7,17,14.4,42,35.6,102,86.4,1,2.9,32,91.4
'220804,2003,0,0,134,100,134,100,0.3,0,0,2,69,51.5,46,34.3,0,0,1,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,503,50,9.9,228,45.3,0,0,413,82.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,22.7,147,29.2,157,31.2,85,16.9,0,0,0,0,0,0,0,0,235,46.7,0,0,64,12.7,0,0,43,8.5,249,49.5,40,8,6,4.5,18,13.4
'220806,2003,0,0,70,100,70,100,1.2,5,1.1,4,68,97.1,2,2.9,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197,0,0,181,91.9,0,0,99,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22.3,55,27.9,49,24.9,49,24.9,0,0,0,0,0,0,0,0,13,6.6,1,0.5,0,0,0,0,11,5.6,165,83.8,2,1,7,10,0,0
'220807,2003,1,4.5,21,95.5,22,100,0.2,0,0,1,15,68.2,2,9.1,0,0,1,4.5,.,.,.,.,.,100,50,22.2,.,.,.,.,.,.,0,100,0,.,211,6,2.8,118,55.9,0,0,51,24.2,0,0,0,0,0,0,0,0,0,0,3,1.4,9,4.3,16,7.6,50,23.7,73,34.6,44,20.9,16,7.6,0,0,0,0,0,0,0,0,47,22.3,2,0.9,6,2.8,1,0.5,21,10,0,0,43,20.4,5,22.7,4,18.2
'220808,2003,0,.,0,.,0,.,0,3,0.9,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,.,0,.,0,.,.,100,0,0,.,.,300,0,0,287,95.7,0,0,93,31,37,12.3,38,12.7,44,14.7,27,9,22,7.3,16,5.3,17,5.7,13,4.3,0,0,0,0,0,0,0,0,0,0,20,6.7,43,14.3,43,14.3,7,2.3,0,0,0,0,2,0.7,10,3.3,0,0,4,1.3,0,.,0,.
'220809,2003,0,0,1,100,1,100,1.3,1,0.4,1,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,0,.,.,.,.,0,.,0,.,.,.,256,0,0,30,11.7,0,0,43,16.8,0,0,0,0,16,6.3,30,11.7,27,10.5,31,12.1,46,18,34,13.3,31,12.1,17,6.6,17,6.6,7,2.7,0,0,0,0,0,0,0,0,31,12.1,0,0,0,0,2,0.8,11,4.3,0,0,193,75.4,0,0,1,100
'220901,2003,1827,63.5,1048,36.5,2875,100,0.8,677,1,219,533,18.5,388,13.5,12,0.4,281,9.8,4,1.3,1,0.7,0.4,0.5,1,1.2,1.7,9.9,4.3,1.1,0.9,0.6,0.3,5.5,2.1,8.5,61835,9342,15.1,13730,22.2,2493,4.2,26750,43.3,4834,7.8,4825,7.8,4729,7.6,4671,7.6,4750,7.7,4802,7.8,4757,7.7,4621,7.5,5921,9.6,4004,6.5,3503,5.7,3137,5.1,284,0.5,5674,9.2,4542,7.3,2455,4,17641,28.5,288,0.5,9727,15.7,4250,6.9,6031,9.8,15232,24.6,25926,41.9,188,6.5,1661,57.8
'220902,2003,743,63.8,421,36.2,1164,100,1.2,77,0.3,123,37,3.2,146,12.5,1,0.1,78,6.7,5.2,2.1,1.2,0.8,0.9,3.1,1.3,1.2,4.4,5.7,3.9,2.1,1.5,2.1,2.5,1.6,2.3,8.7,22240,1561,7,1228,5.5,462,2.1,7443,33.5,1714,7.7,1629,7.3,1568,7.1,1654,7.4,1711,7.7,1699,7.6,1755,7.9,1724,7.8,2036,9.2,1629,7.3,1526,6.9,1261,5.7,150,0.7,1651,7.4,1680,7.6,504,2.3,4554,20.5,107,0.5,1604,7.2,1279,5.8,3051,13.7,4552,20.5,15072,67.8,109,9.4,902,77.5
'220904,2003,114,89.8,13,10.2,127,100,0.3,115,2.6,6,75,59.1,23,18.1,0,0,1,0.8,8.8,6.4,2.3,1.7,3.1,0.9,1.5,1.3,3.2,13.9,0,2.3,3.4,3.5,0,5.5,1.9,19.2,3844,430,11.2,2013,52.4,68,1.8,2658,69.1,312,8.1,284,7.4,284,7.4,278,7.2,326,8.5,301,7.8,326,8.5,322,8.4,339,8.8,268,7,226,5.9,179,4.7,7,0.2,306,8,273,7.1,119,3.1,1135,29.5,7,0.2,466,12.1,56,1.5,606,15.8,760,19.8,633,16.5,17,13.4,28,22
'220905,2003,1781,55.3,1441,44.7,3222,100,0.4,1326,1.4,140,1053,32.7,1145,35.5,3,0.1,112,3.5,5.3,3.3,2.1,1,0.4,1.4,2.3,1.9,1.1,11,4.2,2.9,1.4,0.6,2.8,4.3,2.1,7.4,80989,19563,24.2,23483,29,2941,3.8,52075,64.3,6864,8.5,6456,8,6466,8,6293,7.8,6140,7.6,6140,7.6,5884,7.3,5756,7.1,7362,9.1,5084,6.3,4060,5,3825,4.7,222,0.3,9032,11.2,6572,8.1,3865,4.8,40618,50.2,194,0.2,20739,25.6,1498,1.8,7908,9.8,12061,14.9,15196,18.8,307,9.5,909,28.2
'220906,2003,755,79,201,21,956,100,0.4,95,0.6,31,25,2.6,49,5.1,3,0.3,37,3.9,1.9,0.5,0.4,0.2,0,0.6,0.5,0.3,4.4,5.3,0,1.3,1,0.8,0,0,0,8.6,13797,548,4,445,3.2,110,0.8,1153,8.4,893,6.5,952,6.9,1022,7.4,1036,7.5,1066,7.7,1135,8.2,1161,8.4,1117,8.1,1224,8.9,1132,8.2,983,7.1,984,7.1,35,0.3,4785,34.7,934,6.8,123,0.9,1317,9.5,63,0.5,548,4,732,5.3,1000,7.2,2496,18.1,11240,81.5,43,4.5,842,88.1
'220907,2003,765,75.5,248,24.5,1013,100,0.1,61,0.3,12,43,4.2,81,8,1,0.1,67,6.6,3.9,1.7,0.8,0.3,0.5,0.4,1.5,1.2,3.2,11.1,1.5,0.6,4.9,0.7,5.6,1.1,4.3,7.8,20066,595,3,926,4.6,306,1.7,1985,9.9,1624,8.1,1652,8.2,1576,7.9,1639,8.2,1584,7.9,1606,8,1607,8,1567,7.8,1602,8,1440,7.2,1229,6.1,1100,5.5,84,0.4,1384,6.9,1584,7.9,172,0.9,2065,10.3,79,0.4,645,3.2,1160,5.8,1444,7.2,2461,12.3,15836,78.9,41,4,821,81
'220908,2003,509,64.3,282,35.7,791,100,0,17,0.1,2,110,13.9,75,9.5,2,0.3,38,4.8,2.3,0.1,0.9,0.3,0.1,0.3,0.3,0.3,2.7,2.4,0.7,2.4,0,0.5,0.5,2,1.6,8.1,19100,1086,5.7,3445,18,318,1.9,4280,22.4,1496,7.8,1495,7.8,1537,8,1427,7.5,1516,7.9,1495,7.8,1579,8.3,1528,8,1679,8.8,1398,7.3,1152,6,948,5,75,0.4,1552,8.1,1410,7.4,365,1.9,2816,14.7,81,0.4,1148,6,786,4.1,2093,11,4060,21.3,11972,62.7,55,7,566,71.6
'220909,2003,3,33.3,6,66.7,9,100,0.8,0,0,1,0,0,1,11.1,0,0,1,11.1,0,0,11.1,0,0,0,0,0,0,.,0,0,0,0,0,20,0,.,129,13,10.1,8,6.2,4,2.2,129,100,6,4.7,2,1.6,3,2.3,9,7,11,8.5,15,11.6,11,8.5,16,12.4,22,17.1,10,7.8,14,10.9,10,7.8,0,0,7,5.4,0,0,0,0,29,22.5,3,2.3,14,10.9,3,2.3,43,33.3,26,20.2,86,66.7,1,11.1,7,77.8
'220910,2003,33,28.2,84,71.8,117,100,0.1,4,0.2,1,8,6.8,39,33.3,1,0.9,0,0,7.3,2.9,0.8,2.2,0,1.6,0.7,0,3.3,27.3,0,0,0,0,0,4.5,0,15.8,2135,263,12.3,142,6.7,44,2.1,1716,80.4,158,7.4,166,7.8,160,7.5,156,7.3,153,7.2,147,6.9,161,7.5,172,8.1,165,7.7,138,6.5,123,5.8,94,4.4,7,0.3,105,4.9,170,8,165,7.7,905,42.4,19,0.9,272,12.7,24,1.1,192,9,220,10.3,1045,48.9,11,9.4,69,59
'220912,2003,427,70.8,176,29.2,603,100,1,22,0.2,50,129,21.4,51,8.5,1,0.2,26,4.3,5.6,1,1.3,0.5,0.8,0.7,0.7,0.8,3.5,19,5.3,2,1.8,0.8,5.1,4.6,3.8,7,10797,429,4,2650,24.5,166,1.7,2477,22.9,806,7.5,745,6.9,786,7.3,810,7.5,860,8,865,8,899,8.3,899,8.3,913,8.5,862,8,765,7.1,690,6.4,57,0.5,557,5.2,659,6.1,181,1.7,1726,16,75,0.7,527,4.9,462,4.3,1393,12.9,1567,14.5,5884,54.5,54,9,396,65.7
'220914,2003,115,85.8,19,14.2,134,100,0.2,10,0.3,3,14,10.4,13,9.7,0,0,2,1.5,3.4,0.6,0.5,0,0.5,0,0.5,2.5,3.7,0,0,3.8,0,0,4,0,5.9,10,2842,84,3,344,12.1,73,2.6,601,21.1,209,7.4,231,8.1,198,7,230,8.1,223,7.8,254,8.9,245,8.6,233,8.2,275,9.7,216,7.6,185,6.5,145,5.1,6,0.2,208,7.3,192,6.8,0,0,406,14.3,10,0.4,93,3.3,73,2.6,286,10.1,388,13.7,2009,70.7,13,9.7,105,78.4
'220915,2003,245,69,110,31,355,100,0.4,7,0.1,12,3,0.8,28,7.9,3,0.8,2,0.6,3.3,3.4,0.8,1.2,1.5,0.5,4.5,2.2,7,6.8,3.2,2.7,4.6,0,0,2.7,1.7,16.7,5833,45,0.8,44,0.8,246,4.1,1759,30.2,396,6.8,438,7.5,385,6.6,439,7.5,407,7,486,8.3,503,8.6,499,8.6,559,9.6,470,8.1,432,7.4,333,5.7,41,0.7,519,8.9,405,6.9,40,0.7,433,7.4,44,0.8,51,0.9,38,0.7,732,12.5,890,15.3,5274,90.4,21,5.9,319,89.9
'220916,2003,765,62.3,462,37.7,1227,100,0.1,150,0.7,10,96,7.8,115,9.4,7,0.6,109,8.9,7.1,1.8,1.2,0.3,0.3,0.2,4.6,3.6,3.9,17.4,1.9,1,1,1.5,1,5.5,3.7,12.4,19684,1630,8.3,2063,10.5,1079,5.6,6913,35.1,1563,7.9,1463,7.4,1420,7.2,1480,7.5,1459,7.4,1478,7.5,1546,7.9,1526,7.8,1454,7.4,1526,7.8,1426,7.2,1316,6.7,72,0.4,1937,9.8,1515,7.7,440,2.2,3413,17.3,177,0.9,1906,9.7,1866,9.5,1995,10.1,3187,16.2,12165,61.8,65,5.3,900,73.3
'220917,2003,70,39.3,108,60.7,178,100,0.1,6,0.2,2,2,1.1,57,32,0,0,1,0.6,3.3,4.4,1,0.9,2,1.7,3.9,2.1,0.9,11.1,8.3,3.6,3.8,2.6,2.9,2.3,3.4,0,3249,405,12.5,49,1.5,70,2.1,1819,56,264,8.1,238,7.3,228,7,227,7,261,8,253,7.8,264,8.1,255,7.8,261,8,256,7.9,200,6.2,185,5.7,14,0.4,185,5.7,234,7.2,109,3.4,1532,47.2,8,0.2,439,13.5,21,0.6,333,10.2,807,24.8,1639,50.4,19,10.7,118,66.3
'220918,2003,232,57.1,174,42.9,406,100,0.5,17,0.2,18,11,2.7,57,14,0,0,15,3.7,4,1.2,0.8,1.3,1.1,1.4,1.1,1.6,3.5,6,3.6,1.6,2.9,6.5,3.1,3,1.9,11.1,7791,256,3.3,267,3.4,187,2.6,1572,20.2,657,8.4,604,7.8,596,7.6,640,8.2,585,7.5,607,7.8,607,7.8,636,8.2,687,8.8,569,7.3,473,6.1,391,5,17,0.2,489,6.3,615,7.9,107,1.4,1617,20.8,26,0.3,289,3.7,385,4.9,656,8.4,1263,16.2,5496,70.5,25,6.2,323,79.6
'220919,2003,395,90,44,10,439,100,2.8,86,1.1,94,4,0.9,12,2.7,1,0.2,14,3.2,0.7,0,0.2,0,0,0.2,0.2,0.4,1.8,2.4,2.9,1.6,0,0,0,0,0,11.8,7186,18,0.3,127,1.8,29,0.4,94,1.3,493,6.9,505,7,567,7.9,561,7.8,620,8.6,595,8.3,619,8.6,600,8.3,602,8.4,545,7.6,490,6.8,509,7.1,8,0.1,1248,17.4,472,6.6,0,0,204,2.8,17,0.2,17,0.2,241,3.4,641,8.9,505,7,6597,91.8,30,6.8,408,92.9
'220920,2003,144,50.9,139,49.1,283,100,0.1,8,0.1,3,26,9.2,31,11,3,1.1,8,2.8,3,3.8,2.4,1.8,0,0,0.3,0.7,5.9,8.2,0,0,1.8,2,0,0,1.9,12.5,4769,162,3.4,359,7.5,50,1.1,1800,37.7,373,7.8,350,7.3,359,7.5,349,7.3,350,7.3,381,8,366,7.7,336,7,430,9,349,7.3,265,5.6,288,6,27,0.6,236,4.9,375,7.9,171,3.6,951,19.9,31,0.7,184,3.9,112,2.3,581,12.2,593,12.4,3316,69.5,28,9.9,215,76
'221801,2003,4,9.3,39,90.7,43,100,0,0,0,0,5,11.6,5,11.6,0,0,2,4.7,.,.,.,.,.,0,0,66.7,.,.,.,.,.,.,.,50,.,.,166,0,0,4,2.4,0,0,33,19.9,0,0,0,0,0,0,0,0,0,0,5,3,6,3.6,22,13.3,39,23.5,34,20.5,35,21.1,25,15.1,0,0,0,0,0,0,0,0,49,29.5,2,1.2,0,0,1,0.6,35,21.1,0,0,110,66.3,15,34.9,31,72.1
'221901,2003,475,46,557,54,1032,100,0,95,0.5,3,109,10.6,213,20.6,1,0.1,21,2,9.2,3.4,3.7,2.3,1.5,3.8,5.5,4,7.8,11.8,5.3,3,1,4.3,4.4,9.1,9,25.3,17420,348,2,2173,12.5,772,4.5,9457,54.3,1358,7.8,1328,7.6,1308,7.5,1260,7.2,1328,7.6,1282,7.4,1341,7.7,1323,7.6,1488,8.5,1180,6.8,1020,5.9,1117,6.4,46,0.3,894,5.1,1396,8,645,3.7,5396,31,76,0.4,357,2,214,1.2,3096,17.8,4612,26.5,9561,54.9,121,11.7,688,66.7
'221904,2003,61,53,54,47,115,100,0,1,0.1,0,3,2.6,12,10.4,0,0,1,0.9,11.5,3.1,0,1.2,0,2.4,2.2,0,10,5,9.5,0,3.3,0,4,0,0,24,1383,38,2.7,38,2.7,17,1.2,711,51.4,98,7.1,96,6.9,82,5.9,85,6.1,113,8.2,105,7.6,112,8.1,116,8.4,118,8.5,106,7.7,111,8,99,7.2,2,0.1,153,11.1,96,6.9,44,3.2,234,16.9,1,0.1,39,2.8,1,0.1,292,21.1,306,22.1,1109,80.2,14,12.2,99,86.1
'221905,2003,6,40,9,60,15,100,0,0,0,0,0,0,2,13.3,0,0,0,0,0,25,0,0,0,0,0,0,0,.,0,0,0,0,0,0,.,0,137,6,4.4,3,2.2,0,0,72,52.6,10,7.3,10,7.3,6,4.4,7,5.1,14,10.2,11,8,11,8,14,10.2,14,10.2,16,11.7,10,7.3,8,5.8,0,0,20,14.6,6,4.4,0,0,34,24.8,0,0,6,4.4,0,0,24,17.5,58,42.3,100,73,2,13.3,13,86.7
'221911,2003,20,28.6,50,71.4,70,100,0.4,0,0,2,0,0,7,10,0,0,0,0,3.3,2.3,2,0,1.5,0,2.6,0,4.3,25,0,0,0,0,0,6.3,0,0,986,11,1.1,6,0.6,6,0.6,309,31.3,57,5.8,72,7.3,57,5.8,59,6,82,8.3,81,8.2,79,8,94,9.5,91,9.2,91,9.2,84,8.5,72,7.3,3,0.3,101,10.2,54,5.5,10,1,54,5.5,2,0.2,5,0.5,1,0.1,126,12.8,322,32.7,923,93.6,8,11.4,63,90
'221912,2003,151,77.8,43,22.2,194,100,0.1,1,0,1,7,3.6,7,3.6,1,0.5,4,2.1,1.4,1.2,0,0.5,0.6,0,0.5,0,10,6.1,0,0,0,0,7.4,0,0,15,2762,9,0.3,61,2.2,8,0.3,206,7.5,160,5.8,189,6.8,201,7.3,212,7.7,239,8.7,223,8.1,250,9.1,247,8.9,239,8.7,226,8.2,185,6.7,174,6.3,8,0.3,152,5.5,209,7.6,0,0,187,6.8,13,0.5,9,0.3,45,1.6,331,12,790,28.6,2456,88.9,21,10.8,175,90.2
'222901,2003,14,100,0,0,14,100,0,0,0,0,0,0,7,50,0,0,0,0,0,25,0,8.3,0,6.7,0,16.7,22.2,100,.,0,0,0,0,0,0,66.7,178,13,7.3,0,0,1,0.5,101,56.7,8,4.5,6,3.4,8,4.5,15,8.4,10,5.6,11,6.2,15,8.4,12,6.7,10,5.6,25,14,17,9.6,23,12.9,2,1.1,12,6.7,12,6.7,4,2.2,110,61.8,3,1.7,13,7.3,3,1.7,30,16.9,71,39.9,62,34.8,0,0,7,50
'223901,2003,99,60.7,64,39.3,163,100,0.2,1,0,2,8,4.9,84,51.5,0,0,3,1.8,4,2.7,2.7,0,2.9,4,3.2,3.1,2.5,6.9,35.3,0,0,0,5.3,0,0,23.5,1981,89,4.5,94,4.7,78,4,1308,66,139,7,130,6.6,130,6.6,136,6.9,148,7.5,138,7,139,7,152,7.7,153,7.7,155,7.8,159,8,137,6.9,7,0.4,158,8,159,8,99,5,1243,62.7,7,0.4,100,5,7,0.4,286,14.4,514,25.9,630,31.8,13,8,68,41.7
'223902,2003,6,35.3,11,64.7,17,100,0,0,0,0,0,0,9,52.9,0,0,0,0,0,0,0,5,0,11.1,0,0,0,0,0,0,0,50,33.3,0,0,.,302,28,9.3,0,0,0,0,218,72.2,17,5.6,25,8.3,19,6.3,22,7.3,24,7.9,18,6,19,6.3,29,9.6,27,8.9,18,6,20,6.6,19,6.3,0,0,14,4.6,15,5,30,9.9,190,62.9,0,0,29,9.6,0,0,24,7.9,73,24.2,112,37.1,2,11.8,8,47.1
'223904,2003,0,0,11,100,11,100,0,0,0,0,0,0,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,11,4.6,2,0.8,1,0.4,118,49.8,14,5.9,10,4.2,13,5.5,20,8.4,17,7.2,20,8.4,27,11.4,27,11.4,16,6.8,21,8.9,22,9.3,14,5.9,0,0,9,3.8,16,6.8,0,0,96,40.5,1,0.4,11,4.6,0,0,28,11.8,63,26.6,138,58.2,0,0,10,90.9
'224901,2003,14,73.7,5,26.3,19,100,0,0,0,0,0,0,2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1,0.5,0,0,0,0,98,46.9,15,7.2,19,9.1,16,7.7,14,6.7,12,5.7,13,6.2,21,10,16,7.7,17,8.1,20,9.6,13,6.2,17,8.1,3,1.4,41,19.6,13,6.2,0,0,17,8.1,0,0,1,0.5,0,0,27,12.9,85,40.7,192,91.9,1,5.3,17,89.5
'224902,2003,9,50,9,50,18,100,0,0,0,0,0,0,3,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,.,0,.,0,0,117,3,2.6,0,0,0,0,61,52.1,4,3.4,4,3.4,4,3.4,8,6.8,11,9.4,11,9.4,11,9.4,10,8.5,14,12,14,12,10,8.5,9,7.7,0,0,9,7.7,6,5.1,1,0.9,14,12,0,0,3,2.6,0,0,15,12.8,66,56.4,103,88,3,16.7,15,83.3
'225902,2003,161,59.6,109,40.4,270,100,0,0,0,1,39,14.4,78,28.9,0,0,2,0.7,3.5,1.6,0,1.3,0,0,3.3,6.9,3.6,7.3,6.3,4.5,0,1.9,0,7.8,8.8,18,4943,1586,32.1,796,16.1,49,1.1,3445,69.7,380,7.7,352,7.1,350,7.1,317,6.4,306,6.2,325,6.6,360,7.3,347,7,404,8.2,318,6.4,309,6.3,258,5.2,56,1.1,279,5.6,395,8,466,9.4,2511,50.8,14,0.3,1691,34.2,24,0.5,672,13.6,1240,25.1,1598,32.3,30,11.1,151,55.9
'225905,2003,0,.,0,.,0,.,3.3,1,0.6,1,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,18.8,0,0,0,0,0,0,0,0,.,143,57,39.9,0,0,1,0.8,103,72,19,13.3,18,12.6,8,5.6,20,14,17,11.9,17,11.9,15,10.5,16,11.2,0,0,0,0,0,0,0,0,0,0,4,2.8,13,9.1,0,0,75,52.4,0,0,57,39.9,0,0,18,12.6,0,0,68,47.6,0,.,0,.
'225906,2003,38,67.9,18,32.1,56,100,8.1,0,0,32,6,10.7,8,14.3,0,0,0,0,1.9,0,2.1,0,0,0,2,0,5,0,33.3,0,0,0,0,10,0,20,824,55,6.7,22,2.7,3,0.4,271,32.9,66,8,63,7.6,50,6.1,63,7.6,65,7.9,60,7.3,75,9.1,58,7,81,9.8,74,9,63,7.6,53,6.4,0,0,47,5.7,52,6.3,1,0.1,150,18.2,18,2.2,55,6.7,1,0.1,93,11.3,217,26.3,633,76.8,5,8.9,42,75
'225907,2003,0,.,0,.,0,.,1.1,0,0,1,0,.,0,.,0,.,0,.,0,0,0,7.3,0,0,0,2.9,2.2,10,0,0,0,0,0,0,0,20,418,98,23.4,3,0.7,1,0.3,202,48.3,51,12.2,50,12,49,11.7,44,10.5,49,11.7,35,8.4,45,10.8,41,9.8,0,0,0,0,0,0,0,0,0,0,26,6.2,54,12.9,0,0,139,33.3,5,1.2,98,23.4,0,0,51,12.2,0,0,271,64.8,0,.,0,.
'226901,2003,21,63.6,12,36.4,33,100,0,0,0,0,0,0,5,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,5,1.4,4,1.1,0,0,99,27.3,24,6.6,14,3.9,22,6.1,20,5.5,31,8.5,25,6.9,29,8,39,10.7,32,8.8,39,10.7,27,7.4,32,8.8,0,0,24,6.6,29,8,0,0,71,19.6,0,0,5,1.4,3,0.8,46,12.7,121,33.3,285,78.5,6,18.2,28,84.8
