DISTRICT,YEAR,DA0CA08R,DA0CA09R,DA0CC08R,DA0CC09R,DA0CS08R,DA0CS09R,DA0CT08R,DA0CT09R,DACRB08R,DACRB09R,DACRM08R,DACRM09R,DACRR08R,DACRR09R,DB0CA08R,DB0CA09R,DB0CC08R,DB0CC09R,DB0CS08R,DB0CS09R,DB0CT08R,DB0CT09R,DBCRB08R,DBCRB09R,DBCRM08R,DBCRM09R,DBCRR08R,DBCRR09R,DECRB08R,DECRB09R,DECRM08R,DECRM09R,DECRR08R,DECRR09R,DF0CA08R,DF0CA09R,DF0CC08R,DF0CC09R,DF0CS08R,DF0CS09R,DF0CT08R,DF0CT09R,DFCRB08R,DFCRB09R,DFCRM08R,DFCRM09R,DFCRR08R,DFCRR09R,DH0CA08R,DH0CA09R,DH0CC08R,DH0CC09R,DH0CS08R,DH0CS09R,DH0CT08R,DH0CT09R,DHCRB08R,DHCRB09R,DHCRM08R,DHCRM09R,DHCRR08R,DHCRR09R,DI0CA08R,DI0CA09R,DI0CC08R,DI0CC09R,DI0CS08R,DI0CS09R,DI0CT08R,DI0CT09R,DICRB08R,DICRB09R,DICRM08R,DICRM09R,DICRR08R,DICRR09R,DLCRB08R,DLCRB09R,DLCRM08R,DLCRM09R,DLCRR08R,DLCRR09R,DM0CA08R,DM0CA09R,DM0CC08R,DM0CC09R,DM0CS08R,DM0CS09R,DM0CT08R,DM0CT09R,DMCRB08R,DMCRB09R,DMCRM08R,DMCRM09R,DMCRR08R,DMCRR09R,DP0CA08R,DP0CA09R,DP0CC08R,DP0CC09R,DP0CS08R,DP0CS09R,DP0CT08R,DP0CT09R,DPCRB08R,DPCRB09R,DPCRM08R,DPCRM09R,DPCRR08R,DPCRR09R,DRCRB08R,DRCRB09R,DRCRM08R,DRCRM09R,DRCRR08R,DRCRR09R,DSCRB08R,DSCRB09R,DSCRM08R,DSCRM09R,DSCRR08R,DSCRR09R,DW0CA08R,DW0CA09R,DW0CC08R,DW0CC09R,DW0CS08R,DW0CS09R,DW0CT08R,DW0CT09R,DWCRB08R,DWCRB09R,DWCRM08R,DWCRM09R,DWCRR08R,DWCRR09R
'061803,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901,2010,20.7,20.8,32.5,29.8,1028,1012,66.4,58.4,45,46,60,59,56,61,17.4,16.6,5,5.7,892,884,69,69,16,24,31,33,30,49,24,27,43,45,34,41,20.7,20.4,31.7,25.6,1015,993,69.6,62.3,43,45,54,55,58,63,19.8,18.7,20.5,12.2,964,905,45.3,39.1,33,30,49,48,41,43,-1,-1,-1,33.3,-1,1003,66.7,66.7,67,63,67,75,83,63,5,11,22,23,4,17,20.7,21.2,33.6,34.9,1046,1032,62.4,54.3,47,46,67,63,53,58,-1,21.7,73.9,43.5,1225,1008,-2,79.3,82,65,95,77,82,69,17,11,29,24,31,36,8,-3,20,-3,13,20,21.7,22.6,36.2,38.9,1041,1057,70.1,62.4,51,55,66,67,62,70
'061902,2010,22.3,22.8,44.8,45.7,1087,1094,81.3,75.6,63,68,73,77,76,78,18.8,19.6,17.7,19.9,948,962,83.3,71.8,39,48,51,57,55,68,35,44,54,60,49,62,22.3,22.7,43.2,44.1,1074,1074,81.8,77.3,62,68,70,76,78,81,20.2,20.8,26.9,31.3,1021,1039,54.6,51.5,44,53,58,66,61,66,22.8,20.4,40,40,1062,1174,71.4,76.9,68,73,74,73,75,93,11,16,52,41,15,21,22.2,22.9,46.6,47.5,1101,1115,80.8,73.8,64,67,77,78,73,76,23.8,23.8,52.4,53.6,1122,1132,98.1,94.2,71,76,85,84,79,81,27,31,42,43,50,53,18,11,38,19,34,27,22.9,23.4,49.7,50,1102,1109,84.4,78.8,68,72,77,81,80,82
'061903,2010,19.6,20.9,20.9,25.5,1000,1034,63.2,59.5,43,59,66,70,59,74,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,24,50,47,63,33,60,20.8,21.2,29.2,19,1011,971,66.7,61.8,44,57,65,63,62,79,-1,20.3,-1,0,-1,-1,14.3,45,14,57,36,71,33,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.9,20.5,10.5,30.8,985,1064,59.4,57.8,41,60,67,74,56,70,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,19,17,33,29,46,50,-1,-1,-1,-1,-1,20,19.9,21,22.5,31.6,1013,1048,76.9,65.5,50,60,74,70,67,78
'061905,2010,20.8,20.7,25,22,997,997,75.9,67.6,43,45,59,60,56,65,.,.,.,-1,.,-1,.,-2,-1,-1,-1,-1,-1,-1,29,18,63,50,43,55,20.5,20.4,16.1,27.6,968,1021,86.1,74.4,51,44,63,57,67,69,-1,20.8,-1,20,-1,956,80,50,40,37,67,59,40,53,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.9,21.1,46.2,14.3,1051,961,59.1,60,30,46,54,63,39,60,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,14,21,13,35,38,36,-1,-3,-1,-3,-1,40,21.4,20.7,27.5,23.1,994,1015,76.9,72.2,44,48,60,62,57,69
'061906,2010,22.2,22.2,21.4,40.5,1023,1053,47.5,64.6,38,57,75,75,41,65,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,50,-1,67,17,50,-1,22,20,44.4,1005,1043,50,58.1,42,67,78,80,43,73,.,-1,-1,28.6,-1,962,50,77.8,-3,55,67,55,-3,55,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.4,22.4,23.1,37.5,1046,1061,44.8,70.6,33,49,71,71,39,57,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,9,18,25,45,14,18,-1,-1,-1,-1,-1,-1,22.2,22.4,24,41.2,1032,1062,47.2,61.8,43,57,76,79,47,66
'061907,2010,22.3,21.7,31.8,32,982,1008,63.8,64.9,59,61,72,73,73,74,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,27,60,50,50,33,23.4,22.2,42.9,35.7,1005,1009,65.6,66.7,68,65,72,71,86,83,.,.,20,-1,924,-1,41.7,28.6,36,29,64,43,55,29,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21.1,21.7,27.3,961,1006,62.2,62.9,51,57,71,75,64,65,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-3,17,33,33,17,38,-1,-1,-1,-1,-1,-1,22.3,22.6,34.2,34.1,993,1014,70.4,66.7,64,67,75,77,78,80
'061908,2010,21.6,20.4,29.3,25.8,1004,978,52.4,57.4,44,47,58,63,58,59,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,35,41,48,41,50,20.6,20.3,13.2,22.9,944,979,50.7,64.9,36,42,52,57,52,55,-1,18,-1,0,-1,-1,26.7,40,33,41,33,59,67,47,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.5,20.5,45.9,29.3,1059,977,54.4,50.6,52,52,63,68,64,63,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,23,22,37,33,43,42,-1,-3,-1,-3,-1,-3,21.6,20.7,27.5,29.1,999,990,55.6,60.3,45,49,61,65,57,60
'061910,2010,22,23.7,34.7,46.6,1052,1093,99.2,96.7,66,79,83,86,74,85,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.9,23.4,36.2,46.3,1053,1074,95.1,100,79,74,87,82,87,85,-1,-1,25,-1,1019,-1,88.9,22.2,70,67,80,83,90,67,.,.,-1,.,-1,.,-2,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.3,24,33.8,46.9,1051,1125,-2,92.5,54,84,78,91,62,86,-1,.,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,10,41,30,47,20,65,-1,29,-1,57,-1,38,22.1,23.6,35.8,46.4,1056,1092,98.2,-2,66,79,83,86,72,86
'061911,2010,21.2,21.9,29.9,31,1014,1021,62.6,56.9,57,54,69,67,71,70,15.6,16.7,0,7.4,895,933,68.4,65.9,39,26,50,40,67,66,31,42,46,62,58,57,20.2,21.7,25.9,27.6,978,996,62.8,59,54,50,62,60,74,70,20.7,21.8,16.7,12.1,952,923,49,36.3,55,39,67,54,71,51,-1,.,16.7,-1,-1,-1,75,50,71,67,86,67,71,83,-1,-3,-1,10,-1,-3,22.1,22.1,34,34.9,1050,1050,62.4,54.7,60,58,77,73,68,70,-1,.,-1,33.3,-1,991,44.4,85.7,60,50,80,64,60,71,27,22,34,41,52,48,6,5,35,17,13,33,21.5,22.4,32.5,36.4,1024,1046,64.1,59.3,57,59,70,72,71,74
'061912,2010,21.3,21.6,22.6,25.2,988,999,70.6,62.6,56,52,64,61,77,75,19.6,20.4,0,18.8,913,891,80,84.2,29,32,43,42,57,70,45,43,55,47,73,63,21.6,21,20.3,19.2,982,961,79.6,66.4,51,47,59,56,78,71,-1,19.4,15.4,10.5,903,956,56.5,50,45,43,55,51,70,73,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,22.2,25.4,31.8,995,1041,62.4,58.9,60,57,69,66,75,78,-1,.,0,-1,956,-1,71.4,-1,80,-1,67,-1,80,-1,20,20,26,29,51,54,-1,-1,-1,17,-1,17,21.8,22.4,27.4,29.4,1012,1024,72.1,63.4,59,56,67,66,80,76
'061914,2010,20,19.5,22.7,14.9,948,925,63.5,56.7,38,37,56,58,50,49,17.3,17.1,8.3,0,865,832,83.7,72.2,24,29,40,40,45,49,27,26,40,56,47,34,20.8,19.6,24.4,12.8,963,912,66.7,62.4,42,42,53,57,56,58,18,18.6,6.1,5.1,909,882,55.9,53.4,24,33,38,57,42,39,-1,-1,-1,-1,.,-1,-2,-1,-1,-1,-1,-1,-1,-1,-3,-3,20,-3,-3,-3,19.1,19.3,20.3,17.1,925,943,59.6,51.5,35,33,58,59,44,41,-1,-1,40,20,-1,-1,100,50,80,33,80,67,80,33,15,9,33,22,33,30,-1,-3,-1,9,-1,7,22.2,21.4,36.4,25.3,1004,966,57.4,54,50,41,69,63,55,55
'062901,2010,21,19.8,29.2,16.7,1048,931,80.9,65.6,55,46,68,60,65,64,17,16.3,0,0,.,-1,81.8,53.3,25,13,25,25,33,33,35,28,48,42,45,47,21.2,19.9,30.4,20,1010,872,90.2,63.5,59,47,66,56,69,68,19.4,18.9,0,14.3,-1,-1,73.7,40,44,16,65,28,63,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.9,19.8,27.9,13.6,1093,967,72.9,67.7,51,46,70,63,62,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,38,34,51,49,50,53,-1,-1,-1,-1,-1,-1,22.1,20.5,39.4,19.4,1059,988,82.5,79.5,62,66,76,80,71,76
'062902,2010,.,.,-1,-1,-1,-1,-1,22.2,-1,25,-1,50,-1,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,28.6,-1,29,-1,57,-1,57,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-2,0,-1,20,-1,60,-1,40
'062903,2010,20.6,20.1,14,20.4,1038,1038,58.1,60.7,45,46,55,51,62,69,17.2,.,0,.,.,.,71.4,-1,14,-1,14,-1,43,-1,50,27,56,26,56,64,20.9,19.8,16.7,18.4,-1,1045,68.2,70.4,43,44,52,47,71,72,-1,18.6,-1,7.7,.,-1,15.8,44.8,39,27,56,27,56,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.2,20.7,10,25,-1,1031,47.6,45.7,47,47,58,56,52,64,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,19,6,18,24,33,-1,-3,-1,-3,-1,20,21,20.6,16.7,24.4,1038,1034,70,74.5,50,57,60,64,66,73
'062904,2010,18.8,-1,18.5,27.8,953,951,77.1,51.4,40,38,63,46,54,55,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,22,11,78,11,22,20,20,-1,14.3,30.8,914,979,73.7,65,39,50,67,65,61,67,-1,-1,9.1,-1,925,-1,64.7,30,47,18,80,18,67,36,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.5,.,23.1,20,1000,876,81.3,33.3,41,24,59,24,47,41,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,6,17,12,33,28,-1,-1,-1,-1,-1,-3,18.1,-1,26.7,33.3,981,984,83.3,62.5,35,48,50,60,45,65
'062905,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'062906,2010,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.
'063903,2010,19.9,19,20,0,-1,-1,58.8,69.2,18,31,59,54,24,31,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,-1,60,-1,-3,-1,-1,19.5,-1,0,.,.,50,85.7,33,57,67,71,50,57,-1,-1,-1,-1,.,.,66.7,-1,-3,-1,67,-1,17,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,0,-1,-1,-1,63.6,50,9,-3,55,33,9,-3,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,25,50,38,-3,25,-1,-1,-1,-1,-1,-1,21,19.2,33.3,0,-1,-1,54.5,62.5,27,25,55,38,27,25
'063906,2010,20.2,20.3,11.1,20,.,.,81.8,90.9,10,75,70,83,20,83,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,-1,71,-1,14,-1,22.4,23.4,20,40,.,.,83.3,55.6,20,78,80,89,40,89,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.2,-1,0,.,.,80,-2,-3,-1,60,-1,-3,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.5,22,12.5,28.6,.,.,100,87.5,13,88,63,88,25,-4
'064903,2010,18.9,18.8,14.1,15.2,909,863,63,71.2,30,33,42,41,52,56,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,21,28,36,35,47,55,20.3,17,13.3,9.3,895,839,60.8,74.1,35,28,44,35,46,59,17.7,17.9,9,7.9,885,816,59.3,68.5,25,29,39,37,51,55,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.5,20.7,15,22.2,926,893,65.6,67.9,23,38,39,47,58,54,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,3,7,12,10,28,39,-1,-1,-1,-3,-1,-3,21.8,-1,29.4,46.2,991,1038,81,81.3,53,47,55,60,53,63
'065901,2010,20.2,21.5,16.7,41.7,.,-1,75,82.8,48,45,59,53,68,71,-1,-1,-1,-1,.,.,-1,-2,-1,-1,-1,-1,-1,-1,29,23,29,38,71,62,20.6,23.1,14.3,50,.,-1,53.8,77.8,45,63,55,65,67,88,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.9,19.2,18.2,30,.,.,100,90.9,50,27,64,40,70,53,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-3,-1,-3,-1,25,-1,-1,-1,-1,-1,-1,20.4,22.5,18.8,47.4,.,-1,72.7,76,47,48,60,58,70,72
'065902,2010,20.6,21.2,33.3,20,-1,.,81.8,62.5,64,36,64,50,64,55,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,33,-1,43,-1,33,-1,-1,-1,-1,-1,.,80,60,80,43,80,50,80,57,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.4,-1,40,-1,.,.,83.3,-1,50,-1,50,-1,50,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,20.6,21.2,33.3,20,-1,.,81.8,71.4,64,44,64,60,64,67
'066005,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'066901,2010,16.8,17.2,7.1,13.3,.,.,93.3,83.3,50,56,57,56,64,94,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,56,-1,56,-1,94,17.6,17.8,11.1,18.2,.,.,-2,91.7,57,58,57,58,71,-4,16,17.2,0,13.3,.,.,92.9,83.3,46,56,54,56,62,94,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.4,-1,0,-1,.,.,71.4,66.7,43,50,57,50,57,83,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,25,29,38,29,50,-4,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1
'066902,2010,17,16.4,2.8,2.9,-1,.,50,44.2,36,22,49,36,53,46,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,32,18,48,32,46,39,16.9,17.3,3.6,4.5,-1,.,66.7,52.4,35,32,44,42,53,56,17,16.4,2.9,2.9,-1,.,48.6,44.7,36,22,49,36,53,47,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.4,14.8,0,0,-1,.,26.7,34.3,37,10,57,29,53,34,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,23,-3,35,14,42,31,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1
'066903,2010,17.8,18.1,8.3,16.7,-1,-1,90,76.9,21,33,33,50,37,44,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,13,33,31,48,24,38,18.4,17.1,8.3,16.7,-1,-1,82.8,90,27,28,30,39,45,44,17.8,17.3,6.7,13.6,-1,-1,88.2,71,19,29,31,43,35,39,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.5,19.5,8.3,16.7,.,-1,-2,63.2,8,39,42,61,17,44,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,4,6,13,22,22,17,-1,-1,-1,-1,-1,-1,17.7,20.9,16.7,28.6,.,-1,100,100,33,57,50,71,50,71
'067902,2010,19.9,20.5,21.1,20,1017,-1,33.3,37.9,41,55,65,69,57,73,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,-1,35,46,56,59,47,69,20.6,21,20,23.5,1012,-1,38.5,60.7,58,69,63,81,83,85,-1,-1,-1,-1,.,-1,25,33.3,20,50,50,60,40,70,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.1,19.5,22.2,12.5,-1,.,29,21.1,26,44,67,60,33,65,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,21,38,36,42,58,-1,-1,-1,-1,-1,-1,20.7,20.8,28.6,23.8,1017,.,30.4,39.6,43,56,66,71,60,74
'067903,2010,20.8,19.5,9.7,20.7,937,947,47.7,49.2,41,42,56,58,54,57,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,7,23,21,54,31,40,20.6,-1,9.1,7.1,931,928,57.9,43.8,37,47,42,56,56,66,-1,.,-1,-1,-1,-1,36.4,40,30,33,30,44,33,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.1,33.3,956,969,33.3,55.6,46,37,75,59,50,48,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,21,8,34,21,30,35,-1,-3,-1,-3,20,14,21.6,19,11.5,20.8,944,948,49.1,50,42,45,60,59,57,57
'067904,2010,18,-1,0,8.3,912,877,40.9,60,43,43,74,57,48,57,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,38,45,69,45,46,55,-1,-1,0,0,-1,880,45.5,66.7,73,46,82,54,73,62,.,.,-1,-1,-1,-1,14.3,20,43,60,71,80,57,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.4,50,17,38,67,63,25,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,50,-1,50,-1,50,-1,-1,-1,-1,-1,-1,18,-1,0,9.1,912,876,57.1,78.6,47,40,73,53,47,60
'067907,2010,-1,-1,12.5,10,845,933,38.1,43.5,26,30,47,46,30,40,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,33,25,50,33,50,20,-1,.,0,16.7,-1,980,50,75,40,56,50,67,50,50,.,-1,.,-1,.,-1,-1,-1,-1,20,-1,40,-1,17,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.3,26.7,11,14,44,33,10,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,7,-3,21,13,25,-1,-1,-1,-1,-1,-1,-1,.,12.5,12.5,845,961,50,42.1,31,33,50,47,31,47
'067908,2010,-1,19.2,-1,14.3,.,-1,66.7,77.8,86,33,86,78,86,44,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,83,20,83,60,83,40,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,80,-1,20,-1,60,-1,40,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.2,-1,20,.,.,80,71.4,83,43,83,86,83,57
'068801,2010,.,.,-1,.,-1,.,1.6,0,8,6,8,15,21,30,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,-1,32,.,.,-1,.,-1,.,2.7,0,-3,-3,-3,9,17,30,.,.,-1,.,-1,.,2.7,0,17,7,17,7,13,31,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,17,12,17,20,25,31,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,13,6,13,8,30,33,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-3,6,-3,21,33,31
'068901,2010,21.1,21.3,22.4,23.5,969,977,38.7,33.5,34,40,49,53,49,59,18.8,17.1,5.3,4.2,856,873,57.6,50,24,23,30,36,43,51,21,29,38,42,34,45,20.8,20.3,21.3,16.7,955,945,36,32.3,31,37,42,49,50,61,19.2,19.8,13.2,17.3,931,934,25.5,22.3,25,33,41,47,40,51,-1,24.8,16.7,57.1,972,-1,46.2,46.7,33,50,67,71,42,79,-3,-3,17,11,-3,-3,21.4,22.4,23.1,31.1,981,1013,41.6,35,37,43,56,58,47,56,-1,23,9.1,41.7,915,1086,-2,66.7,38,81,63,81,50,94,11,13,22,23,31,40,-3,3,11,9,5,9,22.3,22.1,29.2,27.5,1000,1015,49.8,45.6,44,49,58,62,58,68
'069901,2010,19.2,17.1,5.9,7.1,925,810,65.4,63.6,48,22,57,48,57,35,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,31,24,38,47,38,41,22,16.1,0,0,954,806,53.8,72.7,80,27,80,45,90,45,17.4,16.4,12.5,0,-1,810,47.1,66.7,33,21,47,47,47,32,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.5,18.5,10,16.7,-1,-1,76.9,54.5,23,17,38,50,31,25,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,13,17,25,33,31,-1,-1,-1,-1,-1,-1,21,-1,0,-1,954,.,100,-1,75,-1,75,-1,75,-1
'069902,2010,22.6,19.8,44.4,25,-1,-1,50,54.5,60,39,73,61,75,57,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,44,38,67,56,70,63,-1,19.9,-1,16.7,.,-1,66.7,66.7,50,44,50,56,67,67,-1,-1,-1,-1,-1,-1,42.9,50,50,25,50,38,83,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.8,40,33.3,-1,.,41.7,46.2,67,36,89,64,80,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,15,-1,31,-1,46,-1,-1,-1,-1,-1,-1,22.5,21.6,50,37.5,.,.,54.5,57.1,67,47,89,73,70,60
