DISTRICT,YEAR,DA0CA08R,DA0CA09R,DA0CC08R,DA0CC09R,DA0CS08R,DA0CS09R,DA0CT08R,DA0CT09R,DACRB08R,DACRB09R,DACRM08R,DACRM09R,DACRR08R,DACRR09R,DB0CA08R,DB0CA09R,DB0CC08R,DB0CC09R,DB0CS08R,DB0CS09R,DB0CT08R,DB0CT09R,DBCRB08R,DBCRB09R,DBCRM08R,DBCRM09R,DBCRR08R,DBCRR09R,DECRB08R,DECRB09R,DECRM08R,DECRM09R,DECRR08R,DECRR09R,DF0CA08R,DF0CA09R,DF0CC08R,DF0CC09R,DF0CS08R,DF0CS09R,DF0CT08R,DF0CT09R,DFCRB08R,DFCRB09R,DFCRM08R,DFCRM09R,DFCRR08R,DFCRR09R,DH0CA08R,DH0CA09R,DH0CC08R,DH0CC09R,DH0CS08R,DH0CS09R,DH0CT08R,DH0CT09R,DHCRB08R,DHCRB09R,DHCRM08R,DHCRM09R,DHCRR08R,DHCRR09R,DI0CA08R,DI0CA09R,DI0CC08R,DI0CC09R,DI0CS08R,DI0CS09R,DI0CT08R,DI0CT09R,DICRB08R,DICRB09R,DICRM08R,DICRM09R,DICRR08R,DICRR09R,DLCRB08R,DLCRB09R,DLCRM08R,DLCRM09R,DLCRR08R,DLCRR09R,DM0CA08R,DM0CA09R,DM0CC08R,DM0CC09R,DM0CS08R,DM0CS09R,DM0CT08R,DM0CT09R,DMCRB08R,DMCRB09R,DMCRM08R,DMCRM09R,DMCRR08R,DMCRR09R,DP0CA08R,DP0CA09R,DP0CC08R,DP0CC09R,DP0CS08R,DP0CS09R,DP0CT08R,DP0CT09R,DPCRB08R,DPCRB09R,DPCRM08R,DPCRM09R,DPCRR08R,DPCRR09R,DRCRB08R,DRCRB09R,DRCRM08R,DRCRM09R,DRCRR08R,DRCRR09R,DSCRB08R,DSCRB09R,DSCRM08R,DSCRM09R,DSCRR08R,DSCRR09R,DW0CA08R,DW0CA09R,DW0CC08R,DW0CC09R,DW0CS08R,DW0CS09R,DW0CT08R,DW0CT09R,DWCRB08R,DWCRB09R,DWCRM08R,DWCRM09R,DWCRR08R,DWCRR09R
'176901,2010,17.7,19.2,11.8,10.5,-1,990,94.4,100,10,26,29,42,19,35,16,-1,0,-1,.,-1,-2,-2,-3,-1,11,-1,-3,-1,7,10,20,20,13,23,18.3,18.4,14.3,8.3,-1,-1,87.5,-2,13,8,13,25,25,25,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.3,20.8,10,14.3,.,-1,100,87.5,8,57,38,71,15,45,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,8,-1,25,-1,29,-1,-1,-1,-1,-1,-1,19.6,20.4,25,13.3,-1,1001,66.7,88.2,17,29,42,47,33,42
'176902,2010,19.1,18.8,16.7,10.3,977,936,63.6,70.9,38,47,59,55,56,67,17,17.5,0,6.7,.,-1,73.3,65.2,20,30,50,43,40,48,18,41,41,50,36,68,20.4,17.9,25,7.7,977,933,55.6,92.9,34,44,53,48,59,78,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.9,20.2,9.1,15.4,.,-1,73.3,48.1,41,50,66,62,53,57,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,4,21,28,29,32,47,-1,-1,-1,-1,-1,-1,21.2,19.8,31.6,13,952,929,54.3,76.7,52,62,67,66,70,81
'176903,2010,-1,.,37.5,13.3,987,926,33.3,28.3,32,27,38,49,53,42,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,16,21,21,40,32,36,-1,.,28.6,0,967,912,36.8,26.1,26,27,32,55,53,50,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,44.4,22.2,1002,936,31,30,36,27,43,45,54,35,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,12,-3,15,-3,31,20,-1,-1,-1,-1,-1,-1,-1,.,37.5,14.3,987,935,33.3,27.5,32,28,38,51,53,43
'177901,2010,19.2,18.6,16.7,9.1,902,884,94.7,75.9,33,36,67,54,50,43,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,29,21,71,36,43,36,19,19.8,16.7,16.7,-1,-1,100,75,40,38,40,63,80,38,17.2,17.7,0,0,-1,-1,100,68.8,22,25,67,44,44,38,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,17.2,16.7,0,-1,-1,92.3,76.9,31,33,77,42,38,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,10,20,10,40,10,-1,-1,-1,-1,-1,-1,21.5,19.5,33.3,18.2,-1,888,90,84.6,44,50,67,67,56,50
'177902,2010,20.9,21.1,29.2,26.6,1025,1013,58.6,59.4,40,50,53,61,55,68,16.8,16.3,0,0,.,.,100,70,20,25,20,22,20,78,34,28,45,31,45,54,20.1,20.4,25,17.5,1015,991,70.6,58.8,36,50,45,59,55,74,20,20.4,22.2,22.7,-1,-1,43.9,46.8,36,45,47,54,58,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.8,21.8,34.5,35.9,1038,-1,48.3,60,43,51,60,62,54,63,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,16,15,29,22,32,54,-1,-3,-1,-3,-1,17,21.8,22.1,35.7,32,1059,1003,64.6,65.8,44,56,59,69,55,71
'177903,2010,-1,19.8,-1,16.7,-1,-1,50,75,33,38,50,63,50,63,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,60,-1,40,-1,60,-1,80,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,20,-1,-1,50,71.4,33,43,50,71,50,57
'177905,2010,23,24.1,55.6,53.8,1070,1125,81.8,100,67,69,67,-4,89,64,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.6,40,83.3,-1,-1,100,-2,60,-4,60,-4,80,-4,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.7,-1,28.6,-1,-1,66.7,87.5,-1,50,-1,-4,-1,44,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.6,23.9,50,50,1070,1112,80,100,63,67,63,-4,88,67
'178801,2010,.,.,.,.,.,.,0,0,-1,11,-1,22,-1,27,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,13,-1,25,-1,30,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,13,-1,25,-1,30,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,0,-1,-3,-1,20,-1,14,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,13,-1,25,-1,30,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1
'178802,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'178804,2010,-1,-1,16.7,-1,798,-1,17.1,4.2,29,13,35,18,50,38,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,25,6,30,12,33,39,-1,-1,-1,-1,-1,-1,19,6.5,33,-3,43,-3,50,50,.,-1,-1,-1,-1,-1,9.1,6.1,17,8,21,12,46,42,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,14.3,2.5,22,19,22,27,50,33,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,28,12,35,12,53,28,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,33.3,0,50,17,63,25,63,25
'178807,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'178808,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'178809,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'178901,2010,17.2,15.8,10,3.8,-1,-1,-2,-2,41,21,65,58,47,21,.,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,-1,-3,-1,20,-1,-3,14.6,16.2,0,8.3,-1,-1,-2,-2,-3,29,20,71,20,29,15.2,15.3,0,5,.,-1,-2,-2,36,21,55,57,36,21,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.9,15.5,16.7,0,-1,.,-2,-2,58,17,83,50,58,17,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,30,-3,40,46,40,-3,-1,-1,-1,-1,-1,-1,20.9,-1,28.6,-1,-1,.,-2,-2,50,-1,83,-1,67,-1
'178902,2010,18.1,19.5,15.7,23.3,972,968,76.1,49.2,56,33,62,38,71,52,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,42,41,47,47,58,56,18.3,18.3,13.8,6.7,953,943,82.9,62.5,66,32,75,40,78,52,17.6,18.1,15.2,17.4,936,933,67.3,46.9,48,27,57,31,63,49,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.8,20.6,18.2,40,998,997,68.8,40.5,45,33,48,36,65,51,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,8,8,19,8,38,31,-1,-1,-1,-1,-1,-1,19.9,-1,17.6,42.9,1029,1045,100,58.3,81,54,81,62,94,62
'178903,2010,21.9,22.4,28.8,31.3,1004,983,70.3,65.2,62,58,74,66,73,78,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,47,69,55,65,67,22.2,21.1,24.4,21.5,996,947,71.6,63.7,66,59,73,63,78,84,20.3,20.5,18.2,19,954,927,66.7,55.8,55,48,68,58,68,69,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.6,23.2,32.9,41.6,1011,1026,69.1,66.9,58,56,75,68,69,71,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,15,15,35,26,38,52,29,-3,29,-3,50,10,22.6,23.3,36.5,37.6,1040,1014,73.3,71.3,66,65,79,71,76,83
'178904,2010,19,19,20.1,19,945,939,62.1,54.8,36,43,48,52,57,63,16.2,18.1,1.8,10,813,838,72.4,78.9,20,29,29,35,32,62,22,34,34,44,46,55,18.9,18.6,16.1,14.7,922,913,62.7,57.2,33,42,42,50,59,65,17.4,17.8,11.5,10.7,895,895,56,49.7,29,37,41,47,51,59,.,-1,-1,-1,-1,-1,-1,16.7,-1,33,-1,50,-1,33,-3,-1,-3,-1,-3,-1,19.1,19.6,24.9,23.8,973,966,61.2,52.5,40,44,54,55,54,62,22.6,26.1,47.2,54.5,1089,1114,80,100,67,67,74,81,71,74,9,14,17,20,39,43,4,4,13,10,8,10,22.2,21.8,36.9,35.3,1042,1031,72.5,61.2,55,62,64,70,74,77
'178905,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'178906,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'178908,2010,22,26.6,40,36,1037,1041,71.4,69.4,61,53,68,66,74,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,33,-1,67,-1,57,-1,-1,33.3,26.7,1030,1007,85.7,78.9,62,50,69,65,77,65,-1,.,-1,-1,-1,-1,80,-1,60,-1,80,-1,80,-1,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.2,50,1043,1093,61.9,58.8,61,57,67,67,72,69,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,11,20,33,60,40,-1,-1,-1,-1,-1,-1,-1,26.6,35,39.1,995,1046,69,69.7,60,52,64,66,72,67
'178909,2010,17.4,17.2,6.2,5.3,868,916,73.5,72.2,25,32,32,43,56,54,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,21,32,30,44,52,53,17.3,17,8.9,3,-1,861,75.7,74.4,19,31,24,40,57,62,17.4,17.2,6.2,5.4,868,916,74,72.7,25,31,32,43,57,53,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.6,17.5,2.4,8.5,-1,-1,70.7,69.1,32,32,41,47,56,43,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,7,11,13,20,41,40,-1,-3,-1,-3,-1,-3,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1
'178912,2010,21,19.1,32.3,21.1,1020,989,56.6,54.3,49,42,60,52,63,63,-1,-1,-1,0,-1,-1,-1,71.4,-1,43,-1,57,-1,57,24,25,34,38,34,56,20.4,18.8,24.7,16,1003,970,59.8,60.5,47,47,55,55,67,69,19.5,18.1,22,14.8,954,946,41.7,48.2,35,34,48,44,50,60,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.8,19.6,42.4,30.8,1046,1021,52.2,45.3,50,35,66,48,59,53,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,13,3,21,7,34,38,-3,10,-3,8,-3,30,22.1,20.2,40,29.1,1062,1035,72.7,60.4,62,51,72,61,75,66
'178913,2010,17.2,18.8,6.1,16.7,837,-1,82.5,73.7,27,40,59,45,44,60,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,22,21,48,31,41,43,17.5,18,11.1,10.7,-1,-1,78.3,84.8,32,47,64,53,45,67,16.4,18.2,0,9.4,-1,-1,85.2,72.7,26,33,59,39,37,58,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.8,20.3,0,28.6,830,-1,88.2,58.3,21,32,53,35,42,52,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,15,10,46,10,35,38,-1,-1,-1,-1,-1,-1,19.1,21.2,20,44.4,-1,-1,76.9,81.8,29,75,57,75,57,75
'178914,2010,21.3,21,35.5,27.7,1042,1009,67.7,62.1,57,51,69,59,69,69,-1,19,9.1,16.7,938,933,68.8,75,21,24,29,33,43,59,48,39,58,44,62,62,21.3,20.6,32.5,26.5,1025,997,71.9,63.6,59,55,67,59,74,78,18.8,18.7,16.7,20,971,975,57.8,57.3,52,37,65,46,66,63,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.3,21.5,39.4,28.9,1065,1021,62.7,60.6,55,46,72,59,64,61,23,-1,26.7,23.1,1004,1001,88.2,72.2,53,76,60,82,73,82,30,21,43,26,47,52,20,8,33,6,29,23,22.5,21.9,45.1,32,1076,1029,69.2,62.8,62,55,74,63,71,71
'178915,2010,16.6,16.6,4.9,12.8,788,856,50,48.8,21,32,37,38,43,52,-1,17,0,10,-1,893,54.5,62.5,25,22,33,26,50,28,26,38,42,47,51,56,16.7,18,4.8,15.8,800,868,45.7,38.8,16,42,33,43,43,64,16.9,16.6,5.7,14.3,812,850,50.7,45.2,20,35,39,43,42,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.6,15.7,5,10,781,830,55.6,64.5,26,19,42,32,42,37,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,19,29,35,34,43,50,-3,-3,-3,-3,-3,7,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
'179901,2010,21.1,21.5,25.4,37.7,-1,-1,52.8,52.7,45,43,59,58,57,60,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,36,16,55,27,48,38,21.1,21.1,17.1,30.4,-1,-1,54.7,56.1,51,47,55,60,68,66,19,18.8,10.7,7.4,.,.,46.7,40.9,35,30,54,44,51,49,.,-1,.,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,21,22.1,34.4,48.4,.,-1,50.8,48.4,39,39,63,56,47,53,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,21,12,33,23,42,36,-1,-3,-1,10,-1,-3,22.6,22.9,35.9,55.1,-1,-1,59.1,63.6,54,52,64,66,63,68
'180901,2010,17.3,17.1,8.5,10.2,-1,-1,-2,-2,19,33,43,39,35,45,15.4,17,0,0,.,.,-2,-2,17,20,33,40,33,40,18,25,41,29,33,39,17.1,18.1,14.3,14.3,.,-1,-2,-2,44,50,44,50,56,50,17,15.7,0,0,.,.,-2,-2,-3,40,40,40,17,60,.,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.4,16.7,6.1,8.6,-1,-1,-2,-2,12,28,42,36,29,44,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,18,24,41,31,33,38,-3,-1,25,-1,-3,-1,17.8,17.6,12.1,16.1,-1,-1,-2,-2,23,40,45,45,39,45
'180902,2010,21.8,20.4,33.3,26.3,-1,.,-2,95,65,62,78,86,73,73,-1,.,-1,.,.,.,-2,.,-1,-1,-1,-1,-1,-1,43,57,57,86,57,71,22.1,21.1,46.7,33.3,.,.,-2,-2,79,58,79,77,93,77,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.5,19.1,16.7,14.3,-1,.,-2,77.8,50,67,77,-4,50,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.6,20.5,39.1,23.5,-1,.,-2,94.4,77,58,87,85,82,70
'180903,2010,-1,18.1,-1,12.5,.,.,42.9,100,14,25,29,50,43,38,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.3,-1,16.7,.,.,-1,85.7,-1,29,-1,57,-1,43,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-2,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,80,-1,20,-1,60,-1,40
'180904,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'181901,2010,20.8,22.6,20.8,18.1,966,926,61.1,70.1,40,62,53,77,64,70,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,59,60,76,44,69,20.4,20.2,13.6,13,922,904,63.8,74.2,41,65,43,72,72,77,.,.,-1,0,-1,823,33.3,56.3,36,57,36,64,42,64,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.1,24.6,30.3,22.9,1028,947,57.9,66.7,38,59,64,82,55,65,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,57,8,74,30,67,-1,-1,-1,-1,-1,20,20.8,23,22.2,20,971,935,65.5,70.8,41,62,55,78,67,71
'181905,2010,22.9,20.3,25.5,16.4,997,948,58,62.9,58,52,68,69,76,74,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,58,52,69,74,67,65,21.7,20.8,24.1,17.6,981,921,69,70.8,63,57,67,69,85,76,.,.,-1,-1,-1,-1,-1,-1,-1,40,-1,60,-1,80,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.3,14.8,1020,983,47.8,55.1,53,48,69,69,67,71,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,25,27,23,40,58,63,-1,-3,-1,25,-1,25,22.9,20.3,25,16.9,1000,955,56.5,64.8,58,54,67,71,76,73
'181906,2010,15.8,-1,4.1,5,806,799,93.3,83.3,23,24,35,31,46,39,-1,-1,1.8,0,762,752,91.8,84.7,17,14,25,21,39,28,15,16,25,23,36,33,-1,-1,2.1,7.1,789,803,88.9,81.2,18,26,25,31,46,43,.,.,-1,0,-1,760,-1,83.3,-1,-3,-1,-3,-1,20,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,6.1,2.3,823,795,98,86.3,29,22,45,31,47,34,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,9,8,16,10,34,23,-1,-3,-1,7,-1,6,-1,.,7.9,18.2,872,944,95,78.6,34,57,51,63,61,71
'181907,2010,20.3,18.9,13,16.3,927,975,53.5,42.1,33,34,47,52,49,49,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,30,18,44,39,49,34,19.5,17.6,6.4,9,896,936,59.1,50.8,27,38,40,52,52,55,-1,.,11.1,0,1003,914,69.2,62.5,50,14,67,29,75,38,-1,.,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20.3,21.7,32.3,972,1062,47.6,30.7,39,29,55,52,46,42,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,15,12,30,25,38,35,-3,6,10,17,20,8,20.1,18.9,12.6,16.5,919,978,52.3,41,31,35,46,53,47,50
'181908,2010,20.2,22.9,20.8,28.6,956,1014,57.6,50,46,50,58,60,64,69,-1,.,8.3,-1,838,-1,-2,28.6,50,29,62,38,67,57,23,46,40,63,38,53,20.9,22.8,16.9,23.6,953,995,58.4,48.2,44,53,52,60,69,76,-1,-1,16.7,40,942,986,54.5,55.6,33,44,45,56,44,67,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.9,23.1,24.2,34,958,1036,56.9,52.1,48,46,62,60,59,61,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,12,14,20,36,41,13,5,16,14,21,25,20.9,22.8,21.9,27.8,968,1017,54.4,50.5,46,51,58,61,64,69
'182901,2010,19.5,15.8,25,6.3,935,884,80,-2,27,41,47,47,40,59,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,33,60,44,40,44,19.5,14.5,28.6,0,933,-1,100,-2,43,17,71,17,43,50,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,17.2,20,12.5,-1,930,62.5,72.7,13,55,25,64,38,64,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,20,-3,40,20,40,-1,-1,-1,-1,-1,-1,19.5,16.1,25,7.1,935,884,80,-2,27,43,47,43,40,64
