DISTRICT,YEAR,DA0GH06N,DA0GH06P,DA0GM06N,DA0GM06P,DA0GR06N,DA0GR06P,DAPID07N,DAPID07R,DAUND06C,DAUND06R,DB0GR06N,DB0GR06P,DH0GR06N,DH0GR06P,DI0GR06N,DI0GR06P,DP0GR06N,DP0GR06P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR06N,DS0GR06P,DW0GR06N,DW0GR06P
'014905,2007,10,41.7,14,58.3,24,100,0,0,0,0,0,0,5,20.8,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,50,0,25,0,50,565,20,3.5,32,5.7,4,0.7,292,51.7,43,7.6,43,7.6,42,7.4,61,10.8,53,9.4,31,5.5,39,6.9,34,6,38,6.7,43,7.6,36,6.4,33,5.8,4,0.7,54,9.6,46,8.1,19,3.4,135,23.9,1,0.2,20,3.5,3,0.5,165,29.2,51,9,178,31.5,394,69.7,5,20.8,19,79.2
'014906,2007,1081,75.3,354,24.7,1435,100,4,0,58,0.4,592,41.3,235,16.4,6,0.4,83,5.8,6.5,3.2,2.9,2.5,3.3,2.6,2.7,3.1,2.1,13.6,5.4,2.8,1.2,3.1,1.4,1.9,2.8,13.3,36589,1765,4.8,14130,38.6,1248,3.1,18209,49.8,3251,8.9,2988,8.2,2928,8,2658,7.3,2653,7.3,2622,7.2,2542,6.9,2485,6.8,2818,7.7,2235,6.1,1912,5.2,1723,4.7,62,0.2,2301,6.3,3197,8.7,2515,6.9,7351,20.1,246,0.7,2607,7.1,1474,4,17908,48.9,4810,13.1,5870,16,13388,36.6,191,13.3,519,36.2
'014907,2007,32,68.1,15,31.9,47,100,0,0,2,0.5,1,2.1,15,31.9,1,2.1,0,0,2.1,0,2.1,2,4,0,3,2,5.3,11.1,0,0,0,18.2,0,16.7,0,10,833,38,4.6,22,2.6,8,0.9,368,44.2,64,7.7,54,6.5,60,7.2,60,7.2,64,7.7,55,6.6,65,7.8,71,8.5,65,7.8,73,8.8,47,5.6,65,7.8,2,0.2,88,10.6,55,6.6,33,4,163,19.6,0,0,38,4.6,3,0.4,238,28.6,98,11.8,230,27.6,645,77.4,5,10.6,30,63.8
'014908,2007,79,83.2,16,16.8,95,100,0,0,1,0.2,1,1.1,12,12.6,1,1.1,2,2.1,3.2,0,6.3,1.4,4.2,1.1,1.2,1.2,5.2,0,0,0,0,0,0,0,0,0,1257,72,5.7,12,1,22,1.6,332,26.4,85,6.8,67,5.3,85,6.8,94,7.5,81,6.4,97,7.7,110,8.8,111,8.8,100,8,111,8.8,92,7.3,111,8.8,1,0.1,69,5.5,87,6.9,25,2,220,17.5,16,1.3,75,6,15,1.2,443,35.2,138,11,289,23,994,79.1,7,7.4,79,83.2
'014909,2007,390,92,34,8,424,100,1,0,8,0.2,113,26.7,94,22.2,1,0.2,10,2.4,6.3,1.9,2.7,1.9,1.1,2.4,1.8,2.2,6.7,12.5,5.4,3.7,1.5,0,0.7,1.6,9.1,21.5,8377,559,6.7,2400,28.6,385,4.2,5092,60.8,736,8.8,675,8.1,642,7.7,623,7.4,591,7.1,612,7.3,577,6.9,575,6.9,713,8.5,525,6.3,503,6,421,5,8,0.1,520,6.2,779,9.3,397,4.7,2789,33.3,29,0.3,606,7.2,135,1.6,4163,49.7,1336,15.9,1759,21,3024,36.1,81,19.1,206,48.6
'014910,2007,39,50.6,38,49.4,77,100,0,0,0,0,1,1.3,15,19.5,1,1.3,0,0,7.7,1.3,0,0,1.4,0,0,1.2,4.8,0,0,0,0,0,4,0,0,11.1,1279,17,1.3,27,2.1,33,2.4,524,41,101,7.9,87,6.8,91,7.1,91,7.1,92,7.2,86,6.7,101,7.9,104,8.1,115,9,99,7.7,90,7,99,7.7,4,0.3,120,9.4,91,7.1,28,2.2,264,20.6,7,0.5,20,1.6,5,0.4,410,32.1,189,14.8,313,24.5,976,76.3,18,23.4,60,77.9
'015801,2007,37,64.9,20,35.1,57,100,2,0.3,66,10.7,1,1.8,44,77.2,0,0,1,1.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,329,2,0.6,8,2.4,0,0,193,58.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,31.9,87,26.4,73,22.2,64,19.5,0,0,0,0,0,0,0,0,283,86,0,0,2,0.6,1,0.3,282,85.7,46,14,200,60.8,37,11.2,3,5.3,11,19.3
'015802,2007,31,79.5,8,20.5,39,100,8,0.9,86,13,22,56.4,12,30.8,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,563,9,1.6,254,45.1,0,0,520,92.4,19,3.4,6,1.1,3,0.5,0,0,0,0,0,0,0,0,0,0,115,20.4,101,17.9,75,13.3,92,16.3,0,0,0,0,24,4.3,128,22.7,257,45.6,0,0,9,1.6,2,0.4,410,72.8,66,11.7,119,21.1,50,8.9,9,23.1,5,12.8
'015803,2007,0,0,7,100,7,100,0,0,6,5.4,1,14.3,6,85.7,0,0,0,0,10.3,6.7,0,0,9.1,7.1,16.7,23.1,4.8,0,0,0,0,0,0,0,0,0,315,32,10.2,33,10.5,0,0,302,95.9,23,7.3,19,6,19,6,13,4.1,13,4.1,14,4.4,16,5.1,12,3.8,7,2.2,4,1.3,5,1.6,5,1.6,0,0,0,0,41,13,124,39.4,264,83.8,0,0,32,10.2,2,0.6,315,100,28,8.9,0,0,16,5.1,2,28.6,0,0
'015805,2007,0,.,0,.,0,.,1,0.2,0,0,0,.,0,.,0,.,0,.,6.6,1.8,0,5.3,4.9,0,4.6,8.2,2.2,0,14.3,14.3,0,0,0,0,0,0,627,73,11.6,16,2.6,0,0,556,88.7,59,9.4,73,11.6,61,9.7,65,10.4,74,11.8,87,13.9,76,12.1,88,14,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,587,93.6,2,0.3,76,12.1,0,0,474,75.6,78,12.4,0,0,22,3.5,0,.,0,.
'015806,2007,17,65.4,9,34.6,26,100,6,0.2,19,2,8,30.8,15,57.7,0,0,0,0,1.8,0.8,6,0,4,0,0.7,1.5,1.7,0,0,0,0,0,0,0,0,20,2288,54,2.4,929,40.6,0,0,1821,79.6,201,8.8,177,7.7,200,8.7,175,7.6,161,7,194,8.5,205,9,191,8.3,167,7.3,126,5.5,87,3.8,59,2.6,0,0,0,0,224,9.8,121,5.3,1204,52.6,8,0.3,61,2.7,7,0.3,845,36.9,232,10.1,573,25,140,6.1,3,11.5,3,11.5
'015807,2007,35,22.6,120,77.4,155,100,2,0.1,23,0.9,31,20,85,54.8,0,0,2,1.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,948,7,0.7,209,22,49,1.9,559,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,37.6,191,20.1,189,19.9,212,22.4,0,0,52,5.5,0,0,0,0,587,61.9,2,0.2,9,0.9,10,1.1,870,91.8,146,15.4,171,18,140,14.8,9,5.8,37,23.9
'015808,2007,0,0,8,100,8,100,0,0,3,0.4,0,0,7,87.5,0,0,0,0,.,.,.,.,.,0,0,23.1,.,.,.,.,.,50,0,4.3,6.9,.,270,2,0.7,65,24.1,0,0,260,96.3,0,0,0,0,0,0,0,0,1,0.4,1,0.4,20,7.4,32,11.9,119,44.1,56,20.7,25,9.3,16,5.9,0,0,0,0,0,0,0,0,113,41.9,1,0.4,2,0.7,0,0,266,98.5,182,67.4,9,3.3,91,33.7,6,75,1,12.5
'015809,2007,0,.,0,.,0,.,1,0.2,0,0,0,.,0,.,0,.,0,.,6.3,6.9,0,5.3,14.3,4.8,0,0,4.9,0,0,0,0,0,0,0,0,25,501,57,11.4,47,9.4,0,0,487,97.2,57,11.4,35,7,25,5,17,3.4,23,4.6,20,4,24,4.8,25,5,0,0,0,0,0,0,0,0,0,0,0,0,59,11.8,216,43.1,442,88.2,0,0,64,12.8,1,0.2,185,36.9,42,8.4,0,0,11,2.2,0,.,0,.
'015811,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,12.5,0,0,6.3,0,.,.,0,.,0,0,0,.,0,.,.,0,124,66,53.2,0,0,0,0,116,93.5,16,12.9,16,12.9,12,9.7,12,9.7,15,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12.9,37,29.8,124,100,0,0,66,53.2,0,0,67,54,5,4,0,0,0,0,0,.,0,.
'015812,2007,7,41.2,10,58.8,17,100,3,0.9,74,15.5,1,5.9,16,94.1,0,0,0,0,.,.,.,.,.,.,.,30.8,.,.,.,.,.,.,.,.,0,.,123,0,0,3,2.4,0,0,106,86.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.7,49,39.8,29,23.6,25,20.3,13,10.6,0,0,0,0,0,0,0,0,118,95.9,0,0,0,0,0,0,121,98.4,37,30.1,64,52,2,1.6,6,35.3,0,0
'015813,2007,0,.,0,.,0,.,0,0,3,12.5,0,.,0,.,0,.,0,.,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,10,0,0,7,70,0,0,9,90,0,0,0,0,0,0,0,0,0,0,5,50,2,20,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,10,100,1,10,0,0,0,0,0,.,0,.
'015814,2007,3,12,22,88,25,100,1,0.3,37,8.9,0,0,21,84,0,0,0,0,.,.,.,.,.,.,0,33.3,.,.,.,.,.,.,.,0,0,.,151,0,0,9,6,0,0,133,88.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.3,53,35.1,40,26.5,39,25.8,14,9.3,0,0,0,0,0,0,0,0,131,86.8,0,0,0,0,0,0,147,97.4,22,14.6,9,6,11,7.3,3,12,4,16
'015815,2007,6,40,9,60,15,100,5,0.8,0,0,1,6.7,7,46.7,0,0,0,0,3.4,0,0,0,13,8,4.8,0,2.8,33.3,25,0,0,0,0,25,0,50,498,8,1.6,86,17.3,0,0,363,72.9,39,7.8,30,6,34,6.8,26,5.2,21,4.2,51,10.2,44,8.8,48,9.6,34,6.8,37,7.4,15,3,24,4.8,16,3.2,0,0,37,7.4,42,8.4,310,62.2,0,0,9,1.8,11,2.2,387,77.7,54,10.8,36,7.2,91,18.3,2,13.3,7,46.7
'015816,2007,0,.,0,.,0,.,1,0.8,79,30.6,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127,2,1.6,7,5.5,0,0,102,80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27.6,24,18.9,21,16.5,47,37,0,0,0,0,0,0,0,0,113,89,0,0,3,2.4,1,0.8,121,95.3,14,11,127,100,6,4.7,0,.,0,.
'015817,2007,10,9.7,93,90.3,103,100,1,0.1,1,0.1,5,4.9,85,82.5,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,406,16,3.9,4,1,0,0,320,78.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,31,109,26.8,116,28.6,55,13.5,0,0,0,0,0,0,0,0,379,93.3,0,0,17,4.2,0,0,385,94.8,64,15.8,148,36.5,23,5.7,28,27.2,13,12.6
'015819,2007,12,70.6,5,29.4,17,100,3,0.3,3,0.8,7,41.2,4,23.5,0,0,0,0,0,4.2,6,1.4,5,0,7.5,2.4,2.9,0,12.5,0,25,0,0,0,0,33.3,912,36,3.9,500,54.8,0,0,675,74,94,10.3,78,8.6,96,10.5,74,8.1,90,9.9,54,5.9,51,5.6,50,5.5,52,5.7,46,5,25,2.7,25,2.7,21,2.3,0,0,97,10.6,59,6.5,226,24.8,3,0.3,36,3.9,9,1,691,75.8,73,8,68,7.5,174,19.1,1,5.9,6,35.3
'015820,2007,14,100,0,0,14,100,2,0.6,17,6.9,1,7.1,10,71.4,0,0,0,0,10,0,0,0,25,0,8.3,9.1,0,.,.,0,0,0,0,0,20,.,240,0,0,9,3.8,0,0,226,94.2,12,5,16,6.7,12,5,9,3.8,13,5.4,14,5.8,17,7.1,15,6.3,35,14.6,31,12.9,42,17.5,14,5.8,0,0,0,0,10,4.2,0,0,189,78.8,1,0.4,0,0,1,0.4,233,97.1,35,14.6,0,0,40,16.7,5,35.7,3,21.4
'015822,2007,15,100,0,0,15,100,1,0.2,6,2.2,0,0,13,86.7,0,0,0,0,0,0,0,0,0,0,2.4,2.9,0,0,0,0,0,0,0,0,0,0,452,21,4.6,43,9.5,0,0,358,79.2,32,7.1,32,7.1,25,5.5,21,4.6,38,8.4,42,9.3,40,8.8,45,10,32,7.1,32,7.1,37,8.2,25,5.5,0,0,0,0,29,6.4,22,4.9,368,81.4,0,0,21,4.6,0,0,295,65.3,43,9.5,0,0,41,9.1,3,20,2,13.3
'015823,2007,3,10.7,25,89.3,28,100,0,0,0,0,0,0,28,100,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,2,2.9,2,2.9,0,0,57,83.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20.6,24,35.3,18,26.5,12,17.6,0,0,0,0,0,0,0,0,62,91.2,0,0,2,2.9,0,0,63,92.6,11,16.2,68,100,4,5.9,4,14.3,0,0
'015824,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,0,5,0,5.9,0,.,.,6.1,0,0,0,0,0,0,.,.,0,262,9,3.4,38,14.5,0,0,188,71.8,38,14.5,41,15.6,32,12.2,20,7.6,24,9.2,23,8.8,19,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12.6,32,12.2,166,63.4,1,0.4,9,3.4,4,1.5,28,10.7,21,8,0,0,53,20.2,0,.,0,.
'015825,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,5,0,7.1,0,8.3,.,.,5,0,50,0,0,0,0,.,.,0,66,4,6.1,1,1.5,0,0,60,90.9,5,7.6,11,16.7,8,12.1,10,15.2,6,9.1,9,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.5,6,9.1,11,16.7,53,80.3,0,0,4,6.1,1,1.5,18,27.3,5,7.6,0,0,11,16.7,0,.,0,.
'015826,2007,0,.,0,.,0,.,3,0.9,1,1.4,0,.,0,.,0,.,0,.,.,.,.,.,4.1,1.6,1.8,.,.,.,.,.,.,12.5,0,0,.,.,320,27,8.4,0,0,0,0,268,83.8,0,0,0,0,0,0,0,0,82,25.6,88,27.5,86,26.9,64,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,96.9,0,0,17,5.3,0,0,320,100,23,7.2,0,0,10,3.1,0,.,0,.
'015827,2007,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,.,.,.,.,.,1.1,0,0,.,.,.,.,.,.,0,0,0,.,327,1,0.3,31,9.5,0,0,99,30.3,0,0,0,0,0,0,0,0,0,0,121,37,117,35.8,58,17.7,31,9.5,0,0,0,0,0,0,0,0,14,4.3,0,0,0,0,179,54.7,5,1.5,1,0.3,20,6.1,1,0.3,10,3.1,31,9.5,92,28.1,0,.,0,.
'015828,2007,0,.,0,.,0,.,1,0.3,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,301,15,5,15,5,0,.,162,53.8,23,7.6,32,10.6,36,12,36,12,37,12.3,65,21.6,24,8,12,4,0,0,0,0,0,0,0,0,0,0,33,11,36,12,0,0,229,76.1,1,0.3,15,5,4,1.3,15,5,15,5,0,0,52,17.3,0,.,0,.
'015829,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,5,17.2,0,0,0,.,26,89.7,0,0,0,0,0,0,0,0,0,0,15,51.7,14,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,96.6,0,0,5,17.2,0,0,11,37.9,1,3.4,0,0,1,3.4,0,.,0,.
'015830,2007,0,.,0,.,0,.,1,0.4,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,235,0,0,11,4.7,0,.,153,65.1,0,0,0,0,0,0,0,0,0,0,102,43.4,54,23,37,15.7,42,17.9,0,0,0,0,0,0,0,0,35,14.9,0,0,0,0,196,83.4,0,0,0,0,1,0.4,0,0,9,3.8,0,0,27,11.5,0,.,0,.
'015901,2007,244,79.5,63,20.5,307,100,1,0,4,0.2,1,0.3,59,19.2,0,0,1,0.3,0.3,0.4,2.3,0.4,1.4,0.3,0.6,0.6,1.4,4.2,0,3.4,0,0,3.2,6.9,0,0,4536,221,4.9,97,2.1,48,1,894,19.7,327,7.2,339,7.5,337,7.4,298,6.6,327,7.2,337,7.4,373,8.2,366,8.1,400,8.8,393,8.7,345,7.6,311,6.9,20,0.4,807,17.8,295,6.5,68,1.5,1433,31.6,9,0.2,240,5.3,100,2.2,937,20.7,338,7.5,226,5,2897,63.9,21,6.8,246,80.1
'015904,2007,573,82.6,121,17.4,694,100,32,0.2,122,1.8,2,0.3,662,95.4,0,0,2,0.3,9,3.3,2.6,1.5,3.5,0.5,2,1.4,2.6,12.7,3.3,2.4,2.2,4,0.6,2.8,2.3,6.7,14100,1787,12.7,83,0.6,523,3.2,12899,91.5,1164,8.3,1116,7.9,1049,7.4,1071,7.6,1045,7.4,981,7,971,6.9,1044,7.4,1311,9.3,982,7,859,6.1,715,5.1,13,0.1,912,6.5,1084,7.7,695,4.9,13486,95.6,9,0.1,2032,14.4,14,0.1,9113,64.6,1626,11.5,4140,29.4,508,3.6,99,14.3,28,4
'015905,2007,417,84.2,78,15.8,495,100,5,0,16,0.3,12,2.4,479,96.8,0,0,0,0,14.5,4.3,5,3,8.7,1.5,1.3,0.4,4.9,13.8,1.7,2.6,1.4,3,0,1.3,0.7,5.8,11906,2086,17.5,164,1.4,247,1.8,11495,96.5,1123,9.4,992,8.3,939,7.9,918,7.7,899,7.6,793,6.7,758,6.4,834,7,1016,8.5,719,6,548,4.6,474,4,0,0,869,7.3,1047,8.8,846,7.1,11614,97.5,8,0.1,2344,19.7,5,0,8959,75.2,1528,12.8,2149,18,115,1,79,16,4,0.8
'015906,2007,69,92,6,8,75,100,0,0,0,0,15,20,7,9.3,1,1.3,3,4,1.4,0,1.8,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,1147,4,0.3,239,20.8,0,0,143,12.5,101,8.8,108,9.4,89,7.8,83,7.2,90,7.8,100,8.7,85,7.4,76,6.6,66,5.8,74,6.5,72,6.3,63,5.5,2,0.2,97,8.5,108,9.4,30,2.6,214,18.7,3,0.3,4,0.3,53,4.6,243,21.2,114,9.9,38,3.3,638,55.6,3,4,49,65.3
'015907,2007,1824,81.1,425,18.9,2249,100,8,0,101,0.4,213,9.5,1929,85.8,2,0.1,6,0.3,9.8,7.6,4.9,3,6.8,2,2.8,1.3,2,12,6,3.2,1.4,1.9,0.7,1.9,1.5,8.7,55322,8370,15.1,4499,8.1,1184,1.8,50598,91.5,4997,9,4693,8.5,4239,7.7,4116,7.4,3966,7.2,3703,6.7,3631,6.6,3746,6.8,4664,8.4,3643,6.6,2927,5.3,2472,4.5,24,0,3317,6,4524,8.2,3977,7.2,48976,88.5,63,0.1,9289,16.8,136,0.2,39039,70.6,6648,12,11342,20.5,1648,3,303,13.5,99,4.4
'015908,2007,329,78.7,89,21.3,418,100,4,0,11,0.3,12,2.9,391,93.5,0,0,2,0.5,7.4,5.6,3.8,1.9,1.8,1,1.5,0.8,2,7.6,3.3,1.4,1,0,0,1.5,1.1,5.7,9786,1522,15.6,151,1.5,263,2.4,8900,90.9,843,8.6,798,8.2,758,7.7,758,7.7,750,7.7,687,7,684,7,674,6.9,853,8.7,660,6.7,547,5.6,469,4.8,21,0.2,440,4.5,761,7.8,523,5.3,9371,95.8,12,0.1,1647,16.8,21,0.2,8064,82.4,972,9.9,1376,14.1,231,2.4,70,16.7,13,3.1
'015909,2007,106,69.3,47,30.7,153,100,8,0.2,34,2.1,1,0.7,122,79.7,0,0,1,0.7,5.2,7.2,7.5,0.4,6.5,1.3,1.9,1.8,1.3,10,18.2,0,0,0,0,0,10,5.9,3542,325,9.2,48,1.4,49,1.2,2836,80.1,285,8,276,7.8,293,8.3,225,6.4,278,7.8,285,8,260,7.3,258,7.3,285,8,233,6.6,200,5.6,178,5,6,0.2,229,6.5,268,7.6,212,6,2979,84.1,5,0.1,398,11.2,10,0.3,1937,54.7,371,10.5,744,21,500,14.1,30,19.6,29,19
'015910,2007,2710,74.7,916,25.3,3626,100,26,0,15,0.1,314,8.7,1355,37.4,5,0.1,133,3.7,5.4,2.8,1.7,1.5,1.8,1,1.6,1.2,3.8,9.7,3.6,3,1.8,1.5,1.7,2.5,3.2,16.1,61003,3728,6.1,5789,9.5,2431,3.7,23767,39,4980,8.2,4754,7.8,4684,7.7,4676,7.7,4681,7.7,4680,7.7,4538,7.4,4524,7.4,5515,9,4712,7.7,3889,6.4,3582,5.9,158,0.3,4354,7.1,4745,7.8,885,1.5,27772,45.5,180,0.3,4165,6.8,2205,3.6,22309,36.6,7426,12.2,13258,21.7,25057,41.1,486,13.4,1819,50.2
'015911,2007,272,62.8,161,37.2,433,100,23,0.2,33,0.8,55,12.7,190,43.9,0,0,0,0,5.1,2.6,2.4,1,8.2,0.7,4.4,6.9,1.6,10,1.3,2.6,1.7,2.8,0,4.8,3.9,10.6,8470,499,5.9,929,11,302,3.3,4849,57.2,634,7.5,598,7.1,644,7.6,650,7.7,614,7.2,633,7.5,663,7.8,680,8,952,11.2,651,7.7,451,5.3,376,4.4,56,0.7,636,7.5,590,7,278,3.3,4838,57.1,26,0.3,411,4.9,33,0.4,4302,50.8,979,11.6,1863,22,2644,31.2,76,17.6,188,43.4
'015912,2007,423,86.9,64,13.1,487,100,0,0,3,0.1,13,2.7,412,84.6,0,0,3,0.6,10.2,6.9,2.8,1.8,3.8,0.7,3.5,2.1,3.9,12.1,5.1,3.3,2.5,0,0,5,11.1,15.9,10438,1477,14.2,317,3,412,3.6,8429,80.8,927,8.9,860,8.2,812,7.8,792,7.6,790,7.6,742,7.1,802,7.7,823,7.9,865,8.3,689,6.6,605,5.8,614,5.9,20,0.2,500,4.8,848,8.1,249,2.4,9213,88.3,19,0.2,1566,15,71,0.7,6371,61,1216,11.6,2237,21.4,818,7.8,63,12.9,59,12.1
'015913,2007,14,63.6,8,36.4,22,100,0,0,1,0.3,4,18.2,4,18.2,0,0,0,0,1.4,0,0,0,0,0,0,5.4,3.5,12.5,0,7.7,0,0,0,14.3,0,0,872,21,2.4,181,20.8,0,0,337,38.6,101,11.6,82,9.4,64,7.3,73,8.4,63,7.2,45,5.2,41,4.7,50,5.7,47,5.4,31,3.6,28,3.2,32,3.7,0,0,43,4.9,102,11.7,113,13,170,19.5,5,0.6,21,2.4,33,3.8,159,18.2,108,12.4,100,11.5,483,55.4,5,22.7,14,63.6
'015914,2007,43,69.4,19,30.6,62,100,2,0.1,0,0,18,29,13,21,0,0,2,3.2,1.6,0,2.9,5,1.4,1.6,0,3.6,2.1,15.4,0,6.7,0,0,0,11.1,0,18.2,1327,46,3.5,432,32.6,21,1.4,511,38.5,132,9.9,109,8.2,114,8.6,104,7.8,90,6.8,108,8.1,92,6.9,93,7,85,6.4,72,5.4,83,6.3,73,5.5,9,0.7,93,7,99,7.5,64,4.8,242,18.2,6,0.5,47,3.5,53,4,345,26,179,13.5,144,10.9,594,44.8,6,9.7,29,46.8
'015915,2007,3438,80.7,821,19.3,4259,100,325,0.4,27,0.1,334,7.8,2222,52.2,13,0.3,147,3.5,7.3,2.9,1.6,1.7,0.9,0.7,0.8,0.6,3.2,13.4,4.6,2.7,1.5,0.4,2.2,1.4,0.8,11.7,81861,4448,5.4,6546,8,1768,2,37911,46.3,6954,8.5,6469,7.9,6356,7.8,6326,7.7,6188,7.6,6044,7.4,6080,7.4,6060,7.4,7894,9.6,5814,7.1,4604,5.6,4448,5.4,334,0.4,6783,8.3,6413,7.8,1877,2.3,51014,62.3,227,0.3,5519,6.7,2617,3.2,34110,41.7,10449,12.8,16042,19.6,21457,26.2,458,10.8,1543,36.2
'015916,2007,654,69.4,288,30.6,942,100,10,0,22,0.2,271,28.8,339,36,4,0.4,32,3.4,4.3,3.7,2,2.2,2.9,2.5,3.8,1.9,4.1,9.8,3.9,1.7,1.2,3.1,3.8,2.6,5,10.3,20242,1041,5.1,5651,27.9,492,2.2,11526,56.9,1641,8.1,1531,7.6,1634,8.1,1560,7.7,1535,7.6,1609,7.9,1608,7.9,1594,7.9,2120,10.5,1277,6.3,1201,5.9,954,4.7,39,0.2,1165,5.8,1480,7.3,459,2.3,9272,45.8,70,0.3,1314,6.5,538,2.7,8661,42.8,2172,10.7,3696,18.3,4711,23.3,110,11.7,296,31.4
'015917,2007,154,66.4,78,33.6,232,100,7,0.1,0,0,3,1.3,180,77.6,0,0,1,0.4,10.6,5.6,6.5,8.2,5.3,1.3,1.9,2.4,3.9,10.7,2.7,6.4,0,0,1.6,4.6,3.5,9.1,4899,598,12.2,76,1.6,264,4.8,3747,76.5,375,7.7,355,7.2,359,7.3,369,7.5,375,7.7,353,7.2,379,7.7,381,7.8,443,9,352,7.2,327,6.7,254,5.2,7,0.1,350,7.1,342,7,228,4.7,4125,84.2,4,0.1,623,12.7,35,0.7,3078,62.8,557,11.4,1370,28,659,13.5,48,20.7,48,20.7
'016901,2007,36,80,9,20,45,100,2,0.3,2,0.6,0,0,9,20,0,0,0,0,0,8.3,0,0,6.5,0,0,0,6.6,0,0,0,0,0,0,0,0,20,695,45,6.5,5,0.7,12,1.6,207,29.8,61,8.8,50,7.2,59,8.5,50,7.2,43,6.2,54,7.8,59,8.5,53,7.6,47,6.8,59,8.5,59,8.5,35,5,2,0.3,71,10.2,64,9.2,0,0,148,21.3,5,0.7,47,6.8,7,1,242,34.8,101,14.5,156,22.4,530,76.3,10,22.2,36,80
'016902,2007,60,78.9,16,21.1,76,100,1,0.1,3,0.6,2,2.6,20,26.3,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,49,5,9,0.9,66,6.2,425,43.2,65,6.6,72,7.3,63,6.4,73,7.4,56,5.7,84,8.5,78,7.9,85,8.6,94,9.6,82,8.3,73,7.4,75,7.6,2,0.2,122,12.4,52,5.3,29,3,270,27.5,6,0.6,49,5,1,0.1,434,44.2,103,10.5,239,24.3,697,70.9,8,10.5,53,69.7
