CAMPUS,CAMPNAME,CFLCHART,CFLYRE,CIADDACK,CNTYNAME,COUNTY,CSUPRATE,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'028906001,PRAIRIE LEA SCHOOL,N,N,NQ,CALDWELL,'028,NQ,A,PRAIRIE LEA ISD,'PK - 12,B,,,'13
'169909101,PRAIRIE VALLEY EL,N,N,NQ,MONTAGUE,'169,NA,E,PRAIRIE VALLEY ISD,'KG - 06,E,,,'09
'169909001,PRAIRIE VALLEY H S,N,N,M,MONTAGUE,'169,NQ,E,PRAIRIE VALLEY ISD,'07 - 12,S,,,'09
'139912101,BLOSSOM EL,N,N,NQ,LAMAR,'139,NA,R,PRAIRILAND ISD,'KG - 08,E,,,'08
'139912102,DEPORT EL,N,N,NQ,LAMAR,'139,NA,R,PRAIRILAND ISD,'KG - 08,E,,,'08
'139912001,PRAIRILAND H S,N,N,NQ,LAMAR,'139,NQ,A,PRAIRILAND ISD,'09 - 12,S,,,'08
'125905101,PREMONT CENTRAL EL,N,N,NQ,JIM WELLS,'125,NA,A,PREMONT ISD,'EE - 04,E,,,'02
'125905001,PREMONT H S,N,N,NQ,JIM WELLS,'125,NQ,A,PREMONT ISD,'09 - 12,S,,,'02
'125905041,PREMONT J H,N,N,NQ,JIM WELLS,'125,NA,A,PREMONT ISD,'05 - 08,M,,,'02
'189902041,FRANCO MIDDLE,N,N,NQ,PRESIDIO,'189,NA,A,PRESIDIO ISD,'06 - 08,M,,,'18
'189902101,PRESIDIO EL,N,N,NQ,PRESIDIO,'189,NA,A,PRESIDIO ISD,'PK - 05,E,,,'18
'189902001,PRESIDIO H S,N,N,NQ,PRESIDIO,'189,NQ,A,PRESIDIO ISD,'09 - 12,S,,,'18
'167904001,PRIDDY SCHOOL,N,N,NQ,MILLS,'167,NA,R,PRIDDY ISD,'KG - 12,B,,,'12
'043911041,CLARK MIDDLE,N,N,NQ,COLLIN,'043,NA,A,PRINCETON ISD,'05 - 08,M,,,'10
'043911101,PRINCETON EL,N,N,NQ,COLLIN,'043,NA,R,PRINCETON ISD,'EE - 04,E,,,'10
'043911001,PRINCETON H S,N,N,NQ,COLLIN,'043,NQ,R,PRINCETON ISD,'09 - 12,S,,,'10
'098903101,PRINGLE-MORSE EL-J H,N,N,NQ,HANSFORD,'098,NA,E,PRINGLE-MORSE CONS ISD,'PK - 08,E,,,'16
'108910041,DOROTHY THOMPSON MIDDLE,N,N,NQ,HIDALGO,'108,NA,A,PROGRESO ISD,'06 - 08,M,,,'01
'108910005,HIDALGO CO J J A E P,N,N,,HIDALGO,'108,NR,N,PROGRESO ISD,'07 - 10,S,,,'01
'108910002,MULTI ALTER,N,N,,HIDALGO,'108,PE,1,PROGRESO ISD,'09 - 12,S,,,'01
'108910101,PROGRESO EL,N,N,NQ,HIDALGO,'108,NA,A,PROGRESO ISD,'03 - 05,E,,,'01
'108910001,PROGRESO H S,N,N,NQ,HIDALGO,'108,NQ,A,PROGRESO ISD,'09 - 12,S,,,'01
'108910102,PROGRESO PRI,N,N,NQ,HIDALGO,'108,NA,A,PROGRESO ISD,'EE - 02,E,'108910101,PROGRESO EL,'01
'043912101,PROSPER EL,N,N,NQ,COLLIN,'043,NA,E,PROSPER ISD,'PK - 05,E,,,'10
'043912001,PROSPER H S,N,N,R,COLLIN,'043,NQ,A,PROSPER ISD,'09 - 12,S,,,'10
'043912041,PROSPER J H,N,N,NQ,COLLIN,'043,NA,R,PROSPER ISD,'06 - 08,M,,,'10
'099903001,QUANAH H S,N,N,NQ,HARDEMAN,'099,NQ,E,QUANAH ISD,'09 - 12,S,,,'09
'099903102,REAGAN EL,N,N,R,HARDEMAN,'099,NA,R,QUANAH ISD,'EE - 06,E,,,'09
'099903041,TRAVIS J H,N,N,R,HARDEMAN,'099,NA,E,QUANAH ISD,'07 - 08,M,,,'09
'034907101,J K HILEMAN EL,N,N,NQ,CASS,'034,NA,A,QUEEN CITY ISD,'EE - 04,E,,,'08
'034907041,MORRIS UPCHURCH MIDDLE,N,N,M,CASS,'034,NA,A,QUEEN CITY ISD,'05 - 08,M,,,'08
'034907001,QUEEN CITY H S,N,N,NQ,CASS,'034,NQ,E,QUEEN CITY ISD,'09 - 12,S,,,'08
'116908101,A E BUTLER INT,N,N,NQ,HUNT,'116,NA,A,QUINLAN ISD,'04 - 05,E,,,'10
'116908041,C B THOMPSON MIDDLE,N,N,NQ,HUNT,'116,NA,A,QUINLAN ISD,'06 - 08,M,,,'10
'116908102,D C CANNON EL,N,N,NQ,HUNT,'116,NA,R,QUINLAN ISD,'01 - 03,E,,A E BUTLER INT,'10
'116908001,FORD H S,N,N,NQ,HUNT,'116,NQ,A,QUINLAN ISD,'09 - 12,S,,,'10
'116908103,JOE MARTIN EARLY CHILDHOOD CTR,N,N,,HUNT,'116,NR,N,QUINLAN ISD,'EE - KG,E,,,'10
'250904101,QUITMAN EL,N,N,NQ,WOOD,'250,NA,R,QUITMAN ISD,'EE - 06,E,,,'07
'250904001,QUITMAN H S,N,N,NE,WOOD,'250,NA,Q,QUITMAN ISD,'09 - 12,S,,,'07
'250904041,QUITMAN J H,N,N,NQ,WOOD,'250,NA,A,QUITMAN ISD,'07 - 08,M,,,'07
'250904102,SALESMANSHIP CLUB,N,N,,WOOD,'250,NR,N,QUITMAN ISD,'06 - 10,B,,,'07
'250904002,WOOD CO ALTER,N,N,,WOOD,'250,PE,1,QUITMAN ISD,'07 - 12,S,,,'07
'190903002,RAINS ALTER ED,N,N,,RAINS,'190,PE,1,RAINS ISD,'09 - 12,S,,,'07
'190903101,RAINS EL,N,N,NQ,RAINS,'190,NA,A,RAINS ISD,'EE - 05,E,,,'07
'190903001,RAINS H S,N,N,R,RAINS,'190,NQ,A,RAINS ISD,'09 - 12,S,,,'07
'190903041,RAINS J H,N,N,M,RAINS,'190,NA,E,RAINS ISD,'06 - 08,M,,,'07
'054903002,ALTER SCH,N,N,,CROSBY,'054,PE,1,RALLS ISD,'09 - 12,S,,,'17
'054903102,RALLS EL,N,N,NQ,CROSBY,'054,NA,A,RALLS ISD,'EE - 05,E,,,'17
'054903001,RALLS H S,N,N,R,CROSBY,'054,NQ,E,RALLS ISD,'09 - 12,S,,,'17
'054903041,RALLS MIDDLE,N,N,NQ,CROSBY,'054,NA,A,RALLS ISD,'06 - 08,M,,,'17
'015804001,RAMESES SCHOOL,Y,N,,BEXAR,'015,NH,H,RAMESES SCHOOL,'PK - 12,B,,,'20
'066005101,RAMIREZ EL,N,N,NQ,DUVAL,'066,NA,R,RAMIREZ CSD,'PK - 04,E,,,'02
'015906101,RANDOLPH EL,N,N,NQ,BEXAR,'015,NA,E,RANDOLPH FIELD ISD,'EE - 05,E,,,'20
'015906001,RANDOLPH H S,N,N,NQ,BEXAR,'015,NQ,A,RANDOLPH FIELD ISD,'09 - 12,S,,,'20
'015906041,RANDOLPH MIDDLE,N,N,M,BEXAR,'015,NA,A,RANDOLPH FIELD ISD,'06 - 08,M,,,'20
'067907101,RANGER EL,N,N,NQ,EASTLAND,'067,NA,R,RANGER ISD,'PK - 06,E,,,'14
'067907001,RANGER H S,N,N,NQ,EASTLAND,'067,NQ,R,RANGER ISD,'07 - 12,S,,,'14
'231902101,JAMES D GOSSETT EL,N,N,NQ,UPTON,'231,NA,R,RANKIN ISD,'PK - 06,E,,,'18
'231902001,RANKIN H S,N,N,NQ,UPTON,'231,NQ,A,RANKIN ISD,'07 - 12,S,,,'18
'101806001,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,Y,N,,HARRIS,'101,NH,H,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,'06 - 10,B,,,'04
'245903041,MYRA GREEN MIDDLE SCHOOL,N,N,NQ,WILLACY,'245,NA,A,RAYMONDVILLE ISD,'06 - 08,M,,,'01
'245903102,PITTMAN PRI/INT,N,N,NQ,WILLACY,'245,NA,A,RAYMONDVILLE ISD,'EE - 05,E,,,'01
'245903001,RAYMONDVILLE H S,N,N,NQ,WILLACY,'245,NQ,A,RAYMONDVILLE ISD,'09 - 12,S,,,'01
'245903002,RAYMONDVILLE INSTRUCT CTR,N,N,,WILLACY,'245,PE,2,RAYMONDVILLE ISD,'06 - 11,B,,,'01
'245903105,SMITH EL,N,N,NQ,WILLACY,'245,NA,A,RAYMONDVILLE ISD,'EE - 05,E,,,'01
'192901101,REAGAN COUNTY EL,N,N,NQ,REAGAN,'192,NA,A,REAGAN COUNTY ISD,'EE - 05,E,,,'18
'192901001,REAGAN COUNTY H S,N,N,NQ,REAGAN,'192,NQ,R,REAGAN COUNTY ISD,'09 - 12,S,,,'18
'192901041,REAGAN COUNTY MIDDLE,N,N,R,REAGAN,'192,NA,R,REAGAN COUNTY ISD,'06 - 08,M,,,'18
'019911101,RED LICK EL,N,N,NQ,BOWIE,'019,NA,E,RED LICK ISD,'KG - 05,E,,,'08
'019911041,RED LICK MIDDLE,N,N,M,BOWIE,'019,NA,E,RED LICK ISD,'06 - 08,M,,,'08
'070911103,EASTRIDGE EL,N,N,NQ,ELLIS,'070,NA,A,RED OAK ISD,'KG - 05,E,,,'10
'070911101,RED OAK EL,N,N,NQ,ELLIS,'070,NA,A,RED OAK ISD,'EE - 05,E,,,'10
'070911001,RED OAK H S,N,N,R,ELLIS,'070,NQ,A,RED OAK ISD,'09 - 12,S,,,'10
'070911104,RED OAK INT,N,N,NQ,ELLIS,'070,NA,A,RED OAK ISD,'06 - 06,M,,,'10
'070911041,RED OAK J H,N,N,NQ,ELLIS,'070,NA,A,RED OAK ISD,'07 - 08,M,,,'10
'070911105,SHIELDS EL,N,N,NQ,ELLIS,'070,NA,R,RED OAK ISD,'KG - 05,E,,,'10
'070911102,WOODEN EL,N,N,NQ,ELLIS,'070,NA,R,RED OAK ISD,'KG - 05,E,,,'10
'019906101,REDWATER EL,N,N,NQ,BOWIE,'019,NA,R,REDWATER ISD,'EE - 04,E,,,'08
'019906001,REDWATER H S,N,N,R,BOWIE,'019,NQ,E,REDWATER ISD,'09 - 12,S,,,'08
'019906041,REDWATER J H,N,N,NQ,BOWIE,'019,NA,R,REDWATER ISD,'05 - 08,M,,,'08
'196903001,REFUGIO H S,N,N,NQ,REFUGIO,'196,NQ,A,REFUGIO ISD,'09 - 12,S,,,'03
'196903041,REFUGIO MIDDLE,N,N,NQ,REFUGIO,'196,NA,A,REFUGIO ISD,'04 - 08,M,,,'03
'196903103,STRICKLIN PRI,N,N,NQ,REFUGIO,'196,NA,E,REFUGIO ISD,'EE - 03,E,,REFUGIO MIDDLE,'03
'057801001,RENAISSANCE CHARTER H S,Y,N,NE,DALLAS,'057,NA,L,RENAISSANCE CHARTER SCHOOL,'04 - 12,B,,,'10
'137902101,RICARDO EL,N,N,NQ,KLEBERG,'137,NA,A,RICARDO ISD,'PK - 05,E,,,'02
'137902041,RICARDO MIDDLE,N,N,NQ,KLEBERG,'137,NA,A,RICARDO ISD,'06 - 08,M,,,'02
'045903601,EAGLE LAKE BOOT CAMP,N,N,,COLORADO,'045,NR,N,RICE CONS ISD,'06 - 11,B,,,'03
'045903041,EAGLE LAKE MIDDLE,N,N,NQ,COLORADO,'045,NA,R,RICE CONS ISD,'04 - 08,M,,,'03
'045903101,EAGLE LAKE PRI,N,N,NQ,COLORADO,'045,NA,A,RICE CONS ISD,'PK - 03,E,,EAGLE LAKE MIDDLE,'03
'045903103,GARWOOD EL,N,N,NQ,COLORADO,'045,NA,E,RICE CONS ISD,'KG - 08,E,,,'03
'045903001,RICE H S,N,N,NQ,COLORADO,'045,NQ,A,RICE CONS ISD,'09 - 12,S,,,'03
'045903102,SHERIDAN EL,N,N,NQ,COLORADO,'045,NA,E,RICE CONS ISD,'KG - 08,E,,,'03
'175911101,RICE EL,N,N,NQ,NAVARRO,'175,NA,A,RICE ISD,'EE - 06,E,,,'12
'175911001,RICE H S,N,N,NQ,NAVARRO,'175,NA,R,RICE ISD,'07 - 11,S,,,'12
'093905101,RICHARDS EL,N,N,NQ,GRIMES,'093,NA,A,RICHARDS ISD,'KG - 06,E,,,'06
'093905001,RICHARDS H S,N,N,NQ,GRIMES,'093,NA,A,RICHARDS ISD,'07 - 12,S,,,'06
'057916135,AIKIN EL,N,N,R,DALLAS,'057,NA,E,RICHARDSON ISD,'EE - 06,E,,,'10
'057916006,ALTER LEARNING CTR,N,N,,DALLAS,'057,NR,N,RICHARDSON ISD,'01 - 12,B,,,'10
'057916050,APOLLO J H,N,N,NQ,DALLAS,'057,NA,E,RICHARDSON ISD,'07 - 09,M,,,'10
'057916101,ARAPAHO EL,N,N,R,DALLAS,'057,NA,E,RICHARDSON ISD,'EE - 06,E,,,'10
'057916005,BERKNER H S,N,N,NQ,DALLAS,'057,NQ,A,RICHARDSON ISD,'09 - 12,S,,,'10
'057916133,BIG SPRINGS EL,N,N,NQ,DALLAS,'057,NA,R,RICHARDSON ISD,'KG - 06,E,,,'10
'057916122,BOWIE EL,N,N,R,DALLAS,'057,NA,E,RICHARDSON ISD,'KG - 06,E,,,'10
'057916128,BRENTFIELD EL,N,N,RM,DALLAS,'057,NA,E,RICHARDSON ISD,'KG - 06,E,,,'10
'057916102,CANYON CREEK EL,N,N,RM,DALLAS,'057,NA,E,RICHARDSON ISD,'EE - 06,E,,,'10
'057916141,CLASSICAL MAGNET,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'KG - 06,E,,,'10
'057916127,DARTMOUTH EL,N,N,NQ,DALLAS,'057,NA,E,RICHARDSON ISD,'KG - 06,E,,,'10
'057916119,DOBIE PRI,N,N,R,DALLAS,'057,NA,A,RICHARDSON ISD,'PK - 01,E,'057916137,RISD ACAD,'10
'057916103,DOVER EL,N,N,R,DALLAS,'057,NA,R,RICHARDSON ISD,'EE - 06,E,,,'10
'057916047,FOREST MEADOW J H,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'07 - 08,M,,,'10
'057916120,FORESTRIDGE EL,N,N,M,DALLAS,'057,NA,R,RICHARDSON ISD,'EE - 06,E,,,'10
'057916104,GREENWOOD HILLS EL,N,N,NQ,DALLAS,'057,NA,R,RICHARDSON ISD,'EE - 06,E,,,'10
'057916105,HAMILTON PARK PACESETTER MAGNET,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'PK - 06,E,,,'10
'057916129,JESS HARBEN EL,N,N,NQ,DALLAS,'057,NA,R,RICHARDSON ISD,'EE - 06,E,,,'10
'057916107,LAKE HIGHLANDS EL,N,N,R,DALLAS,'057,NA,R,RICHARDSON ISD,'PK - 06,E,,,'10
'057916052,LAKE HIGHLANDS FRESHMAN CTR,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'09 - 09,S,'057916002,LAKE HIGHLANDS H S,'10
'057916002,LAKE HIGHLANDS H S,N,N,NQ,DALLAS,'057,NQ,A,RICHARDSON ISD,'09 - 12,S,,,'10
'057916042,LAKE HIGHLANDS J H,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'07 - 08,M,,,'10
'057916049,LIBERTY J H,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'07 - 09,M,,,'10
'057916115,MARK TWAIN EL,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'PK - 06,E,,,'10
'057916142,"MATH, SCIENCE, TECH MAGNET",N,N,RM,DALLAS,'057,NA,A,RICHARDSON ISD,'KG - 06,E,,,'10
'057916134,MERRIMAN PARK EL,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'EE - 06,E,,,'10
'057916108,MOHAWK EL,N,N,M,DALLAS,'057,NA,E,RICHARDSON ISD,'KG - 06,E,,,'10
'057916132,MOSS HAVEN EL,N,N,R,DALLAS,'057,NA,E,RICHARDSON ISD,'KG - 06,E,,,'10
'057916121,NORTHLAKE EL,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'PK - 06,E,,,'10
'057916109,NORTHRICH EL,N,N,NQ,DALLAS,'057,NA,R,RICHARDSON ISD,'EE - 06,E,,,'10
'057916110,NORTHWOOD HILLS EL,N,N,R,DALLAS,'057,NA,R,RICHARDSON ISD,'KG - 06,E,,,'10
'057916106,O HENRY EL,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'EE - 06,E,,,'10
'057916008,P A S S LEARNING CTR,N,N,,DALLAS,'057,NR,N,RICHARDSON ISD,'08 - 10,S,,,'10
'057916051,PARKHILL J H,N,N,R,DALLAS,'057,NA,R,RICHARDSON ISD,'07 - 09,M,,,'10
'057916004,PEARCE H S,N,N,M,DALLAS,'057,AC,E,RICHARDSON ISD,'09 - 12,S,,,'10
'057916123,PRAIRIE CREEK EL,N,N,R,DALLAS,'057,NA,E,RICHARDSON ISD,'EE - 06,E,,,'10
'057916125,PRESTONWOOD EL,N,N,R,DALLAS,'057,NA,E,RICHARDSON ISD,'KG - 06,E,,,'10
'057916003,RICHARDSON H S,N,N,R,DALLAS,'057,NQ,A,RICHARDSON ISD,'09 - 12,S,,,'10
'057916111,RICHARDSON HEIGHTS EL,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'PK - 06,E,,,'10
'057916043,RICHARDSON J H,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'07 - 09,M,,,'10
'057916045,RICHARDSON NORTH J H,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'07 - 09,M,,,'10
'057916112,RICHARDSON TERRACE EL,N,N,NQ,DALLAS,'057,NA,R,RICHARDSON ISD,'EE - 06,E,,,'10
'057916044,RICHARDSON WEST J H,N,N,M,DALLAS,'057,NA,A,RICHARDSON ISD,'07 - 09,M,,,'10
'057916130,RICHLAND EL,N,N,NQ,DALLAS,'057,NA,E,RICHARDSON ISD,'KG - 06,E,,,'10
'057916137,RISD ACAD,N,N,R,DALLAS,'057,NA,A,RICHARDSON ISD,'02 - 06,E,,,'10
'057916126,SKYVIEW EL,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'KG - 06,E,,,'10
'057916118,SPRING CREEK EL,N,N,NQ,DALLAS,'057,NA,E,RICHARDSON ISD,'EE - 06,E,,,'10
'057916113,SPRING VALLEY EL,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'PK - 06,E,,,'10
'057916124,SPRINGRIDGE EL,N,N,RM,DALLAS,'057,NA,A,RICHARDSON ISD,'PK - 06,E,,,'10
'057916114,STULTS ROAD EL,N,N,R,DALLAS,'057,NA,A,RICHARDSON ISD,'EE - 06,E,,,'10
'057916116,WALLACE EL,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'KG - 06,E,,,'10
'057916048,WESTWOOD J H,N,N,NQ,DALLAS,'057,NA,A,RICHARDSON ISD,'07 - 09,M,,,'10
'057916117,WHITE ROCK EL,N,N,RM,DALLAS,'057,NA,A,RICHARDSON ISD,'EE - 06,E,,,'10
'057916131,YALE EL,N,N,R,DALLAS,'057,NA,E,RICHARDSON ISD,'KG - 06,E,,,'10
'206902001,RICHLAND SPRINGS SCHOOL,N,N,NQ,SAN SABA,'206,NQ,R,RICHLAND SPRINGS ISD,'KG - 12,B,,,'15
'161912004,CHALLENGE ACADEMY,N,N,,MCLENNAN,'161,NR,N,RIESEL ISD,'09 - 09,S,,,'12
'161912001,RIESEL SCHOOL,N,N,NQ,MCLENNAN,'161,NQ,A,RIESEL ISD,'EE - 12,B,,,'12
'214901002,COMMUNITY BASED ALTER,N,N,,STARR,'214,PE,1,RIO GRANDE CITY ISD,'07 - 12,S,,,'01
'214901102,GRULLA EL,N,N,NQ,STARR,'214,NA,A,RIO GRANDE CITY ISD,'PK - 05,E,,,'01
'214901041,GRULLA MIDDLE,N,N,NQ,STARR,'214,NA,A,RIO GRANDE CITY ISD,'06 - 12,B,,,'01
'214901200,IMMACULATE CONCEPTION SCH,N,N,,STARR,'214,NR,N,RIO GRANDE CITY ISD,'01 - 08,E,,,'01
'214901105,JOHN & OLIVE HINOJOSA EL,N,N,NQ,STARR,'214,NA,A,RIO GRANDE CITY ISD,'EE - 04,E,,,'01
'214901103,LA UNION EL,N,N,NQ,STARR,'214,NA,A,RIO GRANDE CITY ISD,'PK - 05,E,,,'01
'214901104,NORTH GRAMMAR EL,N,N,R,STARR,'214,NA,R,RIO GRANDE CITY ISD,'KG - 04,E,,,'01
'214901107,RINGGOLD EL,N,N,NQ,STARR,'214,NA,R,RIO GRANDE CITY ISD,'PK - 04,E,,,'01
'214901109,RINGGOLD FIFTH GR,N,N,NQ,STARR,'214,NA,A,RIO GRANDE CITY ISD,'05 - 05,E,,,'01
'214901042,RINGGOLD MIDDLE,N,N,NQ,STARR,'214,NA,A,RIO GRANDE CITY ISD,'06 - 08,M,,,'01
'214901001,RIO GRANDE CITY H S,N,N,NQ,STARR,'214,NQ,A,RIO GRANDE CITY ISD,'09 - 12,S,,,'01
'214901108,ROQUE GUERRA JR EL,N,N,NQ,STARR,'214,NA,A,RIO GRANDE CITY ISD,'KG - 04,E,,,'01
'031911002,CAMERON CO J J A E P,N,N,,CAMERON,'031,NR,N,RIO HONDO ISD,'09 - 09,S,,,'01
'031911102,RIO HONDO EL,N,N,NQ,CAMERON,'031,NA,R,RIO HONDO ISD,'EE - 03,E,,RIO HONDO INT,'01
'031911001,RIO HONDO H S,N,N,NQ,CAMERON,'031,NQ,E,RIO HONDO ISD,'09 - 12,S,,,'01
'031911103,RIO HONDO INT,N,N,NQ,CAMERON,'031,NA,A,RIO HONDO ISD,'04 - 05,E,,,'01
'031911041,RIO HONDO J H,N,N,R,CAMERON,'031,NA,R,RIO HONDO ISD,'06 - 08,M,,,'01
'126907101,RIO VISTA EL,N,N,R,JOHNSON,'126,NA,R,RIO VISTA ISD,'EE - 04,E,,,'11
'126907001,RIO VISTA H S,N,N,R,JOHNSON,'126,NQ,R,RIO VISTA ISD,'09 - 12,S,,,'11
'126907041,RIO VISTA MIDDLE,N,N,NQ,JOHNSON,'126,NA,A,RIO VISTA ISD,'05 - 08,M,,,'11
'067908101,RISING STAR EL,N,N,NQ,EASTLAND,'067,NA,E,RISING STAR ISD,'EE - 06,E,,,'14
'067908001,RISING STAR H S,N,N,NQ,EASTLAND,'067,NQ,R,RISING STAR ISD,'07 - 12,S,,,'14
'188902001,RIVER ROAD J H-H S,N,N,NQ,POTTER,'188,NQ,A,RIVER ROAD ISD,'08 - 12,S,,,'16
'188902101,ROLLING HILLS EL,N,N,NQ,POTTER,'188,NA,R,RIVER ROAD ISD,'EE - 04,E,,,'16
'188902102,WILLOW VISTA EL,N,N,M,POTTER,'188,NA,R,RIVER ROAD ISD,'05 - 07,M,,,'16
'137903041,DE LA PAZ MIDDLE,N,N,NQ,KLEBERG,'137,NA,R,RIVIERA ISD,'06 - 08,M,,,'02
'137903001,KAUFER H S,N,N,NQ,KLEBERG,'137,NQ,A,RIVIERA ISD,'09 - 12,S,,,'02
'137903101,NANNY EL,N,N,NQ,KLEBERG,'137,NA,A,RIVIERA ISD,'PK - 05,E,,,'02
'041902210,BRONTE EC,N,N,,COKE,'041,NR,N,ROBERT LEE ISD,'EE - EE,E,,,'15
'041902195,C B P,N,N,,COKE,'041,NR,N,ROBERT LEE ISD,'10 - 12,S,,,'15
'041902002,FAIRVIEW ACCELERATED,N,N,,COKE,'041,PE,1,ROBERT LEE ISD,'09 - 12,S,,,'15
'041902004,FAIRVIEW BEHAVIOR ADJUSTMENT,N,N,,COKE,'041,NR,N,ROBERT LEE ISD,'01 - 01,E,,,'15
'041902150,MILES VOC TRAINING (MVT),N,N,,COKE,'041,NR,N,ROBERT LEE ISD,'09 - 09,S,,,'15
'041902101,ROBERT LEE EL,N,N,NQ,COKE,'041,NA,E,ROBERT LEE ISD,'PK - 06,E,,,'15
'041902001,ROBERT LEE H S,N,N,R,COKE,'041,NQ,E,ROBERT LEE ISD,'07 - 12,S,,,'15
'041902190,WALL SPECIAL PROG,N,N,,COKE,'041,NR,N,ROBERT LEE ISD,'KG - KG,E,,,'15
'041902201,WATER VALLEY VOC,N,N,,COKE,'041,NR,N,ROBERT LEE ISD,'10 - 10,S,,,'15
'161922004,CHALLENGE ACADEMY,N,N,,MCLENNAN,'161,NR,N,ROBINSON ISD,'09 - 09,S,,,'12
'161922102,ROBINSON EL,N,N,NQ,MCLENNAN,'161,NA,R,ROBINSON ISD,'03 - 05,E,,,'12
'161922001,ROBINSON H S,N,N,NQ,MCLENNAN,'161,NQ,R,ROBINSON ISD,'09 - 12,S,,,'12
'161922041,ROBINSON J H,N,N,NQ,MCLENNAN,'161,NA,R,ROBINSON ISD,'07 - 08,M,,,'12
'161922101,ROBINSON PRI,N,N,NQ,MCLENNAN,'161,NA,R,ROBINSON ISD,'EE - 02,E,'161922102,ROBINSON EL,'12
'161922103,ROSENTHAL EL,N,N,R,MCLENNAN,'161,NA,E,ROBINSON ISD,'06 - 06,M,,,'12
'178909003,ACADEMY FOR EXCELLENCE,N,C,,NUECES,'178,PE,3,ROBSTOWN ISD,'02 - 12,B,,,'02
'178909002,ALTER LRN CTR,N,C,,NUECES,'178,PE,1,ROBSTOWN ISD,'07 - 12,S,,,'02
'178909103,LOTSPEICH EL,N,C,NQ,NUECES,'178,NA,R,ROBSTOWN ISD,'PK - 04,E,,,'02
'178909104,MARTIN EL,N,C,NQ,NUECES,'178,NA,R,ROBSTOWN ISD,'03 - 04,E,,,'02
'178909001,ROBSTOWN H S,N,N,NQ,NUECES,'178,NQ,A,ROBSTOWN ISD,'09 - 12,S,,,'02
'178909105,SALAZAR EL,N,C,NQ,NUECES,'178,NA,R,ROBSTOWN ISD,'EE - 02,E,'178909104,MARTIN EL,'02
'178909101,SAN PEDRO EL,N,C,NQ,NUECES,'178,NA,R,ROBSTOWN ISD,'EE - 04,E,,,'02
'178909041,SEALE J H,N,C,NQ,NUECES,'178,NA,A,ROBSTOWN ISD,'07 - 08,M,,,'02
'178909042,SOLOMON P ORTIZ INT,N,C,NQ,NUECES,'178,NA,R,ROBSTOWN ISD,'05 - 06,M,,,'02
'076903002,HOBBS AT-RISK,N,N,,FISHER,'076,PE,1,ROBY CONS ISD,'11 - 11,S,,,'14
'076903101,ROBY EL,N,N,NQ,FISHER,'076,NA,E,ROBY CONS ISD,'EE - 08,E,,,'14
'076903001,ROBY H S,N,N,NQ,FISHER,'076,NQ,E,ROBY CONS ISD,'09 - 12,S,,,'14
'160904001,ROCHELLE SCHOOL,N,N,NQ,MCCULLOCH,'160,NQ,R,ROCHELLE ISD,'KG - 12,B,,,'15
'104902001,ROCHESTER SCHOOL,N,N,M,HASKELL,'104,NQ,E,ROCHESTER ISD,'EE - 12,B,,,'14
'166904042,HASHEM JUVENILE JUSTICE CTR,N,N,,MILAM,'166,PE,1,ROCKDALE ISD,'07 - 11,S,,,'06
'166904101,ROCKDALE EL,N,N,R,MILAM,'166,NA,R,ROCKDALE ISD,'EE - 05,E,,,'06
'166904001,ROCKDALE H S,N,N,R,MILAM,'166,NQ,R,ROCKDALE ISD,'09 - 12,S,,,'06
'166904041,ROCKDALE J H,N,N,NQ,MILAM,'166,NA,A,ROCKDALE ISD,'06 - 08,M,,,'06
'069901101,ROCKSPRINGS EL,N,N,NQ,EDWARDS,'069,NA,A,ROCKSPRINGS ISD,'EE - 08,E,,,'15
'069901001,ROCKSPRINGS H S,N,N,NQ,EDWARDS,'069,NQ,A,ROCKSPRINGS ISD,'09 - 12,S,,,'15
'199901002,ALTERNATIVE EDUCATION,N,N,,ROCKWALL,'199,PE,1,ROCKWALL ISD,'07 - 12,S,,,'10
'199901103,AMANDA ROCHELL EL,N,N,NQ,ROCKWALL,'199,NA,A,ROCKWALL ISD,'EE - 05,E,,,'10
