CAMPUS,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,DISTNAME,GRDSPAN,GRDTYPE,REGION
'188901047,TRAVIS MIDDLE,N,POTTER,'188,AMARILLO ISD,'06 - 08,M,'16
'188901131,WESTERN PLATEAU EL,N,POTTER,'188,AMARILLO ISD,'PK - 05,E,'16
'188901132,WHITTIER EL,N,POTTER,'188,AMARILLO ISD,'EE - 05,E,'16
'188901133,WILLS EL,N,POTTER,'188,AMARILLO ISD,'PK - 05,E,'16
'188901141,WINDSOR EL,N,POTTER,'188,AMARILLO ISD,'KG - 05,E,'16
'188901135,WOLFLIN EL,N,POTTER,'188,AMARILLO ISD,'PK - 05,E,'16
'188901142,WOODLANDS ELEMENTARY,N,POTTER,'188,AMARILLO ISD,'KG - 05,E,'16
'101818001,AMERICAN ACADEMY OF EXCELLENCE CH,Y,HARRIS,'101,AMERICAN ACADEMY OF EXCELLENCE CHA,'09 - 12,S,'04
'227801001,AMERICAN YOUTH WORKS CHARTER SCHO,Y,TRAVIS,'227,AMERICAN YOUTH WORKS CHARTER SCHOO,'09 - 12,S,'13
'140901001,AMHERST SCHOOL,N,LAMB,'140,AMHERST ISD,'KG - 12,B,'17
'140901002,P E P,N,LAMB,'140,AMHERST ISD,'09 - 12,S,'17
'101819001,AMIGOS POR VIDA-FRIENDS FOR LIFE,Y,HARRIS,'101,AMIGOS POR VIDA-FRIENDS FOR LIFE C,'PK - 06,E,'04
'036901101,ANAHUAC EL,N,CHAMBERS,'036,ANAHUAC ISD,'PK - 05,E,'04
'036901001,ANAHUAC H S,N,CHAMBERS,'036,ANAHUAC ISD,'09 - 12,S,'04
'036901041,ANAHUAC MIDDLE,N,CHAMBERS,'036,ANAHUAC ISD,'06 - 08,M,'04
'036901002,GULF COAST H S,N,CHAMBERS,'036,ANAHUAC ISD,'10 - 12,S,'04
'036901003,HARDIN/CHAMBERS CTR,N,CHAMBERS,'036,ANAHUAC ISD,'07 - 11,S,'04
'093901101,ANDERSON-SHIRO ELEMENTARY,N,GRIMES,'093,ANDERSON-SHIRO CONS ISD,'EE - 06,E,'06
'093901001,ANDERSON-SHIRO JR/SR HIGH SCHOOL,N,GRIMES,'093,ANDERSON-SHIRO CONS ISD,'07 - 12,S,'06
'002901002,ANDREWS ALTER,N,ANDREWS,'002,ANDREWS ISD,'06 - 11,B,'18
'002901001,ANDREWS HIGH SCHOOL,N,ANDREWS,'002,ANDREWS ISD,'09 - 12,S,'18
'002901041,ANDREWS MIDDLE SCHOOL,N,ANDREWS,'002,ANDREWS ISD,'06 - 08,M,'18
'002901105,CLEARFORK EL,N,ANDREWS,'002,ANDREWS ISD,'EE - 05,E,'18
'002901101,DEVONIAN ELEM,N,ANDREWS,'002,ANDREWS ISD,'KG - 05,E,'18
'002901103,SAN ANDRES ELEM,N,ANDREWS,'002,ANDREWS ISD,'KG - 05,E,'18
'002901104,UNDERWOOD ELEM,N,ANDREWS,'002,ANDREWS ISD,'KG - 05,E,'18
'020902001,ANGLETON H S,N,BRAZORIA,'020,ANGLETON ISD,'09 - 12,S,'04
'020902044,ANGLETON INTERMEDIATE SCHOOL,N,BRAZORIA,'020,ANGLETON ISD,'07 - 08,M,'04
'020902043,ANGLETON MIDDLE SCHOOL,N,BRAZORIA,'020,ANGLETON ISD,'05 - 06,M,'04
'020902003,BRAZORIA CO ALTER ED CTR,N,BRAZORIA,'020,ANGLETON ISD,'06 - 10,B,'04
'020902004,BRAZORIA CO JUVENILE DETENTION,N,BRAZORIA,'020,ANGLETON ISD,'07 - 11,S,'04
'020902101,EARLY CHILDHOOD CAMPUS,N,BRAZORIA,'020,ANGLETON ISD,'EE - KG,E,'04
'020902109,FRONTIER EL,N,BRAZORIA,'020,ANGLETON ISD,'01 - 04,E,'04
'020902005,MARSHALL EDUCATION CENTER,N,BRAZORIA,'020,ANGLETON ISD,'12 - 12,S,'04
'020902102,NORTHSIDE EL,N,BRAZORIA,'020,ANGLETON ISD,'EE - 08,E,'04
'020902108,RANCHO ISABELLA EL,N,BRAZORIA,'020,ANGLETON ISD,'01 - 04,E,'04
'020902103,SOUTHSIDE EL,N,BRAZORIA,'020,ANGLETON ISD,'01 - 04,E,'04
'020902002,STUDENT ALTERNATIVE CTR,N,BRAZORIA,'020,ANGLETON ISD,'04 - 12,B,'04
'020902104,WESTSIDE EL,N,BRAZORIA,'020,ANGLETON ISD,'01 - 04,E,'04
'043902101,ANNA EL,N,COLLIN,'043,ANNA ISD,'PK - 05,E,'10
'043902001,ANNA H S,N,COLLIN,'043,ANNA ISD,'09 - 12,S,'10
'043902041,ANNA MIDDLE,N,COLLIN,'043,ANNA ISD,'06 - 08,M,'10
'127901101,ANSON EL,N,JONES,'127,ANSON ISD,'EE - 05,E,'14
'127901001,ANSON H S,N,JONES,'127,ANSON ISD,'09 - 12,S,'14
'127901041,ANSON MIDDLE,N,JONES,'127,ANSON ISD,'06 - 08,M,'14
'071906101,ANTHONY EL,N,EL PASO,'071,ANTHONY,'PK - 05,E,'19
'071906001,ANTHONY H S,N,EL PASO,'071,ANTHONY,'09 - 12,S,'19
'071906041,ANTHONY MIDDLE SCHOOL,N,EL PASO,'071,ANTHONY,'06 - 08,M,'19
'110901101,ANTON EL,N,HOCKLEY,'110,ANTON ISD,'PK - 06,E,'17
'110901001,ANTON H S,N,HOCKLEY,'110,ANTON ISD,'07 - 12,S,'17
'110901002,ANTON P E P,N,HOCKLEY,'110,ANTON ISD,'09 - 12,S,'17
'228905101,APPLE SPRINGS EL,N,TRINITY,'228,APPLE SPRINGS ISD,'EE - 06,E,'06
'228905001,APPLE SPRINGS H S,N,TRINITY,'228,APPLE SPRINGS ISD,'07 - 12,S,'06
'109912001,AQUILLA SCHOOL,N,HILL,'109,AQUILLA ISD,'PK - 12,B,'12
'004901101,FULTON 4-5 LEARNING CENTER,N,ARANSAS,'004,ARANSAS COUNTY ISD,'04 - 05,E,'02
'004901102,LITTLE BAY PRIMARY SCHOOL,N,ARANSAS,'004,ARANSAS COUNTY ISD,'EE - KG,E,'02
'004901103,LIVEOAK 1-3 LEARNING CENTER,N,ARANSAS,'004,ARANSAS COUNTY ISD,'01 - 03,E,'02
'004901001,ROCKPORT-FULTON H S,N,ARANSAS,'004,ARANSAS COUNTY ISD,'09 - 12,S,'02
'004901041,ROCKPORT-FULTON MIDDLE SCHOOL,N,ARANSAS,'004,ARANSAS COUNTY ISD,'06 - 08,M,'02
'205901041,A C BLUNT MIDDLE SCHOOL,N,SAN PATRICIO,'205,ARANSAS PASS ISD,'06 - 08,M,'02
'205901001,ARANSAS PASS HIGH SCHOOL,N,SAN PATRICIO,'205,ARANSAS PASS ISD,'09 - 12,S,'02
'205901104,CHARLIE MARSHALL ELEMENTARY,N,SAN PATRICIO,'205,ARANSAS PASS ISD,'04 - 05,E,'02
'205901101,H T FAULK EARLY CHILDHOOD SCHOOL,N,SAN PATRICIO,'205,ARANSAS PASS ISD,'EE - 01,E,'02
'205901102,W A KIEBERGER ELEMENTARY,N,SAN PATRICIO,'205,ARANSAS PASS ISD,'02 - 03,E,'02
'005901101,ARCHER CITY EL,N,ARCHER,'005,ARCHER CITY ISD,'KG - 05,E,'09
'005901001,ARCHER CITY H S,N,ARCHER,'005,ARCHER CITY ISD,'06 - 12,B,'09
'061910101,ARGYLE ELEMENTARY SCHOOL,N,DENTON,'061,ARGYLE ISD,'EE - 05,E,'11
'061910001,ARGYLE HIGH SCHOOL,N,DENTON,'061,ARGYLE ISD,'09 - 12,S,'11
'061910041,ARGYLE MIDDLE SCHOOL,N,DENTON,'061,ARGYLE ISD,'06 - 08,M,'11
'220802101,ARLINGTON CLASSICS ACADEMY,Y,TARRANT,'220,ARLINGTON CLASSICS ACADEMY,'KG - 06,E,'11
'220901124,AMOS EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901001,ARLINGTON H S,N,TARRANT,'220,ARLINGTON ISD,'09 - 12,S,'11
'220901149,ASHWORTH EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901132,ATHERTON EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901045,BAILEY J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901052,BARNETT J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901141,BEBENSEE EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901158,BECKHAM ELEMENTARY,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901101,BERRY EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901102,BLANTON EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901051,BOLES J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901004,BOWIE H S,N,TARRANT,'220,ARLINGTON ISD,'09 - 12,S,'11
'220901147,BRYANT EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901155,BURGIN EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901129,BUTLER EL,N,TARRANT,'220,ARLINGTON ISD,'KG - 06,E,'11
'220901041,CARTER J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901137,COREY EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901150,CROUCH EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901103,CROW EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901300,DAY CARE CTRS,N,TARRANT,'220,ARLINGTON ISD,'PK - PK,E,'11
'220901130,DITTO EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901104,DUFF EL,N,TARRANT,'220,ARLINGTON ISD,'KG - 06,E,'11
'220901125,DUNN EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901056,FERGUSON J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901136,FITZGERALD EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901126,FOSTER EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901119,GOODMAN EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901047,GUNN J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901117,HILL EL,N,TARRANT,'220,ARLINGTON ISD,'KG - 06,E,'11
'220901139,HOMEBOUND,N,TARRANT,'220,ARLINGTON ISD,'EE - 12,B,'11
'220901046,HUTCHESON J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901143,J M FARRELL EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901142,JANE ELLIS EL,N,TARRANT,'220,ARLINGTON ISD,'KG - 06,E,'11
'220901121,JOHNS EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901128,KEY EL,N,TARRANT,'220,ARLINGTON ISD,'KG - 06,E,'11
'220901157,KNOX ELEMENTARY,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901107,KOOKEN ED CTR,N,TARRANT,'220,ARLINGTON ISD,'EE - PK,E,'11
'220901003,LAMAR H S,N,TARRANT,'220,ARLINGTON ISD,'09 - 12,S,'11
'220901151,LARSON EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901146,LITTLE EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901153,LYNN HALE EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901005,MARTIN H S,N,TARRANT,'220,ARLINGTON ISD,'09 - 12,S,'11
'220901144,MARY MOORE EL,N,TARRANT,'220,ARLINGTON ISD,'KG - 06,E,'11
'220901135,MILLER EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901131,MORTON EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901008,NEWCOMER CENTER,N,TARRANT,'220,ARLINGTON ISD,'07 - 10,S,'11
'220901053,NICHOLS J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901055,OUSLEY J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901154,PEARCY EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901120,POPE EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901109,RANKIN EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901159,REMYNSE ELEMENTARY,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901110,ROARK EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901122,ROQUEMORE EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901002,SAM HOUSTON H S,N,TARRANT,'220,ARLINGTON ISD,'09 - 12,S,'11
'220901009,SEGUIN H S,N,TARRANT,'220,ARLINGTON ISD,'09 - 11,S,'11
'220901048,SHACKELFORD J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901134,SHERROD EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901123,SHORT EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901111,SOUTH DAVIS EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901112,SPEER EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901140,STARRETT EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901113,SWIFT EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901010,TARRANT CO J J A E P,N,TARRANT,'220,ARLINGTON ISD,'07 - 10,S,'11
'220901114,THORNTON EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901145,TOMMIE WILLIAMS EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901007,TURNING POINT ALTER H S,N,TARRANT,'220,ARLINGTON ISD,'08 - 12,S,'11
'220901054,TURNING POINT ALTER J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901156,TURNING POINT ALTERNATIVE ELEM,N,TARRANT,'220,ARLINGTON ISD,'03 - 06,E,'11
'220901006,VENTURE ALTER H S,N,TARRANT,'220,ARLINGTON ISD,'06 - 12,B,'11
'220901148,WEBB EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901152,WEST EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901116,WIMBISH EL,N,TARRANT,'220,ARLINGTON ISD,'PK - 06,E,'11
'220901133,WOOD EL,N,TARRANT,'220,ARLINGTON ISD,'EE - 06,E,'11
'220901050,WORKMAN J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'220901049,YOUNG J H,N,TARRANT,'220,ARLINGTON ISD,'07 - 08,M,'11
'212901101,ARP EL,N,SMITH,'212,ARP ISD,'PK - 05,E,'07
'212901001,ARP H S,N,SMITH,'212,ARP ISD,'09 - 12,S,'07
'212901041,ARP J H,N,SMITH,'212,ARP ISD,'06 - 08,M,'07
'217901101,ASPERMONT EL,N,STONEWALL,'217,ASPERMONT ISD,'EE - 06,E,'14
'217901001,ASPERMONT HS,N,STONEWALL,'217,ASPERMONT ISD,'07 - 12,S,'14
'107901002,A L P H A,N,HENDERSON,'107,ATHENS ISD,'10 - 12,S,'07
'107901107,ATHENS ANNEX,N,HENDERSON,'107,ATHENS ISD,'EE - PK,E,'07
'107901001,ATHENS H S,N,HENDERSON,'107,ATHENS ISD,'09 - 12,S,'07
'107901103,ATHENS INT,N,HENDERSON,'107,ATHENS ISD,'04 - 05,E,'07
'107901041,ATHENS MIDDLE,N,HENDERSON,'107,ATHENS ISD,'07 - 08,M,'07
'107901104,BEL AIR EL,N,HENDERSON,'107,ATHENS ISD,'KG - 01,E,'07
'107901105,R C FISHER CAMPUS,N,HENDERSON,'107,ATHENS ISD,'06 - 06,M,'07
'107901102,SOUTH ATHENS EL,N,HENDERSON,'107,ATHENS ISD,'02 - 03,E,'07
'034901106,ATLANTA EL,N,CASS,'034,ATLANTA ISD,'03 - 05,E,'08
'034901001,ATLANTA H S,N,CASS,'034,ATLANTA ISD,'09 - 12,S,'08
'034901042,ATLANTA MIDDLE,N,CASS,'034,ATLANTA ISD,'06 - 08,M,'08
'034901107,ATLANTA PRI,N,CASS,'034,ATLANTA ISD,'EE - 02,E,'08
'061907101,AUBREY EL,N,DENTON,'061,AUBREY ISD,'EE - 04,E,'11
'061907001,AUBREY H S,N,DENTON,'061,AUBREY ISD,'09 - 12,S,'11
'061907041,AUBREY MIDDLE,N,DENTON,'061,AUBREY ISD,'05 - 08,M,'11
'227818001,AUSTIN CAN ACADEMY CHARTER SCHOOL,Y,TRAVIS,'227,AUSTIN CAN ACADEMY CHARTER SCHOOL,'09 - 12,S,'13
'227901017,AKINS HIGH SCHOOL,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901142,ALLAN EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 06,E,'13
'227901101,ALLISON EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 06,E,'13
'227901061,AMERICO PAREDES MIDDLE SCHOOL,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901009,ANDERSON H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901102,ANDREWS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901002,AUSTIN H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901250,AUSTIN ST HOSPITAL,N,TRAVIS,'227,AUSTIN ISD,'KG - 12,B,'13
'227901059,BAILEY MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901149,BARRINGTON EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 06,E,'13
'227901103,BARTON HILLS EL,N,TRAVIS,'227,AUSTIN ISD,'KG - 06,E,'13
'227901104,BECKER EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901054,BEDICHEK MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901163,BERNICE HART EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901173,BERTHA CASEY ELEMENTARY,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901105,BLACKSHEAR EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 06,E,'13
'227901106,BLANTON EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901170,BOONE EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901013,BOWIE H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901107,BRENTWOOD EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901108,BROOKE EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901109,BROWN EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 06,E,'13
'227901110,BRYKER WOODS EL,N,TRAVIS,'227,AUSTIN ISD,'KG - 06,E,'13
'227901046,BURNET MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901111,CAMPBELL EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 06,E,'13
'227901112,CASIS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901060,CLINT SMALL MIDDLE SCHOOL,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901161,COOK EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901057,COVINGTON MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901183,COWAN ELEMENTARY,N,TRAVIS,'227,AUSTIN ISD,'KG - 05,E,'13
'227901008,CROCKETT H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901113,CUNNINGHAM EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901179,DAVIS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901114,DAWSON EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901115,DILL-ELEMENTARY ALC,N,TRAVIS,'227,AUSTIN ISD,'KG - 06,E,'13
'227901055,DOBIE MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901154,DOSS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901043,FULMORE MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901176,GALINDO EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901015,GONZALO GARZA INDEPENDENCE H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901116,GOVALLE EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 06,E,'13
'227901159,GRAHAM EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901117,GULLETT EL,N,TRAVIS,'227,AUSTIN ISD,'KG - 05,E,'13
'227901118,HARRIS EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901174,HERMELINDA RODRIQUEZ ELEMENTARY,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901119,HIGHLAND PARK EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901155,HILL EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901162,HOUSTON EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901181,JOE DAN MILLS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901010,JOHNSON H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901003,JOHNSTON H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901178,JORDAN EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901120,JOSLIN EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901044,KEALING J H,N,TRAVIS,'227,AUSTIN ISD,'07 - 08,M,'13
'227901180,KIKER EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901172,KOCUREK EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901045,LAMAR MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901168,LANGFORD EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901004,LANIER H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901035,LEADERSHIP ACADEMY,N,TRAVIS,'227,AUSTIN ISD,'08 - 11,S,'13
'227901121,LEE EL,N,TRAVIS,'227,AUSTIN ISD,'KG - 06,E,'13
'227901160,LINDER EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901122,MAPLEWOOD EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 06,E,'13
'227901051,MARTIN MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901123,MATHEWS EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 06,E,'13
'227901165,MCBEE ELEMENTARY,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901005,MCCALLUM H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901147,MENCHACA EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901058,MENDEZ MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901124,METZ EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 06,E,'13
'227901052,MURCHISON MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901150,NORMAN EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901047,O HENRY MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901148,OAK HILL EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901125,OAK SPRINGS EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 06,E,'13
'227901156,ODOM EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901126,ORTEGA EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901171,PALM EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901143,PATTON EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901048,PEARCE MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901128,PEASE EL,N,TRAVIS,'227,AUSTIN ISD,'KG - 06,E,'13
'227901129,PECAN SPRINGS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 06,E,'13
'227901032,PHOENIX ACADEMY,N,TRAVIS,'227,AUSTIN ISD,'08 - 11,S,'13
'227901164,PICKLE ELEMENTARY,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901151,PILLOW EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901130,PLEASANT HILL EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901049,PORTER MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901006,REAGAN H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901132,REILLY EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901133,RIDGETOP EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901251,ROSEDALE,N,TRAVIS,'227,AUSTIN ISD,'EE - 12,B,'13
'227901127,SANCHEZ EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901012,SECONDARY ALTERNATIVE LEARNING CE,N,TRAVIS,'227,AUSTIN ISD,'06 - 12,B,'13
'227901139,SIMS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901136,ST ELMO EL,N,TRAVIS,'227,AUSTIN ISD,'PK - 05,E,'13
'227901138,SUMMITT EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901158,SUNSET VALLEY EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901182,TIMY BARANOFF ELEMENTARY,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901036,TRAVIS CO J J A E P,N,TRAVIS,'227,AUSTIN ISD,'08 - 11,S,'13
'227901030,TRAVIS COUNTY JUVENILE DETENTION,N,TRAVIS,'227,AUSTIN ISD,'06 - 12,B,'13
'227901007,TRAVIS H S,N,TRAVIS,'227,AUSTIN ISD,'09 - 12,S,'13
'227901140,TRAVIS HTS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901141,WALNUT CREEK EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 06,E,'13
'227901053,WEBB MIDDLE,N,TRAVIS,'227,AUSTIN ISD,'06 - 08,M,'13
'227901175,WIDEN EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901166,WILLIAMS EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901157,WINN EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
'227901152,WOOLDRIDGE EL,N,TRAVIS,'227,AUSTIN ISD,'EE - 05,E,'13
