CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CIADDACK,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'007902001,,JOURDANTON H S,N,NQ,ATASCOSA,'007,E,JOURDANTON ISD,'09 - 12,S,,,'20
'007902041,,JOURDANTON J H,N,NQ,ATASCOSA,'007,A,JOURDANTON ISD,'06 - 08,M,,,'20
'015916005,,ALTER SCH,N,,BEXAR,'015,X,JUDSON ISD,'06 - 12,B,,,'20
'015916006,,BEXAR CO J J A E P,N,,BEXAR,'015,X,JUDSON ISD,'06 - 10,B,,,'20
'015916112,,CANDLEWOOD EL,N,NQ,BEXAR,'015,A,JUDSON ISD,'EE - 05,E,,,'20
'015916101,,CONVERSE EL,N,R,BEXAR,'015,R,JUDSON ISD,'EE - 05,E,,,'20
'015916104,,CORONADO VILLAGE EL,N,M,BEXAR,'015,R,JUDSON ISD,'EE - 05,E,,,'20
'015916106,,CRESTVIEW EL,N,R,BEXAR,'015,R,JUDSON ISD,'PK - 05,E,,,'20
'015916103,,ED FRANZ EL,N,NQ,BEXAR,'015,R,JUDSON ISD,'EE - 05,E,,,'20
'015916113,,ELOLF EL,N,R,BEXAR,'015,A,JUDSON ISD,'PK - 05,E,,,'20
'015916102,,HOPKINS EL,N,NQ,BEXAR,'015,R,JUDSON ISD,'EE - 05,E,,,'20
'015916002,,JUDSON H S,N,NQ,BEXAR,'015,A,JUDSON ISD,'09 - 10,S,,,'20
'015916003,,JUDSON LEARNING ACAD,N,,BEXAR,'015,1,JUDSON ISD,'11 - 12,S,,,'20
'015916001,,JUDSON SENIOR H S,N,NQ,BEXAR,'015,A,JUDSON ISD,'11 - 12,S,'015916002,JUDSON H S,'20
'015916041,,KIRBY MIDDLE,N,NQ,BEXAR,'015,A,JUDSON ISD,'06 - 08,M,,,'20
'015916042,,KITTY HAWK MIDDLE,N,R,BEXAR,'015,A,JUDSON ISD,'06 - 08,M,,,'20
'015916111,,MILLER POINT EL,N,NQ,BEXAR,'015,A,JUDSON ISD,'KG - 05,E,,,'20
'015916109,,OLYMPIA EL,N,NQ,BEXAR,'015,R,JUDSON ISD,'EE - 05,E,,,'20
'015916105,,PARK VILLAGE EL,N,NQ,BEXAR,'015,A,JUDSON ISD,'EE - 05,E,,,'20
'015916110,,SPRING MEADOWS EL,N,NQ,BEXAR,'015,E,JUDSON ISD,'KG - 05,E,,,'20
'015916004,,THOMPSON CTR,N,,BEXAR,'015,X,JUDSON ISD,'01 - 08,E,,,'20
'015916107,,WOODLAKE EL,N,NQ,BEXAR,'015,E,JUDSON ISD,'KG - 05,E,,,'20
'015916043,,WOODLAKE HILLS MIDDLE,N,NQ,BEXAR,'015,A,JUDSON ISD,'06 - 08,M,,,'20
'134901101,,JUNCTION EL,N,RM,KIMBLE,'134,E,JUNCTION ISD,'EE - 05,E,,,'15
'134901001,,JUNCTION H S,N,NQ,KIMBLE,'134,E,JUNCTION ISD,'09 - 12,S,,,'15
'134901041,,JUNCTION MIDDLE,N,NQ,KIMBLE,'134,R,JUNCTION ISD,'06 - 08,M,,,'15
'102901103,,KARNACK EL,N,NQ,HARRISON,'102,A,KARNACK ISD,'PK - 06,E,,,'07
'102901002,,KARNACK H S,N,NQ,HARRISON,'102,A,KARNACK ISD,'07 - 12,S,,,'07
'128901001,,KARNES CITY H S,N,M,KARNES,'128,R,KARNES CITY ISD,'09 - 12,S,,,'03
'128901041,A,KARNES CITY J H,N,R,KARNES,'128,R,KARNES CITY ISD,'06 - 08,M,,,'03
'128901042,,KARNES CITY J J A E P,N,,KARNES,'128,X,KARNES CITY ISD,'06 - 09,M,,,'03
'128901105,,ROGER E SIDES EL,N,R,KARNES,'128,A,KARNES CITY ISD,'PK - 05,E,,,'03
'105801001,,KATHERINE ANNE PORTER SCHOOL,Y,NQ,HAYS,'105,A,KATHERINE ANNE PORTER SCHOOL,'09 - 12,S,,,'13
'101914106,,BEAR CREEK EL,N,NQ,HARRIS,'101,E,KATY ISD,'KG - 05,E,,,'04
'101914107,,CIMARRON EL,N,NQ,HARRIS,'101,R,KATY ISD,'KG - 05,E,,,'04
'101914007,A,CINCO RANCH H S,N,RM,HARRIS,'101,E,KATY ISD,'09 - 11,S,,,'04
'101914108,,DIANE WINBORN EL,N,NQ,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914114,A,EDNA MAE FIELDER EL,N,NQ,HARRIS,'101,E,KATY ISD,'KG - 05,E,,,'04
'101914047,,GARLAND MCMEANS JR HIGH,N,R,HARRIS,'101,E,KATY ISD,'06 - 08,M,,,'04
'101914033,,HARRIS CO SCH FOR ACCELERATED LRN,N,,HARRIS,'101,X,KATY ISD,'08 - 10,S,,,'04
'101914112,A,HAZEL S PATTISON EL,N,R,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914118,,JAMES E WILLIAMS ELEMENTARY,N,NQ,HARRIS,'101,E,KATY ISD,'KG - 05,E,,,'04
'101914115,A,JEANETTE HAYES EL,N,NQ,HARRIS,'101,E,KATY ISD,'KG - 05,E,,,'04
'101914102,,KATY EL,N,R,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914001,,KATY H S,N,NQ,HARRIS,'101,R,KATY ISD,'09 - 12,S,,,'04
'101914041,,KATY J H,N,NQ,HARRIS,'101,R,KATY ISD,'06 - 08,M,,,'04
'101914006,,KRAUSE CENTER,N,,HARRIS,'101,X,KATY ISD,'06 - 12,B,,,'04
'101914113,,LORAINE T GOLBOW EL,N,NQ,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914101,,MAURICE L WOLFE ELEMENTARY,N,NQ,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914111,,MAYDE CREEK EL,N,NQ,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914005,,MAYDE CREEK H S,N,M,HARRIS,'101,R,KATY ISD,'09 - 12,S,,,'04
'101914043,,MAYDE CREEK J H,N,NQ,HARRIS,'101,R,KATY ISD,'06 - 08,M,,,'04
'101914116,,MCROBERTS EL,N,NQ,HARRIS,'101,R,KATY ISD,'PK - 05,E,,,'04
'101914104,A,MEMORIAL PARKWAY EL,N,NQ,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914044,A,MEMORIAL PARKWAY J H,N,NQ,HARRIS,'101,R,KATY ISD,'06 - 08,M,,,'04
'101914109,A,NOTTINGHAM COUNTRY EL,N,NQ,HARRIS,'101,E,KATY ISD,'KG - 05,E,,,'04
'101914003,,OPPORT AWARENESS CTR,N,,HARRIS,'101,X,KATY ISD,'06 - 12,B,,,'04
'101914046,A,RODGER & ELLEN BECK J H,N,RM,HARRIS,'101,E,KATY ISD,'06 - 08,M,,,'04
'101914117,A,ROOSEVELT ALEXANDER EL,N,R,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914119,,SUE CREECH ELEMENTARY,N,NQ,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914110,,SUNDOWN EL,N,NQ,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914045,,T H MCDONALD J H,N,NQ,HARRIS,'101,R,KATY ISD,'06 - 08,M,,,'04
'101914002,CA,TAYLOR H S,N,M,HARRIS,'101,E,KATY ISD,'09 - 12,S,,,'04
'101914103,,WEST MEMORIAL EL,N,M,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914042,A,WEST MEMORIAL J H,N,RM,HARRIS,'101,E,KATY ISD,'06 - 08,M,,,'04
'101914105,,ZELMA HUTSELL EL,N,NQ,HARRIS,'101,R,KATY ISD,'PK - 05,E,,,'04
'129903001,R,KAUFMAN H S,N,NQ,KAUFMAN,'129,R,KAUFMAN ISD,'09 - 12,S,,,'10
'129903102,,LUCILLE NASH INTERMEDIATE,N,NQ,KAUFMAN,'129,R,KAUFMAN ISD,'05 - 06,M,,,'10
'129903103,,MONDAY PRIMARY,N,NQ,KAUFMAN,'129,R,KAUFMAN ISD,'EE - 01,E,'129903101,PHILLIPS ELEMENTARY,'10
'129903041,,NORMAN JR HIGH,N,NQ,KAUFMAN,'129,A,KAUFMAN ISD,'07 - 08,M,,,'10
'129903101,,PHILLIPS ELEMENTARY,N,NQ,KAUFMAN,'129,R,KAUFMAN ISD,'02 - 04,E,,,'10
'126906002,,ALTER LEARNING CTR,N,,JOHNSON,'126,3,KEENE ISD,'08 - 11,S,,,'11
'126906101,,KEENE EL,N,R,JOHNSON,'126,A,KEENE ISD,'EE - 03,E,'126906104,KEENE INT,'11
'126906001,T,KEENE H S,N,NQ,JOHNSON,'126,A,KEENE ISD,'09 - 12,S,,,'11
'126906104,,KEENE INT,N,R,JOHNSON,'126,A,KEENE ISD,'04 - 05,E,,,'11
'126906041,,KEENE J H,N,R,JOHNSON,'126,R,KEENE ISD,'06 - 08,M,,,'11
'220907104,,BEAR CREEK INT,N,M,TARRANT,'220,A,KELLER ISD,'05 - 06,M,,,'11
'220907107,A,CHISHOLM TRAIL INT,N,NQ,TARRANT,'220,A,KELLER ISD,'05 - 06,M,,,'11
'220907102,A,FLORENCE EL,N,R,TARRANT,'220,E,KELLER ISD,'EE - 04,E,,,'11
'220907042,,FOSSIL HILL MIDDLE,N,NQ,TARRANT,'220,A,KELLER ISD,'07 - 08,M,,,'11
'220907002,R,FOSSIL RIDGE H S,N,R,TARRANT,'220,R,KELLER ISD,'09 - 12,S,,,'11
'220907106,,HERITAGE EL,N,R,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'220907112,,HIDDEN LAKES ELEMENTARY,N,NQ,TARRANT,'220,E,KELLER ISD,'EE - 04,E,,,'11
'220907043,,HILLWOOD MIDDLE SCHOOL,N,RM,TARRANT,'220,E,KELLER ISD,'07 - 08,M,,,'11
'220907001,R,KELLER H S,N,NQ,TARRANT,'220,E,KELLER ISD,'09 - 12,S,,,'11
'220907041,,KELLER MIDDLE,N,NQ,TARRANT,'220,A,KELLER ISD,'07 - 08,M,,,'11
'220907101,,KELLER-HARVEL EL,N,R,TARRANT,'220,A,KELLER ISD,'EE - 04,E,,,'11
'220907039,,NEW DIRECTION LRN CTR,N,,TARRANT,'220,1,KELLER ISD,'09 - 12,S,,,'11
'220907111,,NORTH RIVERSIDE ELEMENTARY,N,M,TARRANT,'220,E,KELLER ISD,'EE - 04,E,,,'11
'220907109,A,PARK GLEN EL,N,NQ,TARRANT,'220,E,KELLER ISD,'KG - 04,E,,,'11
'220907103,,PARKVIEW EL,N,R,TARRANT,'220,A,KELLER ISD,'PK - 04,E,,,'11
'220907108,A,SHADY GROVE EL,N,NQ,TARRANT,'220,E,KELLER ISD,'EE - 04,E,,,'11
'220907113,,SHINER ROAD ELEMENTARY,N,NQ,TARRANT,'220,R,KELLER ISD,'PK - 04,E,,,'11
'220907003,,TARRANT CO J J A E P,N,,TARRANT,'220,X,KELLER ISD,'07 - 12,S,,,'11
'220907114,,WEST INTERMEDIATE,N,M,TARRANT,'220,R,KELLER ISD,'05 - 06,M,,,'11
'220907105,,WHITLEY ROAD EL,N,NQ,TARRANT,'220,A,KELLER ISD,'EE - 04,E,,,'11
'220907110,A,WILLIS LANE EL,N,NQ,TARRANT,'220,R,KELLER ISD,'KG - 04,E,,,'11
'242905001,,KELTON SCHOOL,N,NQ,WHEELER,'242,A,KELTON ISD,'PK - 06,E,,,'16
'129904001,,KEMP HIGH SCHOOL,N,NQ,KAUFMAN,'129,R,KEMP ISD,'09 - 12,S,,,'10
'129904102,,KEMP INTERMEDIATE SCHOOL,N,NQ,KAUFMAN,'129,A,KEMP ISD,'PK - 06,E,,,'10
'129904041,,KEMP JUNIOR HIGH SCHOOL,N,R,KAUFMAN,'129,R,KEMP ISD,'07 - 08,M,,,'10
'129904101,,KEMP PRIMARY SCHOOL,N,NQ,KAUFMAN,'129,R,KEMP ISD,'PK - 03,E,'129904102,KEMP INTERMEDIATE SCHOOL,'10
'079908101,,POWELL POINT EL,N,NQ,FORT BEND,'079,R,KENDLETON ISD,'PK - 06,E,,,'04
'131001103,,SARITA EL,N,NQ,KENEDY,'131,R,KENEDY COUNTY WIDE CSD,'PK - 06,E,,,'02
'128902002,,KARNES COUNTY ACAD,N,,KARNES,'128,1,KENEDY ISD,'09 - 12,S,,,'03
'128902001,R,KENEDY HIGH SCHOOL,N,NQ,KARNES,'128,A,KENEDY ISD,'09 - 12,S,,,'03
'128902104,,KENEDY ELEMENTARY SCHOOL,N,NQ,KARNES,'128,A,KENEDY ISD,'PK - 05,E,,,'03
'128902003,,KENEDY JJAEP,N,,KARNES,'128,X,KENEDY ISD,'06 - 10,B,,,'03
'128902041,A,KENEDY MIDDLE SCHOOL,N,M,KARNES,'128,A,KENEDY ISD,'06 - 08,M,,,'03
'113906101,,KENNARD EL,N,R,HOUSTON,'113,A,KENNARD ISD,'PK - 06,E,,,'06
'113906001,R,KENNARD H S,N,NQ,HOUSTON,'113,A,KENNARD ISD,'07 - 12,S,,,'06
'220914101,,JAMES A ARTHUR EL,N,NQ,TARRANT,'220,R,KENNEDALE ISD,'04 - 06,E,,,'11
'220914102,,JAMES F DELANEY PRI,N,NQ,TARRANT,'220,E,KENNEDALE ISD,'EE - 03,E,'220914101,JAMES A ARTHUR EL,'11
'220914001,,KENNEDALE H S,N,NQ,TARRANT,'220,E,KENNEDALE ISD,'09 - 12,S,,,'11
'220914041,,KENNEDALE J H,N,NQ,TARRANT,'220,A,KENNEDALE ISD,'07 - 08,M,,,'11
'220914103,,R F PATTERSON EL,N,NQ,TARRANT,'220,R,KENNEDALE ISD,'EE - 06,E,,,'11
'227810041,,KENNY DORHAM SCHOOL FOR THE PEFORM,Y,,TRAVIS,'227,H,KENNY DORHAM SCHOOL FOR THE PERFOR,'04 - 06,E,,,'13
'175907001,R,KERENS SCHOOL,N,NQ,NAVARRO,'175,A,KERENS ISD,'PK - 12,B,,,'12
'248901102,,EAST PRI,N,NQ,WINKLER,'248,A,KERMIT ISD,'PK - 02,E,'248901104,PURPLE SAGE EL,'18
'248901001,RA,KERMIT H S,N,NQ,WINKLER,'248,A,KERMIT ISD,'09 - 12,S,,,'18
'248901041,,KERMIT J H,N,NQ,WINKLER,'248,A,KERMIT ISD,'06 - 08,M,,,'18
'248901104,,PURPLE SAGE EL,N,NQ,WINKLER,'248,A,KERMIT ISD,'EE - 05,E,,,'18
'133903101,,DANIELS EL,N,R,KERR,'133,R,KERRVILLE ISD,'KG - 04,E,,,'20
'133903107,,HEAD START,N,,KERR,'133,N,KERRVILLE ISD,'PK - PK,E,,,'20
'133903105,,HILL COUNTRY HIGH SCHOOL,N,,KERR,'133,1,KERRVILLE ISD,'07 - 12,S,,,'20
'133903103,,NIMITZ EL,N,RM,KERR,'133,E,KERRVILLE ISD,'EE - 04,E,,,'20
'133903041,,PETERSON MIDDLE,N,NQ,KERR,'133,R,KERRVILLE ISD,'07 - 08,M,,,'20
'133903106,,RECOR K C J D T,N,,KERR,'133,1,KERRVILLE ISD,'04 - 11,B,,,'20
'133903102,,STARKEY EL,N,NQ,KERR,'133,E,KERRVILLE ISD,'PK - 04,E,,,'20
'133903001,,TIVY H S,N,M,KERR,'133,R,KERRVILLE ISD,'09 - 12,S,,,'20
'133903104,A,TIVY UPPER EL,N,NQ,KERR,'133,R,KERRVILLE ISD,'05 - 06,M,,,'20
'092902101,,CHANDLER EL,N,NQ,GREGG,'092,A,KILGORE ISD,'01 - 03,E,'092902107,KILGORE INT,'07
'092902003,,DANVILLE ALTERNATIVE H S,N,,GREGG,'092,1,KILGORE ISD,'09 - 12,S,,,'07
'092902004,,ELDER COOP ALTER SCHOOL,N,,GREGG,'092,X,KILGORE ISD,'06 - 11,B,,,'07
'092902002,,KILGORE H S,N,NQ,GREGG,'092,A,KILGORE ISD,'09 - 12,S,,,'07
'092902106,,KILGORE HEIGHTS EL,N,,GREGG,'092,N,KILGORE ISD,'EE - KG,E,,,'07
'092902107,,KILGORE INT,N,NQ,GREGG,'092,A,KILGORE ISD,'04 - 05,E,,,'07
'092902042,,MAUDE LAIRD MIDDLE,N,NQ,GREGG,'092,A,KILGORE ISD,'06 - 08,M,,,'07
'014906025,,BELL CO DETENTION CTR,N,,BELL,'014,1,KILLEEN ISD,'05 - 12,B,,,'12
'014906113,,BELLAIRE EL,N,NQ,BELL,'014,A,KILLEEN ISD,'PK - 05,E,,,'12
'014906125,,BROOKHAVEN INT,N,NQ,BELL,'014,A,KILLEEN ISD,'04 - 05,E,,,'12
'014906124,A,CEDAR VALLEY EL,N,R,BELL,'014,E,KILLEEN ISD,'PK - 05,E,,,'12
'014906116,,CLARKE EL,N,NQ,BELL,'014,R,KILLEEN ISD,'PK - 03,E,'014906123,CLEAR CREEK EL,'12
'014906123,,CLEAR CREEK EL,N,NQ,BELL,'014,R,KILLEEN ISD,'PK - 05,E,,,'12
'014906102,,CLIFTON PARK EL,N,NQ,BELL,'014,E,KILLEEN ISD,'EE - 05,E,,,'12
'014906117,,DUNCAN EL,N,NQ,BELL,'014,R,KILLEEN ISD,'PK - 03,E,'014906128,MONTAGUE VILLAGE EL,'12
'014906103,,EAST WARD EL,N,NQ,BELL,'014,A,KILLEEN ISD,'PK - 05,E,,,'12
'014906046,,EASTERN HILLS MIDDLE,N,NQ,BELL,'014,A,KILLEEN ISD,'06 - 08,M,,,'12
'014906002,,ELLISON H S,N,NQ,BELL,'014,A,KILLEEN ISD,'09 - 12,S,,,'12
'014906041,,FAIRWAY MIDDLE,N,NQ,BELL,'014,A,KILLEEN ISD,'06 - 08,M,,,'12
'014906104,,FOWLER EL,N,NQ,BELL,'014,R,KILLEEN ISD,'PK - 05,E,,,'12
'014906105,,HARKER HEIGHTS EL,N,NQ,BELL,'014,A,KILLEEN ISD,'PK - 05,E,,,'12
'014906007,,HARKER HEIGHTS HIGH SCHOOL,N,NQ,BELL,'014,A,KILLEEN ISD,'09 - 12,S,,,'12
'014906119,,HAY BRANCH EL,N,NQ,BELL,'014,R,KILLEEN ISD,'PK - 03,E,'014906125,BROOKHAVEN INT,'12
'014906106,,HAYNES EL,N,NQ,BELL,'014,R,KILLEEN ISD,'EE - 05,E,,,'12
'014906004,,KILLEEN ALTER CTR H S,N,,BELL,'014,X,KILLEEN ISD,'09 - 12,S,,,'12
'014906001,R,KILLEEN H S,N,NQ,BELL,'014,A,KILLEEN ISD,'09 - 12,S,,,'12
'014906026,,KILLEEN J J A E P,N,,BELL,'014,X,KILLEEN ISD,'06 - 12,B,,,'12
'014906049,A,LIBERTY HILL MIDDLE,N,NQ,BELL,'014,A,KILLEEN ISD,'06 - 08,M,,,'12
'014906044,,MANOR MIDDLE,N,M,BELL,'014,A,KILLEEN ISD,'06 - 08,M,,,'12
'014906114,,MARLBORO EL,N,NQ,BELL,'014,A,KILLEEN ISD,'PK - 05,E,,,'12
'014906108,,MEADOWS EL,N,R,BELL,'014,R,KILLEEN ISD,'PK - 05,E,,,'12
'014906022,,METROPLEX SCHOOL,N,,BELL,'014,X,KILLEEN ISD,'02 - 10,B,,,'12
'014906009,,MIDDLE LEVEL LRN CTR,N,,BELL,'014,X,KILLEEN ISD,'06 - 08,M,,,'12
'014906128,,MONTAGUE VILLAGE EL,N,NQ,BELL,'014,R,KILLEEN ISD,'EE - 05,E,,,'12
'014906121,,MOUNTAIN VIEW EL,N,NQ,BELL,'014,R,KILLEEN ISD,'PK - 05,E,,,'12
'014906042,,NOLAN MIDDLE,N,NQ,BELL,'014,A,KILLEEN ISD,'06 - 08,M,,,'12
'014906115,,NOLANVILLE EL,N,R,BELL,'014,R,KILLEEN ISD,'EE - 05,E,,,'12
'014906048,A,PALO ALTO MIDDLE,N,R,BELL,'014,A,KILLEEN ISD,'06 - 08,M,,,'12
'014906006,,PATHWAYS LEARNING CTR,N,,BELL,'014,1,KILLEEN ISD,'09 - 12,S,,,'12
'014906109,,PEEBLES EL,N,NQ,BELL,'014,A,KILLEEN ISD,'EE - 03,E,'014906125,BROOKHAVEN INT,'12
'014906110,,PERSHING PARK EL,N,NQ,BELL,'014,A,KILLEEN ISD,'EE - 05,E,,,'12
'014906043,,RANCIER MIDDLE,N,NQ,BELL,'014,A,KILLEEN ISD,'06 - 08,M,,,'12
'014906122,,REECES CREEK EL,N,R,BELL,'014,R,KILLEEN ISD,'PK - 05,E,,,'12
'014906008,,SHOEMAKER HIGH SCHOOL,N,NQ,BELL,'014,A,KILLEEN ISD,'09 - 12,S,,,'12
'014906045,,SMITH MIDDLE,N,NQ,BELL,'014,A,KILLEEN ISD,'06 - 08,M,,,'12
'014906111,,SUGAR LOAF EL,N,NQ,BELL,'014,A,KILLEEN ISD,'PK - 05,E,,,'12
'014906127,,TRIMMIER EL,N,NQ,BELL,'014,A,KILLEEN ISD,'PK - 05,E,,,'12
'014906126,,VENABLE VILLAGE EL,N,R,BELL,'014,R,KILLEEN ISD,'PK - 05,E,,,'12
'014906112,,WEST WARD EL,N,NQ,BELL,'014,A,KILLEEN ISD,'PK - 05,E,,,'12
'014906120,,WILLOW SPRINGS EL,N,NQ,BELL,'014,R,KILLEEN ISD,'PK - 05,E,,,'12
'014801001,,KILLEEN-RICHARD MILBURN ALTER H S,Y,,BELL,'014,2,KILLEEN-RICHARD MILBURN ALTER HIGH,'09 - 12,S,,,'12
'137901041,,GILLETT INT,N,NQ,KLEBERG,'137,R,KINGSVILLE ISD,'05 - 06,M,,,'02
'137901001,,H M KING HIGH SCHOOL,N,NQ,KLEBERG,'137,A,KINGSVILLE ISD,'09 - 12,S,,,'02
'137901109,,HARREL EL,N,R,KLEBERG,'137,E,KINGSVILLE ISD,'PK - 01,E,'137901108,MCROBERTS EL,'02
'137901105,,HARVEY EL,N,R,KLEBERG,'137,E,KINGSVILLE ISD,'PK - 01,E,'137901110,PEREZ EL,'02
'137901111,,HOMEBOUND,N,,KLEBERG,'137,X,KINGSVILLE ISD,'09 - 12,S,,,'02
'137901002,,K E Y S ACADEMY,N,,KLEBERG,'137,4,KINGSVILLE ISD,'09 - 12,S,,,'02
'137901106,,KLEBERG EL,N,NQ,KLEBERG,'137,R,KINGSVILLE ISD,'02 - 04,E,,,'02
'137901003,,L A S E R EXPULSION/SUSPENSION,N,,KLEBERG,'137,X,KINGSVILLE ISD,'05 - 12,B,,,'02
'137901107,,LAMAR EL,N,NQ,KLEBERG,'137,R,KINGSVILLE ISD,'EE - 01,E,'137901106,KLEBERG EL,'02
'137901108,,MCROBERTS EL,N,R,KLEBERG,'137,E,KINGSVILLE ISD,'02 - 04,E,,,'02
'137901042,,MEMORIAL MIDDLE,N,R,KLEBERG,'137,R,KINGSVILLE ISD,'07 - 08,M,,,'02
'137901004,,NIGHT SCHOOL,N,,KLEBERG,'137,1,KINGSVILLE ISD,'09 - 12,S,,,'02
'137901110,,PEREZ EL,N,R,KLEBERG,'137,E,KINGSVILLE ISD,'02 - 04,E,,,'02
'101813001,A,KIPP ACADEMY,Y,RM,HARRIS,'101,E,"KIPP, INC CHARTER",'05 - 09,M,,,'04
'121905103,,KIRBYVILLE EL,N,NQ,JASPER,'121,A,KIRBYVILLE CISD,'EE - 06,E,,,'05
'121905001,,KIRBYVILLE H S,N,NQ,JASPER,'121,E,KIRBYVILLE CISD,'09 - 12,S,,,'05
'121905041,,KIRBYVILLE J H,N,R,JASPER,'121,R,KIRBYVILLE CISD,'07 - 08,M,,,'05
'101915107,,BENFER EL,N,R,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,,,'04
'101915109,,BRILL EL,N,NQ,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,,,'04
'101915046,,DOERRE INT,N,RM,HARRIS,'101,E,KLEIN ISD,'06 - 08,M,,,'04
'101915110,A,EHRHARDT EL,N,R,HARRIS,'101,E,KLEIN ISD,'EE - 05,E,,,'04
'101915118,,EILAND EL,N,NQ,HARRIS,'101,A,KLEIN ISD,'EE - 05,E,,,'04
'101915105,,EPPS ISLAND EL,N,NQ,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,,,'04
'101915104,,GREENWOOD FOREST EL,N,NQ,HARRIS,'101,A,KLEIN ISD,'EE - 05,E,,,'04
'101915037,,HARRIS CO JJAEP,N,,HARRIS,'101,X,KLEIN ISD,'06 - 11,B,,,'04
'101915120,,HASSLER EL,N,NQ,HARRIS,'101,A,KLEIN ISD,'EE - 05,E,,,'04
'101915103,A,HAUDE EL,N,M,HARRIS,'101,E,KLEIN ISD,'EE - 05,E,,,'04
'101915042,,HILDEBRANDT INT,N,M,HARRIS,'101,A,KLEIN ISD,'06 - 08,M,,,'04
'101915108,,KAISER EL,N,NQ,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,,,'04
'101915045,,KLEB INT,N,RM,HARRIS,'101,R,KLEIN ISD,'06 - 08,M,,,'04
'101915002,,KLEIN FOREST H S,N,NQ,HARRIS,'101,A,KLEIN ISD,'09 - 12,S,,,'04
'101915001,,KLEIN H S,N,NQ,HARRIS,'101,R,KLEIN ISD,'09 - 12,S,,,'04
'101915041,,KLEIN INT,N,NQ,HARRIS,'101,A,KLEIN ISD,'06 - 08,M,,,'04
'101915003,,KLEIN OAK H S,N,NQ,HARRIS,'101,R,KLEIN ISD,'09 - 12,S,,,'04
'101915117,A,KLENK EL,N,NQ,HARRIS,'101,A,KLEIN ISD,'EE - 05,E,,,'04
'101915113,A,KRAHN EL,N,NQ,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,,,'04
'101915115,A,KUEHNLE EL,N,NQ,HARRIS,'101,E,KLEIN ISD,'EE - 05,E,,,'04
'101915111,,LEMM EL,N,NQ,HARRIS,'101,E,KLEIN ISD,'EE - 05,E,,,'04
'101915116,,MITTELSTADT EL,N,NQ,HARRIS,'101,E,KLEIN ISD,'EE - 05,E,,,'04
'101915112,,NITSCH EL,N,NQ,HARRIS,'101,A,KLEIN ISD,'EE - 05,E,,,'04
'101915102,,NORTHAMPTON EL,N,NQ,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,,,'04
'101915114,,ROTH EL,N,NQ,HARRIS,'101,E,KLEIN ISD,'EE - 05,E,,,'04
'101915119,,SCHULTZ EL,N,NQ,HARRIS,'101,E,KLEIN ISD,'EE - 05,E,,,'04
'101915044,,STRACK INT,N,NQ,HARRIS,'101,R,KLEIN ISD,'06 - 08,M,,,'04
'101915106,A,THEISS EL,N,NQ,HARRIS,'101,E,KLEIN ISD,'PK - 05,E,,,'04
'101915043,,WUNDERLICH INT,N,M,HARRIS,'101,A,KLEIN ISD,'06 - 08,M,,,'04
'058905001,C,KLONDIKE H S,N,NQ,DAWSON,'058,E,KLONDIKE ISD,'06 - 12,B,,,'17
'058905101,,KONDIKE ELEMENTARY,N,M,DAWSON,'058,R,KLONDIKE ISD,'EE - 05,E,,,'17
'232901001,TRA,KNIPPA SCHOOL,N,M,UVALDE,'232,E,KNIPPA ISD,'PK - 12,B,,,'20
'138902101,,KNOX CITY EL,N,NQ,KNOX,'138,R,KNOX CITY-O'BRIEN ISD,'EE - 04,E,,,'09
'138902001,A,KNOX CITY H S,N,NQ,KNOX,'138,R,KNOX CITY-O'BRIEN ISD,'09 - 12,S,,,'09
'138902041,A,O'BRIEN MIDDLE,N,RM,KNOX,'138,R,KNOX CITY-O'BRIEN ISD,'05 - 08,M,,,'09
'018907001,R,KOPPERL SCHOOL,N,NQ,BOSQUE,'018,A,KOPPERL ISD,'EE - 12,B,,,'12
'100903003,,HARDIN CO ALTER ED,N,,HARDIN,'100,X,KOUNTZE ISD,'06 - 08,M,,,'05
'100903101,,KOUNTZE EL,N,NQ,HARDIN,'100,A,KOUNTZE ISD,'EE - 05,E,,,'05
