CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CIADDACK,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'074903102,,EVANS EL,N,NQ,FANNIN,'074,A,BONHAM ISD,'05 - 06,M,,,'10
'074903104,,FINLEY-OATES EL,N,R,FANNIN,'074,A,BONHAM ISD,'KG - 02,E,'074903101,BAILEY INGLISH EL,'10
'074903041,,RATHER J H,N,NQ,FANNIN,'074,A,BONHAM ISD,'07 - 08,M,,,'10
'074903103,,STEPHENSON SCHOOL,N,,FANNIN,'074,N,BONHAM ISD,'EE - PK,E,,,'10
'148901101,A,BOOKER EL,N,NQ,LIPSCOMB,'148,R,BOOKER ISD,'PK - 04,E,,,'16
'148901001,R,BOOKER JH/H S,N,NQ,LIPSCOMB,'148,E,BOOKER ISD,'05 - 12,B,,,'16
'017901001,,BORDEN SCHOOL,N,NQ,BORDEN,'017,E,BORDEN COUNTY ISD,'KG - 12,B,,,'17
'117901001,,BORGER H S,N,NQ,HUTCHINSON,'117,R,BORGER ISD,'09 - 12,S,,,'16
'117901041,,BORGER MIDDLE,N,NQ,HUTCHINSON,'117,R,BORGER ISD,'05 - 08,M,,,'16
'117901002,,C H A M P S,N,,HUTCHINSON,'117,1,BORGER ISD,'09 - 12,S,,,'16
'117901104,,CENTRAL EL,N,NQ,HUTCHINSON,'117,R,BORGER ISD,'KG - 04,E,,,'16
'117901105,,CROCKETT EL,N,NQ,HUTCHINSON,'117,R,BORGER ISD,'PK - 04,E,,,'16
'117901106,,GATEWAY EL,N,NQ,HUTCHINSON,'117,E,BORGER ISD,'EE - 04,E,,,'16
'161923101,A,BOSQUEVILLE EL,N,NQ,MCLENNAN,'161,E,BOSQUEVILLE ISD,'PK - 05,E,,,'12
'161923001,TR,BOSQUEVILLE SCHOOL SECONDARY,N,NQ,MCLENNAN,'161,E,BOSQUEVILLE ISD,'06 - 12,B,,,'12
'185901101,,BOVINA EL,N,NQ,PARMER,'185,A,BOVINA ISD,'PK - 05,E,,,'16
'185901001,,BOVINA H S,N,NQ,PARMER,'185,R,BOVINA ISD,'09 - 12,S,,,'16
'185901041,A,BOVINA MIDDLE,N,NQ,PARMER,'185,R,BOVINA ISD,'06 - 08,M,,,'16
'169901105,,BOWIE EL,N,NQ,MONTAGUE,'169,R,BOWIE ISD,'02 - 05,E,,,'09
'169901001,R,BOWIE H S,N,NQ,MONTAGUE,'169,R,BOWIE ISD,'09 - 12,S,,,'09
'169901041,,BOWIE J H,N,M,MONTAGUE,'169,R,BOWIE ISD,'06 - 08,M,,,'09
'169901101,,BOWIE PRI,N,NQ,MONTAGUE,'169,R,BOWIE ISD,'EE - 01,E,'169901105,BOWIE EL,'09
'249902101,,BOYD EL,N,NQ,WISE,'249,R,BOYD ISD,'PK - 03,E,'249902110,BOYD INT,'11
'249902001,R,BOYD H S,N,NQ,WISE,'249,R,BOYD ISD,'09 - 12,S,,,'11
'249902110,,BOYD INT,N,NQ,WISE,'249,R,BOYD ISD,'04 - 06,E,,,'11
'249902041,,BOYD MIDDLE,N,RM,WISE,'249,A,BOYD ISD,'07 - 08,M,,,'11
'180901041,A,BLAKEMORE MIDDLE,N,R,OLDHAM,'180,E,BOYS RANCH ISD,'06 - 08,M,,,'16
'180901001,A,BOYS RANCH H S,N,NQ,OLDHAM,'180,A,BOYS RANCH ISD,'09 - 12,S,,,'16
'180901101,A,MIMI FARLEY ELEMENTARY,N,NQ,OLDHAM,'180,E,BOYS RANCH ISD,'KG - 05,E,,,'16
'136901002,,BRACKETT ALTER,N,,KINNEY,'136,3,BRACKETT ISD,'09 - 12,S,,,'20
'136901001,R,BRACKETT H S,N,NQ,KINNEY,'136,E,BRACKETT ISD,'09 - 12,S,,,'20
'136901041,,BRACKETT MIDDLE,N,NQ,KINNEY,'136,R,BRACKETT ISD,'07 - 08,M,,,'20
'136901101,,JONES EL,N,NQ,KINNEY,'136,R,BRACKETT ISD,'EE - 06,E,,,'20
'160901101,,BRADY EL,N,NQ,MCCULLOCH,'160,A,BRADY ISD,'01 - 09,B,,,'15
'160901001,RA,BRADY H S,N,R,MCCULLOCH,'160,E,BRADY ISD,'09 - 12,S,,,'15
'160901041,A,BRADY MIDDLE SCHOOL,N,NQ,MCCULLOCH,'160,R,BRADY ISD,'06 - 12,B,,,'15
'160901103,,NORTH WARD PRI,N,,MCCULLOCH,'160,N,BRADY ISD,'EE - KG,E,,,'15
'008903102,,BRAZOS EL,N,NQ,AUSTIN,'008,A,BRAZOS ISD,'EE - 05,E,,,'06
'008903001,A,BRAZOS H S,N,RM,AUSTIN,'008,E,BRAZOS ISD,'09 - 12,S,,,'06
'008903041,,BRAZOS MIDDLE,N,M,AUSTIN,'008,A,BRAZOS ISD,'06 - 08,M,,,'06
'213801001,,BRAZOS RIVER CHARTER SCHOOL,Y,,SOMERVELL,'213,1,BRAZOS RIVER CHARTER SCHOOL,'08 - 12,S,,,'11
'021803001,,BRAZOS SCHOOL FOR INQUIRY & CREATI,Y,NQ,BRAZOS,'021,D,BRAZOS SCHOOL FOR INQUIRY & CREATI,'KG - 12,B,,,'06
'020905102,,A P BEUTEL EL,N,M,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905004,,ALTER PLACEMENT CTR,N,,BRAZORIA,'020,X,BRAZOSPORT ISD,'05 - 12,B,,,'04
'020905005,,ALTERNATIVE PLACEMENT CENTER,N,,BRAZORIA,'020,X,BRAZOSPORT ISD,'06 - 10,B,,,'04
'020905006,,ALTERNATIVE PLACEMENT CENTER,N,,BRAZORIA,'020,1,BRAZOSPORT ISD,'09 - 12,S,,,'04
'020905111,,BESS BRANNEN EL,N,M,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905001,,BRAZOSPORT H S,N,M,BRAZORIA,'020,E,BRAZOSPORT ISD,'09 - 12,S,,,'04
'020905002,,BRAZOSWOOD H S,N,RM,BRAZORIA,'020,E,BRAZOSPORT ISD,'09 - 12,S,,,'04
'020905041,,CLUTE INT,N,RM,BRAZORIA,'020,R,BRAZOSPORT ISD,'06 - 08,M,,,'04
'020905107,,ELISABET NEY EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905042,A,FREEPORT INT,N,R,BRAZORIA,'020,E,BRAZOSPORT ISD,'07 - 08,M,,,'04
'020905113,,GLADYS POLK EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 05,E,,,'04
'020905114,,GRIFFITH EL,N,NQ,BRAZORIA,'020,R,BRAZOSPORT ISD,'PK - 05,E,,,'04
'020905106,,JANE LONG EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905043,,LAKE JACKSON INT,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'07 - 08,M,,,'04
'020905104,,O A FLEMING EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905109,,O M ROBERTS EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905116,A,O'HARA LANIER MIDDLE,N,M,BRAZORIA,'020,E,BRAZOSPORT ISD,'05 - 06,M,,,'04
'020905115,,RASCO MIDDLE,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'05 - 06,M,,,'04
'020905101,,S F AUSTIN EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 06,E,,,'04
'020905108,,T W OGG EL,N,RM,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 05,E,,,'04
'020905110,,VELASCO EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'215901002,,BRECKENRIDGE ALTER,N,,STEPHENS,'215,X,BRECKENRIDGE ISD,'08 - 12,S,,,'14
'215901001,R,BRECKENRIDGE H S,N,NQ,STEPHENS,'215,R,BRECKENRIDGE ISD,'09 - 12,S,,,'14
'215901041,,BRECKENRIDGE J H,N,NQ,STEPHENS,'215,A,BRECKENRIDGE ISD,'07 - 08,M,,,'14
'215901101,,EAST EL,N,NQ,STEPHENS,'215,A,BRECKENRIDGE ISD,'EE - 01,E,'215901102,NORTH EL,'14
'215901102,,NORTH EL,N,NQ,STEPHENS,'215,A,BRECKENRIDGE ISD,'02 - 03,E,'215901103,SOUTH EL,'14
'215901103,,SOUTH EL,N,NQ,STEPHENS,'215,R,BRECKENRIDGE ISD,'04 - 06,E,,,'14
'198901101,,BREMOND EL,N,NQ,ROBERTSON,'198,E,BREMOND ISD,'PK - 05,E,,,'06
'198901001,RA,BREMOND H S,N,NQ,ROBERTSON,'198,R,BREMOND ISD,'09 - 12,S,,,'06
'198901041,A,BREMOND MIDDLE,N,M,ROBERTSON,'198,E,BREMOND ISD,'06 - 08,M,,,'06
'239901101,,ALTON EL,N,NQ,WASHINGTON,'239,A,BRENHAM ISD,'PK - 04,E,,,'06
'239901002,,BRENHAM ALTERNATIVE,N,,WASHINGTON,'239,1,BRENHAM ISD,'09 - 12,S,,,'06
'239901102,,BRENHAM EL,N,NQ,WASHINGTON,'239,A,BRENHAM ISD,'EE - 04,E,,,'06
'239901001,,BRENHAM HIGH SCHOOL,N,NQ,WASHINGTON,'239,A,BRENHAM ISD,'09 - 12,S,,,'06
'239901042,,BRENHAM J H,N,NQ,WASHINGTON,'239,A,BRENHAM ISD,'07 - 08,M,,,'06
'239901041,,BRENHAM MIDDLE,N,M,WASHINGTON,'239,A,BRENHAM ISD,'05 - 06,M,,,'06
'239901104,,BRENHAM STATE SCH,N,,WASHINGTON,'239,X,BRENHAM ISD,'12 - 12,S,,,'06
'239901103,,KRAUSE ELEMENTARY,N,NQ,WASHINGTON,'239,A,BRENHAM ISD,'PK - 04,E,,,'06
'181901001,,BRIDGE CITY H S,N,R,ORANGE,'181,E,BRIDGE CITY ISD,'09 - 12,S,,,'05
'181901103,,BRIDGE CITY INT,N,NQ,ORANGE,'181,E,BRIDGE CITY ISD,'04 - 06,E,,,'05
'181901041,,BRIDGE CITY J H,N,R,ORANGE,'181,R,BRIDGE CITY ISD,'07 - 08,M,,,'05
'181901101,,HATTON ELEMENTARY,N,NQ,ORANGE,'181,E,BRIDGE CITY ISD,'EE - 03,E,'181901103,BRIDGE CITY INT,'05
'181901102,,SIMS EL,N,NQ,ORANGE,'181,E,BRIDGE CITY ISD,'PK - 03,E,'181901103,BRIDGE CITY INT,'05
'249903002,,BRIDGEPORT ACE HIGH SCHOOL,N,,WISE,'249,X,BRIDGEPORT ISD,'09 - 12,S,,,'11
'249903101,,BRIDGEPORT EL,N,NQ,WISE,'249,R,BRIDGEPORT ISD,'EE - 03,E,'249903102,BRIDGEPORT INT,'11
'249903001,R,BRIDGEPORT H S,N,NQ,WISE,'249,R,BRIDGEPORT ISD,'09 - 12,S,,,'11
'249903102,,BRIDGEPORT INT,N,NQ,WISE,'249,R,BRIDGEPORT ISD,'04 - 05,E,,,'11
'249903041,,BRIDGEPORT MIDDLE,N,NQ,WISE,'249,R,BRIDGEPORT ISD,'05 - 12,B,,,'11
'243801001,TRA,BRIGHT IDEAS CHARTER,Y,NQ,WICHITA,'243,A,BRIGHT IDEAS CHARTER,'KG - 12,B,,,'09
'203902101,,BROADDUS EL,N,NQ,SAN AUGUSTINE,'203,A,BROADDUS ISD,'PK - 06,E,,,'07
'203902001,R,BROADDUS H S,N,NQ,SAN AUGUSTINE,'203,A,BROADDUS ISD,'07 - 12,S,,,'07
'184909101,A,BROCK EL,N,R,PARKER,'184,E,BROCK ISD,'EE - 06,E,,,'11
'184909001,RA,BROCK H S,N,NQ,PARKER,'184,E,BROCK ISD,'07 - 12,S,,,'11
'041901101,,BRONTE EL,N,R,COKE,'041,A,BRONTE ISD,'EE - 06,E,,,'15
'041901001,RA,BRONTE H S,N,R,COKE,'041,E,BRONTE ISD,'07 - 12,S,,,'15
'041901002,,JUVENILE DETENT CTR,N,,COKE,'041,2,BRONTE ISD,'09 - 12,S,,,'15
'121902101,,BROOKELAND EL,N,NQ,JASPER,'121,A,BROOKELAND ISD,'PK - 06,E,,,'05
'121902001,,BROOKELAND H S,N,NQ,JASPER,'121,R,BROOKELAND ISD,'07 - 12,S,,,'05
'025908101,,BROOKESMITH EL,N,NQ,BROWN,'025,E,BROOKESMITH ISD,'PK - 08,E,,,'15
'025908001,A,BROOKESMITH H S,N,NQ,BROWN,'025,E,BROOKESMITH ISD,'09 - 12,S,,,'15
'024901101,,FALFURRIAS ELEM,N,NQ,BROOKS,'024,A,BROOKS COUNTY ISD,'02 - 05,E,,,'02
'024901001,,FALFURRIAS H S,N,NQ,BROOKS,'024,A,BROOKS COUNTY ISD,'09 - 12,S,,,'02
'024901041,,FALFURRIAS J H,N,RM,BROOKS,'024,R,BROOKS COUNTY ISD,'06 - 08,M,,,'02
'024901103,,LASATER EL,N,R,BROOKS,'024,A,BROOKS COUNTY ISD,'PK - 01,E,'024901101,FALFURRIAS ELEM,'02
'223901001,,BROWNFIELD H S,N,NQ,TERRY,'223,A,BROWNFIELD ISD,'09 - 12,S,,,'17
'223901104,,BROWNFIELD INT,N,R,TERRY,'223,A,BROWNFIELD ISD,'04 - 05,E,,,'17
'223901041,,BROWNFIELD MIDDLE,N,NQ,TERRY,'223,A,BROWNFIELD ISD,'06 - 08,M,,,'17
'223901101,,COLONIAL HEIGHTS EL,N,NQ,TERRY,'223,A,BROWNFIELD ISD,'EE - 01,E,'223901102,OAK GROVE EL,'17
'223901102,,OAK GROVE EL,N,R,TERRY,'223,A,BROWNFIELD ISD,'02 - 03,E,'223901104,BROWNFIELD INT,'17
'107902002,,A L P H A CAMPUS,N,,HENDERSON,'107,X,BROWNSBORO ISD,'09 - 12,S,,,'07
'107902101,,BROWNSBORO EL,N,NQ,HENDERSON,'107,R,BROWNSBORO ISD,'PK - 03,E,'107902104,BROWNSBORO INT,'07
'107902001,,BROWNSBORO H S,N,R,HENDERSON,'107,R,BROWNSBORO ISD,'09 - 12,S,,,'07
'107902104,,BROWNSBORO INT,N,NQ,HENDERSON,'107,A,BROWNSBORO ISD,'EE - 09,B,,,'07
'107902041,,BROWNSBORO J H,N,NQ,HENDERSON,'107,R,BROWNSBORO ISD,'07 - 08,M,,,'07
'107902103,,CHANDLER EL,N,NQ,HENDERSON,'107,A,BROWNSBORO ISD,'PK - 05,E,,,'07
'031901135,A,A X BENAVIDES ELEMENTARY,N,R,CAMERON,'031,R,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901133,A,BRUCE AIKEN EL,N,R,CAMERON,'031,R,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901128,A,BURNS EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901034,,CAMERON CO J J A E P,N,,CAMERON,'031,X,BROWNSVILLE ISD,'07 - 11,S,,,'01
'031901101,,CANALES EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901041,A,CENTRAL MIDDLE,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901116,A,CLEARWATER EL,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901102,A,CROMACK EL,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901042,A,CUMMINGS MIDDLE,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901120,A,DEL CASTILLO EL,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901123,A,EGLY EL,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901105,A,EL JARDIN EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901043,A,FAULK MIDDLE,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901047,A,FILEMON B VELA MIDDLE,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901106,,GARDEN PARK EL,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901124,A,GARZA EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901130,A,GONZALEZ EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901001,R,HANNA H S,N,NQ,CAMERON,'031,E,BROWNSVILLE ISD,'09 - 12,S,,,'01
'031901134,A,HUBERT R HUDSON EL,N,M,CAMERON,'031,R,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901115,A,JOSEPHINE CASTANEDA EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901127,,LINCOLN PARK SCH,N,,CAMERON,'031,1,BROWNSVILLE ISD,'EE - 12,B,,,'01
'031901103,A,LONGORIA EL,N,R,CAMERON,'031,E,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901007,RA,LOPEZ H S,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'09 - 12,S,,,'01
'031901132,A,MARY & FRANK YTURRIA EL,N,R,CAMERON,'031,R,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901129,A,MORNINGSIDE EL,N,RM,CAMERON,'031,E,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901045,,OLIVEIRA MIDDLE,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901003,RA,PACE H S,N,R,CAMERON,'031,E,BROWNSVILLE ISD,'09 - 12,S,,,'01
'031901122,A,PALM GROVE EL,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901121,A,PEREZ EL,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901046,A,PERKINS MIDDLE,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901002,RA,PORTER H S,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'09 - 12,S,,,'01
'031901108,A,PUTEGNAT EL,N,NQ,CAMERON,'031,R,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901104,A,R L MARTIN EL,N,R,CAMERON,'031,R,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901048,A,RAUL BESTEIRO JR MIDDLE,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901109,A,RESACA EL,N,R,CAMERON,'031,E,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901004,RA,RIVERA H S,N,R,CAMERON,'031,R,BROWNSVILLE ISD,'09 - 12,S,,,'01
'031901110,A,RUSSELL EL,N,R,CAMERON,'031,E,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901051,,SEN EDDIE A LUCIO JR MIDDLE,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901111,A,SHARP EL,N,M,CAMERON,'031,E,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901112,A,SKINNER EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'PK - 05,E,,,'01
'031901131,A,SOUTHMOST EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901044,A,STELL MIDDLE,N,M,CAMERON,'031,R,BROWNSVILLE ISD,'06 - 08,M,,,'01
'031901126,A,VERMILLION ROAD EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901113,A,VICTORIA HEIGHTS EL,N,NQ,CAMERON,'031,A,BROWNSVILLE ISD,'EE - 05,E,,,'01
'031901117,A,VILLA NUEVA EL,N,NQ,CAMERON,'031,E,BROWNSVILLE ISD,'EE - 05,E,,,'01
'025902042,,BROWNWOOD DAEP,N,,BROWN,'025,X,BROWNWOOD ISD,'07 - 12,S,,,'15
'025902001,,BROWNWOOD H S,N,NQ,BROWN,'025,R,BROWNWOOD ISD,'09 - 12,S,,,'15
'025902108,,BROWNWOOD INT,N,M,BROWN,'025,A,BROWNWOOD ISD,'05 - 06,M,,,'15
'025902041,,BROWNWOOD MIDDLE,N,NQ,BROWN,'025,A,BROWNWOOD ISD,'07 - 08,M,,,'15
'025902002,,CAREER PREP H S,N,,BROWN,'025,X,BROWNWOOD ISD,'09 - 12,S,,,'15
'025902101,,COGGIN EL,N,R,BROWN,'025,R,BROWNWOOD ISD,'03 - 04,E,,,'15
'025902109,,EAST EL,N,NQ,BROWN,'025,E,BROWNWOOD ISD,'PK - 04,E,,,'15
'025902106,,NORTHWEST EL,N,R,BROWN,'025,R,BROWNWOOD ISD,'EE - 02,E,'025902101,COGGIN EL,'15
'025902105,,SOUTH EL,N,NQ,BROWN,'025,R,BROWNWOOD ISD,'PK - 04,E,,,'15
'025902107,,WOODLAND HEIGHTS EL,N,NQ,BROWN,'025,R,BROWNWOOD ISD,'EE - 04,E,,,'15
'161919198,,B-E ACHIEVEMENT CTR,N,,MCLENNAN,'161,X,BRUCEVILLE-EDDY ISD,'07 - 11,S,,,'12
'161919101,,BRUCEVILLE-EDDY EL,N,NQ,MCLENNAN,'161,A,BRUCEVILLE-EDDY ISD,'EE - 04,E,,,'12
'161919001,TR,BRUCEVILLE-EDDY H S,N,R,MCLENNAN,'161,E,BRUCEVILLE-EDDY ISD,'09 - 12,S,,,'12
'161919041,,BRUCEVILLE-EDDY MIDDLE,N,NQ,MCLENNAN,'161,R,BRUCEVILLE-EDDY ISD,'05 - 08,M,,,'12
'161919004,,CHALLENGE ACADEMY,N,,MCLENNAN,'161,X,BRUCEVILLE-EDDY ISD,'09 - 09,S,,,'12
'161919002,,OPPORTUNITY LEARNING CTR,N,,MCLENNAN,'161,X,BRUCEVILLE-EDDY ISD,'10 - 10,S,,,'12
'021902117,A,ALTON BOWEN EL,N,M,BRAZOS,'021,E,BRYAN ISD,'KG - 05,E,,,'06
'021902109,,BEN MILAM ELEMENTARY,N,NQ,BRAZOS,'021,A,BRYAN ISD,'EE - 02,E,'021902115,JONES EL MAGNET,'06
'021902103,,BONHAM EL,N,NQ,BRAZOS,'021,R,BRYAN ISD,'KG - 05,E,,,'06
'021902001,,BRYAN H S,N,NQ,BRAZOS,'021,A,BRYAN ISD,'09 - 12,S,,,'06
'021902116,,CARVER PRE-K CENTER,N,,BRAZOS,'021,N,BRYAN ISD,'EE - KG,E,,,'06
'021902011,,CENTER FOR ALTERNATIVE PROGRAMS,N,,BRAZOS,'021,1,BRYAN ISD,'09 - 12,S,,,'06
'021902105,,CROCKETT EL,N,R,BRAZOS,'021,E,BRYAN ISD,'KG - 05,E,,,'06
'021902106,,FANNIN EL,N,NQ,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902119,,HARVEY MITCHELL ELEMENTARY,N,NQ,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902107,,HENDERSON EL,N,NQ,BRAZOS,'021,A,BRYAN ISD,'EE - 05,E,,,'06
'021902045,,JANE LONG MIDDLE,N,NQ,BRAZOS,'021,A,BRYAN ISD,'06 - 08,M,,,'06
'021902108,,JOHNSON EL,N,NQ,BRAZOS,'021,E,BRYAN ISD,'KG - 05,E,,,'06
'021902115,,JONES EL MAGNET,N,NQ,BRAZOS,'021,A,BRYAN ISD,'03 - 05,E,,,'06
'021902101,,KEMP EL,N,NQ,BRAZOS,'021,R,BRYAN ISD,'KG - 05,E,,,'06
'021902114,,MARY BRANCH EL,N,NQ,BRAZOS,'021,R,BRYAN ISD,'KG - 05,E,,,'06
'021902113,A,NAVARRO EL,N,R,BRAZOS,'021,E,BRYAN ISD,'KG - 05,E,,,'06
'021902118,A,NEAL EL,N,R,BRAZOS,'021,R,BRYAN ISD,'KG - 05,E,,,'06
'021902112,A,SAM HOUSTON EL,N,R,BRAZOS,'021,E,BRYAN ISD,'KG - 05,E,,,'06
'021902046,,SAM RAYBURN MIDDLE,N,NQ,BRAZOS,'021,R,BRYAN ISD,'06 - 08,M,,,'06
'021902012,,SPECIAL OPPORTUNITY SCHOOL,N,,BRAZOS,'021,X,BRYAN ISD,'07 - 11,S,,,'06
'021902041,,STEPHEN F AUSTIN MIDDLE,N,M,BRAZOS,'021,A,BRYAN ISD,'06 - 08,M,,,'06
'021902110,,SUL ROSS ELEMENTARY,N,RM,BRAZOS,'021,E,BRYAN ISD,'KG - 05,E,,,'06
'119901001,RA,BRYSON SCHOOL,N,NQ,JACK,'119,R,BRYSON ISD,'EE - 12,B,,,'09
'166907001,RA,BUCKHOLTS SCHOOL,N,NQ,MILAM,'166,A,BUCKHOLTS ISD,'PK - 12,B,,,'06
'186901001,RA,BUENA VISTA SCHOOL,N,M,PECOS,'186,R,BUENA VISTA ISD,'PK - 12,B,,,'18
'145901102,,BUFFALO EL,N,NQ,LEON,'145,R,BUFFALO ISD,'PK - 04,E,,,'06
'145901002,R,BUFFALO H S,N,NQ,LEON,'145,E,BUFFALO ISD,'09 - 12,S,,,'06
'145901041,A,BUFFALO MIDDLE,N,NQ,LEON,'145,A,BUFFALO ISD,'05 - 08,M,,,'06
'015802001,,BUILDING ALTER CHARTER,Y,,BEXAR,'015,2,BUILDING ALTERNATIVES CHARTER,'09 - 12,S,,,'20
'212902003,,BULLARD ALTERNATIVE SCHOOL,N,,SMITH,'212,X,BULLARD ISD,'09 - 12,S,,,'07
'212902101,,BULLARD ES,N,NQ,SMITH,'212,A,BULLARD ISD,'EE - 05,E,,,'07
'212902001,R,BULLARD H S,N,NQ,SMITH,'212,R,BULLARD ISD,'09 - 12,S,,,'07
'212902041,,BULLARD MS,N,M,SMITH,'212,A,BULLARD ISD,'06 - 08,M,,,'07
'212902002,,BULLARD SPECIAL EDUCATION,N,,SMITH,'212,X,BULLARD ISD,'06 - 10,B,,,'07
'121903101,,BUNA EL,N,NQ,JASPER,'121,R,BUNA ISD,'EE - 04,E,,,'05
'121903001,,BUNA H S,N,NQ,JASPER,'121,E,BUNA ISD,'09 - 12,S,,,'05
'121903041,,BUNA J H,N,NQ,JASPER,'121,R,BUNA ISD,'05 - 08,M,,,'05
'243901002,,ALTER ED CTR,N,,WICHITA,'243,1,BURKBURNETT ISD,'09 - 12,S,,,'09
'243901001,R,BURKBURNETT H S,N,NQ,WICHITA,'243,A,BURKBURNETT ISD,'09 - 12,S,,,'09
'243901041,,BURKBURNETT J H,N,NQ,WICHITA,'243,A,BURKBURNETT ISD,'06 - 08,M,,,'09
'243901104,,I C EVANS EL,N,R,WICHITA,'243,E,BURKBURNETT ISD,'EE - 05,E,,,'09
'243901101,,JOHN G HARDIN EL,N,R,WICHITA,'243,R,BURKBURNETT ISD,'EE - 05,E,,,'09
'243901103,,JOHN G TOWER EL,N,R,WICHITA,'243,R,BURKBURNETT ISD,'EE - 05,E,,,'09
'176901101,,BURKEVILLE EL,N,NQ,NEWTON,'176,A,BURKEVILLE ISD,'EE - 06,E,,,'05
'176901001,RA,BURKEVILLE JR-SR H S,N,NQ,NEWTON,'176,R,BURKEVILLE ISD,'07 - 12,S,,,'05
'126902001,R,BURLESON H S,N,NQ,JOHNSON,'126,R,BURLESON ISD,'09 - 12,S,,,'11
'126902041,,BURLESON MIDDLE,N,M,JOHNSON,'126,R,BURLESON ISD,'06 - 08,M,,,'11
'126902003,,CROSSROADS LEARNING CENTER,N,,JOHNSON,'126,1,BURLESON ISD,'09 - 12,S,,,'11
'126902102,,FRAZIER EL,N,NQ,JOHNSON,'126,R,BURLESON ISD,'EE - 05,E,,,'11
