CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CFLYRE,CIADDACK,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'210903002,NQ,SHELBYVILLE SCHOOL,N,N,NQ,SHELBY,'210,R,SHELBYVILLE ISD,'EE - 12,B,,,'07
'101924001,NQ,C E KING H S,N,N,NQ,HARRIS,'101,A,SHELDON ISD,'09 - 12,S,,,'04
'101924041,NA,C E KING MIDDLE,N,N,NQ,HARRIS,'101,A,SHELDON ISD,'07 - 08,M,,,'04
'101924009,NO,HIGH POINT ALTER,N,N,,HARRIS,'101,X,SHELDON ISD,'09 - 12,S,,,'04
'101924104,NA,L E MONAHAN EL,N,N,R,HARRIS,'101,A,SHELDON ISD,'KG - 04,E,,,'04
'101924102,NA,ROYALWOOD EL,N,N,NQ,HARRIS,'101,A,SHELDON ISD,'EE - 04,E,,,'04
'101924101,NA,SHELDON EL,N,N,NQ,HARRIS,'101,A,SHELDON ISD,'PK - 04,E,,,'04
'101924106,NA,SHELDON INT,N,N,R,HARRIS,'101,A,SHELDON ISD,'05 - 06,M,,,'04
'204904001,NQ,SHEPHERD H S,N,N,NQ,SAN JACINTO,'204,R,SHEPHERD ISD,'09 - 12,S,,,'06
'204904102,NA,SHEPHERD INT,N,N,NQ,SAN JACINTO,'204,A,SHEPHERD ISD,'03 - 05,E,,,'06
'204904041,NA,SHEPHERD MIDDLE,N,N,NQ,SAN JACINTO,'204,A,SHEPHERD ISD,'06 - 08,M,,,'06
'204904101,NA,SHEPHERD PRI,N,N,NQ,SAN JACINTO,'204,A,SHEPHERD ISD,'EE - 02,E,'204904102,SHEPHERD INT,'06
'091906034,NO,ALTER LEARNING ACAD,N,N,,GRAYSON,'091,X,SHERMAN ISD,'07 - 12,S,,,'10
'091906104,NA,CRUTCHFIELD ELEMENTARY,N,N,NQ,GRAYSON,'091,A,SHERMAN ISD,'KG - 04,E,,,'10
'091906102,NA,DILLINGHAM INTERMEDIATE SCHOOL,N,N,NQ,GRAYSON,'091,A,SHERMAN ISD,'05 - 06,M,,,'10
'091906037,PE,DOUGLASS LEARNING CTR,N,N,,GRAYSON,'091,1,SHERMAN ISD,'09 - 12,S,,,'10
'091906105,NA,FAIRVIEW ELEMENTARY,N,N,NQ,GRAYSON,'091,A,SHERMAN ISD,'KG - 04,E,,,'10
'091906101,NO,FRED DOUGLASS SP ED,N,N,,GRAYSON,'091,X,SHERMAN ISD,'EE - 09,B,,,'10
'091906106,NA,JEFFERSON ELEMENTARY,N,N,NQ,GRAYSON,'091,A,SHERMAN ISD,'PK - 04,E,,,'10
'091906107,NA,PERRIN EL,N,N,M,GRAYSON,'091,R,SHERMAN ISD,'KG - 04,E,,,'10
'091906042,NA,PINER MIDDLE SCHOOL,N,N,NQ,GRAYSON,'091,A,SHERMAN ISD,'07 - 08,M,,,'10
'091906002,NQ,SHERMAN HIGH SCHOOL,N,N,NQ,GRAYSON,'091,R,SHERMAN ISD,'09 - 12,S,,,'10
'091906039,NO,SHERMAN ISD A E P,N,N,,GRAYSON,'091,X,SHERMAN ISD,'07 - 12,S,,,'10
'091906035,NO,TRI CO JUVENILE DETENT,N,N,,GRAYSON,'091,X,SHERMAN ISD,'06 - 11,B,,,'10
'091906108,NA,WAKEFIELD ELEMENTARY,N,N,NQ,GRAYSON,'091,A,SHERMAN ISD,'KG - 04,E,,,'10
'091906109,NA,WASHINGTON ELEMENTARY,N,N,NE,GRAYSON,'091,L,SHERMAN ISD,'KG - 04,E,,,'10
'143903002,NO,G O A L S PROGRAM,N,N,,LAVACA,'143,X,SHINER ISD,'04 - 04,E,,,'03
'143903101,NA,SHINER EL,N,N,R,LAVACA,'143,R,SHINER ISD,'EE - 06,E,,,'03
'143903001,NQ,SHINER H S,N,N,NQ,LAVACA,'143,E,SHINER ISD,'07 - 12,S,,,'03
'047905001,T,SIDNEY SCHOOL,N,N,NQ,COMANCHE,'047,R,SIDNEY ISD,'EE - 12,B,,,'14
'115902001,NE,SIERRA BLANCA SCHOOL,N,N,NE,HUDSPETH,'115,L,SIERRA BLANCA ISD,'KG - 12,B,,,'19
'100904002,NO,HARDIN CO ALTER ED,N,N,,HARDIN,'100,X,SILSBEE ISD,'08 - 11,S,,,'05
'100904101,NA,JOHN H KIRBY EL,N,N,NQ,HARDIN,'100,A,SILSBEE ISD,'01 - 02,E,'100904102,READ-TURRENTINE EL,'05
'100904104,NA,LAURA REEVES EL,N,N,R,HARDIN,'100,R,SILSBEE ISD,'05 - 06,M,,,'05
'100904102,NA,READ-TURRENTINE EL,N,N,NQ,HARDIN,'100,A,SILSBEE ISD,'03 - 04,E,,,'05
'100904103,NR,ROBINSON KIND,N,N,,HARDIN,'100,N,SILSBEE ISD,'EE - KG,E,,,'05
'100904001,NQ,SILSBEE H S,N,N,NQ,HARDIN,'100,A,SILSBEE ISD,'09 - 12,S,,,'05
'100904041,NA,SILSBEE MIDDLE,N,N,NQ,HARDIN,'100,A,SILSBEE ISD,'07 - 08,M,,,'05
'023902001,T,SILVERTON SCHOOL,N,N,NQ,BRISCOE,'023,R,SILVERTON ISD,'PK - 12,B,,,'16
'019909200,NO,HOLY HIGHWAY,N,N,,BOWIE,'019,X,SIMMS ISD,'07 - 12,S,,,'08
'019909101,NA,JAMES BOWIE EL,N,N,R,BOWIE,'019,E,SIMMS ISD,'EE - 06,E,,,'08
'019909001,NQ,JAMES BOWIE H S,N,N,RM,BOWIE,'019,R,SIMMS ISD,'07 - 12,S,,,'08
'205906003,NO,ALTER ED PROG,N,N,,SAN PATRICIO,'205,X,SINTON ISD,'09 - 11,S,,,'02
'205906002,NO,JUVENILE DETENT CTR,N,N,,SAN PATRICIO,'205,X,SINTON ISD,'07 - 10,S,,,'02
'205906102,NA,LAMAR EL,N,N,NQ,SAN PATRICIO,'205,A,SINTON ISD,'03 - 04,E,,,'02
'205906101,NA,ODEM EL,N,N,M,SAN PATRICIO,'205,A,SINTON ISD,'05 - 06,M,,,'02
'205906001,NQ,SINTON H S,N,N,NQ,SAN PATRICIO,'205,A,SINTON ISD,'09 - 12,S,,,'02
'205906041,NA,SMITH J H,N,N,NQ,SAN PATRICIO,'205,A,SINTON ISD,'07 - 08,M,,,'02
'205906103,NA,WELDER EL,N,N,NQ,SAN PATRICIO,'205,A,SINTON ISD,'EE - 02,E,'205906102,LAMAR EL,'02
'049909101,NA,SIVELLS BEND EL,N,N,NQ,COOKE,'049,A,SIVELLS BEND ISD,'KG - 08,E,,,'11
'013905101,NA,SKIDMORE-TYNAN EL,N,N,NQ,BEE,'013,R,SKIDMORE-TYNAN ISD,'PK - 05,E,,,'02
'013905001,R,SKIDMORE-TYNAN H S,N,N,NQ,BEE,'013,A,SKIDMORE-TYNAN ISD,'09 - 12,S,,,'02
'013905041,NA,SKIDMORE-TYNAN J H,N,N,RM,BEE,'013,R,SKIDMORE-TYNAN ISD,'06 - 08,M,,,'02
'152903101,NA,AUSTIN EL,N,N,NQ,LUBBOCK,'152,R,SLATON ISD,'04 - 05,E,,,'17
'152903001,NQ,SLATON H S,N,N,NQ,LUBBOCK,'152,R,SLATON ISD,'09 - 12,S,,,'17
'152903042,NA,SLATON J H,N,N,NQ,LUBBOCK,'152,A,SLATON ISD,'06 - 08,M,,,'17
'152903103,NA,WEST WARD EL,N,N,NQ,LUBBOCK,'152,A,SLATON ISD,'EE - 03,E,'152903101,AUSTIN EL,'17
'249908101,NA,SLIDELL EL,N,N,NQ,WISE,'249,A,SLIDELL ISD,'PK - 06,E,,,'11
'249908001,NQ,SLIDELL H S,N,N,NQ,WISE,'249,A,SLIDELL ISD,'07 - 12,S,,,'11
'001909101,NA,SLOCUM EL,N,N,NQ,ANDERSON,'001,E,SLOCUM ISD,'PK - 06,E,,,'07
'001909001,NQ,SLOCUM H S,N,N,NQ,ANDERSON,'001,E,SLOCUM ISD,'07 - 12,S,,,'07
'011904102,NA,BROWN PRI,N,N,NQ,BASTROP,'011,A,SMITHVILLE ISD,'EE - 03,E,'011904101,SMITHVILLE EL,'13
'011904101,NA,SMITHVILLE EL,N,N,NQ,BASTROP,'011,A,SMITHVILLE ISD,'04 - 06,E,,,'13
'011904002,NQ,SMITHVILLE H S,N,N,R,BASTROP,'011,A,SMITHVILLE ISD,'09 - 12,S,,,'13
'011904041,NA,SMITHVILLE J H,N,N,NQ,BASTROP,'011,A,SMITHVILLE ISD,'07 - 08,M,,,'13
'011904039,NO,WOODSIDE TRAILS,N,N,,BASTROP,'011,X,SMITHVILLE ISD,'05 - 11,B,,,'13
'110906101,NA,SMYER EL,N,N,NQ,HOCKLEY,'110,A,SMYER ISD,'PK - 06,E,,,'17
'110906001,NQ,SMYER H S,N,N,NQ,HOCKLEY,'110,R,SMYER ISD,'07 - 12,S,,,'17
'026903003,NO,BURLESON CO ALTER,N,N,,BURLESON,'026,X,SNOOK ISD,'08 - 08,M,,,'06
'026903101,NA,SNOOK ELEMENTARY,N,N,NQ,BURLESON,'026,A,SNOOK ISD,'PK - 06,E,,,'06
'026903002,NQ,SNOOK SCHOOL,N,N,NQ,BURLESON,'026,A,SNOOK ISD,'07 - 12,S,,,'06
'208902101,NA,CENTRAL EL,N,N,NQ,SCURRY,'208,A,SNYDER ISD,'PK - 03,E,'208902102,EAST EL,'14
'208902102,NA,EAST EL,N,N,NQ,SCURRY,'208,A,SNYDER ISD,'KG - 04,E,,,'14
'208902002,PE,HOBBS ALTER ED CO-OP,N,N,,SCURRY,'208,1,SNYDER ISD,'09 - 12,S,,,'14
'208902105,NA,NORTHEAST EL,N,N,NQ,SCURRY,'208,R,SNYDER ISD,'PK - 05,E,,,'14
'208902001,NQ,SNYDER H S,N,N,NQ,SCURRY,'208,A,SNYDER ISD,'09 - 12,S,,,'14
'208902041,NA,SNYDER J H,N,N,NQ,SCURRY,'208,R,SNYDER ISD,'07 - 08,M,,,'14
'208902106,NA,STANFIELD EL,N,N,NQ,SCURRY,'208,A,SNYDER ISD,'EE - 02,E,'208902101,CENTRAL EL,'14
'208902107,NA,WEST EL,N,N,NQ,SCURRY,'208,R,SNYDER ISD,'EE - 06,E,,,'14
'071909004,NQ,AMERICAS H S,N,N,R,EL PASO,'071,R,SOCORRO ISD,'09 - 12,S,,,'19
'071909112,NA,BENITO MARTINEZ EL,N,P,R,EL PASO,'071,E,SOCORRO ISD,'PK - 06,E,,,'19
'071909104,NA,CAMPESTRE EL,N,N,NQ,EL PASO,'071,A,SOCORRO ISD,'PK - 05,E,,,'19
'071909044,NA,CAPT WALTER E CLARKE MIDDLE,N,P,NQ,EL PASO,'071,A,SOCORRO ISD,'06 - 08,M,,,'19
'071909115,NA,ELFIDA CHAVEZ EL,N,P,NQ,EL PASO,'071,R,SOCORRO ISD,'PK - 06,E,,,'19
'071909110,NA,ESCONTRIAS EARLY CHILD CTR,N,N,NQ,EL PASO,'071,A,SOCORRO ISD,'PK - 02,E,'071909111,ESCONTRIAS EL,'19
'071909111,NA,ESCONTRIAS EL,N,N,NQ,EL PASO,'071,A,SOCORRO ISD,'02 - 06,E,,,'19
'071909102,NA,H D HILLEY EL,N,N,R,EL PASO,'071,A,SOCORRO ISD,'PK - 05,E,,,'19
'071909114,NA,HELEN BALL EL,N,P,NQ,EL PASO,'071,A,SOCORRO ISD,'PK - 07,E,,,'19
'071909105,NA,HORIZON HEIGHTS EL,N,N,NQ,EL PASO,'071,A,SOCORRO ISD,'EE - 05,E,,,'19
'071909107,NA,HUECO EL,N,N,NQ,EL PASO,'071,R,SOCORRO ISD,'PK - 05,E,,,'19
'071909003,NO,KEYS ACAD,N,N,,EL PASO,'071,X,SOCORRO ISD,'06 - 12,B,,,'19
'071909002,NQ,MONTWOOD H S,N,N,R,EL PASO,'071,R,SOCORRO ISD,'09 - 12,S,,,'19
'071909045,NA,MONTWOOD MIDDLE,N,P,NQ,EL PASO,'071,R,SOCORRO ISD,'06 - 08,M,,,'19
'071909109,NA,MYRTLE COOPER EL,N,P,NQ,EL PASO,'071,R,SOCORRO ISD,'EE - 06,E,,,'19
'071909103,NA,O'SHEA KELEHER EL,N,P,R,EL PASO,'071,R,SOCORRO ISD,'PK - 05,E,,,'19
'071909101,NA,ROBERT ROJAS EL,N,N,NQ,EL PASO,'071,A,SOCORRO ISD,'PK - 05,E,,,'19
'071909042,NA,SALVADOR SANCHEZ MIDDLE,N,N,NQ,EL PASO,'071,A,SOCORRO ISD,'06 - 08,M,,,'19
'071909113,NA,SIERRA VISTA EL,N,P,NQ,EL PASO,'071,R,SOCORRO ISD,'PK - 05,E,,,'19
'071909001,NQ,SOCORRO H S,N,N,NQ,EL PASO,'071,A,SOCORRO ISD,'09 - 12,S,,,'19
'071909041,NA,SOCORRO MIDDLE,N,N,NQ,EL PASO,'071,A,SOCORRO ISD,'06 - 08,M,,,'19
'071909106,NA,VISTA DEL SOL EL,N,P,NQ,EL PASO,'071,R,SOCORRO ISD,'PK - 06,E,,,'19
'071909043,NA,WILLIAM SLIDER MIDDLE,N,P,NQ,EL PASO,'071,A,SOCORRO ISD,'03 - 12,B,,,'19
'015909002,NO,ATASCOSA CO ALTER,N,N,,BEXAR,'015,X,SOMERSET ISD,'08 - 08,M,,,'20
'015909003,NO,BEXAR CO J J A E P,N,N,,BEXAR,'015,X,SOMERSET ISD,'07 - 08,M,,,'20
'015909103,NR,SOMERSET EARLY CHILDHOOD CENTER,N,N,,BEXAR,'015,N,SOMERSET ISD,'EE - KG,E,,,'20
'015909101,NA,SOMERSET EL,N,N,NQ,BEXAR,'015,R,SOMERSET ISD,'01 - 03,E,'015909102,SOMERSET INT,'20
'015909001,NQ,SOMERSET H S,N,N,NQ,BEXAR,'015,R,SOMERSET ISD,'09 - 12,S,,,'20
'015909102,NA,SOMERSET INT,N,N,NQ,BEXAR,'015,R,SOMERSET ISD,'04 - 06,E,,,'20
'015909041,NA,SOMERSET J H,N,N,NQ,BEXAR,'015,A,SOMERSET ISD,'07 - 08,M,,,'20
'026902005,NO,BURLESON CO ALTER,N,N,,BURLESON,'026,X,SOMERVILLE ISD,'07 - 12,S,,,'06
'026902101,NA,SOMERVILLE EL,N,N,NE,BURLESON,'026,L,SOMERVILLE ISD,'PK - 05,E,,,'06
'026902001,NQ,SOMERVILLE H S,N,N,NQ,BURLESON,'026,A,SOMERVILLE ISD,'09 - 12,S,,,'06
'026902041,NA,SOMERVILLE J H,N,N,NQ,BURLESON,'026,A,SOMERVILLE ISD,'06 - 08,M,,,'06
'218901101,NA,SONORA EL,N,N,NQ,SUTTON,'218,R,SONORA ISD,'PK - 02,E,,,'15
'218901001,NQ,SONORA H S,N,N,R,SUTTON,'218,E,SONORA ISD,'09 - 12,S,,,'15
'218901102,NA,SONORA INTERMEDIATE,N,N,NQ,SUTTON,'218,R,SONORA ISD,'03 - 05,E,'218901101,SONORA EL,'15
'218901041,NA,SONORA J H,N,N,NQ,SUTTON,'218,R,SONORA ISD,'06 - 08,M,,,'15
'152803001,PE,SOUTH PLAINS,Y,N,,LUBBOCK,'152,1,SOUTH PLAINS,'09 - 12,S,,,'17
'015908043,NA,ABRAHAM KAZEN MIDDLE,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'06 - 08,M,,,'20
'015908042,NA,ALAN B SHEPARD MIDDLE,N,N,NQ,BEXAR,'015,A,SOUTH SAN ANTONIO ISD,'06 - 08,M,,,'20
'015908039,NO,ALTERNATIVE SCHOOL,N,N,,BEXAR,'015,X,SOUTH SAN ANTONIO ISD,'06 - 12,B,,,'20
'015908111,NA,ANTONIO OLIVARES EL,N,N,NQ,BEXAR,'015,E,SOUTH SAN ANTONIO ISD,'EE - 05,E,,,'20
'015908101,NA,ATHENS EL,N,N,NQ,BEXAR,'015,E,SOUTH SAN ANTONIO ISD,'PK - 05,E,,,'20
'015908037,NO,BEXAR CO J J A E P,N,N,,BEXAR,'015,X,SOUTH SAN ANTONIO ISD,'06 - 10,B,,,'20
'015908038,PE,COMPETENCY BASED H S,N,N,,BEXAR,'015,1,SOUTH SAN ANTONIO ISD,'09 - 12,S,,,'20
'015908041,NA,DWIGHT MIDDLE,N,N,NQ,BEXAR,'015,A,SOUTH SAN ANTONIO ISD,'06 - 08,M,,,'20
'015908109,NA,FIVE PALMS ELEMENTARY,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'PK - 05,E,,,'20
'015908104,NA,HUTCHINS EL,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'PK - 05,E,,,'20
'015908105,NA,KINDRED EL,N,N,NQ,BEXAR,'015,A,SOUTH SAN ANTONIO ISD,'EE - 05,E,,,'20
'015908112,NA,MIGUEL CARRILLO JR EL,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'PK - 05,E,,,'20
'015908110,NA,NEIL ARMSTRONG EL,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'PK - 05,E,,,'20
'015908106,NA,PALO ALTO EL,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'EE - 05,E,,,'20
'015908107,NA,PRICE EL,N,N,R,BEXAR,'015,A,SOUTH SAN ANTONIO ISD,'PK - 05,E,,,'20
'015908108,NA,ROYALGATE EL,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'EE - 05,E,,,'20
'015908002,NQ,SO SAN ANTONIO H S WEST,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'09 - 12,S,,,'20
'015908001,NQ,SOUTH SAN ANTONIO H S,N,N,NQ,BEXAR,'015,R,SOUTH SAN ANTONIO ISD,'09 - 12,S,,,'20
'031916007,NO,CAMERON CO J J A E P,N,N,,CAMERON,'031,X,SOUTH TEXAS ISD,'12 - 12,S,,,'01
'031916008,NO,HIDALGO CO J J A E P,N,N,,CAMERON,'031,X,SOUTH TEXAS ISD,'09 - 11,S,,,'01
'031916004,T,SO TEXAS H S-HLTH PROF,N,N,RM,CAMERON,'031,E,SOUTH TEXAS ISD,'09 - 12,S,,,'01
'031916003,NO,SO TEXAS H S-SAN BENITO,N,N,,CAMERON,'031,X,SOUTH TEXAS ISD,'02 - 12,B,,,'01
'031916005,T,THE SCIENCE ACAD,N,N,NQ,CAMERON,'031,E,SOUTH TEXAS ISD,'09 - 12,S,,,'01
'031916001,NQ,THE TEACHER ACADEMY,N,N,RM,CAMERON,'031,E,SOUTH TEXAS ISD,'07 - 12,S,,,'01
'085903001,NQ,SOUTHLAND SCHOOL,N,N,NQ,GARZA,'085,A,SOUTHLAND ISD,'KG - 12,B,,,'17
'015917003,NO,BEXAR CO J J A E P,N,N,,BEXAR,'015,X,SOUTHSIDE ISD,'07 - 09,M,,,'20
'015917103,NA,LOSOYA INT,N,N,NQ,BEXAR,'015,A,SOUTHSIDE ISD,'04 - 05,E,,,'20
'015917002,NO,SOUTHSIDE ALTER CTR,N,N,,BEXAR,'015,X,SOUTHSIDE ISD,'05 - 12,B,,,'20
'015917001,NQ,SOUTHSIDE H S,N,N,NQ,BEXAR,'015,A,SOUTHSIDE ISD,'09 - 12,S,,,'20
'015917104,NA,SOUTHSIDE HERITAGE ELEMENTARY,N,N,NQ,BEXAR,'015,A,SOUTHSIDE ISD,'PK - 05,E,,,'20
'015917041,NA,SOUTHSIDE MIDDLE,N,N,NQ,BEXAR,'015,A,SOUTHSIDE ISD,'06 - 08,M,,,'20
'015917102,NA,W M PEARCE PRI,N,N,NQ,BEXAR,'015,A,SOUTHSIDE ISD,'EE - 03,E,'015917103,LOSOYA INT,'20
'101838004,NH,SOUTHWEST H S - INCENTIVES,Y,N,,HARRIS,'101,H,SOUTHWEST HIGH SCHOOL,'07 - 11,S,,,'04
'101838003,NH,SOUTHWEST H S - INTRACARE NORTH,Y,N,,HARRIS,'101,H,SOUTHWEST HIGH SCHOOL,'07 - 12,S,,,'04
'101838005,NH,SOUTHWEST H S - T-CARE,Y,N,,HARRIS,'101,H,SOUTHWEST HIGH SCHOOL,'07 - 10,S,,,'04
'101838002,NH,SOUTHWEST H S - TEJAS UNIT DEPELCH,Y,N,,HARRIS,'101,H,SOUTHWEST HIGH SCHOOL,'07 - 12,S,,,'04
'101838001,NH,SOUTHWEST HIGH SCHOOL,Y,N,,HARRIS,'101,H,SOUTHWEST HIGH SCHOOL,'09 - 12,S,,,'04
'015912003,NO,BEXAR CO J J A E P,N,N,,BEXAR,'015,X,SOUTHWEST ISD,'07 - 11,S,,,'20
'015912107,NA,BIG COUNTRY EL,N,N,NQ,BEXAR,'015,E,SOUTHWEST ISD,'EE - 05,E,,,'20
'015912104,NA,BOB HOPE EL,N,N,NQ,BEXAR,'015,R,SOUTHWEST ISD,'EE - 05,E,,,'20
'015912108,NA,ELM CREEK EL,N,N,NQ,BEXAR,'015,A,SOUTHWEST ISD,'KG - 05,E,,,'20
'015912044,NA,FRANCIS R SCOBEE JUNIOR HIGH,N,N,R,BEXAR,'015,R,SOUTHWEST ISD,'07 - 08,M,,,'20
'015912106,NA,HIDDEN COVE EL,N,N,NQ,BEXAR,'015,A,SOUTHWEST ISD,'EE - 05,E,,,'20
'015912103,NA,INDIAN CREEK EL,N,N,NQ,BEXAR,'015,R,SOUTHWEST ISD,'EE - 05,E,,,'20
'015912109,NA,KRIEWALD RD EL,N,N,NQ,BEXAR,'015,E,SOUTHWEST ISD,'KG - 05,E,,,'20
'015912041,NA,RONALD E MCNAIR MIDDLE,N,N,R,BEXAR,'015,A,SOUTHWEST ISD,'06 - 06,M,,,'20
'015912042,NA,SHARON CHRISTA MCAULIFFE MIDDLE,N,N,NQ,BEXAR,'015,R,SOUTHWEST ISD,'07 - 08,M,,,'20
'015912105,NA,SKY HARBOUR EL,N,N,NQ,BEXAR,'015,A,SOUTHWEST ISD,'KG - 05,E,,,'20
'015912004,NO,SOUTHWEST ALTERNATIVE SCHOOL,N,N,,BEXAR,'015,X,SOUTHWEST ISD,'05 - 10,B,,,'20
'015912101,NA,SOUTHWEST EL,N,N,NQ,BEXAR,'015,A,SOUTHWEST ISD,'EE - 05,E,,,'20
'015912043,PE,SOUTHWEST ENRICHMENT CTR,N,N,,BEXAR,'015,1,SOUTHWEST ISD,'06 - 08,M,,,'20
'015912001,R,SOUTHWEST H S,N,N,NQ,BEXAR,'015,A,SOUTHWEST ISD,'09 - 12,S,,,'20
'015912102,NA,SUN VALLEY EL,N,N,NQ,BEXAR,'015,A,SOUTHWEST ISD,'EE - 05,E,,,'20
'015807001,PE,SOUTHWEST PREPARATORY SCHOOL,Y,N,,BEXAR,'015,2,SOUTHWEST PREPARATORY SCHOOL,'09 - 12,S,,,'20
'140906001,NQ,SPADE SCHOOL,N,N,NQ,LAMB,'140,A,SPADE ISD,'PK - 12,B,,,'17
'098904101,NA,GUS BIRDWELL EL,N,N,NQ,HANSFORD,'098,A,SPEARMAN ISD,'EE - 05,E,,,'16
'098904001,NQ,SPEARMAN H S,N,N,NQ,HANSFORD,'098,R,SPEARMAN ISD,'09 - 12,S,,,'16
'098904041,NA,SPEARMAN J H,N,N,M,HANSFORD,'098,R,SPEARMAN ISD,'06 - 08,M,,,'16
'170907010,NO,PROJECT RESTORE,N,N,,MONTGOMERY,'170,X,SPLENDORA ISD,'09 - 09,S,,,'06
'170907101,NA,SPLENDORA EL,N,N,NQ,MONTGOMERY,'170,R,SPLENDORA ISD,'EE - 02,E,'170907102,SPLENDORA INT,'06
'170907001,NQ,SPLENDORA H S,N,N,NQ,MONTGOMERY,'170,A,SPLENDORA ISD,'09 - 12,S,,,'06
'170907102,NA,SPLENDORA INT,N,N,NQ,MONTGOMERY,'170,R,SPLENDORA ISD,'03 - 05,E,,,'06
'170907041,NA,SPLENDORA MIDDLE,N,N,NQ,MONTGOMERY,'170,A,SPLENDORA ISD,'06 - 08,M,,,'06
'101920101,NO,BENDWOOD SCHOOL,N,N,,HARRIS,'101,X,SPRING BRANCH ISD,'EE - 05,E,,,'04
'101920126,NA,BUFFALO CREEK EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920102,NA,BUNKER HILL EL,N,N,NQ,HARRIS,'101,E,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920124,NA,CEDAR BROOK EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'EE - 05,E,,,'04
'101920048,NA,CORNERSTONE ACADEMY,N,N,R,HARRIS,'101,E,SPRING BRANCH ISD,'06 - 08,M,,,'04
'101920127,NR,EARLY CHILDHOOD CENTER,N,N,,HARRIS,'101,N,SPRING BRANCH ISD,'PK - PK,E,,,'04
'101920103,NA,EDGEWOOD EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920104,NA,FROSTWOOD EL,N,N,NQ,HARRIS,'101,E,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920105,NA,HOLLIBROOK EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920106,NA,HOUSMAN EL,N,N,R,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920107,NA,HUNTERS CREEK EL,N,N,RM,HARRIS,'101,E,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920041,NA,LANDRUM MIDDLE,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'06 - 08,M,,,'04
'101920108,NA,MEADOW WOOD EL,N,N,R,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920109,NA,MEMORIAL DRIVE EL,N,N,NQ,HARRIS,'101,E,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920001,NQ,MEMORIAL H S,N,N,RM,HARRIS,'101,R,SPRING BRANCH ISD,'09 - 12,S,,,'04
'101920042,NA,MEMORIAL MIDDLE,N,N,NQ,HARRIS,'101,E,SPRING BRANCH ISD,'06 - 08,M,,,'04
'101920005,NQ,NORTHBROOK H S,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'09 - 12,S,,,'04
'101920047,NA,NORTHBROOK MIDDLE,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'06 - 08,M,,,'04
'101920121,NA,NOTTINGHAM EL,N,N,R,HARRIS,'101,E,SPRING BRANCH ISD,'KG - 05,E,,,'04
'101920110,NA,PINE SHADOWS EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920111,NA,RIDGECREST EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920112,NA,RUMMEL CREEK EL,N,N,NQ,HARRIS,'101,E,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920113,NA,SHADOW OAKS EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920119,NA,SHERWOOD EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'PK - 05,E,,,'04
'101920037,NO,SPRING BRANCH COMMUNITY SCHOOL,N,N,,HARRIS,'101,X,SPRING BRANCH ISD,'03 - 10,B,,,'04
'101920114,NA,SPRING BRANCH EL,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'EE - 05,E,,,'04
'101920043,NA,SPRING BRANCH MIDDLE,N,N,NQ,HARRIS,'101,A,SPRING BRANCH ISD,'06 - 08,M,,,'04
'101920012,PE,SPRING BRANCH SCHOOL OF CHOICE,N,N,,HARRIS,'101,1,SPRING BRANCH ISD,'09 - 12,S,,,'04
'101920045,NA,SPRING FOREST MIDDLE,N,N,RM,HARRIS,'101,R,SPRING BRANCH ISD,'06 - 08,M,,,'04
