CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CFLYRE,CIADDACK,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'178904053,NA,ACADEMY OF FINE ARTS,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904101,NA,ALLEN EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904009,PE,ALTER H S CTR,N,N,,NUECES,'178,1,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904041,NA,BAKER MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904152,NA,BARNES EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904043,NA,BROWNE MIDDLE,N,N,R,NUECES,'178,R,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904103,NA,CALK EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904001,NQ,CARROLL H S,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904104,NA,CARROLL LANE EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904105,NA,CASA LINDA EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904106,NA,CENTRAL PARK EL,N,N,R,NUECES,'178,E,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904107,NA,CHULA VISTA FINE ARTS,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'01 - 05,E,,,'02
'178904146,NA,CLUB ESTATES,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'KG - 05,E,,,'02
'178904137,NA,COLES EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904108,NA,CROCKETT EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904109,NA,CROSSLEY EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904045,NA,CULLEN MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904046,NA,CUNNINGHAM MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904154,NA,DAWSON EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'KG - 05,E,,,'02
'178904047,NA,DRISCOLL MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904153,NA,EARLY CHILDHOOD DEVELOPMENT CTR,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'PK - 03,E,'178904125,MONTCLAIR EL,'02
'178904110,NA,EVANS EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904111,NA,FANNIN EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904150,NA,GALVAN EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904115,NA,GARCIA EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904116,NA,GIBSON EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904056,NA,GRANT MIDDLE,N,N,M,NUECES,'178,R,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904048,NA,HAAS MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904049,NA,HAMLIN MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904144,NA,HOMEBOUND,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 12,B,,,'02
'178904117,NA,HOUSTON EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904151,NA,JONES EL,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904055,NA,KAFFIE MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904002,NQ,KING H S,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904118,NA,KOSTORYZ EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904119,NA,LAMAR EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904120,NA,LEXINGTON EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904121,NA,LOS ENCINOS EL,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904122,NA,LOZANO EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904050,NA,MARTIN MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904143,NO,MARY GRETT CTR,N,N,,NUECES,'178,X,CORPUS CHRISTI ISD,'03 - 12,B,,,'02
'178904123,NA,MEADOWBROOK EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904124,NA,MENGER EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904003,NQ,MILLER HIGH SCHOOL CTR FOR COMMUNI,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904125,NA,MONTCLAIR EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904004,NQ,MOODY H S,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904148,NA,MOORE EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904012,NO,NUECES CO J J A E P,N,N,,NUECES,'178,X,CORPUS CHRISTI ISD,'08 - 11,S,,,'02
'178904127,NA,OAK PARK EL,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904129,NA,PRESCOTT EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904005,NQ,RAY H S,N,N,R,NUECES,'178,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904054,NO,S L G C,N,N,,NUECES,'178,X,CORPUS CHRISTI ISD,'03 - 12,B,,,'02
'178904130,NA,SANDERS EL,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904132,NA,SCHANEN EL,N,N,R,NUECES,'178,E,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904133,NA,SHAW EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904134,NA,SMITH EL,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904052,NA,SOUTH PARK MIDDLE,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904007,PE,TEENAGE MOTHER,N,N,,NUECES,'178,1,CORPUS CHRISTI ISD,'07 - 12,S,,,'02
'178904136,NA,TRAVIS EL,N,N,NQ,NUECES,'178,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904138,NA,WILSON ROBERT T EL,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904139,NA,WINDSOR PARK G/T,N,N,NQ,NUECES,'178,E,CORPUS CHRISTI ISD,'01 - 05,E,,,'02
'178904140,NA,WOODLAWN EL,N,N,R,NUECES,'178,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904141,NA,YEAGER EL,N,N,R,NUECES,'178,E,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904142,NA,ZAVALA EL,N,N,NQ,NUECES,'178,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178804001,PE,CORPUS CHRISTI-RICHARD MILBURN ALT,Y,N,,NUECES,'178,2,CORPUS CHRISTI-RICHARD MILBURN ALT,'09 - 12,S,,,'02
'187904103,NA,CORRIGAN-CAMDEN EL,N,N,NQ,POLK,'187,A,CORRIGAN-CAMDEN ISD,'EE - 06,E,,,'06
'187904001,NQ,CORRIGAN-CAMDEN H S,N,N,NQ,POLK,'187,R,CORRIGAN-CAMDEN ISD,'09 - 12,S,,,'06
'187904041,NA,CORRIGAN-CAMDEN J H,N,N,NQ,POLK,'187,A,CORRIGAN-CAMDEN ISD,'07 - 08,M,,,'06
'175903002,PE,ALPHA LEARNING CTR,N,N,,NAVARRO,'175,1,CORSICANA ISD,'EE - 12,B,,,'12
'175903101,NA,BOWIE EL,N,N,NQ,NAVARRO,'175,R,CORSICANA ISD,'KG - 04,E,,,'12
'175903107,NA,CARROLL EL,N,N,NE,NAVARRO,'175,L,CORSICANA ISD,'EE - 04,E,,,'12
'175903041,NA,COLLINS MIDDLE,N,N,NQ,NAVARRO,'175,A,CORSICANA ISD,'07 - 08,M,,,'12
'175903001,NQ,CORSICANA H S,N,N,R,NAVARRO,'175,A,CORSICANA ISD,'09 - 12,S,,,'12
'175903042,NA,DRANE INT,N,N,NQ,NAVARRO,'175,A,CORSICANA ISD,'05 - 06,M,,,'12
'175903103,NA,FANNIN EL,N,N,R,NAVARRO,'175,R,CORSICANA ISD,'KG - 04,E,,,'12
'175903104,NA,HOUSTON EL,N,N,NQ,NAVARRO,'175,A,CORSICANA ISD,'EE - 04,E,,,'12
'175903102,NA,JOSE ANTONIO NAVARRO EL,N,N,NQ,NAVARRO,'175,A,CORSICANA ISD,'KG - 04,E,,,'12
'175903110,NR,SP ED CTR,N,N,,NAVARRO,'175,N,CORSICANA ISD,'EE - EE,E,,,'12
'095902001,NQ,COTTON CENTER SCHOOL,N,N,NQ,HALE,'095,E,COTTON CENTER ISD,'PK - 12,B,,,'17
'142901102,NA,BURKS EL,N,N,NQ,LA SALLE,'142,A,COTULLA ISD,'02 - 05,E,,,'20
'142901004,PE,COTULLA ALTERNATIVE,N,N,,LA SALLE,'142,2,COTULLA ISD,'07 - 12,S,,,'20
'142901001,R,COTULLA H S,N,N,NQ,LA SALLE,'142,A,COTULLA ISD,'09 - 12,S,,,'20
'142901104,NA,ENCINAL EL,N,N,NQ,LA SALLE,'142,A,COTULLA ISD,'PK - 05,E,,,'20
'142901041,NA,FRANK NEWMAN MIDDLE,N,N,NQ,LA SALLE,'142,A,COTULLA ISD,'06 - 08,M,,,'20
'142901003,PE,LASALLE COUNTY ALTERNATIVE BOOTCAM,N,N,,LA SALLE,'142,1,COTULLA ISD,'07 - 12,S,,,'20
'142901101,NA,RAMIREZ EL,N,N,NQ,LA SALLE,'142,A,COTULLA ISD,'PK - 01,E,'142901102,BURKS EL,'20
'246914101,NA,COUPLAND EL,N,N,NQ,WILLIAMSON,'246,E,COUPLAND ISD,'KG - 08,E,,,'13
'109903001,NQ,COVINGTON SCHOOL,N,N,NQ,HILL,'109,A,COVINGTON ISD,'PK - 12,B,,,'12
'129901002,PE,CRANDALL ALTER CTR,N,N,,KAUFMAN,'129,1,CRANDALL ISD,'08 - 12,S,,,'10
'129901101,NA,CRANDALL EL,N,N,R,KAUFMAN,'129,R,CRANDALL ISD,'EE - 03,E,'129901102,CRANDALL INT,'10
'129901001,NQ,CRANDALL H S,N,N,NQ,KAUFMAN,'129,E,CRANDALL ISD,'09 - 12,S,,,'10
'129901102,NA,CRANDALL INT,N,N,R,KAUFMAN,'129,E,CRANDALL ISD,'04 - 06,E,,,'10
'129901041,NA,L F RAYNES MIDDLE,N,N,R,KAUFMAN,'129,R,CRANDALL ISD,'07 - 08,M,,,'10
'052901101,NA,CRANE EL,N,N,NQ,CRANE,'052,R,CRANE ISD,'EE - 05,E,,,'18
'052901001,NQ,CRANE H S,N,N,NQ,CRANE,'052,E,CRANE ISD,'09 - 12,S,,,'18
'052901041,NA,CRANE MIDDLE,N,N,NQ,CRANE,'052,R,CRANE ISD,'06 - 08,M,,,'18
'018908001,NQ,CRANFILLS GAP SCHOOL,N,N,NQ,BOSQUE,'018,A,CRANFILLS GAP ISD,'EE - 12,B,,,'12
'161901101,NA,CRAWFORD EL,N,N,R,MCLENNAN,'161,E,CRAWFORD ISD,'KG - 06,E,,,'12
'161901001,T,CRAWFORD H S,N,N,NQ,MCLENNAN,'161,E,CRAWFORD ISD,'07 - 12,S,,,'12
'053001001,NQ,OZONA H S,N,N,NQ,CROCKETT,'053,R,CROCKETT CO CONS CSD,'09 - 12,S,,,'15
'053001101,NA,OZONA INT,N,N,NQ,CROCKETT,'053,A,CROCKETT CO CONS CSD,'03 - 05,E,,,'15
'053001041,NA,OZONA MIDDLE,N,N,RM,CROCKETT,'053,R,CROCKETT CO CONS CSD,'06 - 08,M,,,'15
'053001102,NA,OZONA PRI,N,N,NQ,CROCKETT,'053,A,CROCKETT CO CONS CSD,'PK - 02,E,'053001101,OZONA INT,'15
'113901102,NA,CROCKETT EL,N,N,NQ,HOUSTON,'113,A,CROCKETT ISD,'01 - 04,E,,,'06
'113901002,NQ,CROCKETT H S,N,N,NQ,HOUSTON,'113,R,CROCKETT ISD,'09 - 12,S,,,'06
'113901104,NA,CROCKETT INT,N,N,NQ,HOUSTON,'113,A,CROCKETT ISD,'05 - 06,M,,,'06
'113901041,NA,CROCKETT J H,N,N,NQ,HOUSTON,'113,A,CROCKETT ISD,'07 - 08,M,,,'06
'113901105,NR,EARLY CHILDHOOD CTR,N,N,,HOUSTON,'113,N,CROCKETT ISD,'EE - KG,E,,,'06
'113901003,NO,NEW HOPE ACADEMY,N,N,,HOUSTON,'113,X,CROCKETT ISD,'01 - 12,B,,,'06
'101906103,NA,BARRETT PRIMARY,N,N,R,HARRIS,'101,A,CROSBY ISD,'01 - 02,E,'101906101,NEWPORT ELEMENTARY,'04
'101906001,NQ,CROSBY H S,N,N,NQ,HARRIS,'101,A,CROSBY ISD,'09 - 12,S,,,'04
'101906102,NR,CROSBY KINDERGARTEN,N,N,,HARRIS,'101,N,CROSBY ISD,'EE - KG,E,,,'04
'101906042,NA,CROSBY MIDDLE,N,N,R,HARRIS,'101,A,CROSBY ISD,'07 - 08,M,,,'04
'101906104,NA,DREW INTERMEDIATE,N,N,NQ,HARRIS,'101,A,CROSBY ISD,'05 - 06,M,,,'04
'101906101,NA,NEWPORT ELEMENTARY,N,N,R,HARRIS,'101,A,CROSBY ISD,'03 - 04,E,,,'04
'054901300,PE,CAP ROCK CO LRN CO-OP,N,N,,CROSBY,'054,1,CROSBYTON ISD,'10 - 12,S,,,'17
'054901101,NA,CROSBYTON EL,N,N,NQ,CROSBY,'054,A,CROSBYTON ISD,'PK - 05,E,,,'17
'054901001,R,CROSBYTON H S,N,N,NQ,CROSBY,'054,A,CROSBYTON ISD,'09 - 12,S,,,'17
'054901041,NA,CROSBYTON MIDDLE,N,N,M,CROSBY,'054,A,CROSBYTON ISD,'06 - 08,M,,,'17
'054901200,NO,SP ED CO-OP,N,N,,CROSBY,'054,X,CROSBYTON ISD,'EE - 01,E,,,'17
'030901101,NA,CROSS PLAINS EL,N,N,R,CALLAHAN,'030,R,CROSS PLAINS ISD,'PK - 06,E,,,'14
'030901001,NQ,CROSS PLAINS H S,N,N,NQ,CALLAHAN,'030,A,CROSS PLAINS ISD,'07 - 12,S,,,'14
'107904002,NO,A L P H A CAMPUS,N,N,,HENDERSON,'107,X,CROSS ROADS ISD,'10 - 12,S,,,'07
'107904101,NA,CROSS ROADS EL,N,N,NQ,HENDERSON,'107,E,CROSS ROADS ISD,'PK - 05,E,,,'07
'107904001,NQ,CROSS ROADS H S,N,N,NQ,HENDERSON,'107,A,CROSS ROADS ISD,'09 - 12,S,,,'07
'107904041,NA,CROSS ROADS J H,N,N,M,HENDERSON,'107,R,CROSS ROADS ISD,'06 - 08,M,,,'07
'078901101,NA,CROWELL EL,N,N,NQ,FOARD,'078,R,CROWELL ISD,'EE - 06,E,,,'09
'078901001,NQ,CROWELL H S,N,N,RM,FOARD,'078,R,CROWELL ISD,'07 - 12,S,,,'09
'220912101,NA,BESS RACE EL,N,N,NQ,TARRANT,'220,E,CROWLEY ISD,'EE - 06,E,,,'11
'220912001,NQ,CROWLEY H S,N,N,R,TARRANT,'220,E,CROWLEY ISD,'09 - 12,S,,,'11
'220912042,NA,CROWLEY MIDDLE,N,N,NQ,TARRANT,'220,R,CROWLEY ISD,'07 - 08,M,,,'11
'220912103,NA,DEER CREEK EL,N,N,NQ,TARRANT,'220,R,CROWLEY ISD,'EE - 06,E,,,'11
'220912041,NA,H F STEVENS MIDDLE,N,N,R,TARRANT,'220,R,CROWLEY ISD,'07 - 08,M,,,'11
'220912105,NA,JACKIE CARDEN EL,N,N,NQ,TARRANT,'220,R,CROWLEY ISD,'EE - 06,E,,,'11
'220912104,NA,MEADOWCREEK EL,N,N,RM,TARRANT,'220,R,CROWLEY ISD,'EE - 06,E,,,'11
'220912002,R,NORTH CROWLEY H S,N,N,NQ,TARRANT,'220,R,CROWLEY ISD,'09 - 12,S,,,'11
'220912107,NA,OAKMONT EL,N,N,NQ,TARRANT,'220,E,CROWLEY ISD,'EE - 06,E,,,'11
'220912106,NA,PARKWAY EL,N,N,NQ,TARRANT,'220,A,CROWLEY ISD,'EE - 06,E,,,'11
'220912102,NA,SYCAMORE EL,N,N,NQ,TARRANT,'220,R,CROWLEY ISD,'EE - 06,E,,,'11
'254901002,PE,ALTER SCH,N,N,,ZAVALA,'254,1,CRYSTAL CITY ISD,'09 - 12,S,,,'20
'254901104,NA,BENITO JUAREZ EL,N,N,NQ,ZAVALA,'254,A,CRYSTAL CITY ISD,'04 - 05,E,,,'20
'254901001,NQ,CRYSTAL CITY H S,N,N,NQ,ZAVALA,'254,A,CRYSTAL CITY ISD,'09 - 12,S,,,'20
'254901042,NA,FLY J H,N,N,NQ,ZAVALA,'254,A,CRYSTAL CITY ISD,'06 - 08,M,,,'20
'254901101,NA,TOMAS RIVERA/ZAVALA EL,N,N,NQ,ZAVALA,'254,A,CRYSTAL CITY ISD,'PK - 03,E,'254901104,BENITO JUAREZ EL,'20
'062901001,NQ,CUERO H S,N,N,NQ,DEWITT,'062,R,CUERO ISD,'09 - 12,S,,,'03
'062901041,NA,CUERO J H,N,N,RM,DEWITT,'062,A,CUERO ISD,'06 - 08,M,,,'03
'062901199,NO,DAULE # 2,N,N,,DEWITT,'062,X,CUERO ISD,'EE - 12,B,,,'03
'062901104,NA,FRENCH EL,N,N,NQ,DEWITT,'062,A,CUERO ISD,'PK - 01,E,'062901101,HUNT EL,'03
'062901002,NO,G O A L S PROGRAM,N,N,,DEWITT,'062,X,CUERO ISD,'04 - 10,B,,,'03
'062901101,NA,HUNT EL,N,N,NQ,DEWITT,'062,A,CUERO ISD,'02 - 05,E,,,'03
'055901102,NA,EAGLE EL,N,N,NQ,CULBERSON,'055,R,CULBERSON COUNTY-ALLAMOORE ISD,'PK - 05,E,,,'18
'055901001,NQ,VAN HORN H S,N,N,NQ,CULBERSON,'055,R,CULBERSON COUNTY-ALLAMOORE ISD,'09 - 12,S,,,'18
'055901041,NA,VAN HORN J H,N,N,NQ,CULBERSON,'055,R,CULBERSON COUNTY-ALLAMOORE ISD,'06 - 08,M,,,'18
'112905101,NA,CUMBY EL,N,N,NQ,HOPKINS,'112,A,CUMBY ISD,'KG - 06,E,,,'08
'112905001,NQ,CUMBY H S,N,N,NQ,HOPKINS,'112,R,CUMBY ISD,'07 - 12,S,,,'08
'174902002,NA,CUSHING EL,N,N,NQ,NACOGDOCHES,'174,R,CUSHING ISD,'EE - 05,E,,,'07
'174902001,R,CUSHING SCHOOL,N,N,R,NACOGDOCHES,'174,E,CUSHING ISD,'06 - 12,B,,,'07
'101907060,NO,ADAPTIVE BEHAVIOR CTR,N,N,,HARRIS,'101,X,CYPRESS-FAIRBANKS ISD,'07 - 12,S,,,'04
'101907041,NA,ARNOLD MIDDLE SCHOOL,N,N,NQ,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907133,NA,AULT EL,N,N,M,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907107,NA,B F ADAM EL,N,N,R,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907101,NA,BANE EL,N,N,NQ,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907125,NA,BANG EL,N,N,NQ,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907043,NA,BLEYL MIDDLE SCHOOL,N,N,R,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907044,NA,CAMPBELL MIDDLE SCHOOL,N,N,R,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907040,NO,CARLTON PRE-VOC CTR,N,N,,HARRIS,'101,X,CYPRESS-FAIRBANKS ISD,'06 - 12,B,,,'04
'101907047,NA,COOK MIDDLE SCHOOL,N,N,M,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907130,NA,COPELAND EL,N,N,R,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907002,NQ,CY-FAIR H S,N,N,R,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'09 - 12,S,,,'04
'101907004,NQ,CYPRESS CREEK H S,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'09 - 12,S,,,'04
'101907007,NQ,CYPRESS FALLS H S,N,N,R,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'09 - 12,S,,,'04
'101907009,NA,CYPRESS SPRINGS H S,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'09 - 12,S,,,'04
'101907037,NO,CYPRESS-FAIRBANKS J J A E P,N,N,,HARRIS,'101,X,CYPRESS-FAIRBANKS ISD,'06 - 11,B,,,'04
'101907042,NA,DEAN MIDDLE SCHOOL,N,N,R,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907120,NA,EMMOTT EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907124,NA,FIEST EL,N,N,R,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907112,NA,FRANCONE EL,N,N,NQ,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'PK - 05,E,,,'04
'101907117,NA,FRAZIER EL,N,N,R,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907128,NA,HAIRGROVE EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907126,NA,HAMILTON EL,N,N,M,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907049,NA,HAMILTON MIDDLE SCHOOL,N,N,RM,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907106,NA,HOLBROOK EL,N,N,NQ,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'PK - 05,E,,,'04
'101907121,NA,HOLMSLEY EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907113,NA,HORNE EL,N,N,NQ,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'PK - 05,E,,,'04
'101907003,NQ,JERSEY VILLAGE H S,N,N,R,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'09 - 12,S,,,'04
'101907122,NA,JOWELL EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907046,NA,LABAY MIDDLE SCHOOL,N,N,R,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907103,NA,LAMKIN EL,N,N,R,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907005,NQ,LANGHAM CREEK H S,N,N,NQ,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'09 - 12,S,,,'04
'101907111,NA,LIEDER EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907116,NA,LOWERY EL,N,N,NQ,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907105,NA,MATZKE EL,N,N,NQ,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907127,NA,METCALF EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907110,NA,MILLSAP EL,N,N,M,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907115,NA,MOORE EL,N,N,NQ,HARRIS,'101,E,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907119,NA,OWENS EL,N,N,M,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'KG - 05,E,,,'04
'101907104,NA,POST EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'PK - 05,E,,,'04
'101907129,NA,REED EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907132,NA,SHERIDAN EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907108,NA,T S HANCOCK EL,N,N,NQ,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907050,NA,THORNTON MIDDLE SCHOOL,N,N,NQ,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907048,NA,TRUITT MIDDLE SCHOOL,N,N,R,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907045,NA,WATKINS MIDDLE SCHOOL,N,N,NQ,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'06 - 08,M,,,'04
'101907131,NA,WILLBERN EL,N,N,R,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'101907118,NA,WILSON EL,N,N,NQ,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'KG - 05,E,,,'04
'101907008,PE,WINDFERN H S,N,N,,HARRIS,'101,1,CYPRESS-FAIRBANKS ISD,'09 - 12,S,,,'04
'101907109,NA,YEAGER EL,N,N,M,HARRIS,'101,R,CYPRESS-FAIRBANKS ISD,'EE - 05,E,,,'04
'163902001,NQ,D'HANIS SCHOOL,N,N,R,MEDINA,'163,E,D'HANIS ISD,'KG - 12,B,,,'20
'172902001,NQ,DAINGERFIELD H S,N,N,NQ,MORRIS,'172,A,DAINGERFIELD-LONE STAR ISD,'09 - 12,S,,,'08
'172902041,NA,DAINGERFIELD J H,N,N,NQ,MORRIS,'172,A,DAINGERFIELD-LONE STAR ISD,'06 - 08,M,,,'08
