CAMPUS,YEAR,C20CAA12R,C20CAA13R,C20CC12R,C20CC13R,C20CSA12R,C20CSA13R,C20CT12R,C20CT13R,C2CRB12R,C2CRB13R,C2CRM12R,C2CRM13R,C2CRR12R,C2CRR13R,C30CAA12R,C30CAA13R,C30CC12R,C30CC13R,C30CSA12R,C30CSA13R,C30CT12R,C30CT13R,C3CRB12R,C3CRB13R,C3CRM12R,C3CRM13R,C3CRR12R,C3CRR13R,C40CAA12R,C40CAA13R,C40CC12R,C40CC13R,C40CSA12R,C40CSA13R,C40CT12R,C40CT13R,C4CRB12R,C4CRB13R,C4CRM12R,C4CRM13R,C4CRR12R,C4CRR13R,CA0CAA12R,CA0CAA13R,CA0CC12R,CA0CC13R,CA0CSA12R,CA0CSA13R,CA0CT12R,CA0CT13R,CACRB12R,CACRB13R,CACRM12R,CACRM13R,CACRR12R,CACRR13R,CB0CAA12R,CB0CAA13R,CB0CC12R,CB0CC13R,CB0CSA12R,CB0CSA13R,CB0CT12R,CB0CT13R,CBCRB12R,CBCRB13R,CBCRM12R,CBCRM13R,CBCRR12R,CBCRR13R,CE0CAA12R,CE0CAA13R,CE0CC12R,CE0CC13R,CE0CSA12R,CE0CSA13R,CE0CT12R,CE0CT13R,CECRB12R,CECRB13R,CECRM12R,CECRM13R,CECRR12R,CECRR13R,CF0CAA12R,CF0CAA13R,CF0CC12R,CF0CC13R,CF0CSA12R,CF0CSA13R,CF0CT12R,CF0CT13R,CFCRB12R,CFCRB13R,CFCRM12R,CFCRM13R,CFCRR12R,CFCRR13R,CH0CAA12R,CH0CAA13R,CH0CC12R,CH0CC13R,CH0CSA12R,CH0CSA13R,CH0CT12R,CH0CT13R,CHCRB12R,CHCRB13R,CHCRM12R,CHCRM13R,CHCRR12R,CHCRR13R,CI0CAA12R,CI0CAA13R,CI0CC12R,CI0CC13R,CI0CSA12R,CI0CSA13R,CI0CT12R,CI0CT13R,CICRB12R,CICRB13R,CICRM12R,CICRM13R,CICRR12R,CICRR13R,CLCRB12R,CLCRB13R,CLCRM12R,CLCRM13R,CLCRR12R,CLCRR13R,CM0CAA12R,CM0CAA13R,CM0CC12R,CM0CC13R,CM0CSA12R,CM0CSA13R,CM0CT12R,CM0CT13R,CMCRB12R,CMCRB13R,CMCRM12R,CMCRM13R,CMCRR12R,CMCRR13R,CRCRB12R,CRCRB13R,CRCRM12R,CRCRM13R,CRCRR12R,CRCRR13R,CSCRB12R,CSCRB13R,CSCRM12R,CSCRM13R,CSCRR12R,CSCRR13R,CW0CAA12R,CW0CAA13R,CW0CC12R,CW0CC13R,CW0CSA12R,CW0CSA13R,CW0CT12R,CW0CT13R,CWCRB12R,CWCRB13R,CWCRM12R,CWCRM13R,CWCRR12R,CWCRR13R
'014804006,2014,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,19.8,31.3,14.3,1486,1402,88.9,91.3,72,48,89,52,78,70,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,-1,-1,-1,-1,-1,-1,66.7,-1,-1,-1,-1,-1,-1,-1,19.8,50,18.2,1597,1388,-2,84.6,89,46,89,46,100,85,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,0,10,1302,1418,66.7,100,56,50,89,60,56,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.8,33.3,15.8,1490,1385,92.3,100,69,42,85,47,77,68
'014901001,2014,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.6,21.4,41.9,40.5,1526,1520,59.7,46.3,76,69,91,86,79,72,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.2,28.6,42.9,1593,1452,41.2,26.9,42,50,75,70,42,55,24.3,22,46.4,43.5,1544,1522,70,62.2,91,83,100,86,91,91,-1,-1,-1,62.5,-1,1572,14.3,38.1,62,65,85,71,62,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,22.5,19.4,33.3,35.7,1492,1516,46.9,32.6,58,56,81,86,65,54,-1,31,-1,46,-1,46,-1,-1,-1,-1,-1,-1,23.6,21.4,42.5,34.5,1534,1507,71.4,51.8,81,71,92,90,85,72
'014901041,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014901101,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014902001,2014,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,0,0,1121,1204,65.5,56.4,43,37,61,40,48,65,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,0,0,1102,1168,76.9,54.5,30,19,70,25,40,47,.,.,0,0,1123,1177,66.7,72.2,46,35,69,41,46,71,-1,-1,0,0,1069,1177,81.8,53.6,40,36,50,36,50,64,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,-1,0,0,1118,1243,64.3,42.9,40,38,50,38,50,57,18,6,36,12,27,39,-1,-1,-1,-1,-1,-1,.,-1,0,-1,1176,-1,41.7,42.9,43,-1,71,-1,43,40
'014903001,2014,20.6,-1,31.3,27.3,1381,1423,72.7,73.3,45,73,75,93,55,73,-1,-1,40,-1,1606,-1,100,66.7,100,60,100,60,100,80,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,22.6,22.1,30.8,31.8,1465,1485,55.1,50.7,57,58,71,77,70,66,17.9,17.2,8.3,11.1,1284,1241,53.3,52.9,33,44,42,67,58,50,21,20.7,19.4,18.3,1364,1403,28.1,30.1,45,45,63,69,59,52,22.6,21.8,28.7,29.4,1456,1483,64.6,49,62,57,69,77,76,67,21.7,20.9,29,19.4,1412,1430,40.6,39.6,53,49,65,71,68,59,-1,-1,-1,-1,-1,-1,66.7,-1,40,-1,40,-1,80,-1,13,0,53,63,12,0,22.8,22.5,33.3,33.9,1477,1486,46.5,52.2,53,59,72,78,64,65,39,32,58,57,53,44,5,5,20,25,22,4,23.6,23,34.6,40,1511,1537,60.3,54.8,63,64,77,81,73,71
'014903005,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903042,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903043,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903044,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903102,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903103,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903104,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903108,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903109,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903111,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903114,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903116,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014903117,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014905001,2014,-1,.,-1,.,.,.,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.2,21.6,17.4,30.4,1420,1503,67.6,60.5,65,50,69,72,85,53,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,17.6,21.7,0,30,-1,-1,42.9,47.6,50,38,60,56,70,41,19.5,23,22.2,40,1417,1530,90,66.7,72,69,72,85,95,71,17.6,19.9,0,12.5,.,-1,41.7,61.5,50,42,50,67,89,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.2,20.6,0,23.1,-1,-1,35.7,56.5,50,37,63,63,63,40,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,20.1,23.1,23.5,42.9,1420,1559,81,60.9,76,58,82,79,88,52
'014905041,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014905101,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014906001,2014,-1,22.6,25,26.7,1433,1432,80,100,57,79,71,86,71,73,.,-1,50,30.8,1602,1470,60,86.7,70,73,80,93,80,73,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.7,20.2,17.4,20.9,1376,1376,70,63.2,53,49,65,66,68,55,19.1,18.1,10.2,6.5,1322,1283,80.8,60.1,50,37,62,54,67,46,18.3,19.7,8.6,13.8,1315,1332,63.3,60.9,47,39,56,59,64,49,19.3,19.8,14.8,18.1,1343,1372,69.2,68.3,51,52,61,69,71,60,20.4,19.4,18.9,13.5,1328,1318,52.9,59.1,46,47,54,68,62,55,.,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,20.2,20.9,19.8,24.3,1407,1382,70.7,57.9,54,45,69,64,65,50,32,27,44,50,57,38,4,0,13,19,17,13,20.5,24.1,29.2,50,1507,1568,63.2,62.1,63,60,80,78,72,65
'014906002,2014,19.5,-1,23.1,18.8,1479,1464,81.3,55.2,60,64,60,77,67,69,18.4,19.5,4.2,22.7,1318,1469,88.9,68.8,54,48,92,87,58,55,.,.,-1,-1,-1,-1,40,-1,-1,-1,60,-1,-1,-1,19,20,11.6,11.8,1358,1375,66,60.7,47,49,61,70,64,58,17.7,18.6,8.3,2.3,1311,1274,62.4,62.1,42,40,54,61,62,54,17.3,20.1,2.8,7.1,1283,1378,62.3,54.1,34,47,49,67,56,60,18.6,20.1,8.5,11.4,1347,1382,76.1,70.9,50,53,60,69,69,64,20,19.8,10.5,6,1359,1354,68.5,60.4,47,49,58,69,68,57,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,0,0,43,29,0,0,19.7,20,15.5,12.6,1373,1364,56.5,49.6,44,44,63,71,58,51,29,34,43,55,53,48,4,0,8,25,12,9,21.2,22.9,18.6,30,1436,1530,64.2,58.8,52,62,70,81,65,65
'014906004,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014906006,2014,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,0,14.3,1021,1322,5.2,4.2,23,24,40,45,41,39,.,.,0,-1,967,-1,7.4,1.6,16,13,28,33,38,27,.,-1,0,-1,960,-1,8,3.6,13,18,39,38,26,30,.,-1,-1,-1,-1,-1,4.8,4.6,24,23,41,36,47,50,.,-1,-1,-1,-1,-1,4.5,4.3,18,35,54,58,29,48,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,0,-1,1012,-1,5.5,3.8,21,26,39,55,35,29,20,22,34,43,40,38,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,2.9,9.3,41,33,50,60,59,40
'014906007,2014,20.2,19.4,20,33.3,1452,1434,92.6,80,63,38,70,69,85,52,.,24.8,29.4,38.1,1468,1515,89.5,84,67,67,78,96,72,67,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.7,21.3,27.8,27,1436,1443,76.7,64.8,51,41,60,65,74,49,19,19.2,12.6,11.9,1326,1342,77,72.8,34,34,40,56,66,44,19.4,19.1,19,14.3,1406,1359,61.7,45.5,37,30,49,61,61,35,20.8,21.1,25.8,24.3,1427,1446,80.5,69.9,50,44,56,62,76,54,19.8,20.1,27,19.7,1444,1401,76.8,49.2,55,37,65,58,73,46,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,20.6,21.5,29.9,30.3,1445,1440,73,59.6,53,37,63,68,72,43,27,20,35,49,63,32,12,4,17,29,41,13,23.3,24.1,43,42.4,1517,1554,72.4,62.9,61,47,71,73,80,53
'014906008,2014,.,-1,-1,-1,-1,-1,60,42.9,20,-1,40,-1,60,-1,21.4,-1,26.7,33.3,1422,1507,-2,42.9,54,38,69,69,69,54,.,.,.,-1,.,-1,-1,57.1,-1,17,-1,50,-1,17,20.4,18.7,13.4,12.6,1323,1330,61.7,55.6,38,30,53,55,50,41,18.6,17.5,5.8,6.5,1255,1257,67.2,60.8,30,25,46,47,45,36,19.1,17.9,7.4,7.6,1253,1302,60.3,52,33,25,46,47,43,40,20,18.4,10.6,12.7,1314,1339,67,67.3,38,38,52,56,52,54,21.3,20.3,14.3,16.9,1383,1380,53.2,56,45,36,60,60,56,46,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,0,0,22,10,0,0,20.9,19.3,17,12.5,1335,1320,56,45.4,38,22,55,53,49,29,17,12,36,34,33,27,3,3,17,6,10,9,24.4,19,39.5,22.2,1502,1445,49.4,45,54,30,70,63,60,48
'014906009,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014906022,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014906025,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014906026,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
