CAMPUS,CAMPNAME,REGION,CFLCHART,C_RATING,CSUPRATE,CIADDACK,CFLYRE,COUNTY,CNTYNAME,PAIRCAMP,PAIRNAME,GRDSPAN,GRDTYPE,DISTNAME
'092902003,DANVILLE ALTERNATIVE H S,'07,N,1,PE,,N,'092,GREGG,,,'09 - 12,S,KILGORE ISD
'092902004,ELDER COOP ALTER SCHOOL,'07,N,N,NR,,N,'092,GREGG,,,'02 - 12,B,KILGORE ISD
'092902002,KILGORE H S,'07,N,A,NQ,R,N,'092,GREGG,,,'09 - 12,S,KILGORE ISD
'092902106,KILGORE HEIGHTS EL,'07,N,N,NR,,N,'092,GREGG,,,'PK - KG,E,KILGORE ISD
'092902107,KILGORE INT,'07,N,A,NA,NQ,N,'092,GREGG,,,'04 - 05,E,KILGORE ISD
'092902102,KILGORE SP-ED ANNEX,'07,N,N,NR,,N,'092,GREGG,,,'EE - EE,E,KILGORE ISD
'092902042,MAUDE LAIRD MIDDLE,'07,N,A,NA,NQ,N,'092,GREGG,,,'06 - 08,M,KILGORE ISD
'014906025,BELL CO DETENTION CTR,'12,N,2,PE,,N,'014,BELL,,,'06 - 11,B,KILLEEN ISD
'014906113,BELLAIRE EL,'12,N,R,NA,NQ,N,'014,BELL,,,'EE - 05,E,KILLEEN ISD
'014906125,BROOKHAVEN EL,'12,N,A,NA,NQ,N,'014,BELL,,,'04 - 05,E,KILLEEN ISD
'014906023,CEDAR CREST ALTER,'12,N,N,NR,,N,'014,BELL,,,'03 - 09,B,KILLEEN ISD
'014906124,CEDAR VALLEY EL,'12,N,E,NA,RM,N,'014,BELL,,,'EE - 05,E,KILLEEN ISD
'014906116,CLARKE EL,'12,N,R,NA,NQ,N,'014,BELL,,,'PK - 04,E,KILLEEN ISD
'014906123,CLEAR CREEK EL,'12,N,R,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906102,CLIFTON PARK EL,'12,N,A,NA,R,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906117,DUNCAN EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906103,EAST WARD EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906046,EASTERN HILLS MIDDLE,'12,N,A,NA,NQ,N,'014,BELL,,,'06 - 08,M,KILLEEN ISD
'014906002,ELLISON H S,'12,N,A,NQ,NQ,N,'014,BELL,,,'09 - 12,S,KILLEEN ISD
'014906012,ELLISON NINTH GR CTR,'12,N,A,NA,NQ,N,'014,BELL,'014906002,ELLISON HS,'09 - 09,S,KILLEEN ISD
'014906041,FAIRWAY MIDDLE,'12,N,A,NA,NQ,N,'014,BELL,,,'06 - 08,M,KILLEEN ISD
'014906104,FOWLER EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906105,HARKER HEIGHTS EL,'12,N,R,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906119,HAY BRANCH EL,'12,N,R,NA,NQ,N,'014,BELL,,BROOKHAVEN INT.,'PK - 03,E,KILLEEN ISD
'014906106,HAYNES EL,'12,N,A,NA,NQ,N,'014,BELL,,,'EE - 05,E,KILLEEN ISD
'014906004,KILLEEN ALTER CTR H S,'12,N,1,PE,,N,'014,BELL,,,'09 - 12,S,KILLEEN ISD
'014906001,KILLEEN H S,'12,N,A,NQ,NQ,N,'014,BELL,,,'09 - 12,S,KILLEEN ISD
'014906011,KILLEEN NINTH GR CTR,'12,N,A,NA,NQ,N,'014,BELL,'014906001,KILLEEN HS,'09 - 09,S,KILLEEN ISD
'014906044,MANOR MIDDLE,'12,N,A,NA,NQ,N,'014,BELL,,,'06 - 08,M,KILLEEN ISD
'014906114,MARLBORO EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906108,MEADOWS EL,'12,N,R,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906022,METROPLEX HOSPITAL,'12,N,N,NR,,N,'014,BELL,,,'KG - 12,B,KILLEEN ISD
'014906009,MIDDLE LEVEL LRN CTR,'12,N,1,PE,,N,'014,BELL,,,'06 - 08,M,KILLEEN ISD
'014906121,MOUNTAIN VIEW EL,'12,N,R,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906042,NOLAN MIDDLE,'12,N,A,NA,NQ,N,'014,BELL,,,'06 - 08,M,KILLEEN ISD
'014906115,NOLANVILLE EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906048,PALO ALTO MIDDLE,'12,N,A,NA,NQ,N,'014,BELL,,,'06 - 08,M,KILLEEN ISD
'014906006,PATHWAYS LRN CTR,'12,N,1,PE,,N,'014,BELL,,,'09 - 12,S,KILLEEN ISD
'014906109,PEEBLES EL,'12,N,R,NA,NQ,N,'014,BELL,,BROOKHAVEN INT.,'EE - 03,E,KILLEEN ISD
'014906110,PERSHING PARK EL,'12,N,R,NA,NQ,N,'014,BELL,,,'EE - 05,E,KILLEEN ISD
'014906043,RANCIER MIDDLE,'12,N,A,NA,NQ,N,'014,BELL,,,'06 - 08,M,KILLEEN ISD
'014906122,REECES CREEK EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906045,SMITH MIDDLE,'12,N,A,NA,NQ,N,'014,BELL,,,'06 - 08,M,KILLEEN ISD
'014906111,SUGAR LOAF EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906126,VENABLE VILLAGE EL,'12,N,A,NA,NQ,N,'014,BELL,,,'EE - 05,E,KILLEEN ISD
'014906112,WEST WARD EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 05,E,KILLEEN ISD
'014906120,WILLOW SPRINGS EL,'12,N,A,NA,NQ,N,'014,BELL,,,'EE - 05,E,KILLEEN ISD
'137901041,GILLETT INT,'02,N,R,NA,NQ,N,'137,KLEBERG,,,'05 - 06,M,KINGSVILLE ISD
'137901109,HARREL EL,'02,N,A,NA,NQ,N,'137,KLEBERG,'137901108,MCROBERTS EL,'EE - 01,E,KINGSVILLE ISD
'137901105,HARVEY EL,'02,N,R,NA,NQ,N,'137,KLEBERG,'137901110,PEREZ EL,'EE - 01,E,KINGSVILLE ISD
'137901111,HOMEBOUND,'02,N,N,NR,,N,'137,KLEBERG,,,'08 - 11,S,KINGSVILLE ISD
'137901002,K E Y S ACADEMY,'02,N,1,PE,,N,'137,KLEBERG,,,'09 - 12,S,KINGSVILLE ISD
'137901001,KING H S,'02,N,A,NQ,NQ,N,'137,KLEBERG,,,'09 - 12,S,KINGSVILLE ISD
'137901106,KLEBERG EL,'02,N,A,NA,NQ,N,'137,KLEBERG,,,'02 - 04,E,KINGSVILLE ISD
'137901003,L A S E R EXPULSION/SUSPENSION,'02,N,1,PE,,N,'137,KLEBERG,,,'05 - 12,B,KINGSVILLE ISD
'137901107,LAMAR EL,'02,N,A,NA,NQ,N,'137,KLEBERG,'137901106,KLEBERG EL,'EE - 01,E,KINGSVILLE ISD
'137901108,MCROBERTS EL,'02,N,A,NA,NQ,N,'137,KLEBERG,,,'02 - 04,E,KINGSVILLE ISD
'137901042,MEMORIAL MIDDLE,'02,N,A,NA,NQ,N,'137,KLEBERG,,,'07 - 08,M,KINGSVILLE ISD
'137901004,NIGHT SCHOOL,'02,N,1,PE,,N,'137,KLEBERG,,,'08 - 12,S,KINGSVILLE ISD
'137901110,PEREZ EL,'02,N,R,NA,NQ,N,'137,KLEBERG,,,'02 - 04,E,KINGSVILLE ISD
'121905103,KIRBYVILLE EL,'05,N,A,NA,NQ,N,'121,JASPER,,,'EE - 06,E,KIRBYVILLE ISD
'121905001,KIRBYVILLE H S,'05,N,A,NQ,NQ,N,'121,JASPER,,,'09 - 12,S,KIRBYVILLE ISD
'121905041,KIRBYVILLE J H,'05,N,E,NA,R,N,'121,JASPER,,,'07 - 08,M,KIRBYVILLE ISD
'101915107,BENFER EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915109,BRILL EL,'04,N,E,NA,RM,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915046,DOERRE INT,'04,N,E,NA,R,N,'101,HARRIS,,,'06 - 08,M,KLEIN ISD
'101915110,EHRHARDT EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915118,EILAND EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915105,EPPS ISLAND EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915104,GREENWOOD FOREST EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915037,HARRIS CO JJAEP,'04,N,N,NR,,N,'101,HARRIS,,,'04 - 12,B,KLEIN ISD
'101915103,HAUDE EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915042,HILDEBRANDT INT,'04,N,R,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,KLEIN ISD
'101915108,KAISER EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915045,KLEB INT,'04,N,E,NA,R,N,'101,HARRIS,,,'06 - 08,M,KLEIN ISD
'101915002,KLEIN FOREST H S,'04,N,A,NQ,NQ,N,'101,HARRIS,,,'09 - 12,S,KLEIN ISD
'101915001,KLEIN H S,'04,N,R,NQ,NQ,N,'101,HARRIS,,,'09 - 12,S,KLEIN ISD
'101915041,KLEIN INT,'04,N,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,KLEIN ISD
'101915003,KLEIN OAK H S,'04,N,R,NQ,NQ,N,'101,HARRIS,,,'09 - 12,S,KLEIN ISD
'101915039,KLEIN SEMS,'04,N,N,NR,,N,'101,HARRIS,,,'EE - 12,B,KLEIN ISD
'101915117,KLENK EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915113,KRAHN EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915115,KUEHNLE EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915111,LEMM EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915116,MITTELSTADT EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915112,NITSCH EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915102,NORTHAMPTON EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915114,ROTH EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915119,SCHULTZ EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915044,STRACK INT,'04,N,E,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,KLEIN ISD
'101915106,THEISS EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KLEIN ISD
'101915043,WUNDERLICH INT,'04,N,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,KLEIN ISD
'058905101,KLONDIKE EL,'17,N,A,NA,NQ,N,'058,DAWSON,,,'KG - 05,E,KLONDIKE ISD
'058905001,KLONDIKE H S,'17,N,E,NQ,NQ,N,'058,DAWSON,,,'06 - 12,B,KLONDIKE ISD
'232901111,KNIPPA ALTERNATIVE,'20,N,N,NR,,N,'232,UVALDE,,,'07 - 11,S,KNIPPA ISD
'232901001,KNIPPA SCHOOL,'20,N,R,AC,NQ,N,'232,UVALDE,,,'PK - 12,B,KNIPPA ISD
'138902101,KNOX CITY EL,'09,N,A,NA,M,N,'138,KNOX,,,'EE - 04,E,KNOX CITY-O'BRIEN ISD
'138902001,KNOX CITY H S,'09,N,E,NQ,NQ,N,'138,KNOX,,,'09 - 12,S,KNOX CITY-O'BRIEN ISD
'138902041,O'BRIEN MIDDLE,'09,N,R,NA,R,N,'138,KNOX,,,'05 - 08,M,KNOX CITY-O'BRIEN ISD
'018907001,KOPPERL SCHOOL,'12,N,A,NQ,NQ,N,'018,BOSQUE,,,'EE - 12,B,KOPPERL ISD
'100903101,KOUNTZE EL,'05,N,A,NA,NQ,N,'100,HARDIN,,,'EE - 05,E,KOUNTZE ISD
'100903002,KOUNTZE H S,'05,N,R,NQ,NQ,N,'100,HARDIN,,,'09 - 12,S,KOUNTZE ISD
'100903041,KOUNTZE MIDDLE,'05,N,A,NA,NQ,N,'100,HARDIN,,,'06 - 08,M,KOUNTZE ISD
'219905101,KRESS EL,'16,N,A,NA,NQ,N,'219,SWISHER,,,'KG - 06,E,KRESS ISD
'219905001,KRESS H S,'16,N,A,NQ,NQ,N,'219,SWISHER,,,'07 - 12,S,KRESS ISD
'061905102,BLANCHE DODD INT,'11,N,R,NA,NQ,N,'061,DENTON,,,'03 - 06,E,KRUM ISD
'061905101,DYER EL,'11,N,R,NA,NQ,N,'061,DENTON,'061905102,KRUM INT,'EE - 02,E,KRUM ISD
'061905001,KRUM H S,'11,N,R,NQ,R,N,'061,DENTON,,,'09 - 12,S,KRUM ISD
'061905041,KRUM MIDDLE,'11,N,R,NA,R,N,'061,DENTON,,,'07 - 08,M,KRUM ISD
'031905103,C E VAIL EL,'01,N,R,NA,NQ,N,'031,CAMERON,,,'03 - 05,E,LA FERIA ISD
'031905002,LA FERIA ALTER,'01,N,1,PE,,N,'031,CAMERON,,,'09 - 12,S,LA FERIA ISD
'031905001,LA FERIA H S,'01,N,R,NQ,NQ,N,'031,CAMERON,,,'09 - 12,S,LA FERIA ISD
'031905102,LEE EL,'01,N,N,NR,,N,'031,CAMERON,,,'EE - KG,E,LA FERIA ISD
'031905101,SAM HOUSTON EL,'01,N,R,NA,NQ,N,'031,CAMERON,'031905103,C. E. VAIL ELEMENTARY,'01 - 02,E,LA FERIA ISD
'031905041,WILLIAM B GREEN MIDDLE,'01,N,R,NA,NQ,N,'031,CAMERON,,,'06 - 08,M,LA FERIA ISD
'125906101,LA GLORIA EL,'02,N,A,NA,NQ,N,'125,JIM WELLS,,,'KG - 07,E,LA GLORIA ISD
'075902101,HERMES EL,'13,N,A,NA,NQ,N,'075,FAYETTE,,LA GRANGE INT.,'EE - 03,E,LA GRANGE ISD
'075902001,LA GRANGE H S,'13,N,R,NQ,NQ,N,'075,FAYETTE,,,'09 - 12,S,LA GRANGE ISD
'075902102,LA GRANGE INT,'13,N,A,NA,NQ,N,'075,FAYETTE,,,'04 - 06,E,LA GRANGE ISD
'075902041,LA GRANGE MIDDLE,'13,N,A,NA,M,N,'075,FAYETTE,,,'07 - 08,M,LA GRANGE ISD
'108912003,ALTER CTR FOR ED,'01,N,1,PE,,N,'108,HIDALGO,,,'05 - 12,B,LA JOYA ISD
'108912105,BENAVIDES EL,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'EE - 05,E,LA JOYA ISD
'108912042,CESAR CHAVEZ MIDDLE,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'06 - 08,M,LA JOYA ISD
'108912111,DIAZ-VILLARREAL,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'108912108,E B REYNA EL,'01,N,E,NA,NQ,N,'108,HIDALGO,,,'EE - 05,E,LA JOYA ISD
'108912107,"ELIGIO ""KIKA"" DE LA GARZA EL",'01,N,A,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'108912109,ELODIA R CHAPA EL,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'108912104,FLORES EL,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'108912102,J F KENNEDY EL,'01,N,R,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'108912110,JOSE DE ESCANDON EL,'01,N,E,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'108912001,LA JOYA H S,'01,N,A,NQ,NQ,N,'108,HIDALGO,,,'09 - 12,S,LA JOYA ISD
'108912004,LA JOYA 9TH GRADE,'01,N,A,NA,NQ,N,'108,HIDALGO,'108912001,LA JOYA HS,'09 - 09,S,LA JOYA ISD
'108912106,LEO J LEO EL,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'108912044,MEMORIAL MIDDLE,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'06 - 08,M,LA JOYA ISD
'108912112,NARCISO CAVAZOS,'01,N,R,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'108912041,NELLIE SCHUNIOR MIDDLE,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'06 - 08,M,LA JOYA ISD
'108912113,TABASCO EL,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA JOYA ISD
'084904006,GALVESTON CO J J A E P,'04,N,3,PE,,N,'084,GALVESTON,,,'09 - 10,S,LA MARQUE ISD
'084904101,HIGHLANDS EL,'04,N,A,NA,NQ,N,'084,GALVESTON,,,'PK - 05,E,LA MARQUE ISD
'084904102,INTER CITY EL,'04,N,A,NA,NQ,N,'084,GALVESTON,,,'EE - 05,E,LA MARQUE ISD
'084904001,LA MARQUE H S,'04,N,A,NQ,NQ,N,'084,GALVESTON,,,'09 - 12,S,LA MARQUE ISD
'084904041,LA MARQUE MIDDLE,'04,N,A,NA,NQ,N,'084,GALVESTON,,,'06 - 08,M,LA MARQUE ISD
'084904103,LAKE ROAD EL,'04,N,A,NA,NQ,N,'084,GALVESTON,,,'EE - 05,E,LA MARQUE ISD
'084904105,SIMMS EL,'04,N,A,NA,NQ,N,'084,GALVESTON,,,'PK - 05,E,LA MARQUE ISD
'084904107,WESTLAWN EL,'04,N,R,NA,NQ,N,'084,GALVESTON,,,'EE - 05,E,LA MARQUE ISD
'101916042,BAKER J H,'04,N,R,NA,RM,N,'101,HARRIS,,,'06 - 06,M,LA PORTE ISD
'101916104,BAYSHORE EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,LA PORTE ISD
'101916105,COLLEGE PARK EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,LA PORTE ISD
'101916002,DEWALT ALTER,'04,N,1,PE,,N,'101,HARRIS,,,'06 - 12,B,LA PORTE ISD
'101916009,HIGH POINT ALTER,'04,N,1,PE,,N,'101,HARRIS,,,'07 - 11,S,LA PORTE ISD
'101916101,JENNIE REID EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,LA PORTE ISD
'101916103,LA PORTE EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,LA PORTE ISD
'101916001,LA PORTE H S,'04,N,A,NQ,NQ,N,'101,HARRIS,,,'09 - 12,S,LA PORTE ISD
'101916041,LA PORTE J H,'04,N,A,NA,NQ,N,'101,HARRIS,,,'07 - 08,M,LA PORTE ISD
'101916107,LEO RIZZUTO EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,LA PORTE ISD
'101916106,LOMAX EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,LA PORTE ISD
'101916043,LOMAX J H,'04,N,A,NA,NQ,N,'101,HARRIS,,,'07 - 08,M,LA PORTE ISD
'107910002,A L P H A CAMPUS,'07,N,1,PE,,N,'107,HENDERSON,,,'11 - 12,S,LA POYNOR ISD
'107910101,LA POYNOR EL,'07,N,R,NA,NQ,N,'107,HENDERSON,,,'KG - 06,E,LA POYNOR ISD
'107910001,LA POYNOR H S,'07,N,R,NQ,NQ,N,'107,HENDERSON,,,'07 - 12,S,LA POYNOR ISD
'254902101,LA PRYOR EL,'20,N,A,NA,NQ,N,'254,ZAVALA,,,'PK - 12,B,LA PRYOR ISD
'254902001,LA PRYOR H S,'20,N,A,NQ,NQ,N,'254,ZAVALA,,,'09 - 12,S,LA PRYOR ISD
'254902041,LA PRYOR MIDDLE,'20,N,A,NA,NQ,N,'254,ZAVALA,,,'06 - 08,M,LA PRYOR ISD
'161906004,CHALLENGE ACADEMY,'12,N,N,NR,,N,'161,MCLENNAN,,,'07 - 11,S,LA VEGA ISD
'161906103,EAST LA VEGA INT,'12,N,A,NA,NQ,N,'161,MCLENNAN,,,'04 - 05,E,LA VEGA ISD
'161906042,H P MILES MIDDLE,'12,N,A,NA,NQ,N,'161,MCLENNAN,,,'06 - 08,M,LA VEGA ISD
'161906105,LA VEGA EL,'12,N,A,NA,NQ,N,'161,MCLENNAN,,EAST LA VEGA INT.,'02 - 03,E,LA VEGA ISD
'161906002,LA VEGA H S,'12,N,A,NQ,NQ,N,'161,MCLENNAN,,,'09 - 12,S,LA VEGA ISD
'161906106,LA VEGA PRI,'12,N,A,NA,NQ,N,'161,MCLENNAN,'161906105,LA VEGA EL,'EE - 01,E,LA VEGA ISD
'161906003,OPTIONS,'12,N,1,PE,,N,'161,MCLENNAN,,,'09 - 12,S,LA VEGA ISD
'247903002,LA VERNIA ALTER,'20,N,1,PE,,N,'247,WILSON,,,'08 - 12,S,LA VERNIA ISD
'247903101,LA VERNIA EL,'20,N,R,NA,NQ,N,'247,WILSON,,,'EE - 05,E,LA VERNIA ISD
'247903001,LA VERNIA H S,'20,N,E,NQ,R,N,'247,WILSON,,,'09 - 12,S,LA VERNIA ISD
'247903041,LA VERNIA MIDDLE,'20,N,R,NA,M,N,'247,WILSON,,,'06 - 08,M,LA VERNIA ISD
'108914101,LA VILLA EL,'01,N,R,NA,NQ,N,'108,HIDALGO,,,'PK - 05,E,LA VILLA ISD
'108914001,LA VILLA H S,'01,N,A,NQ,NQ,N,'108,HIDALGO,,,'09 - 12,S,LA VILLA ISD
'108914041,LA VILLA MIDDLE,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'06 - 08,M,LA VILLA ISD
'015913101,LACKLAND EL,'20,N,E,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,LACKLAND ISD
'015913001,VIRGINIA ALLRED STACEY JR/SR H S,'20,N,E,NQ,M,N,'015,BEXAR,,,'06 - 12,B,LACKLAND ISD
'227912101,LAGO VISTA EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,LAGO VISTA ISD
'227912001,LAGO VISTA H S,'13,N,R,NQ,NQ,N,'227,TRAVIS,,,'09 - 12,S,LAGO VISTA ISD
'227912041,LAGO VISTA MIDDLE,'13,N,A,NA,RM,N,'227,TRAVIS,,,'06 - 08,M,LAGO VISTA ISD
'061912103,CORINTH PRI,'11,N,R,NA,NQ,N,'061,DENTON,'061912101,LAKE DALLAS EL,'EE - 02,E,LAKE DALLAS ISD
'061912101,LAKE DALLAS EL,'11,N,R,NA,NQ,N,'061,DENTON,,,'03 - 05,E,LAKE DALLAS ISD
'061912001,LAKE DALLAS H S,'11,N,R,NQ,NQ,N,'061,DENTON,,,'09 - 12,S,LAKE DALLAS ISD
'061912041,LAKE DALLAS MIDDLE,'11,N,R,NA,NQ,N,'061,DENTON,,,'06 - 08,M,LAKE DALLAS ISD
'061912102,LAKE DALLAS PRI,'11,N,R,NA,NQ,N,'061,DENTON,'061912101,LAKE DALLAS EL,'PK - 02,E,LAKE DALLAS ISD
'227913101,LAKE TRAVIS EL,'13,N,R,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,LAKE TRAVIS ISD
'227913001,LAKE TRAVIS H S,'13,N,R,NQ,R,N,'227,TRAVIS,,,'09 - 12,S,LAKE TRAVIS ISD
'227913041,LAKE TRAVIS MIDDLE,'13,N,E,NA,M,N,'227,TRAVIS,,,'06 - 08,M,LAKE TRAVIS ISD
'227913102,LAKEWAY EL,'13,N,E,NA,M,N,'227,TRAVIS,,,'EE - 05,E,LAKE TRAVIS ISD
'220910101,EFFIE MORRIS EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 04,E,LAKE WORTH ISD
'220910102,JAMES HODGKINS INT,'11,N,A,NA,R,N,'220,TARRANT,,,'05 - 06,M,LAKE WORTH ISD
'220910001,LAKE WORTH H S,'11,N,A,NQ,NQ,N,'220,TARRANT,,,'09 - 12,S,LAKE WORTH ISD
'220910041,N A HOWRY MIDDLE,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,LAKE WORTH ISD
'220910005,SECOND CHANCE H S,'11,N,1,PE,,N,'220,TARRANT,,,'09 - 12,S,LAKE WORTH ISD
'096908001,LAKEVIEW SCHOOL,'16,N,A,NQ,NQ,N,'096,HALL,,,'PK - 12,B,LAKEVIEW ISD
'079901004,ALTER LRN CTR,'04,N,1,PE,,N,'079,FORT BEND,,,'07 - 11,S,LAMAR CONSOLIDATED ISD
'079901002,B F TERRY H S,'04,N,A,NQ,NQ,N,'079,FORT BEND,,,'09 - 12,S,LAMAR CONSOLIDATED ISD
'079901101,BEASLEY EL,'04,N,R,NA,NQ,N,'079,FORT BEND,,,'PK - 05,E,LAMAR CONSOLIDATED ISD
'079901102,BOWIE EL,'04,N,A,NA,NQ,N,'079,FORT BEND,,,'PK - 05,E,LAMAR CONSOLIDATED ISD
'079901134,C S S,'04,N,N,NR,,N,'079,FORT BEND,,,'08 - 12,S,LAMAR CONSOLIDATED ISD
'079901005,COMMUNITY CTR,'04,N,N,NR,,N,'079,FORT BEND,,,'02 - 12,B,LAMAR CONSOLIDATED ISD
'079901106,CROCKETT MIDDLE,'04,N,A,NA,NQ,N,'079,FORT BEND,,,'06 - 06,M,LAMAR CONSOLIDATED ISD
'079901008,FORT BEND CO ALTER,'04,N,N,NR,,N,'079,FORT BEND,,,'08 - 11,S,LAMAR CONSOLIDATED ISD
'079901042,GEORGE J H,'04,N,A,NA,NQ,N,'079,FORT BEND,,,'07 - 08,M,LAMAR CONSOLIDATED ISD
'079901110,HUGGINS EL,'04,N,A,NA,M,N,'079,FORT BEND,,,'EE - 05,E,LAMAR CONSOLIDATED ISD
'079901118,JACKSON EL,'04,N,A,NA,NQ,N,'079,FORT BEND,,,'EE - 05,E,LAMAR CONSOLIDATED ISD
'079901105,JANE LONG EL,'04,N,A,NA,R,N,'079,FORT BEND,,,'PK - 05,E,LAMAR CONSOLIDATED ISD
'079901117,JUAN SEGUIN EL,'04,N,A,NA,NQ,N,'079,FORT BEND,,,'PK - 05,E,LAMAR CONSOLIDATED ISD
'079901133,JUVENILE DETENT CTR,'04,N,N,NR,,N,'079,FORT BEND,,,'06 - 12,B,LAMAR CONSOLIDATED ISD
'079901001,LAMAR CONS H S,'04,N,A,NQ,NQ,N,'079,FORT BEND,,,'09 - 12,S,LAMAR CONSOLIDATED ISD
'079901041,LAMAR J H,'04,N,A,NA,NQ,N,'079,FORT BEND,,,'07 - 08,M,LAMAR CONSOLIDATED ISD
'079901111,MANFORD WILLIAMS EL,'04,N,R,NA,NQ,N,'079,FORT BEND,,,'EE - 05,E,LAMAR CONSOLIDATED ISD
'079901112,MEYER EL,'04,N,R,NA,R,N,'079,FORT BEND,,,'EE - 05,E,LAMAR CONSOLIDATED ISD
'079901103,NAVARRO MIDDLE,'04,N,R,NA,RM,N,'079,FORT BEND,,,'06 - 06,M,LAMAR CONSOLIDATED ISD
'079901007,PLACE (16-21),'04,N,2,PE,,N,'079,FORT BEND,,,'09 - 12,S,LAMAR CONSOLIDATED ISD
'079901107,SMITH EL,'04,N,R,NA,NQ,N,'079,FORT BEND,,,'PK - 05,E,LAMAR CONSOLIDATED ISD
