CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,REGION,PAIRCAMP,pairname
'020901004,,BRAZORIA CO J J A E P,N,BRAZORIA,'020,X,ALVIN ISD,'07 - 11,S,'04,,
'020901110,WMNY,DON JETER ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 06,E,'04,,
'020901105,MNY,E C MASON ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 06,E,'04,,
'020901043,EW,G W HARBY J H,N,BRAZORIA,'020,R,ALVIN ISD,'06 - 08,M,'04,,
'020901109,EMN,HOOD-CASE ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 06,E,'04,,
'020901104,MY,LONGFELLOW ELEMENTARY,N,BRAZORIA,'020,A,ALVIN ISD,'04 - 06,E,'04,,
'020901042,WSY,MANVEL J H,N,BRAZORIA,'020,R,ALVIN ISD,'07 - 08,M,'04,,
'020901103,EM,MARK TWAIN PRIMARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 03,E,'04,,
'020901111,EWMNY,MARY BURKS MAREK EL,N,BRAZORIA,'020,E,ALVIN ISD,'EE - 06,E,'04,,
'020901108,WM,MELBA PASSMORE ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 06,E,'04,,
'020901106,EM,R L STEVENSON PRIMARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 03,E,'04,,
'020901107,EMNZ,WALT DISNEY ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'04 - 06,E,'04,,
'249901101,EMN,ALVORD EL,N,WISE,'249,E,ALVORD ISD,'EE - 05,E,'11,,
'249901001,ARVS,ALVORD H S,N,WISE,'249,A,ALVORD ISD,'09 - 12,S,'11,,
'249901041,AEWMSX,ALVORD MIDDLE SCHOOL,N,WISE,'249,R,ALVORD ISD,'06 - 08,M,'11,,
'188901003,AVM,AMARILLO AREA CTR FOR ADVANCED LR,N,POTTER,'188,R,AMARILLO ISD,'09 - 12,S,'16,,
'188901001,PUVES,AMARILLO H S,N,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,'16,,
'188901041,EW,AUSTIN MIDDLE,N,POTTER,'188,R,AMARILLO ISD,'06 - 08,M,'16,,
'188901101,EMNZ,AVONDALE EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901102,EWMN,BELMAR EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901103,EWMNX,BIVINS EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901048,EWSY,BONHAM MIDDLE,N,POTTER,'188,R,AMARILLO ISD,'06 - 08,M,'16,,
'188901042,W,BOWIE MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,'16,,
'188901002,Y,CAPROCK H S,N,POTTER,'188,A,AMARILLO ISD,'EE - 12,B,'16,,
'188901110,,CARVER EARLY CHILDHOOD ACADEMY,N,POTTER,'188,R,AMARILLO ISD,'EE - 01,E,'16,'188901170,CARVER EL ACADEMY
'188901170,EN,CARVER EL ACADEMY,N,POTTER,'188,R,AMARILLO ISD,'02 - 05,E,'16,,
'188901104,EMN,CORONADO EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901043,EWS,CROCKETT MIDDLE,N,POTTER,'188,R,AMARILLO ISD,'05 - 08,M,'16,,
'188901105,,EASTRIDGE EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901106,EM,EMERSON EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901044,W,FANNIN MIDDLE,N,POTTER,'188,R,AMARILLO ISD,'06 - 08,M,'16,,
'188901107,,FOREST HILL EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901108,EMX,GLENWOOD EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901109,,HAMLET EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,'16,,
'188901045,EW,HOUSTON MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,'16,,
'188901111,EWM,HUMPHREY'S HIGHLAND EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,'16,,
'188901050,MZ,JOHNNY N ALLEN-6TH GRADE CAMPUS,N,POTTER,'188,R,AMARILLO ISD,'06 - 06,M,'16,,
'188901112,EMX,LAMAR EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901113,EWMN,LANDERGIN EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901114,MNX,LAWNDALE EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901115,,LEE EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901049,EWMNX,LORENZO DE ZAVALA MIDDLE SCHOOL,N,POTTER,'188,E,AMARILLO ISD,'05 - 07,M,'16,,
'188901046,WX,MANN MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,'16,,
'188901134,,MESA VERDE EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 07,E,'16,,
'188901138,,NORTH HEIGHTS ALTER,N,POTTER,'188,1,AMARILLO ISD,'09 - 12,S,'16,,
'188901119,EWMNX,OAK DALE EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901120,EWMNX,OLSEN PARK EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901004,,PALO DURO H S,N,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,'16,,
'188901121,EWMNX,PARAMOUNT TERRACE EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901122,EM,PLEASANT VALLEY EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901139,EWMN,PUCKETT EL,N,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,'16,,
'188901123,EWMN,RIDGECREST EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901124,N,ROGERS EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901126,,SAN JACINTO EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,'16,,
'188901125,MN,SANBORN EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901140,AEWMNX,SLEEPY HOLLOW EL,N,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,'16,,
'188901127,EWMNX,SOUTH GEORGIA EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,'16,,
'188901128,MNX,SOUTH LAWN EL,N,POTTER,'188,E,AMARILLO ISD,'EE - 05,E,'16,,
'188901130,WMNX,SUNRISE EL,N,POTTER,'188,E,AMARILLO ISD,'EE - 05,E,'16,,
'188901005,,TASCOSA H S,N,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,'16,,
'188901047,,TRAVIS MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,'16,,
'188901131,EWMN,WESTERN PLATEAU EL,N,POTTER,'188,E,AMARILLO ISD,'PK - 05,E,'16,,
'188901132,MX,WHITTIER EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,'16,,
'188901133,NZ,WILLS EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901141,EWMN,WINDSOR EL,N,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,'16,,
'188901135,EWMN,WOLFLIN EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,'16,,
'188901142,EWMX,WOODLANDS ELEMENTARY,N,POTTER,'188,E,AMARILLO ISD,'KG - 04,E,'16,,
'101818001,,AMERICAN ACADEMY OF EXCELLENCE CH,Y,HARRIS,'101,1,AMERICAN ACADEMY OF EXCELLENCE CHA,'09 - 12,S,'04,,
'227801001,,AMERICAN YOUTHWORKS CHARTER SCHOO,Y,TRAVIS,'227,2,AMERICAN YOUTHWORKS CHARTER SCHOOL,'09 - 12,S,'13,,
'227801002,,AMERICAN YOUTHWORKS CHARTER SCHOO,Y,TRAVIS,'227,2,AMERICAN YOUTHWORKS CHARTER SCHOOL,'09 - 12,S,'13,,
'140901001,A,AMHERST SCHOOL,N,LAMB,'140,A,AMHERST ISD,'KG - 12,B,'17,,
'140901002,,P E P,N,LAMB,'140,1,AMHERST ISD,'10 - 11,S,'17,,
'101819001,AMZ,AMIGOS POR VIDA-FRIENDS FOR LIFE,Y,HARRIS,'101,A,AMIGOS POR VIDA-FRIENDS FOR LIFE C,'PK - 05,E,'04,,
'036901004,,ADAPTIVE BEHAVIOR UNIT,N,CHAMBERS,'036,X,ANAHUAC ISD,'03 - 03,E,'04,,
'036901101,WM,ANAHUAC EL,N,CHAMBERS,'036,A,ANAHUAC ISD,'EE - 05,E,'04,,
'036901001,UVY,ANAHUAC H S,N,CHAMBERS,'036,A,ANAHUAC ISD,'09 - 12,S,'04,,
'036901041,AWMSX,ANAHUAC MIDDLE,N,CHAMBERS,'036,R,ANAHUAC ISD,'06 - 08,M,'04,,
'036901003,,HARDIN/CHAMBERS CTR,N,CHAMBERS,'036,X,ANAHUAC ISD,'09 - 12,S,'04,,
'093901101,EX,ANDERSON-SHIRO ELEMENTARY,N,GRIMES,'093,A,ANDERSON-SHIRO CISD,'PK - 04,E,'06,,
'093901001,VWX,ANDERSON-SHIRO SECONDARY SCHOOL,N,GRIMES,'093,A,ANDERSON-SHIRO CISD,'05 - 12,B,'06,,
'002901002,,ANDREWS ALTER,N,ANDREWS,'002,X,ANDREWS ISD,'06 - 12,B,'18,,
'002901001,AX,ANDREWS HIGH SCHOOL,N,ANDREWS,'002,A,ANDREWS ISD,'09 - 12,S,'18,,
'002901041,W,ANDREWS MIDDLE SCHOOL,N,ANDREWS,'002,A,ANDREWS ISD,'06 - 08,M,'18,,
'002901105,,CLEARFORK EL,N,ANDREWS,'002,R,ANDREWS ISD,'KG - 03,E,'18,'002901101,DEVONIAN ELEM
'002901101,E,DEVONIAN ELEM,N,ANDREWS,'002,R,ANDREWS ISD,'03 - 04,E,'18,,
'002901103,M,SAN ANDRES ELEM,N,ANDREWS,'002,R,ANDREWS ISD,'EE - 05,E,'18,,
'002901104,WMX,UNDERWOOD ELEM,N,ANDREWS,'002,R,ANDREWS ISD,'PK - 04,E,'18,,
'020902001,,ANGLETON H S,N,BRAZORIA,'020,A,ANGLETON ISD,'09 - 12,S,'04,,
'020902044,AEWS,ANGLETON INTERMEDIATE SCHOOL,N,BRAZORIA,'020,R,ANGLETON ISD,'07 - 08,M,'04,,
'020902043,AEMY,ANGLETON MIDDLE SCHOOL,N,BRAZORIA,'020,R,ANGLETON ISD,'05 - 06,M,'04,,
'020902003,,BRAZORIA CO ALTER ED CTR,N,BRAZORIA,'020,X,ANGLETON ISD,'06 - 11,B,'04,,
'020902004,,BRAZORIA CO JUVENILE DETENTION,N,BRAZORIA,'020,X,ANGLETON ISD,'08 - 12,S,'04,,
'020902101,,EARLY CHILDHOOD CAMPUS,N,BRAZORIA,'020,X,ANGLETON ISD,'EE - KG,E,'04,,
'020902109,EMX,FRONTIER EL,N,BRAZORIA,'020,E,ANGLETON ISD,'01 - 04,E,'04,,
'020902005,,MARSHALL EDUCATION CENTER,N,BRAZORIA,'020,1,ANGLETON ISD,'09 - 12,S,'04,,
'020902102,EWMX,NORTHSIDE EL,N,BRAZORIA,'020,E,ANGLETON ISD,'EE - 09,B,'04,,
'020902108,EWMX,RANCHO ISABELLA EL,N,BRAZORIA,'020,E,ANGLETON ISD,'01 - 04,E,'04,,
'020902103,MX,SOUTHSIDE EL,N,BRAZORIA,'020,E,ANGLETON ISD,'01 - 04,E,'04,,
'020902002,,STUDENT ALTERNATIVE CTR,N,BRAZORIA,'020,X,ANGLETON ISD,'05 - 12,B,'04,,
'020902104,EWM,WESTSIDE EL,N,BRAZORIA,'020,E,ANGLETON ISD,'EE - 04,E,'04,,
'043902001,AVX,ANNA H S,N,COLLIN,'043,A,ANNA ISD,'09 - 12,S,'10,,
'043902041,EWS,ANNA MIDDLE,N,COLLIN,'043,A,ANNA ISD,'05 - 08,M,'10,,
'043902101,M,JOE K BRYANT ELEMENTARY,N,COLLIN,'043,A,ANNA ISD,'EE - 04,E,'10,,
'043902197,,SPECIAL PROG CTR/J J A E P,N,COLLIN,'043,X,ANNA ISD,'10 - 10,S,'10,,
'127901101,EN,ANSON EL,N,JONES,'127,A,ANSON ISD,'EE - 05,E,'14,,
'127901001,AV,ANSON H S,N,JONES,'127,A,ANSON ISD,'09 - 12,S,'14,,
'127901041,AWSZ,ANSON MIDDLE,N,JONES,'127,A,ANSON ISD,'06 - 08,M,'14,,
'071906101,EW,ANTHONY EL,N,EL PASO,'071,A,ANTHONY ISD,'PK - 05,E,'19,,
'071906001,R,ANTHONY H S,N,EL PASO,'071,A,ANTHONY ISD,'09 - 12,S,'19,,
'071906041,AW,ANTHONY M S,N,EL PASO,'071,A,ANTHONY ISD,'06 - 08,M,'19,,
'110901101,NY,ANTON EL,N,HOCKLEY,'110,A,ANTON ISD,'PK - 06,E,'17,,
'110901001,ARVWS,ANTON H S,N,HOCKLEY,'110,A,ANTON ISD,'07 - 12,S,'17,,
'110901002,,ANTON P E P,N,HOCKLEY,'110,1,ANTON ISD,'09 - 12,S,'17,,
'228905101,EMX,APPLE SPRINGS EL,N,TRINITY,'228,R,APPLE SPRINGS ISD,'PK - 06,E,'06,,
'228905001,ARVEWS,APPLE SPRINGS H S,N,TRINITY,'228,R,APPLE SPRINGS ISD,'07 - 12,S,'06,,
'109912001,ARVES,AQUILLA SCHOOL,N,HILL,'109,A,AQUILLA ISD,'PK - 12,B,'12,,
'004901101,M,FULTON 4-5 LEARNING CENTER,N,ARANSAS,'004,R,ARANSAS COUNTY ISD,'04 - 05,E,'02,,
'004901102,,LITTLE BAY PRIMARY SCHOOL,N,ARANSAS,'004,X,ARANSAS COUNTY ISD,'EE - KG,E,'02,,
'004901103,EM,LIVEOAK 1-3 LEARNING CENTER,N,ARANSAS,'004,E,ARANSAS COUNTY ISD,'01 - 03,E,'02,,
'004901001,Y,ROCKPORT-FULTON HIGH SCHOOL,N,ARANSAS,'004,A,ARANSAS COUNTY ISD,'09 - 12,S,'02,,
'004901003,,ROCKPORT-FULTON LRN ACAD,N,ARANSAS,'004,1,ARANSAS COUNTY ISD,'08 - 12,S,'02,,
'004901041,W,ROCKPORT-FULTON MIDDLE SCHOOL,N,ARANSAS,'004,A,ARANSAS COUNTY ISD,'06 - 08,M,'02,,
'205901041,S,A C BLUNT MIDDLE SCHOOL,N,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'07 - 08,M,'02,,
'205901001,X,ARANSAS PASS HIGH SCHOOL,N,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'09 - 12,S,'02,,
'205901002,,ARANSAS PASS JJAEP,N,SAN PATRICIO,'205,X,ARANSAS PASS ISD,'09 - 09,S,'02,,
'205901104,,CHARLIE MARSHALL ELEMENTARY,N,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'04 - 06,E,'02,,
'205901101,,H T FAULK EARLY CHILDHOOD SCHOOL,N,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'EE - 01,E,'02,'205901102,W A KIEBERGER ELEMENTARY
'205901102,,W A KIEBERGER ELEMENTARY,N,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'02 - 03,E,'02,,
'005901101,EWN,ARCHER CITY EL,N,ARCHER,'005,R,ARCHER CITY ISD,'EE - 06,E,'09,,
'005901001,UVW,ARCHER CITY H S,N,ARCHER,'005,R,ARCHER CITY ISD,'07 - 12,S,'09,,
'061910001,ADPCRVEMNS,ARGYLE HIGH SCHOOL,N,DENTON,'061,R,ARGYLE ISD,'09 - 12,S,'11,,
'061910041,AEWMS,ARGYLE MIDDLE SCHOOL,N,DENTON,'061,E,ARGYLE ISD,'06 - 08,M,'11,,
'061910101,EWMN,HILLTOP ELEMENTARY,N,DENTON,'061,R,ARGYLE ISD,'EE - 05,E,'11,,
'220802101,EMNY,ARLINGTON CLASSICS ACADEMY,Y,TARRANT,'220,R,ARLINGTON CLASSICS ACADEMY,'KG - 06,E,'11,,
'220901124,EMY,AMOS EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901160,Y,ANDERSON ELEMENTARY,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,'11,,
'220901001,,ARLINGTON H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,'11,,
'220901149,AEWMNY,ASHWORTH EL,N,TARRANT,'220,E,ARLINGTON ISD,'KG - 06,E,'11,,
'220901132,Y,ATHERTON EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901045,EWS,BAILEY J H,N,TARRANT,'220,R,ARLINGTON ISD,'07 - 08,M,'11,,
'220901052,EWS,BARNETT J H,N,TARRANT,'220,R,ARLINGTON ISD,'07 - 08,M,'11,,
'220901141,Y,BEBENSEE EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901158,EWMN,BECKHAM ELEMENTARY,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901101,MY,BERRY EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,'11,,
'220901102,EY,BLANTON EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901051,EWS,BOLES J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'220901004,,BOWIE H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,'11,,
'220901147,AEN,BRYANT EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,'11,,
'220901155,E,BURGIN EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,'11,,
'220901129,AEWMN,BUTLER EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,'11,,
'220901041,,CARTER J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'220901137,ENY,COREY EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,'11,,
'220901150,Z,CROUCH EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,'11,,
'220901103,MY,CROW EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901130,EWMNZ,DITTO EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,'11,,
'220901104,EWMN,DUFF EL,N,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,'11,,
'220901125,EWMNY,DUNN EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901056,ESX,FERGUSON J H,N,TARRANT,'220,R,ARLINGTON ISD,'07 - 08,M,'11,,
'220901136,EY,FITZGERALD EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901126,,FOSTER EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901119,Z,GOODMAN EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901047,EWS,GUNN J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'220901117,EWNZ,HILL EL,N,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,'11,,
'220901139,,HOMEBOUND,N,TARRANT,'220,X,ARLINGTON ISD,'EE - EE,E,'11,,
'220901046,,HUTCHESON J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'220901143,ENY,J M FARRELL EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901142,Z,JANE ELLIS EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901121,Y,JOHNS EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901128,EWMN,KEY EL,N,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,'11,,
'220901157,EMZ,KNOX ELEMENTARY,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901107,,KOOKEN ED CTR,N,TARRANT,'220,X,ARLINGTON ISD,'EE - PK,E,'11,,
'220901003,,LAMAR H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,'11,,
'220901151,WN,LARSON EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,'11,,
'220901146,EWMNZ,LITTLE EL,N,TARRANT,'220,E,ARLINGTON ISD,'EE - 06,E,'11,,
'220901153,EMNY,LYNN HALE EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901005,S,MARTIN H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,'11,,
'220901144,EWMNY,MARY MOORE EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,'11,,
'220901135,EWMNY,MILLER EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901131,Y,MORTON EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901008,,NEWCOMER CENTER,N,TARRANT,'220,1,ARLINGTON ISD,'07 - 10,S,'11,,
'220901053,S,NICHOLS J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'220901055,EWS,OUSLEY J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'220901154,EMNZ,PEARCY EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,'11,,
'220901120,EWMNY,POPE EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901109,,RANKIN EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901159,Y,REMYNSE ELEMENTARY,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901110,Y,ROARK EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,'11,,
'220901122,Y,ROQUEMORE EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,'11,,
'220901002,,SAM HOUSTON H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,'11,,
'220901009,R,SEGUIN H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,'11,,
'220901048,S,SHACKELFORD J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'220901134,Y,SHERROD EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901123,NY,SHORT EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901111,Y,SOUTH DAVIS EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901112,Y,SPEER EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901140,Y,STARRETT EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901113,EWMNY,SWIFT EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,'11,,
'220901010,,TARRANT CO J J A E P,N,TARRANT,'220,X,ARLINGTON ISD,'07 - 11,S,'11,,
'220901114,,THORNTON EL,N,TARRANT,'220,L,ARLINGTON ISD,'PK - 06,E,'11,,
'220901145,Y,TOMMIE WILLIAMS EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,'11,,
'220901007,,TURNING POINT ALTER H S,N,TARRANT,'220,X,ARLINGTON ISD,'09 - 12,S,'11,,
'220901054,,TURNING POINT ALTER J H,N,TARRANT,'220,X,ARLINGTON ISD,'07 - 08,M,'11,,
'220901156,,TURNING POINT ALTERNATIVE ELEM,N,TARRANT,'220,X,ARLINGTON ISD,'04 - 06,E,'11,,
'220901006,,VENTURE ALTER H S,N,TARRANT,'220,1,ARLINGTON ISD,'07 - 12,S,'11,,
'220901148,Y,WEBB EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901152,AMY,WEST EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901116,Y,WIMBISH EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,'11,,
'220901133,EWMNY,WOOD EL,N,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,'11,,
'220901050,,WORKMAN J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'220901049,EWS,YOUNG J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,'11,,
'212901101,E,ARP EL,N,SMITH,'212,A,ARP ISD,'PK - 05,E,'07,,
'212901001,Z,ARP H S,N,SMITH,'212,A,ARP ISD,'09 - 12,S,'07,,
'212901041,,ARP J H,N,SMITH,'212,L,ARP ISD,'06 - 08,M,'07,,
'217901101,AEWMY,ASPERMONT EL,N,STONEWALL,'217,R,ASPERMONT ISD,'EE - 06,E,'14,,
'217901001,ADRUVEWY,ASPERMONT HS,N,STONEWALL,'217,R,ASPERMONT ISD,'07 - 12,S,'14,,
'107901107,,ATHENS ANNEX,N,HENDERSON,'107,X,ATHENS ISD,'EE - PK,E,'07,,
'107901001,X,ATHENS H S,N,HENDERSON,'107,A,ATHENS ISD,'09 - 12,S,'07,,
'107901103,,ATHENS INT,N,HENDERSON,'107,A,ATHENS ISD,'04 - 05,E,'07,,
'107901041,W,ATHENS MIDDLE,N,HENDERSON,'107,A,ATHENS ISD,'07 - 08,M,'07,,
'107901104,,BEL AIR EL,N,HENDERSON,'107,R,ATHENS ISD,'KG - 01,E,'07,'107901102,SOUTH ATHENS EL
'107901105,AEZ,R C FISHER CAMPUS,N,HENDERSON,'107,R,ATHENS ISD,'06 - 06,M,'07,,
'107901102,,SOUTH ATHENS EL,N,HENDERSON,'107,R,ATHENS ISD,'02 - 03,E,'07,,
'034901106,EW,ATLANTA EL,N,CASS,'034,A,ATLANTA ISD,'03 - 05,E,'08,,
'034901001,,ATLANTA H S,N,CASS,'034,A,ATLANTA ISD,'09 - 12,S,'08,,
'034901042,AWSY,ATLANTA MIDDLE,N,CASS,'034,A,ATLANTA ISD,'06 - 08,M,'08,,
'034901107,,ATLANTA PRI,N,CASS,'034,A,ATLANTA ISD,'EE - 02,E,'08,'034901106,ATLANTA EL
'061907101,,AUBREY EL,N,DENTON,'061,R,AUBREY ISD,'PK - 02,E,'11,'061907042,AUBREY INTERMEDIATE
'061907001,RVES,AUBREY H S,N,DENTON,'061,R,AUBREY ISD,'09 - 12,S,'11,,
'061907042,EWMNZ,AUBREY INTERMEDIATE,N,DENTON,'061,R,AUBREY ISD,'03 - 05,E,'11,,
'061907041,EWS,AUBREY MIDDLE,N,DENTON,'061,R,AUBREY ISD,'06 - 08,M,'11,,
'161802101,AE,AUDRE AND BERNARD RAPOPORT ACADEMY,Y,MCLENNAN,'161,R,AUDRE AND BERNARD RAPOPORT ACADEMY,'PK - 04,E,'12,,
'161802102,AEWSZ,RAPOPORT ACADEMY-QUINN CAMPUS,Y,MCLENNAN,'161,A,AUDRE AND BERNARD RAPOPORT ACADEMY,'05 - 08,M,'12,,
'227818001,,AUSTIN CAN ACADEMY CHARTER SCHOOL,Y,TRAVIS,'227,1,AUSTIN CAN ACADEMY CHARTER SCHOOL,'09 - 12,S,'13,,
'227821101,E,AUSTIN DISCOVERY SCH,Y,TRAVIS,'227,A,AUSTIN DISCOVERY SCHOOL,'KG - 04,E,'13,,
'227901115,,ACES- ALTERNATIVE CENTER FOR ELEM,N,TRAVIS,'227,X,AUSTIN ISD,'01 - 06,E,'13,,
