CAMPUS,YEAR,CPCTENGA,CPCTFLAA,CPCTG01A,CPCTG02A,CPCTG03A,CPCTG04A,CPCTG05A,CPCTG06A,CPCTGKGA,CPCTGMEA,CPCTMATA,CPCTSCIA,CPCTSOCA,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSETOFC,CPSETOFP,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST20FC,CPST20FP,CPST20SA,CPSTASFC,CPSTASFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTOPFC,CPSTOPFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA
'001908102,2013,.,.,18.6,17.8,.,.,.,.,15.9,.,.,.,.,6,14.06,42.672,9,21.091,0,33.672,78.909,1,2.343,67775,3.999,12.934,31245,4.9247,15.926,34035,6.999,22.635,37683,9.9996,32.339,45564,4.9989,16.166,48707,0,0,0,0,1,3.234,4.0001,12.936,11.8876,30.922,100,0,0,1,3.233,0,0,14.0355,0,0,0,0,0,0,22.922,74.128,3.9998,12.935,8.2983,30.922,72.464,40600,0.9998,3.2333,0,0,27.922,90.3,1.75,4.101,47629
'001909001,2013,12.8,15.5,.,.,.,.,.,14.2,.,.,13.3,14.7,12.1,0,0,21.579,0,0,0,21.579,100,1,4.634,67908,2,10.764,28463,6.343,34.14,39397,1.4966,8.055,38783,4.5671,24.582,46900,4.1727,22.459,51197,0,0,0.1513,0.814,0,0,0.2852,1.535,12.5407,10.833,58.305,0,0,0,0,0,0,11.4644,7.747,41.695,0,0,0,0,12.935,69.618,1.7157,9.234,9.4527,18.579,86.098,42665,0,0,3.4926,18.7983,18.579,100,2,9.268,43727
'001909101,2013,.,.,13.5,16,15,15.4,18.1,.,18.3,.,.,.,.,0,0,19.684,0,0,0,19.684,100,1,5.08,61097,0,0,.,1.9208,10.28,35387,4.5034,24.103,40000,9.4324,50.483,45713,2.8276,15.134,48455,0,0,0,0,0,0,0,0,13.2952,17.896,95.781,0,0,0,0,0,0,12.0958,0.788,4.219,0,0,0,0,16.684,89.295,2.0002,10.705,8.9574,18.684,94.92,43690,0,0,0,0,18.684,100,0,0,.
'002901001,2013,15.1,20,.,.,.,.,.,.,.,.,19.1,18.5,15.9,17.904,22.614,79.171,7.9626,10.058,0,71.208,89.942,1.4571,1.84,97935,1,1.532,43246,11.8983,18.239,50161,15.0451,23.063,56063,19.3728,29.697,57950,17.9182,27.468,71417,2,3.066,0.3,0.46,0,0,1.9585,3.002,14.8014,36.901,56.567,0.7696,1.1798,9.53,14.608,2.9998,4.599,13.8425,28.333,43.433,7.5673,11.6002,0,0,43.11,66.086,4.6178,7.079,8.5479,65.234,82.397,59568,0.9998,1.5326,6.9106,10.5935,49.705,76.195,4.5168,5.705,67330
'002901002,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,3,37.112,8.084,1,12.371,0,7.084,87.629,1,12.371,73535,0,0,.,0,0,.,1.0838,20.457,50128,3.9999,75.5,55570,-2,4.043,-2,1,18.875,0.125,2.359,0,0,3.4322,64.784,14.7143,2.214,41.796,0,0,0,0,0,0,6.7951,3.084,58.204,0,0,0,0,1.007,19.006,0.2142,4.043,7.2857,5.298,65.539,55517,0,0,0.5196,9.8077,4.298,81.125,0.7857,9.72,81805
'002901041,2013,13.9,.,.,.,.,.,.,21.6,.,.,13.1,23,22.7,12.172,19.276,63.143,8.9412,14.16,0,54.202,85.84,2,3.167,80759,2,4.27,47510,9.2141,19.67,50146,8.8708,18.937,52071,19.3778,41.368,57521,7.3796,15.754,64868,0,0,0.4168,0.89,1,2.135,1.6134,3.444,12.5673,29.605,63.201,0,0,6.172,13.176,0,0,16.5875,17.238,36.799,5.568,11.8866,0,0,37.553,80.169,1.4841,3.168,9.0385,46.843,74.184,55768,4.9996,10.6732,0.2069,0.4417,34.671,74.016,5.3596,8.488,60479
'002901101,2013,.,.,.,17.4,18.7,.,.,.,.,.,.,.,.,16.887,33.311,50.694,7,13.808,0,43.693,86.192,1,1.973,87215,2.984,7.68,43242,9.8711,25.405,47833,4.0003,10.296,50583,14.9995,38.604,54574,6.9998,18.015,63770,0,0,0,0,0,0,6.0401,15.545,12.3927,35.968,92.57,0.6851,1.7632,11.887,30.592,0,0,15.0818,2.887,7.43,0,0,0,0,29.939,77.053,2.1908,5.638,6.9544,38.855,76.647,53237,0,0,0,0,26.968,69.408,3.8387,7.572,69166
'002901104,2013,.,.,.,.,.,20.1,18.3,.,.,.,.,.,.,14.952,27.847,53.692,8.9252,16.623,0,44.767,83.377,1,1.862,80000,3,7.321,44097,11.9891,29.257,46094,11.9892,29.257,50729,5.0004,12.202,54869,9.0002,21.963,61905,0,0,0,0,0,0,4.803,11.721,10.1482,36.979,90.239,2.1115,5.1527,9.989,24.376,0,0,14.1292,4,9.761,0,0,0,0,31.133,75.972,2.9318,7.154,7.0029,40.979,76.322,51847,1,2.4403,0,0,29.99,73.183,2.788,5.193,63848
'002901105,2013,.,.,25.2,.,.,.,.,.,23.2,.,.,.,.,25,38.532,64.881,18,27.743,0,46.881,72.257,1,1.541,85001,1,2.332,43246,9.0006,20.99,46646,6.984,16.287,51383,11.999,27.982,54145,13.8969,32.408,64394,0,0,3.1958,7.453,0,0,8.2235,19.178,14.6075,40.882,95.338,0.0896,0.209,9,20.988,1,2.332,17.164,1.999,4.662,0,0,0,0,27.505,64.143,3.8669,9.018,11.8416,42.881,66.092,55189,0,0,0,0,32.881,76.68,3,4.624,71697
'003801001,2013,12.3,12.2,.,.,.,.,.,.,.,.,10,14,10,2.364,12.067,19.589,0.7568,3.863,0,18.833,96.137,0.9367,4.782,69196,2.363,14.867,36582,3.4702,21.831,39445,5.9992,37.74,42938,3,18.873,47681,1.0633,6.689,59203,0,0,0,0,0.063,0.399,0,0,9.5263,10.804,67.964,0.0575,0.3617,1.364,8.58,0,0,12.2672,5.092,32.036,0,0,0,0,15.602,98.152,0,0,2.0526,15.896,81.146,43214,0,0,0.2363,1.4865,14.469,91.022,2,10.21,39045
'003801103,2013,18,40,16.6,18.3,18.5,19.8,20.1,20.3,16.5,.,13,.,.,2.637,9.001,29.293,0,0,0,29.293,100,1,3.414,34420,1.763,6.23,31103,10.5305,37.22,40151,7.9997,28.275,40812,6,21.207,50575,1.9999,7.069,57320,0,0,0,0,2,7.068,0,0,8.7105,26.385,93.256,0.0275,0.0972,0.637,2.251,0,0,15.5517,1.908,6.744,0,0,0,0,26.712,94.412,1.5534,5.49,2.9467,28.293,96.586,43198,0,0,0,0,25.656,90.681,0,0,.
'003902001,2013,16.7,18.4,.,.,.,.,.,.,.,.,16.1,17.9,16.2,5.501,7.726,71.2,5.5832,7.842,0,65.617,92.158,7.0952,9.965,68754,0.379,0.763,38929,12.6904,25.515,36652,12.4133,24.958,40277,12.2032,24.536,47618,12.05,24.228,52958,0,0,0,0,0,0,0.4348,0.874,13.6207,31.084,62.497,0,0,3.001,6.033,0,0,15.1801,18.653,37.503,0,0,0,0,40.159,80.743,0.5528,1.111,8.569,49.736,69.854,44215,2.342,4.7088,8.5901,17.2713,44.394,89.258,8.7857,12.339,53039
'003902004,2013,.,.,.,.,.,.,.,.,.,.,3,.,.,2,28.571,7,0,0,0,7,100,0.0571,0.816,87020,0,0,.,1.9999,33.655,41434,2.9996,50.478,47706,0,0,.,0.9429,15.867,87020,0,0,0,0,1,16.825,0.3528,5.937,10,0.943,15.867,0,0,0,0,0,0,1.178,5,84.133,0,0,0,0,4.628,77.876,0,0,7.6667,5.942,84.897,51833,0.9999,16.8265,0.9619,16.1871,3.943,66.349,1,14.287,47397
'003902041,2013,23.4,.,.,.,.,.,.,23.6,.,.,24.9,20.2,23.7,3.5,5.503,63.594,6.5833,10.352,1,57.01,89.648,3.25,5.111,56530,2.621,5.32,30636,6.8077,13.82,35796,10.1952,20.697,40296,16.1862,32.858,46418,13.4508,27.306,52186,0,0,1,2.03,1,2.03,0.843,1.711,14.6429,39.845,80.887,8.6337,17.5267,1,2.03,0,0,13.4794,9.415,19.113,0,0,0,0,35.255,71.568,3.529,7.164,9.6964,49.26,77.461,44419,0.2194,0.4454,0,0,47.041,95.495,4.5,7.076,48233
'003902101,2013,.,.,18.3,19.7,.,.,.,.,21.6,.,.,.,.,4.5,8.119,55.427,7.2126,13.013,0,48.215,86.987,1.25,2.255,77965,4,9.647,34564,11.5026,27.741,35589,6.7425,16.261,37666,11.2196,27.058,46229,8,19.294,51534,0,0,8.1707,19.705,0,0,3,7.235,11.5116,41.245,99.471,1.6134,3.891,0,0,0,0,17.1712,0.219,0.529,0,0,0,0,26.681,64.345,2,4.823,7.2558,41.465,74.809,41783,0.2194,0.5291,0,0,41.245,99.471,5.5,9.923,46466
'003902102,2013,.,.,.,.,19.5,19,20,.,.,.,.,.,.,3.501,7.332,47.746,4.5833,9.599,2,43.162,90.401,3.5357,7.405,66849,1,2.769,34530,5.0004,13.841,35791,6.6504,18.409,39553,15.7611,43.627,45154,7.7146,21.354,51654,0,0,9.1324,25.279,0,0,0.9999,2.768,14.3684,33.258,92.058,3.1441,8.703,1,2.769,1.0003,2.769,16.2761,2.869,7.942,0,0,0,0,22.85,63.25,0,0,8.1842,36.127,75.665,43921,0.9334,2.5837,0,0,33.193,91.879,3.5,7.331,41513
'003903001,2013,16,19.2,.,.,.,.,.,.,.,.,16.6,19.4,17.3,61.31,26.644,230.104,23.7326,10.314,0,206.372,89.686,9.8571,4.284,67949,9.69,5.485,36223,43.9989,24.906,38605,31.6738,17.929,38814,41.843,23.685,43305,49.4565,27.995,54600,1.9999,1.132,0,0,21.768,12.322,0,0,13.9428,99.985,56.596,1.7727,1.0034,11.904,6.738,1,0.566,12.4814,76.678,43.404,6.1552,3.4842,0,0,120.074,67.968,24.8107,14.044,10.8229,176.662,76.775,44103,5.9996,3.3961,23.8495,13.5,133.99,75.845,19.8521,8.627,49172
'003903004,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903044,2013,18,17.7,.,.,.,.,.,21.4,.,.,20.3,23,23.9,39.392,23.79,165.584,22.909,13.835,0,142.675,86.165,8,4.831,63967,5.311,4.302,38647,28.0008,22.683,38665,21.8832,17.727,39458,30.5212,24.725,42995,37.7282,30.563,52331,0,0,2.2576,1.829,13.173,10.671,0,0,14.868,96.112,77.859,0,0,3.31,2.682,1,0.81,14.1684,27.332,22.141,19.6906,15.9511,0,0,84.463,68.422,15.0795,12.216,11.2569,123.444,74.551,44052,1,0.8101,1.9528,1.5819,104.961,85.027,11.2306,6.782,50547
'003903120,2013,.,.,.,.,21.6,17.4,17.5,.,.,.,.,.,.,5.001,14.248,35.097,7,19.945,0,28.097,80.055,1,2.849,79771,0,0,.,7.0003,29.924,38397,3.0004,12.826,38990,9.059,38.725,43897,4.3336,18.525,51175,1.0005,4.277,0.1667,0.713,1,4.276,1.2171,5.203,13.56,20.394,87.177,0,0,0,0,0,0,13.0807,3,12.823,0,0,0,0,17.168,73.387,4.8418,20.697,9.44,23.393,66.654,42970,0,0,0,0,21.393,91.448,3.7033,10.552,50780
'003903121,2013,.,.,.,.,17.6,18.9,19.9,.,.,.,.,.,.,5,10.569,47.31,10,21.137,0,37.31,78.863,2,4.227,62036,5,15.748,38300,5.0002,15.748,38328,3.0001,9.449,38523,7.7499,24.409,41771,11.0003,34.646,51446,0,0,0,0,1.25,3.937,1,3.15,13.5455,31.251,98.425,9.5422,30.0536,1,3.149,1,3.15,13.7005,0.5,1.575,0,0,0,0,16.628,52.37,4.5807,14.427,10.3333,31.751,67.112,43727,1,3.1495,0,0,27.501,86.614,3.5595,7.524,44985
'003903122,2013,.,.,.,.,17.6,17,18.9,.,.,.,.,.,.,11.001,30.899,35.603,7,19.661,0,28.603,80.339,1,2.809,72980,0,0,.,5,20.832,38398,0.9999,4.166,38690,5.001,20.836,42309,13.001,54.167,52685,0,0,0,0,5.001,20.836,0,0,19.9167,23.001,95.83,0,0,0,0,0,0,12.624,1.001,4.17,0,0,0,0,18.698,77.903,5.3038,22.097,16.4583,24.002,67.415,46964,0,0,0,0,19.001,79.164,3.6013,10.115,46647
'003903123,2013,.,.,.,.,19.3,18.9,18.5,.,.,.,.,.,.,9,27.053,33.268,6,18.035,0,27.268,81.965,1,3.006,80728,1,4.615,38300,3.0004,13.848,38407,5,23.077,38810,4.9999,23.076,43676,7.6664,35.383,50327,0,0,4.0004,18.463,3,13.846,0.9999,4.615,15.0455,21.667,100,0,0,2,9.231,0,0,13.4307,0,0,0,0,0,0,14.666,67.691,2,9.231,11.3636,21.667,65.128,43929,0,0,0,0,16.667,76.923,4.6013,13.831,43400
'003903124,2013,.,.,17.9,19.6,.,.,.,.,18.7,.,.,.,.,9,25.672,35.058,7.4051,21.122,0,27.653,78.878,1,2.852,65750,1,4.167,38300,2,8.333,38370,4,16.667,38678,8.9998,37.499,42207,8,33.334,52239,0,0,0,0,3,12.5,0,0,16.3333,24,100,11.4704,47.7937,1,4.167,0,0,15.4168,0,0,0,0,0,0,11.529,48.039,1.0002,4.168,12.0833,24,68.457,44480,0,0,0,0,20,83.333,2.6532,7.568,50229
'003903125,2013,.,.,.,.,.,.,.,.,19.8,.,.,.,.,23,55.785,41.23,15,36.382,0,26.23,63.618,1,2.425,62113,0,0,.,5.9999,26.087,38362,7,30.435,38697,6.0001,26.088,41087,3.9999,17.391,53330,0,0,14.3751,62.501,4,17.391,4.625,20.109,12.7391,23,100,0,0,6,26.087,0,0,16.3044,0,0,0,0,0,0,4,17.391,0,0,8.4783,23,55.785,41778,0,0,0,0,13,56.522,2.2297,5.408,47086
'003903126,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,20.893,73.306,28.501,12.893,45.237,0,15.608,54.763,1,3.509,59753,1,7.692,38300,7,53.846,38387,3,23.077,42850,1,7.692,47430,1,7.692,51520,0,0,7,53.846,5,38.462,6,46.154,7,13,100,0,0,3,23.077,0,0,20.6154,0,0,0,0,0,0,0,0,0,0,3.7692,13,45.612,41116,0,0,0,0,5,38.462,1.6081,5.642,45428
'003903127,2013,.,.,21.1,19.4,.,.,.,.,19.8,.,.,.,.,11.809,20.417,57.839,23.8079,41.162,0,34.031,58.838,1,1.729,64640,2,6.897,38300,4.9999,17.242,38374,11.9991,41.379,38686,3,10.345,42703,6.9992,24.137,52534,0,0,0,0,3,10.345,5,17.242,12.6207,28.998,100,0,0,0,0,0,0,14.3457,0,0,0,0,0,0,16.998,58.619,6.9998,24.139,8.2414,28.998,50.136,42364,1,3.4485,0,0,24.998,86.207,4.033,6.973,49282
'003903128,2013,.,.,20.2,21.3,.,.,.,.,21.7,.,.,.,.,8.191,21.732,37.69,12.6907,33.671,0,24.999,66.329,1,2.653,76200,0,0,.,4,18.183,38373,6.9996,31.818,38604,6,27.274,41973,4.9995,22.726,52786,0,0,0,0,1,4.546,2.1818,9.918,13.6364,21.999,100,0,0,0,0,0,0,18.1826,0,0,0,0,0,0,19.181,87.19,0.6363,2.892,10.0455,21.999,58.369,42704,0,0,0,0,20.999,95.454,2,5.306,50026
'003903129,2013,.,.,.,.,14.8,15.8,14.4,.,.,.,.,.,.,13,28.857,45.05,6.6283,14.713,0,38.422,85.287,2,4.44,67291,4.813,14.871,38332,13.0611,40.356,38354,5.0002,15.45,38650,5.9994,18.537,43571,3.4911,10.787,54900,0,0,16.7286,51.688,0,0,0,0,8.7886,26.365,81.463,0,0,9,27.809,0,0,12.9462,5.999,18.537,0,0,0,0,14.396,44.481,1.2401,3.832,8.1989,32.365,71.842,41148,0,0,0,0,23.365,72.191,4.057,9.006,49757
'003903130,2013,.,.,20.2,16.8,.,.,.,.,18.5,.,.,.,.,10,24.441,40.916,11,26.885,0,29.916,73.115,1,2.444,68703,1,3.873,38300,5,19.364,38364,7,27.11,38719,4.8208,18.67,41902,7.9998,30.982,52252,0,0,0,0,4,15.492,3,11.619,14.2593,25.321,98.064,0,0,2,7.746,0,0,15.2204,0.5,1.936,0,0,0,0,21.106,81.742,1.7144,6.64,12,25.821,63.107,43421,0,0,0,0,19.821,76.763,3.0949,7.564,50951
'003903131,2013,.,.,21.2,22,.,.,.,.,.,.,.,.,.,21.968,49.973,43.96,8.2862,18.85,0,35.673,81.15,2,4.55,58375,0,0,.,9.0006,29.499,38403,3.9997,13.109,38690,10.002,32.781,42076,7.5089,24.61,51728,0,0,23.5655,77.236,1,3.278,0,0,13.8387,30.511,100,0,0,11,36.052,0,0,16.7152,0,0,0,0,0,0,6.437,21.097,0.5088,1.668,12,30.511,69.407,42924,0,0,0,0,18.511,60.67,3.1622,7.193,43396
'003903140,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1.029,0,0,0,1.029,100,0,0,.,0,0,.,0,0,.,0,0,.,1.0294,100,46470,0,0,.,0,0,0,0,0,0,0,0,17,1.029,100,0,0,0,0,0,0,5.8286,0,0,0,0,0,0,0,0,1.0294,100,12.5,1.029,100,46470,0,0,0,0,1.029,100,0,0,.
'003903201,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003904001,2013,18.7,21.3,.,.,.,.,.,.,.,.,18.4,16,19.5,0,0,40.247,3.4251,8.51,4,36.822,91.49,3.4881,8.667,73487,4,13.142,40092,6.4966,21.344,40917,5.0788,16.686,40162,8.731,28.685,45647,6.1315,20.144,52568,0,0,0,0,0,0,0,0,11.7949,21.827,71.708,0,0,0,0,0,0,16.9525,8.611,28.292,1.8987,6.2379,0,0,17.232,56.613,4.815,15.819,7.8462,30.438,75.627,44387,0,0,6.4925,21.3303,30.438,100,2.8961,7.196,47220
'003904005,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5.881,0,0,0,5.881,100,0,0,.,1,22.827,40740,1.6493,37.649,47567,0.7314,16.696,35550,0,0,.,1,22.827,56540,0,0,0,0,0,0,0,0,11.6,3.428,78.259,0,0,0,0,0,0,9.8158,0.952,21.741,0,0,0,0,3.428,78.259,0.9524,21.741,9.6,4.381,74.493,46051,0,0,0,0,4.381,100,1.5,25.507,59570
'003904041,2013,19.3,.,.,.,.,.,.,20,.,.,19.8,24.2,24.4,0,0,42.611,8.8074,20.669,0,33.804,79.331,1.281,3.006,75960,4.2,13.991,36846,8.1298,27.082,34537,3.6183,12.053,39341,7.7983,25.977,46397,6.2732,20.897,50741,0,0,0,0,0,0,1.1243,3.745,11.3333,23.199,77.279,0,0,0,0,0,0,14.1241,6.821,22.721,0,0,0,0,25.48,84.878,2.7486,9.156,7.7692,30.02,70.45,41906,0,0,0.6668,2.2212,30.02,100,2.503,5.874,50527
'003904101,2013,.,.,22,18.4,20.3,.,.,.,23.2,.,.,.,.,1,2.235,44.741,7.8502,17.546,0,36.891,82.454,2,4.47,68750,1,3.041,45330,7.0006,21.286,33694,2.0844,6.338,38631,14.8018,45.007,45558,8.0007,24.327,47895,0,0,0,0,0,0,3.8725,11.775,15.1765,30.997,94.25,0.0844,0.2566,0,0,0,0,15.7202,1.891,5.75,0,0,0,0,25.896,78.74,3.035,9.228,11.7941,32.888,73.507,43155,0,0,0,0,32.888,100,2.003,4.477,44123
'003904102,2013,.,.,.,.,.,18.7,19.3,.,.,.,.,.,.,1,3.92,25.523,3.9144,15.337,0,21.609,84.663,1,3.918,72000,2.8,14.656,33195,4.7243,24.727,35678,3.4889,18.261,38774,2.0915,10.947,44369,6.001,31.409,47977,0,0,0,0,0,0,2.1606,11.309,12.6667,18.381,96.206,0.2962,1.5503,1,5.236,0,0,12.2999,0.725,3.794,0,0,0,0,13.664,71.516,2.9853,15.625,9.4762,19.106,74.857,40694,0,0,0,0,18.105,94.764,1.503,5.889,57743
'003905001,2013,13.4,17.9,.,.,.,.,.,.,.,.,14.7,18.1,13,6.988,16.192,43.157,3.9679,9.194,1,39.189,90.806,1.0458,2.423,73292,0.481,1.314,37500,14.8755,40.664,40392,7.9998,21.868,42450,6.7161,18.359,53254,6.5095,17.794,56418,0,0,0,0,2,5.467,0,0,10.7191,17.198,47.012,0,0,3.237,8.848,0,0,13.7227,19.384,52.988,2.4698,6.7515,0,0,26.392,72.145,1.5881,4.341,6.8727,36.582,84.764,46017,0,0,6.1321,16.7628,31.345,85.685,1.5619,3.619,48024
'003905004,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905041,2013,17.5,.,.,.,.,.,.,.,.,.,15.8,16.7,16.6,8.476,25.706,32.972,2.9679,9.001,0,30.005,90.999,2,6.066,66148,0.754,2.913,37499,6.7539,26.096,39296,5.9999,23.183,41083,6.9999,27.047,45164,5.373,20.761,51017,0,0,0,0,2.754,10.641,0.4911,1.898,11.8148,20.63,79.711,0.0676,0.2612,2.754,10.641,0,0,10.703,5.251,20.289,0.9324,3.6027,0,0,23.923,92.437,0,0,8.3704,25.881,78.492,43679,0,0,0.4662,1.8013,20.373,78.718,2.1238,6.441,38978
'003905101,2013,.,.,18.3,16.9,18.3,.,.,.,20.9,.,.,.,.,6.99,13.747,50.85,5.8716,11.547,0,44.978,88.453,3,5.9,59121,6.835,17.534,38417,8.0006,20.526,39120,6.0004,15.394,41417,12.1423,31.152,45540,6.0004,15.394,52992,0,0,0,0,1,2.566,3,7.697,10.368,38.072,97.675,0,0,5.001,12.829,0,0,15.1623,0.906,2.325,0,0,0,0,33.899,86.969,2.0794,5.335,7.1547,38.978,76.654,43485,0,0,0,0,32.977,84.605,3,5.9,43779
'003905102,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,4.979,26.299,18.931,3.9572,20.904,0,14.973,79.096,1,5.282,59717,0,0,.,3.9734,30.627,38995,3,23.124,41167,5,38.54,45372,1,7.708,53850,0,0,0,0,1,7.708,11.9734,92.292,10.4748,12.973,100,0,0,2,15.416,0,0,15.9557,0,0,0,0,0,0,1,7.708,0,0,6.1665,12.973,68.531,43100,0,0,0,0,9.973,76.876,1,5.282,26226
'003905103,2013,.,.,.,.,.,17.4,18.2,19.9,.,.,.,.,.,9.438,22.32,42.286,7.7486,18.324,0,34.537,81.676,1,2.365,56250,2.246,7.355,37500,4.2454,13.902,39118,8.0001,26.198,41437,9.8572,32.279,45056,6.1887,20.266,52879,0,0,1,3.275,1.246,4.08,2.1564,7.062,11.3824,29.009,94.995,0,0,2.246,7.355,0,0,13.5572,1.528,5.005,0,0,0,0,26.257,85.983,0.7131,2.335,8.1471,30.537,72.216,44312,0,0,0.411,1.3459,27.045,88.565,3,7.095,46869
'003906001,2013,13.5,15.6,.,.,.,.,.,14.8,13,.,14.9,16.4,11.7,1,4.18,23.928,2,8.358,1,21.928,91.642,1,4.179,60250,0,0,.,1.0003,5.428,40390,6.0018,32.569,42646,9.4258,51.149,46777,2.0002,10.854,52645,0,0,0,0,0,0,0.2858,1.551,13.8947,11.569,62.776,0.1429,0.7754,1,5.428,0,0,12.1553,6.86,37.224,0.2858,1.5509,0,0,14.856,80.617,0,0,7.8421,18.428,77.014,45722,1.0003,5.4281,2.8574,15.5057,16.428,89.144,2.5,10.448,34290
'003906101,2013,.,.,15.5,14.5,14.1,13.9,16.7,.,25.5,.,.,.,4,0,0,25.768,6.8178,26.458,1,18.95,73.542,0,0,.,0,0,.,1.8717,10.604,37694,6.0006,33.997,39800,8.5777,48.598,46581,1.2002,6.8,49015,0,0,0,0,0,0,3.6235,20.53,13.6246,17.507,99.19,0.0348,0.1972,0,0,0,0,12.2945,0.143,0.81,0.1429,0.8096,0,0,11.977,67.859,1.8717,10.604,9.9136,17.65,68.497,43499,0,0,0,0,17.65,100,1.3,5.045,45671
'003907001,2013,12.9,16.9,.,.,.,.,.,.,.,.,17.9,16.5,18.5,0.13,0.257,50.784,3,5.907,0,47.784,94.093,6,11.815,63097,8,20.627,34077,5.781,14.906,40720,5.745,14.813,40479,11.2405,28.982,52056,8.0179,20.673,52215,0,0,0.1304,0.336,0,0,0,0,12.0227,25.856,66.666,0,0,0.13,0.336,0,0,10.8033,12.928,33.334,3.8079,9.8181,0,0,25.18,64.923,4.2358,10.921,6.8409,38.784,76.371,44976,0,0,5.4303,14.0013,38.654,99.664,3,5.907,53851
'003907004,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003907041,2013,20.4,17,.,.,.,.,.,16.7,.,.,22.2,22,22.3,1.151,3.343,34.426,2.5,7.262,0,31.926,92.738,2,5.81,54818,2,7.162,31812,3.2197,11.53,39062,7.5365,26.988,40080,8.7594,31.367,48045,6.41,22.954,53014,0,0,0.1507,0.54,1,3.581,0,0,14.25,21.426,76.725,0.1787,0.6399,0.151,0.54,0,0,13.2137,6.5,23.275,4.1682,14.9261,0,0,21.787,78.019,1.6406,5.875,10.1875,27.926,81.119,44838,1.0001,3.5813,0,0,25.775,92.298,2,5.81,47255
'003907102,2013,.,.,20.2,19.5,18.7,17.3,21.3,.,18.6,.,.,.,.,3.719,5.8,64.117,13,20.275,0,51.117,79.725,3,4.679,60392,4.4,9.54,30694,6.0009,13.012,33886,8.7181,18.904,40666,14.9988,32.523,47448,11.9995,26.02,49545,0,0,0.9236,2.003,0,0,1.3984,3.032,13.8798,46.117,100,4.9995,10.8409,2.719,5.895,0,0,16.1762,0,0,0,0,0,0,35.834,77.702,2.9619,6.423,11.1211,46.117,71.926,43348,0,0,0,0,43.399,94.105,2,3.119,49962
'004901001,2013,16.8,20.5,.,.,.,.,.,.,.,.,20.7,20.6,20.4,11.084,11.317,97.941,6.3963,6.531,0,91.544,93.469,3.5619,3.637,76004,8.325,10.229,36998,25.3887,31.194,40326,14.9341,18.349,41087,15.4623,18.998,46883,17.2798,21.231,51960,0,0,0,0,1,1.229,0,0,11.1705,48.418,59.489,0,0,9.084,11.161,0,0,11.1439,32.972,40.511,0,0,0,0,63.727,78.298,8.4329,10.361,6.4659,81.39,83.101,43841,2.0006,2.458,9.2304,11.341,69.306,85.153,6.5924,6.731,50531
