CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CIADDACK,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'123910046,AG,MARSHALL MIDDLE,N,NQ,JEFFERSON,'123,R,BEAUMONT ISD,'06 - 09,M,,,'05
'123910114,,MARTIN EL,N,NQ,JEFFERSON,'123,R,BEAUMONT ISD,'EE - 05,E,,,'05
'123910010,,OAKS ED CTR,N,,JEFFERSON,'123,X,BEAUMONT ISD,'07 - 12,S,,,'05
'123910047,G,ODOM MIDDLE,N,NQ,JEFFERSON,'123,R,BEAUMONT ISD,'06 - 08,M,,,'05
'123910115,,OGDEN EL,N,NQ,JEFFERSON,'123,R,BEAUMONT ISD,'KG - 05,E,,,'05
'123910004,R,OZEN H S,N,NQ,JEFFERSON,'123,R,BEAUMONT ISD,'09 - 12,S,,,'05
'123910006,,PATHWAYS LEARNING CTR,N,,JEFFERSON,'123,X,BEAUMONT ISD,'06 - 12,B,,,'05
'123910012,,PAUL A BROWN ALTERNATIVE CENTER,N,,JEFFERSON,'123,1,BEAUMONT ISD,'09 - 12,S,,,'05
'123910125,,PIETZSCH/MAC ARTHUR EL,N,NQ,JEFFERSON,'123,A,BEAUMONT ISD,'EE - 05,E,,,'05
'123910117,,PRICE EL,N,NQ,JEFFERSON,'123,E,BEAUMONT ISD,'EE - 05,E,,,'05
'123910118,,REGINA HOWELL EL,N,M,JEFFERSON,'123,E,BEAUMONT ISD,'EE - 05,E,,,'05
'123910042,,SMITH MIDDLE,N,NQ,JEFFERSON,'123,A,BEAUMONT ISD,'06 - 08,M,,,'05
'123910045,G,SOUTH PARK MIDDLE,N,NQ,JEFFERSON,'123,A,BEAUMONT ISD,'06 - 08,M,,,'05
'123910119,,SOUTHERLAND PK,N,,JEFFERSON,'123,N,BEAUMONT ISD,'PK - PK,E,,,'05
'123910048,G,VINCENT MIDDLE,N,NQ,JEFFERSON,'123,A,BEAUMONT ISD,'06 - 08,M,,,'05
'123910008,,WEST BROOK SR H S,N,NQ,JEFFERSON,'123,R,BEAUMONT ISD,'09 - 12,S,,,'05
'183901001,AR,BECKVILLE JR-SR HIGH SCHOOL,N,R,PANOLA,'183,E,BECKVILLE ISD,'07 - 12,S,,,'07
'183901101,,BECKVILLE SUNSET ELEMENTARY,N,NQ,PANOLA,'183,A,BECKVILLE ISD,'PK - 06,E,,,'07
'013901001,R,A C JONES HIGH SCHOOL,N,NQ,BEE,'013,R,BEEVILLE ISD,'09 - 12,S,,,'02
'013901102,,FADDEN-MCKEOWN-CHAMBLISS ELEMENTAR,N,NQ,BEE,'013,A,BEEVILLE ISD,'01 - 04,E,,,'02
'013901002,,LEARNING RESOURCE CENTER,N,,BEE,'013,2,BEEVILLE ISD,'10 - 12,S,,,'02
'013901104,,MADDERRA-FLOURNOY EL,N,NQ,BEE,'013,E,BEEVILLE ISD,'01 - 04,E,,,'02
'013901041,G,MORENO J H,N,NQ,BEE,'013,A,BEEVILLE ISD,'07 - 08,M,,,'02
'013901101,,R A HALL ELEMENTARY,N,NQ,BEE,'013,E,BEEVILLE ISD,'01 - 04,E,,,'02
'013901106,A,THOMAS JEFFERSON INT,N,M,BEE,'013,R,BEEVILLE ISD,'05 - 06,M,,,'02
'013901105,,TYLER EL,N,,BEE,'013,N,BEEVILLE ISD,'EE - KG,E,,,'02
'039904001,AR,BELLEVUE SCHOOL,N,NQ,CLAY,'039,E,BELLEVUE ISD,'KG - 12,B,,,'09
'091901101,,BELLS EL,N,R,GRAYSON,'091,R,BELLS ISD,'PK - 06,E,,,'10
'091901001,R,BELLS H S,N,NQ,GRAYSON,'091,E,BELLS ISD,'09 - 12,S,,,'10
'091901041,G,PRITCHARD J H,N,NQ,GRAYSON,'091,A,BELLS ISD,'07 - 08,M,,,'10
'008901001,AR,BELLVILLE H S,N,RM,AUSTIN,'008,E,BELLVILLE ISD,'09 - 12,S,,,'06
'008901041,AG,BELLVILLE J H,N,NQ,AUSTIN,'008,R,BELLVILLE ISD,'06 - 08,M,,,'06
'008901102,A,O'BRYANT INT,N,NQ,AUSTIN,'008,A,BELLVILLE ISD,'02 - 05,E,,,'06
'008901101,,O'BRYANT PRIMARY,N,NQ,AUSTIN,'008,A,BELLVILLE ISD,'EE - 03,E,'008901102,O'BRYANT INT,'06
'008901105,,WEST END EL,N,M,AUSTIN,'008,E,BELLVILLE ISD,'KG - 05,E,,,'06
'014903006,,BELL CO J J A E P,N,,BELL,'014,X,BELTON ISD,'06 - 09,M,,,'12
'014903001,,BELTON H S,N,NQ,BELL,'014,R,BELTON ISD,'09 - 12,S,,,'12
'014903110,A,BELTON INT,N,M,BELL,'014,E,BELTON ISD,'05 - 06,M,,,'12
'014903041,,BELTON J H,N,R,BELL,'014,R,BELTON ISD,'07 - 08,M,,,'12
'014903113,,CENTRAL SCHOOL,N,,BELL,'014,N,BELTON ISD,'EE - PK,E,,,'12
'014903005,,HENRY T WASKOW LEADERSHIP ACADEMY,N,,BELL,'014,1,BELTON ISD,'09 - 12,S,,,'12
'014903111,,JOE M PIRTLE ELEMENTARY,N,M,BELL,'014,R,BELTON ISD,'KG - 04,E,,,'12
'014903108,,LAKEWOOD EL,N,NQ,BELL,'014,E,BELTON ISD,'KG - 04,E,,,'12
'014903102,,LEON HEIGHTS EL,N,NQ,BELL,'014,E,BELTON ISD,'KG - 04,E,,,'12
'014903103,,MILLER HEIGHTS EL,N,NQ,BELL,'014,E,BELTON ISD,'KG - 04,E,,,'12
'014903104,,SOUTHWEST EL,N,NQ,BELL,'014,E,BELTON ISD,'KG - 04,E,,,'12
'014903109,,SPARTA EL,N,NQ,BELL,'014,R,BELTON ISD,'KG - 04,E,,,'12
'014903112,,TARVER INTERMEDIATE,N,NQ,BELL,'014,E,BELTON ISD,'05 - 06,M,,,'12
'125902041,A,BEN BOLT MIDDLE SCHOOL,N,NQ,JIM WELLS,'125,A,BEN BOLT-PALITO BLANCO ISD,'04 - 08,M,,,'02
'125902001,AR,BEN BOLT-PAL BLANCO H S,N,NQ,JIM WELLS,'125,R,BEN BOLT-PALITO BLANCO ISD,'09 - 12,S,,,'02
'125902101,,PALITO BLANCO EL,N,NQ,JIM WELLS,'125,R,BEN BOLT-PALITO BLANCO ISD,'PK - 04,E,'125902041,BEN BOLT MIDDLE SCHOOL,'02
'066901001,R,BENAVIDES H S,N,NQ,DUVAL,'066,R,BENAVIDES ISD,'09 - 12,S,,,'02
'066901041,,BENAVIDES J H,N,NQ,DUVAL,'066,A,BENAVIDES ISD,'05 - 08,M,,,'02
'066901101,,BENAVIDES PRI,N,NQ,DUVAL,'066,A,BENAVIDES ISD,'PK - 04,E,,,'02
'138904001,ADR,BENJAMIN SCHOOL,N,R,KNOX,'138,R,BENJAMIN ISD,'PK - 12,B,,,'09
'101820001,,BENJI'S SPECIAL EDUCATION ACADEMY,Y,NE,HARRIS,'101,L,BENJI'S SPECIAL EDUCATION ACADEMY,'PK - 12,B,,,'04
'015809101,,BEXAR COUNTY ACADEMY,Y,NQ,BEXAR,'015,A,BEXAR COUNTY ACADEMY,'PK - 08,E,,,'20
'230901101,,BIG SANDY EL,N,R,UPSHUR,'230,R,BIG SANDY ISD,'PK - 05,E,,,'07
'230901001,,BIG SANDY H S,N,NQ,UPSHUR,'230,E,BIG SANDY ISD,'09 - 12,S,,,'07
'230901041,,BIG SANDY J H,N,NQ,UPSHUR,'230,E,BIG SANDY ISD,'06 - 08,M,,,'07
'187901001,R,BIG SANDY SCHOOL,N,R,POLK,'187,R,BIG SANDY ISD,'PK - 12,B,,,'06
'114901101,,ANDERSON KIND CTR,N,,HOWARD,'114,N,BIG SPRING ISD,'KG - KG,E,,,'18
'114901102,,BAUER EL,N,NQ,HOWARD,'114,E,BIG SPRING ISD,'01 - 05,E,,,'18
'114901001,D,BIG SPRING H S,N,R,HOWARD,'114,R,BIG SPRING ISD,'09 - 12,S,,,'18
'114901043,,BIG SPRING JUNIOR HIGH,N,NQ,HOWARD,'114,A,BIG SPRING ISD,'07 - 08,M,,,'18
'114901114,,BIG SPRING SP ED,N,,HOWARD,'114,X,BIG SPRING ISD,'08 - 12,S,,,'18
'114901041,,GOLIAD ELEMENTARY SCHOOL,N,NQ,HOWARD,'114,A,BIG SPRING ISD,'01 - 07,E,,,'18
'114901108,,KENTWOOD EL,N,M,HOWARD,'114,R,BIG SPRING ISD,'01 - 05,E,,,'18
'114901110,,MARCY EL,N,NQ,HOWARD,'114,R,BIG SPRING ISD,'01 - 05,E,,,'18
'114901111,,MOSS EL,N,R,HOWARD,'114,R,BIG SPRING ISD,'EE - 05,E,,,'18
'114901113,,WASHINGTON EL,N,NQ,HOWARD,'114,R,BIG SPRING ISD,'01 - 05,E,,,'18
'193801001,,BIG SPRINGS CHARTER SCHOOL,Y,,REAL,'193,H,BIG SPRINGS CHARTER SCHOOL,'06 - 09,M,,,'20
'220902116,,ACADEMY AT CARRIE F THOMAS,N,NQ,TARRANT,'220,A,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902111,,ACADEMY AT WEST BIRDVILLE,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902105,,ALLIENE MULLENDORE EL,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902101,,BIRDVILLE EL,N,R,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902010,,BIRDVILLE HIGH SCHOOL,N,R,TARRANT,'220,R,BIRDVILLE ISD,'09 - 12,S,,,'11
'220902102,,DAVID E SMITH EL,N,R,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902117,,FOSTER VILLAGE EL,N,M,TARRANT,'220,E,BIRDVILLE ISD,'PK - 05,E,,,'11
'220902007,,G E D,N,,TARRANT,'220,X,BIRDVILLE ISD,'09 - 12,S,,,'11
'220902104,,GLENVIEW EL,N,NQ,TARRANT,'220,R,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902114,A,GRACE E HARDEMAN EL,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902120,A,GREEN VALLEY EL,N,R,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902001,AR,HALTOM H S,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'09 - 12,S,,,'11
'220902041,G,HALTOM MIDDLE,N,R,TARRANT,'220,A,BIRDVILLE ISD,'06 - 08,M,,,'11
'220902112,,HOLIDAY HEIGHTS EL,N,NQ,TARRANT,'220,R,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902004,,HOMEBOUND,N,,TARRANT,'220,X,BIRDVILLE ISD,'EE - 11,B,,,'11
'220902119,,JOHN D SPICER EL,N,M,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902044,G,NORTH OAKS MIDDLE,N,R,TARRANT,'220,A,BIRDVILLE ISD,'06 - 08,M,,,'11
'220902042,G,NORTH RICHLAND MIDDLE,N,NQ,TARRANT,'220,R,BIRDVILLE ISD,'06 - 08,M,,,'11
'220902118,,NORTH RIDGE EL,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902047,G,NORTH RIDGE MIDDLE,N,NQ,TARRANT,'220,R,BIRDVILLE ISD,'06 - 08,M,,,'11
'220902110,,O H STOWE EL,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902106,,RICHLAND EL,N,R,TARRANT,'220,R,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902002,R,RICHLAND H S,N,R,TARRANT,'220,E,BIRDVILLE ISD,'09 - 12,S,,,'11
'220902043,G,RICHLAND MIDDLE,N,NQ,TARRANT,'220,A,BIRDVILLE ISD,'06 - 08,M,,,'11
'220902003,,SHANNON LRN CTR,N,,TARRANT,'220,1,BIRDVILLE ISD,'09 - 12,S,,,'11
'220902107,,SMITHFIELD EL,N,RM,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902046,G,SMITHFIELD MIDDLE,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'06 - 08,M,,,'11
'220902108,,SNOW HEIGHTS EL,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902109,,SOUTH BIRDVILLE EL,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'PK - 05,E,,,'11
'220902115,A,W A PORTER EL,N,NQ,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902103,,W T FRANCISCO EL,N,R,TARRANT,'220,E,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902113,,WATAUGA EL,N,NQ,TARRANT,'220,R,BIRDVILLE ISD,'EE - 05,E,,,'11
'220902045,G,WATAUGA MIDDLE,N,NQ,TARRANT,'220,R,BIRDVILLE ISD,'06 - 08,M,,,'11
'178902101,,BISHOP EL,N,NQ,NUECES,'178,R,BISHOP CONS ISD,'03 - 05,E,,,'02
'178902001,ATR,BISHOP H S,N,R,NUECES,'178,E,BISHOP CONS ISD,'09 - 12,S,,,'02
'178902102,,BISHOP PRIMARY,N,R,NUECES,'178,R,BISHOP CONS ISD,'EE - 02,E,'178902101,BISHOP EL,'02
'178902041,,LILLION E LUEHRS J H,N,NQ,NUECES,'178,A,BISHOP CONS ISD,'06 - 08,M,,,'02
'178902003,,NUECES CO J J A E P,N,,NUECES,'178,X,BISHOP CONS ISD,'09 - 09,S,,,'02
'178902103,,PETRONILA EL,N,NQ,NUECES,'178,R,BISHOP CONS ISD,'PK - 05,E,,,'02
'177903001,ATR,BLACKWELL SCHOOL,N,NQ,NOLAN,'177,E,BLACKWELL CONS ISD,'PK - 12,B,,,'14
'016902101,,BLANCO EL,N,NQ,BLANCO,'016,A,BLANCO ISD,'EE - 05,E,,,'13
'016902001,A,BLANCO H S,N,R,BLANCO,'016,E,BLANCO ISD,'09 - 12,S,,,'13
'016902041,G,BLANCO MIDDLE,N,NQ,BLANCO,'016,R,BLANCO ISD,'06 - 08,M,,,'13
'116915101,,BLAND EL,N,NQ,HUNT,'116,R,BLAND ISD,'EE - 04,E,,,'10
'116915001,TR,BLAND H S,N,NQ,HUNT,'116,E,BLAND ISD,'09 - 12,S,,,'10
'116915041,,BLAND MIDDLE,N,NQ,HUNT,'116,A,BLAND ISD,'05 - 08,M,,,'10
'025904101,,BLANKET EL,N,NQ,BROWN,'025,A,BLANKET ISD,'PK - 08,E,,,'15
'025904001,ATR,BLANKET H S,N,NQ,BROWN,'025,R,BLANKET ISD,'09 - 12,S,,,'15
'025904160,,EARLY SPECIAL PROGRAM,N,,BROWN,'025,N,BLANKET ISD,'EE - EE,E,,,'15
'015801001,,BLESSED SACRAMENT ACAD CHARTER H S,Y,,BEXAR,'015,1,BLESSED SACRAMENT ACAD CHARTER H S,'09 - 12,S,,,'20
'034909101,,BLOOMBURG EL,N,NQ,CASS,'034,A,BLOOMBURG ISD,'EE - 06,E,,,'08
'034909001,R,BLOOMBURG H S,N,NQ,CASS,'034,A,BLOOMBURG ISD,'07 - 12,S,,,'08
'175902101,,BLOOMING GROVE EL,N,M,NAVARRO,'175,R,BLOOMING GROVE ISD,'PK - 05,E,,,'12
'175902001,A,BLOOMING GROVE H S,N,RM,NAVARRO,'175,E,BLOOMING GROVE ISD,'09 - 12,S,,,'12
'175902041,,BLOOMING GROVE JH,N,NQ,NAVARRO,'175,A,BLOOMING GROVE ISD,'06 - 08,M,,,'12
'235901101,A,BLOOMINGTON EL,N,NQ,VICTORIA,'235,R,BLOOMINGTON ISD,'EE - 03,E,'235901103,PLACEDO EL,'03
'235901001,,BLOOMINGTON H S,N,NQ,VICTORIA,'235,R,BLOOMINGTON ISD,'09 - 12,S,,,'03
'235901041,,BLOOMINGTON J H,N,R,VICTORIA,'235,A,BLOOMINGTON ISD,'07 - 08,M,,,'03
'235901103,,PLACEDO EL,N,NQ,VICTORIA,'235,A,BLOOMINGTON ISD,'04 - 06,E,,,'03
'043917101,,BLUE RIDGE EL,N,NQ,COLLIN,'043,R,BLUE RIDGE ISD,'PK - 05,E,,,'10
'043917001,AT,BLUE RIDGE H S,N,NQ,COLLIN,'043,E,BLUE RIDGE ISD,'09 - 12,S,,,'10
'043917041,,BLUE RIDGE MIDDLE,N,NQ,COLLIN,'043,E,BLUE RIDGE ISD,'06 - 08,M,,,'10
'072904101,AG,BLUFF DALE EL,N,NQ,ERATH,'072,E,BLUFF DALE ISD,'KG - 08,E,,,'11
'109913101,,BLUM EL,N,NQ,HILL,'109,A,BLUM ISD,'PK - 05,E,,,'12
'109913001,,BLUM H S,N,R,HILL,'109,A,BLUM ISD,'06 - 12,B,,,'12
'130901001,,BOERNE H S,N,M,KENDALL,'130,E,BOERNE ISD,'09 - 12,S,,,'20
'130901041,,BOERNE MIDDLE SCHOOL NORTH,N,R,KENDALL,'130,R,BOERNE ISD,'07 - 09,M,,,'20
'130901042,,BOERNE MIDDLE SCHOOL SOUTH,N,NQ,KENDALL,'130,E,BOERNE ISD,'07 - 09,M,,,'20
'130901101,,CURINGTON EL,N,NQ,KENDALL,'130,E,BOERNE ISD,'KG - 06,E,,,'20
'130901102,,FABRA EL,N,NQ,KENDALL,'130,E,BOERNE ISD,'EE - 06,E,,,'20
'130901103,,FAIR OAKS RANCH EL,N,RM,KENDALL,'130,E,BOERNE ISD,'KG - 06,E,,,'20
'130901104,,KENDALL ELEMENTARY SCHOOL,N,M,KENDALL,'130,R,BOERNE ISD,'KG - 06,E,,,'20
'116916101,,BOLES ISD ELEMENTARY,N,NQ,HUNT,'116,R,BOLES ISD,'PK - 06,E,,,'10
'116916001,A,BOLES ISD HIGH SCHOOL,N,NQ,HUNT,'116,R,BOLES ISD,'07 - 12,S,,,'10
'241901001,R,BOLING H S,N,NQ,WHARTON,'241,R,BOLING ISD,'09 - 12,S,,,'03
'241901041,G,IAGO J H,N,NQ,WHARTON,'241,A,BOLING ISD,'06 - 08,M,,,'03
'241901101,,NEWGULF EL,N,R,WHARTON,'241,E,BOLING ISD,'PK - 05,E,,,'03
'074903101,,BAILEY INGLISH EL,N,NQ,FANNIN,'074,A,BONHAM ISD,'03 - 04,E,,,'10
'074903001,R,BONHAM H S,N,NQ,FANNIN,'074,E,BONHAM ISD,'09 - 12,S,,,'10
'074903102,A,EVANS EL,N,NQ,FANNIN,'074,A,BONHAM ISD,'05 - 06,M,,,'10
'074903104,,FINLEY-OATES EL,N,NQ,FANNIN,'074,A,BONHAM ISD,'KG - 02,E,'074903101,BAILEY INGLISH EL,'10
'074903041,G,RATHER J H,N,M,FANNIN,'074,A,BONHAM ISD,'07 - 08,M,,,'10
'074903103,,STEPHENSON SCHOOL,N,,FANNIN,'074,N,BONHAM ISD,'EE - PK,E,,,'10
'148901101,,BOOKER EL,N,NQ,LIPSCOMB,'148,R,BOOKER ISD,'PK - 04,E,,,'16
'148901001,AR,BOOKER JH/H S,N,NQ,LIPSCOMB,'148,A,BOOKER ISD,'05 - 12,B,,,'16
'017901001,ATR,BORDEN COUNTY SCHOOL,N,NQ,BORDEN,'017,R,BORDEN COUNTY ISD,'KG - 12,B,,,'17
'117901001,,BORGER H S,N,NQ,HUTCHINSON,'117,R,BORGER ISD,'09 - 12,S,,,'16
'117901041,,BORGER MIDDLE,N,NQ,HUTCHINSON,'117,R,BORGER ISD,'05 - 08,M,,,'16
'117901002,,C H A M P S,N,,HUTCHINSON,'117,1,BORGER ISD,'09 - 12,S,,,'16
'117901104,,CENTRAL EL,N,NQ,HUTCHINSON,'117,R,BORGER ISD,'KG - 04,E,,,'16
'117901105,,CROCKETT EL,N,NQ,HUTCHINSON,'117,R,BORGER ISD,'PK - 04,E,,,'16
'117901106,,GATEWAY EL,N,NQ,HUTCHINSON,'117,E,BORGER ISD,'EE - 04,E,,,'16
'161923101,,BOSQUEVILLE EL,N,NQ,MCLENNAN,'161,E,BOSQUEVILLE ISD,'PK - 05,E,,,'12
'161923001,AR,BOSQUEVILLE SCHOOL SECONDARY,N,NQ,MCLENNAN,'161,A,BOSQUEVILLE ISD,'06 - 12,B,,,'12
'185901101,,BOVINA EL,N,NQ,PARMER,'185,R,BOVINA ISD,'EE - 05,E,,,'16
'185901001,,BOVINA H S,N,NQ,PARMER,'185,A,BOVINA ISD,'09 - 12,S,,,'16
'185901041,A,BOVINA MIDDLE,N,NQ,PARMER,'185,A,BOVINA ISD,'06 - 08,M,,,'16
'169901105,,BOWIE EL,N,NQ,MONTAGUE,'169,A,BOWIE ISD,'02 - 05,E,,,'09
'169901001,R,BOWIE H S,N,NQ,MONTAGUE,'169,R,BOWIE ISD,'09 - 12,S,,,'09
'169901041,G,BOWIE J H,N,NQ,MONTAGUE,'169,R,BOWIE ISD,'06 - 08,M,,,'09
'169901101,,BOWIE PRI,N,NQ,MONTAGUE,'169,A,BOWIE ISD,'EE - 01,E,'169901105,BOWIE EL,'09
'249902101,,BOYD EL,N,NQ,WISE,'249,R,BOYD ISD,'PK - 03,E,'249902110,BOYD INT,'11
'249902001,T,BOYD H S,N,NQ,WISE,'249,A,BOYD ISD,'09 - 12,S,,,'11
'249902110,,BOYD INT,N,NQ,WISE,'249,A,BOYD ISD,'04 - 06,E,,,'11
'249902041,,BOYD MIDDLE,N,NQ,WISE,'249,R,BOYD ISD,'07 - 08,M,,,'11
'180901041,A,BLAKEMORE MIDDLE,N,RM,OLDHAM,'180,R,BOYS RANCH ISD,'06 - 08,M,,,'16
'180901001,A,BOYS RANCH H S,N,NQ,OLDHAM,'180,R,BOYS RANCH ISD,'09 - 12,S,,,'16
'180901101,,MIMI FARLEY ELEMENTARY,N,NQ,OLDHAM,'180,E,BOYS RANCH ISD,'KG - 05,E,,,'16
'136901002,,BRACKETT ALTER,N,,KINNEY,'136,3,BRACKETT ISD,'09 - 12,S,,,'20
'136901001,AR,BRACKETT H S,N,M,KINNEY,'136,E,BRACKETT ISD,'09 - 12,S,,,'20
'136901041,,BRACKETT MIDDLE,N,NQ,KINNEY,'136,A,BRACKETT ISD,'07 - 08,M,,,'20
'136901101,,JONES EL,N,NQ,KINNEY,'136,R,BRACKETT ISD,'PK - 06,E,,,'20
'160901101,,BRADY EL,N,R,MCCULLOCH,'160,R,BRADY ISD,'01 - 06,E,,,'15
'160901001,AR,BRADY H S,N,NQ,MCCULLOCH,'160,E,BRADY ISD,'08 - 12,S,,,'15
'160901041,,BRADY MIDDLE SCHOOL,N,NQ,MCCULLOCH,'160,R,BRADY ISD,'06 - 12,B,,,'15
'160901103,,NORTH WARD PRI,N,,MCCULLOCH,'160,N,BRADY ISD,'EE - KG,E,,,'15
'008903102,,BRAZOS EL,N,R,AUSTIN,'008,A,BRAZOS ISD,'EE - 05,E,,,'06
'008903001,AR,BRAZOS H S,N,NQ,AUSTIN,'008,E,BRAZOS ISD,'09 - 12,S,,,'06
'008903041,,BRAZOS MIDDLE,N,RM,AUSTIN,'008,R,BRAZOS ISD,'06 - 08,M,,,'06
'213801001,,BRAZOS RIVER CHARTER SCHOOL,Y,,SOMERVELL,'213,1,BRAZOS RIVER CHARTER SCHOOL,'08 - 12,S,,,'11
'021803001,,BRAZOS SCHOOL FOR INQUIRY & CREATI,Y,NE,BRAZOS,'021,L,BRAZOS SCHOOL FOR INQUIRY & CREATI,'PK - 12,B,,,'06
'020905102,,A P BEUTEL EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905004,,ALTER PLACEMENT CTR,N,,BRAZORIA,'020,X,BRAZOSPORT ISD,'04 - 12,B,,,'04
'020905005,,ALTERNATIVE PLACEMENT CENTER,N,,BRAZORIA,'020,X,BRAZOSPORT ISD,'06 - 10,B,,,'04
'020905006,,ALTERNATIVE PLACEMENT CENTER,N,,BRAZORIA,'020,1,BRAZOSPORT ISD,'10 - 12,S,,,'04
'020905111,,BESS BRANNEN EL,N,RM,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905001,,BRAZOSPORT H S,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'09 - 12,S,,,'04
'020905002,,BRAZOSWOOD H S,N,NQ,BRAZORIA,'020,R,BRAZOSPORT ISD,'09 - 12,S,,,'04
'020905041,G,CLUTE INT,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'06 - 08,M,,,'04
'020905107,,ELISABET NEY EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905042,G,FREEPORT INT,N,RM,BRAZORIA,'020,E,BRAZOSPORT ISD,'07 - 08,M,,,'04
'020905113,,GLADYS POLK EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 05,E,,,'04
'020905114,,GRIFFITH EL,N,NQ,BRAZORIA,'020,R,BRAZOSPORT ISD,'PK - 05,E,,,'04
'020905106,,JANE LONG EL,N,R,BRAZORIA,'020,R,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905043,G,LAKE JACKSON INT,N,M,BRAZORIA,'020,E,BRAZOSPORT ISD,'07 - 08,M,,,'04
'020905104,,O A FLEMING EL,N,NQ,BRAZORIA,'020,R,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905109,,O M ROBERTS EL,N,R,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'020905116,,O'HARA LANIER MIDDLE,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'05 - 06,M,,,'04
'020905115,,RASCO MIDDLE,N,M,BRAZORIA,'020,E,BRAZOSPORT ISD,'05 - 06,M,,,'04
'020905101,,S F AUSTIN EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 06,E,,,'04
'020905108,,T W OGG EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 05,E,,,'04
'020905110,,VELASCO EL,N,NQ,BRAZORIA,'020,E,BRAZOSPORT ISD,'EE - 04,E,,,'04
'215901002,,BRECKENRIDGE ALTER,N,,STEPHENS,'215,X,BRECKENRIDGE ISD,'06 - 12,B,,,'14
'215901001,R,BRECKENRIDGE H S,N,NQ,STEPHENS,'215,R,BRECKENRIDGE ISD,'09 - 12,S,,,'14
'215901041,,BRECKENRIDGE J H,N,NQ,STEPHENS,'215,R,BRECKENRIDGE ISD,'07 - 08,M,,,'14
'215901101,,EAST EL,N,NQ,STEPHENS,'215,R,BRECKENRIDGE ISD,'EE - 01,E,'215901102,NORTH EL,'14
'215901102,,NORTH EL,N,NQ,STEPHENS,'215,R,BRECKENRIDGE ISD,'02 - 03,E,'215901103,SOUTH EL,'14
'215901103,,SOUTH EL,N,NQ,STEPHENS,'215,A,BRECKENRIDGE ISD,'04 - 06,E,,,'14
'198901101,,BREMOND EL,N,NQ,ROBERTSON,'198,R,BREMOND ISD,'EE - 05,E,,,'06
'198901001,R,BREMOND H S,N,NQ,ROBERTSON,'198,E,BREMOND ISD,'09 - 12,S,,,'06
'198901041,G,BREMOND MIDDLE,N,NQ,ROBERTSON,'198,E,BREMOND ISD,'06 - 08,M,,,'06
'239901101,,ALTON EL,N,NQ,WASHINGTON,'239,R,BRENHAM ISD,'PK - 04,E,,,'06
'239901002,,BRENHAM ALTERNATIVE,N,,WASHINGTON,'239,1,BRENHAM ISD,'08 - 12,S,,,'06
'239901102,,BRENHAM EL,N,RM,WASHINGTON,'239,A,BRENHAM ISD,'EE - 04,E,,,'06
'239901001,,BRENHAM HIGH SCHOOL,N,NQ,WASHINGTON,'239,R,BRENHAM ISD,'09 - 12,S,,,'06
'239901042,G,BRENHAM J H,N,NQ,WASHINGTON,'239,A,BRENHAM ISD,'07 - 08,M,,,'06
