CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'108909003,R,PSJA NORTH H S,N,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,,,'01
'108909115,AW,RAUL LONGORIA EL,N,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,,,'01
'108909122,A,REED - MOCK ELEMENTARY,N,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909045,AEW,SAN JUAN MIDDLE SCHOOL,N,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,,,'01
'108909112,AW,SORENSEN EL,N,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,,,'01
'108909004,,STUDENT ALTER PROG,N,HIDALGO,'108,X,PHARR-SAN JUAN-ALAMO ISD,'06 - 12,B,,,'01
'108909005,,TEENAGE PARENT PROG,N,HIDALGO,'108,1,PHARR-SAN JUAN-ALAMO ISD,'06 - 12,B,,,'01
'108909113,AENY,WHITNEY EL,N,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909110,AN,ZEFERINO FARIAS EL,N,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'116801001,N,THE PHOENIX CHARTER SCHOOL,Y,HUNT,'116,A,PHOENIX CHARTER SCHOOL,'PK - 10,B,,,'10
'061903101,,PILOT POINT EL,N,DENTON,'061,A,PILOT POINT ISD,'EE - 02,E,'061903102,PILOT POINT GEE INT,'11
'061903102,WNY,PILOT POINT GEE INT,N,DENTON,'061,A,PILOT POINT ISD,'03 - 05,E,,,'11
'061903001,ATRX,PILOT POINT H S,N,DENTON,'061,A,PILOT POINT ISD,'09 - 12,S,,,'11
'061903041,SZ,PILOT POINT SELZ MIDDLE,N,DENTON,'061,A,PILOT POINT ISD,'06 - 08,M,,,'11
'092904101,,PINE TREE EL,N,GREGG,'092,A,PINE TREE ISD,'01 - 02,E,'092904102,PINE TREE INT,'07
'092904001,PC,PINE TREE H S,N,GREGG,'092,A,PINE TREE ISD,'09 - 12,S,,,'07
'092904102,,PINE TREE INT,N,GREGG,'092,A,PINE TREE ISD,'03 - 04,E,,,'07
'092904041,Y,PINE TREE J H,N,GREGG,'092,A,PINE TREE ISD,'08 - 09,M,,,'07
'092904042,W,PINE TREE MIDDLE,N,GREGG,'092,A,PINE TREE ISD,'07 - 07,M,,,'07
'092904043,EX,PINE TREE MIDDLE,N,GREGG,'092,A,PINE TREE ISD,'05 - 06,M,,,'07
'092904103,,PINE TREE PRI,N,GREGG,'092,X,PINE TREE ISD,'EE - KG,E,,,'07
'003801001,E,PINEYWOODS COMMUNITY ACADEMY HIGH,Y,ANGELINA,'003,A,PINEYWOODS COMMUNITY ACADEMY,'KG - 08,E,,,'07
'032902103,,PITTSBURG ELEMENTARY,N,CAMP,'032,R,PITTSBURG ISD,'02 - 03,E,,,'08
'032902002,,PITTSBURG H S,N,CAMP,'032,A,PITTSBURG ISD,'09 - 12,S,,,'08
'032902105,Y,PITTSBURG INTERMEDIATE,N,CAMP,'032,A,PITTSBURG ISD,'04 - 06,E,,,'08
'032902041,WY,PITTSBURG MIDDLE,N,CAMP,'032,A,PITTSBURG ISD,'07 - 08,M,,,'08
'032902104,,PITTSBURG PRIMARY,N,CAMP,'032,R,PITTSBURG ISD,'EE - 01,E,'032902103,PITTSBURG ELEMENTARY,'08
'251902101,AWX,PLAINS EL,N,YOAKUM,'251,R,PLAINS ISD,'PK - 04,E,,,'17
'251902001,ARSY,PLAINS H S,N,YOAKUM,'251,A,PLAINS ISD,'09 - 12,S,,,'17
'251902041,AEWMNSZ,PLAINS MIDDLE,N,YOAKUM,'251,R,PLAINS ISD,'05 - 08,M,,,'17
'095905101,AY,ASH 6TH GRADE LEARNING CENTER,N,HALE,'095,A,PLAINVIEW ISD,'06 - 06,M,,,'17
'095905102,EW,COLLEGE HILL ELEMENTARY SCHOOL,N,HALE,'095,R,PLAINVIEW ISD,'KG - 04,E,,,'17
'095905041,AWX,CORONADO JUNIOR HIGH SCHOOL,N,HALE,'095,A,PLAINVIEW ISD,'07 - 07,M,,,'17
'095905103,E,EDGEMERE ELEMENTARY SCHOOL,N,HALE,'095,R,PLAINVIEW ISD,'PK - 04,E,,,'17
'095905042,ESZ,ESTACADO JUNIOR HIGH SCHOOL,N,HALE,'095,A,PLAINVIEW ISD,'08 - 08,M,,,'17
'095905004,,HALE COUNTY JJAEP,N,HALE,'095,X,PLAINVIEW ISD,'05 - 11,B,,,'17
'095905105,EW,HIGHLAND ELEMENTARY SCHOOL,N,HALE,'095,R,PLAINVIEW ISD,'KG - 04,E,,,'17
'095905106,WMX,HILLCREST ELEMENTARY SCHOOL,N,HALE,'095,R,PLAINVIEW ISD,'PK - 04,E,,,'17
'095905002,,HOUSTON SCHOOL,N,HALE,'095,1,PLAINVIEW ISD,'07 - 12,S,,,'17
'095905108,W,LA MESA ELEMENTARY SCHOOL,N,HALE,'095,R,PLAINVIEW ISD,'EE - 04,E,,,'17
'095905107,M,LAKESIDE 5TH GRADE LEARNING CENTE,N,HALE,'095,A,PLAINVIEW ISD,'05 - 05,E,,,'17
'095905001,R,PLAINVIEW HIGH SCHOOL,N,HALE,'095,A,PLAINVIEW ISD,'09 - 12,S,,,'17
'095905109,AEWX,THUNDERBIRD ELEMENTARY SCHOOL,N,HALE,'095,R,PLAINVIEW ISD,'PK - 04,E,,,'17
'043910106,AEWMNY,ALDRIDGE EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910140,AEWMNY,ANDREWS ELEMENTARY SCHOOL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910045,AEY,ARMSTRONG MIDDLE,N,COLLIN,'043,A,PLANO ISD,'06 - 08,M,,,'10
'043910132,AEWMN,BARKSDALE EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910162,,BARRON EARLY CHILDHOOD SCHOOL,N,COLLIN,'043,X,PLANO ISD,'EE - PK,E,,,'10
'043910160,,BEATY EARLY CHILDHOOD SCHOOL,N,COLLIN,'043,X,PLANO ISD,'EE - PK,E,,,'10
'043910128,AEWMNY,BETHANY EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910136,AEWMNY,BEVERLY EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910142,AEWMN,BOGGESS ELEMENTARY SCHOOL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910042,A,BOWMAN MIDDLE,N,COLLIN,'043,A,PLANO ISD,'06 - 08,M,,,'10
'043910123,EWMNY,BRINKER EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910053,AEWMS,C M RICE MIDDLE,N,COLLIN,'043,E,PLANO ISD,'06 - 08,M,,,'10
'043910121,AEWMNZ,CARLISLE EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910046,AEW,CARPENTER MIDDLE,N,COLLIN,'043,A,PLANO ISD,'06 - 08,M,,,'10
'043910141,AEWMNZ,CENTENNIAL ELEMENTARY,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910112,WMZ,CHRISTIE EL,N,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910005,SY,CLARK H S,N,COLLIN,'043,A,PLANO ISD,'09 - 10,S,,,'10
'043910124,AEWMNZ,DAFFRON EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910111,EWMNY,DAVIS EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910119,AEWMNY,DOOLEY EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910109,WMNY,FORMAN EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910052,AWS,FRANKFORD MIDDLE,N,COLLIN,'043,A,PLANO ISD,'06 - 08,M,,,'10
'043910129,AEWMNY,GULLEDGE EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910044,EWS,HAGGARD MIDDLE,N,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910118,AEWMN,HARRINGTON EL,N,COLLIN,'043,R,PLANO ISD,'PK - 05,E,,,'10
'043910134,AEWMNY,HAUN EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910213,,HEAD START,N,COLLIN,'043,X,PLANO ISD,'PK - PK,E,,,'10
'043910125,AEWMNZ,HEDGCOXE EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910048,AEWS,HENDRICK MIDDLE,N,COLLIN,'043,A,PLANO ISD,'06 - 08,M,,,'10
'043910143,Y,HICKEY ELEMENTARY SCHOOL,N,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910138,AEWMN,HIGHTOWER EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910120,EWN,HUFFMAN EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910114,AEWMNX,HUGHSTON EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910101,EWMNZ,JACKSON EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910009,AEMNSY,JASPER H S,N,COLLIN,'043,R,PLANO ISD,'09 - 10,S,,,'10
'043910122,AEWMN,MATHEWS EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910102,,MEADOWS EL,N,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910105,E,MEMORIAL EL,N,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910103,MZ,MENDENHALL EL,N,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910131,AEWMNY,MILLER EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910126,EWMN,MITCHELL EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910054,AEWS,MURPHY MIDDLE SCHOOL,N,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910161,,PEARSON EARLY CHILDHOOD,N,COLLIN,'043,X,PLANO ISD,'EE - PK,E,,,'10
'043910006,SY,PLANO EAST SR H S,N,COLLIN,'043,A,PLANO ISD,'11 - 12,S,,,'10
'043910025,,PLANO JJAEP,N,COLLIN,'043,X,PLANO ISD,'08 - 11,S,,,'10
'043910001,DPCESY,PLANO SR H S,N,COLLIN,'043,R,PLANO ISD,'11 - 12,S,,,'10
'043910010,CTEMSY,PLANO WEST SENIOR H S,N,COLLIN,'043,R,PLANO ISD,'11 - 12,S,,,'10
'043910127,EWN,RASOR EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910049,AEWSY,RENNER MIDDLE,N,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910050,AEWS,ROBINSON MIDDLE,N,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910130,EWMN,ROSE HAGGAR EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910115,AEWMNZ,SAIGLING EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910047,AEWMS,SCHIMELPFENIG MIDDLE,N,COLLIN,'043,E,PLANO ISD,'06 - 08,M,,,'10
'043910108,EWMNY,SHEPARD EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910007,NSY,SHEPTON H S,N,COLLIN,'043,A,PLANO ISD,'09 - 10,S,,,'10
'043910104,WN,SIGLER EL,N,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910133,AEWMNY,SKAGGS EL,N,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910139,AEWMNY,STINSON ELEMENTARY,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910117,AEY,THOMAS EL,N,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910004,AS,VINES H S,N,COLLIN,'043,A,PLANO ISD,'09 - 10,S,,,'10
'043910113,WMNZ,WEATHERFORD EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910116,EMNY,WELLS EL,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910003,A,WILLIAMS H S,N,COLLIN,'043,A,PLANO ISD,'09 - 10,S,,,'10
'043910043,EWS,WILSON MIDDLE,N,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910144,AEWMN,WYATT ELEMENTARY,N,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'019912102,EWMY,PLEASANT GROVE EL,N,BOWIE,'019,E,PLEASANT GROVE ISD,'EE - 04,E,,,'08
'019912001,PTREMS,PLEASANT GROVE H S,N,BOWIE,'019,R,PLEASANT GROVE ISD,'09 - 12,S,,,'08
'019912041,AEWNS,PLEASANT GROVE MIDDLE,N,BOWIE,'019,R,PLEASANT GROVE ISD,'05 - 08,M,,,'08
'007905004,,ATASCOSA CO ALTER,N,ATASCOSA,'007,X,PLEASANTON ISD,'09 - 09,S,,,'20
'007905003,,C A R E ACADEMY,N,ATASCOSA,'007,X,PLEASANTON ISD,'07 - 12,S,,,'20
'007905102,,LEMING EL,N,ATASCOSA,'007,A,PLEASANTON ISD,'PK - 01,E,'007905103,PLEASANTON EL,'20
'007905103,,PLEASANTON EL,N,ATASCOSA,'007,A,PLEASANTON ISD,'03 - 04,E,,,'20
'007905001,,PLEASANTON H S,N,ATASCOSA,'007,A,PLEASANTON ISD,'09 - 12,S,,,'20
'007905104,AZ,PLEASANTON INTERMEDIATE,N,ATASCOSA,'007,A,PLEASANTON ISD,'05 - 06,M,,,'20
'007905041,,PLEASANTON J H,N,ATASCOSA,'007,A,PLEASANTON ISD,'07 - 08,M,,,'20
'007905105,,PLEASANTON PRIMARY,N,ATASCOSA,'007,A,PLEASANTON ISD,'EE - 02,E,'007905103,PLEASANTON EL,'20
'117904002,,C H A M P S,N,HUTCHINSON,'117,1,PLEMONS-STINNETT-PHILLIPS CISD,'10 - 12,S,,,'16
'117904101,EWMNX,WEST TEXAS EL,N,HUTCHINSON,'117,E,PLEMONS-STINNETT-PHILLIPS CISD,'EE - 05,E,,,'16
'117904001,R,WEST TEXAS H S,N,HUTCHINSON,'117,A,PLEMONS-STINNETT-PHILLIPS CISD,'09 - 12,S,,,'16
'117904041,X,WEST TEXAS MIDDLE,N,HUTCHINSON,'117,A,PLEMONS-STINNETT-PHILLIPS CISD,'06 - 08,M,,,'16
'031909003,,CAMERON CO J J A E P,N,CAMERON,'031,X,POINT ISABEL ISD,'10 - 10,S,,,'01
'031909101,AEM,DERRY EL,N,CAMERON,'031,A,POINT ISABEL ISD,'03 - 05,E,,,'01
'031909102,,GARRIGA EL,N,CAMERON,'031,A,POINT ISABEL ISD,'EE - 02,E,'031909101,DERRY EL,'01
'031909001,RY,PORT ISABEL H S,N,CAMERON,'031,A,POINT ISABEL ISD,'09 - 12,S,,,'01
'031909041,AEWY,PORT ISABEL J H,N,CAMERON,'031,A,POINT ISABEL ISD,'06 - 08,M,,,'01
'061906101,E,PONDER EL,N,DENTON,'061,A,PONDER ISD,'EE - 06,E,,,'11
'061906001,AWSX,PONDER H S,N,DENTON,'061,A,PONDER ISD,'07 - 12,S,,,'11
'184901101,EX,POOLVILLE EL,N,PARKER,'184,A,POOLVILLE ISD,'PK - 05,E,,,'11
'184901001,,POOLVILLE H S,N,PARKER,'184,A,POOLVILLE ISD,'09 - 12,S,,,'11
'184901041,EW,POOLVILLE JUNIOR HIGH,N,PARKER,'184,A,POOLVILLE ISD,'06 - 08,M,,,'11
'015801003,,BEXAR CO DAY EDU & TREATMENT PRGM,Y,BEXAR,'015,1,POR VIDA ACADEMY,'09 - 12,S,,,'20
'015801002,,CORPUS CHRISTI ACADEMY,Y,BEXAR,'015,L,POR VIDA ACADEMY,'09 - 12,S,,,'20
'015801001,,POR VIDA ACADEMY CHARTER H S,Y,BEXAR,'015,1,POR VIDA ACADEMY,'09 - 12,S,,,'20
'178908041,EWSZ,BRUNDRETT MIDDLE,N,NUECES,'178,A,PORT ARANSAS ISD,'06 - 08,M,,,'02
'178908101,EN,OLSEN EL,N,NUECES,'178,R,PORT ARANSAS ISD,'PK - 05,E,,,'02
'178908001,DPTRESZ,PORT ARANSAS H S,N,NUECES,'178,R,PORT ARANSAS ISD,'09 - 12,S,,,'02
'123907044,AEWS,AUSTIN MIDDLE SCHOOL,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'06 - 08,M,,,'05
'123907102,,DEQUEEN EL,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907113,,DOWLING EL,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907041,A,EDISON MIDDLE,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'06 - 08,M,,,'05
'123907104,,FRANKLIN EL,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907103,EY,HOUSTON EL,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907114,,HUGHEN SCH,N,JEFFERSON,'123,X,PORT ARTHUR ISD,'EE - 12,B,,,'05
'123907007,,JEFFERSON CO YOUTH ACAD,N,JEFFERSON,'123,X,PORT ARTHUR ISD,'07 - 10,S,,,'05
'123907105,WN,LEE EL,N,JEFFERSON,'123,R,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907009,R,MEMORIAL HIGH SCHOOL,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'10 - 12,S,,,'05
'123907008,AX,MEMORIAL 9TH GRADE CENTER,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'09 - 09,S,,,'05
'123907108,WMN,TRAVIS EL,N,JEFFERSON,'123,R,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907109,,TYRRELL EL,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907110,W,WASHINGTON EL,N,JEFFERSON,'123,A,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907111,,WHEATLEY EL,N,JEFFERSON,'123,X,PORT ARTHUR ISD,'EE - PK,E,,,'05
'123907043,,WILSON MIDDLE,N,JEFFERSON,'123,L,PORT ARTHUR ISD,'06 - 08,M,,,'05
'123908002,,ALTER SCH,N,JEFFERSON,'123,X,PORT NECHES-GROVES ISD,'06 - 10,B,,,'05
'123908101,M,GROVES EL,N,JEFFERSON,'123,A,PORT NECHES-GROVES ISD,'04 - 05,E,,,'05
'123908041,,GROVES MIDDLE,N,JEFFERSON,'123,A,PORT NECHES-GROVES ISD,'06 - 08,M,,,'05
'123908003,,JEFFERSON CO J J A E P,N,JEFFERSON,'123,X,PORT NECHES-GROVES ISD,'08 - 09,M,,,'05
'123908102,WN,PORT NECHES EL,N,JEFFERSON,'123,R,PORT NECHES-GROVES ISD,'04 - 05,E,,,'05
'123908042,WZ,PORT NECHES MIDDLE,N,JEFFERSON,'123,A,PORT NECHES-GROVES ISD,'06 - 08,M,,,'05
'123908001,TR,PORT NECHES-GROVES H S,N,JEFFERSON,'123,A,PORT NECHES-GROVES ISD,'09 - 12,S,,,'05
'123908110,,PRE SCHOOL CTR,N,JEFFERSON,'123,X,PORT NECHES-GROVES ISD,'EE - PK,E,,,'05
'123908103,AEM,RIDGEWOOD EL,N,JEFFERSON,'123,E,PORT NECHES-GROVES ISD,'KG - 03,E,,,'05
'123908104,EM,TAFT EL,N,JEFFERSON,'123,E,PORT NECHES-GROVES ISD,'KG - 03,E,,,'05
'123908105,EM,VAN BUREN EL,N,JEFFERSON,'123,E,PORT NECHES-GROVES ISD,'KG - 03,E,,,'05
'123908107,EM,WOODCREST EL,N,JEFFERSON,'123,E,PORT NECHES-GROVES ISD,'KG - 03,E,,,'05
'015814002,,BRYAN TEXAS CAMPUS,Y,BEXAR,'015,X,POSITIVE SOLUTIONS CHARTER SCHOOL,'07 - 10,S,,,'20
'015814001,,POSITIVE SOLUTIONS CHARTER,Y,BEXAR,'015,1,POSITIVE SOLUTIONS CHARTER SCHOOL,'09 - 12,S,,,'20
'085902002,,GARZA CO DETENTION & RESIDENT FAC,N,GARZA,'085,1,POST ISD,'07 - 11,S,,,'17
'085902101,,POST EL,N,GARZA,'085,A,POST ISD,'PK - 05,E,,,'17
'085902001,AT,POST H S,N,GARZA,'085,A,POST ISD,'09 - 12,S,,,'17
'085902041,AEWS,POST MIDDLE,N,GARZA,'085,A,POST ISD,'06 - 08,M,,,'17
'007906003,,ATASCOSA CO JUVENILE UNIT,N,ATASCOSA,'007,X,POTEET ISD,'07 - 10,S,,,'20
'007906101,,POTEET ELEMENTARY,N,ATASCOSA,'007,A,POTEET ISD,'EE - 03,E,,,'20
'007906001,Z,POTEET H S,N,ATASCOSA,'007,A,POTEET ISD,'09 - 12,S,,,'20
'007906102,,POTEET INTERMEDIATE,N,ATASCOSA,'007,A,POTEET ISD,'04 - 06,E,,,'20
'007906041,,POTEET J H,N,ATASCOSA,'007,L,POTEET ISD,'07 - 08,M,,,'20
'247904002,,FLORESVILLE ED ALTER CTR,N,WILSON,'247,X,POTH ISD,'07 - 09,M,,,'20
'247904101,EWMN,POTH ELEMENTARY,N,WILSON,'247,R,POTH ISD,'PK - 05,E,,,'20
'247904001,ARSY,POTH H S,N,WILSON,'247,A,POTH ISD,'09 - 12,S,,,'20
'247904041,AEWMSZ,POTH J H,N,WILSON,'247,R,POTH ISD,'06 - 08,M,,,'20
'091913101,EM,POTTSBORO EL,N,GRAYSON,'091,E,POTTSBORO ISD,'EE - 03,E,,,'10
'091913001,TRSY,POTTSBORO H S,N,GRAYSON,'091,A,POTTSBORO ISD,'09 - 12,S,,,'10
'091913105,WN,POTTSBORO INTERMEDIATE,N,GRAYSON,'091,R,POTTSBORO ISD,'04 - 05,E,,,'10
'091913041,AEWMSX,POTTSBORO MIDDLE,N,GRAYSON,'091,A,POTTSBORO ISD,'06 - 08,M,,,'10
'028906001,AR,PRAIRIE LEA SCHOOL,N,CALDWELL,'028,A,PRAIRIE LEA ISD,'PK - 12,B,,,'13
'169909101,EMNX,PRAIRIE VALLEY EL,N,MONTAGUE,'169,E,PRAIRIE VALLEY ISD,'PK - 05,E,,,'09
'169909001,ATREWMSZ,PRAIRIE VALLEY H S,N,MONTAGUE,'169,A,PRAIRIE VALLEY ISD,'06 - 12,B,,,'09
'139912101,EMNX,BLOSSOM EL,N,LAMAR,'139,A,PRAIRILAND ISD,'EE - 08,E,,,'08
'139912102,EWMN,DEPORT EL,N,LAMAR,'139,R,PRAIRILAND ISD,'EE - 08,E,,,'08
'139912001,T,PRAIRILAND H S,N,LAMAR,'139,R,PRAIRILAND ISD,'09 - 12,S,,,'08
'125905101,X,PREMONT CENTRAL EL,N,JIM WELLS,'125,R,PREMONT ISD,'PK - 04,E,,,'02
'125905001,RZ,PREMONT H S,N,JIM WELLS,'125,A,PREMONT ISD,'09 - 12,S,,,'02
'125905041,,PREMONT J H,N,JIM WELLS,'125,A,PREMONT ISD,'05 - 08,M,,,'02
'189902041,X,FRANCO MIDDLE SCHOOL,N,PRESIDIO,'189,A,PRESIDIO ISD,'06 - 08,M,,,'18
'189902101,,PRESIDIO EL,N,PRESIDIO,'189,L,PRESIDIO ISD,'PK - 05,E,,,'18
'189902001,PR,PRESIDIO H S,N,PRESIDIO,'189,A,PRESIDIO ISD,'09 - 12,S,,,'18
'167904001,ATEW,PRIDDY SCHOOL,N,MILLS,'167,A,PRIDDY ISD,'EE - 12,B,,,'12
'043911041,,CLARK JR HIGH,N,COLLIN,'043,A,PRINCETON ISD,'07 - 08,M,,,'10
'043911002,,COLLIN CO J J A E P,N,COLLIN,'043,X,PRINCETON ISD,'08 - 10,S,,,'10
'043911103,,GODWIN EL,N,COLLIN,'043,A,PRINCETON ISD,'KG - 04,E,,,'10
'043911102,A,HUDDLESTON INTERMEDIATE,N,COLLIN,'043,A,PRINCETON ISD,'05 - 06,M,,,'10
'043911101,EMZ,LACY ELEMENTARY,N,COLLIN,'043,R,PRINCETON ISD,'EE - 04,E,,,'10
'043911001,TX,PRINCETON H S,N,COLLIN,'043,A,PRINCETON ISD,'09 - 12,S,,,'10
'098903101,EMSY,PRINGLE-MORSE EL-J H,N,HANSFORD,'098,A,PRINGLE-MORSE CISD,'PK - 08,E,,,'16
'108910041,,DOROTHY THOMPSON MIDDLE,N,HIDALGO,'108,L,PROGRESO ISD,'07 - 08,M,,,'01
'108910103,,PROGRESO EARLY CHILDHOOD CTR,N,HIDALGO,'108,X,PROGRESO ISD,'PK - KG,E,,,'01
'108910101,,PROGRESO EL,N,HIDALGO,'108,A,PROGRESO ISD,'04 - 06,E,,,'01
'108910001,R,PROGRESO H S,N,HIDALGO,'108,A,PROGRESO ISD,'09 - 12,S,,,'01
'108910102,A,PROGRESO PRI,N,HIDALGO,'108,R,PROGRESO ISD,'01 - 03,E,,,'01
'108910003,,STUDENT ALTERNATIVE PROGRAM INCOR,N,HIDALGO,'108,X,PROGRESO ISD,'06 - 11,B,,,'01
'043912101,WX,PROSPER EL,N,COLLIN,'043,E,PROSPER ISD,'PK - 04,E,,,'10
'043912001,ATRESY,PROSPER H S,N,COLLIN,'043,R,PROSPER ISD,'09 - 12,S,,,'10
'043912041,AWNS,PROSPER MIDDLE SCHOOL,N,COLLIN,'043,R,PROSPER ISD,'05 - 08,M,,,'10
'099903001,DR,QUANAH H S,N,HARDEMAN,'099,A,QUANAH ISD,'09 - 12,S,,,'09
'099903102,E,REAGAN EL,N,HARDEMAN,'099,A,QUANAH ISD,'EE - 06,E,,,'09
'099903041,AWS,TRAVIS J H,N,HARDEMAN,'099,A,QUANAH ISD,'07 - 08,M,,,'09
'034907101,EMY,J K HILEMAN EL,N,CASS,'034,R,QUEEN CITY ISD,'EE - 04,E,,,'08
'034907041,AEWNX,MORRIS UPCHURCH MIDDLE,N,CASS,'034,A,QUEEN CITY ISD,'05 - 08,M,,,'08
'034907001,ATRX,QUEEN CITY H S,N,CASS,'034,A,QUEEN CITY ISD,'09 - 12,S,,,'08
'116908101,,A E BUTLER INT,N,HUNT,'116,A,QUINLAN ISD,'04 - 05,E,,,'10
'116908041,ES,C B THOMPSON MIDDLE,N,HUNT,'116,A,QUINLAN ISD,'06 - 08,M,,,'10
'116908102,,D C CANNON EL,N,HUNT,'116,A,QUINLAN ISD,'01 - 03,E,,,'10
'116908103,,JOE MARTIN EARLY CHILDHOOD CTR,N,HUNT,'116,X,QUINLAN ISD,'EE - KG,E,,,'10
'116908001,,WH FORD HIGH SCHOOL,N,HUNT,'116,A,QUINLAN ISD,'09 - 12,S,,,'10
'250904101,EWM,QUITMAN EL,N,WOOD,'250,R,QUITMAN ISD,'PK - 06,E,,,'07
'250904001,ATR,QUITMAN H S,N,WOOD,'250,A,QUITMAN ISD,'09 - 12,S,,,'07
'250904041,EWSZ,QUITMAN J H,N,WOOD,'250,A,QUITMAN ISD,'07 - 08,M,,,'07
'250904002,,WOOD CO ALTER,N,WOOD,'250,1,QUITMAN ISD,'10 - 12,S,,,'07
'015815001,,RADIANCE ACADEMY OF LEARNING,Y,BEXAR,'015,1,RADIANCE ACADEMY OF LEARNING,'PK - 12,B,,,'20
'015815101,,RADIANCE ACADEMY OF LEARNING (WES,Y,BEXAR,'015,1,RADIANCE ACADEMY OF LEARNING,'PK - 12,B,,,'20
