DISTRICT,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,YEAR
'028903,5.088,34.228,12.7201,26.768,21.197,2008
'028906,2.238,40.278,17.9002,28.288,11.296,2008
'029901,5.438,22.234,20.7324,29.538,22.057,2008
'030901,16.877,14.064,19.6924,29.676,19.69,2008
'030902,7.1670000000000025,16.21,23.0915,36.809,16.722,2008
'030903,9.966000000000001,16.609,13.2845,36.891999999999996,23.249000000000002,2008
'030906,0.0,10.182,17.8174,50.567,21.433000000000003,2008
'031901,5.9179999999999975,28.772,19.7556,25.118000000000002,20.436,2008
'031903,5.779,24.76,15.638,28.15,25.671999999999997,2008
'031905,4.921,32.257,17.9197,23.846,21.055999999999997,2008
'031906,5.845,35.257,19.4239,23.647,15.827,2008
'031909,5.291,25.87,21.7548,28.221999999999998,18.862000000000002,2008
'031911,13.43,29.52,10.0786,21.771,25.2,2008
'031912,6.484,28.609,16.8635,19.882,28.162,2008
'031913,8.53,44.578,15.3533,20.674,10.865,2008
'031914,15.575999999999999,28.8,16.6873,25.586,13.35,2008
'031916,2.01,12.407,12.6487,39.253,33.681999999999995,2008
'032902,4.34,29.766,16.3031,24.869,24.721999999999998,2008
'033901,6.2520000000000024,12.502,25.0013,12.5,43.745,2008
'033902,4.529,12.077,21.1342,36.008,26.252,2008
'033904,2.7030000000000003,21.622,8.1067,35.135999999999996,32.431999999999995,2008
'034901,5.473,18.03,20.6059,27.964000000000002,27.927,2008
'034902,5.127999999999999,10.255999999999998,20.5117,15.385,48.718999999999994,2008
'034903,14.315999999999999,17.729,19.4994,29.965999999999998,18.49,2008
'034905,3.89,15.56,20.7483,29.826,29.976,2008
'034906,2.7030000000000003,21.622,37.8381,21.623,16.215,2008
'034907,5.922999999999999,15.499,20.1402,37.289,21.148000000000003,2008
'034908,19.999000000000002,40.001999999999995,20.0012,0.0,19.997,2008
'034909,3.8960000000000004,19.483,35.0682,23.379,18.173,2008
'035901,8.136000000000001,28.9,18.6897,17.254,27.02,2008
'035902,12.773,22.930999999999997,12.7722,29.337,22.186999999999998,2008
'035903,5.056,14.727,39.2744,29.455,11.487,2008
'036901,7.768,25.676,21.3611,27.186999999999998,18.008,2008
'036902,3.0989999999999998,16.65,25.4191,30.261999999999997,24.57,2008
'036903,5.494,25.274,20.879,29.67,18.682000000000002,2008
'037901,12.716,23.842,15.8939,22.975,24.573,2008
'037904,8.258,30.677,19.0486,22.737,19.279,2008
'037907,6.574,25.97,16.1012,26.266,25.089000000000002,2008
'037908,8.695,41.305,10.8706,23.913,15.217,2008
'037909,20.589000000000002,13.725999999999999,18.6273,28.186,18.873,2008
'038901,2.125,20.267,18.2396,33.298,26.07,2008
'039901,8.0,24.000999999999998,8.0001,15.998,44.00100000000001,2008
'039902,0.0,16.92,16.921,29.296,36.863,2008
'039903,0.0,21.092,38.0336,26.288,14.587,2008
'039904,0.0,17.352999999999998,23.1378,23.139,36.37,2008
'039905,6.0310000000000015,20.46,12.0627,41.059,20.387,2008
'040901,3.7489999999999997,20.619,16.8704,28.23,30.531,2008
'040902,2.2319999999999998,10.667,11.1577,30.499000000000002,45.445,2008
'041901,4.337,15.181,15.1805,41.207,24.094,2008
'041902,3.532,14.125,26.6516,27.574,28.118000000000002,2008
'042901,2.522,14.265999999999998,14.2652,40.708,28.239,2008
'042903,7.737,15.474,11.6061,20.889,44.294,2008
'042905,5.072,30.435,10.1451,28.985,25.363000000000003,2008
'042906,24.735,44.678000000000004,22.340999999999998,8.246,0.0,2008
'043901,5.558,29.09800000000001,26.5881,24.572,14.183,2008
'043902,17.776,34.93,18.482,18.715,10.096,2008
'043903,5.1770000000000005,17.256,19.8435,34.437,23.287,2008
'043904,7.916,24.191999999999997,19.5556,18.813,29.523000000000003,2008
'043905,9.286,38.171,26.0471,18.680999999999997,7.815,2008
'043907,6.255,33.069,30.3115,20.052,10.312000000000001,2008
'043908,8.861,32.911,20.2547,32.91,5.064,2008
'043910,8.167,34.364000000000004,22.3655,20.502,14.602,2008
'043911,5.441,39.722,20.2147,19.115,15.507,2008
'043912,10.152999999999999,36.906,18.3592,21.191,13.390999999999998,2008
'043914,8.296,38.094,22.6921,20.469,10.449000000000002,2008
'043917,18.334,28.331999999999997,13.3317,23.336,16.666,2008
'043918,8.95,25.36,19.6013,26.592,19.497,2008
'043919,3.264,28.329,30.3219,25.18,12.904000000000002,2008
'044902,5.867000000000001,12.555,19.5558,37.576,24.447,2008
'044904,3.3289999999999997,34.579,13.8334,43.494,4.763999999999999,2008
'045902,3.418,24.781,24.7565,20.633000000000006,26.410999999999998,2008
'045903,6.0329999999999995,25.000999999999998,18.1037,20.69,30.171999999999997,2008
'045905,4.232,10.58,24.3324,29.552,31.304000000000002,2008
'046802,42.858000000000004,25.715999999999998,17.1406,2.8569999999999998,11.429,2008
'046901,3.718,23.651,19.4301,33.402,19.799,2008
'046902,3.6719999999999997,23.651,19.1363,29.938000000000002,23.603,2008
'047901,2.622,24.3,17.0452,28.08,27.95300000000001,2008
'047902,5.059,18.539,25.29300000000001,23.968000000000004,27.142,2008
'047903,0.0,29.022,17.4138,23.219,30.345,2008
'047905,13.958,27.424,6.9826,20.94,30.695,2008
'048901,3.7430000000000003,16.987000000000002,18.7164,34.349000000000004,26.204,2008
'048903,8.07,22.864,5.7162,41.928999999999995,21.421,2008
'049901,6.709,26.02,16.0564,27.84800000000001,23.366999999999997,2008
'049902,0.0,23.340999999999998,28.0114,37.348,11.299000000000001,2008
'049903,8.702,13.856,26.1039,34.805,16.533,2008
'049905,4.426,21.235,16.9363,31.616,25.787,2008
'049906,5.484,19.192999999999998,10.9679,39.118,25.238000000000003,2008
'049907,7.675,7.673999999999999,18.4117,35.816,30.424,2008
'049908,0.0,16.668,16.6667,49.997,16.668,2008
'049909,28.837,0.0,14.4151,14.419,42.328,2008
'050901,3.8310000000000004,22.976999999999997,15.754000000000001,38.292,19.146,2008
'050902,6.056,22.435,23.7089,20.668000000000006,27.131999999999998,2008
'050904,5.881,17.646,23.5309,41.178000000000004,11.765,2008
'050909,0.0,27.776,11.1115,27.78,33.333,2008
'050910,7.08,31.85,22.0603,23.769000000000002,15.241,2008
'051901,1.94,11.642000000000001,21.3452,30.146,34.926,2008
'052901,5.8210000000000015,14.982000000000001,13.9128,31.038,34.247,2008
'053001,10.255999999999998,23.076,14.1031,32.051,20.513,2008
'054901,10.640999999999998,22.42,14.8981,31.924,20.118,2008
'054902,18.227,28.647,14.2604,13.022,25.845,2008
'054903,6.005,34.03,22.0191,23.935,14.011,2008
'055901,15.0,16.666,18.3338,26.666,23.334,2008
'056901,31.09800000000001,21.473000000000006,22.9536,11.640999999999998,12.834000000000001,2008
'056902,14.47,18.704,18.7006,23.191999999999997,24.933000000000003,2008
'057802,61.919,25.354,9.0865,0.0,3.641,2008
'057803,22.09,48.312,13.6083,11.360999999999999,4.629,2008
'057804,70.432,15.503,7.8645,4.1339999999999995,2.0669999999999997,2008
'057805,0.0,46.111999999999995,53.8884,0.0,0.0,2008
'057806,90.98299999999999,5.01,2.0037,2.004,0.0,2008
'057807,15.482999999999999,57.701,14.5242,8.704,3.588,2008
'057808,30.296,43.008,17.1977,2.15,7.348,2008
'057809,31.219,37.563,15.6093,15.609000000000002,0.0,2008
'057810,34.436,39.871,2.8787,11.407,11.407,2008
'057811,41.177,52.94,5.8825,0.0,0.0,2008
'057813,36.364000000000004,60.605,3.0303,0.0,0.0,2008
'057814,5.1720000000000015,43.103,25.8634,10.345,15.517000000000001,2008
'057815,1.246,31.00800000000001,67.7457,0.0,0.0,2008
'057816,1.8519999999999999,31.480999999999998,51.8523,14.814,0.0,2008
'057817,0.0,76.001,23.9989,0.0,0.0,2008
'057818,0.0,0.0,0.0,0.0,0.0,2008
'057819,0.0,78.95,21.0498,0.0,0.0,2008
'057821,44.445,50.0,2.7772,2.778,0.0,2008
'057825,89.90899999999998,5.045,3.3631,0.0,1.683,2008
'057827,36.099000000000004,35.028,18.8652,10.008,0.0,2008
'057828,36.064,49.662,4.5107,5.251,4.512,2008
'057829,19.187,38.863,24.74,10.883,6.327000000000001,2008
'057830,6.9570000000000025,58.256,18.5531,13.915,2.319,2008
'057831,87.473,10.522,2.0043,0.0,0.0,2008
'057832,33.455,66.545,0.0,0.0,0.0,2008
'057833,58.202,32.34,9.4579,0.0,0.0,2008
'057834,19.997,46.676,19.9991,13.328,0.0,2008
'057835,42.857,45.714,5.7144,2.8569999999999998,2.8569999999999998,2008
'057836,25.805999999999997,32.258,19.3553,22.581,0.0,2008
'057837,23.993000000000002,57.685,18.3218,0.0,0.0,2008
'057838,47.028999999999996,24.031,21.7052,5.426,1.8090000000000002,2008
'057839,56.548,33.797,9.6551,0.0,0.0,2008
'057840,0.0,0.0,0.0,0.0,0.0,2008
'057903,9.656,37.657,23.5643,17.191,11.931,2008
'057904,11.866,41.354,19.6028,16.614,10.562999999999999,2008
'057905,8.929,32.257,18.5045,18.479,21.831,2008
'057906,20.262,33.817,15.3643,14.967,15.589,2008
'057907,5.362,33.871,24.9555,18.814,16.998,2008
'057909,6.816,34.457,20.8903,20.3,17.537,2008
'057910,10.197000000000001,32.247,21.4051,17.998,18.154,2008
'057911,2.929,23.899,25.75,21.098000000000006,26.325,2008
'057912,16.553,37.592,16.0387,15.321,14.495,2008
'057913,13.742,41.37300000000001,20.9159,16.759,7.21,2008
'057914,10.123,34.927,21.4123,17.133,16.405,2008
'057916,12.359000000000002,38.303000000000004,17.1142,17.072,15.152000000000001,2008
'057919,12.276,8.331,31.5694,35.196999999999996,12.627,2008
'057922,5.879,31.732,21.5131,24.776,16.099,2008
'058902,5.625,22.5,20.0122,34.984,16.878,2008
'058905,5.131,25.656,17.4781,25.651999999999997,26.083000000000002,2008
'058906,14.597000000000001,31.045,16.0874,17.329,20.941999999999997,2008
'058909,0.0,15.807,18.0644,40.645,25.484,2008
'059901,11.415,29.511999999999997,14.6577,26.178,18.237000000000002,2008
'059902,0.0,23.526,29.4133,47.06100000000001,0.0,2008
'060902,5.6739999999999995,14.185,22.6958,25.531999999999996,31.913,2008
'060914,19.593,30.408,5.0674,22.489,22.441999999999997,2008
'061802,63.335,26.425,5.285,4.955,0.0,2008
'061901,7.117000000000001,31.335,26.3022,21.299,13.947000000000001,2008
'061902,5.5310000000000015,26.574,24.3877,25.878,17.63,2008
'061903,8.315,26.47300000000001,21.4893,31.766,11.956,2008
'061905,6.76,30.421999999999997,18.7915,23.938000000000002,20.088,2008
'061906,2.336,21.026,23.9472,38.548,14.142999999999999,2008
'061907,10.924000000000001,35.305,23.2151,25.094,5.4620000000000015,2008
'061908,6.621,28.732,22.6534,24.311999999999998,17.680999999999994,2008
'061910,2.485,23.191999999999997,26.9991,34.071,13.254000000000001,2008
'061911,6.2570000000000014,33.171,23.318,22.576999999999998,14.677999999999999,2008
'061912,4.1160000000000005,38.931999999999995,21.6952,26.339000000000002,8.918,2008
'061914,12.956,37.564,24.4185,17.687,7.375,2008
'062901,5.539,22.267,16.1108,31.679000000000002,24.404,2008
'062902,21.096999999999998,6.575,6.5760000000000005,26.301,39.452,2008
'062903,0.0,22.11,11.4646,33.525,32.9,2008
'062904,3.938,17.719,15.7489,39.971,22.623,2008
'062905,0.0,0.0,19.5783,78.32300000000002,2.099,2008
'062906,10.001,20.000999999999998,20.0012,9.997,40.0,2008
'063903,3.1630000000000003,9.49,25.3063,30.41,31.631,2008
'063906,6.881,6.879,13.7585,56.506,15.975999999999999,2008
'064903,10.121,21.383000000000006,17.8874,21.393,29.215999999999998,2008
'065901,1.96,21.566999999999997,15.6877,47.058,13.727,2008
'065902,8.183,20.455,4.0917,30.451999999999998,36.81800000000001,2008
'066005,16.368,0.0,0.0,0.0,83.632,2008
'066901,0.0,18.586,18.5886,26.226999999999997,36.598,2008
'066902,8.877,27.765,15.8661,20.825,26.666999999999998,2008
'066903,10.0,28.75,11.2501,25.000999999999998,24.999000000000002,2008
'067902,8.107999999999999,22.00800000000001,23.1652,26.765,19.954,2008
'067903,5.7520000000000024,19.871,15.6873,34.635999999999996,24.053,2008
'067904,6.527,21.04,26.3043,33.728,12.401,2008
'067907,4.619,23.095,9.2383,34.641999999999996,28.405,2008
'067908,8.445,22.749000000000002,12.8052,30.386999999999997,25.615,2008
'068801,0.0,100.0,0.0,0.0,0.0,2008
'068901,6.722,26.221999999999998,21.377,28.736,16.944000000000006,2008
'069901,5.568,27.840999999999998,19.0049,22.272,25.315,2008
'069902,7.287000000000001,36.211,12.5542,21.975,21.97300000000001,2008
'070801,40.881,9.855,49.2643,0.0,0.0,2008
'070901,10.465,36.635,20.9388,10.466,21.495,2008
'070903,7.35,26.256,17.0806,23.178,26.135,2008
'070905,17.715999999999994,33.602,19.6922,12.517999999999999,16.472,2008
'070907,12.727,36.363,14.5448,21.818,14.546,2008
'070908,5.294,28.993000000000002,21.7822,25.608,18.323,2008
'070909,9.091000000000001,22.726,18.1835,18.183,31.816999999999997,2008
'070910,17.961,23.095,25.0031,16.325,17.616,2008
'070911,4.218,21.205,23.4967,26.061,25.019000000000002,2008
'070912,3.323,24.572,22.4164,26.247,23.441,2008
'070915,12.812000000000001,16.658,25.6262,32.034,12.87,2008
'071801,32.888000000000005,47.356,7.4093,4.939,7.407999999999999,2008
'071803,7.997000000000001,56.004,15.9986,4.001,15.999,2008
'071804,24.999000000000002,60.716,7.1424,0.0,7.143,2008
'071805,100.0,0.0,0.0,0.0,0.0,2008
'071806,53.455,46.545,0.0,0.0,0.0,2008
'071807,100.0,0.0,0.0,0.0,0.0,2008
'071901,10.386,35.199,17.6731,25.750999999999998,10.991,2008
'071902,6.2360000000000015,31.241999999999997,17.3882,24.393,20.74,2008
'071903,8.412,32.608000000000004,20.4732,25.421,13.085,2008
'071904,5.263999999999999,34.048,22.7636,22.33,15.593,2008
'071905,5.218999999999999,30.119,22.2605,22.983,19.418,2008
'071906,7.131,21.538,10.7682,39.205,21.358,2008
'071907,3.174,28.048000000000002,21.4539,24.948,22.375999999999998,2008
'071908,16.618,52.593999999999994,9.5806,6.234,14.972999999999999,2008
'071909,7.697,39.150999999999996,19.5142,20.855999999999998,12.782,2008
'072801,51.03,32.082,12.9064,0.0,3.9810000000000003,2008
'072802,33.764,40.713,25.5222,0.0,0.0,2008
'072901,12.119000000000002,39.394,24.2427,24.244,0.0,2008
'072902,11.097999999999999,25.224,17.1521,24.33,22.195999999999998,2008
'072903,3.716,21.427,17.3632,33.631,23.863000000000003,2008
'072904,0.0,44.445,33.3326,0.0,22.221999999999998,2008
'072908,4.94,24.706,29.6485,29.647,11.058,2008
'072909,17.86,17.86,13.3963,33.022,17.861,2008
'072910,2.983,30.986,0.0,30.988000000000003,35.043,2008
'073901,38.304,18.572,8.9376,16.249000000000002,17.937,2008
'073903,16.082,29.158,11.0596,19.102999999999998,24.59800000000001,2008
'073904,0.0,8.259,17.4047,49.556000000000004,24.781,2008
'073905,8.892999999999997,13.339,13.3393,33.305,31.124000000000002,2008
'074903,5.557,25.226,17.8318,27.959,23.426,2008
'074904,6.898,20.697,21.8708,24.845,25.688000000000002,2008
'074905,3.923,11.765999999999998,15.6866,35.293,33.332,2008
'074907,11.49,26.045,10.7242,16.852999999999998,34.888000000000005,2008
'074909,5.001,14.052999999999999,23.3397,38.887,18.718,2008
'074911,14.414000000000001,18.018,27.3879,24.144000000000002,16.037,2008
'074912,6.6320000000000014,35.375,19.9002,18.194000000000006,19.899,2008
'074917,0.0,13.157,25.0007,36.843,25.0,2008
'075901,3.84,14.982000000000001,18.8808,25.899,36.398,2008
'075902,2.786,17.409000000000002,14.9726,32.538000000000004,32.295,2008
'075903,9.809,16.348,13.078,34.522,26.243000000000002,2008
'075906,0.0,21.195,23.8448,31.795,23.165,2008
'075908,12.804,21.337,4.2684,12.265,49.325,2008
'076903,0.0,17.243,13.792,48.275,20.689,2008
'076904,2.91,11.640999999999998,23.2826,37.95,24.215999999999998,2008
'077901,3.428,29.56900000000001,19.7571,20.645,26.601,2008
'077902,0.0,21.713,20.8453,26.426,31.015,2008
'078901,18.049,16.043,8.0206,41.644,16.243,2008
'079901,6.606,29.456999999999997,20.9761,25.488000000000003,17.473,2008
'079906,0.0,28.070999999999998,11.1111,32.748000000000005,28.07,2008
'079907,7.994,33.579,22.2206,20.436,15.770999999999999,2008
'079908,50.0,12.5,25.0,12.5,0.0,2008
'079910,9.391,36.961999999999996,18.4248,16.926,18.297,2008
'080901,1.692,20.385,13.418,43.358999999999995,21.146,2008
'081902,2.8369999999999997,27.669,18.8233,30.963,19.707,2008
'081904,4.275,20.697,17.075,36.221,21.732,2008
'081905,8.537,26.83,21.9511,19.511,23.171,2008
'081906,6.4510000000000005,25.807,51.6123,12.904000000000002,3.2260000000000004,2008
'082902,7.223,32.275,6.5311,20.897,33.074,2008
'082903,11.275,31.962,11.0465,22.608,23.108,2008
'083901,11.837,20.718000000000004,17.7583,28.116,21.57,2008
'083902,7.0760000000000005,33.018,4.717,14.15,41.038999999999994,2008
'083903,6.466,14.190999999999999,19.0247,31.997,28.320999999999998,2008
'084801,20.0,42.5,27.5002,2.5,7.5,2008
'084802,9.091000000000001,50.00100000000001,27.2717,9.091000000000001,4.546,2008
'084804,100.0,0.0,0.0,0.0,0.0,2008
'084901,6.485,36.725,18.687,17.601,20.503,2008
'084902,25.531999999999996,26.923000000000002,11.0094,14.052,22.483,2008
'084903,6.6739999999999995,18.663,18.6635,32.668,23.331,2008
'084904,5.184,39.95,16.6148,18.355,19.897000000000002,2008
'084906,6.641,28.189,15.7764,26.505,22.888,2008
'084908,9.027000000000001,23.695999999999998,21.5803,19.180999999999997,26.516,2008
'084909,11.11,32.856,18.8464,18.516,18.671,2008
'084910,5.959,28.307,21.4252,27.824,16.484,2008
'084911,2.467,25.198,19.3179,32.701,20.317,2008
'085902,4.55,15.921,26.1581,23.680999999999997,29.69,2008
'085903,28.193,28.198,16.9171,5.64,21.052,2008
'086024,0.0,0.0,0.0,50.003,49.997,2008
'086901,3.702,17.047,15.9011,36.69300000000001,26.656,2008
'086902,2.16,8.639,25.9191,42.633,20.649,2008
'087901,3.447,24.136,14.5081,19.98,37.929,2008
'088902,2.7539999999999996,15.133,16.012999999999998,40.097,26.003,2008
'089901,6.388999999999999,28.656,15.4401,29.816,19.699,2008
'089903,11.651,29.773000000000003,17.8645,23.884,16.828,2008
'089905,18.072,31.625999999999998,9.0362,22.592,18.674,2008
'090902,14.937999999999999,22.781999999999996,21.6962,16.881,23.70300000000001,2008
'090903,1.149,18.39,34.4839,22.988000000000003,22.989,2008
'090904,7.09,23.811,14.01,27.87,27.22,2008
'090905,33.334,33.330999999999996,0.0,33.334,0.0,2008
'091901,0.0,12.459000000000001,24.9169,24.915,37.709,2008
'091902,9.932,25.824,21.8493,22.531,19.864,2008
'091903,4.593999999999999,22.665,18.5224,27.741,26.478,2008
'091905,5.332999999999998,24.0,14.6664,34.667,21.333000000000002,2008
'091906,5.412000000000001,29.666999999999998,23.7374,22.103,19.081,2008
'091907,6.666,39.999,20.0019,26.666999999999998,6.666,2008
'091908,3.035,21.2,21.7492,34.394,19.622,2008
'091909,4.338,27.766,17.5692,23.428,26.899,2008
'091910,4.627,17.316,10.7949,42.61,24.651999999999997,2008
'091913,2.062,21.649,21.65,29.897,24.741999999999997,2008
'091914,6.242000000000001,21.622,12.4833,30.006,29.646,2008
'091917,4.524,28.125,14.5836,37.141999999999996,15.626,2008
'091918,2.89,27.447,17.3347,33.549,18.78,2008
'092801,0.0,34.202,25.6573,22.186999999999998,17.954,2008
'092901,7.295,19.758,19.4528,31.61,21.884,2008
'092902,15.152999999999999,23.761999999999997,14.4212,24.451,22.212,2008
'092903,6.1110000000000015,23.840999999999998,17.0272,26.95,26.070999999999998,2008
'092904,3.1210000000000004,20.570999999999998,19.660999999999998,29.588,27.059,2008
'092906,6.019,19.854,17.0534,30.094,26.979,2008
'092907,2.356,16.496,22.7633,33.777,24.607,2008
'092908,6.0870000000000015,19.842,23.404,29.605999999999998,21.061999999999998,2008
'093901,23.941,25.938000000000002,7.9806,28.175,13.966,2008
'093903,15.064,17.574,15.0643,36.398,15.901,2008
'093904,8.228,28.796999999999997,15.5407,25.174,22.261999999999997,2008
'093905,11.97,26.363000000000003,17.9552,17.346,26.365,2008
'094901,14.984000000000002,27.638,18.596,17.972,20.81,2008
'094902,4.248,31.901,29.9115,25.839000000000002,8.1,2008
'094903,6.098,13.210999999999999,27.1794,33.563,19.949,2008
'094904,2.955,26.13,21.6705,25.79,23.455,2008
'095901,2.905,13.074000000000002,13.0736,41.17,29.776999999999997,2008
'095902,29.410999999999998,23.529,11.7673,17.647000000000006,17.645,2008
'095903,9.202,33.126,14.7226,24.844,18.105999999999998,2008
'095904,0.0,13.967,9.3443,45.394,31.295,2008
'095905,6.06,25.346999999999998,18.4812,28.802,21.31,2008
'096904,13.431,21.108,7.6751,29.003,28.783,2008
'096905,1.936,11.682,19.4695,41.613,25.299,2008
'097902,1.308,15.043,22.1669,47.092,14.39,2008
'097903,3.272,26.174,17.9931,41.398,11.163,2008
'098901,4.959,16.291,23.5866,36.431,18.732,2008
'098903,0.0,17.859,28.57,28.57,25.000999999999998,2008
'098904,2.5989999999999998,17.55,18.3324,34.193000000000005,27.325,2008
'099902,0.0,14.470999999999998,31.514,36.010999999999996,18.005,2008
'099903,1.7069999999999999,27.307,18.7742,28.13300000000001,24.07800000000001,2008
'100903,5.693,23.721999999999998,15.181,37.376,18.027,2008
'100904,3.235,23.743000000000002,17.5086,31.256999999999998,24.256,2008
'100905,6.557,15.1,20.3273,30.475,27.541,2008
'100907,10.2,26.84,16.43,27.427,19.104,2008
'100908,5.507999999999999,40.394,5.5076,31.213,17.377,2008
'101801,41.667,25.0,16.6667,16.667,0.0,2008
