DISTRICT,YEAR,D40912DR*R,DE0912DR*R,DR0912DR*R,DM0912DR*R,DF0912DR*R,D20912DR*R,DB0912DR*R,DS0912DR*R,DA0912DR*R,DI0912DR*R,DW0912DR*R,DH0912DR*R,DL0912DR*R,D30912DR*R
'100905,2005,,,,,,,,,,,,,,
'100907,2005,,,,,,,,,,,,,,
'100908,2005,,,,,,,,,,,,,,
'101801,2005,,,,,,,,,,,,,,
'101802,2005,,,,,,,,,,,,,,
'101803,2005,,,,,,,,,,,,,,
'101804,2005,,,,,,,,,,,,,,
'101805,2005,,,,,,,,,,,,,,
'101806,2005,,,,,,,,,,,,,,
'101807,2005,,,,,,,,,,,,,,
'101809,2005,,,,,,,,,,,,,,
'101810,2005,,,,,,,,,,,,,,
'101811,2005,,,,,,,,,,,,,,
'101812,2005,,,,,,,,,,,,,,
'101813,2005,,,,,,,,,,,,,,
'101814,2005,,,,,,,,,,,,,,
'101815,2005,,,,,,,,,,,,,,
'101817,2005,,,,,,,,,,,,,,
'101818,2005,,,,,,,,,,,,,,
'101819,2005,,,,,,,,,,,,,,
'101820,2005,,,,,,,,,,,,,,
'101821,2005,,,,,,,,,,,,,,
'101822,2005,,,,,,,,,,,,,,
'101823,2005,,,,,,,,,,,,,,
'101827,2005,,,,,,,,,,,,,,
'101828,2005,,,,,,,,,,,,,,
'101829,2005,,,,,,,,,,,,,,
'101830,2005,,,,,,,,,,,,,,
'101831,2005,,,,,,,,,,,,,,
'101833,2005,,,,,,,,,,,,,,
'101834,2005,,,,,,,,,,,,,,
'101837,2005,,,,,,,,,,,,,,
'101838,2005,,,,,,,,,,,,,,
'101840,2005,,,,,,,,,,,,,,
'101842,2005,,,,,,,,,,,,,,
'101843,2005,,,,,,,,,,,,,,
'101845,2005,,,,,,,,,,,,,,
'101846,2005,,,,,,,,,,,,,,
'101847,2005,,,,,,,,,,,,,,
'101848,2005,,,,,,,,,,,,,,
'101849,2005,,,,,,,,,,,,,,
'101850,2005,,,,,,,,,,,,,,
'101851,2005,,,,,,,,,,,,,,
'101852,2005,,,,,,,,,,,,,,
'101853,2005,,,,,,,,,,,,,,
'101854,2005,,,,,,,,,,,,,,
'101855,2005,,,,,,,,,,,,,,
'101856,2005,,,,,,,,,,,,,,
'101902,2005,,,,,,,,,,,,,,
'101903,2005,,,,,,,,,,,,,,
'101905,2005,,,,,,,,,,,,,,
'101906,2005,,,,,,,,,,,,,,
'101907,2005,,,,,,,,,,,,,,
'101908,2005,,,,,,,,,,,,,,
'101909,2005,,,,,,,,,,,,,,
'101910,2005,,,,,,,,,,,,,,
'101911,2005,,,,,,,,,,,,,,
'101912,2005,,,,,,,,,,,,,,
'101913,2005,,,,,,,,,,,,,,
'101914,2005,,,,,,,,,,,,,,
'101915,2005,,,,,,,,,,,,,,
'101916,2005,,,,,,,,,,,,,,
'101917,2005,,,,,,,,,,,,,,
'101919,2005,,,,,,,,,,,,,,
'101920,2005,,,,,,,,,,,,,,
'101921,2005,,,,,,,,,,,,,,
'101924,2005,,,,,,,,,,,,,,
'101925,2005,,,,,,,,,,,,,,
'102901,2005,,,,,,,,,,,,,,
'102902,2005,,,,,,,,,,,,,,
'102903,2005,,,,,,,,,,,,,,
'102904,2005,,,,,,,,,,,,,,
'102905,2005,,,,,,,,,,,,,,
'102906,2005,,,,,,,,,,,,,,
'103901,2005,,,,,,,,,,,,,,
'103902,2005,,,,,,,,,,,,,,
'104901,2005,,,,,,,,,,,,,,
'104902,2005,,,,,,,,,,,,,,
'104903,2005,,,,,,,,,,,,,,
'104907,2005,,,,,,,,,,,,,,
'105801,2005,,,,,,,,,,,,,,
'105802,2005,,,,,,,,,,,,,,
'105902,2005,,,,,,,,,,,,,,
'105904,2005,,,,,,,,,,,,,,
'105905,2005,,,,,,,,,,,,,,
'105906,2005,,,,,,,,,,,,,,
'106901,2005,,,,,,,,,,,,,,
'107901,2005,,,,,,,,,,,,,,
'107902,2005,,,,,,,,,,,,,,
'107904,2005,,,,,,,,,,,,,,
'107905,2005,,,,,,,,,,,,,,
'107906,2005,,,,,,,,,,,,,,
'107907,2005,,,,,,,,,,,,,,
'107908,2005,,,,,,,,,,,,,,
'107910,2005,,,,,,,,,,,,,,
'108801,2005,,,,,,,,,,,,,,
'108802,2005,,,,,,,,,,,,,,
'108804,2005,,,,,,,,,,,,,,
'108806,2005,,,,,,,,,,,,,,
'108807,2005,,,,,,,,,,,,,,
'108808,2005,,,,,,,,,,,,,,
'108902,2005,,,,,,,,,,,,,,
'108903,2005,,,,,,,,,,,,,,
'108904,2005,,,,,,,,,,,,,,
'108905,2005,,,,,,,,,,,,,,
'108906,2005,,,,,,,,,,,,,,
'108907,2005,,,,,,,,,,,,,,
'108908,2005,,,,,,,,,,,,,,
'108909,2005,,,,,,,,,,,,,,
'108910,2005,,,,,,,,,,,,,,
'108911,2005,,,,,,,,,,,,,,
'108912,2005,,,,,,,,,,,,,,
'108913,2005,,,,,,,,,,,,,,
'108914,2005,,,,,,,,,,,,,,
'108915,2005,,,,,,,,,,,,,,
'108916,2005,,,,,,,,,,,,,,
'109901,2005,,,,,,,,,,,,,,
'109902,2005,,,,,,,,,,,,,,
'109903,2005,,,,,,,,,,,,,,
'109904,2005,,,,,,,,,,,,,,
'109905,2005,,,,,,,,,,,,,,
'109907,2005,,,,,,,,,,,,,,
'109908,2005,,,,,,,,,,,,,,
'109910,2005,,,,,,,,,,,,,,
'109911,2005,,,,,,,,,,,,,,
'109912,2005,,,,,,,,,,,,,,
'109913,2005,,,,,,,,,,,,,,
'109914,2005,,,,,,,,,,,,,,
'110901,2005,,,,,,,,,,,,,,
'110902,2005,,,,,,,,,,,,,,
'110905,2005,,,,,,,,,,,,,,
'110906,2005,,,,,,,,,,,,,,
'110907,2005,,,,,,,,,,,,,,
'110908,2005,,,,,,,,,,,,,,
'111901,2005,,,,,,,,,,,,,,
'111902,2005,,,,,,,,,,,,,,
'111903,2005,,,,,,,,,,,,,,
'112901,2005,,,,,,,,,,,,,,
'112905,2005,,,,,,,,,,,,,,
'112906,2005,,,,,,,,,,,,,,
'112907,2005,,,,,,,,,,,,,,
'112908,2005,,,,,,,,,,,,,,
'112909,2005,,,,,,,,,,,,,,
'112910,2005,,,,,,,,,,,,,,
'113901,2005,,,,,,,,,,,,,,
'113902,2005,,,,,,,,,,,,,,
'113903,2005,,,,,,,,,,,,,,
'113905,2005,,,,,,,,,,,,,,
'113906,2005,,,,,,,,,,,,,,
'114901,2005,,,,,,,,,,,,,,
'114902,2005,,,,,,,,,,,,,,
'114904,2005,,,,,,,,,,,,,,
'115901,2005,,,,,,,,,,,,,,
'115902,2005,,,,,,,,,,,,,,
'115903,2005,,,,,,,,,,,,,,
'116801,2005,,,,,,,,,,,,,,
'116901,2005,,,,,,,,,,,,,,
'116902,2005,,,,,,,,,,,,,,
'116903,2005,,,,,,,,,,,,,,
'116905,2005,,,,,,,,,,,,,,
'116906,2005,,,,,,,,,,,,,,
'116908,2005,,,,,,,,,,,,,,
'116909,2005,,,,,,,,,,,,,,
'116910,2005,,,,,,,,,,,,,,
'116915,2005,,,,,,,,,,,,,,
'116916,2005,,,,,,,,,,,,,,
'117901,2005,,,,,,,,,,,,,,
'117903,2005,,,,,,,,,,,,,,
'117904,2005,,,,,,,,,,,,,,
'117907,2005,,,,,,,,,,,,,,
'118902,2005,,,,,,,,,,,,,,
'119901,2005,,,,,,,,,,,,,,
'119902,2005,,,,,,,,,,,,,,
'119903,2005,,,,,,,,,,,,,,
'120901,2005,,,,,,,,,,,,,,
'120902,2005,,,,,,,,,,,,,,
'120905,2005,,,,,,,,,,,,,,
'121902,2005,,,,,,,,,,,,,,
'121903,2005,,,,,,,,,,,,,,
'121904,2005,,,,,,,,,,,,,,
'121905,2005,,,,,,,,,,,,,,
'121906,2005,,,,,,,,,,,,,,
'122901,2005,,,,,,,,,,,,,,
'122902,2005,,,,,,,,,,,,,,
'123801,2005,,,,,,,,,,,,,,
'123802,2005,,,,,,,,,,,,,,
'123803,2005,,,,,,,,,,,,,,
'123804,2005,,,,,,,,,,,,,,
'123805,2005,,,,,,,,,,,,,,
'123905,2005,,,,,,,,,,,,,,
'123907,2005,,,,,,,,,,,,,,
'123908,2005,,,,,,,,,,,,,,
'123910,2005,,,,,,,,,,,,,,
'123913,2005,,,,,,,,,,,,,,
'123914,2005,,,,,,,,,,,,,,
'124901,2005,,,,,,,,,,,,,,
'125901,2005,,,,,,,,,,,,,,
'125902,2005,,,,,,,,,,,,,,
'125903,2005,,,,,,,,,,,,,,
'125905,2005,,,,,,,,,,,,,,
'125906,2005,,,,,,,,,,,,,,
'126901,2005,,,,,,,,,,,,,,
'126902,2005,,,,,,,,,,,,,,
'126903,2005,,,,,,,,,,,,,,
'126904,2005,,,,,,,,,,,,,,
'126905,2005,,,,,,,,,,,,,,
'126906,2005,,,,,,,,,,,,,,
'126907,2005,,,,,,,,,,,,,,
'126908,2005,,,,,,,,,,,,,,
'126911,2005,,,,,,,,,,,,,,
'127901,2005,,,,,,,,,,,,,,
'127903,2005,,,,,,,,,,,,,,
'127904,2005,,,,,,,,,,,,,,
'127905,2005,,,,,,,,,,,,,,
'127906,2005,,,,,,,,,,,,,,
'128901,2005,,,,,,,,,,,,,,
'128902,2005,,,,,,,,,,,,,,
'128903,2005,,,,,,,,,,,,,,
'128904,2005,,,,,,,,,,,,,,
'129901,2005,,,,,,,,,,,,,,
'129902,2005,,,,,,,,,,,,,,
'129903,2005,,,,,,,,,,,,,,
'129904,2005,,,,,,,,,,,,,,
'129905,2005,,,,,,,,,,,,,,
'129906,2005,,,,,,,,,,,,,,
'129910,2005,,,,,,,,,,,,,,
'130901,2005,,,,,,,,,,,,,,
'130902,2005,,,,,,,,,,,,,,
'131001,2005,,,,,,,,,,,,,,
'132902,2005,,,,,,,,,,,,,,
'133901,2005,,,,,,,,,,,,,,
'133902,2005,,,,,,,,,,,,,,
'133903,2005,,,,,,,,,,,,,,
'133904,2005,,,,,,,,,,,,,,
'133905,2005,,,,,,,,,,,,,,
'134901,2005,,,,,,,,,,,,,,
'135001,2005,,,,,,,,,,,,,,
'136901,2005,,,,,,,,,,,,,,
'137901,2005,,,,,,,,,,,,,,
'137902,2005,,,,,,,,,,,,,,
'137903,2005,,,,,,,,,,,,,,
'137904,2005,,,,,,,,,,,,,,
'138902,2005,,,,,,,,,,,,,,
'138903,2005,,,,,,,,,,,,,,
'138904,2005,,,,,,,,,,,,,,
'139905,2005,,,,,,,,,,,,,,
'139908,2005,,,,,,,,,,,,,,
'139909,2005,,,,,,,,,,,,,,
'139911,2005,,,,,,,,,,,,,,
'139912,2005,,,,,,,,,,,,,,
'140901,2005,,,,,,,,,,,,,,
'140904,2005,,,,,,,,,,,,,,
'140905,2005,,,,,,,,,,,,,,
'140906,2005,,,,,,,,,,,,,,
'140907,2005,,,,,,,,,,,,,,
'140908,2005,,,,,,,,,,,,,,
'141801,2005,,,,,,,,,,,,,,
'141901,2005,,,,,,,,,,,,,,
'141902,2005,,,,,,,,,,,,,,
'142901,2005,,,,,,,,,,,,,,
'143901,2005,,,,,,,,,,,,,,
'143902,2005,,,,,,,,,,,,,,
'143903,2005,,,,,,,,,,,,,,
'143904,2005,,,,,,,,,,,,,,
'143905,2005,,,,,,,,,,,,,,
'143906,2005,,,,,,,,,,,,,,
'144901,2005,,,,,,,,,,,,,,
'144902,2005,,,,,,,,,,,,,,
'144903,2005,,,,,,,,,,,,,,
'145901,2005,,,,,,,,,,,,,,
'145902,2005,,,,,,,,,,,,,,
'145906,2005,,,,,,,,,,,,,,
'145907,2005,,,,,,,,,,,,,,
'145911,2005,,,,,,,,,,,,,,
'146901,2005,,,,,,,,,,,,,,
'146902,2005,,,,,,,,,,,,,,
'146903,2005,,,,,,,,,,,,,,
'146904,2005,,,,,,,,,,,,,,
'146905,2005,,,,,,,,,,,,,,
'146906,2005,,,,,,,,,,,,,,
'146907,2005,,,,,,,,,,,,,,
'147901,2005,,,,,,,,,,,,,,
'147902,2005,,,,,,,,,,,,,,
'147903,2005,,,,,,,,,,,,,,
'148901,2005,,,,,,,,,,,,,,
'148902,2005,,,,,,,,,,,,,,
'148903,2005,,,,,,,,,,,,,,
'148905,2005,,,,,,,,,,,,,,
'149901,2005,,,,,,,,,,,,,,
'149902,2005,,,,,,,,,,,,,,
'150901,2005,,,,,,,,,,,,,,
'152801,2005,,,,,,,,,,,,,,
'152802,2005,,,,,,,,,,,,,,
'152803,2005,,,,,,,,,,,,,,
'152804,2005,,,,,,,,,,,,,,
'152901,2005,,,,,,,,,,,,,,
'152902,2005,,,,,,,,,,,,,,
'152903,2005,,,,,,,,,,,,,,
'152906,2005,,,,,,,,,,,,,,
'152907,2005,,,,,,,,,,,,,,
'152908,2005,,,,,,,,,,,,,,
'152909,2005,,,,,,,,,,,,,,
'152910,2005,,,,,,,,,,,,,,
'153903,2005,,,,,,,,,,,,,,
'153904,2005,,,,,,,,,,,,,,
'153905,2005,,,,,,,,,,,,,,
'153907,2005,,,,,,,,,,,,,,
'154901,2005,,,,,,,,,,,,,,
'154903,2005,,,,,,,,,,,,,,
'155901,2005,,,,,,,,,,,,,,
'156902,2005,,,,,,,,,,,,,,
'156905,2005,,,,,,,,,,,,,,
'157901,2005,,,,,,,,,,,,,,
'158901,2005,,,,,,,,,,,,,,
'158902,2005,,,,,,,,,,,,,,
'158904,2005,,,,,,,,,,,,,,
'158905,2005,,,,,,,,,,,,,,
'158906,2005,,,,,,,,,,,,,,
'159901,2005,,,,,,,,,,,,,,
'160901,2005,,,,,,,,,,,,,,
'160904,2005,,,,,,,,,,,,,,
'160905,2005,,,,,,,,,,,,,,
'161801,2005,,,,,,,,,,,,,,
'161802,2005,,,,,,,,,,,,,,
'161804,2005,,,,,,,,,,,,,,
'161901,2005,,,,,,,,,,,,,,
'161903,2005,,,,,,,,,,,,,,
'161906,2005,,,,,,,,,,,,,,
'161907,2005,,,,,,,,,,,,,,
'161908,2005,,,,,,,,,,,,,,
'161909,2005,,,,,,,,,,,,,,
'161910,2005,,,,,,,,,,,,,,
'161912,2005,,,,,,,,,,,,,,
'161914,2005,,,,,,,,,,,,,,
'161916,2005,,,,,,,,,,,,,,
'161918,2005,,,,,,,,,,,,,,
'161919,2005,,,,,,,,,,,,,,
'161920,2005,,,,,,,,,,,,,,
'161921,2005,,,,,,,,,,,,,,
'161922,2005,,,,,,,,,,,,,,
'161923,2005,,,,,,,,,,,,,,
'161924,2005,,,,,,,,,,,,,,
'161925,2005,,,,,,,,,,,,,,
'162904,2005,,,,,,,,,,,,,,
'163901,2005,,,,,,,,,,,,,,
'163902,2005,,,,,,,,,,,,,,
'163903,2005,,,,,,,,,,,,,,
'163904,2005,,,,,,,,,,,,,,
'163908,2005,,,,,,,,,,,,,,
'164901,2005,,,,,,,,,,,,,,
'165801,2005,,,,,,,,,,,,,,
'165802,2005,,,,,,,,,,,,,,
'165803,2005,,,,,,,,,,,,,,
'165901,2005,,,,,,,,,,,,,,
'165902,2005,,,,,,,,,,,,,,
'166901,2005,,,,,,,,,,,,,,
'166902,2005,,,,,,,,,,,,,,
'166903,2005,,,,,,,,,,,,,,
'166904,2005,,,,,,,,,,,,,,
'166905,2005,,,,,,,,,,,,,,
'166907,2005,,,,,,,,,,,,,,
'167901,2005,,,,,,,,,,,,,,
'167902,2005,,,,,,,,,,,,,,
'167903,2005,,,,,,,,,,,,,,
'167904,2005,,,,,,,,,,,,,,
'168901,2005,,,,,,,,,,,,,,
'168902,2005,,,,,,,,,,,,,,
'168903,2005,,,,,,,,,,,,,,
'169901,2005,,,,,,,,,,,,,,
'169902,2005,,,,,,,,,,,,,,
'169906,2005,,,,,,,,,,,,,,
'169908,2005,,,,,,,,,,,,,,
'169909,2005,,,,,,,,,,,,,,
'169910,2005,,,,,,,,,,,,,,
'169911,2005,,,,,,,,,,,,,,
'170902,2005,,,,,,,,,,,,,,
'170903,2005,,,,,,,,,,,,,,
'170904,2005,,,,,,,,,,,,,,
'170906,2005,,,,,,,,,,,,,,
'170907,2005,,,,,,,,,,,,,,
'170908,2005,,,,,,,,,,,,,,
'171901,2005,,,,,,,,,,,,,,
'171902,2005,,,,,,,,,,,,,,
'172902,2005,,,,,,,,,,,,,,
'172905,2005,,,,,,,,,,,,,,
'173901,2005,,,,,,,,,,,,,,
'174901,2005,,,,,,,,,,,,,,
'174902,2005,,,,,,,,,,,,,,
'174903,2005,,,,,,,,,,,,,,
'174904,2005,,,,,,,,,,,,,,
'174906,2005,,,,,,,,,,,,,,
'174908,2005,,,,,,,,,,,,,,
'174909,2005,,,,,,,,,,,,,,
'174910,2005,,,,,,,,,,,,,,
'174911,2005,,,,,,,,,,,,,,
'175902,2005,,,,,,,,,,,,,,
'175903,2005,,,,,,,,,,,,,,
'175904,2005,,,,,,,,,,,,,,
'175905,2005,,,,,,,,,,,,,,
'175907,2005,,,,,,,,,,,,,,
'175910,2005,,,,,,,,,,,,,,
'175911,2005,,,,,,,,,,,,,,
'176901,2005,,,,,,,,,,,,,,
'176902,2005,,,,,,,,,,,,,,
'176903,2005,,,,,,,,,,,,,,
'177901,2005,,,,,,,,,,,,,,
'177902,2005,,,,,,,,,,,,,,
'177903,2005,,,,,,,,,,,,,,
'177905,2005,,,,,,,,,,,,,,
'178801,2005,,,,,,,,,,,,,,
'178802,2005,,,,,,,,,,,,,,
'178803,2005,,,,,,,,,,,,,,
'178804,2005,,,,,,,,,,,,,,
'178901,2005,,,,,,,,,,,,,,
'178902,2005,,,,,,,,,,,,,,
'178903,2005,,,,,,,,,,,,,,
'178904,2005,,,,,,,,,,,,,,
'178905,2005,,,,,,,,,,,,,,
'178906,2005,,,,,,,,,,,,,,
'178908,2005,,,,,,,,,,,,,,
'178909,2005,,,,,,,,,,,,,,
'178912,2005,,,,,,,,,,,,,,
'178913,2005,,,,,,,,,,,,,,
'178914,2005,,,,,,,,,,,,,,
'178915,2005,,,,,,,,,,,,,,
'179901,2005,,,,,,,,,,,,,,
'180901,2005,,,,,,,,,,,,,,
'180902,2005,,,,,,,,,,,,,,
'180903,2005,,,,,,,,,,,,,,
'180904,2005,,,,,,,,,,,,,,
'181901,2005,,,,,,,,,,,,,,
'181905,2005,,,,,,,,,,,,,,
'181906,2005,,,,,,,,,,,,,,
'181907,2005,,,,,,,,,,,,,,
'181908,2005,,,,,,,,,,,,,,
'182901,2005,,,,,,,,,,,,,,
'182902,2005,,,,,,,,,,,,,,
'182903,2005,,,,,,,,,,,,,,
'182904,2005,,,,,,,,,,,,,,
'182905,2005,,,,,,,,,,,,,,
'182906,2005,,,,,,,,,,,,,,
'183801,2005,,,,,,,,,,,,,,
'183901,2005,,,,,,,,,,,,,,
'183902,2005,,,,,,,,,,,,,,
'183904,2005,,,,,,,,,,,,,,
'184901,2005,,,,,,,,,,,,,,
'184902,2005,,,,,,,,,,,,,,
'184903,2005,,,,,,,,,,,,,,
'184904,2005,,,,,,,,,,,,,,
'184907,2005,,,,,,,,,,,,,,
'184908,2005,,,,,,,,,,,,,,
'184909,2005,,,,,,,,,,,,,,
'184911,2005,,,,,,,,,,,,,,
'185901,2005,,,,,,,,,,,,,,
'185902,2005,,,,,,,,,,,,,,
'185903,2005,,,,,,,,,,,,,,
'185904,2005,,,,,,,,,,,,,,
'186901,2005,,,,,,,,,,,,,,
'186902,2005,,,,,,,,,,,,,,
'186903,2005,,,,,,,,,,,,,,
'187901,2005,,,,,,,,,,,,,,
'187903,2005,,,,,,,,,,,,,,
'187904,2005,,,,,,,,,,,,,,
'187906,2005,,,,,,,,,,,,,,
'187907,2005,,,,,,,,,,,,,,
'187910,2005,,,,,,,,,,,,,,
'188801,2005,,,,,,,,,,,,,,
'188901,2005,,,,,,,,,,,,,,
'188902,2005,,,,,,,,,,,,,,
'188903,2005,,,,,,,,,,,,,,
'188904,2005,,,,,,,,,,,,,,
'189901,2005,,,,,,,,,,,,,,
'189902,2005,,,,,,,,,,,,,,
'190903,2005,,,,,,,,,,,,,,
'191901,2005,,,,,,,,,,,,,,
'192901,2005,,,,,,,,,,,,,,
'193801,2005,,,,,,,,,,,,,,
'193902,2005,,,,,,,,,,,,,,
'194902,2005,,,,,,,,,,,,,,
'194903,2005,,,,,,,,,,,,,,
'194904,2005,,,,,,,,,,,,,,
'194905,2005,,,,,,,,,,,,,,
'195901,2005,,,,,,,,,,,,,,
'195902,2005,,,,,,,,,,,,,,
'196901,2005,,,,,,,,,,,,,,
'196902,2005,,,,,,,,,,,,,,
'196903,2005,,,,,,,,,,,,,,
'197902,2005,,,,,,,,,,,,,,
'198901,2005,,,,,,,,,,,,,,
'198902,2005,,,,,,,,,,,,,,
'198903,2005,,,,,,,,,,,,,,
'198905,2005,,,,,,,,,,,,,,
'198906,2005,,,,,,,,,,,,,,
'199901,2005,,,,,,,,,,,,,,
'199902,2005,,,,,,,,,,,,,,
'200901,2005,,,,,,,,,,,,,,
'200902,2005,,,,,,,,,,,,,,
'200904,2005,,,,,,,,,,,,,,
'200906,2005,,,,,,,,,,,,,,
'201902,2005,,,,,,,,,,,,,,
'201903,2005,,,,,,,,,,,,,,
'201904,2005,,,,,,,,,,,,,,
'201907,2005,,,,,,,,,,,,,,
'201908,2005,,,,,,,,,,,,,,
'201910,2005,,,,,,,,,,,,,,
'201913,2005,,,,,,,,,,,,,,
'201914,2005,,,,,,,,,,,,,,
'202903,2005,,,,,,,,,,,,,,
'202905,2005,,,,,,,,,,,,,,
'203901,2005,,,,,,,,,,,,,,
'203902,2005,,,,,,,,,,,,,,
'204901,2005,,,,,,,,,,,,,,
'204904,2005,,,,,,,,,,,,,,
'205901,2005,,,,,,,,,,,,,,
'205902,2005,,,,,,,,,,,,,,
'205903,2005,,,,,,,,,,,,,,
'205904,2005,,,,,,,,,,,,,,
'205905,2005,,,,,,,,,,,,,,
'205906,2005,,,,,,,,,,,,,,
'205907,2005,,,,,,,,,,,,,,
'206901,2005,,,,,,,,,,,,,,
'206902,2005,,,,,,,,,,,,,,
'206903,2005,,,,,,,,,,,,,,
'207901,2005,,,,,,,,,,,,,,
'208901,2005,,,,,,,,,,,,,,
'208902,2005,,,,,,,,,,,,,,
'208903,2005,,,,,,,,,,,,,,
'209901,2005,,,,,,,,,,,,,,
'209902,2005,,,,,,,,,,,,,,
'210901,2005,,,,,,,,,,,,,,
'210902,2005,,,,,,,,,,,,,,
'210903,2005,,,,,,,,,,,,,,
'210904,2005,,,,,,,,,,,,,,
'210905,2005,,,,,,,,,,,,,,
'210906,2005,,,,,,,,,,,,,,
'211901,2005,,,,,,,,,,,,,,
'211902,2005,,,,,,,,,,,,,,
'212801,2005,,,,,,,,,,,,,,
'212802,2005,,,,,,,,,,,,,,
'212803,2005,,,,,,,,,,,,,,
'212901,2005,,,,,,,,,,,,,,
'212902,2005,,,,,,,,,,,,,,
'212903,2005,,,,,,,,,,,,,,
'212904,2005,,,,,,,,,,,,,,
'212905,2005,,,,,,,,,,,,,,
'212906,2005,,,,,,,,,,,,,,
'212909,2005,,,,,,,,,,,,,,
'212910,2005,,,,,,,,,,,,,,
'213801,2005,,,,,,,,,,,,,,
'213901,2005,,,,,,,,,,,,,,
'214901,2005,,,,,,,,,,,,,,
'214902,2005,,,,,,,,,,,,,,
'214903,2005,,,,,,,,,,,,,,
'215901,2005,,,,,,,,,,,,,,
'216901,2005,,,,,,,,,,,,,,
'217901,2005,,,,,,,,,,,,,,
'218901,2005,,,,,,,,,,,,,,
'219901,2005,,,,,,,,,,,,,,
'219903,2005,,,,,,,,,,,,,,
'219905,2005,,,,,,,,,,,,,,
'220801,2005,,,,,,,,,,,,,,
'220802,2005,,,,,,,,,,,,,,
'220803,2005,,,,,,,,,,,,,,
'220804,2005,,,,,,,,,,,,,,
'220806,2005,,,,,,,,,,,,,,
'220807,2005,,,,,,,,,,,,,,
'220808,2005,,,,,,,,,,,,,,
'220809,2005,,,,,,,,,,,,,,
'220810,2005,,,,,,,,,,,,,,
'220811,2005,,,,,,,,,,,,,,
'220812,2005,,,,,,,,,,,,,,
'220901,2005,,,,,,,,,,,,,,
'220902,2005,,,,,,,,,,,,,,
'220904,2005,,,,,,,,,,,,,,
'220905,2005,,,,,,,,,,,,,,
'220906,2005,,,,,,,,,,,,,,
'220907,2005,,,,,,,,,,,,,,
'220908,2005,,,,,,,,,,,,,,
'220909,2005,,,,,,,,,,,,,,
'220910,2005,,,,,,,,,,,,,,
'220912,2005,,,,,,,,,,,,,,
'220914,2005,,,,,,,,,,,,,,
'220915,2005,,,,,,,,,,,,,,
'220916,2005,,,,,,,,,,,,,,
'220917,2005,,,,,,,,,,,,,,
'220918,2005,,,,,,,,,,,,,,
'220919,2005,,,,,,,,,,,,,,
'220920,2005,,,,,,,,,,,,,,
'221801,2005,,,,,,,,,,,,,,
'221901,2005,,,,,,,,,,,,,,
'221904,2005,,,,,,,,,,,,,,
'221905,2005,,,,,,,,,,,,,,
'221911,2005,,,,,,,,,,,,,,
'221912,2005,,,,,,,,,,,,,,
'222901,2005,,,,,,,,,,,,,,
'223901,2005,,,,,,,,,,,,,,
'223902,2005,,,,,,,,,,,,,,
'223904,2005,,,,,,,,,,,,,,
'224901,2005,,,,,,,,,,,,,,
'224902,2005,,,,,,,,,,,,,,
'225902,2005,,,,,,,,,,,,,,
'225905,2005,,,,,,,,,,,,,,
'225906,2005,,,,,,,,,,,,,,
'225907,2005,,,,,,,,,,,,,,
'226901,2005,,,,,,,,,,,,,,
'226903,2005,,,,,,,,,,,,,,
'226905,2005,,,,,,,,,,,,,,
'226906,2005,,,,,,,,,,,,,,
'226907,2005,,,,,,,,,,,,,,
'226908,2005,,,,,,,,,,,,,,
'227801,2005,,,,,,,,,,,,,,
'227803,2005,,,,,,,,,,,,,,
'227804,2005,,,,,,,,,,,,,,
'227805,2005,,,,,,,,,,,,,,
'227806,2005,,,,,,,,,,,,,,
'227811,2005,,,,,,,,,,,,,,
'227812,2005,,,,,,,,,,,,,,
'227814,2005,,,,,,,,,,,,,,
'227816,2005,,,,,,,,,,,,,,
'227817,2005,,,,,,,,,,,,,,
'227818,2005,,,,,,,,,,,,,,
'227819,2005,,,,,,,,,,,,,,
'227820,2005,,,,,,,,,,,,,,
'227901,2005,,,,,,,,,,,,,,
'227904,2005,,,,,,,,,,,,,,
'227907,2005,,,,,,,,,,,,,,
'227909,2005,,,,,,,,,,,,,,
'227910,2005,,,,,,,,,,,,,,
'227912,2005,,,,,,,,,,,,,,
'227913,2005,,,,,,,,,,,,,,
'228901,2005,,,,,,,,,,,,,,
'228903,2005,,,,,,,,,,,,,,
'228904,2005,,,,,,,,,,,,,,
'228905,2005,,,,,,,,,,,,,,
'229901,2005,,,,,,,,,,,,,,
'229903,2005,,,,,,,,,,,,,,
'229904,2005,,,,,,,,,,,,,,
'229905,2005,,,,,,,,,,,,,,
'229906,2005,,,,,,,,,,,,,,
'230901,2005,,,,,,,,,,,,,,
'230902,2005,,,,,,,,,,,,,,
'230903,2005,,,,,,,,,,,,,,
'230904,2005,,,,,,,,,,,,,,
'230905,2005,,,,,,,,,,,,,,
'230906,2005,,,,,,,,,,,,,,
'230908,2005,,,,,,,,,,,,,,
'231901,2005,,,,,,,,,,,,,,
'231902,2005,,,,,,,,,,,,,,
'232801,2005,,,,,,,,,,,,,,
'232901,2005,,,,,,,,,,,,,,
'232902,2005,,,,,,,,,,,,,,
'232903,2005,,,,,,,,,,,,,,
'232904,2005,,,,,,,,,,,,,,
'233801,2005,,,,,,,,,,,,,,
'233901,2005,,,,,,,,,,,,,,
'233903,2005,,,,,,,,,,,,,,
'234801,2005,,,,,,,,,,,,,,
'234902,2005,,,,,,,,,,,,,,
'234903,2005,,,,,,,,,,,,,,
'234904,2005,,,,,,,,,,,,,,
