DISTRICT,YEAR,D40912DR*R,DE0912DR*R,DR0912DR*R,DM0912DR*R,DF0912DR*R,D20912DR*R,DB0912DR*R,DS0912DR*R,DA0912DR*R,DI0912DR*R,DW0912DR*R,DH0912DR*R,DL0912DR*R,D30912DR*R
'220916,2008,,1.1,1.4,1.3,1.3,,2.1,1.3,1.3,1.9,0.9,2.3,2.6,
'220917,2008,,3.5,4,4.4,4.4,,9.1,3,4.4,-1,4,4.8,6.9,
'220918,2008,,3.4,3.2,3.5,2.5,,3.8,5,3,8.3,2.8,3.5,4.3,
'220919,2008,,0,0.6,0.1,0.2,,0,0.4,0.1,0,0.1,1,0,
'220920,2008,,0,0,0.1,0,,0,0,0.1,0,0.1,0,0,
'221801,2008,,1.4,1.3,2.3,1.6,,2.1,0.7,1.9,0,2.6,1.5,1.4,
'221901,2008,,3.1,3.7,4.1,3.7,,4.8,3.7,3.9,0,2.4,6.6,2.4,
'221904,2008,,1.3,1.7,2.3,0.5,,12.5,2.4,1.4,-1,0.6,3.9,12.5,
'221905,2008,,0,0,0,0,,-1,0,0,.,0,0,-1,
'221911,2008,,1.5,0.9,0.5,1.9,,-1,0,1.2,-1,0.9,5,.,
'221912,2008,,2.5,1.8,2,0.2,,2.9,5.9,1.1,0,0.7,5.5,.,
'222901,2008,,0,0,0,0,,.,0,0,-1,0,0,-1,
'223901,2008,,3.8,5,4.9,5.4,,11.1,4.7,5.1,-1,4.5,5.1,18.8,
'223902,2008,,0,0,0,0,,.,0,0,.,0,0,-1,
'223904,2008,,0,0,0,0,,-1,0,0,.,0,0,-1,
'224901,2008,,0,0,0,0,,.,0,0,.,0,-1,.,
'224902,2008,,0,0,0,0,,.,0,0,.,0,-1,.,
'225902,2008,,4.9,5.7,3.6,5.5,,6.8,2,4.5,0,1.2,6,5.7,
'225905,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'225906,2008,,0,0.8,0.6,0,,0,0,0.3,-1,0.4,0,0,
'225907,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'226901,2008,,0,0,0,0,,.,0,0,-1,0,0,-1,
'226903,2008,,8.9,10.5,7.2,6.3,,8,6.4,6.8,20,4.1,9.2,9.1,
'226905,2008,,2.3,1.5,1.5,0,,0,2,0.8,-1,1,0,-1,
'226906,2008,,2.7,3.3,1.1,1.2,,-1,0,1.2,-1,0.7,2.8,14.3,
'226907,2008,,3.3,4,4.5,1.9,,-1,3.3,3.2,-1,2.9,3.3,0,
'226908,2008,,4.3,4.5,2.4,2.2,,.,0,2.3,-1,0,4.9,10,
'227801,2008,,27.6,28.6,32.3,31.3,,34.4,35.3,31.8,0,23.3,34.7,39,
'227803,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'227804,2008,,0,0,1.8,1.7,,0,0,1.8,.,2.4,0,.,
'227805,2008,,0,0,0,-1,,0,0,0,.,-1,.,.,
'227806,2008,,1.1,1.1,0.8,1.1,,0.7,0.6,0.9,0,0.8,2.3,.,
'227812,2008,,13.6,25,18.2,15.4,,12.9,11.8,17.1,.,-1,-1,.,
'227814,2008,,-1,0,0,1.8,,0,-1,0.9,.,1.2,0,.,
'227816,2008,,0,0,0,0,,0,0,0,.,0,0,0,
'227817,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'227818,2008,,8.3,8.6,10,11,,10,8.7,10.5,.,5,11.3,4.6,
'227819,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'227820,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'227821,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'227822,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'227823,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'227901,2008,,4.7,5.2,4.8,4,,6.5,6.5,4.4,0,1.8,5.9,7.7,
'227904,2008,,3.6,2.8,3.8,3.3,,4.5,3,3.5,0,2.5,4.6,4.2,
'227907,2008,,4,4.8,3.5,4,,2,1.9,3.8,.,2.8,5.2,8.9,
'227909,2008,,3.3,1.4,1,0.4,,0,3.5,0.7,0,0.7,1.4,4.2,
'227910,2008,,2.5,2.1,3.7,2.6,,3.5,7.9,3.2,0,2.5,3.2,4.4,
'227912,2008,,0,2,0.5,1.1,,-1,0,0.8,-1,0.9,0,0,
'227913,2008,,4.9,4,2,1.8,,4.5,1.7,1.9,0,1.3,6.2,6.9,
'228901,2008,,1.2,0,0.9,0,,3.1,0,0.5,-1,0,0,.,
'228903,2008,,0.9,1.4,1.7,0.6,,1.2,1.9,1.1,.,1.3,0,0,
'228904,2008,,0,0,0,0,,.,0,0,.,0,.,.,
'228905,2008,,2.3,3.3,2.9,2.8,,0,5.6,2.9,.,3.8,-1,.,
'229901,2008,,1.2,1.2,1,0,,0,0,0.5,.,0.5,.,.,
'229903,2008,,0.4,0.4,0.9,0,,0,0,0.5,0,0.7,0,-1,
'229904,2008,,0.7,2.5,1.5,1.2,,0,0,1.3,.,1.1,12.5,.,
'229905,2008,,0,0,0,0,,-1,0,0,.,0,.,.,
'229906,2008,,0,0,0,0,,0,0,0,.,0,-1,.,
'230901,2008,,0,0,0,0,,0,0,0,.,0,0,.,
'230902,2008,,2.9,4.1,3.7,4,,4.7,4.3,3.8,0,3.7,3.8,8.3,
'230903,2008,,0,0,0,0,,0,0,0,.,0,0,.,
'230904,2008,,3.3,1.9,1.5,1.9,,3.6,0,1.6,-1,1.1,-1,.,
'230905,2008,,0,0,0,0,,-1,0,0,-1,0,0,-1,
'230906,2008,,1.2,1.5,0,1.4,,4,0,0.6,-1,0.4,0,-1,
'230908,2008,,0,0,0,0,,-1,0,0,-1,0,0,.,
'231901,2008,,0,0,1,0,,-1,0,0.5,-1,0,0.9,0,
'231902,2008,,0,0,0,0,,-1,0,0,.,0,0,.,
'232801,2008,,0,0,0,7.1,,.,0,4.1,.,-1,4.3,-1,
'232901,2008,,0,0,0,0,,.,0,0,-1,0,0,-1,
'232902,2008,,1.9,2.9,1.2,2.4,,-1,0,1.8,.,2.1,1.7,0,
'232903,2008,,3.5,4.3,3.9,4.2,,0,7,4,-1,1.2,4.6,5.2,
'232904,2008,,0,0,0,0,,-1,0,0,.,0,0,-1,
'233901,2008,,3.6,4.1,4,3.6,,4.4,4.8,3.8,0,3.1,3.9,4.5,
'233903,2008,,0,0,0,0,,-1,0,0,-1,0,0,.,
'234801,2008,,15.4,3,14.4,10.5,,33.3,7.3,12.9,.,12.8,9.5,.,
'234902,2008,,1.7,1.2,1.7,0.6,,3.8,2.6,1.1,-1,0.9,2.1,0,
'234903,2008,,0,0,0,0,,0,0,0,.,0,0,-1,
'234904,2008,,2.5,5.9,2.2,7.1,,-1,4.3,4.5,-1,4.4,5.1,20,
'234905,2008,,1.7,2.4,0,1.2,,-1,0,0.6,.,0,4.3,-1,
'234906,2008,,1.1,1.7,1.7,0.3,,0,2.4,1.1,-1,0.8,3.7,6.7,
'234907,2008,,1.2,1.6,1.6,1.1,,2.8,0,1.4,.,1.2,1.3,0,
'234909,2008,,4.2,4.3,2.2,1.9,,-1,2.4,2.1,.,2.3,0,-1,
'235801,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'235901,2008,,4.9,6.3,4.4,4.7,,0,2.9,4.5,.,0,6,8.7,
'235902,2008,,5,6.8,6.6,5.4,,6.8,5.3,6,0,3.6,7.7,7.4,
'235904,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'236801,2008,,0,0,0,0,,0,0,0,-1,0,0,0,
'236901,2008,,0,0,0.6,0,,0,0,0.3,.,0.5,0,-1,
'236902,2008,,3.6,5,3.8,3,,4.1,2.9,3.4,0,2.2,5.9,7,
'237902,2008,,4.3,4.9,5.8,3.1,,3.9,1.3,4.4,-1,2.8,5.8,13.3,
'237904,2008,,2.7,4.1,3.3,2.3,,3.7,4.4,2.8,0,2.5,2.9,5.1,
'237905,2008,,5.4,7.4,4.9,6.1,,3.6,4,5.5,-1,9.5,5.3,17.2,
'238902,2008,,3.1,2.8,1.5,2.9,,4,1.1,2.3,-1,1.7,2.6,0,
'238904,2008,,0,0,0,0,,.,0,0,.,0,0,-1,
'239901,2008,,4.2,6.3,3,2.7,,6.2,2.4,2.9,0,1.1,4.6,6,
'239903,2008,,2.2,5.7,3.1,0,,3.1,0,1.9,.,1.4,0,.,
'240801,2008,,3.2,3.8,4.6,2.9,,-1,3,3.7,.,0,3.8,0,
'240901,2008,,4,5.2,4.5,5.1,,0,4.9,4.8,-1,0,4.8,6.4,
'240903,2008,,0.3,0.3,0.4,0.3,,0,0.5,0.4,0,0.9,0.4,0.4,
'240904,2008,,0,0,0,0,,.,0,0,.,-1,0,-1,
'241901,2008,,0,0,0,0,,0,0,0,.,0,0,0,
'241902,2008,,3.8,3.7,2.1,0.7,,4,0,1.4,.,0,3.7,16.7,
'241903,2008,,2.9,5,3.9,1.4,,1.3,2.6,2.7,.,1.3,4.2,9.8,
'241904,2008,,1.2,1.3,0.3,1.2,,0.5,0,0.7,.,1,0.7,0,
'241906,2008,,3.4,4.1,1,3.1,,0,0,2.1,-1,1,3.7,0,
'242902,2008,,2.4,2.5,1.5,0,,8.3,6.7,0.8,.,0,0,.,
'242903,2008,,0,0,0,0,,.,0,0,-1,0,0,0,
'242905,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'242906,2008,,0,0,0,0,,.,-1,0,-1,0,-1,.,
'243801,2008,,0,0,4.5,0,,0,.,1.6,-1,2.5,0,.,
'243901,2008,,4.5,5.3,2.6,3.8,,6.1,6.3,3.2,0,3.2,1.9,-1,
'243902,2008,,0,0,0,0,,0,0,0,-1,0,0,.,
'243903,2008,,0,0.9,1.2,0.9,,-1,2,1.1,0,1.2,0,.,
'243905,2008,,3,4.3,2.2,3,,4.3,2.2,2.6,0,1.9,3.4,7.4,
'243906,2008,,4,2.4,2,1.3,,3.4,0,1.7,-1,1,3.8,-1,
'244901,2008,,3.7,3.4,0,4.5,,-1,0,2.4,.,0,0,.,
'244903,2008,,0.5,0.5,0.7,0.3,,1.1,0.8,0.5,-1,0.2,0.8,0,
'244905,2008,,0,0,0,0,,-1,0,0,-1,0,0,-1,
'245901,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'245902,2008,,0.8,1,0.7,1.3,,-1,1.6,1,.,0,1,2.5,
'245903,2008,,3.8,5.3,4.6,4.2,,-1,3.8,4.4,.,0,4.5,6.7,
'245904,2008,,0,0,0,0,,.,0,0,.,0,0,-1,
'246902,2008,,0.9,0.8,0.5,0,,0,0,0.3,-1,0,1.5,0,
'246904,2008,,7.2,8.5,5.1,3.5,,5.7,5.2,4.3,10,2.6,8.2,16,
'246905,2008,,0,0,1,1.1,,0,0,1,-1,0.7,1.9,-1,
'246906,2008,,2.2,4.4,2.7,2.5,,2,4.3,2.6,.,1.4,5.1,10,
'246907,2008,,0,0,0,0,,0,0,0,.,0,0,0,
'246908,2008,,5.1,3.8,2.1,1.8,,0,3.6,2,-1,1.8,3.3,11.1,
'246909,2008,,4.5,6.1,3.1,2.9,,5.6,4.8,3,2,1.9,5.5,8.1,
'246911,2008,,4,5.7,3.9,3.9,,5.2,3.6,3.9,12.5,2.3,4.7,5.5,
'246912,2008,,0,3.1,0,2.4,,0,0,1.2,.,0,5.6,-1,
'246913,2008,,5.2,5.1,3.2,2.7,,4.2,5.4,3,6.7,2.6,3.8,11.6,
'246914,2008,,.,.,.,.,,.,.,.,.,.,.,.,
'247901,2008,,3.3,3.6,4.5,3.8,,5.4,3.6,4.1,.,3.1,4.7,0,
'247903,2008,,1.1,1.5,1.7,0.2,,0,0.9,1,.,1.2,0.6,0,
'247904,2008,,0,0,0,0,,-1,0,0,.,0,0,0,
'247906,2008,,0,0,0,1,,-1,0,0.4,.,0,1,.,
'248901,2008,,3.5,8.8,7.1,6.4,,16.7,0,6.8,.,4.8,7.6,4.5,
'248902,2008,,3.3,2.2,0,1.7,,-1,0,0.9,-1,0,3.2,.,
'249901,2008,,1.8,2,1.4,0.8,,-1,0,1.1,-1,1.3,0,-1,
'249902,2008,,0,0.6,0,0.5,,-1,0,0.3,-1,0.3,0,-1,
'249903,2008,,5.1,5.7,3.1,2.9,,20,1.1,3,-1,1.4,6.8,18.2,
'249904,2008,,0,0,0,0,,-1,0,0,.,0,0,0,
'249905,2008,,0.5,0.5,0,0.7,,0,0,0.3,0,0.3,0.5,0,
'249906,2008,,2.7,0.7,1.1,0.6,,-1,0,0.9,-1,0.7,3.7,-1,
'249908,2008,,0,2,0,2.3,,.,0,1.1,.,1.2,0,.,
'250902,2008,,0,0,0,0,,0,0,0,-1,0,0,-1,
'250903,2008,,5.4,7.1,5.3,6.2,,11.4,8,5.8,.,5,6.7,13,
'250904,2008,,0.7,0.6,0.4,1.1,,0,0,0.7,.,0.9,0,0,
'250905,2008,,0,0,0,0,,.,0,0,.,0,0,0,
'250906,2008,,1.1,1.5,0.8,2.4,,-1,1.7,1.6,-1,1.7,0,0,
'250907,2008,,1.2,2.6,2.4,0,,0,2.4,1.3,-1,1.5,0,0,
'251901,2008,,0.7,1.7,0,2.3,,0,0,1.2,.,0.7,1.5,3.7,
'251902,2008,,2.6,3.3,3.9,0,,.,9.5,2.2,.,0,3.3,0,
'252901,2008,,0,0,0,0,,0,0,0,0,0,0,0,
'252902,2008,,0,0,0,0,,.,0,0,.,0,-1,-1,
'252903,2008,,1.2,1.6,0,1.5,,0,0,0.8,.,0.9,0,-1,
'253901,2008,,3.4,3.8,3.2,4.4,,-1,2.4,3.8,.,0,3.9,4.1,
'254901,2008,,6.8,10.1,9.7,7.8,,20,12.5,8.8,.,-1,8.7,17.6,
'254902,2008,,1.8,2,1.5,1.3,,-1,0,1.4,.,0,1.5,9.1,
'1,2008,,4.3,5,4.2,3.7,,5.8,4.8,3.9,2.8,1.9,5.4,7.6,
'001902,2009,,0,0,1,0,,3.4,0,0.5,.,0,0,.,
'001903,2009,,0,1.1,0.9,0,,0,1.1,0.5,-1,0.6,0,-1,
'001904,2009,,0,0,0,0,,0,0,0,.,0,0,0,
'001906,2009,,0,0,1.6,0,,0,3.7,0.9,.,1.1,0,.,
'001907,2009,,0.8,1.5,1.2,0,,0.3,1.6,0.6,-1,0,2.2,0,
'001908,2009,,5.6,4.4,3.9,4.2,,2.2,8.5,4,-1,4,6.5,0,
'001909,2009,,2.2,0,0,1.8,,-1,3.8,0.9,.,1,-1,.,
'002901,2009,,7.3,7.3,6.2,5.5,,0,10.3,5.9,-1,4.5,7.1,14.3,
'003801,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'003902,2009,,1.8,5.6,1.8,2.2,,0,2.1,2,-1,1.7,4.2,16.7,
'003903,2009,,3.8,6.9,5.2,2.6,,3.9,4.3,3.9,-1,2.5,6.4,5.6,
'003904,2009,,2.4,2.7,1.2,1.8,,14.3,0,1.5,-1,1.1,3.7,-1,
'003905,2009,,2.1,2.2,1.1,2.3,,0,0,1.7,.,1.4,2.6,2.2,
'003906,2009,,0,1.3,0,1.7,,.,0,0.8,.,0.8,-1,.,
'003907,2009,,1.2,1.6,0.4,1.1,,0,0,0.8,-1,0.7,1.8,0,
'004901,2009,,0.6,0.5,0.7,0.6,,0,1.3,0.7,0,0.2,1.7,0,
'005901,2009,,0,0,1,1.4,,.,0,1.2,.,1.2,0,-1,
'005902,2009,,0,0,0,0,,.,0,0,0,0,0,.,
'005904,2009,,2.2,2.6,2.3,0,,.,0,1.3,.,0,5.7,0,
'006902,2009,,0,0,0,0,,-1,0,0,.,0,0,-1,
'007901,2009,,0,0,1.4,0,,-1,0,0.7,.,0,0.8,-1,
'007902,2009,,1.9,0,2.7,1.5,,-1,1.8,2.1,.,1.9,2.3,-1,
'007904,2009,,2.3,2.4,2.2,1.6,,-1,1.9,1.9,.,1.5,2,0,
'007905,2009,,3.9,4.9,4.6,4.1,,0,6.6,4.4,.,2.5,5.5,20,
'007906,2009,,2.8,2,4.4,2.3,,-1,1.4,3.3,-1,3.2,3.4,7.4,
'008901,2009,,0.6,0.6,0.6,0.3,,2.1,1,0.4,-1,0,0.8,0,
'008902,2009,,1,0.8,1.4,3.1,,5.5,0,2.3,-1,0.5,3.4,3.6,
'008903,2009,,1.8,3,2,0,,5.3,0,1,.,0,1,0,
'009901,2009,,3.8,4.1,5.4,2.6,,14.3,0,4.1,.,0,5.3,3.8,
'010901,2009,,3.1,1.6,0,3,,-1,0,1.5,-1,1.9,0,-1,
'010902,2009,,3.2,6.1,2.6,3.4,,-1,1.8,3,0,2.4,5,13.9,
'011901,2009,,1.1,1.7,1.7,1.3,,1.7,2.3,1.5,0,1.3,1.9,3.8,
'011902,2009,,2.3,2,1.9,2.1,,1,3.4,2,0,1.1,3.3,4.3,
'011904,2009,,1,3.1,2.3,2,,2.3,3.8,2.1,-1,1,7.2,7.7,
'011905,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'012901,2009,,0,3.6,2.1,1,,0,5,1.5,.,1.3,2.9,-1,
'013801,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'013901,2009,,7,7.4,7.2,5,,10,8.9,6.1,0,3.9,6.7,17.4,
'013902,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'013903,2009,,5.6,6.1,3.6,6.8,,-1,12,5.1,-1,3.1,6.7,0,
'013905,2009,,1.6,2,4.5,0.8,,0,2.5,2.7,-1,0.9,4.2,0,
'014801,2009,,4.2,6.4,3.5,5.1,,4.2,0,4.4,-1,3.3,6.6,.,
'014802,2009,,8.6,8.5,12.7,6.5,,8.8,21.4,9.6,-1,14,5,.,
'014803,2009,,0,0,0,0,,0,-1,0,.,0,0,-1,
'014804,2009,,1.4,5.1,5,1.2,,0,5.1,2.9,-1,3.5,1.9,.,
'014901,2009,,0,0,0,0.5,,-1,0,0.3,.,0.3,0,-1,
'014902,2009,,4.9,4.8,3.1,3.1,,0,0,3.1,-1,7.1,1.6,.,
'014903,2009,,2,2.6,1.5,1.7,,3.2,3.1,1.6,6.3,1.1,2.2,3.8,
'014905,2009,,1.4,1.8,1.4,0,,0,0,0.6,.,0.9,0,-1,
'014906,2009,,2.8,2.8,2.8,2.8,,2.8,4,2.8,6.9,2.7,3.2,5.7,
'014907,2009,,0,0,0,0,,0,0,0,.,0,0,-1,
'014908,2009,,4.7,3,0.5,1.4,,-1,0,0.9,0,0.3,4,0,
'014909,2009,,8.7,9.8,7.2,5.8,,10.3,11.1,6.5,0,4.2,6.2,9.1,
'014910,2009,,0,0.6,0,1.9,,0,1.3,0.9,-1,1,1,-1,
'015801,2009,,12.3,15.9,17.3,16.5,,17.6,18.1,16.9,.,6.8,17.5,-1,
'015802,2009,,18.2,21.7,17.8,19.4,,21,11.9,18.7,.,14.7,16.9,.,
'015803,2009,,0,0,5.6,0,,0,0,3.4,.,-1,4.3,0,
'015805,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015806,2009,,2.5,4,2.4,3.2,,2.7,2.9,2.8,-1,0,3.3,7.1,
'015807,2009,,12.6,22.9,15.8,13.7,,13.4,17.2,14.7,0,12.4,16,8.8,
'015808,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015809,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015811,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015812,2009,,19.6,22,11.6,25.9,,-1,20,21.1,.,12.5,21.2,.,
'015813,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015814,2009,,2.8,3.4,5.4,4.6,,0,5.3,4.9,.,5.6,5.4,.,
'015815,2009,,2.9,4.7,7,1.1,,0,5.6,3.7,-1,0,5.4,0,
'015816,2009,,9.8,10.7,11.5,12.8,,0,8.2,12.1,.,14,12.7,0,
'015817,2009,,22.8,26.2,32,31.2,,10,24.3,31.5,.,31.3,31.8,16.7,
'015819,2009,,5.1,4.7,3.9,5.7,,8.7,3.6,4.8,-1,2.2,4.5,-1,
'015820,2009,,2.8,3.1,3.4,2,,12.5,0,2.6,.,0,2.5,.,
'015822,2009,,3.2,3,3.3,2.9,,11.1,0,3.1,.,0,3,16.7,
'015823,2009,,0,0,0,0,,-1,0,0,.,0,0,0,
'015824,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015825,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015826,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015827,2009,,0,0,2.8,0,,-1,-1,1.3,-1,3.6,0,.,
'015828,2009,,0,-1,0,0,,-1,-1,0,.,0,0,.,
'015830,2009,,1.4,2,1.3,0,,0,-1,0.7,-1,0,0.9,0,
'015831,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'015901,2009,,0.5,1.2,0.5,0.7,,0,1.1,0.6,-1,0.3,1,0,
'015904,2009,,1.7,2.7,2.5,2.4,,0,3.5,2.5,-1,3.3,2.5,2.8,
'015905,2009,,3,4.4,4,4,,0,4.3,4,-1,0,4.1,3.6,
'015906,2009,,0,1.6,0.7,0,,1.4,3.3,0.3,.,0,0,-1,
'015907,2009,,5.8,6.8,7.4,6.1,,7.7,7.2,6.8,11.1,5.1,6.8,10.2,
'015908,2009,,5.5,6.6,7.2,6.4,,6.6,8.9,6.8,-1,4.9,6.9,10.4,
'015909,2009,,1.9,1.4,3.3,0.8,,0,3.8,2.1,-1,2.6,1.9,1.9,
'015910,2009,,1.5,1.6,1.4,1.1,,1.5,1.9,1.2,0,0.8,1.6,2.6,
'015911,2009,,3.7,3.5,3.1,2.5,,1.6,3.5,2.8,0,1.8,3.7,1.9,
'015912,2009,,2.9,4.4,3.7,4.9,,3.8,4.3,4.3,0,1.7,4.6,5.5,
'015913,2009,,0,0,0,0,,0,0,0,-1,0,0,.,
'015914,2009,,1.1,0,0.5,0,,0,0,0.3,-1,0.5,0,0,
'015915,2009,,1.8,2.2,1.9,1.4,,1.6,3.2,1.7,0,0.9,2.1,1.6,
'015916,2009,,4.8,7.2,5.2,3.9,,4.6,5.3,4.6,9.1,3.1,5.4,8.9,
'015917,2009,,5.4,7,6.6,6.9,,10.3,7.4,6.7,-1,8,6.5,4.6,
'016901,2009,,3.7,3.4,3,0,,0,0,1.8,-1,0.6,5.6,12.5,
'016902,2009,,0.8,1.2,1.1,0.6,,0,0,0.9,-1,0.4,2.4,8.3,
'017901,2009,,0,0,0,0,,.,0,0,-1,0,0,.,
'018901,2009,,0.7,0.8,0,0.5,,0,0,0.3,.,0,1.3,7.1,
'018902,2009,,1.4,2.9,1.1,4.3,,7.7,0,2.7,-1,0.9,5.2,-1,
'018903,2009,,0,0,0,0,,-1,0,0,.,0,0,-1,
'018904,2009,,0,0,0,0,,-1,0,0,-1,0,0,-1,
'018905,2009,,7.3,4.8,2.7,6.5,,-1,6.3,4.4,.,0,14.3,-1,
'018906,2009,,0,5,4,0,,-1,0,2,-1,2.4,0,-1,
'018907,2009,,0,0,0,0,,.,0,0,.,0,0,-1,
'018908,2009,,0,0,0,0,,-1,0,0,.,0,0,.,
'019901,2009,,0.7,1.1,0.6,0.7,,1.3,0,0.7,-1,0.5,0,0,
'019902,2009,,1.7,2.1,0.5,2.2,,0,3.4,1.2,-1,1.3,0,-1,
'019903,2009,,2.2,0,1.2,1.4,,0,4,1.3,.,1.4,-1,.,
'019905,2009,,2.3,1.2,0.8,0.8,,2,0,0.8,0,0.6,0,-1,
'019906,2009,,0,0,0,0.6,,0,0,0.3,-1,0.3,0,-1,
'019907,2009,,2.6,3.3,2,1.9,,2.9,5,2,0,0.8,4.9,13.6,
'019908,2009,,1.7,1.6,0.7,1.8,,1.9,0,1.3,-1,0.7,0,0,
'019909,2009,,0,0,0,0,,-1,0,0,.,0,-1,.,
'019910,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'019911,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'019912,2009,,0,0,0.3,0,,0,1.6,0.2,-1,0.2,0,0,
'019913,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'019914,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'020901,2009,,1.6,2.9,1.9,1.6,,0.9,3.2,1.8,0,1.5,2.4,4.7,
'020902,2009,,0.4,0.9,0.5,0.5,,0.6,0.4,0.5,0,0.1,1,2.7,
'020904,2009,,2,1.9,0.7,1.7,,-1,2.8,1.1,-1,0.5,3.9,-1,
'020905,2009,,2.5,3.8,2.9,2.4,,3.2,4.3,2.6,0,1.9,3.5,2.5,
'020906,2009,,0.5,0.8,0.9,2.3,,2.1,1.5,1.5,-1,1.5,1.1,-1,
'020907,2009,,3.6,3.6,3.1,2.4,,5.5,4.4,2.7,20,2.3,1.7,9.1,
'020908,2009,,2.3,4.3,2,1.7,,1.3,2.5,1.9,0,1.5,3.4,5.1,
'020910,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'021803,2009,,7.8,11.2,8.4,12.6,,11.3,5.6,10.4,.,10,9.5,0,
'021804,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'021901,2009,,3.1,3.5,1.5,1.4,,5.2,3.7,1.4,-1,0.4,3.3,4.2,
'021902,2009,,2.5,2.9,3.1,1.5,,4.6,4.7,2.3,0,0.9,2.1,0.5,
'022004,2009,,0,0,0,0,,.,0,0,-1,0,0,0,
'022901,2009,,0,0,0,0,,0,0,0,.,0,0,0,
'022902,2009,,0,0,0,0,,.,-1,0,.,0,0,.,
'022903,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'023902,2009,,8.7,15,5.7,3.3,,-1,12.5,4.6,.,2.7,7.4,33.3,
'024801,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'024901,2009,,0.4,1.2,1.2,2.1,,.,1.2,1.7,.,0,1.8,0,
'025901,2009,,3,5,1.5,4.1,,3.4,1.7,2.7,20,1.8,5.2,-1,
'025902,2009,,0.8,1,0.7,0.7,,0,0.5,0.7,-1,0.5,1.2,0,
'025904,2009,,0,0,0,0,,-1,0,0,-1,0,0,-1,
'025905,2009,,6.1,5.3,1.9,10.8,,.,6.7,5.5,.,6,0,.,
'025906,2009,,3.2,9.5,0,5.7,,-1,7.1,3.2,.,0,40,.,
'025908,2009,,0,0,0,0,,-1,0,0,.,0,0,.,
'025909,2009,,2,1.4,2.3,0.9,,0,1.8,1.6,-1,1.4,3.1,-1,
'026901,2009,,6,5.9,5.1,3.8,,9.9,6.1,4.5,.,3.9,2.9,0,
'026902,2009,,1.2,1,0.9,2.2,,0,0,1.5,-1,0.9,4.5,-1,
'026903,2009,,2.9,6.3,3.2,2.5,,5.3,0,2.8,-1,0,6.1,-1,
'027903,2009,,1.2,1.3,0.8,1.3,,0,0.6,1,0,0.5,3.7,3.8,
'027904,2009,,0.9,1,0.5,1.9,,3.8,0,1.2,0,1.2,0.8,4.7,
'028902,2009,,3.7,5.1,4.7,3.4,,6.1,6,4.1,-1,2.6,4.9,7.4,
'028903,2009,,2.8,7.3,5.9,3.7,,1.9,3.1,4.7,.,2,7.2,11.1,
'028906,2009,,0,0,0,0,,0,0,0,.,0,0,.,
'029901,2009,,0.4,0.5,0.3,0.8,,0,1.3,0.6,-1,0.5,0.7,0,
'030901,2009,,3.1,3.4,0,3.4,,.,0,1.6,.,1.6,0,.,
'030902,2009,,1.6,0.5,1.3,0.5,,-1,1.3,0.9,.,0.7,2.7,-1,
'030903,2009,,0,0,0,0,,.,0,0,-1,0,0,.,
'030906,2009,,0,0,0,0,,-1,0,0,.,0,0,0,
'031803,2009,,.,.,.,.,,.,.,.,.,.,.,.,
'031901,2009,,2.7,3.8,3.3,3,,0,4.3,3.2,0,3.2,3.2,4.5,
'031903,2009,,4.4,5,5.3,4.3,,13.2,6.1,4.8,-1,1.6,5.2,7,
'031905,2009,,1.7,3.4,2.3,2.7,,-1,0,2.5,.,2.2,2.5,1.8,
'031906,2009,,1.2,1.7,1.7,1.3,,0,1.6,1.5,.,0,1.6,2.7,
