DISTRICT,DPETALLC,DPETBLAP,DPETECOP,DPETHISP,DPETLEPP,DPETWHIP,YEAR
'107908,124,0.0,46.0,0.8,0.0,97.6,1997
'107910,474,11.2,36.3,3.0,0.0,85.7,1997
'108801,93,0.0,74.2,97.8,0.0,2.2,1997
'108902,9717,0.0,86.5,98.4,49.9,1.4,1997
'108903,4517,0.1,86.6,99.1,57.2,0.8,1997
'108904,19153,0.1,86.2,95.5,37.6,4.1,1997
'108905,2589,0.0,91.3,99.0,72.7,0.6,1997
'108906,21704,0.3,61.8,86.7,33.8,11.4,1997
'108907,4968,0.1,88.7,98.4,34.6,1.4,1997
'108908,11921,0.1,82.9,96.1,27.9,3.6,1997
'108909,20362,0.1,87.0,98.1,40.0,1.7,1997
'108910,1869,0.1,97.0,99.4,63.3,0.3,1997
'108911,4406,0.1,55.2,77.1,21.9,21.9,1997
'108912,14185,0.0,92.7,99.3,59.5,0.6,1997
'108913,12952,0.1,87.0,96.7,39.7,3.0,1997
'108914,698,0.0,92.1,99.1,49.4,0.7,1997
'108915,422,0.0,86.7,96.7,52.8,3.3,1997
'108916,1808,0.0,96.4,99.7,64.5,0.2,1997
'109901,274,1.1,26.3,8.4,0.4,89.8,1997
'109902,228,8.8,38.6,7.0,0.0,83.8,1997
'109903,340,0.0,35.6,8.5,0.0,91.2,1997
'109904,1709,20.6,61.2,27.9,10.8,51.4,1997
'109905,503,23.5,59.2,2.2,0.0,74.4,1997
'109907,544,19.1,61.0,25.7,4.8,55.0,1997
'109908,55,29.1,74.5,9.1,0.0,61.8,1997
'109910,85,16.5,47.1,5.9,2.4,77.6,1997
'109911,1434,4.1,46.4,7.9,1.2,87.5,1997
'109912,161,3.1,40.4,5.6,0.0,91.3,1997
'109913,276,1.8,44.9,7.6,2.9,90.6,1997
'109914,152,0.0,44.1,15.8,8.6,84.2,1997
'110901,373,5.1,63.8,53.9,9.4,41.0,1997
'110902,3545,6.0,51.7,49.2,5.1,44.5,1997
'110905,380,1.8,58.4,56.1,4.5,42.1,1997
'110906,398,2.3,51.3,29.4,2.3,68.3,1997
'110907,555,1.3,48.5,50.1,1.8,47.4,1997
'110908,245,2.0,50.2,46.5,3.7,51.0,1997
'111901,6061,0.6,29.9,8.4,3.0,89.5,1997
'111902,312,0.0,42.6,4.5,0.6,94.6,1997
'111903,467,0.0,27.0,5.1,2.4,94.2,1997
'112901,3916,14.4,36.4,7.4,3.2,77.7,1997
'112905,293,0.0,29.7,8.5,5.1,91.1,1997
'112906,358,3.6,48.6,4.2,0.0,91.3,1997
'112907,220,0.0,30.0,7.7,1.8,91.4,1997
'112908,689,3.8,44.4,20.0,11.3,75.3,1997
'112909,226,0.9,56.6,7.1,4.0,92.0,1997
'112910,249,0.8,37.8,8.8,2.0,90.0,1997
'113901,1994,58.9,65.1,8.3,6.2,32.3,1997
'113902,750,33.3,46.3,1.7,1.5,64.8,1997
'113903,514,14.0,32.5,2.3,0.0,83.3,1997
'113905,438,3.0,37.0,6.8,2.5,89.7,1997
'113906,399,31.6,58.1,0.3,0.0,67.9,1997
'114901,4418,5.8,50.9,47.6,6.9,45.8,1997
'114902,987,0.2,35.0,20.6,1.9,78.8,1997
'114904,695,0.4,19.7,11.4,0.7,88.2,1997
'115901,482,0.6,87.3,92.5,55.4,6.8,1997
'115902,154,0.0,71.4,66.2,2.6,33.8,1997
'115903,188,0.0,75.0,64.4,31.4,35.6,1997
'116901,847,3.2,29.4,2.4,0.0,94.3,1997
'116902,459,2.6,25.3,2.6,0.4,94.1,1997
'116903,1653,22.7,48.2,4.2,2.2,71.0,1997
'116905,5374,26.1,47.9,12.9,6.5,60.0,1997
'116906,673,1.8,28.8,4.0,0.7,93.2,1997
'116908,2676,0.6,41.3,5.6,1.4,93.1,1997
'116909,601,8.7,40.6,2.7,0.0,87.7,1997
'116910,306,0.7,22.2,3.9,0.0,95.1,1997
'116915,444,0.9,27.5,5.4,2.3,93.0,1997
'116916,464,0.9,49.6,4.1,0.2,93.3,1997
'117901,3303,4.0,30.6,23.8,4.7,71.6,1997
'117903,1235,0.4,24.7,4.3,0.0,94.3,1997
'117904,773,0.3,46.8,14.0,0.4,84.0,1997
'117907,84,2.4,72.6,11.9,0.0,85.7,1997
'118902,380,0.5,40.0,27.9,1.3,71.6,1997
'119901,243,0.4,58.0,5.3,0.0,94.2,1997
'119902,1161,1.9,33.2,10.0,2.5,87.4,1997
'119903,412,0.0,36.4,3.4,0.0,96.6,1997
'120901,1769,13.1,43.2,30.1,3.3,56.4,1997
'120902,711,4.1,49.1,35.9,4.5,59.6,1997
'120905,957,1.9,26.8,16.6,1.5,81.5,1997
'121902,316,13.3,56.6,0.6,0.0,86.1,1997
'121903,1712,4.9,36.0,1.3,0.2,93.3,1997
'121904,3542,41.2,50.7,5.5,2.9,52.8,1997
'121905,1613,16.8,45.0,1.8,0.6,81.2,1997
'121906,432,0.0,24.8,0.2,0.0,99.8,1997
'122901,342,5.0,17.0,33.9,0.9,59.6,1997
'122902,51,0.0,62.7,54.9,0.0,45.1,1997
'123905,5380,1.1,13.3,4.2,1.4,92.0,1997
'123907,11591,59.2,72.2,15.0,8.7,16.8,1997
'123908,5389,0.5,12.8,5.1,1.6,92.6,1997
'123910,19999,65.3,61.4,6.5,3.8,25.6,1997
'123913,185,5.9,0.0,2.2,0.0,90.8,1997
'123914,1987,6.3,23.7,4.7,2.6,88.1,1997
'124901,1247,0.1,73.2,95.5,9.1,4.2,1997
'125901,5958,0.8,61.7,83.7,8.5,15.1,1997
'125902,571,0.0,51.7,92.1,17.3,7.9,1997
'125903,1391,0.6,62.9,58.0,3.8,41.3,1997
'125905,986,0.0,54.7,88.6,10.1,11.3,1997
'125906,115,0.0,44.3,70.4,0.0,29.6,1997
'126901,2701,4.4,37.9,12.3,3.2,82.5,1997
'126902,5963,0.7,19.8,4.9,0.4,93.6,1997
'126903,5749,5.5,42.8,19.1,11.0,74.5,1997
'126904,924,4.7,34.2,7.7,0.9,87.6,1997
'126905,3829,0.5,37.0,7.3,1.2,91.7,1997
'126906,620,10.5,68.2,34.4,17.6,46.5,1997
'126907,876,0.0,27.9,4.9,0.6,95.1,1997
'126908,1212,0.7,63.1,19.7,9.4,74.4,1997
'126911,870,0.7,36.2,8.4,3.0,90.5,1997
'127901,848,2.2,61.7,34.6,6.0,63.1,1997
'127903,638,9.4,52.5,25.1,2.2,65.0,1997
'127904,780,0.5,40.5,5.8,0.0,93.3,1997
'127905,182,0.0,46.2,2.7,0.0,96.7,1997
'127906,846,12.1,58.2,31.8,3.8,55.6,1997
'128901,1100,3.3,55.0,57.0,4.8,39.5,1997
'128902,1161,3.2,66.7,71.6,4.7,24.5,1997
'128903,318,1.9,81.1,75.8,8.2,21.4,1997
'128904,337,0.0,27.9,12.2,0.3,87.8,1997
'129901,1587,5.4,19.5,5.7,2.4,88.8,1997
'129902,2155,5.2,11.0,5.9,2.4,88.1,1997
'129903,2937,9.3,39.4,20.6,3.3,69.7,1997
'129904,1620,4.0,37.6,5.0,1.3,90.1,1997
'129905,2932,2.4,42.3,4.9,1.6,91.6,1997
'129906,3967,35.6,46.7,13.6,4.8,49.5,1997
'129910,731,6.4,18.2,4.1,0.0,89.2,1997
'130901,4233,0.5,18.6,16.9,3.9,82.2,1997
'130902,968,0.5,55.7,43.4,14.5,56.1,1997
'131001,46,0.0,78.3,93.5,13.0,6.5,1997
'132902,193,4.1,43.5,14.5,1.0,80.3,1997
'133901,669,2.1,60.5,19.4,4.3,77.7,1997
'133902,147,0.0,42.2,29.9,15.0,68.7,1997
'133903,4724,3.7,47.0,32.7,4.3,62.6,1997
'133904,1363,1.4,47.0,17.3,4.3,80.6,1997
'133905,23,0.0,21.7,34.8,43.5,56.5,1997
'134901,776,0.0,42.7,30.3,2.7,69.7,1997
'135001,85,0.0,35.3,15.3,4.7,84.7,1997
'136901,611,3.6,60.4,61.5,9.2,34.2,1997
'137901,5136,4.9,64.8,73.9,9.1,20.1,1997
'137902,636,0.3,63.5,74.8,6.1,24.2,1997
'137903,633,0.2,46.9,63.0,3.5,36.7,1997
'137904,263,0.0,25.1,70.7,2.7,28.9,1997
'138901,92,10.9,85.9,60.9,2.2,28.3,1997
'138902,402,9.2,60.9,39.6,1.5,50.2,1997
'138903,446,12.6,50.2,36.3,3.6,51.1,1997
'138904,101,0.0,49.5,22.8,5.0,77.2,1997
'139905,808,12.6,32.5,0.7,0.0,85.0,1997
'139908,254,28.3,63.0,1.6,0.0,69.3,1997
'139909,3961,37.7,58.7,2.4,0.6,57.9,1997
'139911,3022,5.1,28.4,1.1,0.4,92.3,1997
'139912,1005,1.1,39.6,2.0,0.8,95.0,1997
'140901,206,14.1,53.4,40.8,4.9,45.1,1997
'140904,1636,9.4,56.5,53.8,2.7,36.5,1997
'140905,841,1.2,61.0,69.1,12.2,29.7,1997
'140906,117,0.0,57.3,53.8,15.4,46.2,1997
'140907,509,2.9,55.8,56.0,7.1,41.1,1997
'140908,368,6.8,53.8,39.7,2.7,53.0,1997
'141901,3247,3.4,45.3,16.1,2.3,79.4,1997
'141902,336,3.9,73.2,36.9,11.3,59.2,1997
'142901,1425,0.6,78.0,84.4,30.1,14.8,1997
'143901,1083,11.6,36.0,7.3,0.5,81.1,1997
'143902,377,1.3,52.0,16.7,1.3,81.4,1997
'143903,537,16.9,41.9,11.0,0.6,71.5,1997
'143904,81,0.0,33.3,4.9,0.0,95.1,1997
'143905,94,0.0,29.8,1.1,0.0,98.9,1997
'143906,89,0.0,36.0,1.1,0.0,98.9,1997
'144901,1796,15.4,47.5,31.6,11.4,52.4,1997
'144902,947,14.3,31.9,8.0,1.4,77.1,1997
'144903,245,20.8,61.6,27.8,10.6,51.4,1997
'145901,792,14.3,40.2,12.6,8.7,72.6,1997
'145902,674,13.9,32.3,2.7,1.2,82.6,1997
'145906,513,8.8,40.9,4.1,0.4,86.7,1997
'145907,289,38.4,61.9,4.5,0.0,56.7,1997
'145911,716,3.8,32.1,9.9,5.3,85.9,1997
'146901,2806,21.6,55.3,19.0,11.8,58.6,1997
'146902,4258,9.5,30.4,7.5,2.3,82.6,1997
'146903,152,21.7,51.3,18.4,16.4,59.9,1997
'146904,1214,4.0,45.3,6.8,1.1,88.9,1997
'146905,770,22.9,52.6,2.1,0.4,74.9,1997
'146906,2471,20.9,44.0,13.3,7.3,65.2,1997
'146907,1598,1.3,30.2,2.6,0.6,95.9,1997
'147901,265,34.7,82.3,25.3,10.2,40.0,1997
'147902,1652,16.4,48.1,11.6,3.2,71.6,1997
'147903,2234,32.3,57.8,14.4,3.8,52.8,1997
'148901,423,0.2,51.8,41.1,21.7,56.3,1997
'148902,169,0.0,33.1,6.5,0.0,93.5,1997
'148903,106,0.0,48.1,0.9,0.0,98.1,1997
'148905,43,0.0,39.5,11.6,9.3,88.4,1997
'149901,1317,0.0,45.3,45.3,3.3,54.5,1997
'149902,801,0.4,43.3,47.4,1.5,51.7,1997
'150901,1512,0.1,37.0,9.8,2.5,89.9,1997
'152901,30081,14.1,53.2,40.2,3.9,44.4,1997
'152902,655,1.4,45.5,37.9,3.2,60.8,1997
'152903,1637,8.4,63.2,52.8,4.0,38.7,1997
'152906,1768,1.0,37.8,27.5,2.1,71.1,1997
'152907,5410,5.0,33.8,22.5,1.6,71.6,1997
'152908,1413,5.9,58.7,35.2,2.1,58.4,1997
'152909,1143,0.6,39.1,27.8,2.0,71.6,1997
'152910,843,0.7,39.5,48.2,7.1,50.5,1997
'153903,445,0.9,71.7,64.7,11.5,34.4,1997
'153904,785,6.6,58.0,52.4,7.3,40.6,1997
'153905,194,0.5,57.2,50.5,8.8,49.0,1997
'153907,253,0.0,66.8,62.5,7.9,37.2,1997
'154901,1922,24.8,54.8,15.8,8.0,58.9,1997
'154903,324,0.9,41.7,2.8,0.0,95.4,1997
'155901,1647,44.3,54.5,1.3,0.5,54.0,1997
'156902,888,2.9,56.9,57.8,9.3,39.1,1997
'156905,192,0.0,50.5,48.4,12.0,51.6,1997
'157901,653,0.5,48.5,31.4,4.3,67.4,1997
'158901,4715,19.6,56.5,36.5,5.8,42.8,1997
'158902,979,6.5,46.1,37.0,5.8,56.5,1997
'158904,97,1.0,62.9,12.4,6.2,86.6,1997
'158905,1759,3.7,56.3,45.3,12.6,35.5,1997
'158906,1022,25.0,48.2,15.2,2.3,59.8,1997
'159901,11803,0.1,87.4,96.9,49.4,1.8,1997
'160901,1495,2.3,56.0,34.5,1.1,62.9,1997
'160904,220,0.5,70.0,25.0,5.5,74.1,1997
'160905,97,0.0,62.9,32.0,0.0,68.0,1997
'161801,62,64.5,95.2,21.0,0.0,14.5,1997
'161901,528,0.6,15.0,9.1,0.9,90.2,1997
'161903,5691,5.1,10.0,7.3,0.8,84.7,1997
'161906,2440,19.3,60.6,22.7,4.0,57.5,1997
'161907,1355,1.2,12.8,7.2,0.0,91.0,1997
'161908,695,27.8,46.8,4.7,0.6,67.5,1997
'161909,1208,13.2,47.7,31.3,12.7,55.3,1997
'161910,777,9.4,42.5,17.2,3.1,73.4,1997
'161912,570,6.1,31.1,9.5,0.0,83.3,1997
'161914,16170,40.2,71.6,35.6,9.8,23.7,1997
'161916,1531,4.9,28.0,8.1,3.3,86.7,1997
'161918,716,5.9,29.3,7.4,0.0,86.7,1997
'161919,860,2.2,43.5,18.3,0.5,79.1,1997
'161920,1358,0.7,19.3,4.3,0.4,94.6,1997
'161921,2563,13.3,48.4,14.2,1.1,71.0,1997
'161922,1944,4.5,15.5,10.1,0.9,85.0,1997
'161923,467,5.6,36.8,13.3,1.1,80.9,1997
'161924,102,8.8,33.3,4.9,0.0,85.3,1997
'161925,137,5.8,43.1,2.9,2.9,91.2,1997
'162904,199,0.0,55.3,48.2,0.0,51.8,1997
'163901,1845,0.9,46.4,45.9,4.6,52.7,1997
'163902,271,0.0,39.5,44.6,1.5,54.6,1997
'163903,1077,0.7,67.9,70.4,9.1,28.9,1997
'163904,2129,1.4,52.5,61.6,4.3,36.4,1997
'163908,2673,0.4,44.8,44.3,3.3,54.2,1997
'164901,481,0.6,63.4,52.6,3.1,46.8,1997
'165901,23284,10.2,44.4,36.6,10.3,51.9,1997
'165902,1601,0.4,25.8,18.8,2.9,80.5,1997
'166901,1776,19.7,57.8,32.5,5.1,47.6,1997
'166902,174,5.7,48.9,16.1,0.0,78.2,1997
'166903,360,10.6,50.6,8.1,1.9,81.4,1997
'166904,1885,13.4,41.0,23.5,1.9,62.7,1997
'166905,476,9.2,37.0,20.0,7.8,70.8,1997
'166907,188,0.0,76.6,44.7,6.9,55.3,1997
'167901,639,1.3,32.9,18.6,6.7,80.1,1997
'167902,161,0.0,78.3,13.7,0.0,86.3,1997
'167903,102,4.9,80.4,31.4,2.0,63.7,1997
'167904,94,0.0,56.4,9.6,0.0,90.4,1997
'168901,1146,6.5,51.6,40.8,4.1,52.2,1997
'168902,188,5.3,75.0,61.7,3.7,33.0,1997
'168903,196,1.0,48.5,17.9,0.0,81.1,1997
'169901,1663,0.2,34.3,6.1,1.6,93.1,1997
'169902,820,0.0,52.4,16.3,6.3,83.2,1997
'169906,129,0.0,62.8,5.4,3.1,94.6,1997
'169908,82,0.0,58.5,11.0,0.0,89.0,1997
'169909,124,0.0,35.5,2.4,0.0,97.6,1997
'169910,178,0.0,46.6,5.6,1.1,94.4,1997
'169911,365,0.0,44.9,6.3,0.0,92.9,1997
'170902,29599,5.7,26.0,13.9,6.9,78.7,1997
'170903,2809,8.7,27.8,4.7,1.2,86.2,1997
'170904,3936,8.4,36.2,12.0,4.3,79.0,1997
'170906,5039,2.5,31.2,11.3,3.8,85.8,1997
'170907,2730,0.3,45.6,7.9,2.6,91.6,1997
'170908,5678,1.5,40.7,11.3,3.8,86.7,1997
'171901,3981,0.7,46.6,54.5,23.3,43.1,1997
'171902,597,0.2,41.5,39.9,13.2,59.1,1997
'172902,1836,35.6,49.0,4.4,1.6,59.9,1997
'172905,995,27.0,49.2,3.4,1.3,69.3,1997
'173901,244,4.5,64.3,20.1,4.1,75.0,1997
'174901,308,14.0,57.1,4.9,4.5,81.2,1997
'174902,528,8.7,47.3,4.4,1.1,86.7,1997
'174903,703,29.6,40.8,3.1,2.0,67.3,1997
'174904,6281,32.0,55.5,19.1,11.5,48.1,1997
'174906,794,1.1,41.6,2.4,0.0,96.1,1997
'174908,639,8.8,40.7,3.0,1.9,87.8,1997
'174909,266,5.3,41.4,5.6,1.5,88.7,1997
'174910,174,0.0,61.5,0.0,0.0,99.4,1997
'174911,328,7.6,31.1,4.0,0.6,86.9,1997
'175902,759,5.0,34.1,6.3,0.8,88.3,1997
'175903,4998,30.7,52.9,18.0,7.2,50.5,1997
'175904,503,12.1,48.9,10.3,6.0,77.1,1997
'175905,359,5.8,61.6,12.8,3.1,81.3,1997
'175907,698,33.7,53.2,5.0,0.1,61.2,1997
'175910,484,3.7,28.1,4.5,0.0,90.5,1997
'175911,388,9.5,48.5,13.4,2.6,76.5,1997
'176901,459,37.9,73.0,3.7,2.0,58.4,1997
'176902,1555,40.8,60.3,0.8,0.1,58.4,1997
'176903,816,0.0,45.1,1.0,0.0,98.8,1997
'177901,440,0.2,54.5,50.0,7.0,49.5,1997
'177902,2802,9.0,51.9,37.1,2.1,53.4,1997
'177903,198,0.0,50.0,21.7,7.6,78.3,1997
'177905,191,0.0,39.8,12.0,0.5,87.4,1997
'178801,148,2.7,99.3,90.5,0.0,6.8,1997
'178802,60,0.0,0.0,15.0,0.0,78.3,1997
'178901,351,0.3,52.7,64.4,9.4,34.2,1997
'178902,1373,1.7,33.1,67.7,7.7,30.4,1997
'178903,4734,1.6,26.0,31.8,1.0,65.8,1997
'178904,41606,6.0,52.2,67.7,5.4,25.1,1997
'178905,298,0.0,70.5,82.2,3.0,17.4,1997
'178906,177,0.0,18.1,26.6,0.0,73.4,1997
'178908,518,0.0,39.4,7.9,0.0,90.9,1997
'178909,4393,1.0,87.5,97.6,10.7,1.3,1997
'178912,2952,1.3,47.3,51.7,3.7,46.4,1997
'178913,863,0.0,61.6,75.0,3.5,24.9,1997
'178914,5283,5.6,39.9,20.7,1.7,69.1,1997
'178915,1976,13.7,70.7,83.3,9.8,2.8,1997
'179901,2081,0.0,41.1,34.2,14.2,65.3,1997
'180901,354,6.8,76.6,11.0,0.3,80.8,1997
'180902,324,0.0,44.8,18.5,9.0,80.2,1997
'180903,88,0.0,54.5,26.1,8.0,73.9,1997
'180904,61,1.6,29.5,13.1,3.3,83.6,1997
'181901,2842,0.2,22.4,3.2,1.9,93.3,1997
'181905,1564,0.1,28.0,2.6,1.6,95.0,1997
'181906,3673,48.7,60.0,2.9,0.8,47.9,1997
'181907,5592,0.2,40.4,2.2,0.2,97.4,1997
'181908,3753,4.7,21.6,3.6,0.3,90.5,1997
'182901,219,0.0,33.8,2.7,0.9,96.3,1997
'182902,379,0.3,42.0,8.2,4.2,90.0,1997
'182903,3573,4.7,48.3,18.6,4.9,75.5,1997
'182904,396,0.0,26.0,7.1,0.8,91.9,1997
'182905,206,0.0,51.5,17.0,3.4,82.0,1997
'182906,51,3.9,49.0,15.7,9.8,80.4,1997
'183901,477,16.4,35.4,3.8,0.4,78.4,1997
'183902,3342,26.7,37.4,3.5,1.1,69.5,1997
'183904,266,0.0,38.0,4.1,0.0,95.9,1997
'184901,329,0.6,49.5,3.0,0.0,96.4,1997
'184902,2973,0.2,35.7,4.3,0.9,94.8,1997
'184903,6272,1.7,27.4,10.1,2.7,87.5,1997
'184904,659,0.6,33.2,6.4,1.2,93.0,1997
'184907,2378,0.4,7.2,3.6,0.7,94.8,1997
'184908,740,0.8,20.9,2.3,0.5,96.9,1997
'184909,551,0.2,14.7,2.5,0.0,96.7,1997
'184911,219,0.0,37.9,2.7,0.0,96.8,1997
'185901,601,0.7,80.2,81.4,30.0,18.0,1997
'185902,555,0.2,53.2,39.8,15.0,59.8,1997
'185903,1244,2.0,62.2,65.8,17.3,31.8,1997
'185904,224,0.0,50.9,33.0,10.3,67.0,1997
'186901,130,0.0,66.9,39.2,5.4,60.8,1997
'186902,2892,0.8,57.9,75.3,14.2,23.5,1997
'186903,611,3.6,45.2,39.3,8.5,56.3,1997
'187901,358,0.0,45.0,2.0,0.0,79.6,1997
'187903,327,32.1,62.7,15.6,5.2,49.5,1997
'187904,1181,28.4,66.6,27.2,12.3,44.4,1997
'187906,214,23.4,68.2,15.4,3.3,61.2,1997
'187907,3904,12.8,37.5,8.3,3.8,77.8,1997
'187910,517,4.6,55.3,2.5,0.0,91.5,1997
'188901,29566,9.9,48.8,28.5,7.7,58.4,1997
'188902,1384,0.1,22.6,7.0,0.0,92.1,1997
'188903,831,5.4,40.7,20.7,2.0,71.2,1997
'188904,419,0.7,22.9,7.4,0.0,90.7,1997
'189901,454,0.2,65.4,81.1,7.0,18.7,1997
'189902,1289,0.0,92.6,98.7,60.6,1.2,1997
'190903,1375,4.1,40.4,4.4,1.5,91.2,1997
'191901,7029,1.4,19.0,9.7,0.5,87.8,1997
'192901,1114,3.9,44.7,56.3,7.5,39.7,1997
'193902,285,0.0,59.3,25.3,1.4,74.7,1997
'194902,365,6.6,58.6,5.8,1.4,86.6,1997
'194903,740,7.6,45.9,5.1,2.4,86.4,1997
'194904,1338,49.1,60.5,5.1,1.6,44.8,1997
'194905,429,13.3,49.7,1.4,0.0,84.8,1997
'195901,3117,2.3,63.7,85.3,14.2,12.0,1997
'195902,236,0.4,70.8,78.8,37.3,20.3,1997
'196901,208,1.4,50.5,69.7,4.3,27.9,1997
'196902,626,4.5,49.2,49.4,2.6,46.2,1997
'196903,876,15.1,49.4,47.4,2.1,37.3,1997
'197902,193,0.5,24.9,5.2,0.0,93.3,1997
'198901,433,20.3,40.9,2.8,0.0,76.7,1997
'198902,333,80.8,92.2,10.2,2.4,8.7,1997
'198903,934,9.0,38.0,8.4,0.2,82.7,1997
'198905,1450,53.0,69.7,24.1,4.8,22.9,1997
'198906,156,17.3,87.2,54.5,27.6,28.2,1997
'199901,6374,3.4,13.3,8.6,2.3,86.7,1997
'199902,1576,5.4,34.5,19.7,8.4,74.0,1997
'200901,1259,3.0,50.4,34.3,2.2,62.6,1997
'200902,480,0.2,49.8,32.9,8.8,66.9,1997
'200904,847,1.9,53.2,43.9,7.3,54.0,1997
'200906,107,2.8,82.2,33.6,10.3,63.6,1997
'201902,3778,25.4,44.8,8.4,2.9,65.9,1997
'201903,261,66.7,87.0,18.0,6.5,15.3,1997
'201904,224,15.2,66.5,4.9,1.3,79.9,1997
'201907,353,33.1,47.3,0.3,0.0,66.6,1997
'201908,479,14.0,40.7,2.1,0.0,83.3,1997
'201910,1217,23.8,40.8,14.7,5.7,61.3,1997
'201913,467,12.4,48.0,15.2,11.6,71.7,1997
'201914,981,23.0,54.0,8.2,2.7,68.5,1997
'202903,978,19.8,49.8,2.0,0.5,78.1,1997
'202905,629,12.9,50.4,0.3,0.0,86.3,1997
'203901,1113,58.0,63.3,3.3,1.0,38.5,1997
'203902,455,7.3,74.3,2.6,0.9,90.1,1997
'204901,1797,31.3,55.5,4.0,0.9,64.5,1997
'204904,1670,11.9,44.7,6.5,2.8,81.0,1997
'205901,2283,4.0,64.6,43.5,4.8,51.8,1997
'205902,4216,1.8,29.4,38.6,2.7,58.6,1997
'205903,1860,4.1,45.3,31.6,2.1,62.1,1997
'205904,2243,0.9,76.5,85.2,11.9,13.7,1997
'205905,1270,0.1,62.8,73.9,5.1,25.8,1997
'205906,2260,2.2,63.4,76.5,3.3,21.1,1997
'205907,1516,3.6,71.9,83.8,11.3,12.5,1997
'206901,843,1.3,51.7,32.1,5.5,66.5,1997
'206902,172,0.0,47.7,20.9,4.1,79.1,1997
'206903,162,3.7,64.2,14.2,4.3,80.2,1997
'207901,774,0.9,50.6,57.2,9.4,41.9,1997
'208901,172,0.0,45.3,30.2,0.0,69.8,1997
'208902,3288,4.1,43.2,38.1,4.7,57.3,1997
'208903,188,0.0,13.3,13.3,0.0,86.2,1997
'209901,582,0.5,37.8,12.5,2.6,86.1,1997
'209902,91,0.0,70.3,9.9,0.0,90.1,1997
'210901,2355,28.9,50.9,11.4,8.1,59.3,1997
'210902,642,6.7,43.5,0.8,0.6,92.5,1997
'210903,760,30.7,52.0,5.0,3.0,64.3,1997
'210904,393,36.9,64.1,12.2,7.1,50.6,1997
'210905,707,34.1,57.9,3.5,2.3,62.0,1997
'210906,73,0.0,63.0,1.4,1.4,98.6,1997
'211901,332,0.0,28.0,23.2,8.1,76.5,1997
'211902,576,0.2,49.8,39.1,14.1,60.8,1997
'212901,825,27.6,50.9,2.4,1.6,68.8,1997
'212902,1220,6.0,24.9,3.1,0.7,90.0,1997
'212903,2497,9.1,25.2,3.5,1.2,85.9,1997
'212904,889,17.8,47.0,4.9,1.3,77.2,1997
'212905,16511,36.2,44.7,20.2,9.3,42.6,1997
'212906,3774,9.1,20.0,2.6,0.6,87.1,1997
'212909,3266,27.2,44.5,11.1,5.6,61.0,1997
'212910,948,19.7,37.2,4.3,0.6,75.6,1997
'213901,1468,0.2,35.5,16.5,4.2,82.5,1997
'214901,7993,0.0,92.7,99.5,55.1,0.3,1997
'214902,313,0.0,78.6,98.4,29.1,1.6,1997
'214903,6015,0.1,87.0,99.5,60.5,0.3,1997
'215901,1976,2.4,39.5,19.7,5.0,76.5,1997
'216901,371,0.0,37.7,36.9,3.5,63.1,1997
'217901,368,5.4,51.1,19.0,1.6,74.5,1997
'218901,1040,0.3,38.5,54.3,15.0,45.0,1997
'219901,246,0.0,43.9,13.4,0.0,86.2,1997
'219903,1425,8.7,62.2,49.6,6.3,41.5,1997
'219905,363,5.5,64.7,51.2,6.6,43.3,1997
'220901,53343,16.9,31.2,17.1,9.6,58.9,1997
'220902,20398,2.9,27.1,11.4,4.2,80.6,1997
'220904,3395,56.3,61.4,15.1,7.2,27.3,1997
'220905,75813,33.2,58.7,38.4,20.9,25.9,1997
'220906,12373,2.0,6.1,5.7,0.7,89.5,1997
'220907,12628,3.2,13.4,6.1,2.5,86.4,1997
'220908,10925,8.2,19.4,10.2,4.1,78.6,1997
'220909,99,0.0,0.0,15.2,0.0,78.8,1997
'220910,1696,5.6,58.3,32.1,9.3,61.1,1997
'220912,7620,13.5,18.9,10.1,1.3,72.3,1997
'220914,2388,7.9,18.8,9.1,1.4,81.3,1997
'220915,5698,0.6,26.8,4.3,0.6,94.3,1997
'220916,19204,6.2,23.6,9.8,4.5,76.7,1997
'220917,3160,1.2,47.5,27.0,6.9,70.5,1997
'220918,5502,2.1,22.9,14.0,2.3,78.2,1997
'220919,4715,1.1,1.4,2.2,0.3,95.4,1997
'220920,4378,7.4,33.1,11.5,1.5,77.8,1997
'221901,19562,11.0,50.9,26.6,2.4,60.6,1997
'221904,1418,1.4,44.9,15.5,3.0,82.7,1997
'221905,168,4.2,46.4,13.1,5.4,82.7,1997
'221911,931,0.4,30.5,7.4,0.5,91.8,1997
'221912,2569,1.4,8.8,3.7,0.0,93.7,1997
'222901,228,0.4,54.4,58.8,10.5,39.5,1997
'223901,2483,5.6,53.5,58.7,2.9,35.2,1997
'223902,315,0.0,58.4,60.3,10.5,39.7,1997
'223903,129,0.0,84.5,67.4,19.4,32.6,1997
'223904,196,1.0,30.6,27.0,0.0,70.9,1997
'224901,248,0.0,55.2,7.7,0.0,91.9,1997
'224902,118,0.0,59.3,13.6,5.1,86.4,1997
'225902,4375,18.9,53.9,34.5,21.1,46.1,1997
'225905,138,0.0,52.2,26.8,20.3,73.2,1997
'225906,573,2.6,28.3,11.9,5.2,84.8,1997
'225907,414,0.2,29.7,12.3,8.0,87.4,1997
'226901,360,0.6,26.4,16.7,1.1,82.8,1997
'226903,17354,6.0,43.8,42.7,2.8,50.2,1997
'226905,400,0.0,39.8,13.8,0.0,84.3,1997
