DISTRICT,YEAR,DA0GM*N,DA0GM*R
'074909,2006,36.0,
'074911,2006,10.0,
'074912,2006,23.0,
'074917,2006,11.0,
'075901,2006,13.0,
'075902,2006,63.0,
'075903,2006,17.0,
'075906,2006,5.0,
'075908,2006,3.0,
'076903,2006,2.0,
'076904,2006,2.0,
'077901,2006,22.0,
'077902,2006,20.0,
'078901,2006,2.0,
'079901,2006,320.0,
'079906,2006,54.0,
'079907,2006,1025.0,
'079908,2006,0.0,
'079910,2006,31.0,
'080901,2006,24.0,
'081902,2006,26.0,
'081904,2006,24.0,
'081905,2006,10.0,
'081906,2006,0.0,
'082902,2006,27.0,
'082903,2006,47.0,
'083901,2006,11.0,
'083902,2006,4.0,
'083903,2006,77.0,
'084801,2006,0.0,
'084802,2006,0.0,
'084901,2006,97.0,
'084902,2006,146.0,
'084903,2006,18.0,
'084904,2006,58.0,
'084906,2006,108.0,
'084908,2006,32.0,
'084909,2006,71.0,
'084910,2006,363.0,
'084911,2006,64.0,
'085902,2006,40.0,
'085903,2006,3.0,
'086024,2006,0.0,
'086901,2006,85.0,
'086902,2006,11.0,
'087901,2006,5.0,
'088902,2006,36.0,
'089901,2006,68.0,
'089903,2006,9.0,
'089905,2006,4.0,
'090902,2006,12.0,
'090903,2006,4.0,
'090904,2006,76.0,
'090905,2006,0.0,
'091901,2006,17.0,
'091902,2006,12.0,
'091903,2006,40.0,
'091905,2006,29.0,
'091906,2006,88.0,
'091907,2006,0.0,
'091908,2006,36.0,
'091909,2006,45.0,
'091910,2006,17.0,
'091913,2006,24.0,
'091914,2006,16.0,
'091917,2006,15.0,
'091918,2006,29.0,
'092801,2006,49.0,
'092901,2006,62.0,
'092902,2006,108.0,
'092903,2006,128.0,
'092904,2006,82.0,
'092906,2006,37.0,
'092907,2006,34.0,
'092908,2006,30.0,
'093901,2006,14.0,
'093903,2006,17.0,
'093904,2006,73.0,
'093905,2006,12.0,
'094901,2006,202.0,
'094902,2006,260.0,
'094903,2006,10.0,
'094904,2006,35.0,
'095901,2006,11.0,
'095902,2006,0.0,
'095903,2006,9.0,
'095904,2006,5.0,
'095905,2006,24.0,
'096904,2006,5.0,
'096905,2006,3.0,
'097902,2006,14.0,
'097903,2006,9.0,
'098901,2006,3.0,
'098903,2006,0.0,
'098904,2006,5.0,
'099902,2006,4.0,
'099903,2006,13.0,
'100903,2006,34.0,
'100904,2006,73.0,
'100905,2006,40.0,
'100907,2006,100.0,
'100908,2006,18.0,
'101801,2006,0.0,
'101802,2006,0.0,
'101803,2006,0.0,
'101804,2006,6.0,
'101805,2006,3.0,
'101806,2006,2.0,
'101807,2006,0.0,
'101809,2006,29.0,
'101810,2006,0.0,
'101811,2006,0.0,
'101812,2006,184.0,
'101813,2006,0.0,
'101814,2006,0.0,
'101815,2006,0.0,
'101817,2006,29.0,
'101818,2006,14.0,
'101819,2006,0.0,
'101820,2006,10.0,
'101821,2006,55.0,
'101822,2006,2.0,
'101823,2006,0.0,
'101827,2006,14.0,
'101828,2006,0.0,
'101829,2006,0.0,
'101831,2006,0.0,
'101833,2006,0.0,
'101834,2006,38.0,
'101837,2006,41.0,
'101838,2006,11.0,
'101840,2006,0.0,
'101842,2006,38.0,
'101843,2006,0.0,
'101845,2006,0.0,
'101846,2006,0.0,
'101847,2006,0.0,
'101848,2006,0.0,
'101849,2006,0.0,
'101850,2006,0.0,
'101851,2006,0.0,
'101852,2006,0.0,
'101853,2006,0.0,
'101854,2006,26.0,
'101855,2006,0.0,
'101856,2006,0.0,
'101857,2006,0.0,
'101902,2006,591.0,
'101903,2006,445.0,
'101905,2006,124.0,
'101906,2006,88.0,
'101907,2006,1843.0,
'101908,2006,332.0,
'101909,2006,64.0,
'101910,2006,205.0,
'101911,2006,304.0,
'101912,2006,1436.0,
'101913,2006,486.0,
'101914,2006,639.0,
'101915,2006,793.0,
'101916,2006,214.0,
'101917,2006,1866.0,
'101919,2006,642.0,
'101920,2006,401.0,
'101921,2006,165.0,
'101924,2006,85.0,
'101925,2006,38.0,
'102901,2006,4.0,
'102902,2006,163.0,
'102903,2006,20.0,
'102904,2006,56.0,
'102905,2006,11.0,
'102906,2006,22.0,
'103901,2006,7.0,
'103902,2006,1.0,
'104901,2006,9.0,
'104903,2006,3.0,
'104907,2006,1.0,
'105801,2006,11.0,
'105802,2006,0.0,
'105902,2006,87.0,
'105904,2006,35.0,
'105905,2006,20.0,
'105906,2006,159.0,
'106901,2006,9.0,
'107901,2006,64.0,
'107902,2006,74.0,
'107904,2006,27.0,
'107905,2006,31.0,
'107906,2006,33.0,
'107907,2006,9.0,
'107908,2006,0.0,
'107910,2006,6.0,
'108801,2006,58.0,
'108802,2006,0.0,
'108804,2006,76.0,
'108806,2006,19.0,
'108807,2006,0.0,
'108808,2006,0.0,
'108902,2006,36.0,
'108903,2006,44.0,
'108904,2006,189.0,
'108905,2006,10.0,
'108906,2006,236.0,
'108907,2006,49.0,
'108908,2006,143.0,
'108909,2006,124.0,
'108910,2006,20.0,
'108911,2006,29.0,
'108912,2006,102.0,
'108913,2006,187.0,
'108914,2006,2.0,
'108915,2006,0.0,
'108916,2006,13.0,
'109901,2006,10.0,
'109902,2006,13.0,
'109903,2006,14.0,
'109904,2006,30.0,
'109905,2006,6.0,
'109907,2006,14.0,
'109908,2006,0.0,
'109910,2006,0.0,
'109911,2006,28.0,
'109912,2006,4.0,
'109913,2006,13.0,
'109914,2006,11.0,
'110901,2006,3.0,
'110902,2006,68.0,
'110905,2006,4.0,
'110906,2006,5.0,
'110907,2006,12.0,
'110908,2006,3.0,
'111901,2006,137.0,
'111902,2006,4.0,
'111903,2006,4.0,
'112901,2006,41.0,
'112905,2006,17.0,
'112906,2006,17.0,
'112907,2006,10.0,
'112908,2006,22.0,
'112909,2006,9.0,
'112910,2006,4.0,
'113901,2006,53.0,
'113902,2006,15.0,
'113903,2006,32.0,
'113905,2006,7.0,
'113906,2006,9.0,
'114901,2006,87.0,
'114902,2006,47.0,
'114904,2006,5.0,
'115901,2006,3.0,
'115902,2006,0.0,
'115903,2006,1.0,
'116801,2006,0.0,
'116901,2006,25.0,
'116902,2006,10.0,
'116903,2006,36.0,
'116905,2006,131.0,
'116906,2006,14.0,
'116908,2006,102.0,
'116909,2006,12.0,
'116910,2006,3.0,
'116915,2006,10.0,
'116916,2006,13.0,
'117901,2006,65.0,
'117903,2006,28.0,
'117904,2006,8.0,
'117907,2006,0.0,
'118902,2006,6.0,
'119901,2006,2.0,
'119902,2006,15.0,
'119903,2006,5.0,
'120901,2006,34.0,
'120902,2006,7.0,
'120905,2006,8.0,
'121902,2006,2.0,
'121903,2006,22.0,
'121904,2006,77.0,
'121905,2006,44.0,
'121906,2006,7.0,
'122901,2006,14.0,
'122902,2006,0.0,
'123801,2006,0.0,
'123802,2006,44.0,
'123803,2006,0.0,
'123804,2006,28.0,
'123805,2006,0.0,
'123905,2006,91.0,
'123907,2006,89.0,
'123908,2006,107.0,
'123910,2006,265.0,
'123913,2006,9.0,
'123914,2006,23.0,
'124901,2006,9.0,
'125901,2006,37.0,
'125902,2006,13.0,
'125903,2006,24.0,
'125905,2006,12.0,
'125906,2006,0.0,
'126901,2006,61.0,
'126902,2006,143.0,
'126903,2006,143.0,
'126904,2006,15.0,
'126905,2006,124.0,
'126906,2006,20.0,
'126907,2006,34.0,
'126908,2006,40.0,
'126911,2006,2.0,
'127901,2006,34.0,
'127903,2006,9.0,
'127904,2006,12.0,
'127905,2006,5.0,
'127906,2006,19.0,
'128901,2006,4.0,
'128902,2006,15.0,
'128903,2006,4.0,
'128904,2006,6.0,
'129901,2006,51.0,
'129902,2006,40.0,
'129903,2006,53.0,
'129904,2006,53.0,
'129905,2006,76.0,
'129906,2006,83.0,
'129910,2006,18.0,
'130901,2006,74.0,
'130902,2006,17.0,
'131001,2006,0.0,
'132902,2006,2.0,
'133901,2006,3.0,
'133902,2006,0.0,
'133903,2006,151.0,
'133904,2006,16.0,
'133905,2006,0.0,
'134901,2006,33.0,
'135001,2006,2.0,
'136901,2006,19.0,
'137901,2006,50.0,
'137902,2006,0.0,
'137903,2006,13.0,
'137904,2006,1.0,
'138902,2006,7.0,
'138903,2006,8.0,
'138904,2006,1.0,
'139905,2006,26.0,
'139908,2006,4.0,
'139909,2006,72.0,
'139911,2006,115.0,
'139912,2006,37.0,
'140901,2006,4.0,
'140904,2006,21.0,
'140905,2006,11.0,
'140906,2006,0.0,
'140907,2006,3.0,
'140908,2006,9.0,
'141801,2006,10.0,
'141901,2006,45.0,
'141902,2006,10.0,
'142901,2006,16.0,
'143901,2006,31.0,
'143902,2006,13.0,
'143903,2006,9.0,
'143904,2006,0.0,
'143905,2006,0.0,
'143906,2006,0.0,
'144901,2006,26.0,
'144902,2006,15.0,
'144903,2006,8.0,
'145901,2006,38.0,
'145902,2006,13.0,
'145906,2006,14.0,
'145907,2006,4.0,
'145911,2006,15.0,
'146901,2006,56.0,
'146902,2006,109.0,
'146903,2006,0.0,
'146904,2006,22.0,
'146905,2006,22.0,
'146906,2006,39.0,
'146907,2006,46.0,
'147901,2006,6.0,
'147902,2006,61.0,
'147903,2006,133.0,
'148901,2006,17.0,
'148902,2006,5.0,
'148903,2006,11.0,
'148905,2006,0.0,
'149901,2006,22.0,
'149902,2006,12.0,
'150901,2006,32.0,
'152801,2006,32.0,
'152802,2006,0.0,
'152803,2006,51.0,
'152804,2006,4.0,
'152901,2006,391.0,
'152902,2006,8.0,
'152903,2006,33.0,
'152906,2006,28.0,
'152907,2006,64.0,
'152908,2006,16.0,
'152909,2006,15.0,
'152910,2006,13.0,
'153903,2006,3.0,
'153904,2006,23.0,
'153905,2006,0.0,
'153907,2006,0.0,
'154901,2006,32.0,
'154903,2006,7.0,
'155901,2006,12.0,
'156902,2006,19.0,
'156905,2006,0.0,
'157901,2006,15.0,
'158901,2006,84.0,
'158902,2006,30.0,
'158904,2006,0.0,
'158905,2006,20.0,
'158906,2006,30.0,
'159901,2006,103.0,
'160901,2006,29.0,
'160904,2006,2.0,
'160905,2006,4.0,
'161801,2006,0.0,
'161802,2006,0.0,
'161804,2006,50.0,
'161901,2006,12.0,
'161903,2006,278.0,
'161906,2006,53.0,
'161907,2006,44.0,
'161908,2006,15.0,
'161909,2006,23.0,
'161910,2006,18.0,
'161912,2006,32.0,
'161914,2006,289.0,
'161916,2006,76.0,
'161918,2006,19.0,
'161919,2006,36.0,
'161920,2006,33.0,
'161921,2006,34.0,
'161922,2006,68.0,
'161923,2006,13.0,
'161924,2006,0.0,
'161925,2006,0.0,
'162904,2006,9.0,
'163901,2006,30.0,
'163902,2006,10.0,
'163903,2006,32.0,
'163904,2006,55.0,
'163908,2006,40.0,
'164901,2006,7.0,
'165801,2006,37.0,
'165802,2006,0.0,
'165803,2006,27.0,
'165901,2006,365.0,
'165902,2006,34.0,
'166901,2006,28.0,
'166902,2006,0.0,
'166903,2006,13.0,
'166904,2006,34.0,
'166905,2006,7.0,
'166907,2006,9.0,
'167901,2006,24.0,
'167902,2006,0.0,
'167903,2006,3.0,
'167904,2006,7.0,
'168901,2006,13.0,
'168902,2006,1.0,
'168903,2006,4.0,
'169901,2006,37.0,
'169902,2006,26.0,
'169906,2006,7.0,
'169908,2006,0.0,
'169909,2006,5.0,
'169910,2006,4.0,
'169911,2006,8.0,
'170801,2006,0.0,
'170902,2006,650.0,
'170903,2006,74.0,
'170904,2006,106.0,
'170906,2006,148.0,
'170907,2006,41.0,
'170908,2006,122.0,
'171901,2006,64.0,
'171902,2006,4.0,
'172902,2006,94.0,
'172905,2006,25.0,
'173901,2006,12.0,
'174901,2006,2.0,
'174902,2006,7.0,
'174903,2006,25.0,
'174904,2006,89.0,
'174906,2006,18.0,
'174908,2006,6.0,
'174909,2006,8.0,
'174910,2006,0.0,
'174911,2006,11.0,
'175902,2006,42.0,
'175903,2006,97.0,
'175904,2006,2.0,
'175905,2006,13.0,
'175907,2006,1.0,
'175910,2006,25.0,
'175911,2006,18.0,
'176901,2006,11.0,
'176902,2006,31.0,
'176903,2006,26.0,
'177901,2006,7.0,
'177902,2006,30.0,
'177903,2006,2.0,
'177905,2006,7.0,
'178801,2006,24.0,
'178802,2006,0.0,
'178804,2006,47.0,
'178807,2006,0.0,
'178901,2006,4.0,
'178902,2006,10.0,
'178903,2006,67.0,
'178904,2006,622.0,
'178905,2006,0.0,
'178906,2006,0.0,
'178908,2006,13.0,
'178909,2006,65.0,
'178912,2006,64.0,
'178913,2006,26.0,
'178914,2006,62.0,
'178915,2006,20.0,
'179901,2006,60.0,
'180901,2006,37.0,
'180902,2006,23.0,
'180903,2006,0.0,
'180904,2006,0.0,
'181901,2006,49.0,
'181905,2006,74.0,
'181906,2006,38.0,
'181907,2006,143.0,
'181908,2006,88.0,
'182901,2006,10.0,
'182902,2006,15.0,
'182903,2006,88.0,
'182904,2006,16.0,
'182905,2006,2.0,
'182906,2006,0.0,
'183801,2006,58.0,
'183901,2006,4.0,
'183902,2006,53.0,
'183904,2006,5.0,
'184901,2006,25.0,
'184902,2006,61.0,
'184903,2006,172.0,
'184904,2006,21.0,
'184907,2006,39.0,
'184908,2006,38.0,
'184909,2006,11.0,
'184911,2006,0.0,
'185901,2006,9.0,
'185902,2006,15.0,
'185903,2006,14.0,
'185904,2006,3.0,
'186901,2006,2.0,
'186902,2006,37.0,
'186903,2006,8.0,
'187901,2006,13.0,
'187903,2006,6.0,
'187904,2006,19.0,
'187906,2006,3.0,
'187907,2006,132.0,
'187910,2006,0.0,
'188801,2006,47.0,
'188901,2006,498.0,
'188902,2006,31.0,
'188903,2006,9.0,
'188904,2006,0.0,
'189901,2006,6.0,
'189902,2006,25.0,
'190903,2006,63.0,
'191901,2006,128.0,
'192901,2006,15.0,
'193801,2006,0.0,
'193902,2006,2.0,
'194902,2006,8.0,
'194903,2006,10.0,
'194904,2006,24.0,
'194905,2006,14.0,
'195901,2006,19.0,
'195902,2006,5.0,
'196901,2006,2.0,
'196902,2006,14.0,
'196903,2006,15.0,
'197902,2006,0.0,
'198901,2006,4.0,
'198902,2006,0.0,
'198903,2006,25.0,
'198905,2006,20.0,
'198906,2006,7.0,
'199901,2006,159.0,
'199902,2006,47.0,
'200901,2006,20.0,
'200902,2006,13.0,
'200904,2006,13.0,
'200906,2006,0.0,
'201902,2006,96.0,
'201903,2006,9.0,
'201904,2006,6.0,
'201907,2006,13.0,
'201908,2006,10.0,
'201910,2006,19.0,
'201913,2006,10.0,
'201914,2006,22.0,
'202903,2006,19.0,
'202905,2006,9.0,
'203901,2006,33.0,
'203902,2006,4.0,
'204901,2006,28.0,
'204904,2006,25.0,
'205901,2006,46.0,
'205902,2006,13.0,
'205903,2006,54.0,
'205904,2006,10.0,
'205905,2006,20.0,
'205906,2006,32.0,
'205907,2006,19.0,
'206901,2006,14.0,
'206902,2006,2.0,
'206903,2006,8.0,
'207901,2006,13.0,
'208901,2006,5.0,
'208902,2006,30.0,
'208903,2006,3.0,
'209901,2006,8.0,
'209902,2006,7.0,
'210901,2006,59.0,
'210902,2006,15.0,
'210903,2006,9.0,
'210904,2006,6.0,
'210905,2006,10.0,
'210906,2006,0.0,
'211901,2006,0.0,
'211902,2006,9.0,
'212801,2006,0.0,
'212802,2006,20.0,
'212803,2006,3.0,
'212901,2006,19.0,
'212902,2006,29.0,
'212903,2006,68.0,
'212904,2006,4.0,
'212905,2006,220.0,
'212906,2006,55.0,
'212909,2006,103.0,
'212910,2006,19.0,
'213801,2006,48.0,
'213901,2006,16.0,
'214901,2006,92.0,
'214902,2006,5.0,
'214903,2006,234.0,
'215901,2006,23.0,
'216901,2006,1.0,
'217901,2006,4.0,
'218901,2006,7.0,
'219901,2006,4.0,
'219903,2006,40.0,
'219905,2006,2.0,
'220801,2006,2.0,
'220802,2006,0.0,
'220803,2006,30.0,
'220804,2006,174.0,
'220806,2006,72.0,
'220807,2006,9.0,
'220808,2006,0.0,
'220809,2006,0.0,
'220810,2006,0.0,
'220811,2006,0.0,
'220812,2006,24.0,
'220901,2006,934.0,
'220902,2006,341.0,
'220904,2006,25.0,
'220905,2006,1128.0,
'220906,2006,110.0,
'220907,2006,148.0,
'220908,2006,309.0,
'220910,2006,25.0,
'220912,2006,118.0,
'220914,2006,43.0,
'220915,2006,75.0,
'220916,2006,302.0,
'220917,2006,52.0,
'220918,2006,94.0,
'220919,2006,33.0,
'220920,2006,105.0,
'221801,2006,31.0,
'221901,2006,437.0,
'221904,2006,47.0,
'221905,2006,7.0,
'221911,2006,25.0,
'221912,2006,25.0,
'222901,2006,1.0,
'223901,2006,38.0,
'223902,2006,9.0,
'223904,2006,6.0,
'224901,2006,8.0,
'224902,2006,4.0,
'225902,2006,106.0,
'225905,2006,0.0,
'225906,2006,15.0,
'225907,2006,0.0,
'226901,2006,9.0,
'226903,2006,394.0,
'226905,2006,8.0,
'226906,2006,16.0,
'226907,2006,21.0,
'226908,2006,5.0,
'227801,2006,95.0,
'227803,2006,0.0,
'227804,2006,1.0,
'227805,2006,0.0,
'227806,2006,16.0,
'227811,2006,0.0,
'227812,2006,3.0,
'227814,2006,2.0,
'227816,2006,0.0,
'227817,2006,0.0,
'227818,2006,33.0,
'227819,2006,0.0,
'227820,2006,0.0,
'227821,2006,0.0,
'227901,2006,941.0,
'227904,2006,212.0,
'227907,2006,45.0,
'227909,2006,115.0,
'227910,2006,90.0,
'227912,2006,12.0,
'227913,2006,23.0,
'228901,2006,12.0,
'228903,2006,31.0,
'228904,2006,14.0,
'228905,2006,4.0,
'229901,2006,16.0,
'229903,2006,32.0,
'229904,2006,30.0,
'229905,2006,16.0,
'229906,2006,8.0,
'230901,2006,10.0,
'230902,2006,40.0,
'230903,2006,11.0,
'230904,2006,10.0,
'230905,2006,31.0,
'230906,2006,9.0,
'230908,2006,14.0,
'231901,2006,5.0,
'231902,2006,0.0,
'232801,2006,3.0,
'232901,2006,4.0,
'232902,2006,10.0,
'232903,2006,84.0,
'232904,2006,3.0,
'233801,2006,8.0,
'233901,2006,203.0,
'233903,2006,0.0,
'234801,2006,8.0,
'234902,2006,38.0,
'234903,2006,25.0,
'234904,2006,40.0,
'234905,2006,8.0,
'234906,2006,41.0,
'234907,2006,64.0,
'234909,2006,6.0,
'235801,2006,0.0,
'235901,2006,16.0,
'235902,2006,191.0,
'235904,2006,0.0,
'236801,2006,0.0,
'236901,2006,32.0,
'236902,2006,203.0,
'237902,2006,36.0,
'237904,2006,39.0,
'237905,2006,23.0,
'238902,2006,56.0,
'238904,2006,7.0,
'239901,2006,76.0,
'239903,2006,13.0,
'240801,2006,112.0,
'240802,2006,9.0,
'240901,2006,85.0,
'240903,2006,194.0,
'240904,2006,5.0,
'241901,2006,34.0,
'241902,2006,30.0,
'241903,2006,87.0,
'241904,2006,31.0,
'241906,2006,14.0,
'242902,2006,13.0,
'242903,2006,18.0,
'242905,2006,0.0,
'242906,2006,5.0,
'243801,2006,1.0,
'243901,2006,108.0,
'243902,2006,13.0,
'243903,2006,45.0,
'243905,2006,376.0,
'243906,2006,5.0,
'244901,2006,5.0,
'244903,2006,44.0,
'244905,2006,2.0,
'245901,2006,0.0,
'245902,2006,10.0,
'245903,2006,10.0,
'245904,2006,3.0,
'246902,2006,29.0,
'246904,2006,172.0,
'246905,2006,3.0,
'246906,2006,22.0,
'246907,2006,7.0,
'246908,2006,20.0,
'246909,2006,519.0,
'246911,2006,68.0,
'246912,2006,7.0,
'246913,2006,282.0,
'246914,2006,0.0,
'247901,2006,72.0,
'247903,2006,74.0,
'247904,2006,18.0,
'247906,2006,15.0,
'248901,2006,20.0,
'248902,2006,5.0,
'249901,2006,8.0,
'249902,2006,32.0,
'249903,2006,40.0,
'249904,2006,9.0,
'249905,2006,51.0,
'249906,2006,19.0,
'249908,2006,12.0,
'250902,2006,27.0,
'250903,2006,30.0,
'250904,2006,31.0,
'250905,2006,4.0,
'250906,2006,37.0,
'250907,2006,28.0,
'251901,2006,26.0,
'251902,2006,11.0,
'252901,2006,48.0,
'252902,2006,11.0,
'252903,2006,18.0,
'253901,2006,36.0,
'254901,2006,36.0,
'254902,2006,1.0,
'1,2006,66380.0,
'001902,2007,11.0,
'001903,2007,37.0,
'001904,2007,17.0,
'001906,2007,5.0,
'001907,2007,37.0,
'001908,2007,54.0,
'001909,2007,12.0,
'002901,2007,58.0,
'003801,2007,0.0,
'003902,2007,40.0,
'003903,2007,115.0,
'003904,2007,66.0,
'003905,2007,20.0,
'003906,2007,3.0,
'003907,2007,51.0,
'004901,2007,83.0,
'005901,2007,27.0,
'005902,2007,12.0,
'005904,2007,5.0,
'006902,2007,4.0,
'007901,2007,11.0,
'007902,2007,22.0,
'007904,2007,25.0,
'007905,2007,73.0,
'007906,2007,36.0,
'008901,2007,37.0,
'008902,2007,30.0,
'008903,2007,15.0,
'009901,2007,14.0,
'010901,2007,13.0,
'010902,2007,47.0,
'011901,2007,102.0,
'011902,2007,55.0,
'011904,2007,35.0,
'011905,2007,0.0,
'012901,2007,12.0,
'013801,2007,0.0,
'013901,2007,45.0,
'013902,2007,0.0,
'013903,2007,2.0,
'013905,2007,2.0,
'014801,2007,43.0,
'014802,2007,39.0,
'014803,2007,1.0,
'014804,2007,2.0,
'014901,2007,34.0,
'014902,2007,12.0,
'014903,2007,115.0,
'014905,2007,14.0,
'014906,2007,354.0,
'014907,2007,15.0,
'014908,2007,16.0,
'014909,2007,34.0,
'014910,2007,38.0,
'015801,2007,20.0,
'015802,2007,8.0,
'015803,2007,7.0,
'015805,2007,0.0,
'015806,2007,9.0,
'015807,2007,120.0,
'015808,2007,8.0,
'015809,2007,0.0,
'015811,2007,0.0,
'015812,2007,10.0,
'015813,2007,0.0,
'015814,2007,22.0,
'015815,2007,9.0,
'015816,2007,0.0,
'015817,2007,93.0,
'015819,2007,5.0,
'015820,2007,0.0,
'015822,2007,0.0,
'015823,2007,25.0,
'015824,2007,0.0,
'015825,2007,0.0,
'015826,2007,0.0,
'015827,2007,0.0,
'015828,2007,0.0,
'015829,2007,0.0,
'015830,2007,0.0,
'015901,2007,63.0,
'015904,2007,121.0,
'015905,2007,78.0,
'015906,2007,6.0,
'015907,2007,425.0,
'015908,2007,89.0,
'015909,2007,47.0,
'015910,2007,916.0,
'015911,2007,161.0,
'015912,2007,64.0,
'015913,2007,8.0,
'015914,2007,19.0,
'015915,2007,821.0,
'015916,2007,288.0,
'015917,2007,78.0,
'016901,2007,9.0,
'016902,2007,16.0,
'017901,2007,0.0,
'018901,2007,7.0,
'018902,2007,3.0,
'018903,2007,6.0,
'018904,2007,21.0,
'018905,2007,9.0,
'018906,2007,3.0,
'018907,2007,7.0,
'018908,2007,5.0,
'019901,2007,10.0,
'019902,2007,26.0,
'019903,2007,19.0,
'019905,2007,35.0,
'019906,2007,17.0,
'019907,2007,63.0,
'019908,2007,73.0,
'019909,2007,16.0,
'019910,2007,0.0,
'019911,2007,0.0,
'019912,2007,25.0,
'019913,2007,0.0,
'019914,2007,0.0,
'020901,2007,256.0,
'020902,2007,142.0,
'020904,2007,6.0,
'020905,2007,174.0,
'020906,2007,45.0,
'020907,2007,51.0,
'020908,2007,211.0,
'020910,2007,0.0,
'021803,2007,15.0,
'021901,2007,153.0,
'021902,2007,199.0,
'022004,2007,2.0,
'022901,2007,9.0,
'022902,2007,0.0,
'022903,2007,0.0,
'023902,2007,2.0,
'024801,2007,0.0,
'024901,2007,27.0,
'025901,2007,26.0,
'025902,2007,43.0,
'025904,2007,5.0,
'025905,2007,2.0,
'025906,2007,9.0,
'025908,2007,5.0,
'025909,2007,19.0,
'026901,2007,46.0,
'026902,2007,12.0,
'026903,2007,12.0,
'027903,2007,70.0,
'027904,2007,73.0,
'028902,2007,100.0,
'028903,2007,27.0,
'028906,2007,1.0,
'029901,2007,49.0,
'030901,2007,7.0,
'030902,2007,21.0,
'030903,2007,6.0,
'030906,2007,12.0,
'031901,2007,137.0,
'031903,2007,110.0,
'031905,2007,22.0,
'031906,2007,53.0,
'031909,2007,18.0,
'031911,2007,36.0,
'031912,2007,41.0,
'031913,2007,9.0,
'031914,2007,12.0,
'031916,2007,28.0,
'032902,2007,38.0,
'033901,2007,2.0,
'033902,2007,30.0,
'033904,2007,3.0,
'034901,2007,39.0,
'034902,2007,2.0,
'034903,2007,26.0,
'034905,2007,30.0,
'034906,2007,13.0,
'034907,2007,19.0,
'034908,2007,0.0,
'034909,2007,6.0,
'035901,2007,22.0,
'035902,2007,6.0,
'035903,2007,0.0,
'036901,2007,31.0,
'036902,2007,45.0,
'036903,2007,14.0,
'037901,2007,11.0,
'037904,2007,82.0,
'037907,2007,46.0,
'037908,2007,5.0,
'037909,2007,9.0,
'038901,2007,12.0,
'039901,2007,0.0,
'039902,2007,20.0,
'039903,2007,18.0,
'039904,2007,5.0,
'039905,2007,5.0,
'040901,2007,12.0,
'040902,2007,8.0,
'041901,2007,1.0,
'041902,2007,2.0,
'042901,2007,18.0,
'042903,2007,0.0,
'042905,2007,2.0,
'042906,2007,4.0,
'043901,2007,162.0,
'043902,2007,14.0,
'043903,2007,14.0,
'043904,2007,20.0,
'043905,2007,218.0,
'043907,2007,149.0,
'043908,2007,1.0,
'043910,2007,647.0,
'043911,2007,46.0,
'043912,2007,10.0,
'043914,2007,107.0,
'043917,2007,13.0,
'043918,2007,28.0,
'043919,2007,0.0,
'044902,2007,11.0,
'044904,2007,2.0,
'045902,2007,32.0,
'045903,2007,39.0,
'045905,2007,15.0,
'046802,2007,1.0,
'046901,2007,117.0,
'046902,2007,268.0,
'047901,2007,32.0,
'047902,2007,6.0,
'047903,2007,3.0,
'047905,2007,4.0,
'048901,2007,2.0,
'048903,2007,10.0,
'049901,2007,36.0,
'049902,2007,12.0,
'049903,2007,12.0,
'049905,2007,25.0,
'049906,2007,1.0,
'049907,2007,6.0,
'049908,2007,0.0,
'049909,2007,0.0,
'050901,2007,9.0,
'050902,2007,57.0,
'050904,2007,4.0,
'050909,2007,0.0,
'050910,2007,129.0,
'051901,2007,8.0,
'052901,2007,2.0,
'053001,2007,26.0,
'054901,2007,18.0,
'054902,2007,9.0,
'054903,2007,18.0,
'055901,2007,16.0,
'056901,2007,34.0,
'056902,2007,0.0,
'057802,2007,1.0,
'057803,2007,0.0,
'057804,2007,390.0,
'057805,2007,0.0,
'057806,2007,0.0,
'057807,2007,6.0,
'057808,2007,0.0,
'057809,2007,0.0,
'057810,2007,0.0,
'057811,2007,0.0,
'057813,2007,0.0,
'057814,2007,0.0,
'057815,2007,0.0,
'057816,2007,0.0,
'057817,2007,0.0,
'057818,2007,0.0,
'057819,2007,1.0,
'057821,2007,0.0,
'057825,2007,69.0,
'057827,2007,0.0,
'057828,2007,273.0,
'057829,2007,5.0,
'057830,2007,0.0,
'057831,2007,0.0,
'057832,2007,15.0,
'057833,2007,1.0,
'057834,2007,103.0,
'057835,2007,0.0,
'057836,2007,0.0,
'057837,2007,0.0,
'057838,2007,0.0,
'057839,2007,0.0,
'057840,2007,0.0,
'057903,2007,403.0,
'057904,2007,55.0,
'057905,2007,1012.0,
'057906,2007,87.0,
'057907,2007,198.0,
'057909,2007,619.0,
'057910,2007,203.0,
'057911,2007,15.0,
'057912,2007,346.0,
'057913,2007,0.0,
'057914,2007,451.0,
'057916,2007,302.0,
'057919,2007,0.0,
'057922,2007,116.0,
'058902,2007,3.0,
'058905,2007,0.0,
'058906,2007,18.0,
'058909,2007,1.0,
'059901,2007,70.0,
'059902,2007,0.0,
'060902,2007,26.0,
'060914,2007,4.0,
'061802,2007,20.0,
'061901,2007,165.0,
'061902,2007,351.0,
'061903,2007,14.0,
'061905,2007,24.0,
'061906,2007,25.0,
'061907,2007,19.0,
'061908,2007,47.0,
'061910,2007,18.0,
'061911,2007,27.0,
'061912,2007,71.0,
