DISTRICT,YEAR,DA0GM*N,DA0GM*R
'109911,2001,,
'109912,2001,,
'109913,2001,,
'109914,2001,,
'110901,2001,,
'110902,2001,,
'110905,2001,,
'110906,2001,,
'110907,2001,,
'110908,2001,,
'111901,2001,,
'111902,2001,,
'111903,2001,,
'112901,2001,,
'112905,2001,,
'112906,2001,,
'112907,2001,,
'112908,2001,,
'112909,2001,,
'112910,2001,,
'113901,2001,,
'113902,2001,,
'113903,2001,,
'113905,2001,,
'113906,2001,,
'114901,2001,,
'114902,2001,,
'114904,2001,,
'115901,2001,,
'115902,2001,,
'115903,2001,,
'116901,2001,,
'116902,2001,,
'116903,2001,,
'116905,2001,,
'116906,2001,,
'116908,2001,,
'116909,2001,,
'116910,2001,,
'116915,2001,,
'116916,2001,,
'117901,2001,,
'117903,2001,,
'117904,2001,,
'117907,2001,,
'118902,2001,,
'119901,2001,,
'119902,2001,,
'119903,2001,,
'120901,2001,,
'120902,2001,,
'120905,2001,,
'121902,2001,,
'121903,2001,,
'121904,2001,,
'121905,2001,,
'121906,2001,,
'122901,2001,,
'122902,2001,,
'123801,2001,,
'123802,2001,,
'123803,2001,,
'123905,2001,,
'123907,2001,,
'123908,2001,,
'123910,2001,,
'123913,2001,,
'123914,2001,,
'124901,2001,,
'125901,2001,,
'125902,2001,,
'125903,2001,,
'125905,2001,,
'125906,2001,,
'126901,2001,,
'126902,2001,,
'126903,2001,,
'126904,2001,,
'126905,2001,,
'126906,2001,,
'126907,2001,,
'126908,2001,,
'126911,2001,,
'127901,2001,,
'127903,2001,,
'127904,2001,,
'127905,2001,,
'127906,2001,,
'128901,2001,,
'128902,2001,,
'128903,2001,,
'128904,2001,,
'129901,2001,,
'129902,2001,,
'129903,2001,,
'129904,2001,,
'129905,2001,,
'129906,2001,,
'129910,2001,,
'130901,2001,,
'130902,2001,,
'131001,2001,,
'132902,2001,,
'133901,2001,,
'133902,2001,,
'133903,2001,,
'133904,2001,,
'133905,2001,,
'134901,2001,,
'135001,2001,,
'136901,2001,,
'137901,2001,,
'137902,2001,,
'137903,2001,,
'137904,2001,,
'138901,2001,,
'138902,2001,,
'138903,2001,,
'138904,2001,,
'139905,2001,,
'139908,2001,,
'139909,2001,,
'139911,2001,,
'139912,2001,,
'140901,2001,,
'140904,2001,,
'140905,2001,,
'140906,2001,,
'140907,2001,,
'140908,2001,,
'141801,2001,,
'141901,2001,,
'141902,2001,,
'142901,2001,,
'143901,2001,,
'143902,2001,,
'143903,2001,,
'143904,2001,,
'143905,2001,,
'143906,2001,,
'144901,2001,,
'144902,2001,,
'144903,2001,,
'145901,2001,,
'145902,2001,,
'145906,2001,,
'145907,2001,,
'145911,2001,,
'146901,2001,,
'146902,2001,,
'146903,2001,,
'146904,2001,,
'146905,2001,,
'146906,2001,,
'146907,2001,,
'147901,2001,,
'147902,2001,,
'147903,2001,,
'148901,2001,,
'148902,2001,,
'148903,2001,,
'148905,2001,,
'149901,2001,,
'149902,2001,,
'150901,2001,,
'152801,2001,,
'152802,2001,,
'152803,2001,,
'152804,2001,,
'152901,2001,,
'152902,2001,,
'152903,2001,,
'152906,2001,,
'152907,2001,,
'152908,2001,,
'152909,2001,,
'152910,2001,,
'153903,2001,,
'153904,2001,,
'153905,2001,,
'153907,2001,,
'154901,2001,,
'154903,2001,,
'155901,2001,,
'156902,2001,,
'156905,2001,,
'157901,2001,,
'158901,2001,,
'158902,2001,,
'158904,2001,,
'158905,2001,,
'158906,2001,,
'159901,2001,,
'160901,2001,,
'160904,2001,,
'160905,2001,,
'161801,2001,,
'161802,2001,,
'161804,2001,,
'161901,2001,,
'161903,2001,,
'161906,2001,,
'161907,2001,,
'161908,2001,,
'161909,2001,,
'161910,2001,,
'161912,2001,,
'161914,2001,,
'161916,2001,,
'161918,2001,,
'161919,2001,,
'161920,2001,,
'161921,2001,,
'161922,2001,,
'161923,2001,,
'161924,2001,,
'161925,2001,,
'162904,2001,,
'163901,2001,,
'163902,2001,,
'163903,2001,,
'163904,2001,,
'163908,2001,,
'164901,2001,,
'165801,2001,,
'165802,2001,,
'165803,2001,,
'165901,2001,,
'165902,2001,,
'166901,2001,,
'166902,2001,,
'166903,2001,,
'166904,2001,,
'166905,2001,,
'166907,2001,,
'167901,2001,,
'167902,2001,,
'167903,2001,,
'167904,2001,,
'168901,2001,,
'168902,2001,,
'168903,2001,,
'169901,2001,,
'169902,2001,,
'169906,2001,,
'169908,2001,,
'169909,2001,,
'169910,2001,,
'169911,2001,,
'170801,2001,,
'170902,2001,,
'170903,2001,,
'170904,2001,,
'170906,2001,,
'170907,2001,,
'170908,2001,,
'171901,2001,,
'171902,2001,,
'172902,2001,,
'172905,2001,,
'173901,2001,,
'174901,2001,,
'174902,2001,,
'174903,2001,,
'174904,2001,,
'174906,2001,,
'174908,2001,,
'174909,2001,,
'174910,2001,,
'174911,2001,,
'175902,2001,,
'175903,2001,,
'175904,2001,,
'175905,2001,,
'175907,2001,,
'175910,2001,,
'175911,2001,,
'176901,2001,,
'176902,2001,,
'176903,2001,,
'177901,2001,,
'177902,2001,,
'177903,2001,,
'177905,2001,,
'178801,2001,,
'178802,2001,,
'178803,2001,,
'178804,2001,,
'178805,2001,,
'178806,2001,,
'178901,2001,,
'178902,2001,,
'178903,2001,,
'178904,2001,,
'178905,2001,,
'178906,2001,,
'178908,2001,,
'178909,2001,,
'178912,2001,,
'178913,2001,,
'178914,2001,,
'178915,2001,,
'179901,2001,,
'180901,2001,,
'180902,2001,,
'180903,2001,,
'180904,2001,,
'181901,2001,,
'181905,2001,,
'181906,2001,,
'181907,2001,,
'181908,2001,,
'182901,2001,,
'182902,2001,,
'182903,2001,,
'182904,2001,,
'182905,2001,,
'182906,2001,,
'183801,2001,,
'183901,2001,,
'183902,2001,,
'183904,2001,,
'184901,2001,,
'184902,2001,,
'184903,2001,,
'184904,2001,,
'184907,2001,,
'184908,2001,,
'184909,2001,,
'184911,2001,,
'185901,2001,,
'185902,2001,,
'185903,2001,,
'185904,2001,,
'186901,2001,,
'186902,2001,,
'186903,2001,,
'187901,2001,,
'187903,2001,,
'187904,2001,,
'187906,2001,,
'187907,2001,,
'187910,2001,,
'188901,2001,,
'188902,2001,,
'188903,2001,,
'188904,2001,,
'189901,2001,,
'189902,2001,,
'190903,2001,,
'191901,2001,,
'192901,2001,,
'193902,2001,,
'194902,2001,,
'194903,2001,,
'194904,2001,,
'194905,2001,,
'195901,2001,,
'195902,2001,,
'196901,2001,,
'196902,2001,,
'196903,2001,,
'197902,2001,,
'198901,2001,,
'198902,2001,,
'198903,2001,,
'198905,2001,,
'198906,2001,,
'199901,2001,,
'199902,2001,,
'200901,2001,,
'200902,2001,,
'200904,2001,,
'200906,2001,,
'201902,2001,,
'201903,2001,,
'201904,2001,,
'201907,2001,,
'201908,2001,,
'201910,2001,,
'201913,2001,,
'201914,2001,,
'202903,2001,,
'202905,2001,,
'203901,2001,,
'203902,2001,,
'204901,2001,,
'204904,2001,,
'205901,2001,,
'205902,2001,,
'205903,2001,,
'205904,2001,,
'205905,2001,,
'205906,2001,,
'205907,2001,,
'206901,2001,,
'206902,2001,,
'206903,2001,,
'207901,2001,,
'208901,2001,,
'208902,2001,,
'208903,2001,,
'209901,2001,,
'209902,2001,,
'210901,2001,,
'210902,2001,,
'210903,2001,,
'210904,2001,,
'210905,2001,,
'210906,2001,,
'211901,2001,,
'211902,2001,,
'212801,2001,,
'212802,2001,,
'212901,2001,,
'212902,2001,,
'212903,2001,,
'212904,2001,,
'212905,2001,,
'212906,2001,,
'212909,2001,,
'212910,2001,,
'213801,2001,,
'213901,2001,,
'214901,2001,,
'214902,2001,,
'214903,2001,,
'215901,2001,,
'216901,2001,,
'217901,2001,,
'218901,2001,,
'219901,2001,,
'219903,2001,,
'219905,2001,,
'220801,2001,,
'220802,2001,,
'220803,2001,,
'220804,2001,,
'220806,2001,,
'220807,2001,,
'220901,2001,,
'220902,2001,,
'220904,2001,,
'220905,2001,,
'220906,2001,,
'220907,2001,,
'220908,2001,,
'220909,2001,,
'220910,2001,,
'220912,2001,,
'220914,2001,,
'220915,2001,,
'220916,2001,,
'220917,2001,,
'220918,2001,,
'220919,2001,,
'220920,2001,,
'221801,2001,,
'221901,2001,,
'221904,2001,,
'221905,2001,,
'221911,2001,,
'221912,2001,,
'222901,2001,,
'223901,2001,,
'223902,2001,,
'223904,2001,,
'224901,2001,,
'224902,2001,,
'225902,2001,,
'225905,2001,,
'225906,2001,,
'225907,2001,,
'226901,2001,,
'226903,2001,,
'226905,2001,,
'226906,2001,,
'226907,2001,,
'226908,2001,,
'227801,2001,,
'227802,2001,,
'227803,2001,,
'227804,2001,,
'227805,2001,,
'227806,2001,,
'227810,2001,,
'227811,2001,,
'227812,2001,,
'227814,2001,,
'227901,2001,,
'227904,2001,,
'227907,2001,,
'227909,2001,,
'227910,2001,,
'227912,2001,,
'227913,2001,,
'228901,2001,,
'228903,2001,,
'228904,2001,,
'228905,2001,,
'229901,2001,,
'229903,2001,,
'229904,2001,,
'229905,2001,,
'229906,2001,,
'230901,2001,,
'230902,2001,,
'230903,2001,,
'230904,2001,,
'230905,2001,,
'230906,2001,,
'230908,2001,,
'231901,2001,,
'231902,2001,,
'232801,2001,,
'232901,2001,,
'232902,2001,,
'232903,2001,,
'232904,2001,,
'233801,2001,,
'233901,2001,,
'233903,2001,,
'234801,2001,,
'234902,2001,,
'234903,2001,,
'234904,2001,,
'234905,2001,,
'234906,2001,,
'234907,2001,,
'234909,2001,,
'235901,2001,,
'235902,2001,,
'235904,2001,,
'236801,2001,,
'236901,2001,,
'236902,2001,,
'237902,2001,,
'237904,2001,,
'237905,2001,,
'238902,2001,,
'238904,2001,,
'239901,2001,,
'239903,2001,,
'240801,2001,,
'240802,2001,,
'240803,2001,,
'240901,2001,,
'240902,2001,,
'240903,2001,,
'240904,2001,,
'241901,2001,,
'241902,2001,,
'241903,2001,,
'241904,2001,,
'241906,2001,,
'242902,2001,,
'242903,2001,,
'242904,2001,,
'242905,2001,,
'242906,2001,,
'243801,2001,,
'243901,2001,,
'243902,2001,,
'243903,2001,,
'243905,2001,,
'243906,2001,,
'244901,2001,,
'244903,2001,,
'244905,2001,,
'245901,2001,,
'245902,2001,,
'245903,2001,,
'245904,2001,,
'246902,2001,,
'246904,2001,,
'246905,2001,,
'246906,2001,,
'246907,2001,,
'246908,2001,,
'246909,2001,,
'246911,2001,,
'246912,2001,,
'246913,2001,,
'246914,2001,,
'247901,2001,,
'247903,2001,,
'247904,2001,,
'247906,2001,,
'248901,2001,,
'248902,2001,,
'249901,2001,,
'249902,2001,,
'249903,2001,,
'249904,2001,,
'249905,2001,,
'249906,2001,,
'249908,2001,,
'250902,2001,,
'250903,2001,,
'250904,2001,,
'250905,2001,,
'250906,2001,,
'250907,2001,,
'251901,2001,,
'251902,2001,,
'252901,2001,,
'252902,2001,,
'252903,2001,,
'253901,2001,,
'254901,2001,,
'254902,2001,,
'1,2001,,
'001902,2002,,
'001903,2002,,
'001904,2002,,
'001906,2002,,
'001907,2002,,
'001908,2002,,
'001909,2002,,
'002901,2002,,
'003801,2002,,
'003902,2002,,
'003903,2002,,
'003904,2002,,
'003905,2002,,
'003906,2002,,
'003907,2002,,
'004901,2002,,
'005901,2002,,
'005902,2002,,
'005903,2002,,
'005904,2002,,
'006902,2002,,
'007901,2002,,
'007902,2002,,
'007904,2002,,
'007905,2002,,
'007906,2002,,
'008901,2002,,
'008902,2002,,
'008903,2002,,
'009901,2002,,
'009903,2002,,
'010901,2002,,
'010902,2002,,
'011901,2002,,
'011902,2002,,
'011904,2002,,
'011905,2002,,
'012901,2002,,
'013801,2002,,
'013901,2002,,
'013902,2002,,
'013903,2002,,
'013905,2002,,
'014801,2002,,
'014802,2002,,
'014803,2002,,
'014901,2002,,
'014902,2002,,
'014903,2002,,
'014905,2002,,
'014906,2002,,
'014907,2002,,
'014908,2002,,
'014909,2002,,
'014910,2002,,
'015801,2002,,
'015802,2002,,
'015803,2002,,
'015805,2002,,
'015806,2002,,
'015807,2002,,
'015808,2002,,
'015809,2002,,
'015810,2002,,
'015811,2002,,
'015812,2002,,
'015813,2002,,
'015814,2002,,
'015815,2002,,
'015816,2002,,
'015817,2002,,
'015818,2002,,
'015819,2002,,
'015820,2002,,
'015822,2002,,
'015823,2002,,
'015901,2002,,
'015904,2002,,
'015905,2002,,
'015906,2002,,
'015907,2002,,
'015908,2002,,
'015909,2002,,
'015910,2002,,
'015911,2002,,
'015912,2002,,
'015913,2002,,
'015914,2002,,
'015915,2002,,
'015916,2002,,
'015917,2002,,
'016901,2002,,
'016902,2002,,
'017901,2002,,
'018901,2002,,
'018902,2002,,
'018903,2002,,
'018904,2002,,
'018905,2002,,
'018906,2002,,
'018907,2002,,
'018908,2002,,
'019802,2002,,
'019901,2002,,
'019902,2002,,
'019903,2002,,
'019905,2002,,
'019906,2002,,
'019907,2002,,
'019908,2002,,
'019909,2002,,
'019910,2002,,
'019911,2002,,
'019912,2002,,
'019913,2002,,
'019914,2002,,
'020901,2002,,
'020902,2002,,
'020904,2002,,
'020905,2002,,
'020906,2002,,
'020907,2002,,
'020908,2002,,
'020910,2002,,
'021802,2002,,
'021803,2002,,
'021901,2002,,
'021902,2002,,
'022004,2002,,
'022901,2002,,
'022902,2002,,
'022903,2002,,
'023902,2002,,
'024801,2002,,
'024901,2002,,
'025901,2002,,
'025902,2002,,
'025904,2002,,
'025905,2002,,
'025906,2002,,
'025908,2002,,
'025909,2002,,
'026901,2002,,
'026902,2002,,
'026903,2002,,
'027903,2002,,
'027904,2002,,
'028902,2002,,
'028903,2002,,
'028906,2002,,
'029901,2002,,
'030901,2002,,
'030902,2002,,
'030903,2002,,
'030906,2002,,
'031801,2002,,
'031802,2002,,
'031901,2002,,
'031903,2002,,
'031905,2002,,
'031906,2002,,
'031909,2002,,
'031911,2002,,
'031912,2002,,
'031913,2002,,
'031914,2002,,
'031916,2002,,
'032902,2002,,
'033901,2002,,
'033902,2002,,
'033904,2002,,
'034901,2002,,
'034902,2002,,
'034903,2002,,
'034905,2002,,
'034906,2002,,
'034907,2002,,
'034908,2002,,
'034909,2002,,
'035901,2002,,
'035902,2002,,
'035903,2002,,
'036901,2002,,
'036902,2002,,
'036903,2002,,
'037901,2002,,
'037904,2002,,
'037907,2002,,
'037908,2002,,
'037909,2002,,
'038901,2002,,
'039901,2002,,
'039902,2002,,
'039903,2002,,
'039904,2002,,
'039905,2002,,
'040901,2002,,
'040902,2002,,
'041901,2002,,
'041902,2002,,
'042901,2002,,
'042903,2002,,
'042905,2002,,
'042906,2002,,
'043901,2002,,
'043902,2002,,
'043903,2002,,
'043904,2002,,
'043905,2002,,
'043907,2002,,
'043908,2002,,
'043910,2002,,
'043911,2002,,
'043912,2002,,
'043914,2002,,
'043917,2002,,
'043918,2002,,
'043919,2002,,
'044902,2002,,
'044904,2002,,
'045902,2002,,
'045903,2002,,
'045905,2002,,
'046801,2002,,
'046901,2002,,
'046902,2002,,
'047901,2002,,
'047902,2002,,
'047903,2002,,
'047905,2002,,
'048901,2002,,
'048903,2002,,
'049901,2002,,
'049902,2002,,
'049903,2002,,
'049905,2002,,
'049906,2002,,
'049907,2002,,
'049908,2002,,
'049909,2002,,
'050901,2002,,
'050902,2002,,
'050904,2002,,
'050909,2002,,
'050910,2002,,
'051901,2002,,
'052901,2002,,
'053001,2002,,
'054901,2002,,
'054902,2002,,
'054903,2002,,
'055901,2002,,
'056901,2002,,
'056902,2002,,
'057802,2002,,
'057803,2002,,
'057804,2002,,
'057805,2002,,
'057806,2002,,
'057807,2002,,
'057808,2002,,
'057809,2002,,
'057810,2002,,
'057811,2002,,
'057813,2002,,
'057814,2002,,
'057815,2002,,
'057816,2002,,
'057817,2002,,
'057818,2002,,
'057819,2002,,
'057820,2002,,
'057821,2002,,
'057823,2002,,
'057825,2002,,
'057827,2002,,
'057828,2002,,
'057829,2002,,
'057830,2002,,
'057831,2002,,
'057832,2002,,
'057833,2002,,
'057903,2002,,
'057904,2002,,
'057905,2002,,
'057906,2002,,
'057907,2002,,
'057909,2002,,
'057910,2002,,
'057911,2002,,
'057912,2002,,
'057913,2002,,
'057914,2002,,
'057916,2002,,
'057919,2002,,
'057920,2002,,
'057922,2002,,
'058902,2002,,
'058905,2002,,
'058906,2002,,
'058909,2002,,
'059901,2002,,
'059902,2002,,
'060902,2002,,
'060914,2002,,
'061802,2002,,
'061901,2002,,
'061902,2002,,
'061903,2002,,
'061905,2002,,
'061906,2002,,
'061907,2002,,
'061908,2002,,
'061910,2002,,
'061911,2002,,
'061912,2002,,
'061914,2002,,
'062901,2002,,
'062902,2002,,
'062903,2002,,
'062904,2002,,
'062905,2002,,
'062906,2002,,
'063903,2002,,
'063906,2002,,
'064903,2002,,
'065901,2002,,
'065902,2002,,
'066005,2002,,
'066901,2002,,
'066902,2002,,
'066903,2002,,
'067902,2002,,
'067903,2002,,
'067904,2002,,
'067907,2002,,
'067908,2002,,
'068901,2002,,
'069901,2002,,
'069902,2002,,
'070801,2002,,
'070901,2002,,
'070903,2002,,
'070905,2002,,
'070907,2002,,
'070908,2002,,
'070909,2002,,
'070910,2002,,
'070911,2002,,
'070912,2002,,
'070915,2002,,
'071801,2002,,
'071803,2002,,
'071804,2002,,
'071805,2002,,
'071901,2002,,
'071902,2002,,
'071903,2002,,
'071904,2002,,
'071905,2002,,
'071906,2002,,
'071907,2002,,
'071908,2002,,
'071909,2002,,
'072801,2002,,
'072901,2002,,
'072902,2002,,
'072903,2002,,
'072904,2002,,
'072908,2002,,
'072909,2002,,
'072910,2002,,
'073901,2002,,
'073903,2002,,
'073904,2002,,
'073905,2002,,
'074903,2002,,
'074904,2002,,
'074905,2002,,
'074907,2002,,
'074909,2002,,
'074911,2002,,
'074912,2002,,
'074917,2002,,
'075901,2002,,
'075902,2002,,
'075903,2002,,
'075906,2002,,
'075908,2002,,
'076903,2002,,
'076904,2002,,
'077901,2002,,
'077902,2002,,
'078901,2002,,
'079901,2002,,
'079906,2002,,
'079907,2002,,
'079908,2002,,
'079910,2002,,
'080901,2002,,
'081902,2002,,
'081904,2002,,
'081905,2002,,
'081906,2002,,
'082902,2002,,
'082903,2002,,
'083901,2002,,
'083902,2002,,
'083903,2002,,
'084801,2002,,
'084802,2002,,
'084901,2002,,
'084902,2002,,
'084903,2002,,
'084904,2002,,
'084906,2002,,
'084908,2002,,
'084909,2002,,
'084910,2002,,
'084911,2002,,
'085902,2002,,
'085903,2002,,
'086024,2002,,
'086901,2002,,
'086902,2002,,
'087901,2002,,
'088902,2002,,
'089901,2002,,
'089903,2002,,
'089905,2002,,
'090902,2002,,
'090903,2002,,
'090904,2002,,
'090905,2002,,
'091901,2002,,
'091902,2002,,
'091903,2002,,
'091905,2002,,
'091906,2002,,
'091907,2002,,
'091908,2002,,
'091909,2002,,
'091910,2002,,
'091913,2002,,
'091914,2002,,
'091917,2002,,
'091918,2002,,
'092801,2002,,
'092901,2002,,
'092902,2002,,
'092903,2002,,
'092904,2002,,
'092906,2002,,
'092907,2002,,
'092908,2002,,
'093901,2002,,
'093903,2002,,
'093904,2002,,
'093905,2002,,
'094901,2002,,
'094902,2002,,
'094903,2002,,
'094904,2002,,
'095901,2002,,
'095902,2002,,
'095903,2002,,
'095904,2002,,
'095905,2002,,
'096904,2002,,
'096905,2002,,
'097902,2002,,
'097903,2002,,
'098901,2002,,
'098903,2002,,
'098904,2002,,
'099902,2002,,
'099903,2002,,
'100903,2002,,
'100904,2002,,
'100905,2002,,
'100907,2002,,
'100908,2002,,
'101801,2002,,
'101802,2002,,
'101803,2002,,
'101804,2002,,
'101805,2002,,
'101806,2002,,
'101807,2002,,
'101808,2002,,
'101809,2002,,
'101810,2002,,
'101811,2002,,
'101812,2002,,
'101813,2002,,
'101814,2002,,
'101815,2002,,
'101817,2002,,
'101818,2002,,
'101819,2002,,
'101820,2002,,
'101821,2002,,
'101822,2002,,
'101823,2002,,
'101827,2002,,
'101828,2002,,
'101829,2002,,
'101830,2002,,
'101831,2002,,
'101833,2002,,
'101834,2002,,
'101835,2002,,
'101837,2002,,
'101838,2002,,
'101840,2002,,
'101841,2002,,
'101842,2002,,
'101843,2002,,
'101844,2002,,
'101845,2002,,
'101846,2002,,
'101847,2002,,
'101848,2002,,
'101849,2002,,
'101850,2002,,
'101902,2002,,
'101903,2002,,
'101905,2002,,
'101906,2002,,
'101907,2002,,
'101908,2002,,
'101909,2002,,
'101910,2002,,
'101911,2002,,
'101912,2002,,
'101913,2002,,
'101914,2002,,
'101915,2002,,
'101916,2002,,
'101917,2002,,
'101919,2002,,
'101920,2002,,
'101921,2002,,
'101924,2002,,
'101925,2002,,
'102901,2002,,
'102902,2002,,
'102903,2002,,
'102904,2002,,
'102905,2002,,
'102906,2002,,
'103901,2002,,
'103902,2002,,
'104901,2002,,
'104902,2002,,
'104903,2002,,
'104907,2002,,
'105801,2002,,
'105802,2002,,
'105902,2002,,
'105904,2002,,
'105905,2002,,
'105906,2002,,
'106901,2002,,
'107901,2002,,
'107902,2002,,
'107904,2002,,
'107905,2002,,
'107906,2002,,
'107907,2002,,
'107908,2002,,
'107910,2002,,
'108801,2002,,
'108802,2002,,
'108804,2002,,
'108805,2002,,
'108806,2002,,
'108807,2002,,
'108808,2002,,
'108902,2002,,
'108903,2002,,
'108904,2002,,
'108905,2002,,
'108906,2002,,
'108907,2002,,
'108908,2002,,
'108909,2002,,
'108910,2002,,
'108911,2002,,
'108912,2002,,
'108913,2002,,
'108914,2002,,
'108915,2002,,
'108916,2002,,
'109901,2002,,
'109902,2002,,
'109903,2002,,
'109904,2002,,
'109905,2002,,
'109907,2002,,
'109908,2002,,
'109910,2002,,
'109911,2002,,
'109912,2002,,
'109913,2002,,
'109914,2002,,
'110901,2002,,
'110902,2002,,
'110905,2002,,
'110906,2002,,
'110907,2002,,
'110908,2002,,
'111901,2002,,
'111902,2002,,
'111903,2002,,
'112901,2002,,
'112905,2002,,
'112906,2002,,
'112907,2002,,
'112908,2002,,
'112909,2002,,
'112910,2002,,
'113901,2002,,
'113902,2002,,
'113903,2002,,
'113905,2002,,
'113906,2002,,
'114901,2002,,
'114902,2002,,
'114904,2002,,
'115901,2002,,
'115902,2002,,
'115903,2002,,
'116801,2002,,
'116901,2002,,
'116902,2002,,
'116903,2002,,
'116905,2002,,
'116906,2002,,
'116908,2002,,
'116909,2002,,
'116910,2002,,
'116915,2002,,
'116916,2002,,
'117901,2002,,
'117903,2002,,
'117904,2002,,
'117907,2002,,
'118902,2002,,
'119901,2002,,
'119902,2002,,
'119903,2002,,
'120901,2002,,
'120902,2002,,
'120905,2002,,
'121902,2002,,
'121903,2002,,
'121904,2002,,
'121905,2002,,
'121906,2002,,
'122901,2002,,
'122902,2002,,
'123801,2002,,
'123802,2002,,
'123803,2002,,
'123804,2002,,
'123805,2002,,
'123905,2002,,
'123907,2002,,
'123908,2002,,
'123910,2002,,
'123913,2002,,
'123914,2002,,
'124901,2002,,
'125901,2002,,
'125902,2002,,
'125903,2002,,
'125905,2002,,
'125906,2002,,
'126901,2002,,
'126902,2002,,
'126903,2002,,
'126904,2002,,
'126905,2002,,
'126906,2002,,
'126907,2002,,
'126908,2002,,
'126911,2002,,
'127901,2002,,
'127903,2002,,
'127904,2002,,
'127905,2002,,
'127906,2002,,
'128901,2002,,
'128902,2002,,
'128903,2002,,
'128904,2002,,
'129901,2002,,
'129902,2002,,
'129903,2002,,
'129904,2002,,
'129905,2002,,
'129906,2002,,
'129910,2002,,
'130901,2002,,
'130902,2002,,
'131001,2002,,
'132902,2002,,
'133901,2002,,
'133902,2002,,
'133903,2002,,
'133904,2002,,
'133905,2002,,
'134901,2002,,
'135001,2002,,
'136901,2002,,
'137901,2002,,
'137902,2002,,
'137903,2002,,
'137904,2002,,
'138901,2002,,
'138902,2002,,
'138903,2002,,
'138904,2002,,
'139905,2002,,
'139908,2002,,
'139909,2002,,
'139911,2002,,
'139912,2002,,
'140901,2002,,
'140904,2002,,
'140905,2002,,
'140906,2002,,
'140907,2002,,
'140908,2002,,
'141801,2002,,
'141901,2002,,
'141902,2002,,
'142901,2002,,
'143901,2002,,
'143902,2002,,
'143903,2002,,
'143904,2002,,
'143905,2002,,
'143906,2002,,
'144901,2002,,
'144902,2002,,
'144903,2002,,
'145901,2002,,
'145902,2002,,
'145906,2002,,
'145907,2002,,
'145911,2002,,
'146901,2002,,
'146902,2002,,
'146903,2002,,
'146904,2002,,
'146905,2002,,
'146906,2002,,
'146907,2002,,
'147901,2002,,
'147902,2002,,
'147903,2002,,
'148901,2002,,
'148902,2002,,
'148903,2002,,
'148905,2002,,
'149901,2002,,
'149902,2002,,
'150901,2002,,
'152801,2002,,
'152802,2002,,
'152803,2002,,
'152804,2002,,
'152901,2002,,
'152902,2002,,
'152903,2002,,
'152906,2002,,
'152907,2002,,
'152908,2002,,
'152909,2002,,
'152910,2002,,
'153903,2002,,
'153904,2002,,
'153905,2002,,
'153907,2002,,
'154901,2002,,
'154903,2002,,
'155901,2002,,
'156902,2002,,
'156905,2002,,
'157901,2002,,
'158901,2002,,
'158902,2002,,
'158904,2002,,
'158905,2002,,
'158906,2002,,
'159901,2002,,
'160901,2002,,
'160904,2002,,
'160905,2002,,
'161801,2002,,
'161802,2002,,
'161804,2002,,
'161901,2002,,
'161903,2002,,
'161906,2002,,
'161907,2002,,
'161908,2002,,
'161909,2002,,
'161910,2002,,
'161912,2002,,
'161914,2002,,
'161916,2002,,
'161918,2002,,
'161919,2002,,
'161920,2002,,
'161921,2002,,
'161922,2002,,
'161923,2002,,
'161924,2002,,
'161925,2002,,
'162904,2002,,
'163901,2002,,
'163902,2002,,
'163903,2002,,
'163904,2002,,
'163908,2002,,
'164901,2002,,
'165801,2002,,
'165802,2002,,
'165803,2002,,
'165901,2002,,
'165902,2002,,
'166901,2002,,
'166902,2002,,
'166903,2002,,
'166904,2002,,
'166905,2002,,
'166907,2002,,
'167901,2002,,
'167902,2002,,
'167903,2002,,
'167904,2002,,
'168901,2002,,
'168902,2002,,
'168903,2002,,
'169901,2002,,
'169902,2002,,
'169906,2002,,
'169908,2002,,
'169909,2002,,
'169910,2002,,
'169911,2002,,
'170801,2002,,
'170902,2002,,
'170903,2002,,
'170904,2002,,
'170906,2002,,
'170907,2002,,
'170908,2002,,
'171901,2002,,
'171902,2002,,
'172902,2002,,
'172905,2002,,
'173901,2002,,
'174901,2002,,
'174902,2002,,
'174903,2002,,
'174904,2002,,
'174906,2002,,
'174908,2002,,
'174909,2002,,
'174910,2002,,
'174911,2002,,
'175902,2002,,
'175903,2002,,
'175904,2002,,
'175905,2002,,
'175907,2002,,
'175910,2002,,
'175911,2002,,
'176901,2002,,
'176902,2002,,
'176903,2002,,
'177901,2002,,
'177902,2002,,
'177903,2002,,
'177905,2002,,
'178801,2002,,
'178802,2002,,
'178803,2002,,
'178804,2002,,
'178805,2002,,
'178901,2002,,
'178902,2002,,
'178903,2002,,
'178904,2002,,
'178905,2002,,
'178906,2002,,
'178908,2002,,
'178909,2002,,
'178912,2002,,
'178913,2002,,
'178914,2002,,
'178915,2002,,
'179901,2002,,
'180901,2002,,
'180902,2002,,
'180903,2002,,
'180904,2002,,
'181901,2002,,
'181905,2002,,
'181906,2002,,
'181907,2002,,
'181908,2002,,
'182901,2002,,
'182902,2002,,
'182903,2002,,
'182904,2002,,
'182905,2002,,
'182906,2002,,
'183801,2002,,
'183901,2002,,
'183902,2002,,
'183904,2002,,
'184901,2002,,
'184902,2002,,
'184903,2002,,
'184904,2002,,
'184907,2002,,
'184908,2002,,
'184909,2002,,
'184911,2002,,
'185901,2002,,
'185902,2002,,
'185903,2002,,
'185904,2002,,
'186901,2002,,
'186902,2002,,
