DISTRICT,DPSTEXPA,DPSTKIDR,DPSTTENA,DPSTTOSA,YEAR
'019906,13.7,12.7,8.4,35360,2000
'019907,14.3,15.4,9.6,35439,2000
'019908,13.8,12.7,9.2,35294,2000
'019909,13.8,12.1,8.8,35485,2000
'019910,8.2,12,5.6,31682,2000
'019911,13.5,15.8,7.2,36128,2000
'019912,13.6,14.9,8.3,36529,2000
'019913,12.4,10.5,10.5,35328,2000
'019914,8.5,10.8,7.7,31654,2000
'020901,10.6,15.4,7.4,36755,2000
'020902,12.1,15.5,8.6,37986,2000
'020904,11.5,12.8,5,35246,2000
'020905,12.5,16.6,10.3,40715,2000
'020906,13.5,15.1,8.6,39652,2000
'020907,13.2,16.1,9.1,37372,2000
'020908,14,16.3,6.7,37393,2000
'020910,7,11.9,4.9,31838,2000
'021802,6.4,16.4,0,26128,2000
'021803,3.5,35,0,26000,2000
'021901,12.1,15,6.8,36441,2000
'021902,9.6,14,6.6,34362,2000
'022004,7.2,9.8,2.1,31017,2000
'022901,13.5,11.5,9.9,36056,2000
'022902,8.9,6,5.5,32258,2000
'022903,19.2,3.3,6.2,41472,2000
'023902,10.1,9.6,7.7,33697,2000
'024801,0,17.5,0,33152,2000
'024901,16,13.2,11.2,36039,2000
'025901,13.4,14.1,7,35842,2000
'025902,13.4,13.3,8.5,34480,2000
'025904,6.4,9.7,3.9,29884,2000
'025905,12.4,13,6.2,34334,2000
'025906,15.2,11.6,11.1,36055,2000
'025908,12.6,10.2,7.5,33975,2000
'025909,14.1,14.2,8.3,35527,2000
'026901,13.2,13.1,8.7,35488,2000
'026902,10.1,11.1,4.9,34530,2000
'026903,11.7,11.5,8.7,34441,2000
'027903,13.4,14,6.8,35361,2000
'027904,12.4,14.3,7,35487,2000
'028902,10.7,15.7,7.4,35341,2000
'028903,12.7,14.7,9.3,35769,2000
'028906,9.9,10.6,8.5,33036,2000
'029901,13.1,16.2,9.7,35924,2000
'030901,14.3,11.2,10.3,35860,2000
'030902,10.7,11.9,6.7,34115,2000
'030903,14.2,11.4,8.6,36299,2000
'030906,10.4,10.9,6,32761,2000
'031801,5.5,24.1,0.4,21352,2000
'031802,0.7,14.6,0,18000,2000
'031901,12,14.7,10.5,37390,2000
'031903,13.4,15.5,9.6,38813,2000
'031905,12.2,14.3,7.5,39784,2000
'031906,10,15.2,5.9,36173,2000
'031909,12.2,15.3,7.3,39023,2000
'031911,11.5,15,7.9,37326,2000
'031912,11.6,15.3,8,36713,2000
'031913,10.5,12.2,5,34601,2000
'031914,6.8,13.1,5.1,36915,2000
'031916,13,12,4.9,40526,2000
'032902,11.8,13.1,8.3,35849,2000
'033901,12.6,10.1,8.7,35626,2000
'033902,12.9,11.6,7.7,37216,2000
'033904,12.1,10.1,7.5,36799,2000
'034901,14.1,12.9,10.2,35315,2000
'034902,15.7,9.9,8.6,36363,2000
'034903,10.6,12.1,7.9,36050,2000
'034905,14.1,10.8,9.4,36400,2000
'034906,10.3,13.6,6,32450,2000
'034907,10.1,11.6,6.5,33570,2000
'034908,7.4,7.8,7.4,28101,2000
'034909,13,9.9,7.7,35586,2000
'035901,14.4,11.7,9,35910,2000
'035902,12.5,9.4,7.6,34283,2000
'035903,14,9.4,7.8,35296,2000
'036901,10.3,12.1,6.1,33969,2000
'036902,15.5,14.2,8.5,42522,2000
'036903,11,14.2,8.4,34811,2000
'037901,12.7,10.9,7.4,34037,2000
'037904,10.4,14.1,6.6,33089,2000
'037907,12.6,14.2,7.5,34428,2000
'037908,9.5,11.3,5.3,32217,2000
'037909,11.2,12.1,8,33932,2000
'038901,13.8,12.1,9.3,36516,2000
'039901,18.4,7.9,11.3,36459,2000
'039902,13.2,12.8,8.6,36541,2000
'039903,7.9,12.7,4,30596,2000
'039904,12.9,10.3,8.6,34944,2000
'039905,12,9.2,8.9,34109,2000
'040901,11.5,9.4,6.8,34414,2000
'040902,13.7,8.7,8.3,37207,2000
'041901,10.5,13,6.3,33078,2000
'041902,15.3,8.5,7.9,40641,2000
'042901,12.5,10.8,7.4,34024,2000
'042903,14,10,9.6,37771,2000
'042905,11.1,9.4,6.9,35966,2000
'042906,10.2,6.9,6.3,31960,2000
'043901,9.2,15.2,4,34863,2000
'043902,10.2,12.6,5.7,34635,2000
'043903,12.3,12.7,7.8,36977,2000
'043904,12,14.6,8,35220,2000
'043905,9,14.7,3,35611,2000
'043907,9.6,16.6,4.5,35389,2000
'043908,7.2,11.3,1.7,31760,2000
'043910,10.8,14.4,6.9,39927,2000
'043911,9.6,14.2,5.2,33516,2000
'043912,12.4,12.1,4.2,35655,2000
'043914,9.9,14.9,4.7,35431,2000
'043917,8.6,12.5,5.5,33723,2000
'043918,8.6,13.5,4.6,32756,2000
'043919,13.4,15.7,7.3,38745,2000
'044902,14.1,11,9.3,35590,2000
'044904,8.7,7.3,5.6,32816,2000
'045902,13.9,14.3,9.7,35733,2000
'045903,11.2,13.2,6.3,32119,2000
'045905,15.6,11.4,10.3,38377,2000
'046801,3.8,12.3,0.5,23625,2000
'046901,12.6,15.7,7.4,37015,2000
'046902,12.1,13.9,6.3,35647,2000
'047901,13.7,14.4,9.4,35761,2000
'047902,14,12.3,9.7,35577,2000
'047903,11.2,10,4.9,33347,2000
'047905,19.6,9.9,12,38922,2000
'048901,14,9.7,10.1,36379,2000
'048903,10.1,9.6,7.6,34004,2000
'049901,14.3,13.5,9.9,38768,2000
'049902,11.4,12.8,7.7,35783,2000
'049903,10.4,12.4,7.3,35264,2000
'049905,12.2,12.8,5.5,35272,2000
'049906,12.6,10.2,7,36268,2000
'049907,14.4,13,8.6,37389,2000
'049908,5.6,9,3.2,28802,2000
'049909,10.4,8.5,3,35017,2000
'050901,12.5,13.7,7.3,35530,2000
'050902,13.6,15.2,9,34690,2000
'050904,9.3,9.9,4,32466,2000
'050909,14.2,11.8,10.5,38202,2000
'050910,10.3,13.7,6.6,34383,2000
'051901,15.7,9,12.2,37398,2000
'052901,14.8,12,9.2,41362,2000
'053001,13.7,11.1,9.5,39106,2000
'054901,9.7,10,5.9,33326,2000
'054902,13.1,9.5,7.6,36721,2000
'054903,8,12.5,4.2,32716,2000
'055901,11.2,11.7,7,36469,2000
'056901,11.7,12.7,6.5,34880,2000
'056902,15.1,9.2,8.7,37893,2000
'057801,2.1,19.9,0.8,30736,2000
'057802,1.8,18.4,0.2,30323,2000
'057803,3.9,12,0.5,29301,2000
'057804,6,24.4,1.4,30872,2000
'057805,0,19.7,0,29000,2000
'057806,7.7,13.6,0.2,21703,2000
'057807,5.2,18.7,0.3,28076,2000
'057808,4.4,15.3,0.2,31920,2000
'057809,11.7,17.6,11.7,27096,2000
'057810,0,12.7,0,21964,2000
'057811,9.8,24.6,0.6,28800,2000
'057813,0.2,9.7,0,31436,2000
'057814,5,12.8,0,28703,2000
'057815,2.2,13.8,0,23937,2000
'057816,0,24.4,0,34143,2000
'057817,7.9,10.1,1,28374,2000
'057818,0,9,0,24143,2000
'057819,4.3,8,0,31830,2000
'057820,-3,20.6,0.3,23962,2000
'057821,0,21.1,0,36591,2000
'057823,0,17.7,0,20000,2000
'057825,9,21.2,0,27564,2000
'057826,0,-3,0,24720,2000
'057903,9.8,14.6,5.7,38448,2000
'057904,9.4,14.7,4.2,36587,2000
'057905,13.1,16.1,9.9,40306,2000
'057906,9.8,14.4,5.8,35839,2000
'057907,10.8,15.3,6.3,37332,2000
'057909,11.2,16.5,7.5,38350,2000
'057910,10.9,14.6,7.7,38153,2000
'057911,11.5,13.9,6.7,42422,2000
'057912,10.4,14,6.9,38964,2000
'057913,8.3,14.5,4.6,35616,2000
'057914,10.2,17,7,37043,2000
'057916,11.3,14.5,7.9,39744,2000
'057919,12.5,12,7.4,37569,2000
'057920,12.2,17.7,7.7,36280,2000
'057922,9.7,13.7,3.7,37233,2000
'058902,12.9,8.1,7.1,35567,2000
'058905,13.4,11.1,6.5,38393,2000
'058906,11.7,14.8,9.1,34919,2000
'058909,15,11.9,5.5,39850,2000
'059901,11.4,13.5,9.1,34432,2000
'059902,7.6,17.5,4.1,33306,2000
'060902,12.3,13,8.9,34352,2000
'060914,9,10.7,7.6,32137,2000
'061901,9.1,14.1,5.5,36015,2000
'061902,10.5,14.6,5.8,37748,2000
'061903,10.4,12.3,5.1,34345,2000
'061905,11.3,12.3,5.8,35067,2000
'061906,2.6,11,0.9,31355,2000
'061907,6.4,12.4,4.1,32235,2000
'061908,9.1,12.8,5,33694,2000
'061910,10.6,12.7,6.1,37111,2000
'061911,9.8,13,5.4,37314,2000
'061912,8.9,13.1,5.2,34153,2000
'061914,7.2,13,3,32004,2000
'062901,13.1,13.5,8.5,36424,2000
'062902,15.3,7.1,9.6,37195,2000
'062903,17.3,12.1,12.7,37271,2000
'062904,14.2,11.8,9.5,34937,2000
'062905,12.2,12,3.7,36660,2000
'062906,17.6,13.8,13.8,37359,2000
'063903,14.8,8.1,8.6,36724,2000
'063906,7.7,8,4.2,31799,2000
'064903,13.9,13.8,8.6,37155,2000
'065901,12.7,9.9,6.7,35965,2000
'065902,11.4,9.1,7.5,31508,2000
'066005,14.3,11.3,4.7,37287,2000
'066901,17.9,11.5,14.5,37488,2000
'066902,11.2,13.8,8.8,33796,2000
'066903,16.1,12.5,11.8,39226,2000
'067902,12.4,12.3,8.3,35584,2000
'067903,10.9,12.8,6.8,35329,2000
'067904,9.6,11.5,5.3,33579,2000
'067907,15.1,12.6,10.9,36226,2000
'067908,10.5,11,6.6,32902,2000
'068901,11.9,18.3,9.4,36199,2000
'069901,14.3,10,8,35987,2000
'069902,9.1,10.1,7.4,35226,2000
'070801,4.2,13.2,0,26415,2000
'070901,12.1,11.6,6.5,37548,2000
'070903,13.7,14.7,8.9,38987,2000
'070905,8.8,15.7,5.2,34128,2000
'070907,10.7,11.4,7.2,36666,2000
'070908,11.8,13,5.5,36843,2000
'070909,11.8,9.6,5.6,34818,2000
'070910,9.4,14.4,4.6,35019,2000
'070911,10.7,16.1,5.6,36009,2000
'070912,12.3,15,8.1,38021,2000
'070915,10.5,13.5,3.5,35273,2000
'071801,8.5,9.1,0.4,23693,2000
'071803,0,22.8,0,18054,2000
'071901,9.8,14.1,5,36453,2000
'071902,13,16.5,10.7,37391,2000
'071903,10.4,14.9,5.9,35534,2000
'071904,7.4,15.3,3,35557,2000
'071905,11.3,15.4,9.4,33374,2000
'071906,6.9,14.6,6.4,38876,2000
'071907,11.4,14.5,7.1,36781,2000
'071908,9.5,14,2.7,36168,2000
'071909,10.4,16.8,6.1,36270,2000
'072901,6.8,10.6,4.4,32174,2000
'072902,13.1,15.4,8.7,36331,2000
'072903,14.5,14.6,9.5,37550,2000
'072904,10.3,9,6.7,34563,2000
'072908,10.7,11.5,7.1,33486,2000
'072909,11.7,11.3,8.1,34233,2000
'072910,13.1,11.4,10.7,33324,2000
'073901,9.2,10.8,5.4,31395,2000
'073903,11.3,12.9,7.4,34432,2000
'073904,11,10.8,3.2,32481,2000
'073905,11.2,12.9,7.3,33784,2000
'074903,12.4,12.5,8.9,34187,2000
'074904,8.2,10,6.4,31893,2000
'074905,9.2,12.8,7.3,33397,2000
'074907,13.5,12.6,9,35848,2000
'074909,12,15.6,6.5,33988,2000
'074911,11.5,12.1,7.9,34061,2000
'074912,12.8,11.5,6.8,36219,2000
'074917,12.4,10,8.9,34888,2000
'075901,14.5,12.3,9.4,35849,2000
'075902,15.1,14.3,10.8,35653,2000
'075903,14.1,12.4,9.2,36766,2000
'075906,15.7,11.3,8.4,36015,2000
'075908,15.3,10.8,9.9,37132,2000
'076903,10.1,9.7,5.6,35011,2000
'076904,13.5,10.8,7.7,38663,2000
'077901,12.9,11.4,8.3,35515,2000
'077902,11.7,11.7,7.7,36671,2000
'078901,11.5,9.4,6.4,33578,2000
'079901,11,15.6,11,38266,2000
'079906,13,15.9,8.1,38690,2000
'079907,11.2,16.6,6.5,38912,2000
'079908,4.6,22.8,4.6,25870,2000
'079910,9.7,14.6,4.6,37384,2000
'080901,10.8,13.4,7,35099,2000
'081902,14,13.5,9,38422,2000
'081904,14.1,14.1,9.1,38429,2000
'081905,12.2,10.8,5.5,36123,2000
'081906,10,9.4,6.9,32379,2000
'082902,11.4,11.6,6.5,38868,2000
'082903,12.8,13.5,9,37524,2000
'083901,10.8,10.8,7.6,36097,2000
'083902,14.8,9.6,9.5,41475,2000
'083903,13.7,13,8.9,40737,2000
'084801,6.9,15.5,0.6,30928,2000
'084802,7.6,19.6,0,35801,2000
'084901,11.3,15.1,6.8,35332,2000
'084902,13.3,14.1,10.6,37008,2000
'084903,10.2,12.2,5.6,33201,2000
'084904,12.1,15,7.2,35867,2000
'084906,13.4,14.7,9.3,40572,2000
'084908,11.7,12.8,6.4,37623,2000
'084909,12.2,17,8.3,36597,2000
'084910,12.6,16.2,7.6,38859,2000
'084911,11.4,16.5,6.7,37660,2000
'085902,14.9,12.3,10.6,39779,2000
'085903,10.6,9.5,6.2,33747,2000
'086024,12,14.2,11.5,37363,2000
'086901,14.3,13.7,9.1,36462,2000
'086902,11,11.7,5.3,35277,2000
'087901,12.9,10.4,6.8,41318,2000
'088902,12,13.4,7.2,34801,2000
'089901,13.4,13.8,9.5,33898,2000
'089903,13.9,12.7,9.7,37283,2000
'089905,10,11.1,4.8,34543,2000
'090902,13.5,10.9,9.7,36028,2000
'090903,13.5,9,7.5,35582,2000
'090904,14,13.5,10.5,37149,2000
'090905,5,12.7,3,33273,2000
'091901,13,12.2,6.1,35411,2000
'091902,12.8,10.9,5.6,36932,2000
'091903,14.4,15,9.4,37550,2000
'091905,13.1,13.4,7.8,35105,2000
'091906,11.3,13.7,7.3,36398,2000
'091907,7.9,10.7,4.3,31446,2000
'091908,11.4,14.9,6.2,35304,2000
'091909,11.6,13.5,5.9,35098,2000
'091910,13,12.6,7.2,36566,2000
'091913,12.4,14.7,7.7,36033,2000
'091914,14.5,14.9,8.5,37919,2000
'091917,9,9.9,4.7,34739,2000
'091918,9.7,12.7,6.5,33905,2000
'092801,12,21.2,0,40716,2000
'092901,12.6,12.9,7.4,34882,2000
'092902,13.2,13.8,8,35845,2000
'092903,13.9,14.3,9.3,34596,2000
'092904,14.1,14.9,9,35189,2000
'092906,15,14.1,8.6,35628,2000
'092907,14.9,14.2,8.6,36238,2000
'092908,15.9,15.4,11.1,37243,2000
'093901,11.2,10.7,3.7,35302,2000
'093903,11.9,12.8,7.2,34940,2000
'093904,10.9,13.9,7.6,34871,2000
'093905,8.7,10.7,6.3,31464,2000
'094901,12.2,14,8,35632,2000
'094902,9.6,15.3,6.4,36106,2000
'094903,11.2,11.9,5.5,34487,2000
'094904,10.5,13.9,5.9,35824,2000
'095901,14.8,11.7,9.1,38875,2000
'095902,8.9,9.7,5.1,32748,2000
'095903,11.9,12.2,6.8,34640,2000
'095904,15.3,11.5,11.3,36196,2000
'095905,10.7,14.6,7.6,34103,2000
'096904,10.9,9.8,7.2,34306,2000
'096905,11.6,8.9,9,33616,2000
'096908,.,.,.,.,2000
'097902,11,11.9,6.7,34661,2000
'097903,8.8,12.2,5.6,33501,2000
'098901,14,10.1,10.3,37376,2000
'098903,11.1,8.3,6.4,35580,2000
'098904,13.7,10.4,7.6,36832,2000
'099902,11,11.6,8.1,32777,2000
'099903,16.6,11.2,12.5,37796,2000
'100903,10.7,13.4,6.3,34056,2000
'100904,13.6,13.4,12.6,35283,2000
'100905,12.3,14.3,7,35235,2000
'100907,14.5,15.4,8,36125,2000
'100908,10.2,11.4,4.9,34213,2000
'101801,5.4,26.6,0.8,26131,2000
'101802,1.1,15.4,0.1,32904,2000
'101803,5.3,14.2,1.1,28662,2000
'101804,2.1,16.7,2,31290,2000
'101805,5.7,13.1,2.6,31733,2000
'101806,1.6,16.3,0.3,24916,2000
'101807,11,20.2,1,35440,2000
'101808,4.5,14.8,0.4,22565,2000
'101809,4,17.5,0.2,31348,2000
'101810,4.2,22.5,0,32239,2000
'101811,5.8,10.6,0.5,27721,2000
'101812,0.6,29.4,0.5,29474,2000
'101813,3.4,16.2,1.4,34800,2000
'101814,5,18.9,0,24392,2000
'101815,9.4,20.8,0,33317,2000
'101817,7.9,42.1,0,29844,2000
'101818,0.7,25.8,0.7,28383,2000
'101819,0,18.8,0,28923,2000
'101820,6.3,23.5,0.7,24673,2000
'101821,5,17.5,0.7,30436,2000
'101822,1.8,10.2,0,27382,2000
'101823,6.3,17.1,1,18668,2000
'101828,5.7,10.4,0.6,32748,2000
'101829,1,15.2,1,28049,2000
'101830,8.7,18.5,0.7,19893,2000
'101831,8.2,-3,0.8,.,2000
'101833,1,-3,1,.,2000
'101834,7.2,18.7,1,58273,2000
'101835,7,21,1,21387,2000
'101837,6.8,20.4,0,37137,2000
'101838,3.5,9.7,0,26225,2000
'101840,3.1,11.6,0.6,17613,2000
'101841,1,5,1,20943,2000
'101842,4.4,12.9,1,23454,2000
'101843,3.4,17.8,0,22489,2000
'101844,7.6,26.9,1,24967,2000
'101902,10.3,14.8,6.8,40517,2000
'101903,9.5,15.8,6.1,39334,2000
'101905,12.7,17,6.9,39846,2000
'101906,11.2,16.1,7.7,38308,2000
'101907,11,15.8,6.8,38091,2000
'101908,12.5,14.7,8.6,41616,2000
'101909,16.5,16.1,13.4,39809,2000
'101910,9,15.4,6.2,37580,2000
'101911,12.8,16.1,9.2,38950,2000
'101912,12.3,18,10.3,39847,2000
'101913,12,14.8,7.3,38495,2000
'101914,11.3,15.5,6,41065,2000
'101915,14.2,15.5,8.6,41775,2000
'101916,13.9,16.3,9.8,40724,2000
'101917,11.9,16.8,8.8,38560,2000
'101919,11.4,15.4,7.3,39167,2000
'101920,12,15.3,8.5,41411,2000
'101921,10.8,15.3,5.6,37480,2000
'101924,12.5,14.8,8.3,38905,2000
'101925,10.6,15.5,6.2,35617,2000
'102801,4,8.6,0,31518,2000
'102901,13.2,8.4,6.9,35940,2000
'102902,14.6,15.1,9.9,37004,2000
'102903,13.3,11.9,7.5,35133,2000
'102904,13.7,14.3,8.9,37594,2000
'102905,13.4,11.1,7.7,34619,2000
'102906,14.2,12.7,9.5,37511,2000
'103901,11.8,9.2,5.5,34040,2000
'103902,13.7,8.7,7.1,34498,2000
'104901,16.4,10,10.8,36094,2000
'104902,14.4,7.4,7.6,36014,2000
'104903,15.3,10.3,10.8,36485,2000
'104907,12.8,8.2,5.7,33699,2000
'105801,10.1,12.4,0,22797,2000
'105902,12.6,14.1,8.2,38581,2000
'105904,11.9,14.2,5.4,35622,2000
'105905,12.2,14.4,4.7,34557,2000
'105906,11.9,15.8,6.4,35803,2000
'106901,17.3,10.5,11.1,40326,2000
'107901,8.6,14.3,7.7,33764,2000
'107902,12.8,15.5,8.6,36112,2000
'107904,11.1,12.4,6.3,34624,2000
'107905,11.5,14.5,6,34589,2000
'107906,12.1,12,6.2,33277,2000
'107907,8.4,10.7,4.6,32085,2000
'107908,10.8,11.1,8,33655,2000
'107910,17.4,12.9,10.6,36394,2000
'108801,5,-3,1.5,22128,2000
'108802,0,23.2,0,27237,2000
'108804,0,34,0,11463,2000
'108805,11.3,-3,1,23732,2000
'108806,0.3,15.1,0,20000,2000
'108902,9.2,15.2,6.9,35859,2000
'108903,12.3,16.1,9.6,38858,2000
'108904,11.5,15,8.2,38174,2000
'108905,12.6,14.2,7.3,39463,2000
'108906,11.7,15.2,8.5,38659,2000
'108907,12.7,15.2,10.6,38351,2000
'108908,12.5,15.3,8.8,38610,2000
'108909,12.2,15.8,9.9,38204,2000
'108910,7.7,13.3,4.9,35218,2000
'108911,11.9,16.7,5.4,38739,2000
'108912,9.3,16.1,6.2,36976,2000
'108913,10.9,15.5,8.4,38181,2000
'108914,12.8,11.3,8.3,38204,2000
'108915,9.2,13.6,7.4,37950,2000
'108916,9.4,16.8,4.9,36476,2000
'109901,13,10.3,9.9,35236,2000
'109902,9.1,9.8,3.8,36076,2000
'109903,7.9,11.6,4.3,.,2000
'109904,12.6,12.7,6.7,35843,2000
'109905,10.7,14,6.3,35456,2000
'109907,12.9,13.1,6.1,37827,2000
'109908,12.9,11.4,6,35214,2000
'109910,13.2,11.4,4.2,31873,2000
'109911,7.8,13.5,4.4,32695,2000
'109912,12.4,10.1,4.2,34573,2000
'109913,12.8,12.2,6.8,35569,2000
'109914,11.4,9.8,3.6,33634,2000
'110901,10.8,11.5,7.1,34128,2000
'110902,14.7,13.2,11.1,36192,2000
'110905,10.8,10.3,5.7,34044,2000
'110906,8.6,12.5,4.7,31803,2000
'110907,14.4,10.4,8.8,41699,2000
'110908,10.8,10.6,5.9,34418,2000
'111901,11.9,15.5,6.4,35376,2000
'111902,5.2,11.1,4.6,34624,2000
'111903,9.9,12.3,6.8,35082,2000
'112901,14.4,13.9,9.9,37161,2000
'112905,9.3,11.1,4.7,32286,2000
'112906,12,12.3,6.4,34220,2000
'112907,10.9,11.7,5,34514,2000
'112908,10,15.2,6.7,32734,2000
'112909,13.2,12.1,9.5,35665,2000
'112910,12.3,13,9.7,34983,2000
'113901,12.9,12.7,7.4,34174,2000
'113902,14.9,11.2,9.1,37001,2000
'113903,15.4,11.6,7.9,37313,2000
'113905,12.5,11.9,5.7,34771,2000
'113906,14.1,10.6,9,36537,2000
'114901,14.1,13.9,10.1,37585,2000
'114902,16,13.5,9.4,35536,2000
'114904,13.3,13.5,8.5,38370,2000
'115901,6.1,13.1,3.4,32280,2000
'115902,8.5,8.6,6,34675,2000
'115903,8.3,12.2,4.1,34932,2000
'116901,10.6,12.3,4.8,34560,2000
'116902,9.5,11.5,6.8,33176,2000
'116903,11.5,15,7.7,34359,2000
'116905,11.6,13.6,8.5,34650,2000
'116906,9.9,13.2,5,33260,2000
'116908,11.6,15.4,5,34932,2000
'116909,10.6,12.3,6.6,34420,2000
'116910,8.6,10.9,5.5,32943,2000
'116915,9.7,14,5.7,34654,2000
'116916,7.8,11.9,3,30248,2000
'117901,12.9,13.9,9,36518,2000
'117903,13.4,11.9,8.7,35337,2000
'117904,14.7,9.4,9.9,36565,2000
'117907,8.3,11.3,5.1,31669,2000
'118902,12.9,10.8,5.5,39060,2000
'119901,7.9,10.3,4,31550,2000
'119902,12.8,11.7,7.8,35669,2000
'119903,9.3,10.7,5.8,33706,2000
'120901,13.9,12.6,9.4,35466,2000
'120902,13.9,12.2,8.7,35699,2000
'120905,11.8,11.6,7.4,36737,2000
'121902,10.6,11.2,5.5,33829,2000
'121903,13.9,13.7,10.5,37104,2000
'121904,15.2,14.2,10.3,37917,2000
'121905,11.9,14.8,7.7,35464,2000
'121906,12.5,12,8,39249,2000
'122901,9.1,8.6,5.1,33098,2000
'122902,14.8,5.2,7.2,33660,2000
'123801,3.3,9.9,0,25254,2000
'123802,1.3,17,0,23333,2000
'123803,0.5,14.6,0.4,21209,2000
'123905,14.5,15.6,10.8,36934,2000
'123907,12.4,15.7,9.5,35385,2000
'123908,15.2,15,10.8,38922,2000
'123910,13,13.5,10,38314,2000
'123913,14.9,8.9,9.8,39413,2000
'123914,13.3,14.2,8.1,35378,2000
'124901,15.1,12.9,10.9,37983,2000
'125901,12.1,14.5,12.1,34573,2000
'125902,12.1,12.7,6.8,35002,2000
'125903,13.8,13.8,7.9,37475,2000
'125905,13.6,12.2,7.6,33849,2000
'125906,6.9,15.6,5.6,31990,2000
'126901,10.5,15.7,5.8,34976,2000
'126902,11.6,15.4,7.3,37620,2000
'126903,13.6,15.9,9.3,39454,2000
'126904,11.7,12.8,7,36998,2000
'126905,9.9,16,5.6,35719,2000
'126906,11.1,10.7,5.8,34637,2000
'126907,9.2,12.1,4.6,34068,2000
'126908,8.7,15.1,3.6,33911,2000
'126911,7.8,12.6,3.8,32665,2000
'127901,11,10.6,6.1,32774,2000
'127903,14.1,10,8.1,36272,2000
'127904,10.3,11.3,6.2,32869,2000
'127905,16.8,8.4,11.8,37235,2000
'127906,11.3,10.8,8.2,34637,2000
'128901,11.9,12,7.8,34717,2000
'128902,13.6,11.6,9.9,35026,2000
'128903,11.3,9.5,5.3,35568,2000
'128904,13.7,11.1,6.9,37191,2000
'129901,11.3,15.6,5.1,36134,2000
'129902,10.1,15.4,5.5,35466,2000
'129903,11.3,16.3,6.6,36315,2000
'129904,11.6,15.1,6.4,33506,2000
'129905,11.8,13.9,6.3,37208,2000
'129906,10,13.5,6.3,35012,2000
'129910,11,12.7,6.6,34414,2000
'130901,12.9,15.2,6.4,36819,2000
'130902,9.8,11.6,4.1,33801,2000
'131001,19.7,10.9,14.8,42952,2000
'132902,16.3,7.3,11.1,41533,2000
'133901,9,13.3,4.1,33800,2000
'133902,17.4,10.1,5.6,36896,2000
'133903,13.5,13.9,8.3,36763,2000
'133904,11.2,12.2,5.6,33662,2000
'133905,5.5,13.1,3,36615,2000
'134901,12.2,10.6,6.6,35135,2000
'135001,15.2,5.9,8.2,40866,2000
'136901,10.5,11.9,6.2,34912,2000
'137901,13.7,14.2,9.3,36605,2000
'137902,11.5,14.5,7,36190,2000
'137903,14.3,10.8,8.9,37274,2000
'137904,9.7,8.8,4.8,37009,2000
'138901,12.8,7.9,9.4,34863,2000
'138902,15.9,10.2,9.5,36561,2000
'138903,15,10.9,8.9,36341,2000
'138904,17.7,8.6,7,39288,2000
'139905,13.2,12.9,8.4,34866,2000
'139908,11.9,10.3,7.4,35268,2000
'139909,13.3,12.5,10.7,35993,2000
'139911,10.9,14,8.2,35157,2000
'139912,13.6,13.2,9.6,36459,2000
'140901,13.6,10.1,8.3,36007,2000
'140904,14,15.9,10.1,37903,2000
'140905,8.6,10.5,4.2,32411,2000
'140906,10.4,9.2,7.4,34915,2000
'140907,16,11.4,9.3,38469,2000
'140908,16.4,8.7,11,42713,2000
'141801,8.5,14.5,1,47389,2000
'141901,13.5,14.8,8.6,35526,2000
'141902,12.1,10.7,7.7,35788,2000
'142901,10.5,13.8,7.6,35594,2000
'143901,18.7,14.5,11.8,38984,2000
'143902,14.7,11.8,10.5,37520,2000
'143903,15.9,12,11.4,35559,2000
'143904,14,9.9,8.6,35685,2000
'143905,13.3,14.4,7,36450,2000
'143906,14.6,12.5,8.4,37349,2000
'144901,11.6,12.8,7.2,34330,2000
'144902,12.2,13,6.7,36127,2000
'144903,15.4,10.4,10.7,35936,2000
'145901,12.9,12.3,8.1,34269,2000
'145902,14.1,12.1,9.2,34113,2000
'145906,12.8,13.2,7.5,35673,2000
'145907,14,11.8,8.1,30976,2000
'145911,13.4,12,9.3,35591,2000
'146901,12.1,15.6,6.8,34916,2000
'146902,10.4,17,5.5,35706,2000
'146903,12.1,12.1,5.3,37205,2000
'146904,12.8,13.4,7.9,38364,2000
'146905,13,12.3,7,35851,2000
'146906,15.6,14,11.4,38095,2000
'146907,10.5,15.3,5.5,34767,2000
'147901,12.6,11,5.6,36120,2000
'147902,11.8,12.8,6.9,36441,2000
'147903,11.8,14.3,7.4,35997,2000
'148901,13.4,10.7,9.3,35874,2000
'148902,16.4,8.2,10.9,36079,2000
'148903,17.1,5.2,13.2,37010,2000
'148905,15.1,4.8,8.4,38199,2000
'149901,14.6,13.8,9.9,40346,2000
'149902,15.5,11.3,10.7,39845,2000
'150901,15.1,12.6,8.3,36916,2000
'152801,3.3,21.3,0.3,20615,2000
'152802,1.5,15,0,21935,2000
'152803,0,18.5,0,25858,2000
'152804,6,14.7,0,23867,2000
'152901,13.1,13.9,9.9,36828,2000
'152902,10.8,12.2,5.4,31366,2000
'152903,12.9,11.5,8.1,35660,2000
'152906,11.8,15.1,7.8,34670,2000
'152907,13.3,15.3,8.2,35263,2000
'152908,10.7,11.7,6.4,34197,2000
'152909,13.5,15,9.2,35147,2000
'152910,13.8,12.8,9.1,36284,2000
'153903,15,10.6,9.3,39686,2000
'153904,10.2,11.5,6.7,34183,2000
'153905,10.1,10.1,6.2,32753,2000
'153907,8.1,9.5,2.7,31684,2000
