CAMPUS,YEAR,CA0GM*R,CA0GM*N
'146903102,1997,,
'146904001,1997,,
'146904002,1997,,
'146904003,1997,,
'146904041,1997,,
'146904102,1997,,
'146905001,1997,,
'146905041,1997,,
'146905101,1997,,
'146906001,1997,,
'146906002,1997,,
'146906003,1997,,
'146906041,1997,,
'146906102,1997,,
'146906103,1997,,
'146907001,1997,,
'146907041,1997,,
'146907101,1997,,
'146907102,1997,,
'147901001,1997,,
'147901101,1997,,
'147902001,1997,,
'147902002,1997,,
'147902042,1997,,
'147902101,1997,,
'147902102,1997,,
'147902103,1997,,
'147903002,1997,,
'147903003,1997,,
'147903042,1997,,
'147903101,1997,,
'147903103,1997,,
'147903105,1997,,
'148901001,1997,,
'148901041,1997,,
'148901101,1997,,
'148902001,1997,,
'148903001,1997,,
'148905101,1997,,
'149901001,1997,,
'149901041,1997,,
'149901101,1997,,
'149901102,1997,,
'149902001,1997,,
'149902002,1997,,
'149902041,1997,,
'149902101,1997,,
'150901001,1997,,
'150901041,1997,,
'150901101,1997,,
'152901001,1997,,
'152901003,1997,,
'152901004,1997,,
'152901005,1997,,
'152901006,1997,,
'152901007,1997,,
'152901009,1997,,
'152901011,1997,,
'152901041,1997,,
'152901042,1997,,
'152901043,1997,,
'152901044,1997,,
'152901045,1997,,
'152901047,1997,,
'152901048,1997,,
'152901049,1997,,
'152901050,1997,,
'152901051,1997,,
'152901052,1997,,
'152901101,1997,,
'152901102,1997,,
'152901103,1997,,
'152901104,1997,,
'152901105,1997,,
'152901106,1997,,
'152901108,1997,,
'152901109,1997,,
'152901110,1997,,
'152901111,1997,,
'152901112,1997,,
'152901113,1997,,
'152901114,1997,,
'152901115,1997,,
'152901116,1997,,
'152901117,1997,,
'152901118,1997,,
'152901120,1997,,
'152901121,1997,,
'152901122,1997,,
'152901123,1997,,
'152901124,1997,,
'152901128,1997,,
'152901129,1997,,
'152901131,1997,,
'152901132,1997,,
'152901133,1997,,
'152901134,1997,,
'152901135,1997,,
'152901136,1997,,
'152901137,1997,,
'152901138,1997,,
'152901139,1997,,
'152901140,1997,,
'152901142,1997,,
'152901143,1997,,
'152901144,1997,,
'152901145,1997,,
'152901146,1997,,
'152901147,1997,,
'152902001,1997,,
'152902041,1997,,
'152902101,1997,,
'152903001,1997,,
'152903002,1997,,
'152903042,1997,,
'152903101,1997,,
'152903103,1997,,
'152906001,1997,,
'152906041,1997,,
'152906101,1997,,
'152906102,1997,,
'152907001,1997,,
'152907002,1997,,
'152907041,1997,,
'152907051,1997,,
'152907101,1997,,
'152907102,1997,,
'152907103,1997,,
'152907104,1997,,
'152907105,1997,,
'152907110,1997,,
'152908001,1997,,
'152908041,1997,,
'152908101,1997,,
'152909001,1997,,
'152909041,1997,,
'152909101,1997,,
'152909102,1997,,
'152910001,1997,,
'152910002,1997,,
'152910041,1997,,
'152910101,1997,,
'153903001,1997,,
'153903041,1997,,
'153903101,1997,,
'153904001,1997,,
'153904041,1997,,
'153904101,1997,,
'153905001,1997,,
'153907001,1997,,
'154901001,1997,,
'154901041,1997,,
'154901101,1997,,
'154901102,1997,,
'154903001,1997,,
'154903101,1997,,
'155901002,1997,,
'155901041,1997,,
'155901102,1997,,
'156902001,1997,,
'156902041,1997,,
'156902101,1997,,
'156905001,1997,,
'157901001,1997,,
'157901041,1997,,
'157901101,1997,,
'157901199,1997,,
'158901001,1997,,
'158901041,1997,,
'158901043,1997,,
'158901101,1997,,
'158901102,1997,,
'158901103,1997,,
'158901104,1997,,
'158902001,1997,,
'158902041,1997,,
'158902101,1997,,
'158902102,1997,,
'158904101,1997,,
'158905001,1997,,
'158905002,1997,,
'158905041,1997,,
'158905101,1997,,
'158905102,1997,,
'158906002,1997,,
'158906003,1997,,
'158906041,1997,,
'158906102,1997,,
'158906103,1997,,
'159901001,1997,,
'159901002,1997,,
'159901003,1997,,
'159901041,1997,,
'159901042,1997,,
'159901101,1997,,
'159901102,1997,,
'159901103,1997,,
'159901104,1997,,
'159901105,1997,,
'159901106,1997,,
'159901107,1997,,
'159901109,1997,,
'159901110,1997,,
'159901111,1997,,
'159901112,1997,,
'159901113,1997,,
'160901001,1997,,
'160901041,1997,,
'160901101,1997,,
'160901103,1997,,
'160901104,1997,,
'160904001,1997,,
'160905001,1997,,
'161801101,1997,,
'161901001,1997,,
'161901101,1997,,
'161903001,1997,,
'161903002,1997,,
'161903003,1997,,
'161903004,1997,,
'161903041,1997,,
'161903101,1997,,
'161903102,1997,,
'161903103,1997,,
'161903104,1997,,
'161903105,1997,,
'161903106,1997,,
'161906002,1997,,
'161906003,1997,,
'161906004,1997,,
'161906042,1997,,
'161906103,1997,,
'161906105,1997,,
'161906106,1997,,
'161907001,1997,,
'161907002,1997,,
'161907003,1997,,
'161907041,1997,,
'161907101,1997,,
'161908002,1997,,
'161908041,1997,,
'161908102,1997,,
'161909001,1997,,
'161909002,1997,,
'161909004,1997,,
'161909041,1997,,
'161909101,1997,,
'161910001,1997,,
'161910041,1997,,
'161910101,1997,,
'161910102,1997,,
'161910103,1997,,
'161912001,1997,,
'161914002,1997,,
'161914003,1997,,
'161914004,1997,,
'161914005,1997,,
'161914007,1997,,
'161914041,1997,,
'161914044,1997,,
'161914045,1997,,
'161914046,1997,,
'161914048,1997,,
'161914101,1997,,
'161914103,1997,,
'161914105,1997,,
'161914106,1997,,
'161914107,1997,,
'161914109,1997,,
'161914110,1997,,
'161914112,1997,,
'161914114,1997,,
'161914115,1997,,
'161914116,1997,,
'161914118,1997,,
'161914120,1997,,
'161914121,1997,,
'161914125,1997,,
'161914126,1997,,
'161914127,1997,,
'161914130,1997,,
'161914132,1997,,
'161914198,1997,,
'161916001,1997,,
'161916002,1997,,
'161916042,1997,,
'161916102,1997,,
'161916198,1997,,
'161918001,1997,,
'161918002,1997,,
'161918101,1997,,
'161918199,1997,,
'161919001,1997,,
'161919041,1997,,
'161919101,1997,,
'161919198,1997,,
'161920001,1997,,
'161920041,1997,,
'161920102,1997,,
'161920103,1997,,
'161921001,1997,,
'161921002,1997,,
'161921041,1997,,
'161921101,1997,,
'161921102,1997,,
'161921103,1997,,
'161922001,1997,,
'161922004,1997,,
'161922041,1997,,
'161922101,1997,,
'161922102,1997,,
'161922103,1997,,
'161923001,1997,,
'161924101,1997,,
'161925101,1997,,
'162904001,1997,,
'163901001,1997,,
'163901041,1997,,
'163901101,1997,,
'163901102,1997,,
'163902001,1997,,
'163903001,1997,,
'163903041,1997,,
'163903101,1997,,
'163903102,1997,,
'163904001,1997,,
'163904041,1997,,
'163904102,1997,,
'163904103,1997,,
'163904104,1997,,
'163908001,1997,,
'163908002,1997,,
'163908041,1997,,
'163908101,1997,,
'163908102,1997,,
'164901001,1997,,
'164901041,1997,,
'164901101,1997,,
'164901195,1997,,
'165901002,1997,,
'165901003,1997,,
'165901004,1997,,
'165901041,1997,,
'165901042,1997,,
'165901044,1997,,
'165901045,1997,,
'165901046,1997,,
'165901047,1997,,
'165901101,1997,,
'165901102,1997,,
'165901104,1997,,
'165901105,1997,,
'165901106,1997,,
'165901107,1997,,
'165901108,1997,,
'165901109,1997,,
'165901110,1997,,
'165901111,1997,,
'165901112,1997,,
'165901113,1997,,
'165901114,1997,,
'165901115,1997,,
'165901116,1997,,
'165901117,1997,,
'165901118,1997,,
'165901119,1997,,
'165901120,1997,,
'165901121,1997,,
'165901122,1997,,
'165901123,1997,,
'165901125,1997,,
'165901126,1997,,
'165901127,1997,,
'165901128,1997,,
'165902001,1997,,
'165902101,1997,,
'166901002,1997,,
'166901041,1997,,
'166901101,1997,,
'166901104,1997,,
'166902101,1997,,
'166903001,1997,,
'166903102,1997,,
'166904001,1997,,
'166904041,1997,,
'166904042,1997,,
'166904101,1997,,
'166905001,1997,,
'166905101,1997,,
'166907001,1997,,
'167901001,1997,,
'167901101,1997,,
'167901102,1997,,
'167902001,1997,,
'167903001,1997,,
'167904001,1997,,
'168901001,1997,,
'168901002,1997,,
'168901041,1997,,
'168901101,1997,,
'168901102,1997,,
'168902001,1997,,
'168903001,1997,,
'169901001,1997,,
'169901041,1997,,
'169901101,1997,,
'169901105,1997,,
'169902001,1997,,
'169902041,1997,,
'169902101,1997,,
'169906001,1997,,
'169906101,1997,,
'169908101,1997,,
'169909001,1997,,
'169909101,1997,,
'169910001,1997,,
'169911001,1997,,
'169911101,1997,,
'170902001,1997,,
'170902002,1997,,
'170902003,1997,,
'170902005,1997,,
'170902007,1997,,
'170902008,1997,,
'170902010,1997,,
'170902011,1997,,
'170902041,1997,,
'170902042,1997,,
'170902044,1997,,
'170902045,1997,,
'170902046,1997,,
'170902047,1997,,
'170902048,1997,,
'170902049,1997,,
'170902050,1997,,
'170902051,1997,,
'170902052,1997,,
'170902067,1997,,
'170902101,1997,,
'170902102,1997,,
'170902103,1997,,
'170902104,1997,,
'170902105,1997,,
'170902107,1997,,
'170902108,1997,,
'170902109,1997,,
'170902112,1997,,
'170902113,1997,,
'170902114,1997,,
'170902115,1997,,
'170902116,1997,,
'170902117,1997,,
'170902118,1997,,
'170902119,1997,,
'170902120,1997,,
'170902121,1997,,
'170902122,1997,,
'170903002,1997,,
'170903042,1997,,
'170903051,1997,,
'170903103,1997,,
'170904002,1997,,
'170904003,1997,,
'170904042,1997,,
'170904101,1997,,
'170904103,1997,,
'170904104,1997,,
'170904105,1997,,
'170906001,1997,,
'170906041,1997,,
'170906042,1997,,
'170906102,1997,,
'170906103,1997,,
'170906104,1997,,
'170906105,1997,,
'170907001,1997,,
'170907041,1997,,
'170907101,1997,,
'170907102,1997,,
'170908001,1997,,
'170908002,1997,,
'170908041,1997,,
'170908101,1997,,
'170908102,1997,,
'170908104,1997,,
'170908105,1997,,
'170908106,1997,,
'171901001,1997,,
'171901002,1997,,
'171901041,1997,,
'171901101,1997,,
'171901102,1997,,
'171901103,1997,,
'171901104,1997,,
'171901105,1997,,
'171902001,1997,,
'171902002,1997,,
'171902101,1997,,
'172902001,1997,,
'172902041,1997,,
'172902101,1997,,
'172902102,1997,,
'172902103,1997,,
'172905002,1997,,
'172905041,1997,,
'172905102,1997,,
'173901001,1997,,
'174901001,1997,,
'174901101,1997,,
'174902001,1997,,
'174903001,1997,,
'174903101,1997,,
'174904002,1997,,
'174904003,1997,,
'174904041,1997,,
'174904101,1997,,
'174904102,1997,,
'174904103,1997,,
'174904104,1997,,
'174904105,1997,,
'174904106,1997,,
'174904107,1997,,
'174906001,1997,,
'174906041,1997,,
'174906101,1997,,
'174906102,1997,,
'174908001,1997,,
'174908101,1997,,
'174909001,1997,,
'174910101,1997,,
'174910102,1997,,
'174911001,1997,,
'175902001,1997,,
'175902041,1997,,
'175902101,1997,,
'175903001,1997,,
'175903002,1997,,
'175903041,1997,,
'175903042,1997,,
'175903101,1997,,
'175903103,1997,,
'175903104,1997,,
'175903106,1997,,
'175903107,1997,,
'175903108,1997,,
'175903110,1997,,
'175904001,1997,,
'175904101,1997,,
'175905001,1997,,
'175905101,1997,,
'175907001,1997,,
'175910001,1997,,
'175910101,1997,,
'175911101,1997,,
'176901001,1997,,
'176901101,1997,,
'176902002,1997,,
'176902041,1997,,
'176902102,1997,,
'176902104,1997,,
'176903001,1997,,
'176903041,1997,,
'176903101,1997,,
'177901001,1997,,
'177901101,1997,,
'177902001,1997,,
'177902003,1997,,
'177902041,1997,,
'177902101,1997,,
'177902102,1997,,
'177902104,1997,,
'177902105,1997,,
'177902106,1997,,
'177903001,1997,,
'177905001,1997,,
'178801001,1997,,
'178802101,1997,,
'178901001,1997,,
'178901101,1997,,
'178902001,1997,,
'178902041,1997,,
'178902101,1997,,
'178902102,1997,,
'178902103,1997,,
'178903001,1997,,
'178903041,1997,,
'178903101,1997,,
'178903103,1997,,
'178903104,1997,,
'178903105,1997,,
'178904001,1997,,
'178904002,1997,,
'178904003,1997,,
'178904004,1997,,
'178904005,1997,,
'178904007,1997,,
'178904009,1997,,
'178904041,1997,,
'178904043,1997,,
'178904045,1997,,
'178904046,1997,,
'178904047,1997,,
'178904048,1997,,
'178904049,1997,,
'178904050,1997,,
'178904052,1997,,
'178904053,1997,,
'178904054,1997,,
'178904055,1997,,
'178904056,1997,,
'178904101,1997,,
'178904103,1997,,
'178904104,1997,,
'178904105,1997,,
'178904106,1997,,
'178904107,1997,,
'178904108,1997,,
'178904109,1997,,
'178904110,1997,,
'178904111,1997,,
'178904115,1997,,
'178904116,1997,,
'178904117,1997,,
'178904118,1997,,
'178904119,1997,,
'178904120,1997,,
'178904121,1997,,
'178904122,1997,,
'178904123,1997,,
'178904124,1997,,
'178904125,1997,,
'178904127,1997,,
'178904129,1997,,
'178904130,1997,,
'178904132,1997,,
'178904133,1997,,
'178904134,1997,,
'178904136,1997,,
'178904137,1997,,
'178904138,1997,,
'178904139,1997,,
'178904140,1997,,
'178904141,1997,,
'178904142,1997,,
'178904143,1997,,
'178904144,1997,,
'178904146,1997,,
'178904147,1997,,
'178904148,1997,,
'178904150,1997,,
'178904151,1997,,
'178904152,1997,,
'178904153,1997,,
'178905101,1997,,
'178906101,1997,,
'178908001,1997,,
'178908041,1997,,
'178908101,1997,,
'178909001,1997,,
'178909002,1997,,
'178909003,1997,,
'178909041,1997,,
'178909042,1997,,
'178909101,1997,,
'178909103,1997,,
'178909104,1997,,
'178909105,1997,,
'178912001,1997,,
'178912002,1997,,
'178912041,1997,,
'178912101,1997,,
'178912104,1997,,
'178913001,1997,,
'178913041,1997,,
'178913101,1997,,
'178914001,1997,,
'178914003,1997,,
'178914041,1997,,
'178914101,1997,,
'178914103,1997,,
'178914105,1997,,
'178914106,1997,,
'178915001,1997,,
'178915041,1997,,
'178915101,1997,,
'178915102,1997,,
'178915103,1997,,
'179901001,1997,,
'179901041,1997,,
'179901101,1997,,
'179901102,1997,,
'180901001,1997,,
'180901041,1997,,
'180901101,1997,,
'180902001,1997,,
'180902101,1997,,
'180903001,1997,,
'180904101,1997,,
'181901001,1997,,
'181901041,1997,,
'181901101,1997,,
'181901102,1997,,
'181901103,1997,,
'181905001,1997,,
'181905041,1997,,
'181905102,1997,,
'181906001,1997,,
'181906004,1997,,
'181906041,1997,,
'181906101,1997,,
'181906102,1997,,
'181906103,1997,,
'181906104,1997,,
'181906112,1997,,
'181907001,1997,,
'181907002,1997,,
'181907041,1997,,
'181907101,1997,,
'181907102,1997,,
'181907103,1997,,
'181907104,1997,,
'181908001,1997,,
'181908041,1997,,
'181908042,1997,,
'181908101,1997,,
'181908102,1997,,
'181908103,1997,,
'182901001,1997,,
'182902001,1997,,
'182902101,1997,,
'182903001,1997,,
'182903041,1997,,
'182903103,1997,,
'182903104,1997,,
'182903105,1997,,
'182904001,1997,,
'182904101,1997,,
'182905001,1997,,
'182906101,1997,,
'183901001,1997,,
'183901041,1997,,
'183901101,1997,,
'183902001,1997,,
'183902042,1997,,
'183902101,1997,,
'183902103,1997,,
'183902104,1997,,
'183904001,1997,,
'184901001,1997,,
'184902001,1997,,
'184902002,1997,,
'184902041,1997,,
'184902104,1997,,
'184902105,1997,,
'184902106,1997,,
'184903001,1997,,
'184903041,1997,,
'184903101,1997,,
'184903102,1997,,
'184903103,1997,,
'184903104,1997,,
'184903105,1997,,
'184903106,1997,,
'184903108,1997,,
'184904001,1997,,
'184904101,1997,,
'184907001,1997,,
'184907041,1997,,
'184907101,1997,,
'184907102,1997,,
'184908001,1997,,
'184908041,1997,,
'184908101,1997,,
'184909001,1997,,
'184909101,1997,,
'184911101,1997,,
'185901001,1997,,
'185901041,1997,,
'185901101,1997,,
'185902001,1997,,
'185902041,1997,,
'185902101,1997,,
'185903001,1997,,
'185903041,1997,,
'185903101,1997,,
'185903102,1997,,
'185904001,1997,,
'186901001,1997,,
'186902001,1997,,
'186902041,1997,,
'186902101,1997,,
'186902102,1997,,
'186902103,1997,,
'186902104,1997,,
'186902105,1997,,
'186903001,1997,,
'186903002,1997,,
'186903041,1997,,
'186903101,1997,,
'187901001,1997,,
'187903001,1997,,
'187903101,1997,,
'187904001,1997,,
'187904041,1997,,
'187904103,1997,,
'187904104,1997,,
'187906001,1997,,
'187906101,1997,,
'187907002,1997,,
'187907041,1997,,
'187907101,1997,,
'187907102,1997,,
'187907103,1997,,
'187910041,1997,,
'187910101,1997,,
'188901001,1997,,
'188901002,1997,,
'188901003,1997,,
'188901004,1997,,
'188901005,1997,,
'188901041,1997,,
'188901042,1997,,
'188901043,1997,,
'188901044,1997,,
'188901045,1997,,
'188901046,1997,,
'188901047,1997,,
'188901048,1997,,
'188901101,1997,,
'188901102,1997,,
'188901103,1997,,
'188901104,1997,,
'188901105,1997,,
'188901106,1997,,
'188901107,1997,,
'188901108,1997,,
'188901109,1997,,
'188901111,1997,,
'188901112,1997,,
'188901113,1997,,
'188901114,1997,,
'188901115,1997,,
'188901119,1997,,
'188901120,1997,,
'188901121,1997,,
'188901122,1997,,
'188901123,1997,,
'188901124,1997,,
'188901125,1997,,
'188901126,1997,,
'188901127,1997,,
'188901128,1997,,
'188901130,1997,,
'188901131,1997,,
'188901132,1997,,
'188901133,1997,,
'188901134,1997,,
'188901135,1997,,
'188901137,1997,,
'188901138,1997,,
'188901139,1997,,
'188901140,1997,,
'188901141,1997,,
'188901170,1997,,
'188901171,1997,,
'188902001,1997,,
'188902101,1997,,
'188902102,1997,,
'188903001,1997,,
'188903101,1997,,
'188904041,1997,,
'188904101,1997,,
'189901001,1997,,
'189901101,1997,,
'189901102,1997,,
'189902001,1997,,
'189902041,1997,,
'189902101,1997,,
'189902102,1997,,
'190903001,1997,,
'190903002,1997,,
'190903041,1997,,
'190903101,1997,,
'190903199,1997,,
'191901001,1997,,
'191901002,1997,,
'191901003,1997,,
'191901041,1997,,
'191901043,1997,,
'191901044,1997,,
'191901101,1997,,
'191901104,1997,,
'191901105,1997,,
'191901106,1997,,
'191901107,1997,,
'191901108,1997,,
'191901109,1997,,
'192901001,1997,,
'192901041,1997,,
'192901101,1997,,
'193902001,1997,,
'194902001,1997,,
'194902041,1997,,
'194902101,1997,,
'194903001,1997,,
'194903101,1997,,
'194903102,1997,,
'194904002,1997,,
'194904042,1997,,
'194904103,1997,,
'194905001,1997,,
'194905041,1997,,
'194905101,1997,,
'195901001,1997,,
'195901002,1997,,
'195901041,1997,,
'195901042,1997,,
'195901101,1997,,
'195901103,1997,,
'195901104,1997,,
'195901106,1997,,
'195901108,1997,,
'195901109,1997,,
'195901200,1997,,
'195902001,1997,,
'196901001,1997,,
'196901102,1997,,
'196902001,1997,,
'196902041,1997,,
'196902102,1997,,
'196903001,1997,,
'196903041,1997,,
'196903103,1997,,
'197902001,1997,,
'198901001,1997,,
'198901041,1997,,
'198901101,1997,,
'198902001,1997,,
'198902101,1997,,
'198903001,1997,,
'198903041,1997,,
'198903101,1997,,
'198905002,1997,,
'198905042,1997,,
'198905102,1997,,
'198905103,1997,,
'198906101,1997,,
'199901001,1997,,
'199901002,1997,,
'199901041,1997,,
'199901042,1997,,
'199901101,1997,,
'199901102,1997,,
'199901103,1997,,
'199901105,1997,,
'199901106,1997,,
'199901107,1997,,
'199902002,1997,,
'199902041,1997,,
'199902102,1997,,
'199902103,1997,,
'200901001,1997,,
'200901002,1997,,
'200901041,1997,,
'200901101,1997,,
'200902001,1997,,
'200902002,1997,,
'200902101,1997,,
'200902180,1997,,
'200902190,1997,,
'200902195,1997,,
'200902200,1997,,
'200904001,1997,,
'200904002,1997,,
'200904041,1997,,
'200904101,1997,,
'200906101,1997,,
'201902001,1997,,
'201902002,1997,,
'201902041,1997,,
'201902101,1997,,
'201902102,1997,,
'201902106,1997,,
'201902107,1997,,
'201902108,1997,,
'201903001,1997,,
'201904001,1997,,
'201904101,1997,,
'201907001,1997,,
'201907101,1997,,
'201908001,1997,,
'201908101,1997,,
'201910002,1997,,
'201910041,1997,,
'201910102,1997,,
'201910104,1997,,
'201913001,1997,,
'201914001,1997,,
'201914041,1997,,
'201914101,1997,,
'201914104,1997,,
'202903001,1997,,
'202903041,1997,,
'202903101,1997,,
'202905002,1997,,
'202905102,1997,,
'203901002,1997,,
'203901003,1997,,
'203901101,1997,,
'203901102,1997,,
'203902001,1997,,
'203902101,1997,,
'204901001,1997,,
'204901041,1997,,
'204901102,1997,,
'204901103,1997,,
'204904001,1997,,
'204904041,1997,,
'204904101,1997,,
'205901001,1997,,
'205901041,1997,,
'205901101,1997,,
'205901102,1997,,
'205901103,1997,,
'205902001,1997,,
'205902041,1997,,
'205902101,1997,,
'205902102,1997,,
'205902103,1997,,
'205902104,1997,,
'205902105,1997,,
'205903001,1997,,
'205903042,1997,,
'205903102,1997,,
'205903103,1997,,
'205904001,1997,,
'205904002,1997,,
'205904041,1997,,
'205904101,1997,,
'205904102,1997,,
'205905001,1997,,
'205905041,1997,,
'205905101,1997,,
'205906001,1997,,
'205906002,1997,,
'205906003,1997,,
'205906041,1997,,
'205906101,1997,,
'205906102,1997,,
'205906103,1997,,
'205907001,1997,,
'205907002,1997,,
'205907041,1997,,
'205907101,1997,,
'205907103,1997,,
'206901001,1997,,
'206901041,1997,,
'206901101,1997,,
'206901102,1997,,
'206902001,1997,,
'206903001,1997,,
'206903101,1997,,
'207901001,1997,,
'207901041,1997,,
'207901101,1997,,
'208901001,1997,,
'208902001,1997,,
'208902002,1997,,
'208902041,1997,,
'208902101,1997,,
'208902102,1997,,
'208902105,1997,,
'208902106,1997,,
'208902107,1997,,
'208903001,1997,,
'209901001,1997,,
'209901101,1997,,
'209902001,1997,,
'210901001,1997,,
'210901041,1997,,
'210901101,1997,,
'210901102,1997,,
'210901104,1997,,
'210902001,1997,,
'210902102,1997,,
'210903002,1997,,
'210904001,1997,,
'210904101,1997,,
'210905001,1997,,
'210905101,1997,,
'210905102,1997,,
'210906101,1997,,
'211901101,1997,,
'211902001,1997,,
'211902041,1997,,
'211902102,1997,,
'212901001,1997,,
'212901041,1997,,
'212901101,1997,,
'212902001,1997,,
'212902041,1997,,
'212902101,1997,,
'212903001,1997,,
'212903041,1997,,
'212903101,1997,,
'212903102,1997,,
'212903103,1997,,
'212904002,1997,,
'212904041,1997,,
'212904102,1997,,
'212905001,1997,,
'212905003,1997,,
'212905005,1997,,
'212905007,1997,,
'212905041,1997,,
'212905042,1997,,
'212905043,1997,,
'212905044,1997,,
'212905045,1997,,
'212905046,1997,,
'212905047,1997,,
'212905101,1997,,
'212905102,1997,,
'212905103,1997,,
'212905104,1997,,
'212905105,1997,,
'212905106,1997,,
'212905107,1997,,
'212905108,1997,,
'212905109,1997,,
'212905110,1997,,
'212905111,1997,,
'212905112,1997,,
'212905114,1997,,
'212905115,1997,,
'212905116,1997,,
'212905117,1997,,
'212905118,1997,,
'212905119,1997,,
'212906001,1997,,
'212906041,1997,,
'212906101,1997,,
'212906102,1997,,
'212906103,1997,,
'212909001,1997,,
'212909002,1997,,
'212909042,1997,,
'212909101,1997,,
'212909102,1997,,
'212909103,1997,,
'212910001,1997,,
'212910041,1997,,
'212910101,1997,,
'213901001,1997,,
'213901041,1997,,
'213901101,1997,,
'213901102,1997,,
'214901001,1997,,
'214901002,1997,,
'214901041,1997,,
'214901042,1997,,
'214901043,1997,,
'214901102,1997,,
'214901103,1997,,
'214901104,1997,,
'214901105,1997,,
'214901107,1997,,
'214901108,1997,,
'214902001,1997,,
'214903001,1997,,
'214903002,1997,,
'214903003,1997,,
'214903041,1997,,
'214903101,1997,,
'214903102,1997,,
'214903103,1997,,
'214903104,1997,,
'214903105,1997,,
'214903106,1997,,
'215901001,1997,,
'215901002,1997,,
'215901041,1997,,
'215901101,1997,,
'215901102,1997,,
'215901103,1997,,
'216901001,1997,,
'216901002,1997,,
'216901041,1997,,
'216901101,1997,,
'216901181,1997,,
'216901195,1997,,
'217901001,1997,,
'217901041,1997,,
'217901101,1997,,
'218901001,1997,,
'218901041,1997,,
'218901101,1997,,
'219901001,1997,,
'219901041,1997,,
'219901101,1997,,
'219903001,1997,,
'219903041,1997,,
'219903101,1997,,
'219903102,1997,,
'219905001,1997,,
'219905101,1997,,
'220901001,1997,,
'220901002,1997,,
'220901003,1997,,
'220901004,1997,,
'220901005,1997,,
'220901006,1997,,
'220901007,1997,,
'220901008,1997,,
'220901041,1997,,
'220901045,1997,,
'220901046,1997,,
'220901047,1997,,
'220901048,1997,,
'220901049,1997,,
'220901050,1997,,
'220901051,1997,,
'220901052,1997,,
'220901053,1997,,
'220901054,1997,,
'220901101,1997,,
'220901102,1997,,
'220901103,1997,,
'220901104,1997,,
'220901107,1997,,
'220901109,1997,,
'220901110,1997,,
'220901111,1997,,
'220901112,1997,,
'220901113,1997,,
'220901114,1997,,
'220901116,1997,,
'220901117,1997,,
'220901119,1997,,
'220901120,1997,,
'220901121,1997,,
'220901122,1997,,
'220901123,1997,,
'220901124,1997,,
'220901125,1997,,
'220901126,1997,,
'220901128,1997,,
'220901129,1997,,
'220901130,1997,,
'220901131,1997,,
'220901132,1997,,
'220901133,1997,,
'220901134,1997,,
'220901135,1997,,
'220901136,1997,,
'220901137,1997,,
'220901139,1997,,
'220901140,1997,,
'220901141,1997,,
'220901142,1997,,
'220901143,1997,,
'220901144,1997,,
'220901145,1997,,
'220901146,1997,,
'220901147,1997,,
'220901148,1997,,
'220901149,1997,,
'220901150,1997,,
'220901300,1997,,
'220902001,1997,,
'220902002,1997,,
'220902003,1997,,
'220902004,1997,,
'220902006,1997,,
'220902007,1997,,
'220902008,1997,,
'220902041,1997,,
'220902042,1997,,
'220902043,1997,,
'220902044,1997,,
'220902045,1997,,
'220902046,1997,,
'220902047,1997,,
'220902101,1997,,
'220902102,1997,,
'220902103,1997,,
'220902104,1997,,
'220902105,1997,,
'220902106,1997,,
'220902107,1997,,
'220902108,1997,,
'220902109,1997,,
'220902110,1997,,
'220902111,1997,,
'220902112,1997,,
'220902113,1997,,
'220902114,1997,,
'220902115,1997,,
'220902116,1997,,
'220902117,1997,,
'220902118,1997,,
'220902119,1997,,
'220902120,1997,,
'220904001,1997,,
'220904041,1997,,
'220904101,1997,,
'220904102,1997,,
'220904103,1997,,
'220904104,1997,,
'220905001,1997,,
'220905002,1997,,
'220905004,1997,,
'220905005,1997,,
'220905006,1997,,
'220905008,1997,,
'220905009,1997,,
'220905010,1997,,
'220905011,1997,,
'220905014,1997,,
'220905015,1997,,
'220905016,1997,,
'220905017,1997,,
'220905018,1997,,
'220905019,1997,,
'220905020,1997,,
'220905021,1997,,
'220905022,1997,,
'220905024,1997,,
'220905025,1997,,
'220905026,1997,,
'220905031,1997,,
'220905033,1997,,
'220905035,1997,,
'220905039,1997,,
'220905041,1997,,
'220905042,1997,,
'220905043,1997,,
'220905044,1997,,
'220905045,1997,,
'220905046,1997,,
'220905047,1997,,
'220905048,1997,,
'220905049,1997,,
'220905050,1997,,
'220905051,1997,,
'220905052,1997,,
'220905053,1997,,
'220905054,1997,,
'220905055,1997,,
'220905056,1997,,
'220905057,1997,,
'220905058,1997,,
'220905059,1997,,
'220905060,1997,,
'220905061,1997,,
'220905062,1997,,
'220905063,1997,,
'220905064,1997,,
'220905065,1997,,
'220905066,1997,,
'220905101,1997,,
'220905103,1997,,
'220905104,1997,,
'220905105,1997,,
'220905107,1997,,
'220905110,1997,,
'220905111,1997,,
'220905114,1997,,
'220905115,1997,,
'220905116,1997,,
'220905117,1997,,
'220905119,1997,,
'220905120,1997,,
'220905121,1997,,
'220905122,1997,,
'220905123,1997,,
'220905124,1997,,
'220905125,1997,,
'220905126,1997,,
'220905127,1997,,
'220905130,1997,,
'220905132,1997,,
'220905133,1997,,
'220905134,1997,,
'220905135,1997,,
'220905137,1997,,
'220905138,1997,,
'220905139,1997,,
'220905141,1997,,
'220905143,1997,,
'220905144,1997,,
'220905146,1997,,
'220905147,1997,,
'220905148,1997,,
'220905149,1997,,
'220905150,1997,,
'220905151,1997,,
