DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,YEAR
'131001,0,0,0,0,0,0,.,.,0,2010
'132902,0,0,9.1,0,0,0,0,0,0,2010
'133901,2,2.8,0,0,0,2.7,4.8,4.4,0,2010
'133902,0,0,0,0,0,3.7,0,0,0,2010
'133903,7.3,7.9,2.3,0.3,0.8,0.3,0.6,1.9,11.1,2010
'133904,1.5,1.3,2.8,0,1.2,1.5,1.5,0,1.6,2010
'133905,0,0,0,100,0,.,.,.,20,2010
'134901,10,3.6,2.8,7.8,4.3,0,0,0,4.2,2010
'135001,0,0,0,0,0,0,0,0,0,2010
'136901,8.3,3.8,0,2.5,12.8,0,2.3,4.5,12.5,2010
'137901,2.8,3.8,4.1,0.8,2.4,1.7,0.4,2.2,1,2010
'137902,7.4,4.3,5.6,0,7.1,3.4,0,1.5,1.8,2010
'137903,4.5,0,3.8,0,0,8.3,3,2.6,0,2010
'137904,5.6,0,0,0,0,0,0,0,0,2010
'138902,4.8,0,0,0,0,0,0,0,6.7,2010
'138903,4.3,0,6.9,0,3.8,0,0,0,17.6,2010
'138904,0,16.7,0,0,0,0,0,0,50,2010
'139905,0,1.8,1.7,0,1.9,0,0,0,1.7,2010
'139908,0,0,0,0,0,0,0,0,11.1,2010
'139909,6.4,2.8,0.9,0,2.1,0.4,0,0.9,3.6,2010
'139911,3.5,1.1,2.1,4.1,0.5,1,0,0.5,0.6,2010
'139912,5.8,1.6,1.4,0,0,0,2.6,3.7,6.3,2010
'140901,0,0,8.3,0,10,0,0,0,20,2010
'140904,7,1,1.2,1.1,1.2,0,0,0,0,2010
'140905,5.6,4.9,0,0,3,1.7,1.7,7.9,7,2010
'140907,3.7,4.5,8.7,4.3,4.8,0,0,0,34.8,2010
'140908,3.7,0,0,0,7.4,0,0,0,7.7,2010
'141901,6.1,2.5,1,1.4,0.9,0.4,0.4,0.5,5,2010
'141902,13.6,0,0,0,0,0,0,0,28.6,2010
'142901,8.3,1.2,3.2,0,0,0,0,0,7.1,2010
'143901,0,0,2,0,8.6,0,0,0,4.3,2010
'143902,0,0,0,0,3.7,6.3,6.3,0,5,2010
'143903,2.9,0,2.9,0,0,0,8.8,2.8,2.2,2010
'143904,0,0,0,0,0,0,0,0,0,2010
'143905,6.7,0,0,8.3,0,0,0,0,0,2010
'143906,0,0,0,0,0,0,0,0,0,2010
'144901,10.3,4.1,3.4,0,3.7,0,0.9,4.7,1.8,2010
'144902,3.4,0,0,0,1.6,0,0,2.8,4.7,2010
'144903,0,0,0,0,9.1,11.1,0,0,0,2010
'145901,14.9,5.4,3.9,0,0,0,1.9,0,2.1,2010
'145902,3.7,3.6,8,2.6,1.8,3.2,6.8,0,6.8,2010
'145906,6.1,0,0,3,0,2.5,0,0,10.6,2010
'145907,0,0,0,0,5.3,0,0,0,12.5,2010
'145911,0,0,1.9,0,0,0,0,0,5.4,2010
'146901,2.1,1.3,1.1,1.9,3.7,5.1,5,1.6,0.4,2010
'146902,3.8,5.7,0.9,0.3,5.4,0.6,0.6,3.1,3.3,2010
'146903,8.3,9.1,8.3,0,0,0,0,0,6.7,2010
'146904,9.6,3.7,4.9,1.2,4.6,0,3.4,0,1.4,2010
'146905,12.9,0,0,0,0,0,0,0,7.1,2010
'146906,5.5,0.6,0.6,0,0.6,0,1.3,0.7,0,2010
'146907,5.5,0.8,0,0,5.7,4.3,5.1,1.2,0,2010
'147901,4.8,8.7,7.1,0,0,0,0,0,3.8,2010
'147902,0,1,1.9,1.1,0,0,0,0,3.1,2010
'147903,8.6,6.7,0,3.8,4.1,0.8,0,2.4,4.8,2010
'148901,0,0,0,0,0,0,0,0,0,2010
'148902,0,0,0,0,0,0,0,7.1,0,2010
'148903,0,0,0,0,0,0,0,0,12.5,2010
'148905,0,0,0,0,0,0,0,0,8.3,2010
'149901,2.6,5.2,0,0,2.6,0,0,1.2,4.4,2010
'149902,0,0,0,0,0,0,5,0,3.1,2010
'150901,4.3,0.7,0.8,1.5,0,0,0.7,0.8,2.9,2010
'152802,4.3,5.6,0,9.1,0,0,0,14.3,11.1,2010
'152803,.,.,.,.,.,.,.,.,.,2010
'152805,0,3.6,6.5,3.6,0,3.3,0,0,0,2010
'152901,5.8,3.8,2.4,1.5,1.5,0.4,0.4,0.8,3.3,2010
'152902,7.8,1.7,2.4,0,0,0,0,4.4,5,2010
'152903,8,2.2,0,2.5,9.1,2.3,2.6,1.3,1,2010
'152906,4.3,1.1,0.8,0,0,0,0,0,5.8,2010
'152907,6.5,1.4,0.8,0.8,0.8,0.6,0,0.7,4.3,2010
'152908,0,2.9,5.1,6.1,0,0,1.6,0,4.9,2010
'152909,6.3,1.2,1.8,1,3.8,1.2,0,1,7.1,2010
'152910,4.8,0,1.5,0,4.5,1.4,0,0,2.8,2010
'153903,12.5,0,3.8,10.3,5.9,3.8,0,0,0,2010
'153904,2.6,0,5.7,0,1.9,2.3,0,0,2,2010
'153905,0,20,0,0,0,0,0,0,0,2010
'153907,11.1,0,0,0,0,0,0,0,9.1,2010
'154901,9.3,1.3,0,0.7,0,0,0,0,5.6,2010
'154903,10,3.8,0,0,7.1,0,0,5.9,0,2010
'155901,4.4,5,3.3,1,2.5,0,2.6,1.3,2.7,2010
'156902,5,0,1.7,0,0,2.2,1.8,6.7,0,2010
'156905,0,0,0,0,0,0,0,0,0,2010
'157901,4,6.4,0,6,0,5.1,0,6.1,10.5,2010
'158901,8.7,4,0.4,0.4,1.2,0.4,0.8,0.4,3.1,2010
'158902,1.9,0,4.7,0,1.6,1.9,0,1.9,1.7,2010
'158904,15.4,0,0,0,0,0,.,.,10,2010
'158905,8.1,6.3,2,3.5,0,1.1,1,1.7,3.5,2010
'158906,9.8,11,0,0,2,0,1.7,0,4.3,2010
'159901,8.7,6.6,4.1,0.4,3,0,1.4,0.3,2.4,2010
'160901,1.1,1.2,1.2,0,1,1.4,0,0,4.4,2010
'160904,0,14.3,0,0,11.8,0,0,0,20,2010
'160905,0,0,0,0,0,0,0,0,0,2010
'161801,14.3,0,4.3,7.4,6.3,.,.,.,0,2010
'161802,6.9,15.4,3.6,5.6,3.6,13,5.6,0,3.2,2010
'161807,5.3,0,11.9,2.3,2.7,0,0,0,0,2010
'161901,0,8.8,0,0,0,0,1.6,0,3.6,2010
'161903,4.3,0.2,1.2,0.4,0.2,0.5,0.7,0.7,2.8,2010
'161906,6.9,9.3,0.6,0,0,0,1.3,3,1.5,2010
'161907,4.3,0,1.7,4,0,0.9,3.4,2.2,4.1,2010
'161908,6.3,6.5,7.4,0,0,0,0,0,7.5,2010
'161909,0,0,2,1.2,2.1,0,0,0,1.1,2010
'161910,8.7,2.1,2.3,5,3.8,0,0,0,2.2,2010
'161912,3.3,0,0,0,0,0,0,0,2.6,2010
'161914,6.5,4.6,3.4,3.5,2.9,2.1,5.1,2.5,1.4,2010
'161916,8,1.3,0,0,1.1,3.1,1.1,1,1.3,2010
'161918,8.9,0,0,0,2,0,0,0,0,2010
'161919,3.8,2.4,4.8,0,5,0,0,0,10.4,2010
'161920,3.5,3.5,2.5,0.6,0.6,0.8,4.7,2.8,9,2010
'161921,5.3,5,2.9,0,7,0,3.6,0.6,1.4,2010
'161922,5.8,1.4,1.7,1.6,0.6,0,2.2,0,3.9,2010
'161923,3.2,8,2.9,0,0,0,0,3.1,0,2010
'161924,0,0,0,0,0,0,.,.,0,2010
'161925,0,8.3,0,0,0,14.3,8.3,0,0,2010
'162904,0,0,0,0,0,0,0,0,0,2010
'163901,9,3.1,1.4,0.8,0,0.8,1.4,1.6,0,2010
'163902,15,5.6,5,4.2,0,4.5,0,0,4.3,2010
'163903,6.8,3.9,9.2,4.1,2.8,4,2.8,0,0,2010
'163904,4.8,3.4,2.2,0.6,0.7,0,0.6,0,12.4,2010
'163908,7.1,1,1.4,3.1,0,1.5,1.7,1.8,1.6,2010
'164901,4.8,0,0,4.8,4.3,0,0,0,7.7,2010
'165802,2.1,0,0,2.1,0,0,0,3.8,4.4,2010
'165901,3.6,0.8,0.9,0.6,1.5,0.1,0.2,0.4,4.1,2010
'165902,0.9,1,0.8,0,2.1,0.8,0,1.7,6.1,2010
'166901,12.8,4.9,1.9,0,4.4,2.1,2.2,1,7.4,2010
'166902,11.8,0,0,0,0,0,0,0,0,2010
'166903,4.2,0,8.6,0,0,3.4,0,0,12,2010
'166904,5.1,5.6,5.2,0,2,0.7,0,2.9,4.5,2010
'166905,3.3,5.6,0,3.7,0,0,0,0,0,2010
'166907,11.1,0,0,0,0,0,0,7.1,16.7,2010
'167901,2.9,0,0,0,0,0,0,0,0,2010
'167902,0,0,0,0,0,0,20,0,0,2010
'167903,.,0,33.3,0,0,.,14.3,0,0,2010
'167904,0,0,0,0,0,0,0,0,0,2010
'168901,7.7,2.7,0,0,0,0,0,2.9,6,2010
'168902,0,14.3,0,0,0,7.7,0,9.1,9.1,2010
'168903,0,0,0,0,0,6.7,9.1,0,25,2010
'169901,4.1,4,0,0,0,1.2,1.2,2.4,5.1,2010
'169902,3.8,1.8,0,0,0,0,0,0,6,2010
'169906,0,0,0,0,0,0,0,0,0,2010
'169908,0,0,0,0,0,0,0,0,15.4,2010
'169909,0,0,0,0,0,9.1,0,0,0,2010
'169910,0,0,0,0,0,0,0,0,0,2010
'169911,0,0,0,0,0,0,0,0,5,2010
'170801,8.1,2.9,2.8,0,0,2.8,0,0,9.1,2010
'170902,6.1,3.3,2.5,0.6,1.4,0.2,0.3,0.8,2.2,2010
'170903,12.2,1.2,0.4,1.4,1.1,0.5,1.4,1.8,5.3,2010
'170904,9.4,3.4,2.5,1.2,1.4,5.2,2,3.2,1,2010
'170906,5.6,2.8,0.9,0.7,0.3,0.3,1.5,1.3,3.4,2010
'170907,8.2,4.4,1.7,0,2.5,0,0,1.3,1.3,2010
'170908,9.3,5.3,3.2,1.6,1.8,0.2,1,3.8,1.5,2010
'171901,7.2,3.8,6.1,0.7,3,0,0,0.8,4.3,2010
'171902,7.4,3.1,2.6,5.6,0,0,0,0,3.2,2010
'172902,14.5,1.2,2.4,2.8,1.2,0,2.6,1.2,3.5,2010
'172905,1.9,0,2.1,1.5,0,1.5,0,4.4,7.3,2010
'173901,0,0,0,0,0,0,0,0,0,2010
'174801,0,0,0,0,0,.,.,.,0,2010
'174901,0,0,0,0,0,0,0,0,0,2010
'174902,0,0,0,9.7,3.4,0,0,2.2,2.6,2010
'174903,8.5,0,2,4.7,0,0,0,0,13.9,2010
'174904,2.5,0.9,2.2,0.5,3.5,0,0,1,0.4,2010
'174906,1.6,0,0,1.6,0,1.9,0,2,5.8,2010
'174908,1.9,0,3.6,0,0,0,0,0,3.1,2010
'174909,0,0,0,0,7.1,0,4.5,4,0,2010
'174910,0,0,0,0,0,0,0,0,16.7,2010
'174911,8.7,0,0,0,3.3,2.5,12,0,0,2010
'175902,6.5,0,4.7,3.7,0,0,0,0,6.5,2010
'175903,6.1,2.6,2.1,1.8,2.2,0,0.8,3.1,2.2,2010
'175904,0,3.4,0,2.9,8.8,0,0,5.3,6.5,2010
'175905,14.3,19.4,8.7,5.7,0,3.7,0,0,21.7,2010
'175907,15.1,5.9,10.9,11.9,7,0,0,2.5,2.9,2010
'175910,2.4,1.9,0,0,2.1,1.9,0,0,0,2010
'175911,3.2,0,0,0,0,0,0,0,0,2010
'176901,11.1,0,0,4.5,6.3,0,15,5.3,0,2010
'176902,12.1,2,1.3,4,6.1,5.6,7.6,8.1,5,2010
'176903,2.1,0,0,0,4.3,2.1,6.3,8.2,13.5,2010
'177901,0,4,10.5,0,0,0,0,0,0,2010
'177902,8.4,8,4.8,3,0.7,0.8,3.9,4.7,11,2010
'177903,14.3,0,0,0,0,0,0,0,0,2010
'177905,0,0,10,0,0,0,0,0,0,2010
'178801,.,.,.,.,.,0,20,0,0,2010
'178802,2.7,6.7,0,0,.,.,.,.,2.5,2010
'178804,.,.,.,.,.,.,.,.,.,2010
'178807,13.3,4.8,0,0,0,7.7,.,.,.,2010
'178808,.,.,.,.,0,7.7,3,0,.,2010
'178809,.,.,.,.,.,.,.,.,.,2010
'178901,8,0,0,0,0,0,8,4,0,2010
'178902,6.1,5.7,2.5,0,0,1.1,5.3,3.2,1.3,2010
'178903,4.4,2.5,0.7,0.4,0.4,0.4,0.4,0.8,1,2010
'178904,8,3.3,2.2,1.3,1.5,2.1,1.9,2.4,1.5,2010
'178905,4.8,0,0,0,0,0,0,0,0,2010
'178906,0,0,0,0,0,0,3.6,0,0,2010
'178908,3.3,0,0,0,0,0,0,0,5.9,2010
'178909,10.8,7,12,1.7,7.4,1,3.1,0.5,5.2,2010
'178912,4.3,3.1,1.9,0.5,0.5,0.9,1.6,0,3,2010
'178913,4.1,12.7,3.8,0,6,0,3.8,1.7,1.8,2010
'178914,5.3,1.2,2.6,0.6,2.9,0.3,1.8,2.5,0.3,2010
'178915,0,2.4,2.9,0,0,0,1.5,2.5,0.7,2010
'179901,4.1,0,1.4,2.4,6.9,0.8,1.3,0.7,3.6,2010
'180901,0,14.3,0,0,0,0,0,0,0,2010
'180902,0,0,0,0,0,0,0,0,8.3,2010
'180903,33.3,0,0,0,0,0,0,0,0,2010
'180904,0,0,0,0,0,0,.,.,0,2010
'181901,7.2,5.1,3.5,0.6,2,0,0.5,1.3,3.9,2010
'181905,9.6,0.9,2,0,0.8,0,0,0,4.5,2010
'181906,15.9,2,1.4,0,1.4,1.9,0,3.7,1.2,2010
'181907,7.7,1.9,1.1,0.4,2.8,0,0.3,0.7,5.4,2010
'181908,0,0.5,0,0.8,0,0,0.4,2.4,0.5,2010
'182901,12.5,0,0,0,0,0,0,0,0,2010
'182902,0,4.8,0,0,9.1,0,25,0,7.7,2010
'182903,4.6,3.8,3.4,1.3,4.2,3.1,0.9,0,2.6,2010
'182904,5.7,0,0,0,0,3,0,0,6.7,2010
'182905,0,0,0,0,11.1,0,0,0,9.1,2010
'182906,0,0,0,0,0,0,.,.,0,2010
'183801,.,.,.,.,.,.,.,6.7,.,2010
'183901,6,2,0,0,0,0,5.9,0,4.1,2010
'183902,6,2.4,1,0.6,5,0,1.8,1.9,5.2,2010
'183904,21.7,5.9,0,0,4.5,0,0,0,20,2010
'184801,.,.,.,.,.,.,.,.,.,2010
'184901,0,0,5.3,0,0,0,0,3.3,7.3,2010
'184902,2.2,0.4,0.9,1.4,4.7,0.9,0,1.9,1.3,2010
'184903,1.9,0.6,1.4,0,1.3,0.4,0,0.2,1.8,2010
'184904,0,0,7.7,0,0,0,0,0,2.1,2010
'184907,3.6,1,0.3,0.3,0.3,0.6,0.3,0,3.4,2010
'184908,2.5,2.6,0,0,2.9,1.4,1.5,1.2,3.1,2010
'184909,0,3.6,4,0,1.6,0,3.7,0,7,2010
'184911,0,0,0,5.6,10.5,16.7,6.7,0,0,2010
'185901,2.8,0,5.6,0,16.7,0,5.9,0,2.7,2010
'185902,7.5,0,0,6.1,4.8,10.5,0,0,0,2010
'185903,4.8,2.4,1.1,1.1,0,0,0,4,2.5,2010
'185904,0,8.3,16.7,0,0,0,0,0,0,2010
'186901,14.3,0,33.3,0,0,0,0,18.2,0,2010
'186902,2.3,3.1,0,0,0.7,3,3.5,1.7,2.2,2010
'186903,0,7.1,0,3.8,3.8,4.2,0,0,22.7,2010
'187901,8.3,0,3.3,0,2.4,0,0,14.3,0,2010
'187903,0,4.3,0,5.3,5.9,11.8,0,0,0,2010
'187904,4.1,3.6,0,0,1.4,0,0,0,1.5,2010
'187906,0,0,26.7,0,0,0,8.3,0,0,2010
'187907,4,2.4,2.5,0.4,1.5,0.8,0,0.8,1.8,2010
'187910,5.7,15.6,0,1.6,3.3,1.6,4.9,1.8,7.9,2010
'188801,.,.,.,.,.,.,.,.,.,2010
'188901,1.8,2.6,2.5,1.6,2.5,0.2,0.7,2.4,3.2,2010
'188902,6.5,2.3,4.3,1,4.4,1,0,1.1,0,2010
'188903,3.9,0,1.5,0,1.8,0,0,0,1.9,2010
'188904,2.9,0,0,1.3,0,0,0,0,2.5,2010
'189901,0,0,6.7,4.2,0,0,0,0,7.1,2010
'189902,13.3,3.5,5.9,3.2,0,0,0,1.9,9.5,2010
'190903,8.6,3,1,5.7,0,0,1.8,0,0,2010
'191901,1.1,0.3,0.9,0.2,1.1,0.3,0,0.2,1.5,2010
'192901,3.7,9.8,9.4,1.7,3.3,0,0,10.4,7.5,2010
'193801,100,100,0,0,.,0,.,0,.,2010
'193902,6.3,11.1,0,0,0,0,0,7.1,11.8,2010
'194902,0,0,0,0,0,0,0,0,3.7,2010
'194903,7.8,5.7,0,0,5.9,0,0,0,2.3,2010
'194904,1.8,1.9,0,0,2.3,0,0,0,2.3,2010
'194905,0,3.1,0,0,3,0,3.7,0,0,2010
'195901,10.2,3.3,3.1,0,2.3,0.8,2.7,2.1,2.2,2010
'195902,9.1,0,6.3,12.5,7.1,0,0,0,6.7,2010
'196901,0,0,0,0,0,0,0,9.1,0,2010
'196902,4,0,0,0,3.4,3.3,5.4,0,9.7,2010
'196903,0,5.6,2.3,0,2.1,2.4,0,2,4.1,2010
'197902,0,0,11.1,0,0,9.1,0,0,0,2010
'198901,12,0,0,0,0,0,2.9,4.2,3.8,2010
'198902,0,0,0,0,0,0,0,0,0,2010
'198903,1.8,1.6,0,0,0,0,0,1.5,3.1,2010
'198905,10.7,1.5,1.5,1.6,6.3,4.8,0,2.9,5.5,2010
'198906,14,8.1,0,0,0,0,0,0,13.3,2010
'199901,3.2,1.8,0.9,0.2,1,0.2,0.3,0.9,4.1,2010
'199902,5,2.1,0.9,0,1,0,1,0,3,2010
'200901,3.3,3.6,1.7,0,0,2.9,0,0,8.3,2010
'200902,0,12,0,0,5.9,0,0,0,0,2010
'200904,10.9,0,0,0,2.6,0,0,0,2.5,2010
'200906,0,0,0,0,0,0,0,0,16.7,2010
'201902,5,2.7,0.8,0,0,0,0.5,1.9,5.8,2010
'201903,7.7,0,0,0,20,12.5,0,0,0,2010
'201904,0,0,0,0,0,0,0,0,0,2010
'201907,0,0,0,0,0,0,0,0,0,2010
'201908,2.9,0,9.1,0,5.3,0,0,0,6.1,2010
'201910,1.1,0,0,0,0,1,0,1.3,0,2010
'201913,0,0,4.8,5.1,5.4,0,2.8,0,2.5,2010
'201914,1.5,4.8,3.3,0,5.4,2.3,0,6.7,0,2010
'202903,4.8,0,3.4,1.4,6.8,1.6,4.3,3.8,1.8,2010
'202905,6.3,2.4,1.8,0,4,0,0,2.1,11.1,2010
'203901,11.8,15.7,11.1,1.7,3.3,0,0,0,5.2,2010
'203902,0,0,0,2.9,4.7,0,0,0,0,2010
'204901,6.3,0,0,0,0,0,0,0.8,4.3,2010
'204904,5.1,2,10.1,4,1.5,0.8,2.9,1.6,8,2010
'205901,5.6,3.9,0.7,3,14.9,0.9,4.6,7.8,0,2010
'205902,5.4,2.6,2.6,1.1,1.6,0.4,0,1.1,3.2,2010
'205903,4.8,4.8,2.7,2.8,2.6,0.6,0.7,0.8,0.7,2010
'205904,7.1,9.5,9.2,0.9,4.8,1,0,0.9,0.8,2010
'205905,12,7.6,2.1,0,0,0,0,0,4.6,2010
'205906,2.1,2.1,1.3,0,0.7,0.7,0,6.8,0.7,2010
'205907,1.1,0,1.2,0,9.4,0,1.2,6.7,0,2010
'206901,2.3,2.2,2.8,0,2.4,0,0,2,2,2010
'206902,28.6,0,0,0,0,.,0,0,25,2010
'206903,0,0,0,16.7,0,0,0,0,0,2010
'207901,13.8,7.7,2.9,2,2.1,2.9,2.9,0,16.7,2010
'208901,8.3,6.7,16.7,0,5.9,0,0,14.3,6.7,2010
'208902,3,3.4,6.2,2.4,6.7,1.7,1.2,1.3,2.8,2010
'208903,10.5,0,0,0,5.3,0,0,0,22.2,2010
'209901,0,0,0,0,0,3.7,0,0,23.8,2010
'209902,14.3,0,7.7,0,0,0,0,0,0,2010
'210901,8.4,4.8,0.6,0.6,0,0,0,2,3.6,2010
'210902,2.2,0,4.2,0,0,0,0,0,2.3,2010
'210903,12.2,2,1.6,2.6,3.1,0,0,2.2,0,2010
'210904,0,9.7,0,0,0,0,0,4.2,0,2010
'210905,6.7,5.1,0,0,0,0,5.3,0,0,2010
'210906,0,0,0,0,0,0,0,0,0,2010
'211901,0,0,0,0,0,0,6.7,0,0,2010
'211902,2.8,3,0,0,2.7,2.5,2.1,0,6.3,2010
'212801,0,3.6,0,0,0,.,.,.,3.1,2010
'212803,.,.,.,0,0,0,0,0,.,2010
'212901,7.1,2,2,0,1.9,0,0,0,4.3,2010
'212902,8,4.1,2.5,0,1.4,0,0,0,5.7,2010
'212903,3.5,0.8,2.9,0.8,1.3,0.5,0.4,0,1.6,2010
'212904,8,2.8,1.3,1.8,2.5,0,2.5,1.3,1.4,2010
'212905,1.8,2,2.3,0.5,1.1,0.8,0.7,2.4,1.1,2010
'212906,5.7,4.7,1.6,0.9,0.6,1.5,0.3,0.7,1.6,2010
'212909,0.4,0,0,0,2.3,1,0.5,0.5,0.5,2010
'212910,5.6,1.4,5.3,5,6.3,0,0,3.1,3.5,2010
'213801,.,.,.,.,.,.,.,.,.,2010
'213901,0.9,0,1,2,2.6,0,0,0,0.9,2010
'214901,9.6,4.9,3.2,0.2,0.1,0,0,0.6,3.6,2010
'214902,0,0,0,0,6.7,0,0,0,0,2010
'214903,8.6,11.5,2.4,0.2,0.2,0.7,1.4,0.5,4.4,2010
'215901,3.8,7.1,0,0,9,0,1.4,1.1,8.3,2010
'216901,0,0,0,9.1,0,0,0,0,5.3,2010
'217901,0,0,0,5.9,0,0,0,0,0,2010
'218901,5.9,4.3,3.1,1.3,3.3,0,0,1.6,3.3,2010
'219901,0,0,0,0,0,0,0,0,0,2010
'219903,5.9,0,2.8,3,0,0,0,0,1.3,2010
'219905,0,6.7,0,0,0,0,0,0,0,2010
'220801,8.3,10,4.5,0,12.5,0,5.3,11.1,4.5,2010
'220802,1.4,1.3,2.7,1.9,0,0,.,.,3.7,2010
'220804,.,.,.,.,.,.,.,.,.,2010
'220808,13.6,9.5,5.3,0,0,0,13.3,0,4.2,2010
'220809,.,.,0,0,2.6,0,0,2.8,.,2010
'220810,0,0,0,0,0,0,0,0,3.8,2010
'220811,11.8,0,6.7,0,8.3,.,.,.,10.7,2010
'220812,.,.,.,.,.,.,.,.,.,2010
'220813,0,1.5,2.4,5.6,2.7,1.5,2.7,1.4,2.2,2010
'220814,0,0,0,0,0,0,.,.,0,2010
'220815,5,.,.,.,.,.,.,.,1.8,2010
'220816,12.2,2.1,1.8,0,2.6,2.4,2.2,0,2,2010
'220901,4.8,2.3,2.4,1.1,2.7,0.2,0.8,1.3,2.2,2010
'220902,3.4,1.4,1.3,0.9,1,1.2,1,1.6,1.7,2010
'220904,3.8,4.5,0.8,1.2,0.7,0.3,0.9,3.2,1.8,2010
'220905,6.9,5.2,3.9,2,1.7,0.3,0.8,0.9,0.9,2010
'220906,1,0.2,0.1,0.7,0,0.1,0.4,0.6,1.9,2010
'220907,0.5,0.3,0.1,0,0.5,0,0.1,0.2,1.3,2010
'220908,2.9,0.7,1.1,0.3,0.8,0.3,1.1,1,1.5,2010
'220910,2.5,1.4,3.4,2.7,5.8,0,1.7,3,0.8,2010
'220912,3.9,2,2.7,0.7,3,0.7,2.5,1.3,3.1,2010
'220914,3.1,0.5,0.5,0,2.3,0.4,0.4,0.5,1.5,2010
'220915,7.3,4.1,1.4,1.1,1.8,0.5,1.5,0.5,7.5,2010
'220916,2.9,1.6,1.2,1.2,1.7,0.2,2,1.6,3.9,2010
'220917,5.6,5.9,4.7,2.3,8.7,1,4.8,7.6,0.8,2010
'220918,2,1.8,1.7,0.4,1.2,0.7,0.6,1.2,2.9,2010
'220919,1,0.6,0.4,0,0,0.2,0.5,0.4,2.1,2010
'220920,4.1,3.1,3.9,1,0.3,0,0.5,0.9,4,2010
'221801,3.4,4.5,6,2.8,7.7,3.8,14.8,13.5,3.8,2010
'221901,8.7,4.2,3.2,0.9,1.8,1.1,1.3,1.1,10.2,2010
'221904,7.6,4.8,5.1,1.5,0,1.5,3.1,0,12.5,2010
'221905,0,0,9.1,7.1,0,0,0,0,7.1,2010
'221911,5,1.7,1.5,0,0,0,0,0,6.9,2010
'221912,1.8,1.8,0,0,0.5,0,1.4,0.5,3.2,2010
'222901,0,25,9.1,0,0,0,11.1,0,9.1,2010
'223901,6.2,0.9,3.3,1.7,2.5,0,0,0,4.8,2010
'223902,8.7,0,0,0,0,0,5.3,0,0,2010
'223904,0,0,6.3,0,6.3,0,0,0,0,2010
'224901,0,0,0,6.7,0,0,0,0,0,2010
'224902,0,0,0,7.7,0,0,0,10,0,2010
'225902,4.9,3.1,1.2,0,4.8,0,2.7,6.3,3.3,2010
'225905,0,0,0,0,0,0,0,0,10,2010
'225906,4.7,0,6.8,2.1,0,0,1.6,4.8,10.5,2010
'225907,0,0,0,0,2.1,0,2.5,0,0,2010
'226801,.,.,.,.,.,.,.,.,.,2010
'226901,0,0,0,0,0,0,0,0,5,2010
'226903,1.4,1.4,0.6,0.3,0.4,0.9,1.1,1.6,2.6,2010
'226905,20,4.5,0,3.7,0,0,0,0,18.8,2010
'226906,3.4,3.2,0,0,0,1.4,0,0,4.3,2010
'226907,6.2,2.6,4.3,7,3,0,0,0,6.7,2010
'226908,0,0,0,0,0,0,0,0,0,2010
'227801,.,.,.,.,.,.,.,.,.,2010
'227803,15.4,8.7,13.6,0,0,0,20,0,0,2010
'227804,1.5,1.6,0,0,0,0,0,0,0,2010
'227805,.,.,.,.,16.7,0,0,0,.,2010
'227806,14.3,16.7,0,8.3,0,0,2,1.6,0,2010
'227812,0,.,0,0,0,.,0,0,0,2010
'227814,4.8,0,0,0,0,0,0,0,.,2010
'227816,.,.,.,.,.,2.3,1.4,0,.,2010
'227817,0,0,4.3,10,18.8,0,0,.,0,2010
'227818,.,.,.,.,.,.,.,.,.,2010
'227819,0,0,0,0,0,.,.,.,0,2010
'227820,.,.,.,.,56.2,10,9.8,0,.,2010
'227821,6,2,6.3,0,4,.,.,.,3.7,2010
'227822,0,0,0,0,2.1,1.9,0,0,0,2010
'227824,.,.,.,.,.,.,.,.,.,2010
'227901,3.8,2.6,2.1,0.8,0.7,0.2,0.8,0.7,1.9,2010
'227904,1.9,1,1.2,0.1,0.6,0.2,0.2,0.2,1.8,2010
'227907,6.3,4,3.6,1.5,3.5,0.7,1,0.3,3.3,2010
'227909,0.6,0.4,0.4,0,0,0,0.4,0,2.7,2010
'227910,4,2.5,2.2,1,1.3,0.3,0.3,0,0.4,2010
'227912,0,0,0,0,1.9,1.1,1.2,0,0,2010
'227913,2.3,0.2,0.4,0,0,0.5,0.5,0.2,0.9,2010
'228901,10.4,5.6,0,0,0,0,2,2.5,0,2010
'228903,1.2,1.1,4.5,0,6.2,0,2.7,0,3.6,2010
'228904,0,0,0,0,0,0,0,0,8.3,2010
'228905,0,0,0,0,0,0,0,0,7.7,2010
'229901,3.3,0,0,0,0,6.9,2.7,0,3.8,2010
'229903,6.3,0,4.2,0,1.2,0,0,0,2.5,2010
'229904,10.5,8.6,2.5,4.9,4.2,1.3,1.4,0,2.6,2010
'229905,0,3.8,0,0,11.1,0,0,13.6,6.9,2010
'229906,10,0,0,0,0,0,0,0,0,2010
'230901,5,8.5,5.5,2.2,5.5,2.3,2.3,2.2,4.9,2010
'230902,3,4.7,2.7,1.6,1.7,0,0.7,0.7,4,2010
'230903,4.4,0,2,0,4.8,1.8,6,0,3.4,2010
'230904,0,0,10.3,9.1,0,13.3,0,0,4.3,2010
'230905,0,1.4,0,1.4,3.1,1.2,6.1,5.1,1.4,2010
'230906,2.8,0,0,0,6,0,0,0,4.8,2010
'230908,17.1,2.3,0,0,2.1,0,1.8,0,13.3,2010
