CAMPUS,YEAR,CPEMALLC,CPEMALLP
'050902041,2011,62,13.6
'050902101,2011,51,10.5
'050902102,2011,33,13.6
'050902103,2011,66,9.8
'050904001,2011,34,20.4
'050909001,2011,21,14.7
'050910001,2011,447,19.4
'050910005,2011,123,82.6
'050910041,2011,144,16.4
'050910042,2011,176,18.6
'050910101,2011,191,25.8
'050910102,2011,119,26.4
'050910104,2011,106,18.8
'050910105,2011,118,31.3
'050910106,2011,109,25.5
'050910107,2011,196,24
'051901001,2011,35,15.4
'052901001,2011,46,14.3
'052901041,2011,28,12.4
'052901101,2011,62,15.7
'053001001,2011,26,11.7
'053001041,2011,15,9.5
'053001103,2011,29,9.5
'054901001,2011,12,9.8
'054901041,2011,16,16.2
'054901101,2011,25,15.4
'054901200,2011,1,25
'054902001,2011,39,27.1
'054902102,2011,37,22
'054903001,2011,39,23.6
'054903002,2011,24,96
'054903041,2011,23,18.5
'054903102,2011,51,23.9
'055901001,2011,13,8.3
'055901041,2011,17,13.9
'055901102,2011,37,19.7
'056901001,2011,64,13.2
'056901002,2011,53,84.1
'056901042,2011,55,13.3
'056901104,2011,58,15.3
'056901105,2011,25,9.7
'056902001,2011,28,18.3
'057802001,2011,57,11.6
'057803002,2011,27,6.6
'057803041,2011,27,6.1
'057803101,2011,9,2
'057804001,2011,616,66
'057804002,2011,772,67.1
'057804003,2011,466,75.6
'057804004,2011,824,81.7
'057805101,2011,1,1.4
'057806101,2011,202,14.1
'057807001,2011,83,6.8
'057807101,2011,114,8.5
'057807102,2011,44,8
'057807104,2011,.,.
'057808101,2011,62,10.1
'057808102,2011,50,9.8
'057809101,2011,35,20.3
'057810101,2011,77,22.5
'057811101,2011,31,13.7
'057813101,2011,82,15.3
'057813102,2011,.,.
'057814001,2011,1804,99.9
'057814002,2011,287,100
'057814003,2011,320,97.6
'057814004,2011,254,100
'057814005,2011,281,100
'057815001,2011,28,14.4
'057815041,2011,61,23.5
'057815101,2011,98,19.1
'057816101,2011,20,2.4
'057816102,2011,.,.
'057817101,2011,104,21
'057819001,2011,24,25.8
'057825001,2011,58,24.1
'057825004,2011,116,61.7
'057825005,2011,53,28.6
'057825006,2011,23,50
'057825010,2011,213,63.2
'057825012,2011,88,55
'057825013,2011,102,51.3
'057827101,2011,22,9.4
'057828001,2011,614,88.5
'057828002,2011,401,82.2
'057828003,2011,582,80.8
'057828004,2011,326,78.4
'057828005,2011,724,88.4
'057828006,2011,442,83.2
'057829001,2011,186,18.7
'057830001,2011,35,9.5
'057830002,2011,69,13.3
'057831001,2011,24,7.8
'057831002,2011,30,8.6
'057832001,2011,218,61.4
'057833001,2011,47,37
'057833002,2011,34,38.2
'057834001,2011,523,77.5
'057835001,2011,46,11
'057835101,2011,6,17.1
'057835102,2011,.,.
'057836041,2011,8,9.4
'057836101,2011,16,9.4
'057837041,2011,31,10.8
'057838001,2011,8,2.6
'057838002,2011,54,15
'057838006,2011,19,8.8
'057838007,2011,.,.
'057839101,2011,38,12
'057840001,2011,90,21.5
'057841001,2011,17,35.4
'057842001,2011,32,19.4
'057842041,2011,35,9.9
'057842101,2011,4,3.3
'057842102,2011,.,.
'057843001,2011,30,20.4
'057843041,2011,46,15.3
'057843101,2011,11,14.3
'057844101,2011,38,18.6
'057903001,2011,340,15.8
'057903002,2011,435,19.8
'057903003,2011,239,67.9
'057903005,2011,551,99.8
'057903006,2011,311,14.2
'057903007,2011,187,20
'057903008,2011,4,100
'057903009,2011,42,100
'057903010,2011,14,6.4
'057903041,2011,133,12.8
'057903042,2011,122,11.5
'057903044,2011,167,19.1
'057903045,2011,134,11.9
'057903046,2011,172,15
'057903047,2011,175,21.6
'057903102,2011,80,15
'057903103,2011,103,18.4
'057903105,2011,69,15.8
'057903106,2011,49,16.9
'057903108,2011,42,14.6
'057903109,2011,58,15
'057903110,2011,67,15.1
'057903111,2011,70,16.2
'057903112,2011,49,14.5
'057903113,2011,71,14.1
'057903114,2011,49,11.8
'057903116,2011,33,9.5
'057903118,2011,31,10.3
'057903119,2011,80,27
'057903120,2011,76,18.3
'057903121,2011,120,28.7
'057903122,2011,41,11.6
'057903123,2011,83,22.9
'057903124,2011,64,19.2
'057903125,2011,119,27.5
'057903126,2011,60,14.4
'057903128,2011,111,23.6
'057903129,2011,187,29.5
'057903131,2011,55,12.6
'057903132,2011,91,36.8
'057903134,2011,.,.
'057903135,2011,53,13.1
'057904001,2011,344,17.5
'057904002,2011,160,21.8
'057904003,2011,15,7.8
'057904007,2011,3,100
'057904041,2011,133,15.4
'057904042,2011,91,17.5
'057904101,2011,28,11.6
'057904102,2011,82,15.9
'057904103,2011,65,13.3
'057904104,2011,67,11.7
'057904105,2011,110,20.4
'057904106,2011,65,17.1
'057904107,2011,110,19.8
'057904108,2011,43,15.3
'057904109,2011,61,14
'057905001,2011,477,22.5
'057905002,2011,292,19.4
'057905003,2011,280,27.2
'057905005,2011,300,16.1
'057905006,2011,371,26
'057905007,2011,477,29.3
'057905008,2011,507,30.6
'057905009,2011,345,27.7
'057905011,2011,924,99.8
'057905012,2011,404,31.3
'057905013,2011,413,42.8
'057905014,2011,762,30.6
'057905015,2011,358,27.6
'057905016,2011,472,31.6
'057905017,2011,378,38.5
'057905018,2011,530,20.3
'057905021,2011,507,19.9
'057905022,2011,320,20.4
'057905023,2011,538,31.2
'057905024,2011,456,25.2
'057905025,2011,912,17.5
'057905026,2011,7,1.7
'057905028,2011,454,27.9
'057905029,2011,1081,99.5
'057905030,2011,101,88.6
'057905032,2011,231,26.1
'057905033,2011,10,1.9
'057905034,2011,27,3.3
'057905035,2011,9,5
'057905036,2011,12,2.2
'057905037,2011,6,2.1
'057905038,2011,9,2.3
'057905039,2011,2,0.9
'057905042,2011,220,21.4
'057905043,2011,248,27.5
'057905044,2011,135,23.2
'057905045,2011,372,33.2
'057905046,2011,375,27.4
'057905047,2011,306,24.2
'057905048,2011,271,22.3
'057905049,2011,166,9.4
'057905050,2011,240,23.5
'057905051,2011,402,31.9
'057905052,2011,362,22.7
'057905053,2011,227,18.7
'057905054,2011,215,16.3
'057905055,2011,240,25.1
'057905056,2011,147,19.7
'057905057,2011,3,1.1
'057905058,2011,214,17.8
'057905059,2011,156,16.8
'057905060,2011,308,31.2
'057905061,2011,172,37
'057905062,2011,188,31.5
'057905063,2011,326,36.4
'057905065,2011,159,27.4
'057905066,2011,6,4.3
'057905068,2011,168,17.4
'057905069,2011,247,21.3
'057905071,2011,7,3.2
'057905072,2011,171,28
'057905073,2011,15,3.6
'057905074,2011,272,25.2
'057905075,2011,4,2.2
'057905076,2011,440,27
'057905077,2011,195,16.9
'057905079,2011,199,24.1
'057905083,2011,230,24.1
'057905085,2011,27,13.7
'057905088,2011,17,4.4
'057905090,2011,11,5.6
'057905096,2011,219,100
'057905099,2011,810,99.9
'057905101,2011,97,18.9
'057905103,2011,80,15.2
'057905104,2011,131,18.2
'057905105,2011,111,16.3
'057905106,2011,78,38
'057905108,2011,243,39
'057905109,2011,208,29.9
'057905110,2011,183,25
'057905111,2011,19,10.9
'057905112,2011,147,27.3
'057905114,2011,116,20.6
'057905115,2011,101,20.1
'057905116,2011,199,22.3
'057905117,2011,166,21.3
'057905118,2011,223,34.5
'057905119,2011,72,14.6
'057905120,2011,87,14.8
'057905121,2011,115,31.3
'057905122,2011,66,17.9
'057905124,2011,66,20.1
'057905125,2011,100,16.7
'057905126,2011,108,16.4
'057905127,2011,67,34.5
'057905128,2011,77,28.1
'057905129,2011,261,39.6
'057905130,2011,79,11.8
'057905131,2011,114,25.6
'057905133,2011,80,15.8
'057905134,2011,8,2.2
'057905135,2011,43,12.8
'057905136,2011,65,11.9
'057905137,2011,93,19.6
'057905139,2011,114,26.3
'057905140,2011,39,15.4
'057905141,2011,119,39.7
'057905142,2011,222,34.8
'057905143,2011,63,34.6
'057905144,2011,156,35.9
'057905145,2011,133,19.8
'057905146,2011,34,25.2
'057905147,2011,194,28.2
'057905148,2011,140,28.4
'057905149,2011,88,18.3
'057905150,2011,87,32.3
'057905152,2011,73,15.4
'057905153,2011,62,16.1
'057905154,2011,159,22.9
'057905155,2011,145,23.5
'057905156,2011,69,15.6
'057905157,2011,32,15
'057905158,2011,54,13.7
'057905159,2011,247,29.2
'057905160,2011,42,20.5
'057905161,2011,160,25
'057905162,2011,67,14.5
'057905163,2011,141,30.5
'057905164,2011,110,13.5
'057905166,2011,94,17
'057905167,2011,176,19.7
'057905168,2011,92,16.9
'057905169,2011,100,19.5
'057905170,2011,174,23.9
'057905171,2011,25,4.5
'057905172,2011,85,14
'057905173,2011,75,13.3
'057905174,2011,28,13.1
'057905175,2011,224,34.7
'057905176,2011,154,23.3
'057905177,2011,111,29.3
'057905178,2011,75,20.7
'057905180,2011,61,13.2
'057905181,2011,61,16.8
'057905182,2011,128,17.6
'057905183,2011,85,15.6
'057905184,2011,17,8.9
'057905185,2011,79,21.3
'057905186,2011,100,26.4
'057905187,2011,184,19
'057905188,2011,78,16
'057905189,2011,139,35.3
'057905190,2011,85,16.8
'057905191,2011,117,33.4
'057905192,2011,37,11.9
'057905193,2011,146,34
'057905194,2011,64,13.4
'057905195,2011,49,21.1
'057905196,2011,73,26.3
'057905197,2011,54,14.2
'057905198,2011,114,24.9
'057905199,2011,68,12.1
'057905200,2011,119,33.1
'057905201,2011,96,22.4
'057905202,2011,88,20.8
'057905203,2011,104,28
'057905204,2011,54,11.7
'057905205,2011,35,14.1
'057905206,2011,125,28.5
'057905207,2011,105,16.8
'057905208,2011,76,18.6
'057905209,2011,119,22.8
'057905210,2011,98,12.1
'057905211,2011,207,27.7
'057905212,2011,5,1.7
'057905213,2011,64,18.6
'057905214,2011,26,14.1
'057905215,2011,73,15.8
'057905216,2011,238,28.9
'057905217,2011,4,3
'057905218,2011,341,35.1
'057905219,2011,54,12.7
'057905220,2011,121,30.1
'057905222,2011,89,13.5
'057905224,2011,25,8.7
'057905225,2011,244,31.2
'057905226,2011,109,21.8
'057905227,2011,41,34.5
'057905228,2011,54,21.1
'057905229,2011,72,11
'057905230,2011,30,10.5
'057905232,2011,143,23
'057905233,2011,64,16
'057905234,2011,128,15.9
'057905235,2011,127,29.1
'057905236,2011,216,34.1
'057905237,2011,158,23.4
'057905239,2011,99,12.4
'057905240,2011,283,34.3
'057905241,2011,312,100
'057905249,2011,82,19.1
'057905250,2011,172,31.6
'057905260,2011,38,10.5
'057905263,2011,111,32.6
'057905264,2011,268,36.2
'057905265,2011,37,9.7
'057905266,2011,207,32.8
'057905268,2011,122,20.5
'057905269,2011,148,36
'057905270,2011,51,15.9
'057905271,2011,155,20.6
'057905272,2011,106,19.6
'057905273,2011,114,21
'057905274,2011,68,9
'057905275,2011,108,17.2
'057905276,2011,169,20.7
'057905277,2011,128,29.3
'057905278,2011,103,19.4
'057905279,2011,213,30.9
'057905280,2011,337,29.5
'057905281,2011,124,22
'057905283,2011,83,14.9
'057905284,2011,184,26.2
'057905286,2011,156,25.8
'057905287,2011,97,15
'057905288,2011,46,13.9
'057905289,2011,92,21.2
'057905356,2011,16,7
'057905389,2011,.,.
'057906001,2011,502,22.4
'057906002,2011,258,26.7
'057906007,2011,11,100
'057906041,2011,180,25.1
'057906042,2011,105,13.1
'057906043,2011,182,19
'057906102,2011,86,16.1
'057906103,2011,90,20
'057906104,2011,150,29
'057906106,2011,97,19.4
'057906107,2011,68,12.1
'057906108,2011,114,20.1
'057906109,2011,130,21.5
'057907001,2011,757,18
'057907004,2011,110,71.9
'057907007,2011,37,97.4
'057907041,2011,111,18.3
'057907042,2011,110,13.6
'057907043,2011,104,13.6
'057907101,2011,87,19.7
'057907102,2011,55,12
'057907103,2011,107,22.1
'057907104,2011,92,18.8
'057907105,2011,106,19.6
'057907106,2011,56,12.6
'057907107,2011,83,18.3
'057907108,2011,116,14.6
'057907109,2011,93,14.1
'057907110,2011,94,14.8
'057907111,2011,59,12.3
'057907112,2011,86,17.3
'057909002,2011,288,10.5
'057909003,2011,352,16.2
'057909004,2011,297,12.6
'057909005,2011,474,20.6
'057909006,2011,614,76.8
'057909007,2011,26,100
'057909008,2011,323,12.5
'057909009,2011,373,13.8
'057909010,2011,436,16.1
'057909041,2011,20,2.1
'057909042,2011,138,15.5
'057909043,2011,155,16.4
'057909044,2011,24,19
'057909045,2011,104,8.3
'057909046,2011,169,15.2
'057909047,2011,84,7.1
'057909048,2011,136,14.8
'057909049,2011,131,9.7
'057909050,2011,124,9.7
'057909051,2011,204,19.2
'057909052,2011,128,9.9
'057909053,2011,683,100
'057909054,2011,140,10
'057909101,2011,32,6.3
'057909102,2011,65,14.7
'057909103,2011,82,18.9
'057909105,2011,68,20.7
'057909107,2011,57,10.4
'057909108,2011,53,14.4
'057909109,2011,66,19.2
'057909110,2011,136,23
'057909111,2011,38,8.4
'057909112,2011,74,17.5
'057909113,2011,52,13.9
'057909115,2011,42,8.1
'057909116,2011,79,18.9
'057909117,2011,46,14.7
'057909119,2011,65,14.7
'057909120,2011,71,17.3
'057909121,2011,28,7
'057909122,2011,18,4
'057909123,2011,84,15.5
'057909124,2011,115,19.7
'057909125,2011,19,4.5
'057909126,2011,111,17
'057909127,2011,63,17.9
'057909128,2011,82,12.8
'057909129,2011,52,9.1
'057909132,2011,60,13.4
'057909133,2011,103,18.2
'057909134,2011,82,13.9
'057909135,2011,22,59.5
'057909136,2011,150,24
'057909137,2011,62,10.8
'057909138,2011,93,15.8
'057909139,2011,72,16
'057909140,2011,66,13.3
'057909141,2011,85,18
'057909142,2011,76,17
'057909143,2011,39,6.7
'057909144,2011,39,6.5
'057909145,2011,65,12.1
'057909146,2011,93,17
'057909147,2011,56,9.3
'057909148,2011,47,7.8
'057909154,2011,45,9.3
'057909155,2011,50,8
'057909156,2011,109,15.9
'057909157,2011,107,18.4
'057909158,2011,66,13.1
'057909159,2011,111,22.4
'057909180,2011,.,.
'057909181,2011,.,.
'057910002,2011,520,22.7
'057910003,2011,489,18.4
'057910004,2011,662,100
'057910005,2011,338,35.5
'057910006,2011,238,24.7
'057910007,2011,28,100
'057910009,2011,526,77.4
'057910010,2011,38,4.8
'057910041,2011,232,25.7
'057910045,2011,147,12.7
'057910047,2011,129,16.9
'057910048,2011,204,19.8
'057910049,2011,164,19
'057910050,2011,62,7.7
'057910051,2011,.,.
'057910101,2011,135,28.2
'057910102,2011,98,21.5
'057910104,2011,118,24.3
'057910106,2011,45,9.6
'057910109,2011,148,27.9
'057910113,2011,82,17.2
'057910116,2011,77,18.4
'057910118,2011,81,18.3
'057910119,2011,57,11.4
'057910120,2011,58,15.3
'057910121,2011,42,11.8
'057910122,2011,106,20.8
'057910123,2011,39,8.7
'057910124,2011,65,15.1
'057910125,2011,47,8.7
'057910126,2011,61,12.3
'057910127,2011,58,14.4
'057910128,2011,69,14
'057910129,2011,81,16.2
'057910130,2011,62,12.5
'057910131,2011,76,22.8
'057910132,2011,.,.
'057910133,2011,.,.
'057910134,2011,.,.
'057911001,2011,79,4.1
'057911041,2011,26,2.5
'057911101,2011,24,5
'057911102,2011,8,1.5
'057911103,2011,12,2.3
'057911104,2011,22,4.1
'057911105,2011,35,3.5
'057912002,2011,504,20.2
'057912003,2011,495,17.8
'057912004,2011,408,15.8
'057912005,2011,333,66.6
'057912006,2011,107,6.3
'057912007,2011,42,100
'057912020,2011,28,73.7
'057912041,2011,164,15.3
'057912042,2011,193,17.1
'057912043,2011,148,14.1
'057912044,2011,154,11.8
'057912045,2011,137,13.2
'057912046,2011,232,19.8
'057912048,2011,130,13.1
'057912101,2011,126,17.6
'057912102,2011,149,18.2
'057912103,2011,130,17.4
'057912104,2011,11,44
'057912105,2011,110,13.8
'057912106,2011,129,18.8
'057912107,2011,190,24.6
'057912108,2011,85,13.9
'057912109,2011,91,12.4
'057912111,2011,142,18.9
'057912112,2011,125,15.4
'057912113,2011,108,17
'057912114,2011,93,15.3
'057912116,2011,142,18.2
'057912118,2011,61,8.4
'057912119,2011,104,18.8
'057912120,2011,100,13
'057912121,2011,206,23.5
'057912122,2011,151,20.7
'057912123,2011,186,24.5
'057912124,2011,84,14.9
'057912161,2011,.,.
'057912162,2011,.,.
'057912163,2011,.,.
'057913001,2011,434,22.2
'057913041,2011,311,20.8
'057913101,2011,71,25.4
'057913102,2011,104,19.2
'057913103,2011,65,30.7
'057913106,2011,69,19.5
'057913107,2011,117,29
'057913109,2011,119,24.7
'057913110,2011,129,30.6
'057913111,2011,11,100
'057914001,2011,514,17.1
'057914002,2011,450,16.8
'057914003,2011,328,17.2
'057914004,2011,218,13.4
'057914005,2011,293,11.9
'057914007,2011,36,100
'057914041,2011,108,11.7
'057914042,2011,109,14.6
'057914043,2011,210,21.5
'057914044,2011,182,17.2
'057914045,2011,177,16.3
'057914046,2011,126,14.8
'057914047,2011,107,12.7
'057914048,2011,93,9.3
'057914101,2011,110,18.5
'057914102,2011,80,18.1
'057914103,2011,87,14.7
'057914104,2011,175,22.8
'057914105,2011,136,19
'057914106,2011,173,26.1
'057914107,2011,52,14.2
'057914108,2011,147,24.7
'057914109,2011,112,25.9
'057914110,2011,74,15
'057914111,2011,135,18.1
'057914112,2011,182,25.5
'057914113,2011,158,22
'057914114,2011,99,17.7
'057914115,2011,71,23
'057914116,2011,94,17.5
'057914117,2011,76,16.9
'057914118,2011,114,24.2
'057914119,2011,49,11.8
'057914120,2011,85,16.5
'057914121,2011,130,17.8
'057914122,2011,34,10.4
'057914123,2011,54,12.4
'057914124,2011,131,21.9
'057914125,2011,74,17
'057914126,2011,85,15.8
'057914127,2011,71,10.8
'057914128,2011,195,24.5
'057914129,2011,71,14.4
'057914130,2011,92,14.3
'057914131,2011,103,13.9
'057914132,2011,66,12.3
'057914656,2011,432,85.7
'057916002,2011,329,18.4
'057916003,2011,339,13.4
'057916004,2011,191,9.4
'057916005,2011,426,14.5
'057916006,2011,382,100
'057916008,2011,18,100
'057916042,2011,166,23.1
'057916044,2011,96,13.7
'057916045,2011,73,12.6
'057916047,2011,234,29.6
'057916048,2011,75,11.2
'057916049,2011,163,22
'057916050,2011,123,15.2
'057916051,2011,39,6.5
'057916052,2011,202,27.2
'057916101,2011,24,5.1
'057916102,2011,15,6.9
'057916103,2011,71,16.4
'057916104,2011,94,26
'057916105,2011,65,10.5
'057916106,2011,66,15.8
'057916107,2011,84,17.4
'057916108,2011,17,5.5
'057916109,2011,68,17.1
'057916110,2011,87,21.6
'057916111,2011,49,13.4
'057916112,2011,68,16.3
'057916113,2011,72,19.9
'057916114,2011,109,24.8
'057916115,2011,95,24
'057916116,2011,105,20.7
'057916117,2011,53,11.7
'057916118,2011,26,9.5
'057916119,2011,.,.
'057916120,2011,76,14.1
'057916121,2011,149,28.2
'057916122,2011,30,6.9
'057916123,2011,12,5.3
'057916124,2011,73,19.3
'057916125,2011,58,17.6
'057916126,2011,129,26.9
'057916127,2011,29,10.9
'057916128,2011,20,3.7
'057916129,2011,66,23.5
'057916130,2011,122,22.4
'057916131,2011,52,12.9
'057916132,2011,79,20.5
'057916133,2011,47,10.6
'057916134,2011,92,22.9
'057916135,2011,152,32.5
'057916137,2011,181,21.9
'057916142,2011,33,5.7
'057916143,2011,174,28.3
'057916144,2011,181,31.4
'057916145,2011,92,12.6
'057916146,2011,246,39.7
'057919001,2011,17,6.5
'057919041,2011,19,5.1
'057919101,2011,31,9.4
'057922001,2011,213,7.7
'057922003,2011,9,2.3
'057922007,2011,4,80
'057922042,2011,28,3.6
'057922043,2011,70,7.8
'057922044,2011,42,5.2
'057922101,2011,42,12.2
'057922103,2011,62,13.4
'057922105,2011,25,5.3
'057922106,2011,27,6.7
'057922107,2011,17,3.8
'057922108,2011,37,8.1
'057922109,2011,30,6.8
'057922110,2011,42,9.3
'057922111,2011,27,6.9
'058902001,2011,29,18.8
'058905001,2011,19,9.9
'058906001,2011,80,16.4
'058906004,2011,21,77.8
'058906041,2011,58,13.1
'058906103,2011,75,14.9
'058906105,2011,70,18.4
'058909001,2011,36,17.3
'059901001,2011,159,12.8
'059901040,2011,.,.
'059901042,2011,105,11.1
'059901101,2011,58,16.1
'059901102,2011,46,15.9
'059901103,2011,60,19.7
'059901104,2011,44,10.4
'059901106,2011,67,19
'059902101,2011,9,7.9
'060902001,2011,41,15
'060902041,2011,30,15.5
'060902101,2011,59,17.6
'060914001,2011,19,19
'060914102,2011,12,17.1
'061802001,2011,73,45.6
'061802002,2011,70,36.5
'061802003,2011,69,42.3
'061802004,2011,79,35.3
'061802005,2011,65,39.4
'061803001,2011,64,78
'061901002,2011,344,16.7
'061901003,2011,316,18.3
'061901005,2011,282,99.6
'061901006,2011,9,100
'061901007,2011,238,10.8
'061901039,2011,57,75
'061901040,2011,342,98.8
'061901041,2011,67,7.2
'061901044,2011,126,13.5
'061901045,2011,165,22.7
'061901046,2011,143,16.2
'061901047,2011,203,19.1
'061901048,2011,89,10.2
'061901102,2011,59,10.4
'061901104,2011,79,14.4
'061901105,2011,127,22.2
'061901106,2011,53,9.9
'061901107,2011,118,26.3
'061901108,2011,142,30
'061901109,2011,60,10.7
'061901110,2011,88,17.1
'061901111,2011,83,20.9
'061901112,2011,75,13.6
'061901113,2011,82,17.2
'061901114,2011,.,.
'061901115,2011,34,6
'061901116,2011,39,7
'061901117,2011,91,12.8
'061901118,2011,36,5.6
'061901119,2011,72,15.4
'061901120,2011,88,19.1
'061901121,2011,30,6.2
'061901122,2011,40,8.7
'061901123,2011,65,16.4
'061901124,2011,.,.
'061901125,2011,.,.
'061902001,2011,560,19.4
'061902002,2011,286,9
'061902004,2011,299,14.7
'061902005,2011,345,82.3
'061902007,2011,187,99.5
'061902008,2011,297,10.1
'061902009,2011,140,14.1
'061902010,2011,237,7.3
'061902012,2011,.,.
'061902042,2011,106,15.2
'061902044,2011,89,12.3
'061902045,2011,70,8.6
'061902046,2011,146,16.2
'061902047,2011,75,8.7
'061902048,2011,21,3.1
'061902049,2011,34,3.4
'061902050,2011,142,19.9
'061902052,2011,122,12.2
'061902053,2011,45,4.3
'061902054,2011,63,8.8
'061902055,2011,35,5.1
'061902056,2011,196,23
'061902058,2011,44,5.6
'061902059,2011,65,9.2
'061902101,2011,93,12.6
'061902102,2011,55,20.8
'061902104,2011,127,16.3
'061902105,2011,102,17.4
'061902106,2011,84,14.4
'061902107,2011,76,15.8
'061902108,2011,72,14.8
'061902109,2011,64,12.7
'061902110,2011,9,2.6
'061902111,2011,49,16.6
'061902112,2011,56,10.2
'061902113,2011,39,8.1
'061902114,2011,19,4.5
'061902115,2011,31,8.7
'061902116,2011,97,19.2
'061902117,2011,16,3.7
'061902118,2011,36,6.5
'061902119,2011,35,9.5
'061902120,2011,22,4.8
'061902121,2011,29,4.9
'061902122,2011,34,5.1
'061902123,2011,20,3.2
'061902124,2011,41,10.4
'061902125,2011,49,12
'061902126,2011,25,3.9
'061902127,2011,53,9
'061902128,2011,13,2.9
'061902129,2011,28,4.3
'061902130,2011,33,4
'061902131,2011,216,28
'061902132,2011,56,10.3
'061902133,2011,17,3.6
'061902134,2011,73,12.5
'061902135,2011,36,4.6
'061902136,2011,20,3.4
'061902138,2011,46,9.4
'061902139,2011,175,24.3
'061902140,2011,66,13
'061902141,2011,.,.
'061902142,2011,73,15.9
'061902143,2011,.,.
'061903001,2011,53,11.1
'061903041,2011,30,12.1
'061903101,2011,46,18.5
'061903102,2011,68,14
'061905001,2011,61,13.6
'061905041,2011,49,12.1
'061905101,2011,32,11.1
'061905102,2011,18,7.5
'061905103,2011,15,10.5
'061906001,2011,53,13.9
'061906041,2011,51,16.5
'061906101,2011,77,15.1
'061907001,2011,65,12.5
'061907041,2011,41,10.1
'061907101,2011,49,10.8
'061907102,2011,55,18.8
'061908001,2011,117,15.3
'061908002,2011,2,100
'061908003,2011,33,64.7
'061908041,2011,49,11.7
'061908101,2011,59,13.9
'061908102,2011,36,14.3
'061908104,2011,72,18.9
'061908105,2011,26,11.3
'061910001,2011,34,5.5
'061910006,2011,4,100
'061910041,2011,32,9.2
'061910042,2011,17,5.8
'061910101,2011,25,5.6
'061911001,2011,381,13.1
'061911003,2011,83,97.6
'061911005,2011,9,100
'061911007,2011,127,13.9
'061911010,2011,.,.
'061911042,2011,117,9.5
'061911043,2011,94,9.2
'061911044,2011,159,13.7
'061911045,2011,.,.
'061911101,2011,17,3.9
'061911102,2011,75,15.3
'061911106,2011,31,11.7
'061911107,2011,66,12.5
'061911108,2011,78,17.6
'061911109,2011,36,7.9
'061911110,2011,50,18
'061911111,2011,67,18.7
'061911112,2011,68,10.6
'061911113,2011,40,9
'061911114,2011,47,8.6
'061911115,2011,96,15.3
'061911116,2011,29,10.5
'061911117,2011,89,15.5
'061912001,2011,124,10
'061912041,2011,104,10.2
'061912101,2011,71,12.1
'061912103,2011,80,12.8
'061912105,2011,47,10.1
'061914001,2011,210,13.2
'061914002,2011,7,100
'061914041,2011,103,11.9
'061914101,2011,.,.
'061914102,2011,59,17.7
'061914103,2011,79,14
'061914104,2011,55,10.5
'061914105,2011,91,20.5
'061914106,2011,56,12.8
'061914107,2011,66,13.2
'061914108,2011,58,16.5
'062901001,2011,103,16.1
'062901002,2011,6,100
'062901041,2011,47,15.3
'062901042,2011,53,12.2
'062901102,2011,69,16.2
'062901104,2011,.,.
'062902001,2011,15,17.6
'062903001,2011,67,13.8
'062903041,2011,53,14.3
'062903102,2011,53,14.7
'062903103,2011,35,14.2
'062904001,2011,16,8.5
'062904041,2011,15,11.6
'062904102,2011,23,11.8
'062905101,2011,14,32.6
'062906101,2011,13,8.6
'063903001,2011,41,15
'063906001,2011,35,31.8
'064903001,2011,106,15.5
'064903041,2011,59,11.2
'064903101,2011,8,27.6
'064903102,2011,58,11.4
'064903103,2011,45,13.4
'064903104,2011,3,27.3
'065901001,2011,21,11.5
'065901041,2011,10,9
'065901101,2011,34,17.3
'065902001,2011,27,19.4
'066005101,2011,4,16.7
'066901001,2011,22,11
'066901041,2011,12,6.8
'066902001,2011,127,25.7
'066902041,2011,48,14.2
'066902101,2011,28,13.5
'066903002,2011,22,9.1
'066903042,2011,19,10.3
'066903102,2011,43,12.7
'067902001,2011,41,16.2
'067902004,2011,88,95.7
'067902041,2011,40,18.9
'067902101,2011,63,19.6
'067903001,2011,42,12.8
'067903003,2011,28,77.8
'067903041,2011,31,11.9
'067903101,2011,52,10.4
'067904001,2011,9,9.4
'067904042,2011,5,6.4
'067904101,2011,25,17
'067907001,2011,35,26.9
'067907041,2011,21,18.3
'067907101,2011,53,23.8
'067908001,2011,9,8.9
'067908101,2011,22,20.2
'068801001,2011,177,59.8
'068801002,2011,142,65.1
'068801003,2011,229,74.1
'068901002,2011,563,18.9
'068901003,2011,554,21.6
'068901004,2011,190,100
'068901005,2011,82,95.3
'068901042,2011,152,13.7
'068901043,2011,158,14.5
'068901044,2011,164,19.6
'068901045,2011,177,25.5
'068901046,2011,193,17.7
'068901047,2011,228,14.4
'068901101,2011,50,12.6
'068901102,2011,5,1.5
'068901103,2011,107,18.9
'068901104,2011,129,18.2
'068901105,2011,55,9.9
'068901106,2011,.,.
'068901107,2011,152,22.5
'068901110,2011,185,27.7
'068901111,2011,92,17.7
'068901112,2011,37,11.8
'068901113,2011,124,23.2
'068901114,2011,59,11.6
'068901115,2011,.,.
'068901116,2011,67,12.6
'068901117,2011,133,19.5
'068901118,2011,18,3.2
'068901119,2011,172,28.8
'068901121,2011,140,24
'068901122,2011,104,17.7
'068901123,2011,75,14
'068901124,2011,110,16.4
'068901125,2011,127,25.8
'068901126,2011,127,17.4
'068901127,2011,66,10.1
'068901128,2011,130,20.1
'068901129,2011,121,16.1
'068901130,2011,118,16.1
'069901001,2011,10,10.2
'069901101,2011,10,5.9
'069902001,2011,17,11
'069902101,2011,18,14.4
'070801001,2011,35,35.4
'070801041,2011,31,45.6
