DISTRICT,YEAR,DB0BKA*R,DA0BKA*R,D40BKA*R,DE0BTA*R,DM0BTA*R,DH0BTA*R,DF0BKA*R,D20BKA*R,DA0BTA*R,DB0BTA*R,DI0BKA*R,DH0BKA*R,DW0BTA*R,DI0BTA*R,D20BTA*R,D30BTA*R,DW0BKA*R,D40BTA*R,D30BKA*R,DE0BKA*R,DM0BKA*R,DF0BTA*R
'212910,2008,,,,,,,,,,,,,,,,,,,,,,
'213801,2008,,,,,,,,,,,,,,,,,,,,,,
'213901,2008,,,,,,,,,,,,,,,,,,,,,,
'214901,2008,,,,,,,,,,,,,,,,,,,,,,
'214902,2008,,,,,,,,,,,,,,,,,,,,,,
'214903,2008,,,,,,,,,,,,,,,,,,,,,,
'215901,2008,,,,,,,,,,,,,,,,,,,,,,
'216901,2008,,,,,,,,,,,,,,,,,,,,,,
'217901,2008,,,,,,,,,,,,,,,,,,,,,,
'218901,2008,,,,,,,,,,,,,,,,,,,,,,
'219901,2008,,,,,,,,,,,,,,,,,,,,,,
'219903,2008,,,,,,,,,,,,,,,,,,,,,,
'219905,2008,,,,,,,,,,,,,,,,,,,,,,
'220801,2008,,,,,,,,,,,,,,,,,,,,,,
'220802,2008,,,,,,,,,,,,,,,,,,,,,,
'220804,2008,,,,,,,,,,,,,,,,,,,,,,
'220806,2008,,,,,,,,,,,,,,,,,,,,,,
'220808,2008,,,,,,,,,,,,,,,,,,,,,,
'220809,2008,,,,,,,,,,,,,,,,,,,,,,
'220810,2008,,,,,,,,,,,,,,,,,,,,,,
'220811,2008,,,,,,,,,,,,,,,,,,,,,,
'220812,2008,,,,,,,,,,,,,,,,,,,,,,
'220813,2008,,,,,,,,,,,,,,,,,,,,,,
'220814,2008,,,,,,,,,,,,,,,,,,,,,,
'220901,2008,,,,,,,,,,,,,,,,,,,,,,
'220902,2008,,,,,,,,,,,,,,,,,,,,,,
'220904,2008,,,,,,,,,,,,,,,,,,,,,,
'220905,2008,,,,,,,,,,,,,,,,,,,,,,
'220906,2008,,,,,,,,,,,,,,,,,,,,,,
'220907,2008,,,,,,,,,,,,,,,,,,,,,,
'220908,2008,,,,,,,,,,,,,,,,,,,,,,
'220910,2008,,,,,,,,,,,,,,,,,,,,,,
'220912,2008,,,,,,,,,,,,,,,,,,,,,,
'220914,2008,,,,,,,,,,,,,,,,,,,,,,
'220915,2008,,,,,,,,,,,,,,,,,,,,,,
'220916,2008,,,,,,,,,,,,,,,,,,,,,,
'220917,2008,,,,,,,,,,,,,,,,,,,,,,
'220918,2008,,,,,,,,,,,,,,,,,,,,,,
'220919,2008,,,,,,,,,,,,,,,,,,,,,,
'220920,2008,,,,,,,,,,,,,,,,,,,,,,
'221801,2008,,,,,,,,,,,,,,,,,,,,,,
'221901,2008,,,,,,,,,,,,,,,,,,,,,,
'221904,2008,,,,,,,,,,,,,,,,,,,,,,
'221905,2008,,,,,,,,,,,,,,,,,,,,,,
'221911,2008,,,,,,,,,,,,,,,,,,,,,,
'221912,2008,,,,,,,,,,,,,,,,,,,,,,
'222901,2008,,,,,,,,,,,,,,,,,,,,,,
'223901,2008,,,,,,,,,,,,,,,,,,,,,,
'223902,2008,,,,,,,,,,,,,,,,,,,,,,
'223904,2008,,,,,,,,,,,,,,,,,,,,,,
'224901,2008,,,,,,,,,,,,,,,,,,,,,,
'224902,2008,,,,,,,,,,,,,,,,,,,,,,
'225902,2008,,,,,,,,,,,,,,,,,,,,,,
'225905,2008,,,,,,,,,,,,,,,,,,,,,,
'225906,2008,,,,,,,,,,,,,,,,,,,,,,
'225907,2008,,,,,,,,,,,,,,,,,,,,,,
'226901,2008,,,,,,,,,,,,,,,,,,,,,,
'226903,2008,,,,,,,,,,,,,,,,,,,,,,
'226905,2008,,,,,,,,,,,,,,,,,,,,,,
'226906,2008,,,,,,,,,,,,,,,,,,,,,,
'226907,2008,,,,,,,,,,,,,,,,,,,,,,
'226908,2008,,,,,,,,,,,,,,,,,,,,,,
'227801,2008,,,,,,,,,,,,,,,,,,,,,,
'227803,2008,,,,,,,,,,,,,,,,,,,,,,
'227804,2008,,,,,,,,,,,,,,,,,,,,,,
'227805,2008,,,,,,,,,,,,,,,,,,,,,,
'227806,2008,,,,,,,,,,,,,,,,,,,,,,
'227812,2008,,,,,,,,,,,,,,,,,,,,,,
'227814,2008,,,,,,,,,,,,,,,,,,,,,,
'227816,2008,,,,,,,,,,,,,,,,,,,,,,
'227817,2008,,,,,,,,,,,,,,,,,,,,,,
'227818,2008,,,,,,,,,,,,,,,,,,,,,,
'227819,2008,,,,,,,,,,,,,,,,,,,,,,
'227820,2008,,,,,,,,,,,,,,,,,,,,,,
'227821,2008,,,,,,,,,,,,,,,,,,,,,,
'227822,2008,,,,,,,,,,,,,,,,,,,,,,
'227823,2008,,,,,,,,,,,,,,,,,,,,,,
'227901,2008,,,,,,,,,,,,,,,,,,,,,,
'227904,2008,,,,,,,,,,,,,,,,,,,,,,
'227907,2008,,,,,,,,,,,,,,,,,,,,,,
'227909,2008,,,,,,,,,,,,,,,,,,,,,,
'227910,2008,,,,,,,,,,,,,,,,,,,,,,
'227912,2008,,,,,,,,,,,,,,,,,,,,,,
'227913,2008,,,,,,,,,,,,,,,,,,,,,,
'228901,2008,,,,,,,,,,,,,,,,,,,,,,
'228903,2008,,,,,,,,,,,,,,,,,,,,,,
'228904,2008,,,,,,,,,,,,,,,,,,,,,,
'228905,2008,,,,,,,,,,,,,,,,,,,,,,
'229901,2008,,,,,,,,,,,,,,,,,,,,,,
'229903,2008,,,,,,,,,,,,,,,,,,,,,,
'229904,2008,,,,,,,,,,,,,,,,,,,,,,
'229905,2008,,,,,,,,,,,,,,,,,,,,,,
'229906,2008,,,,,,,,,,,,,,,,,,,,,,
'230901,2008,,,,,,,,,,,,,,,,,,,,,,
'230902,2008,,,,,,,,,,,,,,,,,,,,,,
'230903,2008,,,,,,,,,,,,,,,,,,,,,,
'230904,2008,,,,,,,,,,,,,,,,,,,,,,
'230905,2008,,,,,,,,,,,,,,,,,,,,,,
'230906,2008,,,,,,,,,,,,,,,,,,,,,,
'230908,2008,,,,,,,,,,,,,,,,,,,,,,
'231901,2008,,,,,,,,,,,,,,,,,,,,,,
'231902,2008,,,,,,,,,,,,,,,,,,,,,,
'232801,2008,,,,,,,,,,,,,,,,,,,,,,
'232901,2008,,,,,,,,,,,,,,,,,,,,,,
'232902,2008,,,,,,,,,,,,,,,,,,,,,,
'232903,2008,,,,,,,,,,,,,,,,,,,,,,
'232904,2008,,,,,,,,,,,,,,,,,,,,,,
'233901,2008,,,,,,,,,,,,,,,,,,,,,,
'233903,2008,,,,,,,,,,,,,,,,,,,,,,
'234801,2008,,,,,,,,,,,,,,,,,,,,,,
'234902,2008,,,,,,,,,,,,,,,,,,,,,,
'234903,2008,,,,,,,,,,,,,,,,,,,,,,
'234904,2008,,,,,,,,,,,,,,,,,,,,,,
'234905,2008,,,,,,,,,,,,,,,,,,,,,,
'234906,2008,,,,,,,,,,,,,,,,,,,,,,
'234907,2008,,,,,,,,,,,,,,,,,,,,,,
'234909,2008,,,,,,,,,,,,,,,,,,,,,,
'235801,2008,,,,,,,,,,,,,,,,,,,,,,
'235901,2008,,,,,,,,,,,,,,,,,,,,,,
'235902,2008,,,,,,,,,,,,,,,,,,,,,,
'235904,2008,,,,,,,,,,,,,,,,,,,,,,
'236801,2008,,,,,,,,,,,,,,,,,,,,,,
'236901,2008,,,,,,,,,,,,,,,,,,,,,,
'236902,2008,,,,,,,,,,,,,,,,,,,,,,
'237902,2008,,,,,,,,,,,,,,,,,,,,,,
'237904,2008,,,,,,,,,,,,,,,,,,,,,,
'237905,2008,,,,,,,,,,,,,,,,,,,,,,
'238902,2008,,,,,,,,,,,,,,,,,,,,,,
'238904,2008,,,,,,,,,,,,,,,,,,,,,,
'239901,2008,,,,,,,,,,,,,,,,,,,,,,
'239903,2008,,,,,,,,,,,,,,,,,,,,,,
'240801,2008,,,,,,,,,,,,,,,,,,,,,,
'240901,2008,,,,,,,,,,,,,,,,,,,,,,
'240903,2008,,,,,,,,,,,,,,,,,,,,,,
'240904,2008,,,,,,,,,,,,,,,,,,,,,,
'241901,2008,,,,,,,,,,,,,,,,,,,,,,
'241902,2008,,,,,,,,,,,,,,,,,,,,,,
'241903,2008,,,,,,,,,,,,,,,,,,,,,,
'241904,2008,,,,,,,,,,,,,,,,,,,,,,
'241906,2008,,,,,,,,,,,,,,,,,,,,,,
'242902,2008,,,,,,,,,,,,,,,,,,,,,,
'242903,2008,,,,,,,,,,,,,,,,,,,,,,
'242905,2008,,,,,,,,,,,,,,,,,,,,,,
'242906,2008,,,,,,,,,,,,,,,,,,,,,,
'243801,2008,,,,,,,,,,,,,,,,,,,,,,
'243901,2008,,,,,,,,,,,,,,,,,,,,,,
'243902,2008,,,,,,,,,,,,,,,,,,,,,,
'243903,2008,,,,,,,,,,,,,,,,,,,,,,
'243905,2008,,,,,,,,,,,,,,,,,,,,,,
'243906,2008,,,,,,,,,,,,,,,,,,,,,,
'244901,2008,,,,,,,,,,,,,,,,,,,,,,
'244903,2008,,,,,,,,,,,,,,,,,,,,,,
'244905,2008,,,,,,,,,,,,,,,,,,,,,,
'245901,2008,,,,,,,,,,,,,,,,,,,,,,
'245902,2008,,,,,,,,,,,,,,,,,,,,,,
'245903,2008,,,,,,,,,,,,,,,,,,,,,,
'245904,2008,,,,,,,,,,,,,,,,,,,,,,
'246902,2008,,,,,,,,,,,,,,,,,,,,,,
'246904,2008,,,,,,,,,,,,,,,,,,,,,,
'246905,2008,,,,,,,,,,,,,,,,,,,,,,
'246906,2008,,,,,,,,,,,,,,,,,,,,,,
'246907,2008,,,,,,,,,,,,,,,,,,,,,,
'246908,2008,,,,,,,,,,,,,,,,,,,,,,
'246909,2008,,,,,,,,,,,,,,,,,,,,,,
'246911,2008,,,,,,,,,,,,,,,,,,,,,,
'246912,2008,,,,,,,,,,,,,,,,,,,,,,
'246913,2008,,,,,,,,,,,,,,,,,,,,,,
'246914,2008,,,,,,,,,,,,,,,,,,,,,,
'247901,2008,,,,,,,,,,,,,,,,,,,,,,
'247903,2008,,,,,,,,,,,,,,,,,,,,,,
'247904,2008,,,,,,,,,,,,,,,,,,,,,,
'247906,2008,,,,,,,,,,,,,,,,,,,,,,
'248901,2008,,,,,,,,,,,,,,,,,,,,,,
'248902,2008,,,,,,,,,,,,,,,,,,,,,,
'249901,2008,,,,,,,,,,,,,,,,,,,,,,
'249902,2008,,,,,,,,,,,,,,,,,,,,,,
'249903,2008,,,,,,,,,,,,,,,,,,,,,,
'249904,2008,,,,,,,,,,,,,,,,,,,,,,
'249905,2008,,,,,,,,,,,,,,,,,,,,,,
'249906,2008,,,,,,,,,,,,,,,,,,,,,,
'249908,2008,,,,,,,,,,,,,,,,,,,,,,
'250902,2008,,,,,,,,,,,,,,,,,,,,,,
'250903,2008,,,,,,,,,,,,,,,,,,,,,,
'250904,2008,,,,,,,,,,,,,,,,,,,,,,
'250905,2008,,,,,,,,,,,,,,,,,,,,,,
'250906,2008,,,,,,,,,,,,,,,,,,,,,,
'250907,2008,,,,,,,,,,,,,,,,,,,,,,
'251901,2008,,,,,,,,,,,,,,,,,,,,,,
'251902,2008,,,,,,,,,,,,,,,,,,,,,,
'252901,2008,,,,,,,,,,,,,,,,,,,,,,
'252902,2008,,,,,,,,,,,,,,,,,,,,,,
'252903,2008,,,,,,,,,,,,,,,,,,,,,,
'253901,2008,,,,,,,,,,,,,,,,,,,,,,
'254901,2008,,,,,,,,,,,,,,,,,,,,,,
'254902,2008,,,,,,,,,,,,,,,,,,,,,,
'1,2008,,,,,,,,,,,,,,,,,,,,,,
'001902,2009,,,,,,,,,,,,,,,,,,,,,,
'001903,2009,,,,,,,,,,,,,,,,,,,,,,
'001904,2009,,,,,,,,,,,,,,,,,,,,,,
'001906,2009,,,,,,,,,,,,,,,,,,,,,,
'001907,2009,,,,,,,,,,,,,,,,,,,,,,
'001908,2009,,,,,,,,,,,,,,,,,,,,,,
'001909,2009,,,,,,,,,,,,,,,,,,,,,,
'002901,2009,,,,,,,,,,,,,,,,,,,,,,
'003801,2009,,,,,,,,,,,,,,,,,,,,,,
'003902,2009,,,,,,,,,,,,,,,,,,,,,,
'003903,2009,,,,,,,,,,,,,,,,,,,,,,
'003904,2009,,,,,,,,,,,,,,,,,,,,,,
'003905,2009,,,,,,,,,,,,,,,,,,,,,,
'003906,2009,,,,,,,,,,,,,,,,,,,,,,
'003907,2009,,,,,,,,,,,,,,,,,,,,,,
'004901,2009,,,,,,,,,,,,,,,,,,,,,,
'005901,2009,,,,,,,,,,,,,,,,,,,,,,
'005902,2009,,,,,,,,,,,,,,,,,,,,,,
'005904,2009,,,,,,,,,,,,,,,,,,,,,,
'006902,2009,,,,,,,,,,,,,,,,,,,,,,
'007901,2009,,,,,,,,,,,,,,,,,,,,,,
'007902,2009,,,,,,,,,,,,,,,,,,,,,,
'007904,2009,,,,,,,,,,,,,,,,,,,,,,
'007905,2009,,,,,,,,,,,,,,,,,,,,,,
'007906,2009,,,,,,,,,,,,,,,,,,,,,,
'008901,2009,,,,,,,,,,,,,,,,,,,,,,
'008902,2009,,,,,,,,,,,,,,,,,,,,,,
'008903,2009,,,,,,,,,,,,,,,,,,,,,,
'009901,2009,,,,,,,,,,,,,,,,,,,,,,
'010901,2009,,,,,,,,,,,,,,,,,,,,,,
'010902,2009,,,,,,,,,,,,,,,,,,,,,,
'011901,2009,,,,,,,,,,,,,,,,,,,,,,
'011902,2009,,,,,,,,,,,,,,,,,,,,,,
'011904,2009,,,,,,,,,,,,,,,,,,,,,,
'011905,2009,,,,,,,,,,,,,,,,,,,,,,
'012901,2009,,,,,,,,,,,,,,,,,,,,,,
'013801,2009,,,,,,,,,,,,,,,,,,,,,,
'013901,2009,,,,,,,,,,,,,,,,,,,,,,
'013902,2009,,,,,,,,,,,,,,,,,,,,,,
'013903,2009,,,,,,,,,,,,,,,,,,,,,,
'013905,2009,,,,,,,,,,,,,,,,,,,,,,
'014801,2009,,,,,,,,,,,,,,,,,,,,,,
'014802,2009,,,,,,,,,,,,,,,,,,,,,,
'014803,2009,,,,,,,,,,,,,,,,,,,,,,
'014804,2009,,,,,,,,,,,,,,,,,,,,,,
'014901,2009,,,,,,,,,,,,,,,,,,,,,,
'014902,2009,,,,,,,,,,,,,,,,,,,,,,
'014903,2009,,,,,,,,,,,,,,,,,,,,,,
'014905,2009,,,,,,,,,,,,,,,,,,,,,,
'014906,2009,,,,,,,,,,,,,,,,,,,,,,
'014907,2009,,,,,,,,,,,,,,,,,,,,,,
'014908,2009,,,,,,,,,,,,,,,,,,,,,,
'014909,2009,,,,,,,,,,,,,,,,,,,,,,
'014910,2009,,,,,,,,,,,,,,,,,,,,,,
'015801,2009,,,,,,,,,,,,,,,,,,,,,,
'015802,2009,,,,,,,,,,,,,,,,,,,,,,
'015803,2009,,,,,,,,,,,,,,,,,,,,,,
'015805,2009,,,,,,,,,,,,,,,,,,,,,,
'015806,2009,,,,,,,,,,,,,,,,,,,,,,
'015807,2009,,,,,,,,,,,,,,,,,,,,,,
'015808,2009,,,,,,,,,,,,,,,,,,,,,,
'015809,2009,,,,,,,,,,,,,,,,,,,,,,
'015811,2009,,,,,,,,,,,,,,,,,,,,,,
'015812,2009,,,,,,,,,,,,,,,,,,,,,,
'015813,2009,,,,,,,,,,,,,,,,,,,,,,
'015814,2009,,,,,,,,,,,,,,,,,,,,,,
'015815,2009,,,,,,,,,,,,,,,,,,,,,,
'015816,2009,,,,,,,,,,,,,,,,,,,,,,
'015817,2009,,,,,,,,,,,,,,,,,,,,,,
'015819,2009,,,,,,,,,,,,,,,,,,,,,,
'015820,2009,,,,,,,,,,,,,,,,,,,,,,
'015822,2009,,,,,,,,,,,,,,,,,,,,,,
'015823,2009,,,,,,,,,,,,,,,,,,,,,,
'015824,2009,,,,,,,,,,,,,,,,,,,,,,
'015825,2009,,,,,,,,,,,,,,,,,,,,,,
'015826,2009,,,,,,,,,,,,,,,,,,,,,,
'015827,2009,,,,,,,,,,,,,,,,,,,,,,
'015828,2009,,,,,,,,,,,,,,,,,,,,,,
'015830,2009,,,,,,,,,,,,,,,,,,,,,,
'015831,2009,,,,,,,,,,,,,,,,,,,,,,
'015901,2009,,,,,,,,,,,,,,,,,,,,,,
'015904,2009,,,,,,,,,,,,,,,,,,,,,,
'015905,2009,,,,,,,,,,,,,,,,,,,,,,
'015906,2009,,,,,,,,,,,,,,,,,,,,,,
'015907,2009,,,,,,,,,,,,,,,,,,,,,,
'015908,2009,,,,,,,,,,,,,,,,,,,,,,
'015909,2009,,,,,,,,,,,,,,,,,,,,,,
'015910,2009,,,,,,,,,,,,,,,,,,,,,,
'015911,2009,,,,,,,,,,,,,,,,,,,,,,
'015912,2009,,,,,,,,,,,,,,,,,,,,,,
'015913,2009,,,,,,,,,,,,,,,,,,,,,,
'015914,2009,,,,,,,,,,,,,,,,,,,,,,
'015915,2009,,,,,,,,,,,,,,,,,,,,,,
'015916,2009,,,,,,,,,,,,,,,,,,,,,,
'015917,2009,,,,,,,,,,,,,,,,,,,,,,
'016901,2009,,,,,,,,,,,,,,,,,,,,,,
'016902,2009,,,,,,,,,,,,,,,,,,,,,,
'017901,2009,,,,,,,,,,,,,,,,,,,,,,
'018901,2009,,,,,,,,,,,,,,,,,,,,,,
'018902,2009,,,,,,,,,,,,,,,,,,,,,,
'018903,2009,,,,,,,,,,,,,,,,,,,,,,
'018904,2009,,,,,,,,,,,,,,,,,,,,,,
'018905,2009,,,,,,,,,,,,,,,,,,,,,,
'018906,2009,,,,,,,,,,,,,,,,,,,,,,
'018907,2009,,,,,,,,,,,,,,,,,,,,,,
'018908,2009,,,,,,,,,,,,,,,,,,,,,,
'019901,2009,,,,,,,,,,,,,,,,,,,,,,
'019902,2009,,,,,,,,,,,,,,,,,,,,,,
'019903,2009,,,,,,,,,,,,,,,,,,,,,,
'019905,2009,,,,,,,,,,,,,,,,,,,,,,
'019906,2009,,,,,,,,,,,,,,,,,,,,,,
'019907,2009,,,,,,,,,,,,,,,,,,,,,,
'019908,2009,,,,,,,,,,,,,,,,,,,,,,
'019909,2009,,,,,,,,,,,,,,,,,,,,,,
'019910,2009,,,,,,,,,,,,,,,,,,,,,,
'019911,2009,,,,,,,,,,,,,,,,,,,,,,
'019912,2009,,,,,,,,,,,,,,,,,,,,,,
'019913,2009,,,,,,,,,,,,,,,,,,,,,,
'019914,2009,,,,,,,,,,,,,,,,,,,,,,
'020901,2009,,,,,,,,,,,,,,,,,,,,,,
'020902,2009,,,,,,,,,,,,,,,,,,,,,,
'020904,2009,,,,,,,,,,,,,,,,,,,,,,
'020905,2009,,,,,,,,,,,,,,,,,,,,,,
'020906,2009,,,,,,,,,,,,,,,,,,,,,,
'020907,2009,,,,,,,,,,,,,,,,,,,,,,
'020908,2009,,,,,,,,,,,,,,,,,,,,,,
'020910,2009,,,,,,,,,,,,,,,,,,,,,,
'021803,2009,,,,,,,,,,,,,,,,,,,,,,
'021804,2009,,,,,,,,,,,,,,,,,,,,,,
'021901,2009,,,,,,,,,,,,,,,,,,,,,,
'021902,2009,,,,,,,,,,,,,,,,,,,,,,
'022004,2009,,,,,,,,,,,,,,,,,,,,,,
'022901,2009,,,,,,,,,,,,,,,,,,,,,,
'022902,2009,,,,,,,,,,,,,,,,,,,,,,
'022903,2009,,,,,,,,,,,,,,,,,,,,,,
'023902,2009,,,,,,,,,,,,,,,,,,,,,,
'024801,2009,,,,,,,,,,,,,,,,,,,,,,
'024901,2009,,,,,,,,,,,,,,,,,,,,,,
'025901,2009,,,,,,,,,,,,,,,,,,,,,,
'025902,2009,,,,,,,,,,,,,,,,,,,,,,
'025904,2009,,,,,,,,,,,,,,,,,,,,,,
'025905,2009,,,,,,,,,,,,,,,,,,,,,,
'025906,2009,,,,,,,,,,,,,,,,,,,,,,
'025908,2009,,,,,,,,,,,,,,,,,,,,,,
'025909,2009,,,,,,,,,,,,,,,,,,,,,,
'026901,2009,,,,,,,,,,,,,,,,,,,,,,
'026902,2009,,,,,,,,,,,,,,,,,,,,,,
'026903,2009,,,,,,,,,,,,,,,,,,,,,,
'027903,2009,,,,,,,,,,,,,,,,,,,,,,
'027904,2009,,,,,,,,,,,,,,,,,,,,,,
'028902,2009,,,,,,,,,,,,,,,,,,,,,,
'028903,2009,,,,,,,,,,,,,,,,,,,,,,
'028906,2009,,,,,,,,,,,,,,,,,,,,,,
'029901,2009,,,,,,,,,,,,,,,,,,,,,,
'030901,2009,,,,,,,,,,,,,,,,,,,,,,
'030902,2009,,,,,,,,,,,,,,,,,,,,,,
'030903,2009,,,,,,,,,,,,,,,,,,,,,,
'030906,2009,,,,,,,,,,,,,,,,,,,,,,
'031803,2009,,,,,,,,,,,,,,,,,,,,,,
'031901,2009,,,,,,,,,,,,,,,,,,,,,,
'031903,2009,,,,,,,,,,,,,,,,,,,,,,
'031905,2009,,,,,,,,,,,,,,,,,,,,,,
'031906,2009,,,,,,,,,,,,,,,,,,,,,,
'031909,2009,,,,,,,,,,,,,,,,,,,,,,
'031911,2009,,,,,,,,,,,,,,,,,,,,,,
'031912,2009,,,,,,,,,,,,,,,,,,,,,,
'031913,2009,,,,,,,,,,,,,,,,,,,,,,
'031914,2009,,,,,,,,,,,,,,,,,,,,,,
'031916,2009,,,,,,,,,,,,,,,,,,,,,,
'032902,2009,,,,,,,,,,,,,,,,,,,,,,
'033901,2009,,,,,,,,,,,,,,,,,,,,,,
'033902,2009,,,,,,,,,,,,,,,,,,,,,,
'033904,2009,,,,,,,,,,,,,,,,,,,,,,
'034901,2009,,,,,,,,,,,,,,,,,,,,,,
'034902,2009,,,,,,,,,,,,,,,,,,,,,,
'034903,2009,,,,,,,,,,,,,,,,,,,,,,
'034905,2009,,,,,,,,,,,,,,,,,,,,,,
'034906,2009,,,,,,,,,,,,,,,,,,,,,,
'034907,2009,,,,,,,,,,,,,,,,,,,,,,
'034909,2009,,,,,,,,,,,,,,,,,,,,,,
'035901,2009,,,,,,,,,,,,,,,,,,,,,,
'035902,2009,,,,,,,,,,,,,,,,,,,,,,
'035903,2009,,,,,,,,,,,,,,,,,,,,,,
'036901,2009,,,,,,,,,,,,,,,,,,,,,,
'036902,2009,,,,,,,,,,,,,,,,,,,,,,
'036903,2009,,,,,,,,,,,,,,,,,,,,,,
'037901,2009,,,,,,,,,,,,,,,,,,,,,,
'037904,2009,,,,,,,,,,,,,,,,,,,,,,
'037907,2009,,,,,,,,,,,,,,,,,,,,,,
'037908,2009,,,,,,,,,,,,,,,,,,,,,,
'037909,2009,,,,,,,,,,,,,,,,,,,,,,
'038901,2009,,,,,,,,,,,,,,,,,,,,,,
'039901,2009,,,,,,,,,,,,,,,,,,,,,,
'039902,2009,,,,,,,,,,,,,,,,,,,,,,
'039903,2009,,,,,,,,,,,,,,,,,,,,,,
'039904,2009,,,,,,,,,,,,,,,,,,,,,,
'039905,2009,,,,,,,,,,,,,,,,,,,,,,
'040901,2009,,,,,,,,,,,,,,,,,,,,,,
'040902,2009,,,,,,,,,,,,,,,,,,,,,,
'041901,2009,,,,,,,,,,,,,,,,,,,,,,
'041902,2009,,,,,,,,,,,,,,,,,,,,,,
'042901,2009,,,,,,,,,,,,,,,,,,,,,,
'042903,2009,,,,,,,,,,,,,,,,,,,,,,
'042905,2009,,,,,,,,,,,,,,,,,,,,,,
'042906,2009,,,,,,,,,,,,,,,,,,,,,,
'043901,2009,,,,,,,,,,,,,,,,,,,,,,
'043902,2009,,,,,,,,,,,,,,,,,,,,,,
'043903,2009,,,,,,,,,,,,,,,,,,,,,,
'043904,2009,,,,,,,,,,,,,,,,,,,,,,
'043905,2009,,,,,,,,,,,,,,,,,,,,,,
'043907,2009,,,,,,,,,,,,,,,,,,,,,,
'043908,2009,,,,,,,,,,,,,,,,,,,,,,
'043910,2009,,,,,,,,,,,,,,,,,,,,,,
'043911,2009,,,,,,,,,,,,,,,,,,,,,,
'043912,2009,,,,,,,,,,,,,,,,,,,,,,
'043914,2009,,,,,,,,,,,,,,,,,,,,,,
'043917,2009,,,,,,,,,,,,,,,,,,,,,,
'043918,2009,,,,,,,,,,,,,,,,,,,,,,
'043919,2009,,,,,,,,,,,,,,,,,,,,,,
'044902,2009,,,,,,,,,,,,,,,,,,,,,,
'044904,2009,,,,,,,,,,,,,,,,,,,,,,
'045902,2009,,,,,,,,,,,,,,,,,,,,,,
'045903,2009,,,,,,,,,,,,,,,,,,,,,,
'045905,2009,,,,,,,,,,,,,,,,,,,,,,
'046802,2009,,,,,,,,,,,,,,,,,,,,,,
'046901,2009,,,,,,,,,,,,,,,,,,,,,,
'046902,2009,,,,,,,,,,,,,,,,,,,,,,
'047901,2009,,,,,,,,,,,,,,,,,,,,,,
'047902,2009,,,,,,,,,,,,,,,,,,,,,,
'047903,2009,,,,,,,,,,,,,,,,,,,,,,
'047905,2009,,,,,,,,,,,,,,,,,,,,,,
'048901,2009,,,,,,,,,,,,,,,,,,,,,,
'048903,2009,,,,,,,,,,,,,,,,,,,,,,
'049901,2009,,,,,,,,,,,,,,,,,,,,,,
'049902,2009,,,,,,,,,,,,,,,,,,,,,,
'049903,2009,,,,,,,,,,,,,,,,,,,,,,
'049905,2009,,,,,,,,,,,,,,,,,,,,,,
'049906,2009,,,,,,,,,,,,,,,,,,,,,,
'049907,2009,,,,,,,,,,,,,,,,,,,,,,
'049908,2009,,,,,,,,,,,,,,,,,,,,,,
'049909,2009,,,,,,,,,,,,,,,,,,,,,,
'050901,2009,,,,,,,,,,,,,,,,,,,,,,
'050902,2009,,,,,,,,,,,,,,,,,,,,,,
'050904,2009,,,,,,,,,,,,,,,,,,,,,,
'050909,2009,,,,,,,,,,,,,,,,,,,,,,
'050910,2009,,,,,,,,,,,,,,,,,,,,,,
'051901,2009,,,,,,,,,,,,,,,,,,,,,,
'052901,2009,,,,,,,,,,,,,,,,,,,,,,
'053001,2009,,,,,,,,,,,,,,,,,,,,,,
'054901,2009,,,,,,,,,,,,,,,,,,,,,,
'054902,2009,,,,,,,,,,,,,,,,,,,,,,
'054903,2009,,,,,,,,,,,,,,,,,,,,,,
'055901,2009,,,,,,,,,,,,,,,,,,,,,,
'056901,2009,,,,,,,,,,,,,,,,,,,,,,
'056902,2009,,,,,,,,,,,,,,,,,,,,,,
'057802,2009,,,,,,,,,,,,,,,,,,,,,,
'057803,2009,,,,,,,,,,,,,,,,,,,,,,
'057804,2009,,,,,,,,,,,,,,,,,,,,,,
'057805,2009,,,,,,,,,,,,,,,,,,,,,,
'057806,2009,,,,,,,,,,,,,,,,,,,,,,
'057807,2009,,,,,,,,,,,,,,,,,,,,,,
'057808,2009,,,,,,,,,,,,,,,,,,,,,,
'057809,2009,,,,,,,,,,,,,,,,,,,,,,
'057810,2009,,,,,,,,,,,,,,,,,,,,,,
'057811,2009,,,,,,,,,,,,,,,,,,,,,,
'057813,2009,,,,,,,,,,,,,,,,,,,,,,
'057814,2009,,,,,,,,,,,,,,,,,,,,,,
'057815,2009,,,,,,,,,,,,,,,,,,,,,,
'057816,2009,,,,,,,,,,,,,,,,,,,,,,
'057817,2009,,,,,,,,,,,,,,,,,,,,,,
'057819,2009,,,,,,,,,,,,,,,,,,,,,,
'057821,2009,,,,,,,,,,,,,,,,,,,,,,
'057825,2009,,,,,,,,,,,,,,,,,,,,,,
'057827,2009,,,,,,,,,,,,,,,,,,,,,,
'057828,2009,,,,,,,,,,,,,,,,,,,,,,
'057829,2009,,,,,,,,,,,,,,,,,,,,,,
'057830,2009,,,,,,,,,,,,,,,,,,,,,,
'057831,2009,,,,,,,,,,,,,,,,,,,,,,
'057832,2009,,,,,,,,,,,,,,,,,,,,,,
