CAMPUS,YEAR,CAHEE*R,CAHEC#R,CAHEC*R,CAHEE#R
'058905001,2005,,,,
'058906001,2005,,,,
'058906041,2005,,,,
'058906103,2005,,,,
'058906105,2005,,,,
'058909001,2005,,,,
'059901001,2005,,,,
'059901040,2005,,,,
'059901042,2005,,,,
'059901101,2005,,,,
'059901102,2005,,,,
'059901103,2005,,,,
'059901104,2005,,,,
'059901106,2005,,,,
'059902101,2005,,,,
'060902001,2005,,,,
'060902041,2005,,,,
'060902101,2005,,,,
'060914001,2005,,,,
'060914102,2005,,,,
'061802001,2005,,,,
'061802002,2005,,,,
'061901002,2005,,,,
'061901003,2005,,,,
'061901005,2005,,,,
'061901006,2005,,,,
'061901039,2005,,,,
'061901040,2005,,,,
'061901041,2005,,,,
'061901044,2005,,,,
'061901045,2005,,,,
'061901046,2005,,,,
'061901102,2005,,,,
'061901104,2005,,,,
'061901105,2005,,,,
'061901106,2005,,,,
'061901107,2005,,,,
'061901108,2005,,,,
'061901109,2005,,,,
'061901110,2005,,,,
'061901111,2005,,,,
'061901112,2005,,,,
'061901113,2005,,,,
'061901114,2005,,,,
'061901115,2005,,,,
'061901116,2005,,,,
'061901117,2005,,,,
'061902001,2005,,,,
'061902002,2005,,,,
'061902004,2005,,,,
'061902005,2005,,,,
'061902007,2005,,,,
'061902008,2005,,,,
'061902009,2005,,,,
'061902010,2005,,,,
'061902042,2005,,,,
'061902044,2005,,,,
'061902045,2005,,,,
'061902046,2005,,,,
'061902047,2005,,,,
'061902048,2005,,,,
'061902049,2005,,,,
'061902050,2005,,,,
'061902052,2005,,,,
'061902053,2005,,,,
'061902054,2005,,,,
'061902055,2005,,,,
'061902056,2005,,,,
'061902101,2005,,,,
'061902102,2005,,,,
'061902104,2005,,,,
'061902105,2005,,,,
'061902106,2005,,,,
'061902107,2005,,,,
'061902108,2005,,,,
'061902109,2005,,,,
'061902110,2005,,,,
'061902111,2005,,,,
'061902112,2005,,,,
'061902113,2005,,,,
'061902114,2005,,,,
'061902115,2005,,,,
'061902116,2005,,,,
'061902117,2005,,,,
'061902118,2005,,,,
'061902119,2005,,,,
'061902120,2005,,,,
'061902121,2005,,,,
'061902122,2005,,,,
'061902123,2005,,,,
'061902124,2005,,,,
'061902125,2005,,,,
'061902126,2005,,,,
'061902127,2005,,,,
'061902128,2005,,,,
'061902129,2005,,,,
'061902130,2005,,,,
'061902131,2005,,,,
'061902132,2005,,,,
'061902133,2005,,,,
'061902134,2005,,,,
'061902135,2005,,,,
'061902136,2005,,,,
'061902138,2005,,,,
'061902139,2005,,,,
'061903001,2005,,,,
'061903041,2005,,,,
'061903101,2005,,,,
'061903102,2005,,,,
'061905001,2005,,,,
'061905041,2005,,,,
'061905101,2005,,,,
'061905102,2005,,,,
'061906001,2005,,,,
'061906101,2005,,,,
'061907001,2005,,,,
'061907041,2005,,,,
'061907042,2005,,,,
'061907101,2005,,,,
'061908001,2005,,,,
'061908003,2005,,,,
'061908041,2005,,,,
'061908101,2005,,,,
'061908102,2005,,,,
'061908103,2005,,,,
'061910001,2005,,,,
'061910041,2005,,,,
'061910101,2005,,,,
'061911001,2005,,,,
'061911003,2005,,,,
'061911042,2005,,,,
'061911043,2005,,,,
'061911044,2005,,,,
'061911101,2005,,,,
'061911102,2005,,,,
'061911106,2005,,,,
'061911107,2005,,,,
'061911108,2005,,,,
'061911109,2005,,,,
'061911110,2005,,,,
'061911111,2005,,,,
'061912001,2005,,,,
'061912041,2005,,,,
'061912101,2005,,,,
'061912102,2005,,,,
'061912103,2005,,,,
'061912104,2005,,,,
'061914001,2005,,,,
'061914002,2005,,,,
'061914041,2005,,,,
'061914101,2005,,,,
'061914102,2005,,,,
'061914103,2005,,,,
'061914104,2005,,,,
'061914105,2005,,,,
'062901001,2005,,,,
'062901002,2005,,,,
'062901041,2005,,,,
'062901101,2005,,,,
'062901104,2005,,,,
'062901199,2005,,,,
'062902001,2005,,,,
'062903001,2005,,,,
'062903002,2005,,,,
'062903041,2005,,,,
'062903102,2005,,,,
'062903103,2005,,,,
'062904001,2005,,,,
'062904041,2005,,,,
'062904102,2005,,,,
'062905101,2005,,,,
'062906101,2005,,,,
'063903001,2005,,,,
'063906001,2005,,,,
'064903001,2005,,,,
'064903041,2005,,,,
'064903101,2005,,,,
'064903102,2005,,,,
'064903103,2005,,,,
'064903104,2005,,,,
'065901001,2005,,,,
'065901041,2005,,,,
'065901101,2005,,,,
'065902001,2005,,,,
'066005101,2005,,,,
'066901001,2005,,,,
'066901041,2005,,,,
'066902001,2005,,,,
'066902041,2005,,,,
'066902101,2005,,,,
'066902102,2005,,,,
'066903002,2005,,,,
'066903004,2005,,,,
'066903042,2005,,,,
'066903102,2005,,,,
'067902001,2005,,,,
'067902004,2005,,,,
'067902041,2005,,,,
'067902101,2005,,,,
'067903001,2005,,,,
'067903041,2005,,,,
'067903101,2005,,,,
'067904001,2005,,,,
'067904101,2005,,,,
'067907001,2005,,,,
'067907041,2005,,,,
'067907101,2005,,,,
'067908001,2005,,,,
'067908101,2005,,,,
'068801001,2005,,,,
'068901002,2005,,,,
'068901003,2005,,,,
'068901004,2005,,,,
'068901005,2005,,,,
'068901006,2005,,,,
'068901007,2005,,,,
'068901008,2005,,,,
'068901042,2005,,,,
'068901043,2005,,,,
'068901044,2005,,,,
'068901045,2005,,,,
'068901046,2005,,,,
'068901047,2005,,,,
'068901101,2005,,,,
'068901102,2005,,,,
'068901103,2005,,,,
'068901104,2005,,,,
'068901105,2005,,,,
'068901106,2005,,,,
'068901107,2005,,,,
'068901110,2005,,,,
'068901111,2005,,,,
'068901112,2005,,,,
'068901113,2005,,,,
'068901114,2005,,,,
'068901115,2005,,,,
'068901116,2005,,,,
'068901117,2005,,,,
'068901118,2005,,,,
'068901119,2005,,,,
'068901121,2005,,,,
'068901122,2005,,,,
'068901123,2005,,,,
'068901124,2005,,,,
'068901125,2005,,,,
'068901126,2005,,,,
'068901127,2005,,,,
'068901128,2005,,,,
'068901129,2005,,,,
'068901130,2005,,,,
'068901191,2005,,,,
'069901001,2005,,,,
'069901002,2005,,,,
'069901101,2005,,,,
'069902001,2005,,,,
'069902101,2005,,,,
'070801001,2005,,,,
'070901001,2005,,,,
'070903002,2005,,,,
'070903042,2005,,,,
'070903043,2005,,,,
'070903101,2005,,,,
'070903102,2005,,,,
'070903103,2005,,,,
'070903104,2005,,,,
'070903105,2005,,,,
'070903106,2005,,,,
'070905002,2005,,,,
'070905041,2005,,,,
'070905103,2005,,,,
'070905104,2005,,,,
'070905105,2005,,,,
'070907001,2005,,,,
'070907101,2005,,,,
'070908001,2005,,,,
'070908042,2005,,,,
'070908043,2005,,,,
'070908103,2005,,,,
'070908104,2005,,,,
'070908105,2005,,,,
'070908106,2005,,,,
'070909001,2005,,,,
'070910001,2005,,,,
'070910041,2005,,,,
'070910042,2005,,,,
'070910101,2005,,,,
'070911001,2005,,,,
'070911041,2005,,,,
'070911101,2005,,,,
'070911102,2005,,,,
'070911103,2005,,,,
'070911104,2005,,,,
'070911105,2005,,,,
'070912001,2005,,,,
'070912002,2005,,,,
'070912041,2005,,,,
'070912042,2005,,,,
'070912104,2005,,,,
'070912106,2005,,,,
'070912107,2005,,,,
'070912108,2005,,,,
'070912109,2005,,,,
'070915001,2005,,,,
'070915041,2005,,,,
'070915042,2005,,,,
'070915101,2005,,,,
'071801001,2005,,,,
'071803001,2005,,,,
'071804001,2005,,,,
'071804002,2005,,,,
'071805001,2005,,,,
'071805041,2005,,,,
'071901001,2005,,,,
'071901002,2005,,,,
'071901004,2005,,,,
'071901041,2005,,,,
'071901042,2005,,,,
'071901043,2005,,,,
'071901101,2005,,,,
'071901102,2005,,,,
'071901103,2005,,,,
'071901104,2005,,,,
'071901105,2005,,,,
'071902001,2005,,,,
'071902002,2005,,,,
'071902003,2005,,,,
'071902004,2005,,,,
'071902005,2005,,,,
'071902006,2005,,,,
'071902008,2005,,,,
'071902009,2005,,,,
'071902010,2005,,,,
'071902011,2005,,,,
'071902012,2005,,,,
'071902020,2005,,,,
'071902022,2005,,,,
'071902025,2005,,,,
'071902027,2005,,,,
'071902032,2005,,,,
'071902040,2005,,,,
'071902041,2005,,,,
'071902042,2005,,,,
'071902043,2005,,,,
'071902044,2005,,,,
'071902045,2005,,,,
'071902046,2005,,,,
'071902047,2005,,,,
'071902048,2005,,,,
'071902049,2005,,,,
'071902051,2005,,,,
'071902052,2005,,,,
'071902053,2005,,,,
'071902054,2005,,,,
'071902055,2005,,,,
'071902101,2005,,,,
'071902102,2005,,,,
'071902103,2005,,,,
'071902104,2005,,,,
'071902105,2005,,,,
'071902106,2005,,,,
'071902107,2005,,,,
'071902108,2005,,,,
'071902109,2005,,,,
'071902110,2005,,,,
'071902111,2005,,,,
'071902112,2005,,,,
'071902113,2005,,,,
'071902114,2005,,,,
'071902115,2005,,,,
'071902116,2005,,,,
'071902118,2005,,,,
'071902119,2005,,,,
'071902121,2005,,,,
'071902122,2005,,,,
'071902123,2005,,,,
'071902125,2005,,,,
'071902128,2005,,,,
'071902129,2005,,,,
'071902130,2005,,,,
'071902131,2005,,,,
'071902133,2005,,,,
'071902134,2005,,,,
'071902135,2005,,,,
'071902136,2005,,,,
'071902137,2005,,,,
'071902138,2005,,,,
'071902140,2005,,,,
'071902141,2005,,,,
'071902142,2005,,,,
'071902143,2005,,,,
'071902144,2005,,,,
'071902145,2005,,,,
'071902146,2005,,,,
'071902147,2005,,,,
'071902148,2005,,,,
'071902149,2005,,,,
'071902150,2005,,,,
'071902151,2005,,,,
'071902153,2005,,,,
'071902155,2005,,,,
'071902156,2005,,,,
'071902158,2005,,,,
'071902159,2005,,,,
'071902160,2005,,,,
'071902161,2005,,,,
'071902162,2005,,,,
'071902163,2005,,,,
'071902165,2005,,,,
'071902166,2005,,,,
'071902167,2005,,,,
'071902168,2005,,,,
'071903001,2005,,,,
'071903041,2005,,,,
'071903101,2005,,,,
'071903103,2005,,,,
'071903104,2005,,,,
'071904001,2005,,,,
'071904002,2005,,,,
'071904041,2005,,,,
'071904101,2005,,,,
'071904102,2005,,,,
'071904103,2005,,,,
'071904104,2005,,,,
'071905001,2005,,,,
'071905002,2005,,,,
'071905003,2005,,,,
'071905004,2005,,,,
'071905005,2005,,,,
'071905007,2005,,,,
'071905008,2005,,,,
'071905010,2005,,,,
'071905014,2005,,,,
'071905015,2005,,,,
'071905016,2005,,,,
'071905033,2005,,,,
'071905040,2005,,,,
'071905042,2005,,,,
'071905043,2005,,,,
'071905044,2005,,,,
'071905045,2005,,,,
'071905046,2005,,,,
'071905047,2005,,,,
'071905048,2005,,,,
'071905049,2005,,,,
'071905050,2005,,,,
'071905051,2005,,,,
'071905052,2005,,,,
'071905101,2005,,,,
'071905102,2005,,,,
'071905103,2005,,,,
'071905104,2005,,,,
'071905105,2005,,,,
'071905106,2005,,,,
'071905107,2005,,,,
'071905108,2005,,,,
'071905109,2005,,,,
'071905110,2005,,,,
'071905111,2005,,,,
'071905112,2005,,,,
'071905113,2005,,,,
'071905114,2005,,,,
'071905116,2005,,,,
'071905117,2005,,,,
'071905118,2005,,,,
'071905119,2005,,,,
'071905120,2005,,,,
'071905121,2005,,,,
'071905122,2005,,,,
'071905123,2005,,,,
'071905124,2005,,,,
'071905127,2005,,,,
'071905128,2005,,,,
'071905129,2005,,,,
'071905130,2005,,,,
'071905131,2005,,,,
'071905132,2005,,,,
'071905133,2005,,,,
'071905134,2005,,,,
'071905135,2005,,,,
'071905136,2005,,,,
'071905138,2005,,,,
'071905139,2005,,,,
'071905140,2005,,,,
'071905141,2005,,,,
'071905142,2005,,,,
'071906001,2005,,,,
'071906041,2005,,,,
'071906101,2005,,,,
'071907001,2005,,,,
'071907041,2005,,,,
'071907101,2005,,,,
'071907102,2005,,,,
'071907103,2005,,,,
'071907104,2005,,,,
'071908001,2005,,,,
'071908041,2005,,,,
'071908044,2005,,,,
'071908101,2005,,,,
'071909001,2005,,,,
'071909002,2005,,,,
'071909003,2005,,,,
'071909004,2005,,,,
'071909005,2005,,,,
'071909041,2005,,,,
'071909042,2005,,,,
'071909043,2005,,,,
'071909044,2005,,,,
'071909045,2005,,,,
'071909046,2005,,,,
'071909047,2005,,,,
'071909101,2005,,,,
'071909102,2005,,,,
'071909103,2005,,,,
'071909104,2005,,,,
'071909105,2005,,,,
'071909106,2005,,,,
'071909107,2005,,,,
'071909109,2005,,,,
'071909110,2005,,,,
'071909111,2005,,,,
'071909112,2005,,,,
'071909113,2005,,,,
'071909114,2005,,,,
'071909115,2005,,,,
'071909116,2005,,,,
'071909117,2005,,,,
'071909118,2005,,,,
'071909119,2005,,,,
'071909120,2005,,,,
'071909121,2005,,,,
'071909122,2005,,,,
'071909123,2005,,,,
'072801001,2005,,,,
'072901101,2005,,,,
'072902001,2005,,,,
'072902041,2005,,,,
'072902101,2005,,,,
'072902102,2005,,,,
'072903001,2005,,,,
'072903041,2005,,,,
'072903101,2005,,,,
'072903102,2005,,,,
'072903103,2005,,,,
'072903104,2005,,,,
'072904101,2005,,,,
'072908001,2005,,,,
'072909001,2005,,,,
'072910101,2005,,,,
'073901001,2005,,,,
'073903001,2005,,,,
'073903045,2005,,,,
'073903102,2005,,,,
'073904101,2005,,,,
'073905001,2005,,,,
'073905004,2005,,,,
'073905041,2005,,,,
'073905101,2005,,,,
'073905102,2005,,,,
'073905103,2005,,,,
'074903001,2005,,,,
'074903041,2005,,,,
'074903102,2005,,,,
'074903103,2005,,,,
'074903104,2005,,,,
'074904001,2005,,,,
'074905001,2005,,,,
'074905101,2005,,,,
'074907001,2005,,,,
'074907041,2005,,,,
'074907101,2005,,,,
'074909001,2005,,,,
'074909041,2005,,,,
'074909101,2005,,,,
'074909102,2005,,,,
'074911001,2005,,,,
'074911101,2005,,,,
'074912001,2005,,,,
'074912041,2005,,,,
'074912101,2005,,,,
'074917001,2005,,,,
'074917101,2005,,,,
'075901001,2005,,,,
'075901102,2005,,,,
'075902001,2005,,,,
'075902041,2005,,,,
'075902101,2005,,,,
'075902102,2005,,,,
'075903001,2005,,,,
'075903102,2005,,,,
'075906001,2005,,,,
'075906101,2005,,,,
'075908001,2005,,,,
'075908101,2005,,,,
'076903001,2005,,,,
'076903101,2005,,,,
'076904001,2005,,,,
'076904002,2005,,,,
'076904041,2005,,,,
'076904101,2005,,,,
'077901001,2005,,,,
'077901002,2005,,,,
'077901003,2005,,,,
'077901004,2005,,,,
'077901041,2005,,,,
'077901101,2005,,,,
'077901102,2005,,,,
'077902001,2005,,,,
'077902041,2005,,,,
'077902101,2005,,,,
'078901001,2005,,,,
'078901101,2005,,,,
'079901001,2005,,,,
'079901002,2005,,,,
'079901003,2005,,,,
'079901004,2005,,,,
'079901005,2005,,,,
'079901008,2005,,,,
'079901041,2005,,,,
'079901042,2005,,,,
'079901043,2005,,,,
'079901101,2005,,,,
'079901102,2005,,,,
'079901103,2005,,,,
'079901105,2005,,,,
'079901106,2005,,,,
'079901107,2005,,,,
'079901108,2005,,,,
'079901109,2005,,,,
'079901110,2005,,,,
'079901111,2005,,,,
'079901112,2005,,,,
'079901114,2005,,,,
'079901115,2005,,,,
'079901116,2005,,,,
'079901117,2005,,,,
'079901118,2005,,,,
'079901119,2005,,,,
'079901120,2005,,,,
'079901133,2005,,,,
'079906001,2005,,,,
'079906008,2005,,,,
'079906041,2005,,,,
'079906042,2005,,,,
'079906102,2005,,,,
'079906103,2005,,,,
'079907001,2005,,,,
'079907002,2005,,,,
'079907004,2005,,,,
'079907005,2005,,,,
'079907006,2005,,,,
'079907007,2005,,,,
'079907008,2005,,,,
'079907010,2005,,,,
'079907011,2005,,,,
'079907012,2005,,,,
'079907041,2005,,,,
'079907042,2005,,,,
'079907043,2005,,,,
'079907044,2005,,,,
'079907045,2005,,,,
'079907046,2005,,,,
'079907047,2005,,,,
'079907048,2005,,,,
'079907049,2005,,,,
'079907050,2005,,,,
'079907051,2005,,,,
'079907101,2005,,,,
'079907102,2005,,,,
'079907108,2005,,,,
'079907109,2005,,,,
'079907110,2005,,,,
'079907111,2005,,,,
'079907112,2005,,,,
'079907113,2005,,,,
'079907114,2005,,,,
'079907115,2005,,,,
'079907116,2005,,,,
'079907117,2005,,,,
'079907118,2005,,,,
'079907119,2005,,,,
'079907120,2005,,,,
'079907121,2005,,,,
'079907122,2005,,,,
'079907123,2005,,,,
'079907124,2005,,,,
'079907125,2005,,,,
'079907126,2005,,,,
'079907127,2005,,,,
'079907128,2005,,,,
'079907129,2005,,,,
'079907130,2005,,,,
'079907131,2005,,,,
'079907132,2005,,,,
'079907133,2005,,,,
'079907134,2005,,,,
'079907135,2005,,,,
'079907136,2005,,,,
'079907137,2005,,,,
'079907138,2005,,,,
'079907139,2005,,,,
'079907140,2005,,,,
'079907141,2005,,,,
'079907142,2005,,,,
'079908101,2005,,,,
'079910001,2005,,,,
'079910008,2005,,,,
'079910041,2005,,,,
'079910101,2005,,,,
'079910102,2005,,,,
'079910103,2005,,,,
'080901001,2005,,,,
'080901041,2005,,,,
'080901102,2005,,,,
'080901103,2005,,,,
'081902002,2005,,,,
'081902041,2005,,,,
'081902101,2005,,,,
'081904001,2005,,,,
'081904041,2005,,,,
'081904102,2005,,,,
'081904103,2005,,,,
'081905002,2005,,,,
'081905041,2005,,,,
'081905102,2005,,,,
'081906101,2005,,,,
'082902001,2005,,,,
'082902003,2005,,,,
'082902041,2005,,,,
'082902101,2005,,,,
'082903001,2005,,,,
'082903002,2005,,,,
'082903003,2005,,,,
'082903041,2005,,,,
'082903103,2005,,,,
'082903104,2005,,,,
'083901001,2005,,,,
'083901002,2005,,,,
'083901041,2005,,,,
'083901101,2005,,,,
'083902001,2005,,,,
'083903001,2005,,,,
'083903002,2005,,,,
'083903041,2005,,,,
'083903101,2005,,,,
'083903102,2005,,,,
'083903103,2005,,,,
'084801101,2005,,,,
'084802001,2005,,,,
'084901001,2005,,,,
'084901010,2005,,,,
'084901011,2005,,,,
'084901012,2005,,,,
'084901041,2005,,,,
'084901042,2005,,,,
'084901043,2005,,,,
'084901101,2005,,,,
'084901105,2005,,,,
'084901106,2005,,,,
'084901107,2005,,,,
'084902001,2005,,,,
'084902003,2005,,,,
'084902005,2005,,,,
'084902041,2005,,,,
'084902042,2005,,,,
'084902044,2005,,,,
'084902101,2005,,,,
'084902102,2005,,,,
'084902103,2005,,,,
'084902104,2005,,,,
'084902105,2005,,,,
'084902106,2005,,,,
'084902107,2005,,,,
'084902108,2005,,,,
'084902109,2005,,,,
'084902112,2005,,,,
'084902113,2005,,,,
'084903001,2005,,,,
'084903041,2005,,,,
'084903101,2005,,,,
'084904001,2005,,,,
'084904006,2005,,,,
'084904041,2005,,,,
'084904101,2005,,,,
'084904102,2005,,,,
'084904105,2005,,,,
'084904107,2005,,,,
'084904108,2005,,,,
'084906001,2005,,,,
'084906006,2005,,,,
'084906010,2005,,,,
'084906041,2005,,,,
'084906101,2005,,,,
'084906102,2005,,,,
'084906103,2005,,,,
'084906104,2005,,,,
'084906105,2005,,,,
'084908001,2005,,,,
'084908003,2005,,,,
'084908042,2005,,,,
'084908103,2005,,,,
'084909001,2005,,,,
'084909002,2005,,,,
'084909041,2005,,,,
'084909101,2005,,,,
'084909102,2005,,,,
'084909103,2005,,,,
'084909104,2005,,,,
'084910001,2005,,,,
'084910002,2005,,,,
'084910003,2005,,,,
'084910004,2005,,,,
'084910005,2005,,,,
'084910006,2005,,,,
'084910041,2005,,,,
'084910042,2005,,,,
'084910043,2005,,,,
'084910044,2005,,,,
'084910045,2005,,,,
'084910046,2005,,,,
'084910047,2005,,,,
'084910048,2005,,,,
'084910101,2005,,,,
'084910102,2005,,,,
'084910103,2005,,,,
'084910104,2005,,,,
'084910105,2005,,,,
'084910106,2005,,,,
'084910107,2005,,,,
'084910108,2005,,,,
'084910110,2005,,,,
'084910111,2005,,,,
'084910112,2005,,,,
'084910115,2005,,,,
'084910116,2005,,,,
'084910117,2005,,,,
'084910118,2005,,,,
'084910119,2005,,,,
'084910120,2005,,,,
'084910121,2005,,,,
'084910122,2005,,,,
'084910123,2005,,,,
'084910124,2005,,,,
'084910125,2005,,,,
'084911001,2005,,,,
'084911010,2005,,,,
'084911041,2005,,,,
'084911101,2005,,,,
'084911102,2005,,,,
'084911103,2005,,,,
'084911104,2005,,,,
'085902001,2005,,,,
'085902002,2005,,,,
'085902041,2005,,,,
'085902101,2005,,,,
'085903001,2005,,,,
'086024101,2005,,,,
'086901001,2005,,,,
'086901002,2005,,,,
'086901041,2005,,,,
'086901102,2005,,,,
'086901103,2005,,,,
'086901104,2005,,,,
'086902001,2005,,,,
'086902041,2005,,,,
'086902101,2005,,,,
'087901001,2005,,,,
'087901101,2005,,,,
'088902001,2005,,,,
'088902003,2005,,,,
'088902041,2005,,,,
'088902102,2005,,,,
'089901001,2005,,,,
'089901002,2005,,,,
'089901042,2005,,,,
'089901101,2005,,,,
'089901102,2005,,,,
'089901103,2005,,,,
'089903001,2005,,,,
'089903002,2005,,,,
'089903041,2005,,,,
'089903101,2005,,,,
'089905001,2005,,,,
'089905102,2005,,,,
'090902001,2005,,,,
'090903001,2005,,,,
'090904001,2005,,,,
'090904002,2005,,,,
'090904042,2005,,,,
'090904101,2005,,,,
'090904105,2005,,,,
'090904107,2005,,,,
'090904108,2005,,,,
'090905101,2005,,,,
'091901001,2005,,,,
'091901041,2005,,,,
'091901101,2005,,,,
'091902001,2005,,,,
'091902101,2005,,,,
'091903001,2005,,,,
'091903002,2005,,,,
'091903041,2005,,,,
'091903102,2005,,,,
'091903103,2005,,,,
'091903104,2005,,,,
'091903107,2005,,,,
'091903112,2005,,,,
'091903113,2005,,,,
'091903114,2005,,,,
'091905001,2005,,,,
'091905041,2005,,,,
'091905101,2005,,,,
'091906002,2005,,,,
'091906004,2005,,,,
'091906035,2005,,,,
'091906037,2005,,,,
'091906042,2005,,,,
'091906101,2005,,,,
'091906102,2005,,,,
'091906104,2005,,,,
'091906105,2005,,,,
'091906106,2005,,,,
'091906107,2005,,,,
'091906108,2005,,,,
'091906109,2005,,,,
'091907101,2005,,,,
'091908001,2005,,,,
'091908041,2005,,,,
'091908042,2005,,,,
'091908101,2005,,,,
'091909001,2005,,,,
'091909041,2005,,,,
'091909101,2005,,,,
'091909110,2005,,,,
'091910001,2005,,,,
'091910041,2005,,,,
'091910101,2005,,,,
'091913001,2005,,,,
'091913041,2005,,,,
'091913101,2005,,,,
'091913105,2005,,,,
'091914001,2005,,,,
'091914041,2005,,,,
'091914101,2005,,,,
'091917001,2005,,,,
'091917041,2005,,,,
'091917101,2005,,,,
'091918001,2005,,,,
'091918041,2005,,,,
'091918101,2005,,,,
'092801001,2005,,,,
'092901001,2005,,,,
'092901042,2005,,,,
'092901102,2005,,,,
'092901104,2005,,,,
'092901105,2005,,,,
'092902002,2005,,,,
'092902003,2005,,,,
'092902042,2005,,,,
'092902101,2005,,,,
'092902106,2005,,,,
'092902107,2005,,,,
'092903001,2005,,,,
'092903041,2005,,,,
'092903042,2005,,,,
'092903043,2005,,,,
'092903101,2005,,,,
'092903103,2005,,,,
'092903105,2005,,,,
'092903106,2005,,,,
'092903107,2005,,,,
'092903108,2005,,,,
'092903112,2005,,,,
'092903113,2005,,,,
'092903114,2005,,,,
'092903116,2005,,,,
'092903117,2005,,,,
'092903118,2005,,,,
'092903200,2005,,,,
'092904001,2005,,,,
'092904041,2005,,,,
'092904042,2005,,,,
'092904043,2005,,,,
'092904101,2005,,,,
'092904102,2005,,,,
'092904103,2005,,,,
'092906002,2005,,,,
'092906003,2005,,,,
'092906004,2005,,,,
'092906041,2005,,,,
'092906102,2005,,,,
'092907001,2005,,,,
'092907042,2005,,,,
'092907101,2005,,,,
'092907102,2005,,,,
'092907103,2005,,,,
'092908001,2005,,,,
'092908041,2005,,,,
'092908102,2005,,,,
'092908103,2005,,,,
'093901001,2005,,,,
'093901101,2005,,,,
'093903001,2005,,,,
'093903101,2005,,,,
'093904002,2005,,,,
'093904003,2005,,,,
'093904004,2005,,,,
'093904041,2005,,,,
'093904042,2005,,,,
'093904104,2005,,,,
'093904105,2005,,,,
'093905001,2005,,,,
'093905101,2005,,,,
'094901001,2005,,,,
'094901002,2005,,,,
'094901041,2005,,,,
'094901042,2005,,,,
'094901101,2005,,,,
'094901102,2005,,,,
'094901103,2005,,,,
'094901104,2005,,,,
'094901105,2005,,,,
'094901106,2005,,,,
'094901108,2005,,,,
'094901109,2005,,,,
'094901110,2005,,,,
'094901111,2005,,,,
'094901112,2005,,,,
'094902001,2005,,,,
'094902002,2005,,,,
'094902041,2005,,,,
'094902042,2005,,,,
'094902101,2005,,,,
'094902102,2005,,,,
'094902103,2005,,,,
'094902108,2005,,,,
'094902109,2005,,,,
'094902110,2005,,,,
'094902111,2005,,,,
'094902112,2005,,,,
'094903001,2005,,,,
'094903041,2005,,,,
'094903101,2005,,,,
'094904001,2005,,,,
'094904041,2005,,,,
'094904101,2005,,,,
'094904102,2005,,,,
'095901001,2005,,,,
'095901003,2005,,,,
'095901041,2005,,,,
'095901101,2005,,,,
'095902001,2005,,,,
'095903001,2005,,,,
'095903102,2005,,,,
'095903103,2005,,,,
'095904001,2005,,,,
'095904101,2005,,,,
'095905001,2005,,,,
'095905002,2005,,,,
'095905004,2005,,,,
'095905041,2005,,,,
'095905042,2005,,,,
'095905101,2005,,,,
'095905102,2005,,,,
'095905103,2005,,,,
'095905105,2005,,,,
'095905106,2005,,,,
'095905107,2005,,,,
'095905108,2005,,,,
'095905109,2005,,,,
'096904001,2005,,,,
'096904041,2005,,,,
'096904101,2005,,,,
'096904103,2005,,,,
'096905001,2005,,,,
'097902001,2005,,,,
'097902041,2005,,,,
'097902102,2005,,,,
'097903001,2005,,,,
'097903041,2005,,,,
'097903101,2005,,,,
'098901001,2005,,,,
'098901041,2005,,,,
'098901101,2005,,,,
'098903101,2005,,,,
'098904001,2005,,,,
'098904041,2005,,,,
'098904101,2005,,,,
'099902001,2005,,,,
'099902101,2005,,,,
'099903001,2005,,,,
'099903041,2005,,,,
'099903102,2005,,,,
'100903002,2005,,,,
'100903003,2005,,,,
'100903041,2005,,,,
'100903101,2005,,,,
'100904001,2005,,,,
'100904002,2005,,,,
'100904041,2005,,,,
'100904101,2005,,,,
'100904102,2005,,,,
'100904104,2005,,,,
'100905001,2005,,,,
'100905041,2005,,,,
'100905102,2005,,,,
'100905105,2005,,,,
'100907001,2005,,,,
'100907003,2005,,,,
'100907041,2005,,,,
'100907101,2005,,,,
'100907102,2005,,,,
'100907103,2005,,,,
'100908001,2005,,,,
'100908041,2005,,,,
'100908101,2005,,,,
'101801102,2005,,,,
'101802101,2005,,,,
'101803041,2005,,,,
'101803101,2005,,,,
'101804001,2005,,,,
'101805001,2005,,,,
'101805101,2005,,,,
'101806001,2005,,,,
'101806101,2005,,,,
'101807101,2005,,,,
'101809001,2005,,,,
'101809041,2005,,,,
'101809101,2005,,,,
'101810002,2005,,,,
'101811001,2005,,,,
'101811002,2005,,,,
'101811003,2005,,,,
'101811004,2005,,,,
'101811005,2005,,,,
'101811006,2005,,,,
'101812001,2005,,,,
'101812002,2005,,,,
'101813001,2005,,,,
'101814101,2005,,,,
'101814102,2005,,,,
'101814103,2005,,,,
'101815101,2005,,,,
'101817001,2005,,,,
'101818001,2005,,,,
'101819001,2005,,,,
'101820001,2005,,,,
'101821001,2005,,,,
'101822001,2005,,,,
'101823101,2005,,,,
'101827001,2005,,,,
'101828101,2005,,,,
'101829101,2005,,,,
'101830101,2005,,,,
'101831001,2005,,,,
'101833101,2005,,,,
'101834001,2005,,,,
'101837001,2005,,,,
'101837041,2005,,,,
'101837101,2005,,,,
'101838001,2005,,,,
'101838004,2005,,,,
'101838101,2005,,,,
'101840101,2005,,,,
