CAMPUS,YEAR,CAHEE*R,CAHEC#R,CAHEC*R,CAHEE#R
'174902002,2001,,,,
'174903001,2001,,,,
'174903041,2001,,,,
'174903101,2001,,,,
'174904002,2001,,,,
'174904003,2001,,,,
'174904041,2001,,,,
'174904101,2001,,,,
'174904102,2001,,,,
'174904103,2001,,,,
'174904104,2001,,,,
'174904105,2001,,,,
'174904107,2001,,,,
'174904108,2001,,,,
'174906001,2001,,,,
'174906041,2001,,,,
'174906101,2001,,,,
'174906102,2001,,,,
'174908001,2001,,,,
'174908101,2001,,,,
'174909001,2001,,,,
'174910101,2001,,,,
'174911001,2001,,,,
'175902001,2001,,,,
'175902041,2001,,,,
'175902101,2001,,,,
'175903001,2001,,,,
'175903002,2001,,,,
'175903041,2001,,,,
'175903042,2001,,,,
'175903101,2001,,,,
'175903102,2001,,,,
'175903103,2001,,,,
'175903107,2001,,,,
'175903110,2001,,,,
'175904001,2001,,,,
'175904101,2001,,,,
'175905001,2001,,,,
'175905101,2001,,,,
'175907001,2001,,,,
'175910001,2001,,,,
'175910101,2001,,,,
'175911001,2001,,,,
'175911101,2001,,,,
'176901001,2001,,,,
'176901101,2001,,,,
'176902002,2001,,,,
'176902003,2001,,,,
'176902041,2001,,,,
'176902104,2001,,,,
'176903001,2001,,,,
'176903041,2001,,,,
'176903101,2001,,,,
'177901001,2001,,,,
'177901002,2001,,,,
'177901101,2001,,,,
'177902001,2001,,,,
'177902003,2001,,,,
'177902041,2001,,,,
'177902101,2001,,,,
'177902102,2001,,,,
'177902104,2001,,,,
'177902105,2001,,,,
'177902106,2001,,,,
'177903001,2001,,,,
'177903002,2001,,,,
'177905001,2001,,,,
'178801001,2001,,,,
'178801101,2001,,,,
'178802101,2001,,,,
'178803001,2001,,,,
'178804001,2001,,,,
'178805001,2001,,,,
'178806001,2001,,,,
'178901001,2001,,,,
'178901101,2001,,,,
'178902001,2001,,,,
'178902003,2001,,,,
'178902041,2001,,,,
'178902101,2001,,,,
'178902102,2001,,,,
'178902103,2001,,,,
'178903001,2001,,,,
'178903041,2001,,,,
'178903101,2001,,,,
'178903103,2001,,,,
'178903104,2001,,,,
'178903105,2001,,,,
'178904001,2001,,,,
'178904002,2001,,,,
'178904003,2001,,,,
'178904004,2001,,,,
'178904005,2001,,,,
'178904007,2001,,,,
'178904009,2001,,,,
'178904012,2001,,,,
'178904041,2001,,,,
'178904043,2001,,,,
'178904045,2001,,,,
'178904046,2001,,,,
'178904047,2001,,,,
'178904048,2001,,,,
'178904049,2001,,,,
'178904050,2001,,,,
'178904052,2001,,,,
'178904053,2001,,,,
'178904054,2001,,,,
'178904055,2001,,,,
'178904056,2001,,,,
'178904101,2001,,,,
'178904103,2001,,,,
'178904104,2001,,,,
'178904105,2001,,,,
'178904106,2001,,,,
'178904107,2001,,,,
'178904108,2001,,,,
'178904109,2001,,,,
'178904110,2001,,,,
'178904111,2001,,,,
'178904115,2001,,,,
'178904116,2001,,,,
'178904117,2001,,,,
'178904118,2001,,,,
'178904119,2001,,,,
'178904120,2001,,,,
'178904121,2001,,,,
'178904122,2001,,,,
'178904123,2001,,,,
'178904124,2001,,,,
'178904125,2001,,,,
'178904127,2001,,,,
'178904129,2001,,,,
'178904130,2001,,,,
'178904132,2001,,,,
'178904133,2001,,,,
'178904134,2001,,,,
'178904136,2001,,,,
'178904137,2001,,,,
'178904138,2001,,,,
'178904139,2001,,,,
'178904140,2001,,,,
'178904141,2001,,,,
'178904142,2001,,,,
'178904143,2001,,,,
'178904144,2001,,,,
'178904146,2001,,,,
'178904148,2001,,,,
'178904149,2001,,,,
'178904150,2001,,,,
'178904151,2001,,,,
'178904152,2001,,,,
'178904153,2001,,,,
'178904154,2001,,,,
'178905041,2001,,,,
'178905101,2001,,,,
'178906101,2001,,,,
'178908001,2001,,,,
'178908041,2001,,,,
'178908101,2001,,,,
'178909001,2001,,,,
'178909002,2001,,,,
'178909003,2001,,,,
'178909041,2001,,,,
'178909042,2001,,,,
'178909101,2001,,,,
'178909103,2001,,,,
'178909104,2001,,,,
'178909105,2001,,,,
'178912001,2001,,,,
'178912002,2001,,,,
'178912041,2001,,,,
'178912101,2001,,,,
'178912104,2001,,,,
'178913001,2001,,,,
'178913041,2001,,,,
'178913101,2001,,,,
'178914001,2001,,,,
'178914004,2001,,,,
'178914007,2001,,,,
'178914041,2001,,,,
'178914101,2001,,,,
'178914103,2001,,,,
'178914105,2001,,,,
'178914106,2001,,,,
'178915001,2001,,,,
'178915041,2001,,,,
'178915101,2001,,,,
'178915102,2001,,,,
'178915104,2001,,,,
'179901001,2001,,,,
'179901041,2001,,,,
'179901101,2001,,,,
'179901102,2001,,,,
'179901103,2001,,,,
'180901001,2001,,,,
'180901041,2001,,,,
'180901101,2001,,,,
'180902001,2001,,,,
'180902101,2001,,,,
'180903001,2001,,,,
'180904101,2001,,,,
'181901001,2001,,,,
'181901041,2001,,,,
'181901101,2001,,,,
'181901102,2001,,,,
'181901103,2001,,,,
'181905001,2001,,,,
'181905041,2001,,,,
'181905102,2001,,,,
'181906001,2001,,,,
'181906004,2001,,,,
'181906041,2001,,,,
'181906101,2001,,,,
'181906102,2001,,,,
'181906103,2001,,,,
'181906104,2001,,,,
'181906112,2001,,,,
'181907001,2001,,,,
'181907002,2001,,,,
'181907041,2001,,,,
'181907101,2001,,,,
'181907102,2001,,,,
'181907103,2001,,,,
'181907104,2001,,,,
'181908001,2001,,,,
'181908041,2001,,,,
'181908042,2001,,,,
'181908101,2001,,,,
'181908102,2001,,,,
'181908103,2001,,,,
'182901001,2001,,,,
'182902001,2001,,,,
'182902101,2001,,,,
'182903001,2001,,,,
'182903002,2001,,,,
'182903041,2001,,,,
'182903103,2001,,,,
'182903104,2001,,,,
'182903105,2001,,,,
'182904001,2001,,,,
'182904101,2001,,,,
'182905001,2001,,,,
'182906101,2001,,,,
'183801001,2001,,,,
'183901001,2001,,,,
'183901101,2001,,,,
'183902001,2001,,,,
'183902042,2001,,,,
'183902101,2001,,,,
'183902103,2001,,,,
'183902104,2001,,,,
'183904001,2001,,,,
'184901001,2001,,,,
'184901101,2001,,,,
'184902001,2001,,,,
'184902002,2001,,,,
'184902041,2001,,,,
'184902104,2001,,,,
'184902105,2001,,,,
'184902106,2001,,,,
'184902107,2001,,,,
'184902108,2001,,,,
'184903001,2001,,,,
'184903041,2001,,,,
'184903042,2001,,,,
'184903101,2001,,,,
'184903102,2001,,,,
'184903103,2001,,,,
'184903104,2001,,,,
'184903105,2001,,,,
'184903106,2001,,,,
'184903107,2001,,,,
'184903108,2001,,,,
'184903203,2001,,,,
'184904001,2001,,,,
'184904101,2001,,,,
'184907001,2001,,,,
'184907002,2001,,,,
'184907041,2001,,,,
'184907101,2001,,,,
'184907102,2001,,,,
'184907103,2001,,,,
'184908001,2001,,,,
'184908041,2001,,,,
'184908101,2001,,,,
'184909001,2001,,,,
'184909101,2001,,,,
'184911101,2001,,,,
'185901001,2001,,,,
'185901041,2001,,,,
'185901101,2001,,,,
'185902001,2001,,,,
'185902041,2001,,,,
'185902101,2001,,,,
'185903001,2001,,,,
'185903041,2001,,,,
'185903101,2001,,,,
'185903102,2001,,,,
'185904001,2001,,,,
'186901001,2001,,,,
'186902001,2001,,,,
'186902041,2001,,,,
'186902101,2001,,,,
'186902102,2001,,,,
'186902103,2001,,,,
'186902104,2001,,,,
'186902105,2001,,,,
'186903001,2001,,,,
'186903002,2001,,,,
'186903041,2001,,,,
'186903101,2001,,,,
'187901001,2001,,,,
'187903001,2001,,,,
'187903041,2001,,,,
'187903101,2001,,,,
'187904001,2001,,,,
'187904041,2001,,,,
'187904103,2001,,,,
'187906001,2001,,,,
'187906101,2001,,,,
'187907002,2001,,,,
'187907041,2001,,,,
'187907101,2001,,,,
'187907102,2001,,,,
'187907103,2001,,,,
'187910041,2001,,,,
'187910101,2001,,,,
'188901001,2001,,,,
'188901002,2001,,,,
'188901003,2001,,,,
'188901004,2001,,,,
'188901005,2001,,,,
'188901041,2001,,,,
'188901042,2001,,,,
'188901043,2001,,,,
'188901044,2001,,,,
'188901045,2001,,,,
'188901046,2001,,,,
'188901047,2001,,,,
'188901048,2001,,,,
'188901101,2001,,,,
'188901102,2001,,,,
'188901103,2001,,,,
'188901104,2001,,,,
'188901105,2001,,,,
'188901106,2001,,,,
'188901107,2001,,,,
'188901108,2001,,,,
'188901109,2001,,,,
'188901110,2001,,,,
'188901111,2001,,,,
'188901112,2001,,,,
'188901113,2001,,,,
'188901114,2001,,,,
'188901115,2001,,,,
'188901119,2001,,,,
'188901120,2001,,,,
'188901121,2001,,,,
'188901122,2001,,,,
'188901123,2001,,,,
'188901124,2001,,,,
'188901125,2001,,,,
'188901126,2001,,,,
'188901127,2001,,,,
'188901128,2001,,,,
'188901130,2001,,,,
'188901131,2001,,,,
'188901132,2001,,,,
'188901133,2001,,,,
'188901134,2001,,,,
'188901135,2001,,,,
'188901137,2001,,,,
'188901138,2001,,,,
'188901139,2001,,,,
'188901140,2001,,,,
'188901141,2001,,,,
'188901142,2001,,,,
'188901170,2001,,,,
'188902001,2001,,,,
'188902101,2001,,,,
'188902102,2001,,,,
'188903001,2001,,,,
'188903041,2001,,,,
'188903101,2001,,,,
'188904041,2001,,,,
'188904101,2001,,,,
'189901001,2001,,,,
'189901101,2001,,,,
'189901102,2001,,,,
'189902001,2001,,,,
'189902041,2001,,,,
'189902101,2001,,,,
'190903001,2001,,,,
'190903002,2001,,,,
'190903041,2001,,,,
'190903101,2001,,,,
'191901001,2001,,,,
'191901002,2001,,,,
'191901003,2001,,,,
'191901041,2001,,,,
'191901043,2001,,,,
'191901044,2001,,,,
'191901101,2001,,,,
'191901104,2001,,,,
'191901105,2001,,,,
'191901106,2001,,,,
'191901107,2001,,,,
'191901108,2001,,,,
'191901109,2001,,,,
'192901001,2001,,,,
'192901041,2001,,,,
'192901101,2001,,,,
'193902001,2001,,,,
'194902001,2001,,,,
'194902041,2001,,,,
'194902101,2001,,,,
'194903001,2001,,,,
'194903101,2001,,,,
'194903102,2001,,,,
'194904002,2001,,,,
'194904042,2001,,,,
'194904103,2001,,,,
'194905001,2001,,,,
'194905041,2001,,,,
'194905101,2001,,,,
'195901001,2001,,,,
'195901042,2001,,,,
'195901101,2001,,,,
'195901103,2001,,,,
'195901104,2001,,,,
'195901106,2001,,,,
'195901109,2001,,,,
'195901200,2001,,,,
'195902001,2001,,,,
'196901001,2001,,,,
'196901102,2001,,,,
'196902001,2001,,,,
'196902041,2001,,,,
'196902102,2001,,,,
'196903001,2001,,,,
'196903041,2001,,,,
'196903103,2001,,,,
'197902001,2001,,,,
'198901001,2001,,,,
'198901041,2001,,,,
'198901101,2001,,,,
'198902001,2001,,,,
'198902101,2001,,,,
'198903001,2001,,,,
'198903041,2001,,,,
'198903101,2001,,,,
'198905002,2001,,,,
'198905042,2001,,,,
'198905102,2001,,,,
'198905103,2001,,,,
'198906001,2001,,,,
'198906101,2001,,,,
'199901001,2001,,,,
'199901002,2001,,,,
'199901003,2001,,,,
'199901042,2001,,,,
'199901043,2001,,,,
'199901101,2001,,,,
'199901102,2001,,,,
'199901103,2001,,,,
'199901105,2001,,,,
'199901106,2001,,,,
'199901107,2001,,,,
'199901108,2001,,,,
'199902002,2001,,,,
'199902003,2001,,,,
'199902041,2001,,,,
'199902102,2001,,,,
'199902103,2001,,,,
'200901001,2001,,,,
'200901002,2001,,,,
'200901041,2001,,,,
'200901101,2001,,,,
'200902001,2001,,,,
'200902002,2001,,,,
'200902004,2001,,,,
'200902005,2001,,,,
'200902101,2001,,,,
'200902180,2001,,,,
'200902200,2001,,,,
'200904001,2001,,,,
'200904002,2001,,,,
'200904041,2001,,,,
'200904101,2001,,,,
'200906101,2001,,,,
'201902001,2001,,,,
'201902041,2001,,,,
'201902103,2001,,,,
'201902104,2001,,,,
'201902105,2001,,,,
'201902107,2001,,,,
'201902108,2001,,,,
'201903001,2001,,,,
'201904001,2001,,,,
'201904101,2001,,,,
'201907001,2001,,,,
'201907101,2001,,,,
'201908001,2001,,,,
'201908101,2001,,,,
'201910002,2001,,,,
'201910041,2001,,,,
'201910102,2001,,,,
'201910104,2001,,,,
'201913001,2001,,,,
'201914001,2001,,,,
'201914041,2001,,,,
'201914101,2001,,,,
'201914104,2001,,,,
'202903001,2001,,,,
'202903041,2001,,,,
'202903101,2001,,,,
'202905002,2001,,,,
'202905102,2001,,,,
'203901002,2001,,,,
'203901003,2001,,,,
'203901101,2001,,,,
'203901102,2001,,,,
'203902001,2001,,,,
'203902101,2001,,,,
'204901001,2001,,,,
'204901041,2001,,,,
'204901102,2001,,,,
'204901103,2001,,,,
'204904001,2001,,,,
'204904041,2001,,,,
'204904101,2001,,,,
'204904102,2001,,,,
'205901001,2001,,,,
'205901041,2001,,,,
'205901101,2001,,,,
'205901102,2001,,,,
'205901104,2001,,,,
'205902001,2001,,,,
'205902003,2001,,,,
'205902041,2001,,,,
'205902101,2001,,,,
'205902102,2001,,,,
'205902103,2001,,,,
'205902104,2001,,,,
'205902105,2001,,,,
'205903001,2001,,,,
'205903042,2001,,,,
'205903102,2001,,,,
'205903103,2001,,,,
'205903104,2001,,,,
'205904001,2001,,,,
'205904041,2001,,,,
'205904101,2001,,,,
'205904102,2001,,,,
'205904103,2001,,,,
'205905001,2001,,,,
'205905041,2001,,,,
'205905101,2001,,,,
'205906001,2001,,,,
'205906002,2001,,,,
'205906003,2001,,,,
'205906041,2001,,,,
'205906101,2001,,,,
'205906102,2001,,,,
'205906103,2001,,,,
'205907001,2001,,,,
'205907002,2001,,,,
'205907041,2001,,,,
'205907101,2001,,,,
'205907103,2001,,,,
'206901001,2001,,,,
'206901002,2001,,,,
'206901041,2001,,,,
'206901101,2001,,,,
'206902001,2001,,,,
'206903001,2001,,,,
'206903101,2001,,,,
'207901001,2001,,,,
'207901002,2001,,,,
'207901041,2001,,,,
'207901101,2001,,,,
'207901195,2001,,,,
'208901001,2001,,,,
'208902001,2001,,,,
'208902002,2001,,,,
'208902041,2001,,,,
'208902101,2001,,,,
'208902102,2001,,,,
'208902105,2001,,,,
'208902106,2001,,,,
'208902107,2001,,,,
'208903001,2001,,,,
'208903002,2001,,,,
'209901001,2001,,,,
'209901101,2001,,,,
'209902001,2001,,,,
'210901001,2001,,,,
'210901041,2001,,,,
'210901101,2001,,,,
'210901102,2001,,,,
'210901104,2001,,,,
'210902001,2001,,,,
'210902102,2001,,,,
'210903002,2001,,,,
'210904001,2001,,,,
'210904041,2001,,,,
'210904101,2001,,,,
'210905001,2001,,,,
'210905041,2001,,,,
'210905101,2001,,,,
'210906101,2001,,,,
'211901101,2001,,,,
'211902001,2001,,,,
'211902041,2001,,,,
'211902102,2001,,,,
'212801101,2001,,,,
'212802001,2001,,,,
'212901001,2001,,,,
'212901041,2001,,,,
'212901101,2001,,,,
'212902001,2001,,,,
'212902002,2001,,,,
'212902003,2001,,,,
'212902041,2001,,,,
'212902101,2001,,,,
'212903001,2001,,,,
'212903002,2001,,,,
'212903041,2001,,,,
'212903101,2001,,,,
'212903102,2001,,,,
'212903103,2001,,,,
'212904002,2001,,,,
'212904041,2001,,,,
'212904102,2001,,,,
'212905001,2001,,,,
'212905003,2001,,,,
'212905007,2001,,,,
'212905008,2001,,,,
'212905009,2001,,,,
'212905041,2001,,,,
'212905042,2001,,,,
'212905043,2001,,,,
'212905044,2001,,,,
'212905045,2001,,,,
'212905047,2001,,,,
'212905101,2001,,,,
'212905102,2001,,,,
'212905103,2001,,,,
'212905104,2001,,,,
'212905105,2001,,,,
'212905106,2001,,,,
'212905107,2001,,,,
'212905108,2001,,,,
'212905109,2001,,,,
'212905110,2001,,,,
'212905111,2001,,,,
'212905112,2001,,,,
'212905114,2001,,,,
'212905115,2001,,,,
'212905116,2001,,,,
'212905117,2001,,,,
'212905118,2001,,,,
'212905119,2001,,,,
'212906001,2001,,,,
'212906003,2001,,,,
'212906041,2001,,,,
'212906101,2001,,,,
'212906102,2001,,,,
'212906103,2001,,,,
'212909001,2001,,,,
'212909002,2001,,,,
'212909004,2001,,,,
'212909006,2001,,,,
'212909042,2001,,,,
'212909101,2001,,,,
'212909102,2001,,,,
'212909103,2001,,,,
'212910001,2001,,,,
'212910002,2001,,,,
'212910003,2001,,,,
'212910041,2001,,,,
'212910101,2001,,,,
'213801001,2001,,,,
'213901001,2001,,,,
'213901002,2001,,,,
'213901041,2001,,,,
'213901101,2001,,,,
'213901102,2001,,,,
'214901001,2001,,,,
'214901041,2001,,,,
'214901042,2001,,,,
'214901102,2001,,,,
'214901103,2001,,,,
'214901104,2001,,,,
'214901105,2001,,,,
'214901107,2001,,,,
'214901108,2001,,,,
'214901109,2001,,,,
'214901110,2001,,,,
'214902001,2001,,,,
'214902101,2001,,,,
'214903001,2001,,,,
'214903002,2001,,,,
'214903003,2001,,,,
'214903041,2001,,,,
'214903101,2001,,,,
'214903102,2001,,,,
'214903103,2001,,,,
'214903104,2001,,,,
'214903105,2001,,,,
'214903106,2001,,,,
'215901001,2001,,,,
'215901002,2001,,,,
'215901041,2001,,,,
'215901101,2001,,,,
'215901102,2001,,,,
'215901103,2001,,,,
'216901001,2001,,,,
'216901041,2001,,,,
'216901101,2001,,,,
'216901195,2001,,,,
'216901201,2001,,,,
'217901001,2001,,,,
'217901041,2001,,,,
'217901101,2001,,,,
'218901001,2001,,,,
'218901041,2001,,,,
'218901101,2001,,,,
'218901102,2001,,,,
'219901001,2001,,,,
'219901101,2001,,,,
'219903001,2001,,,,
'219903041,2001,,,,
'219903101,2001,,,,
'219903102,2001,,,,
'219905001,2001,,,,
'219905101,2001,,,,
'220801001,2001,,,,
'220802101,2001,,,,
'220803001,2001,,,,
'220804001,2001,,,,
'220806001,2001,,,,
'220807001,2001,,,,
'220901001,2001,,,,
'220901002,2001,,,,
'220901003,2001,,,,
'220901004,2001,,,,
'220901005,2001,,,,
'220901006,2001,,,,
'220901007,2001,,,,
'220901008,2001,,,,
'220901010,2001,,,,
'220901041,2001,,,,
'220901045,2001,,,,
'220901046,2001,,,,
'220901047,2001,,,,
'220901048,2001,,,,
'220901049,2001,,,,
'220901050,2001,,,,
'220901051,2001,,,,
'220901052,2001,,,,
'220901053,2001,,,,
'220901054,2001,,,,
'220901055,2001,,,,
'220901101,2001,,,,
'220901102,2001,,,,
'220901103,2001,,,,
'220901104,2001,,,,
'220901107,2001,,,,
'220901109,2001,,,,
'220901110,2001,,,,
'220901111,2001,,,,
'220901112,2001,,,,
'220901113,2001,,,,
'220901114,2001,,,,
'220901116,2001,,,,
'220901117,2001,,,,
'220901119,2001,,,,
'220901120,2001,,,,
'220901121,2001,,,,
'220901122,2001,,,,
'220901123,2001,,,,
'220901124,2001,,,,
'220901125,2001,,,,
'220901126,2001,,,,
'220901128,2001,,,,
'220901129,2001,,,,
'220901130,2001,,,,
'220901131,2001,,,,
'220901132,2001,,,,
'220901133,2001,,,,
'220901134,2001,,,,
'220901135,2001,,,,
'220901136,2001,,,,
'220901137,2001,,,,
'220901139,2001,,,,
'220901140,2001,,,,
'220901141,2001,,,,
'220901142,2001,,,,
'220901143,2001,,,,
'220901144,2001,,,,
'220901145,2001,,,,
'220901146,2001,,,,
'220901147,2001,,,,
'220901148,2001,,,,
'220901149,2001,,,,
'220901150,2001,,,,
'220901151,2001,,,,
'220901152,2001,,,,
'220901153,2001,,,,
'220901154,2001,,,,
'220901155,2001,,,,
'220901156,2001,,,,
'220901300,2001,,,,
'220902001,2001,,,,
'220902002,2001,,,,
'220902003,2001,,,,
'220902004,2001,,,,
'220902006,2001,,,,
'220902007,2001,,,,
'220902010,2001,,,,
'220902041,2001,,,,
'220902042,2001,,,,
'220902043,2001,,,,
'220902044,2001,,,,
'220902045,2001,,,,
'220902046,2001,,,,
'220902047,2001,,,,
'220902101,2001,,,,
'220902102,2001,,,,
'220902103,2001,,,,
'220902104,2001,,,,
'220902105,2001,,,,
'220902106,2001,,,,
'220902107,2001,,,,
'220902108,2001,,,,
'220902109,2001,,,,
'220902110,2001,,,,
'220902111,2001,,,,
'220902112,2001,,,,
'220902113,2001,,,,
'220902114,2001,,,,
'220902115,2001,,,,
'220902116,2001,,,,
'220902117,2001,,,,
'220902118,2001,,,,
'220902119,2001,,,,
'220902120,2001,,,,
'220904001,2001,,,,
'220904041,2001,,,,
'220904101,2001,,,,
'220904102,2001,,,,
'220904103,2001,,,,
'220904104,2001,,,,
'220905001,2001,,,,
'220905002,2001,,,,
'220905003,2001,,,,
'220905004,2001,,,,
'220905005,2001,,,,
'220905006,2001,,,,
'220905008,2001,,,,
'220905009,2001,,,,
'220905010,2001,,,,
'220905011,2001,,,,
'220905014,2001,,,,
'220905015,2001,,,,
'220905016,2001,,,,
'220905017,2001,,,,
'220905018,2001,,,,
'220905019,2001,,,,
'220905021,2001,,,,
'220905024,2001,,,,
'220905025,2001,,,,
'220905026,2001,,,,
'220905035,2001,,,,
'220905041,2001,,,,
'220905042,2001,,,,
'220905043,2001,,,,
'220905044,2001,,,,
'220905045,2001,,,,
'220905046,2001,,,,
'220905047,2001,,,,
'220905048,2001,,,,
'220905049,2001,,,,
'220905050,2001,,,,
'220905051,2001,,,,
'220905052,2001,,,,
'220905053,2001,,,,
'220905054,2001,,,,
'220905055,2001,,,,
'220905056,2001,,,,
'220905057,2001,,,,
'220905058,2001,,,,
'220905059,2001,,,,
'220905060,2001,,,,
'220905061,2001,,,,
'220905062,2001,,,,
'220905063,2001,,,,
'220905064,2001,,,,
'220905066,2001,,,,
'220905067,2001,,,,
'220905068,2001,,,,
'220905069,2001,,,,
'220905101,2001,,,,
'220905103,2001,,,,
'220905104,2001,,,,
'220905105,2001,,,,
'220905107,2001,,,,
'220905110,2001,,,,
'220905111,2001,,,,
'220905114,2001,,,,
'220905115,2001,,,,
'220905116,2001,,,,
'220905117,2001,,,,
'220905119,2001,,,,
'220905120,2001,,,,
'220905121,2001,,,,
'220905122,2001,,,,
'220905123,2001,,,,
'220905124,2001,,,,
'220905125,2001,,,,
'220905126,2001,,,,
'220905127,2001,,,,
'220905130,2001,,,,
'220905132,2001,,,,
'220905133,2001,,,,
'220905134,2001,,,,
'220905135,2001,,,,
'220905137,2001,,,,
'220905138,2001,,,,
'220905139,2001,,,,
'220905141,2001,,,,
'220905143,2001,,,,
'220905144,2001,,,,
'220905146,2001,,,,
'220905147,2001,,,,
'220905148,2001,,,,
'220905149,2001,,,,
'220905150,2001,,,,
'220905151,2001,,,,
'220905152,2001,,,,
'220905153,2001,,,,
'220905154,2001,,,,
'220905156,2001,,,,
'220905157,2001,,,,
'220905159,2001,,,,
'220905160,2001,,,,
'220905161,2001,,,,
'220905162,2001,,,,
'220905163,2001,,,,
'220905165,2001,,,,
'220905166,2001,,,,
'220905167,2001,,,,
'220905168,2001,,,,
'220905169,2001,,,,
'220905171,2001,,,,
'220905172,2001,,,,
'220905175,2001,,,,
'220905176,2001,,,,
'220905177,2001,,,,
'220905178,2001,,,,
'220905180,2001,,,,
'220905184,2001,,,,
'220905186,2001,,,,
'220905187,2001,,,,
'220905188,2001,,,,
'220905190,2001,,,,
'220905203,2001,,,,
'220905206,2001,,,,
'220905207,2001,,,,
'220905208,2001,,,,
'220905209,2001,,,,
'220905210,2001,,,,
'220905211,2001,,,,
'220905212,2001,,,,
'220905216,2001,,,,
'220905217,2001,,,,
'220905219,2001,,,,
'220905220,2001,,,,
'220905221,2001,,,,
'220905230,2001,,,,
'220905231,2001,,,,
'220905232,2001,,,,
'220905233,2001,,,,
'220905235,2001,,,,
'220905236,2001,,,,
'220905237,2001,,,,
'220905239,2001,,,,
'220905240,2001,,,,
'220905241,2001,,,,
'220905242,2001,,,,
'220905244,2001,,,,
'220905251,2001,,,,
'220905252,2001,,,,
'220905253,2001,,,,
'220906001,2001,,,,
'220906004,2001,,,,
'220906006,2001,,,,
'220906038,2001,,,,
'220906041,2001,,,,
'220906042,2001,,,,
'220906043,2001,,,,
'220906044,2001,,,,
'220906101,2001,,,,
'220906102,2001,,,,
'220906103,2001,,,,
'220906104,2001,,,,
'220906105,2001,,,,
'220906106,2001,,,,
'220906107,2001,,,,
'220906108,2001,,,,
'220906109,2001,,,,
'220906110,2001,,,,
'220906111,2001,,,,
'220907001,2001,,,,
'220907002,2001,,,,
'220907003,2001,,,,
'220907039,2001,,,,
'220907041,2001,,,,
'220907042,2001,,,,
'220907043,2001,,,,
'220907101,2001,,,,
'220907102,2001,,,,
'220907103,2001,,,,
'220907104,2001,,,,
'220907105,2001,,,,
'220907106,2001,,,,
'220907107,2001,,,,
'220907108,2001,,,,
'220907109,2001,,,,
'220907110,2001,,,,
'220907111,2001,,,,
'220907112,2001,,,,
'220907113,2001,,,,
'220907114,2001,,,,
'220908001,2001,,,,
'220908006,2001,,,,
'220908041,2001,,,,
'220908042,2001,,,,
'220908101,2001,,,,
'220908102,2001,,,,
'220908103,2001,,,,
'220908105,2001,,,,
'220908106,2001,,,,
'220908107,2001,,,,
'220908109,2001,,,,
'220908110,2001,,,,
'220908201,2001,,,,
'220908202,2001,,,,
'220909001,2001,,,,
'220909041,2001,,,,
'220909101,2001,,,,
'220910001,2001,,,,
'220910005,2001,,,,
'220910041,2001,,,,
'220910101,2001,,,,
'220910102,2001,,,,
'220912001,2001,,,,
'220912002,2001,,,,
'220912041,2001,,,,
'220912042,2001,,,,
'220912101,2001,,,,
'220912102,2001,,,,
'220912103,2001,,,,
'220912104,2001,,,,
'220912105,2001,,,,
'220912106,2001,,,,
'220912107,2001,,,,
'220914001,2001,,,,
'220914041,2001,,,,
'220914101,2001,,,,
'220914102,2001,,,,
'220914103,2001,,,,
'220915001,2001,,,,
'220915002,2001,,,,
'220915041,2001,,,,
'220915042,2001,,,,
'220915102,2001,,,,
'220915103,2001,,,,
'220915104,2001,,,,
'220915105,2001,,,,
'220915106,2001,,,,
'220915107,2001,,,,
'220915108,2001,,,,
'220916001,2001,,,,
'220916002,2001,,,,
'220916004,2001,,,,
'220916005,2001,,,,
'220916007,2001,,,,
'220916041,2001,,,,
'220916042,2001,,,,
'220916043,2001,,,,
'220916044,2001,,,,
'220916045,2001,,,,
'220916102,2001,,,,
'220916103,2001,,,,
'220916105,2001,,,,
'220916106,2001,,,,
'220916107,2001,,,,
'220916108,2001,,,,
'220916110,2001,,,,
'220916111,2001,,,,
'220916112,2001,,,,
'220916113,2001,,,,
'220916114,2001,,,,
'220916115,2001,,,,
'220916116,2001,,,,
'220916117,2001,,,,
'220916118,2001,,,,
'220916119,2001,,,,
'220916120,2001,,,,
'220916121,2001,,,,
'220916122,2001,,,,
'220917001,2001,,,,
'220917003,2001,,,,
'220917004,2001,,,,
'220917005,2001,,,,
'220917041,2001,,,,
'220917101,2001,,,,
'220917102,2001,,,,
'220917104,2001,,,,
'220918001,2001,,,,
'220918002,2001,,,,
'220918003,2001,,,,
'220918007,2001,,,,
'220918041,2001,,,,
'220918042,2001,,,,
'220918101,2001,,,,
'220918102,2001,,,,
'220918103,2001,,,,
'220918104,2001,,,,
'220918105,2001,,,,
'220919001,2001,,,,
'220919041,2001,,,,
'220919042,2001,,,,
'220919101,2001,,,,
'220919102,2001,,,,
'220919103,2001,,,,
'220919104,2001,,,,
'220919105,2001,,,,
'220919106,2001,,,,
'220920001,2001,,,,
'220920003,2001,,,,
'220920004,2001,,,,
'220920041,2001,,,,
'220920101,2001,,,,
'220920102,2001,,,,
'220920103,2001,,,,
'220920104,2001,,,,
'220920105,2001,,,,
'221801001,2001,,,,
'221901001,2001,,,,
'221901002,2001,,,,
'221901003,2001,,,,
'221901006,2001,,,,
'221901041,2001,,,,
'221901042,2001,,,,
'221901043,2001,,,,
'221901044,2001,,,,
'221901045,2001,,,,
'221901046,2001,,,,
'221901047,2001,,,,
'221901101,2001,,,,
