DISTRICT,YEAR,DA0GH05N,DA0GH05P,DA0GM05N,DA0GM05P,DA0GR05N,DA0GR05P,DA0LV05R,DAPID06N,DAPID06R,DAUND05C,DB0GR05N,DB0GR05P,DH0GR05N,DH0GR05P,DI0GR05N,DI0GR05P,DP0GR05N,DP0GR05P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR05N,DS0GR05P,DW0GR05N,DW0GR05P
'184908,2006,37,49.3,38,50.7,75,100,0,2,0.2,0,1,1.3,2,2.7,0,0,0,0,3.6,0,1.7,0,0,1.6,0,0,8,33.3,0,0,0,0,0,0,0,25,1026,15,1.5,12,1.2,5,0.5,230,22.4,74,7.2,66,6.4,66,6.4,71,6.9,84,8.2,85,8.3,76,7.4,97,9.5,86,8.4,82,8,87,8.5,59,5.8,3,0.3,70,6.8,70,6.8,20,1.9,63,6.1,6,0.6,15,1.5,0,0,275,26.8,142,13.8,290,28.3,945,92.1,9,12,72,96
'184909,2006,34,75.6,11,24.4,45,100,0,0,0,0,0,0,1,2.2,0,0,0,0,2,1.9,0,0,0,0,5.9,3.8,2.8,14.3,0,10,0,0,0,0,0,20,710,5,0.7,1,0.1,4,0.5,70,9.9,45,6.3,60,8.5,60,8.5,56,7.9,57,8,50,7,58,8.2,61,8.6,60,8.5,58,8.2,39,5.5,55,7.7,2,0.3,49,6.9,49,6.9,0,0,19,2.7,2,0.3,5,0.7,0,0,183,25.8,88,12.4,185,26.1,688,96.9,3,6.7,44,97.8
'184911,2006,0,.,0,.,.,.,0,2,0.9,0,0,.,0,.,0,.,0,.,9.1,9.1,0,0,0,0,6.7,0,0,.,0,0,0,0,0,0,0,0,182,2,1.1,6,3.3,5,2.3,78,42.9,24,13.2,22,12.1,17,9.3,19,10.4,18,9.9,24,13.2,18,9.9,14,7.7,0,0,0,0,0,0,0,0,1,0.5,26,14.3,21,11.5,4,2.2,15,8.2,5,2.7,2,1.1,0,0,55,30.2,21,11.5,0,0,156,85.7,0,.,0,.
'185901,2006,22,71,9,29,31,100,0,0,0,0,0,0,30,96.8,0,0,0,0,4.2,8,2.9,3.2,2.9,7.5,0,0,3.7,16.7,0,0,0,0,0,0,0,16.7,514,113,22,1,0.2,1,0.2,435,84.6,36,7,30,5.8,33,6.4,42,8.2,37,7.2,42,8.2,45,8.8,37,7.2,43,8.4,42,8.2,27,5.3,28,5.4,0,0,21,4.1,34,6.6,38,7.4,467,90.9,0,0,116,22.6,0,0,341,66.3,50,9.7,57,11.1,46,8.9,2,6.5,1,3.2
'185902,2006,18,54.5,15,45.5,33,100,0,0,0,0,0,0,8,24.2,0,0,0,0,3.1,0,0,3.2,0,0,3.6,3.2,9.1,0,0,16.7,0,0,0,0,0,14.3,497,58,11.7,1,0.2,0,0,286,57.5,40,8,36,7.2,39,7.8,34,6.8,34,6.8,37,7.4,38,7.6,36,7.2,39,7.8,28,5.6,35,7,41,8.2,0,0,29,5.8,40,8,20,4,222,44.7,0,0,59,11.9,0,0,158,31.8,63,12.7,82,16.5,274,55.1,7,21.2,25,75.8
'185903,2006,54,79.4,14,20.6,68,100,0,0,0,0,0,0,44,64.7,0,0,0,0,8.1,2.4,7.7,2.5,5.3,5.9,3.7,4.2,3.7,11.1,0,0,0,0,0,0,0,0,1242,204,16.4,10,0.8,19,1.5,977,78.7,98,7.9,83,6.7,102,8.2,92,7.4,90,7.2,85,6.8,76,6.1,98,7.9,89,7.2,89,7.2,86,6.9,76,6.1,7,0.6,93,7.5,95,7.6,76,6.1,928,74.7,0,0,263,21.2,5,0.4,611,49.2,129,10.4,228,18.4,299,24.1,14,20.6,24,35.3
'185904,2006,10,76.9,3,23.1,13,100,0,0,0,0,0,0,5,38.5,0,0,0,0,12.5,8.3,0,5.9,0,0,8.3,0,12.5,0,.,.,0,.,0,0,0,0,132,23,17.4,0,0,1,0.5,111,84.1,7,5.3,6,4.5,9,6.8,10,7.6,17,12.9,11,8.3,12,9.1,12,9.1,12,9.1,14,10.6,6,4.5,4,3,0,0,6,4.5,6,4.5,6,4.5,60,45.5,0,0,23,17.4,0,0,85,64.4,11,8.3,55,41.7,72,54.5,2,15.4,8,61.5
'186901,2006,4,66.7,2,33.3,6,100,0,0,0,0,0,0,5,83.3,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,.,.,.,.,50,125,17,13.6,0,0,0,0,76,60.8,12,9.6,7,5.6,10,8,10,8,11,8.8,10,8,11,8.8,7,5.6,14,11.2,14,11.2,3,2.4,3,2.4,0,0,4,3.2,6,4.8,7,5.6,63,50.4,0,0,18,14.4,0,0,60,48,12,9.6,50,40,62,49.6,1,16.7,1,16.7
'186902,2006,92,71.3,37,28.7,129,100,0,0,0,0,1,0.8,96,74.4,0,0,0,0,7.7,3.8,3.5,5.1,8.4,2,1.4,2.8,5.6,33.3,0,0,5.6,0,0,0,0,20,2174,218,10,10,0.5,31,1.3,1416,65.1,178,8.2,154,7.1,165,7.6,161,7.4,182,8.4,145,6.7,162,7.5,160,7.4,179,8.2,173,8,172,7.9,139,6.4,7,0.3,124,5.7,149,6.9,48,2.2,1787,82.2,0,0,250,11.5,7,0.3,1261,58,183,8.4,420,19.3,370,17,14,10.9,32,24.8
'186903,2006,23,74.2,8,25.8,31,100,0,0,0,0,0,0,14,45.2,1,3.2,0,0,9.1,0,4,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,547,28,5.1,55,10.1,9,1.3,249,45.5,27,4.9,24,4.4,29,5.3,27,4.9,31,5.7,28,5.1,42,7.7,34,6.2,82,15,66,12.1,54,9.9,43,7.9,0,0,41,7.5,36,6.6,24,4.4,216,39.5,7,1.3,28,5.1,3,0.5,286,52.3,97,17.7,143,26.1,266,48.6,6,19.4,16,51.6
'187901,2006,27,67.5,13,32.5,40,100,0,5,0.9,0,1,2.5,2,5,9,22.5,0,0,11.4,0,4,3.8,0,0,3.7,9.7,0,0,28.6,12.5,0,0,0,0,0,0,476,0,0,3,0.6,2,0.4,255,53.6,30,6.3,43,9,31,6.5,34,7.1,38,8,34,7.1,34,7.1,42,8.8,44,9.2,40,8.4,25,5.3,25,5.3,0,0,32,6.7,34,7.1,22,4.6,11,2.3,122,25.6,0,0,1,0.2,112,23.5,87,18.3,136,28.6,339,71.2,11,27.5,28,70
'187903,2006,16,72.7,6,27.3,22,100,0,0,0,0,11,50,5,22.7,0,0,0,0,5,9.1,4.2,0,5.9,0,0,0,0,20,0,0,0,0,0,0,0,0,289,27,9.3,89,30.8,9,2.3,220,76.1,20,6.9,25,8.7,28,9.7,22,7.6,18,6.2,21,7.3,18,6.2,24,8.3,20,6.9,24,8.3,23,8,16,5.5,0,0,12,4.2,17,5.9,13,4.5,81,28,0,0,28,9.7,0,0,177,61.2,55,19,58,20.1,119,41.2,7,31.8,6,27.3
'187904,2006,37,66.1,19,33.9,56,100,0,1,0.1,0,16,28.6,13,23.2,0,0,0,0,8.2,4.9,3.9,0,1.7,0,4.5,1.5,3,33.3,0,0,5,0,0,0,0,38.5,1109,111,10,266,24,14,1.1,705,63.6,79,7.1,89,8,83,7.5,82,7.4,80,7.2,77,6.9,76,6.9,81,7.3,95,8.6,73,6.6,75,6.8,70,6.3,3,0.3,80,7.2,91,8.2,55,5,359,32.4,2,0.2,113,10.2,4,0.4,474,42.7,190,17.1,331,29.8,478,43.1,15,26.8,27,48.2
'187906,2006,13,81.3,3,18.8,16,100,0,1,0.3,0,3,18.8,4,25,0,0,0,0,6.3,0,7.7,0,0,0,6.7,0,0,0,.,50,0,0,0,0,0,0,230,11,4.8,60,26.1,4,1.3,185,80.4,13,5.7,16,7,21,9.1,14,6.1,10,4.3,16,7,19,8.3,17,7.4,27,11.7,20,8.7,11,4.8,11,4.8,0,0,8,3.5,22,9.6,13,5.7,42,18.3,0,0,11,4.8,0,0,108,47,38,16.5,55,23.9,128,55.7,2,12.5,9,56.3
'187907,2006,146,52.5,132,47.5,278,100,0,4,0.1,0,42,15.1,25,9,1,0.4,6,2.2,3.3,2.4,5.1,1.2,1.2,0.4,0,0.4,1.7,15.4,0,4.1,1.6,1.9,0,0,0,4,4072,196,4.8,530,13,90,2,2259,55.5,286,7,292,7.2,308,7.6,289,7.1,319,7.8,298,7.3,324,8,325,8,366,9,316,7.8,295,7.2,244,6,15,0.4,159,3.9,280,6.9,115,2.8,575,14.1,28,0.7,209,5.1,39,1,1611,39.6,649,15.9,877,21.5,2900,71.2,53,19.1,204,73.4
'187910,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,10.2,3.4,4.4,0,6.1,0,5.4,0,6,9.1,0,10,0,6.7,0,0,0,0,908,0,0,29,3.2,21,2.1,584,64.3,64,7,66,7.3,71,7.8,56,6.2,75,8.3,58,6.4,64,7,79,8.7,93,10.2,80,8.8,46,5.1,50,5.5,6,0.7,65,7.2,71,7.8,29,3.2,35,3.9,12,1.3,0,0,6,0.7,430,47.4,179,19.7,189,20.8,826,91,0,.,0,.
'188801,2006,3,6,47,94,50,100,0.4,0,0,1,1,2,12,24,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,137,0,0,2,1.5,0,0,72,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10.9,27,19.7,48,35,47,34.3,0,0,0,0,0,0,0,0,36,26.3,4,2.9,0,0,0,0,126,92,12,8.8,76,55.5,95,69.3,1,2,37,74
'188901,2006,1059,68,498,32,1557,100,0,1,0,1,144,9.2,428,27.5,9,0.6,54,3.5,1.5,1.3,1.8,1.1,3.1,1,1.7,0.4,1.9,2.5,2.3,1.3,0.8,1.5,0.8,1.5,4.9,14.1,29895,2761,9.2,3351,11.2,709,2.2,17564,58.8,2402,8,2311,7.7,2300,7.7,2289,7.7,2176,7.3,2089,7,2160,7.2,2145,7.2,2508,8.4,2075,6.9,1805,6,1598,5.3,100,0.3,2247,7.5,2381,8,1556,5.2,11840,39.6,83,0.3,3048,10.2,755,2.5,15061,50.4,3972,13.3,5919,19.8,13866,46.4,166,10.7,922,59.2
'188902,2006,74,70.5,31,29.5,105,100,0.3,0,0,2,1,1,8,7.6,1,1,1,1,7.8,2.8,1.1,0,2.3,0,3.5,1,9.2,9.1,0,0,0,4.8,0,7.7,5.6,35.7,1379,16,1.2,6,0.4,18,1.1,699,50.7,100,7.3,85,6.2,99,7.2,106,7.7,97,7,117,8.5,118,8.6,117,8.5,112,8.1,90,6.5,100,7.3,75,5.4,2,0.1,105,7.6,109,7.9,52,3.8,156,11.3,12,0.9,16,1.2,4,0.3,457,33.1,173,12.5,364,26.4,1201,87.1,11,10.5,94,89.5
'188903,2006,45,83.3,9,16.7,54,100,0,0,0,0,1,1.9,13,24.1,0,0,0,0,0,0,4.2,0,2.2,4.8,2.2,0,3.6,0,0,0,0,10,0,0,0,33.3,867,26,3,42,4.8,6,0.6,507,58.5,80,9.2,53,6.1,67,7.7,57,6.6,72,8.3,66,7.6,72,8.3,62,7.2,61,7,56,6.5,56,6.5,48,5.5,2,0.2,72,8.3,59,6.8,56,6.5,222,25.6,4,0.5,26,3,34,3.9,194,22.4,115,13.3,298,34.4,565,65.2,7,13,40,74.1
'188904,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,1.3,2.3,0,0,0,0,0,14.3,0,0,0,0,953,1,0.1,16,1.7,3,0.4,176,18.5,73,7.7,86,9,70,7.3,78,8.2,84,8.8,74,7.8,86,9,114,12,94,9.9,67,7,0,0,0,0,1,0.1,105,11,79,8.3,47,4.9,79,8.3,9,0.9,1,0.1,5,0.5,211,22.1,98,10.3,191,20,844,88.6,0,.,0,.
'189901,2006,24,80,6,20,30,100,0,0,0,0,0,0,25,83.3,0,0,0,0,14.3,13.8,21.9,0,27.3,0,9.3,0,8.3,0,0,0,0,0,0,0,0,25,440,40,9.1,1,0.2,2,0.4,295,67,27,6.1,23,5.2,37,8.4,28,6.4,44,10,32,7.3,38,8.6,46,10.5,27,6.1,33,7.5,31,7,35,8,1,0.2,33,7.5,26,5.9,12,2.7,382,86.8,0,0,41,9.3,0,0,279,63.4,47,10.7,40,9.1,57,13,3,10,5,16.7
'189902,2006,63,71.6,25,28.4,88,100,0,0,0,0,0,0,87,98.9,0,0,0,0,8.3,4.5,12.2,8.9,13,4.5,1,5.6,2,0,7.1,0,0,9.1,0,0,0,25,1493,859,57.5,0,0,10,0.6,1373,92,113,7.6,102,6.8,103,6.9,103,6.9,134,9,111,7.4,93,6.2,112,7.5,140,9.4,124,8.3,95,6.4,90,6,0,0,68,4.6,94,6.3,79,5.3,1466,98.2,1,0.1,862,57.7,1,0.1,1126,75.4,114,7.6,180,12.1,25,1.7,10,11.4,1,1.1
'190903,2006,38,37.6,63,62.4,101,100,0.1,8,0.4,1,3,3,6,5.9,1,1,2,2,13.6,3.4,2.9,1.3,0,1.1,0,0,2.3,7.7,7.7,6.3,0,0,0,0,0,5.9,1596,71,4.4,56,3.5,33,1.8,797,49.9,127,8,127,8,130,8.1,120,7.5,101,6.3,140,8.8,127,8,102,6.4,148,9.3,122,7.6,123,7.7,93,5.8,2,0.1,71,4.4,114,7.1,20,1.3,167,10.5,17,1.1,72,4.5,14,0.9,791,49.6,228,14.3,360,22.6,1342,84.1,16,15.8,89,88.1
'191901,2006,372,74.4,128,25.6,500,100,0,0,0,0,7,1.4,64,12.8,2,0.4,4,0.8,0.8,0.7,1.2,0,0,0.6,0.9,1.5,3.6,6.3,2.4,0,0,1.2,4.9,4.9,1.2,15.5,8023,37,0.5,174,2.2,147,1.7,2102,26.2,535,6.7,627,7.8,565,7,653,8.1,606,7.6,630,7.9,647,8.1,673,8.4,631,7.9,643,8,586,7.3,530,6.6,49,0.6,543,6.8,570,7.1,78,1,1150,14.3,46,0.6,37,0.5,85,1.1,2022,25.2,944,11.8,2359,29.4,6568,81.9,61,12.2,423,84.6
'192901,2006,55,78.6,15,21.4,70,100,0,0,0,0,6,8.6,38,54.3,0,0,0,0,7,0,6.4,2.4,10,0,0,0,2.3,14.3,14.3,33.3,0,0,0,0,0,0,737,115,15.6,17,2.3,7,0.9,386,52.4,56,7.6,60,8.1,56,7.6,55,7.5,55,7.5,43,5.8,50,6.8,55,7.5,60,8.1,67,9.1,49,6.6,66,9,0,0,46,6.2,53,7.2,12,1.6,503,68.2,2,0.3,126,17.1,1,0.1,377,51.2,101,13.7,145,19.7,214,29,11,15.7,26,37.1
'193801,2006,4,100,0,0,4,100,0,0,0,0,0,0,1,25,0,0,0,0,.,.,.,.,.,0,16.7,0,.,.,.,.,.,.,0,0,0,.,79,2,2.5,8,10.1,0,0,69,87.3,1,1.3,6,7.6,7,8.9,4,5.1,5,6.3,4,5.1,11,13.9,9,11.4,10,12.7,11,13.9,5,6.3,6,7.6,0,0,0,0,0,0,0,0,25,31.6,0,0,2,2.5,0,0,67,84.8,53,67.1,17,21.5,46,58.2,1,25,3,75
'193902,2006,12,85.7,2,14.3,14,100,0,0,0,0,0,0,6,42.9,0,0,0,0,13,0,0,0,25,0,0,6.3,7.1,0,0,0,0,0,0,0,0,0,243,10,4.1,3,1.2,10,3.3,131,53.9,15,6.2,17,7,27,11.1,21,8.6,26,10.7,15,6.2,17,7,19,7.8,18,7.4,20,8.2,13,5.3,20,8.2,0,0,19,7.8,15,6.2,0,0,65,26.7,1,0.4,10,4.1,0,0,82,33.7,43,17.7,60,24.7,174,71.6,4,28.6,8,57.1
'194902,2006,17,68,8,32,25,100,0,0,0,0,3,12,2,8,0,0,0,0,0,0,4,0,5.3,3.2,0,0,0,0,0,0,0,0,0,0,33.3,0,430,22,5.1,28,6.5,0,0,230,53.5,26,6,30,7,32,7.4,34,7.9,25,5.8,42,9.8,39,9.1,35,8.1,32,7.4,27,6.3,27,6.3,33,7.7,0,0,37,8.6,28,6.5,20,4.7,32,7.4,15,3.5,22,5.1,0,0,156,36.3,65,15.1,70,16.3,355,82.6,2,8,20,80
'194903,2006,22,68.8,10,31.3,32,100,2.3,0,0,8,2,6.3,2,6.3,0,0,0,0,10.9,0,0,0,0,4.5,4.7,0,10.6,7.7,0,0,0,0,0,0,0,11.1,730,28,3.8,32,4.4,14,1.7,376,51.5,54,7.4,54,7.4,52,7.1,57,7.8,60,8.2,53,7.3,50,6.8,52,7.1,53,7.3,62,8.5,59,8.1,44,6,1,0.1,102,14,55,7.5,24,3.3,69,9.5,4,0.5,29,4,6,0.8,312,42.7,107,14.7,187,25.6,619,84.8,6,18.8,28,87.5
'194904,2006,42,63.6,24,36.4,66,100,0,2,0.2,0,29,43.9,6,9.1,0,0,1,1.5,8.6,12.3,12.5,13.2,9.8,0,0,0,3.3,14.3,0,17.6,14.3,0,0,5,0,0,963,66,6.9,501,52,50,4.6,705,73.2,71,7.4,70,7.3,77,8,73,7.6,60,6.2,58,6,52,5.4,72,7.5,80,8.3,67,7,66,6.9,75,7.8,6,0.6,68,7.1,67,7,69,7.2,127,13.2,11,1.1,71,7.4,3,0.3,456,47.4,176,18.3,259,26.9,321,33.3,15,22.7,30,45.5
'194905,2006,15,51.7,14,48.3,29,100,0,0,0,0,4,13.8,0,0,0,0,1,3.4,0,4,11.5,7.1,0,0,2.3,0,3.6,0,0,0,0,0,0,12.5,0,0,497,5,1,61,12.3,3,0.5,288,57.9,29,5.8,47,9.5,27,5.4,22,4.4,43,8.7,32,6.4,36,7.2,50,10.1,44,8.9,39,7.8,35,7,29,5.8,0,0,30,6,31,6.2,33,6.6,18,3.6,4,0.8,5,1,0,0,163,32.8,84,16.9,134,27,414,83.3,5,17.2,24,82.8
'195901,2006,114,85.7,19,14.3,133,100,0.1,0,0,1,4,3,111,83.5,0,0,0,0,8.2,4.5,6.2,1.4,7.2,2.9,5.8,3.1,1.4,26.5,11.1,6.7,5.6,11.5,0,11.5,19.2,14.3,2195,152,6.9,56,2.6,60,2.5,1526,69.5,176,8,163,7.4,152,6.9,166,7.6,173,7.9,157,7.2,204,9.3,158,7.2,207,9.4,165,7.5,139,6.3,137,6.2,2,0.1,132,6,154,7,42,1.9,1937,88.2,3,0.1,195,8.9,8,0.4,966,44,275,12.5,449,20.5,191,8.7,9,6.8,18,13.5
'195902,2006,14,73.7,5,26.3,19,100,0,0,0,0,0,0,18,94.7,0,0,0,0,7.7,0,0,0,0,0,0,0,11.1,0,0,.,0,0,0,0,0,66.7,165,9,5.5,0,0,0,0,136,82.4,6,3.6,12,7.3,10,6.1,14,8.5,11,6.7,13,7.9,17,10.3,11,6.7,9,5.5,13,7.9,13,7.9,15,9.1,0,0,18,10.9,17,10.3,4,2.4,148,89.7,0,0,15,9.1,0,0,92,55.8,26,15.8,56,33.9,17,10.3,0,0,1,5.3
'196901,2006,7,77.8,2,22.2,9,100,0,0,0,0,0,0,4,44.4,0,0,0,0,0,0,0,0,11.1,0,11.1,0,0,.,0,0,.,0,0,0,0,20,178,3,1.7,4,2.2,0,0,112,62.9,15,8.4,11,6.2,16,9,14,7.9,9,5.1,13,7.3,15,8.4,12,6.7,18,10.1,14,7.9,13,7.3,11,6.2,0,0,12,6.7,17,9.6,0,0,106,59.6,0,0,3,1.7,0,0,84,47.2,34,19.1,26,14.6,68,38.2,0,0,5,55.6
'196902,2006,19,57.6,14,42.4,33,100,0,0,0,0,3,9.1,14,42.4,0,0,0,0,2.9,3.2,2.9,3.6,5,6.1,6.3,0,0,0,0,0,12.5,8.3,0,0,0,50,565,3,0.5,24,4.2,1,0.2,282,49.9,43,7.6,44,7.8,41,7.3,40,7.1,40,7.1,36,6.4,45,8,38,6.7,51,9,41,7.3,44,7.8,19,3.4,13,2.3,51,9,43,7.6,27,4.8,273,48.3,0,0,7,1.2,0,0,170,30.1,90,15.9,112,19.8,268,47.4,13,39.4,16,48.5
'196903,2006,86,85.1,15,14.9,101,100,0.2,0,0,1,11,10.9,56,55.4,1,1,1,1,4.3,5.3,0,0,5.4,10.5,0,0,0,18.2,0,0,0,0,0,0,7.7,22.2,690,15,2.2,90,13,15,1.8,377,54.6,52,7.5,55,8,41,5.9,52,7.5,51,7.4,49,7.1,59,8.6,68,9.9,14,2,62,9,58,8.4,74,10.7,0,0,32,4.6,55,8,0,0,382,55.4,1,0.1,18,2.6,0,0,359,52,102,14.8,176,25.5,217,31.4,18,17.8,32,31.7
'197902,2006,14,100,0,0,14,100,0,0,0,0,0,0,1,7.1,0,0,0,0,0,0,9.1,0,0,0,0,0,0,.,0,0,.,.,.,0,0,0,162,0,0,1,0.6,0,0,54,33.3,17,10.5,10,6.2,14,8.6,10,6.2,11,6.8,11,6.8,8,4.9,14,8.6,13,8,10,6.2,13,8,12,7.4,0,0,6,3.7,12,7.4,7,4.3,13,8,3,1.9,0,0,0,0,49,30.2,10,6.2,36,22.2,145,89.5,0,0,13,92.9
'198901,2006,26,86.7,4,13.3,30,100,0,0,0,0,0,0,1,3.3,0,0,0,0,3.7,0,0,0,0,2.2,9.4,4,25,0,0,0,0,0,0,0,0,20,450,1,0.2,97,21.6,5,1,197,43.8,31,6.9,31,6.9,40,8.9,29,6.4,35,7.8,26,5.8,48,10.7,28,6.2,32,7.1,41,9.1,29,6.4,33,7.3,1,0.2,32,7.1,32,7.1,14,3.1,10,2.2,7,1.6,0,0,2,0.4,159,35.3,53,11.8,99,22,334,74.2,1,3.3,29,96.7
'198902,2006,13,100,0,0,13,100,0,2,0.7,0,12,92.3,0,0,0,0,0,0,0,5.6,8.3,6.7,45,0,7.7,11.1,0,0,.,.,.,33.3,0,33.3,0,0,238,1,0.4,194,81.5,0,0,224,94.1,10,4.2,16,6.7,18,7.6,11,4.6,23,9.7,11,4.6,24,10.1,14,5.9,25,10.5,17,7.1,17,7.1,17,7.1,0,0,5,2.1,18,7.6,17,7.1,27,11.3,0,0,1,0.4,0,0,126,52.9,35,14.7,63,26.5,17,7.1,3,23.1,1,7.7
'198903,2006,51,67.1,25,32.9,76,100,0,1,0.1,0,8,10.5,6,7.9,0,0,1,1.3,3.4,2.8,0,0,4.1,0,1.5,0,2.9,0,0,0,0,0,0,0,0,33.3,1022,15,1.5,90,8.8,30,2.8,389,38.1,76,7.4,68,6.7,78,7.6,72,7,73,7.1,80,7.8,75,7.3,75,7.3,76,7.4,79,7.7,73,7.1,70,6.8,2,0.2,51,5,84,8.2,41,4,87,8.5,0,0,15,1.5,4,0.4,309,30.2,84,8.2,289,28.3,841,82.3,13,17.1,61,80.3
'198905,2006,39,66.1,20,33.9,59,100,0,1,0.1,0,39,66.1,10,16.9,0,0,0,0,2.9,0,15.6,3.6,20.6,3.6,5.2,1.4,1.4,0,0,0,0,0,0,0,0,33.3,1215,108,8.9,676,55.6,22,1.7,1044,85.9,84,6.9,77,6.3,96,7.9,85,7,85,7,70,5.8,86,7.1,90,7.4,114,9.4,75,6.2,82,6.7,59,4.9,0,0,73,6,92,7.6,120,9.9,386,31.8,0,0,111,9.1,2,0.2,682,56.1,186,15.3,138,11.4,151,12.4,10,16.9,10,16.9
'198906,2006,6,46.2,7,53.8,13,100,0,0,0,0,1,7.7,6,46.2,0,0,0,0,3.8,0,3.6,8.6,12,4,2.9,9.7,0,66.7,0,0,0,11.1,0,0,0,0,477,81,17,75,15.7,0,0,364,76.3,34,7.1,29,6.1,31,6.5,33,6.9,40,8.4,37,7.8,33,6.9,46,9.6,34,7.1,34,7.1,18,3.8,20,4.2,0,0,44,9.2,29,6.1,59,12.4,228,47.8,0,0,94,19.7,0,0,195,40.9,59,12.4,67,14,174,36.5,2,15.4,6,46.2
'199901,2006,439,73.4,159,26.6,598,100,0.3,35,0.3,16,32,5.4,61,10.2,3,0.5,13,2.2,3.6,0.7,0.6,0.9,0.8,0.1,0.4,0,4,5.3,1.8,0,0.9,1.1,0,0,1.2,7.1,11519,726,6.3,758,6.6,177,1.6,2009,17.4,897,7.8,889,7.7,866,7.5,909,7.9,866,7.5,918,8,908,7.9,851,7.4,898,7.8,917,8,808,7,736,6.4,13,0.1,820,7.1,792,6.9,251,2.2,1844,16,47,0.4,743,6.5,281,2.4,2926,25.4,1095,9.5,1409,12.2,8589,74.6,38,6.4,489,81.8
'199902,2006,116,71.2,47,28.8,163,100,0.1,0,0,1,10,6.1,43,26.4,1,0.6,1,0.6,4.2,5.1,2.5,4.2,3,1.1,0,1,3.8,5.6,3.8,0,4.5,2.9,2.6,3.3,4.7,21.7,3259,298,9.1,216,6.6,41,1.3,1173,36,270,8.3,259,7.9,240,7.4,273,8.4,261,8,252,7.7,256,7.9,223,6.8,278,8.5,228,7,204,6.3,143,4.4,2,0.1,222,6.8,271,8.3,99,3,878,26.9,15,0.5,305,9.4,31,1,1249,38.3,371,11.4,659,20.2,2119,65,27,16.6,108,66.3
'200901,2006,49,71,20,29,69,100,0,0,0,0,1,1.4,20,29,0,0,0,0,5.6,3.1,1.6,0,0,1.4,0,0,7.6,7.1,0,0,0,0,0,0,0,8.3,1012,23,2.3,28,2.8,39,3.3,532,52.6,68,6.7,81,8,71,7,69,6.8,67,6.6,70,6.9,80,7.9,87,8.6,88,8.7,86,8.5,79,7.8,62,6.1,0,0,108,10.7,68,6.7,36,3.6,415,41,4,0.4,24,2.4,0,0,373,36.9,119,11.8,265,26.2,565,55.8,7,10.1,48,69.6
'200902,2006,19,59.4,13,40.6,32,100,0,0,0,0,1,3.1,6,18.8,0,0,0,0,0,0,6.3,0,0,0,0,0,3.8,0,0,0,0,0,.,0,0,14.3,429,51,11.9,0,0,2,0.4,197,45.9,32,7.5,28,6.5,25,5.8,20,4.7,37,8.6,30,7,23,5.4,44,10.3,37,8.6,39,9.1,32,7.5,39,9.1,2,0.5,41,9.6,30,7,11,2.6,167,38.9,0,0,51,11.9,0,0,169,39.4,52,12.1,93,21.7,262,61.1,6,18.8,25,78.1
'200904,2006,27,67.5,13,32.5,40,100,0,0,0,0,1,2.5,19,47.5,0,0,0,0,2.2,3.6,7.5,0,4.5,0,8.2,0,2.8,0,0,0,0,12.5,0,0,0,20,659,25,3.8,16,2.4,20,2.7,460,69.8,40,6.1,49,7.4,61,9.3,41,6.2,54,8.2,50,7.6,51,7.7,53,8,49,7.4,58,8.8,47,7.1,39,5.9,0,0,64,9.7,45,6.8,22,3.3,321,48.7,0,0,37,5.6,4,0.6,327,49.6,68,10.3,126,19.1,318,48.3,4,10,20,50
