DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSXTOFC,SPSATOFC,SPSOTOFC,SPSTINFC,SPSTPAFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTGMEA,SPCTGKGA,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTBLFP,SPSTWHFP,SPSTHIFP,SPSTMAFP,SPSTFEFP,SPSTINFP,SPSTPAFP,SPSTKIDR,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPSAINHP
state,2005,294258.27,46785.25,16219.24,5704.35,59539.68,22648.63,84482.31,57027.23,72100.33,57999.77,3176.33,226981.14,62637.07,1463.74,1376.52,311.943,362967.11,161253,583759.79,2829.44,798.6,3044.77,26241.84,57396.11,206776.95,67341.63,226916.65,886.354,204669.95,11787.13,24790.37,8982.78,6452.81,30200.81,7374.43,16.0652,7.53406,11.453,239468.2,22.7,21.7,20.6,22.3,22,19.4,18.9,18.9,18.7,25.6,19.1,21.8,20.5,62.1775,50.4074,8.01447,2.77841,0.97717,10.1993,27.6232,41.0217,1.07944,77.1367,21.2864,0.49743,7.69685,28.7103,19.38,24.5024,19.7105,69.5545,4.00571,8.4247,3.05268,2.19291,10.2634,2.50611,8.91796,70.2706,19.5054,22.8852,77.1148,0.27139,1.03473,14.898,33775.44,35705.84,38219.57,43500.6,51214.81,41011.22,48820.48,61611.56,76324.49,63.7569
