DISTRICT,YEAR,SAGC406R,SWGC406R,SBGC406R,SHGC406R,SIGC406R,SPGC406R,SEGC406R,SFGC406R,SMGC406R,SSGC406R,SLGC406R,SRGC406R,SAEC406R,SWEC406R,SBEC406R,SHEC406R,SIEC406R,SPEC406R,SEEC406R,SFEC406R,SMEC406R,SSEC406R,SLEC406R,SREC406R,SANC406R,SWNC406R,SBNC406R,SHNC406R,SINC406R,SPNC406R,SENC406R,SFNC406R,SMNC406R,SSNC406R,SLNC406R,SRNC406R,SADC406R,SWDC406R,SBDC406R,SHDC406R,SIDC406R,SPDC406R,SEDC406R,SFDC406R,SMDC406R,SSDC406R,SLDC406R,SRDC406R,SA2C406R,SW2C406R,SB2C406R,SH2C406R,SI2C406R,SP2C406R,SE2C406R,SF2C406R,SM2C406R,SS2C406R,SL2C406R,SR2C406R,SA1C406R,SW1C406R,SB1C406R,SH1C406R,SI1C406R,SP1C406R,SE1C406R,SF1C406R,SM1C406R,SS1C406R,SL1C406R,SR1C406R,sagc405r,swgc405r,sbgc405r,shgc405r,sigc405r,spgc405r,segc405r,sfgc405r,smgc405r,ssgc405r,slgc405r,srgc405r,saec405r,swec405r,sbec405r,shec405r,siec405r,spec405r,seec405r,sfec405r,smec405r,ssec405r,slec405r,srec405r,sanc405r,swnc405r,sbnc405r,shnc405r,sinc405r,spnc405r,senc405r,sfnc405r,smnc405r,ssnc405r,slnc405r,srnc405r,sadc405r,swdc405r,sbdc405r,shdc405r,sidc405r,spdc405r,sedc405r,sfdc405r,smdc405r,ssdc405r,sldc405r,srdc405r,sa2c405r,sw2c405r,sb2c405r,sh2c405r,si2c405r,sp2c405r,se2c405r,sf2c405r,sm2c405r,ss2c405r,sl2c405r,sr2c405r,sa1c405r,sw1c405r,sb1c405r,sh1c405r,si1c405r,sp1c405r,se1c405r,sf1c405r,sm1c405r,ss1c405r,sl1c405r,sr1c405r
state,2007,80.4,89,74.5,71.7,83.9,92,72,82.8,78,72.7,48.5,67.4,2.3,2.8,1.7,2,4,0.7,2.4,1.6,2.9,1.7,0.7,3.3,8.6,4.2,10.5,13.2,6.2,4.2,11.9,7.3,9.8,15,22.9,14.6,8.8,3.9,13.3,13.1,6,3.2,13.7,8.3,9.3,10.6,27.9,14.6,91.2,96.1,86.7,86.9,94,96.8,86.3,91.7,90.7,89.4,72.1,85.4,88.9,93.2,85,84.9,90,96.2,83.9,90.1,87.8,87.7,71.4,82,84,89.5,81.7,77.4,84.3,92.7,77.4,87.3,80.8,74.8,61.2,72.9,3.8,4.7,2.6,3.4,5.2,1.2,3.9,2.9,4.8,2.8,1.6,5.5,7.9,3.9,10.2,12.3,5.6,4.3,12,6,9.7,15.7,21.1,14.2,4.3,2,5.5,6.9,4.9,1.8,6.7,3.9,4.7,6.8,16,7.3,95.7,98,94.5,93.1,95.1,98.2,93.3,96.1,95.3,93.2,84,92.7,91.9,93.3,91.9,89.7,89.9,97,89.4,93.3,90.5,90.4,82.4,87.2
