DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GA96N,SA0GR96N,SB0GR96N,SH0GR96N,SW0GR96N,SI0GR96N,SP0GR96N,SS0GR96N,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P
state,1997,3828975,445920,514139,1841185,301322,661828,447343,13892,119411,285002,312533,299334,295300,294431,294703,298077,296668,290666,343867,264238,225778,195075,1432546,549018,1746560,9908,90943,1.3,5.4,2.3,1.4,1,0.6,1.7,2.9,1.9,6.1,10.5,4,2.2,1.6,1.9,2.1,3.1,3.4,68944,171844,20829,50041,95226,409,5339,15452,45.6,14.3,37.4,0.3,2.4,48.1,13.4,11.6,17.3,11.7,7.9,0.4,3.1,7.4,8.2,7.8,7.7,7.7,7.7,7.8,7.7,7.6,9,6.9,5.9,5.1
