DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P
state,2000,3991783,482427,555334,1955012,336532,741806,498222,13463,124772,290806,320102,313688,311133,308232,303098,303447,306282,300830,359368,275265,243627,217670,1578967,576083,1721969,11265,103499,2,5.9,3,2.3,1.2,0.7,1.5,2.9,2,8.6,11.1,4.3,3,1.9,1.9,2.2,3.5,3.8,43.1,14.4,39.6,0.3,2.6,49,13.9,12.1,18.6,12.5,8.4,0.3,3.1,7.3,8,7.9,7.8,7.7,7.6,7.6,7.7,7.5,9,6.9,6.1,5.5
