DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSXTOFC,SPSATOFC,SPSOTOFC,SPSTINFC,SPSTPIFC,SPSTASFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTTWFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTGMEA,SPCTGKGA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTBLFP,SPSTWHFP,SPSTHIFP,SPSTPIFP,SPSTINFP,SPSTASFP,SPSTTWFP,SPSTMAFP,SPSTFEFP,SPSTKIDR,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPSAINHP
state,2012,324144.57,57782.89,18480.48,6546.34,58113.96,14993.39,92933.8,72188.87,86121.91,57906.6,2533.16,245911.1,73951.54,1748.77,1126.97,243.32,406954.28,172779.37,637847.61,1645.49,1310.32,255.575,4281.48,29896.96,79115.79,205476.34,3808.09,75126.85,249017.72,5645.18,238754.26,13232.69,17230.96,9285.59,6191.55,28977.2,10472.32,12.5713,8.11324,11.6418,284793.86,19.5,19,17.8,23.2,19.4,21,21.8,19.6,19.4,19.3,19.4,19,17.3,63.8012,50.8185,9.05904,2.89732,1.02632,9.11095,27.0879,44.6492,0.78149,75.8646,22.8144,0.5395,4.62552,28.6705,22.2706,26.569,17.8644,73.6567,4.08234,5.31582,2.86465,1.91012,8.93959,3.23076,9.22334,63.3903,24.4076,0.078846,0.40424,1.32085,1.17481,23.177,76.823,15.3577,40911.15,43668.92,46223.75,50063.79,58030.82,48375.06,56218.55,70509.88,89811.41,64.091
