DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSXTOFC,SPSATOFC,SPSOTOFC,SPSTINFC,SPSTPIFC,SPSTASFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTTWFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTGMEA,SPCTGKGA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTBLFP,SPSTWHFP,SPSTHIFP,SPSTPIFP,SPSTINFP,SPSTASFP,SPSTTWFP,SPSTMAFP,SPSTFEFP,SPSTKIDR,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPSAINHP,SPFEIERP
state,2013,327419.47,57943.56,18711.15,6552.76,60039.37,22758.24,85475.91,74433.07,88182,56570.24,2956.86,246934.85,75715.29,1812.46,1153.92,224.279,410626.94,171517.87,642184.18,1556.78,1256.1,255.596,4441.42,30708.18,81501.09,205514.55,3742.54,75928.06,251491.4,608.608,239612,13453.03,17422.4,9489.96,6417.3,30185.43,10839.34,15.3397,7.97091,11.497,289867.91,19.7,19,18,24.6,19.6,21.1,21.4,19.5,19.3,19.4,19.5,19,17.4,63.9422,50.9853,9.02289,2.91367,1.02039,9.34925,26.7085,45.1378,0.90308,75.4185,23.1249,0.55356,6.95079,26.1059,22.7332,26.9324,17.2776,73.182,4.10881,5.32113,2.89841,1.95996,9.21919,3.31054,9.37885,62.768,24.8919,0.078064,0.38364,1.35649,1.14304,23.1898,76.8102,15.4509,41877.67,44354.37,46784.19,50586.57,58291.03,48821,57252.98,71258.74,91993.15,64.2,64.1
