DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SAPID08N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH07N,SA0GR07N,SA0GM07N,SB0GR07N,SH0GR07N,SW0GR07N,SI0GR07N,SP0GR07N,SS0GR07N,SA0GR07P,SB0GR07P,SH0GR07P,SW0GR07P,SP0GR07P,SI0GR07P,SS0GR07P,SA0GH07P,SA0GM07P,SAUND07C,saund07R,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID08R
state,2008,4651516,464789,774719,2572093,348820,972731,721119,2251000,12461,192858,356374,375773,366632,355214,346313,345631,336494,340340,332502,396879,331792,294123,268130,2193345,663705,1619426,16234,158806,8243,2.8,5.9,3.5,2.8,1.6,2.3,1.1,1.7,1.3,12.3,10.6,4.6,2.6,1.3,1.8,1.6,2.2,2.8,187770,241193,53423,32139,86332,112215,882,9625,26677,100,13.3,35.8,46.5,4,0.4,11.1,77.9,22.1,13316,0.7,109589,2.3,34.8,14.3,47.2,0.3,3.4,55.3,48.4,16.7,10,20.9,15.5,7.5,0.3,4.1,7.7,8.1,7.9,7.6,7.4,7.4,7.2,7.3,7.1,8.5,7.1,6.3,5.8,0.2
