DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSTCAPC,SPSTECPC,SPSTNRPC,SPSTTEPC,SPSTEUPC,SPSTDTPC,SPSXTOFC,SPSATOFC,SPSOTOFC,SPSTINFC,SPSTPAFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTGMEA,SPCTGKGA,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTBLFP,SPSTWHFP,SPSTHIFP,SPSTMAFP,SPSTFEFP,SPSTINFP,SPSTPAFP,SPSTKIDR,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA
state,2003,288386,42975,15562.3,5756.2,58626.3,22426.2,81445.4,52783.7,70417.7,61313,3610.7,219237.2,64126.2,1411.9,1371.9,302.5,352679.4,1000,3106,2191,20,7553,1086,159812.4,571118.1,1233.2,741.4,2483.1,26058.7,52430,206672.7,65451.6,222934.4,930.5,200969,12001.9,23243.7,8946.2,6662,29452.3,7110.8,15.6,7.7,11.8,226898.6,22.8,21.8,20.7,22.2,22.1,19.3,18.6,18.4,18.1,24.6,18.9,22,20.3,61.8,50.5,7.5,2.7,1,10.3,28,39.7,1.3,76,22.2,0.5,7.8,28.2,18.3,24.4,21.3,69.7,4.2,8.1,3.1,2.3,10.2,2.5,9,71.7,18.2,22.7,77.3,0.3,0.9,14.7,31876,34154,36937,42774,50065,39974,47667,59603,72252
