DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSXTOFC,SPSATOFC,SPSOTOFC,SPSTINFC,SPSTPAFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTGMEA,SPCTGKGA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTBLFP,SPSTWHFP,SPSTHIFP,SPSTMAFP,SPSTFEFP,SPSTINFP,SPSTPAFP,SPSTKIDR,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPSAINHP
state,2006,302148.68,47868.54,16744.43,5909.76,60944.18,22763.9,87513.06,58741.14,73121.54,60009.04,2884.07,233604.7,64148.71,1511.19,1389.97,315.354,372671.4,162682.15,596297.74,4958.92,803.931,3319.06,27464.79,60816.86,209743.04,69103.05,233044.63,808.717,208245.18,11958.54,26441.01,9814.14,6591.34,31437.53,7660.94,14.6222,7.56107,11.4657,247644.59,22.5,21.5,20.3,25.7,19.3,21.4,21.9,19.3,18.9,18.9,18.9,21.3,20.3,62.4975,50.6708,8.02762,2.80807,0.99107,10.2204,27.282,41.5304,0.95452,77.3145,21.2308,0.50015,7.53401,28.9636,19.4411,24.2005,19.8608,68.9214,3.95783,8.75099,3.24812,2.18149,10.4047,2.53549,9.08983,69.4172,20.1281,22.8705,77.1291,0.26607,1.09848,14.9118,34505.18,36566.73,39007.58,43977.74,51998.23,41744.26,50028.56,62704.23,77498.96,64.0258
