DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETASIC,SPETPCIC,SPETTWOC,SPETINDC,SAPID11N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH10N,SA0GR10N,SA0GM10N,SB0GR10N,SH0GR10N,SW0GR10N,SI0GR10N,S30GR10N,S40GR10N,S20GR10N,SS0GR10N,SA0GR10P,SB0GR10P,SH0GR10P,SW0GR10P,SI0GR10P,S30GR10P,S40GR10P,S20GR10P,SS0GR10P,SA0GH10P,SA0GM10P,SAUND10R,SAUND10C,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETASIP,SPETPCIP,SPETTWOP,SPETECOP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID11R
state,2011,4912385,432763,830795,2909554,379789,1032602,796755,2275179,13652,223243,373832,387655,379680,375232,373915,372341,361552,357262,354139,390370,343450,314263,291799,2468574,635400,1531757,168913,6106,78178,23457,5913,2.3,4.7,2.8,2,1.1,1.3,0.7,1,1.2,10.7,8.9,4.1,1.8,0.9,1.3,1.2,1.4,2.1,232129,280520,48391,36988,119365,108577,1452,9967,363,3808,25537,100,13.2,42.6,38.7,0.5,3.6,0.1,1.4,9.1,82.7,17.3,0.4,8667,92810,1.9,31.2,12.9,50.3,0.5,3.4,0.1,1.6,59.2,46.3,16.9,8.8,21,16.2,7.7,0.3,4.5,7.6,7.9,7.7,7.6,7.6,7.6,7.4,7.3,7.2,7.9,7,6.4,5.9,0.1
