DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SAPID02N,SAUND01C,SA0LV01R,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH01N,SA0GR01N,SB0GR01N,SH0GR01N,SW0GR01N,SI0GR01N,SP0GR01N,SS0GR01N,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID02R
state,2002,4146653,485010,600922,2093511,339270,802149,542312,14185,146177,302479,322660,318924,319792,318674,317137,317492,316170,310608,364270,292223,260106,225756,1728059,595543,1694297,12739,116015,36813,15752,0.8,2.6,5.8,3.5,2.5,1.4,0.8,1.5,2.5,1.9,9.6,10.2,4.2,2.6,1.6,1.9,2,3,3.5,110115,215316,28295,69595,109634,574,7218,20822,90256,2.4,40.9,14.4,41.7,0.3,2.8,50.5,14.5,11.7,19.3,13.1,8.2,0.3,3.5,7.3,7.8,7.7,7.7,7.7,7.6,7.7,7.6,7.5,8.8,7,6.3,5.4,0.8
