DISTRICT,YEAR,SACRR10R,SICRR10R,S4CRR10R,SBCRR10R,SHCRR10R,SWCRR10R,S2CRR10R,S3CRR10R,SMCRR10R,SFCRR10R,SSCRR10R,SECRR10R,SLCRR10R,SRCRR10R,SACRM10R,SICRM10R,S4CRM10R,SBCRM10R,SHCRM10R,SWCRM10R,S2CRM10R,S3CRM10R,SMCRM10R,SFCRM10R,SSCRM10R,SECRM10R,SLCRM10R,SRCRM10R,SACRB10R,SICRB10R,S4CRB10R,SBCRB10R,SHCRB10R,SWCRB10R,S2CRB10R,S3CRB10R,SMCRB10R,SFCRB10R,SSCRB10R,SECRB10R,SLCRB10R,SRCRB10R,SACRR09R,SICRR09R,SBCRR09R,SHCRR09R,SWCRR09R,SMCRR09R,SFCRR09R,SSCRR09R,SECRR09R,SLCRR09R,SRCRR09R,SACRM09R,SICRM09R,SBCRM09R,SHCRM09R,SWCRM09R,SMCRM09R,SFCRM09R,SSCRM09R,SECRM09R,SLCRM09R,SRCRM09R,SACRB09R,SICRB09R,SBCRB09R,SHCRB09R,SWCRB09R,SMCRB09R,SFCRB09R,SSCRB09R,SECRB09R,SLCRB09R,SRCRB09R,SA0CT10R,SB0CT10R,SI0CT10R,S30CT10R,S40CT10R,SH0CT10R,SW0CT10R,S20CT10R,SF0CT10R,SM0CT10R,SA0CC10R,SB0CC10R,SI0CC10R,S30CC10R,S40CC10R,SH0CC10R,SW0CC10R,S20CC10R,SF0CC10R,SM0CC10R,SA0CS10R,SI0CS10R,S30CS10R,S40CS10R,SB0CS10R,SH0CS10R,SW0CS10R,S20CS10R,SF0CS10R,SM0CS10R,SA0CA10R,SI0CA10R,S30CA10R,S40CA10R,SB0CA10R,SH0CA10R,SW0CA10R,S20CA10R,SF0CA10R,SM0CA10R,SA0CT09R,SB0CT09R,SW0CT09R,SH0CT09R,SF0CT09R,SM0CT09R,SI0CT09R,SA0CC09R,SB0CC09R,SW0CC09R,SH0CC09R,SF0CC09R,SM0CC09R,SI0CC09R,SA0CS09R,SI0CS09R,SB0CS09R,SH0CS09R,SW0CS09R,SF0CS09R,SM0CS09R,SA0CA09R,SI0CA09R,SB0CA09R,SH0CA09R,SW0CA09R,SF0CA09R,SM0CA09R
state,2011,66,69,75,53,58,77,75,79,62,70,17,53,9,45,64,65,70,46,57,75,70,86,66,62,15,53,28,36,52,55,60,34,42,66,61,74,51,53,7,38,5,22,62,67,49,52,72,58,66,14,48,7,40,60,65,41,50,71,62,58,12,47,23,31,47,53,29,35,60,46,48,5,32,4,18,62.6,70.2,53.5,89.6,61.7,52.7,68.1,68.9,65.6,59.5,26.9,8.1,28.4,52,28.7,12.7,41.4,34.9,24.3,29.8,985,999,1115,1010,858,908,1065,1035,968,1004,20.5,21.2,24.6,21.6,17.2,18.2,22.9,22,20.4,20.7,61.5,68.9,66.8,50.6,63.9,59,60.5,26.9,7.7,40.6,11.8,24.3,29.8,33.7,985,1020,858,899,1064,969,1004,20.5,21.8,17.2,18.2,22.6,20.4,20.7
