DISTRICT,YEAR,SA0AT03R,SB0AT03R,SH0AT03R,SW0AT03R,SI0AT03R,SP0AT03R,SE0AT03R,SS0AT03R,SF0AT03R,SM0AT03R,SL0AT03R,SA0DR03R,SM0DR03R,SF0DR03R,SB0DR03R,SH0DR03R,SW0DR03R,SE0DR03R,SS0DR03R,SP0DR03R,SI0DR03R,SL0DR03R,SA0DR02R,SM0DR02R,SF0DR02R,SB0DR02R,SH0DR02R,SW0DR02R,SE0DR02R,SS0DR02R,SP0DR02R,SI0DR02R,SL0DR02R,SA0AD03R,SB0AD03R,SH0AD03R,SW0AD03R,SI0AD03R,SP0AD03R,SM0AD03R,SF0AD03R,SE0AD03R,SS0AD03R,SL0AD03R,SA0GH03R,SB0GH03R,SH0GH03R,SW0GH03R,SI0GH03R,SP0GH03R,SE0GH03R,SS0GH03R,SM0GH03R,SF0GH03R,SL0GH03R,SA0BK03R,SB0BK03R,SH0BK03R,SI0BK03R,SP0BK03R,SW0BK03R,SF0BK03R,SM0BK03R,SA0BT03R,SB0BT03R,SH0BT03R,SI0BT03R,SP0BT03R,SW0BT03R,SF0BT03R,SM0BT03R,SA0BS03R,SB0BS03R,SH0BS03R,SI0BS03R,SP0BS03R,SW0BS03R,SF0BS03R,SM0BS03R,SA0AD02R,SB0AD02R,SH0AD02R,SW0AD02R,SI0AD02R,SP0AD02R,SM0AD02R,SF0AD02R,SE0AD02R,SS0AD02R,SL0AD02R,SA0GH02R,SB0GH02R,SH0GH02R,SW0GH02R,SI0GH02R,SP0GH02R,SE0GH02R,SS0GH02R,SM0GH02R,SF0GH02R,SL0GH02R,SA0AT02R,SB0AT02R,SH0AT02R,SW0AT02R,SI0AT02R,SP0AT02R,SE0AT02R,SS0AT02R,SF0AT02R,SM0AT02R,SL0AT02R,SA0BK02R,SB0BK02R,SH0BK02R,SI0BK02R,SP0BK02R,SW0BK02R,SF0BK02R,SM0BK02R,SA0BT02R,SB0BT02R,SH0BT02R,SI0BT02R,SP0BT02R,SW0BT02R,SF0BT02R,SM0BT02R,SA0BS02R,SB0BS02R,SH0BS02R,SI0BS02R,SP0BS02R,SW0BS02R,SF0BS02R,SM0BS02R
state,2004,95.6,95.3,95.4,95.7,94.7,97.5,95.3,94.1,95.6,95.5,96.3,0.2,0.2,0.2,0.2,0.4,0.1,0.3,0.2,0.2,0.4,0.6,0.2,0.2,0.2,0.3,0.4,0.1,0.3,0.2,0.2,0.4,0.6,19.7,12.7,15.3,24.4,18.5,37.7,17.5,22.1,13.4,4.4,7.8,63.7,56.3,63.3,65,61.9,78.9,60.2,12.8,58.3,68.9,42.8,56,30,46.4,55.3,69.8,61.1,54.6,57.9,16.1,7.8,12.2,17,37.6,19.5,18,14.1,51.4,27.1,36,49.8,65.6,56.7,49.2,54.2,19.4,12.5,14.9,23.8,18.3,38.5,17.4,21.5,13.1,4.3,7.8,58.2,48.8,58.1,59.8,53.8,71.5,55.1,11.1,52.8,63.3,38.4,95.6,95.3,95.4,95.9,94.9,97.5,95.4,94.3,95.6,95.6,96.3,56.8,30.6,45.2,42,72,62.2,55.3,58.9,15,6.7,11.4,12.8,34.3,18,16.7,13.1,52.9,28.8,36,39.4,67.1,58.4,50.7,55.8
