DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GA97N,SA0GR97N,SB0GR97N,SH0GR97N,SW0GR97N,SI0GR97N,SP0GR97N,SS0GR97N,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P
state,1998,3891877,466527,519793,1886926,313131,676547,462379,14375,121241,289683,313192,307106,299984,296894,296071,297957,303310,292648,347951,270516,234021,206928,1476008,559708,1750561,10562,95038,1.4,5,2.3,1.4,1,0.6,1.5,2.6,1.8,7,10.2,3.8,2.2,1.6,2,2,3,3.2,71602,181794,22840,54131,98868,429,5526,16825,45,14.4,37.9,0.3,2.4,48.5,13.4,12,17.4,11.9,8,0.4,3.1,7.4,8,7.9,7.7,7.6,7.6,7.7,7.8,7.5,8.9,7,6,5.3
