DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSTCAPC,SPSTECPC,SPSTNRPC,SPSTTEPC,SPSTEUPC,SPSTDTPC,SPSXTOFC,SPSATOFC,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPSTTOSA,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSOTOFC,SPSTINFC,SPSTPAFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTGMEA,SPCTGKGA,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTWHFP,SPSTHIFP,SPSTBLFP,SPSTMAFP,SPSTFEFP,SPSTINFP,SPSTPAFP,SPSTKIDR
state,2001,274816.7,42092.2,13916.5,4491.3,55466.8,21493.2,75174,49717.2,69508.6,58923.6,3679.4,205423.8,64400,1287.8,1266.2,354.6,335316.7,927,3519,2253,31,7418,461,150559.4,541342.9,45562,58081,69916,38361,29824,31987,35304,41755,48183,1874.1,699.8,1725,24277.7,46969.6,201144.6,62394.8,212421.9,839.3,193474.5,11810.7,20515.7,8947.2,6099.3,27298.5,6670.8,16,7.9,11.9,206753.5,22.7,21.6,20.3,22.5,22.6,19.8,19,18.7,18.1,23.2,18.8,20.9,20.2,61.9,50.8,7.8,2.6,0.8,10.2,27.8,38.2,1.3,74.7,23.4,0.5,7.8,27.4,18.1,25.3,21.4,70.4,4.3,7.5,3.3,2.2,9.9,2.4,73.2,17.1,8.8,22.7,77.3,0.3,0.6,14.8
