DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SAPID10N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH09N,SA0GR09N,SA0GM09N,SB0GR09N,SH0GR09N,SW0GR09N,SI0GR09N,SP0GR09N,SS0GR09N,SA0GR09P,SB0GR09P,SH0GR09P,SW0GR09P,SP0GR09P,SI0GR09P,SS0GR09P,SA0GH09P,SA0GM09P,SAUND09C,SAUND09R,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID10R
state,2010,4824778,435040,815998,2848067,367873,1025940,778806,2275895,13290,213393,369079,383388,374350,373329,367837,361103,352226,351046,346099,391800,334556,309658,283624,2342680,676523,1607212,18890,179473,6858,2.4,5.3,3,2.3,1.2,1.7,0.8,1.2,1.4,11.8,9.7,4.2,2.4,1,1.7,1.3,1.8,2.5,217962,264275,46313,35982,104854,112016,961,10462,25929,100,13.6,39.7,42.4,4,0.4,9.8,82.5,17.5,10045,0.5,657011,13.4,33.3,14,48.6,0.4,3.7,59,47.2,16.9,9,21.3,16.1,7.6,0.3,4.4,7.6,7.9,7.8,7.7,7.6,7.5,7.3,7.3,7.2,8.1,6.9,6.4,5.9,0.1
