DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SAPID06N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH05N,SA0GR05N,SA0GM05N,SB0GR05N,SH0GR05N,SW0GR05N,SI0GR05N,SP0GR05N,SS0GR05N,SA0GH05P,SA0GM05P,SA0GR05P,SB0GR05P,SH0GR05P,SW0GR05P,SP0GR05P,SI0GR05P,SS0GR05P,SAUND05C,SA0LV05R,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID06R
state,2006,4505572,500037,711237,2503755,342353,914268,657716,2195942,13234,181420,349748,359006,344441,340527,329798,336923,323870,338731,335606,391955,322715,281269,256329,2040449,664242,1644308,14984,141589,12720,2.9,5.9,3.5,3.3,1.8,3.8,1.5,2.3,1.7,11.8,10.2,4.3,2.6,1.4,2.2,1.6,2.5,3,173336,239716,66380,32811,84566,113212,764,8363,25951,72.3,27.7,100,13.7,35.3,47.2,3.5,0.3,10.8,3449,0.2,104198,2.3,36.5,14.7,45.3,0.3,3.1,55.6,48.7,15.8,11.1,20.3,14.6,7.6,0.3,4,7.8,8,7.6,7.6,7.3,7.5,7.2,7.5,7.4,8.7,7.2,6.2,5.7,0.2
