DISTRICT,YEAR,SAGC411R,SEGC411R,SFGC411R,SMGC411R,SSGC411R,SLGC411R,SRGC411R,SBGC411R,SHGC411R,SWGC411R,SIGC411R,S3GC411R,S4GC411R,S2GC411R,SAEC411R,SEEC411R,SFEC411R,SMEC411R,SSEC411R,SLEC411R,SREC411R,SBEC411R,SHEC411R,SWEC411R,SIEC411R,S3EC411R,S4EC411R,S2EC411R,SANC411R,SENC411R,SFNC411R,SMNC411R,SSNC411R,SLNC411R,SRNC411R,SBNC411R,SHNC411R,SWNC411R,SINC411R,S3NC411R,S4NC411R,S2NC411R,SADC411R,SEDC411R,SFDC411R,SMDC411R,SSDC411R,SLDC411R,SRDC411R,SBDC411R,SHDC411R,SWDC411R,SIDC411R,S3DC411R,S4DC411R,S2DC411R,SAGC510R,SWGC510R,SBGC510R,SHGC510R,SIGC510R,SEGC510R,SFGC510R,SMGC510R,SSGC510R,SLGC510R,SRGC510R,SAGC509R,SWGC509R,SBGC509R,SHGC509R,SIGC509R,SEGC509R,SFGC509R,SMGC509R,SSGC509R,SLGC509R,SRGC509R
state,2012,85.9,83.7,88.2,83.7,76.7,57.6,79,80.9,81.8,92,86.6,95,88,92.1,1.1,1,0.8,1.4,0.7,0.5,1.3,0.8,1.1,1.2,1.8,0.1,0.9,1,6.2,7.6,5.1,7.2,11.4,18.2,10.2,7.4,8.4,3.3,5.2,3.5,6.1,3.8,6.8,7.7,5.9,7.7,11.3,23.7,9.6,10.9,8.7,3.4,6.4,1.4,5,3.1,88,93.6,82.9,84,88.1,87,89.5,86.5,80.3,63.7,83.4,85.1,92.1,78.8,80,83.8,83.7,86.8,83.5,78.1,59,79.8
