DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SAPID04N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH03N,SA0GR03N,SA0GM03N,SB0GR03N,SH0GR03N,SW0GR03N,SI0GR03N,SP0GR03N,SS0GR03N,SA0GH03P,SA0GM03P,SA0GR03P,SB0GR03P,SH0GR03P,SW0GR03P,SP0GR03P,SI0GR03P,SS0GR03P,SAUND03C,SA0LV03R,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID04R
state,2004,4311502,499587,660308,2277901,335805,867300,606190,14660,165670,323167,338522,325646,323095,321591,323812,326982,329480,324228,375225,309100,267553,242771,1886319,614714,1669842,13752,126875,18846,2.9,5.9,3.5,2.9,1.6,0.9,1.4,2.3,1.7,10.7,9.7,3.8,2.2,1.3,1.4,1.7,2.4,3,151727,238109,86382,31801,80776,116817,670,8045,23626,63.7,36.3,100,13.4,33.9,49.1,3.4,0.3,9.9,6858,0.3,103620,2.3,38.7,14.3,43.8,0.3,2.9,52.8,15.3,11.6,20.1,14.1,7.8,0.3,3.8,7.5,7.9,7.6,7.5,7.5,7.5,7.6,7.6,7.5,8.7,7.2,6.2,5.6,0.4
