DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SAPID03N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH02N,SA0GR02N,SA0GM02N,SB0GR02N,SH0GR02N,SW0GR02N,SI0GR02N,SP0GR02N,SS0GR02N,SA0GH02P,SA0GM02P,SA0GR02P,SB0GR02P,SH0GR02P,SW0GR02P,SP0GR02P,SI0GR02P,SS0GR02P,SAUND02C,SA0LV02R,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID03R
state,2003,4239911,491259,630148,2201534,332551,841438,572019,14532,156664,315027,329591,320398,321271,321440,322010,322961,325063,316587,372024,299089,265349,237905,1811882,606141,1686534,13125,122229,26480,2.7,5.9,3.5,2.5,1.3,0.7,1.4,2.2,1.6,9.9,10.1,4,2.1,1.3,1.6,1.7,2.6,3.1,131004,225167,94163,30030,74466,112386,578,7707,22358,58.2,41.8,100,13.3,33.1,49.9,3.4,0.3,9.9,11385,0.6,99361,2.6,39.8,14.3,42.7,0.3,2.9,51.9,14.9,11.6,19.8,13.5,7.8,0.3,3.7,7.4,7.8,7.6,7.6,7.6,7.6,7.6,7.7,7.5,8.8,7.1,6.3,5.6,0.5
