DISTRICT,YEAR,DA0GH11N,DA0GH11P,DA0GM11N,DA0GM11P,DA0GR11N,DA0GR11P,DAPID12N,DAPID12R,DAUND11C,DAUND11R,DB0GR11N,DB0GR11P,DH0GR11N,DH0GR11P,DI0GR11N,DI0GR11P,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR11N,DS0GR11P,DW0GR11N,DW0GR11P,D20GR11N,D20GR11P,D30GR11N,D30GR11P,D40GR11N,D40GR11P
'107905,2012,78,78,22,22,100,100,0,0,1,0.1,4,4,2,2,0,0,318,21.7,17.9,1.2,1.1,1,1.1,0,0,1.3,12.5,0,9.1,0,0,0,0,0,0,46.2,1425,1,0.1,14,1,17,1.2,22,1.3,990,69.5,99,6.9,86,6,99,6.9,105,7.4,112,7.9,106,7.4,126,8.8,124,8.7,90,6.3,97,6.8,88,6.2,105,7.4,0,0,51,3.6,108,7.6,80,5.6,147,10.3,10,0.7,14,1,435,30.5,0,0,597,41.9,183,12.8,32,2.2,291,20.4,1218,85.5,14,14,93,93,1,1,0,0,0,0
'107906,2012,76,96.2,3,3.8,79,100,0,0,6,1.1,12,15.2,13,16.5,0,0,341,26.3,10.3,0,0,0,1.5,0,1.1,4,1.1,7.1,7.7,0,0,6.3,0,0,0,8.3,1293,9,0.7,54,4.2,162,12.5,41,2.8,894,69.1,119,9.2,101,7.8,121,9.4,84,6.5,99,7.7,84,6.5,93,7.2,101,7.8,93,7.2,88,6.8,77,6,61,4.7,2,0.2,67,5.2,109,8.4,61,4.7,196,15.2,9,0.7,54,4.2,399,30.9,1,0.1,507,39.2,164,12.7,24,1.9,298,23,892,69,7,8.9,52,65.8,1,1.3,0,0,1,1.3
'107907,2012,13,86.7,2,13.3,15,100,0,0,2,2.1,3,20,3,20,0,0,57,29.2,0,0,0,0,0,10,28.6,6.7,0,100,0,0,0,0,0,0,0,0,149,0,0,3,2,30,20.1,2,0.9,109,73.2,9,6,8,5.4,12,8.1,12,8.1,18,12.1,15,10.1,9,6,11,7.4,15,10.1,12,8.1,6,4,12,8.1,0,0,12,8.1,10,6.7,0,0,13,8.7,0,0,3,2,40,26.8,0,0,78,52.3,23,15.4,8,5.4,46,30.9,98,65.8,1,6.7,9,60,0,0,0,0,0,0
'107908,2012,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,54,39.7,0,7.7,10,5.9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,18,12.1,1,0.7,0,0,102,68.5,17,11.4,12,8.1,16,10.7,13,8.7,21,14.1,18,12.1,7,4.7,8,5.4,0,0,0,0,0,0,0,0,0,0,10,6.7,17,11.4,20,13.4,28,18.8,0,0,14,9.4,47,31.5,0,0,44,29.5,14,9.4,0,0,0,0,120,80.5,0,.,0,.,0,.,0,.,0,.
'107910,2012,36,75,12,25,48,100,0,0,0,0,4,8.3,5,10.4,0,0,72,16.4,0,0,3.2,0,5.6,3.4,0,0,3.7,0,0,0,0,0,0,0,0,20,455,1,0.2,6,1.3,43,9.5,2,0.4,207,45.5,35,7.7,33,7.3,28,6.2,35,7.7,35,7.7,35,7.7,34,7.5,26,5.7,34,7.5,29,6.4,28,6.2,25,5.5,1,0.2,12,2.6,43,9.5,34,7.5,23,5.1,4,0.9,6,1.3,248,54.5,0,0,151,33.2,45,9.9,6,1.3,122,26.8,378,83.1,6,12.5,39,81.3,0,0,0,0,0,0
'108801,2012,124,82.7,26,17.3,150,100,11,0.6,8,0.9,0,0,149,99.3,0,0,645,73.7,7.5,6.9,0,.,.,.,.,.,3.9,0,.,50,.,.,.,.,.,.,1053,1,0.1,187,17.8,1,0.1,0,0,915,86.9,33,3.1,28,2.7,31,2.9,0,0,0,0,0,0,0,0,0,0,250,23.7,201,19.1,202,19.2,151,14.3,0,0,0,0,37,3.5,120,11.4,1041,98.9,0,0,196,18.6,138,13.1,0,0,948,90,99,9.4,0,0,285,27.1,10,0.9,7,4.7,1,0.7,0,0,0,0,0,0
'108802,2012,0,.,0,.,0,.,6,0.7,0,0,0,.,0,.,0,.,85,14.4,6.7,3.2,4.8,1.1,3.1,0,0,.,1,0,0,0,0,0,0,0,.,0,812,26,3.2,180,22.2,4,0.5,0,0,602,74.1,124,15.3,118,14.5,97,11.9,93,11.5,98,12.1,55,6.8,17,2.1,9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,126,15.5,75,9.2,718,88.4,0,0,227,28,210,25.9,0,0,332,40.9,48,5.9,7,0.9,0,0,57,7,0,.,0,.,0,.,0,.,0,.
'108804,2012,119,90.8,12,9.2,131,100,0,0,1,0.2,0,0,125,95.4,0,0,415,64.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,396,1,0.3,37,9.3,0,0,0,0,347,87.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14.1,32,8.1,113,28.5,195,49.2,0,0,0,0,0,0,0,0,389,98.2,0,0,37,9.3,49,12.4,0,0,360,90.9,34,8.6,0,0,60,15.2,6,1.5,6,4.6,5,3.8,0,0,1,0.8,0,0
'108807,2012,147,98,3,2,150,100,6,0.1,28,0.9,0,0,143,95.3,0,0,476,7.5,3.3,2.8,1.8,1.1,0,1.2,1.1,1.3,2.1,7.7,0,0,3.8,6.3,2.2,0,4.5,6.4,9505,128,1.3,2097,22.1,39,0.4,0,0,7819,82.3,1133,11.9,911,9.6,565,5.9,347,3.7,334,3.5,1207,12.7,966,10.2,716,7.5,787,8.3,710,7.5,489,5.1,210,2.2,0,0,0,0,1130,11.9,0,0,9093,95.7,6,0.1,2205,23.2,1686,17.7,8,0.1,3513,37,424,4.5,9,0.1,0,0,222,2.3,8,5.3,5,3.3,0,0,2,1.3,0,0
'108808,2012,0,.,0,.,0,.,2,0.2,1,0.6,0,.,0,.,0,.,50,5.6,0,0.8,1,0,0,0.9,0,0,0,0,0,0,0,100,0,0,0,0,1295,5,0.4,350,27,1,0.1,0,0,1086,83.9,152,11.7,153,11.8,132,10.2,110,8.5,109,8.4,108,8.3,101,7.8,71,5.5,49,3.8,22,1.7,15,1.2,0,0,0,0,0,0,150,11.6,123,9.5,1238,95.6,0,0,355,27.4,209,16.1,0,0,611,47.2,33,2.5,1,0.1,110,8.5,50,3.9,0,.,0,.,0,.,0,.,0,.
'108902,2012,586,89.6,68,10.4,654,100,7,0,15,0.3,0,0,652,99.7,0,0,2876,19.8,10.1,9.2,4.5,2.6,6.2,5.3,4,6.5,1.6,7.1,12.7,4.6,2.2,5.5,1.9,1.2,2.3,2.2,14929,2,0,7380,49.4,10,0.1,482,2.9,14525,97.3,1316,8.8,1333,8.9,1241,8.3,1258,8.4,1280,8.6,1098,7.4,1004,6.7,1067,7.1,969,6.5,749,5,758,5.1,815,5.5,27,0.2,1705,11.4,1132,7.6,882,5.9,14868,99.6,1,0,7309,49,404,2.7,1,0,11756,78.7,943,6.3,3,0,2600,17.4,44,0.3,60,9.2,2,0.3,0,0,0,0,0,0
'108903,2012,294,86,48,14,342,100,7,0.1,2,0.1,0,0,341,99.7,0,0,824,15.9,11.3,5.2,3.5,0.3,0,0.5,0.3,0.5,0.3,10,5.3,4.5,0,0,0,0,0,5.3,5168,0,0,1956,37.8,2,0,172,2.9,5108,98.8,415,8,412,8,392,7.6,416,8,395,7.6,407,7.9,389,7.5,394,7.6,396,7.7,321,6.2,318,6.2,301,5.8,0,0,663,12.8,383,7.4,229,4.4,5150,99.7,0,0,1971,38.1,60,1.2,0,0,3629,70.2,356,6.9,3,0.1,1046,20.2,13,0.3,41,12,1,0.3,0,0,0,0,0,0
'108904,2012,1693,91.2,163,8.8,1856,100,9,0,82,0.6,6,0.3,1812,97.6,0,0,6279,19.1,5.9,3,0.9,0.3,0.1,0.1,0.4,0.4,3.7,3.3,6.2,0.7,0,0,0.4,0.3,0.7,9.4,33311,204,0.6,9569,28.7,81,0.2,680,1.9,28476,85.5,2612,7.8,2629,7.9,2602,7.8,2618,7.9,2643,7.9,2575,7.7,2447,7.3,2400,7.2,2745,8.2,2022,6.1,2054,6.2,1912,5.7,40,0.1,2122,6.4,2506,7.5,1506,4.5,32604,97.9,15,0,9799,29.4,4835,14.5,5,0,17851,53.6,2484,7.5,24,0.1,6807,20.4,378,1.1,161,8.7,28,1.5,1,0.1,8,0.4,1,0.1
'108905,2012,220,96.5,8,3.5,228,100,2,0.1,3,0.2,0,0,228,100,0,0,424,13.6,0,1.9,0,0,0,0,0,0.5,0,0,0,0,0,5.9,0,0,9.1,0,3289,1,0,1692,51.4,3,0.1,71,1.9,2888,87.8,189,5.7,229,7,262,8,227,6.9,223,6.8,251,7.6,206,6.3,232,7.1,269,8.2,253,7.7,226,6.9,245,7.4,0,0,335,10.2,207,6.3,270,8.2,3279,99.7,0,0,1693,51.5,401,12.2,0,0,2296,69.8,151,4.6,0,0,962,29.2,6,0.2,15,6.6,0,0,0,0,0,0,0,0
'108906,2012,1317,95.4,64,4.6,1381,100,34,0.1,103,0.9,8,0.6,1240,89.8,1,0.1,4908,19.5,9.5,4.9,3.2,1.4,0.7,1.4,2.4,1.9,4.4,9.2,8,3.3,1.3,2,0.6,2.8,0,12.4,25126,429,1.7,6739,26.8,91,0.4,536,1.9,16843,67,1901,7.6,1789,7.1,1947,7.7,1965,7.8,1927,7.7,1899,7.6,1930,7.7,1894,7.5,2212,8.8,1784,7.1,1556,6.2,1310,5.2,44,0.2,2805,11.2,1833,7.3,1135,4.5,23229,92.5,41,0.2,6803,27.1,8283,33,7,0,15981,63.6,1855,7.4,83,0.3,6002,23.9,1246,5,71,5.1,104,7.5,9,0.7,17,1.2,2,0.1
'108907,2012,264,92.3,22,7.7,286,100,1,0,9,0.4,0,0,283,99,0,0,1344,23.2,8.1,5.6,3.1,3.1,1.9,0.3,1.4,1.5,3.7,33.3,11.8,8.7,0,6.3,10,0,4.5,11.1,5695,3,0.1,1468,25.8,8,0.1,206,3.3,5307,93.2,450,7.9,456,8,427,7.5,441,7.7,445,7.8,479,8.4,379,6.7,390,6.8,423,7.4,386,6.8,351,6.2,347,6.1,9,0.2,631,11.1,435,7.6,277,4.9,5626,98.8,7,0.1,1602,28.1,388,6.8,0,0,3750,65.8,299,5.3,5,0.1,1454,25.5,46,0.8,21,7.3,3,1,0,0,0,0,0,0
'108908,2012,765,90.3,82,9.7,847,100,33,0.2,65,0.9,1,0.1,836,98.7,0,0,2688,17.6,3.8,4,3.1,1.3,1.6,0.2,1.1,1.2,1.7,10.8,7.1,0.8,1.5,3,1.4,2.9,0,8.8,15639,20,0.1,4603,29.4,24,0.2,365,2.1,13091,83.7,1238,7.9,1214,7.8,1234,7.9,1265,8.1,1329,8.5,1182,7.6,1070,6.8,1138,7.3,1394,8.9,904,5.8,890,5.7,783,5,6,0,1268,8.1,1161,7.4,831,5.3,15447,98.8,2,0,4858,31.1,2548,16.3,0,0,9006,57.6,1304,8.3,9,0.1,3566,22.8,137,0.9,63,7.4,9,1.1,1,0.1,0,0,0,0
'108909,2012,1782,94.5,103,5.5,1885,100,10,0,12,0.1,2,0.1,1867,99,1,0.1,5941,20,1.7,0.6,0.3,0.1,0.1,0.2,0.2,0.1,0.5,4.3,1.4,0,0,0,0,0,0,1.8,31620,48,0.2,13851,43.8,41,0.1,773,2.3,28140,89,2220,7,2333,7.4,2542,8,2562,8.1,2480,7.8,2133,6.7,2044,6.5,2030,6.4,2320,7.3,1829,5.8,1846,5.8,2016,6.4,25,0.1,2893,9.1,2256,7.1,2984,9.4,31299,99,11,0,12740,40.3,3480,11,0,0,22951,72.6,1984,6.3,1,0,6718,21.2,220,0.7,138,7.3,14,0.7,0,0,1,0.1,0,0
'108910,2012,114,95,6,5,120,100,7,0.3,6,0.6,0,0,118,98.3,0,0,413,19.7,11.5,7.6,10.7,2.6,7.6,2.4,3.9,1.2,0,0,0,20,0,0,8.3,0,0,0,2154,0,0,1185,55,0,0,36,1.5,1713,79.5,181,8.4,178,8.3,181,8.4,160,7.4,177,8.2,163,7.6,136,6.3,155,7.2,181,8.4,119,5.5,119,5.5,124,5.8,4,0.2,10,0.5,174,8.1,102,4.7,2134,99.1,4,0.2,1210,56.2,441,20.5,0,0,1539,71.4,118,5.5,1,0,524,24.3,15,0.7,6,5,2,1.7,0,0,0,0,0,0
'108911,2012,650,96.6,23,3.4,673,100,3,0,37,0.7,4,0.6,596,88.6,0,0,1700,16.9,4.4,3.5,1.3,0.4,1.5,0.3,0.5,0.6,3.1,12.1,7.3,1.8,0,0,0,1.9,8.6,12.9,10135,234,2.3,2780,27.4,43,0.4,122,1.1,5724,56.5,669,6.6,696,6.9,758,7.5,778,7.7,817,8.1,788,7.8,809,8,851,8.4,862,8.5,776,7.7,776,7.7,626,6.2,2,0,924,9.1,597,5.9,330,3.3,9233,91.1,4,0,2807,27.7,4411,43.5,1,0,4958,48.9,606,6,27,0.3,2121,20.9,593,5.9,28,4.2,51,7.6,2,0.3,20,3,0,0
'108912,2012,1352,93.9,88,6.1,1440,100,7,0,19,0.2,1,0.1,1434,99.6,0,0,6000,21.6,3.1,2.6,1.1,0.6,0.5,0.1,0.1,0.2,1,9.4,3.4,0,0,0.6,1.3,0,0,4.4,28895,1,0,12819,44.4,8,0,548,1.7,27589,95.5,2336,8.1,2345,8.1,2192,7.6,2326,8,2171,7.5,2188,7.6,1950,6.7,1939,6.7,2342,8.1,1681,5.8,1619,5.6,1609,5.6,10,0,2934,10.2,2250,7.8,1937,6.7,28803,99.7,21,0.1,13228,45.8,1306,4.5,0,0,20467,70.8,1866,6.5,11,0,5072,17.6,51,0.2,132,9.2,3,0.2,1,0.1,1,0.1,0,0
'108913,2012,935,89.6,109,10.4,1044,100,14,0.1,15,0.2,1,0.1,1019,97.6,0,0,3019,17.6,5.5,2.6,1.5,0.4,0.3,0.1,0.4,0.2,0.4,10.5,5.9,1.5,0.8,1.5,2.1,1.9,2.2,2.7,17663,60,0.3,4357,24.7,9,0.1,449,2.4,15247,86.3,1380,7.8,1395,7.9,1317,7.5,1393,7.9,1356,7.7,1274,7.2,1291,7.3,1311,7.4,1569,8.9,1122,6.4,1129,6.4,966,5.5,11,0.1,1000,5.7,1324,7.5,825,4.7,17345,98.2,25,0.1,4547,25.7,2416,13.7,2,0,10744,60.8,1516,8.6,14,0.1,4510,25.5,208,1.2,86,8.2,21,2,1,0.1,1,0.1,1,0.1
'108914,2012,48,88.9,6,11.1,54,100,1,0.1,4,1.4,0,0,54,100,0,0,125,20.6,11.5,8.3,8.8,8.8,2.3,0,2.2,7.9,0,25,0,0,0,0,0,0,0,0,594,0,0,132,22.2,0,0,16,2.2,520,87.5,54,9.1,51,8.6,50,8.4,35,5.9,55,9.3,47,7.9,30,5.1,45,7.6,40,6.7,45,7.6,42,7.1,34,5.7,0,0,63,10.6,41,6.9,25,4.2,591,99.5,0,0,149,25.1,74,12.5,0,0,350,58.9,42,7.1,0,0,163,27.4,3,0.5,6,11.1,0,0,0,0,0,0,0,0
'108915,2012,0,.,0,.,0,.,0,0,2,0.7,0,.,0,.,0,.,107,13,6.2,6.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,345,36.3,1,0.1,10,1,882,92.8,89,9.4,89,9.4,74,7.8,88,9.3,86,9.1,94,9.9,92,9.7,72,7.6,58,6.1,36,3.8,50,5.3,0,0,0,0,37,3.9,77,8.1,45,4.7,937,98.6,0,0,357,37.6,68,7.2,0,0,432,45.5,57,6,0,0,175,18.4,12,1.3,0,.,0,.,0,.,0,.,0,.
'108916,2012,282,98.6,4,1.4,286,100,3,0.1,1,0,0,0,286,100,0,0,732,16.3,4.7,6.8,1.9,1.2,1.4,1.9,0.7,1,3.4,6.7,16.7,0,3.7,0,0,0,8,0,4760,1,0,2604,54.7,2,0,103,2,4443,93.3,355,7.5,347,7.3,351,7.4,357,7.5,372,7.8,374,7.9,307,6.4,338,7.1,384,8.1,342,7.2,279,5.9,313,6.6,1,0,304,6.4,354,7.4,286,6,4744,99.7,0,0,2612,54.9,317,6.7,0,0,3136,65.9,251,5.3,0,0,980,20.6,13,0.3,20,7,0,0,0,0,0,0,0,0
'109901,2012,11,78.6,3,21.4,14,100,0,0,0,0,1,7.1,1,7.1,0,0,19,7,5.9,0,0,0,0,0,0,3.4,0,0,0,.,0,0,0,.,0,0,296,0,0,1,0.3,1,0.3,0,0,101,34.1,21,7.1,21,7.1,17,5.7,22,7.4,21,7.1,22,7.4,18,6.1,26,8.8,28,9.5,26,8.8,23,7.8,19,6.4,0,0,11,3.7,20,6.8,12,4.1,30,10.1,0,0,1,0.3,195,65.9,0,0,84,28.4,37,12.5,9,3,115,38.9,256,86.5,1,7.1,11,78.6,1,7.1,0,0,0,0
'109902,2012,7,50,7,50,14,100,0,0,1,0.9,0,0,1,7.1,1,7.1,29,12.6,0,0,0,0,13.3,0,7.1,0,0,0,0,0,0,50,0,0,0,25,253,1,0.4,5,2,14,5.5,2,0.7,141,55.7,18,7.1,12,4.7,19,7.5,25,9.9,23,9.1,15,5.9,16,6.3,18,7.1,16,6.3,12,4.7,27,10.7,19,7.5,0,0,11,4.3,17,6.7,16,6.3,53,20.9,0,0,5,2,112,44.3,0,0,99,39.1,32,12.6,6,2.4,87,34.4,179,70.8,5,35.7,12,85.7,0,0,0,0,0,0
'109903,2012,9,60,6,40,15,100,0,0,1,0.7,0,0,2,13.3,0,0,72,25.4,6.7,0,0,0,0,0,0,5.6,8.7,0,0,0,0,0,0,0,0,0,267,0,0,1,0.4,1,0.4,1,0.3,135,50.6,25,9.4,17,6.4,9,3.4,19,7.1,23,8.6,17,6.4,22,8.2,22,8.2,22,8.2,15,5.6,15,5.6,22,8.2,0,0,30,11.2,19,7.1,20,7.5,23,8.6,2,0.7,1,0.4,132,49.4,0,0,104,39,34,12.7,5,1.9,95,35.6,236,88.4,4,26.7,13,86.7,0,0,0,0,0,0
'109904,2012,71,67,35,33,106,100,0,0,0,0,16,15.1,63,59.4,0,0,210,12.5,0.7,0,0.8,0.8,6.9,0,0,0,2.1,6.3,0,0,0,5.9,0,0,0,8.3,1987,12,0.6,281,14.1,313,15.8,58,2.8,1565,78.8,150,7.5,153,7.7,129,6.5,147,7.4,155,7.8,142,7.1,151,7.6,116,5.8,131,6.6,123,6.2,98,4.9,111,5.6,3,0.2,117,5.9,161,8.1,217,10.9,1115,56.1,9,0.5,290,14.6,422,21.2,0,0,782,39.4,230,11.6,35,1.8,368,18.5,503,25.3,18,17,25,23.6,1,0.9,1,0.9,0,0
'109905,2012,29,78.4,8,21.6,37,100,0,0,1,0.4,14,37.8,2,5.4,0,0,77,19.3,14.3,5.6,6.3,0,0,0,0,0,4.5,0,.,0,0,0,0,0,25,.,403,1,0.2,2,0.5,85,21.1,0,0,278,69,28,6.9,14,3.5,18,4.5,35,8.7,23,5.7,25,6.2,27,6.7,36,8.9,26,6.5,42,10.4,33,8.2,28,6.9,2,0.5,39,9.7,23,5.7,43,10.7,43,10.7,1,0.2,2,0.5,125,31,1,0.2,112,27.8,40,9.9,8,2,124,30.8,264,65.5,7,18.9,20,54.1,0,0,0,0,1,2.7
'109907,2012,25,65.8,13,34.2,38,100,0,0,4,1.2,7,18.4,15,39.5,0,0,122,17.6,8.3,2.1,1.9,0,4.3,0,0,5.3,0,0,25,0,0,0,0,0,0,.,704,7,1,51,7.2,71,10.1,12,1.5,467,66.3,58,8.2,41,5.8,52,7.4,57,8.1,62,8.8,54,7.7,54,7.7,44,6.3,40,5.7,61,8.7,51,7.2,46,6.5,2,0.3,39,5.5,42,6,40,5.7,252,35.8,5,0.7,51,7.2,237,33.7,0,0,257,36.5,75,10.7,18,2.6,185,26.3,351,49.9,8,21.1,16,42.1,0,0,0,0,0,0
'109908,2012,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,15,18.5,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,102,0,0,11,10.8,12,11.8,0,0,91,89.2,9,8.8,11,10.8,10,9.8,4,3.9,14,13.7,10,9.8,5,4.9,7,6.9,0,0,0,0,0,0,0,0,0,0,4,3.9,8,7.8,24,23.5,28,27.5,0,0,11,10.8,11,10.8,0,0,65,63.7,11,10.8,1,1,0,0,61,59.8,0,.,0,.,0,.,0,.,0,.
'109910,2012,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,31,19.3,0,0,0,5.9,0,0,0,12.5,0,0,0,0,0,0,0,0,0,.,174,0,0,8,4.6,5,2.9,0,0,121,69.5,10,5.7,15,8.6,15,8.6,10,5.7,12,6.9,13,7.5,11,6.3,19,10.9,16,9.2,19,10.9,8,4.6,0,0,0,0,2,1.1,7,4,19,10.9,37,21.3,0,0,8,4.6,53,30.5,0,0,49,28.2,24,13.8,7,4,39,22.4,125,71.8,0,.,0,.,0,.,0,.,0,.
'109911,2012,76,77.6,22,22.4,98,100,0,0,1,0.1,4,4.1,15,15.3,0,0,271,18.2,3.4,4.7,1,2,2.9,0.9,7,1.8,2.8,7.7,5.9,0,0,0,0,0,0,25,1553,2,0.1,67,4.3,63,4.1,29,1.7,949,61.1,132,8.5,111,7.1,123,7.9,108,7,122,7.9,114,7.3,122,7.9,109,7,136,8.8,108,7,101,6.5,86,5.5,4,0.3,125,8,114,7.3,63,4.1,255,16.4,9,0.6,68,4.4,604,38.9,0,0,579,37.3,175,11.3,37,2.4,476,30.7,1187,76.4,10,10.2,77,78.6,2,2,0,0,0,0
'109912,2012,16,84.2,3,15.8,19,100,0,0,3,2.1,0,0,3,15.8,0,0,47,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,50,271,0,0,7,2.6,2,0.7,5,1.7,152,56.1,16,5.9,16,5.9,19,7,19,7,22,8.1,16,5.9,18,6.6,22,8.1,26,9.6,23,8.5,21,7.7,18,6.6,0,0,9,3.3,19,7,16,5.9,35,12.9,1,0.4,7,2.6,119,43.9,0,0,89,32.8,23,8.5,1,0.4,88,32.5,232,85.6,1,5.3,16,84.2,0,0,0,0,0,0
'109913,2012,19,63.3,11,36.7,30,100,0,0,2,1.1,0,0,1,3.3,1,3.3,82,22.8,0,0,0,0,0,0,0,6.9,14.8,0,0,0,0,0,0,0,0,0,370,0,0,8,2.2,1,0.3,7,1.7,249,67.3,31,8.4,15,4.1,19,5.1,30,8.1,32,8.6,24,6.5,40,10.8,31,8.4,32,8.6,20,5.4,19,5.1,23,6.2,0,0,36,9.7,24,6.5,30,8.1,40,10.8,1,0.3,7,1.9,121,32.7,0,0,166,44.9,56,15.1,7,1.9,93,25.1,321,86.8,7,23.3,28,93.3,0,0,0,0,0,0
'109914,2012,12,57.1,9,42.9,21,100,0,0,1,0.9,2,9.5,8,38.1,0,0,29,16.5,0,0,0,0,0,0,0,0,0,.,0,0,100,0,.,0,.,0,177,0,0,16,9,2,1.1,0,0,133,75.1,11,6.2,9,5.1,11,6.2,11,6.2,12,6.8,12,6.8,8,4.5,7,4,21,11.9,18,10.2,19,10.7,15,8.5,0,0,6,3.4,10,5.6,13,7.3,49,27.7,5,2.8,16,9,44,24.9,0,0,59,33.3,20,11.3,3,1.7,67,37.9,118,66.7,6,28.6,11,52.4,0,0,0,0,0,0
'110901,2012,18,81.8,4,18.2,22,100,0,0,0,0,0,0,6,27.3,0,0,63,24.6,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,.,0,0,0,245,0,0,7,2.9,10,4.1,7,2.4,170,69.4,17,6.9,21,8.6,16,6.5,16,6.5,20,8.2,22,9,17,6.9,16,6.5,11,4.5,16,6.5,16,6.5,23,9.4,0,0,21,8.6,13,5.3,21,8.6,170,69.4,0,0,7,2.9,75,30.6,0,0,113,46.1,27,11,7,2.9,104,42.4,58,23.7,2,9.1,13,59.1,3,13.6,0,0,0,0
'110902,2012,124,68.5,57,31.5,181,100,0,0,0,0,6,3.3,100,55.2,1,0.6,537,19.2,7.8,2.5,0.6,0,1.7,0,0.6,2,7.3,21.7,0,0,4.9,2.5,0,0,0,35.3,3005,7,0.2,152,5.1,132,4.4,94,2.9,1995,66.4,230,7.7,225,7.5,215,7.2,198,6.6,231,7.7,215,7.2,237,7.9,204,6.8,205,6.8,207,6.9,171,5.7,183,6.1,4,0.1,199,6.6,240,8,240,8,1995,66.4,8,0.3,157,5.2,1010,33.6,6,0.2,1318,43.9,404,13.4,25,0.8,920,30.6,832,27.7,19,10.5,73,40.3,1,0.6,0,0,0,0
'110905,2012,23,100,0,0,23,100,0,0,0,0,0,0,10,43.5,0,0,40,13.3,0,7.7,0,0,0,0,0,7.7,0,.,0,0,0,0,0,0,0,0,336,1,0.3,8,2.4,0,0,5,1.4,159,47.3,33,9.8,19,5.7,18,5.4,23,6.8,26,7.7,26,7.7,21,6.3,26,7.7,29,8.6,18,5.4,32,9.5,28,8.3,0,0,30,8.9,17,5.1,20,6,151,44.9,2,0.6,8,2.4,177,52.7,0,0,87,25.9,25,7.4,6,1.8,115,34.2,176,52.4,0,0,10,43.5,2,8.7,1,4.3,0,0
'110906,2012,12,63.2,7,36.8,19,100,0,0,0,0,0,0,8,42.1,0,0,64,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,8,2.1,5,1.3,6,1.5,234,60.6,25,6.5,22,5.7,35,9.1,38,9.8,25,6.5,36,9.3,29,7.5,26,6.7,30,7.8,22,5.7,25,6.5,24,6.2,0,0,16,4.1,29,7.5,20,5.2,201,52.1,3,0.8,8,2.1,152,39.4,0,0,107,27.7,56,14.5,12,3.1,111,28.8,165,42.7,5,26.3,9,47.4,2,10.5,0,0,0,0
'110907,2012,21,63.6,12,36.4,33,100,0,0,0,0,0,0,14,42.4,0,0,82,13.7,2.6,14.3,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,50,0,681,0,0,19,2.8,6,0.9,9,1.2,271,39.8,45,6.6,52,7.6,46,6.8,54,7.9,48,7,56,8.2,50,7.3,44,6.5,43,6.3,43,6.3,46,6.8,35,5.1,38,5.6,58,8.5,44,6.5,37,5.4,365,53.6,6,0.9,19,2.8,410,60.2,0,0,147,21.6,53,7.8,8,1.2,158,23.2,296,43.5,1,3,19,57.6,0,0,0,0,0,0
