DISTRICT,YEAR,SA0CT06R,SB0CT06R,SW0CT06R,SH0CT06R,SF0CT06R,SM0CT06R,SI0CT06R,SP0CT06R,SA0CC06R,SB0CC06R,SW0CC06R,SH0CC06R,SF0CC06R,SM0CC06R,SI0CC06R,SP0CC06R,SA0CS06R,SB0CS06R,SH0CS06R,SI0CS06R,SP0CS06R,SW0CS06R,SM0CS06R,SF0CS06R,SA0CA06R,SB0CA06R,SH0CA06R,SI0CA06R,SP0CA06R,SW0CA06R,SM0CA06R,SF0CA06R,SACRB06R,SICRB06R,SPCRB06R,SBCRB06R,SHCRB06R,SWCRB06R,SMCRB06R,SFCRB06R,SSCRB06R,SECRB06R,SLCRB06R,SRCRB06R,SACRR06R,SICRR06R,SPCRR06R,SBCRR06R,SHCRR06R,SWCRR06R,SMCRR06R,SFCRR06R,SSCRR06R,SECRR06R,SLCRR06R,SRCRR06R,SACRM06R,SICRM06R,SPCRM06R,SBCRM06R,SHCRM06R,SWCRM06R,SMCRM06R,SFCRM06R,SSCRM06R,SECRM06R,SLCRM06R,SRCRM06R,SA0CT05R,SB0CT05R,SW0CT05R,SH0CT05R,SF0CT05R,SM0CT05R,SI0CT05R,SP0CT05R,SA0CC05R,SB0CC05R,SW0CC05R,SH0CC05R,SF0CC05R,SM0CC05R,SI0CC05R,SP0CC05R,SA0CS05R,SB0CS05R,SH0CS05R,SI0CS05R,SP0CS05R,SW0CS05R,SM0CS05R,SF0CS05R,SA0CA05R,SB0CA05R,SH0CA05R,SI0CA05R,SP0CA05R,SW0CA05R,SM0CA05R,SF0CA05R
state,2007,65.8,68.1,70.2,51.6,68.8,62.4,77.5,88.9,27.1,7.8,38.3,11.4,24.6,30,31.7,47.8,991,860,903,1008,1096,1059,1009,976,20.1,17.1,17.9,21.2,22.8,22,20.1,20.1,35,39,58,16,21,48,34,36,6,18,7,10,48,52,65,33,36,59,43,53,13,32,12,27,52,55,75,29,39,64,56,47,15,36,21,23,65.5,66.2,70.7,50.7,68.1,62.6,80.4,86.9,27.4,8.1,38.7,11,24.9,30.3,29.9,48,992,855,902,1004,1095,1059,1013,974,20,17,17.8,20.9,22.4,21.8,20,20
