DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETNEDC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETASIC,SPETPCIC,SPETTWOC,SPETINDC,SAPID13N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH12N,SA0GR12N,SA0GM12N,SB0GR12N,SH0GR12N,SW0GR12N,SI0GR12N,S30GR12N,S40GR12N,S20GR12N,SS0GR12N,SA0GR12R,SB0GR12R,SH0GR12R,SW0GR12R,SI0GR12R,S30GR12R,S40GR12R,S20GR12R,SS0GR12R,SA0GH12R,SA0GM12R,SAUND12R,SAUND12C,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETASIP,SPETPCIP,SPETTWOP,SPETECOP,SPETNEDP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID13R,SPEMALLC,SPEMALLP
state,2013,5058939,431041,863974,3054741,2004198,387578,1110812,840072,2260864,13416,226772,390300,396661,388982,382780,378526,376252,380055,377084,366690,402264,350372,327540,301245,2597524,644357,1515859,183395,6618,89470,21716,3784,2.1,4.4,2.9,2.1,1,0.5,0.6,1,0.7,9.7,8.2,3.9,1.6,1,0.7,1,1.4,1.5,235626,292636,57010,38213,131106,105767,1427,10871,396,4856,25213,100,13.1,44.8,36.1,0.5,3.7,0.1,1.7,8.6,80.5,19.5,0.4,7620,87292,1.7,30,12.7,51.3,0.4,3.6,0.1,1.8,60.4,39.6,44.7,17.1,8.5,22,16.6,7.7,0.3,4.5,7.7,7.8,7.7,7.6,7.5,7.4,7.5,7.5,7.2,8,6.9,6.5,6,0.1,873357,17.9
