DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSTCAPC,SPSTECPC,SPSTNRPC,SPSTTEPC,SPSTEUPC,SPSTDTPC,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPSTTOSA,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSOTOFC,SPSTINFC,SPSTPAFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTMAFC,SPSTFEFC,SPSXTOFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSATOFC,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTGMEA,SPCTGKGA,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTWHFP,SPSTHIFP,SPSTBLFP,SPSTMAFP,SPSTFEFP,SPSTINFP,SPSTPAFP,SPSTKIDR
state,2000,267921.9,38364.7,13344.9,4595.5,53747.1,20485.7,72389.9,47902.9,70328.9,56814.4,3107.7,198587.4,64995.6,1231.1,1234.4,343.9,324226.9,1074,4411,1753,29,5669,346,44698,56226,67463,37567,28588,31013,34632,41191,47140,847.7,704.3,1591.4,23073.7,44554.5,197997.9,60567,207354.8,144447.7,780.6,190915.3,11445.4,18734.7,8816.2,5852.8,25783.5,6374,15,8,11.9,522421.7,194221.6,23.6,21.9,20.9,23.6,23.1,20,19,18.8,18.4,24.9,18.8,21.5,20.6,62.1,51.3,7.3,2.6,0.9,10.3,27.6,37.2,1.2,74.1,24.3,0.5,7.6,27,17.9,26.2,21.2,71.3,4.3,7,3.3,2.2,9.6,2.4,73.9,16.6,8.6,22.6,77.4,0.3,0.6,14.9
