DISTRICT,YEAR,SPETFLAA,SPETSSTA,SPETSCIA,SPETMATA,SPETENGA,SPETELEA,SPSPTOFC,SPSTTOFC,SPSETOFC,SPSECOFC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTCAPC,SPSTECPC,SPSTNRPC,SPSTTEPC,SPSTEUPC,SPSTDTPC,SPSOTOFC,SPSTINFC,SPSTPAFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTMAFC,SPSTFEFC,SPSXTOFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSUTOFC,SPSPCOFC,SPSSTOFC,SPSCTOFC,SPSATOFC,SPSAMIFC,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTWHFP,SPSTHIFP,SPSTBLFP,SPSTMAFP,SPSTFEFP,SPSTINFP,SPSTPAFP,SPSTEXPA,SPSTTENA,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPSTKIDR,SPSTURNR
state,1999,21,22.5,21.7,20.5,20.4,19.7,313306.4,259739.1,51843.9,322.8,3321.1,191174.4,64087.4,1156.2,19896.2,69343.3,46044,71308.6,53147,1009,5353,1900,64,4734,274,1148.4,776,1461.8,21462.6,42246.8,193792,59196.8,200542.3,139960.4,800.4,184880,11243.8,17715.9,9484.6,5395.2,24743.9,6275.7,36399,1170.1,12863,4305.2,505110.7,184116.8,62,51.4,7.2,2.5,0.9,10.3,27.7,36.5,1.3,73.6,24.7,0.4,7.7,26.7,17.7,27.5,20.5,71.2,4.3,6.8,3.7,2.1,9.5,2.4,74.6,16.3,8.3,22.8,77.2,0.3,0.6,11.8,8,25586,27748,31470,38005,43767,34336,41654,53427,64583,15.2,15.5
