DISTRICT,YEAR,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSXTOFC,SPSATOFC,SPSOTOFC,SPSTINFC,SPSTPAFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTENGA,SPCTFLAA,SPCTGKGA,SPCTGMEA,SPCTG01A,SPCTG02A,SPCTG03A,SPCTG04A,SPCTG05A,SPCTG06A,SPCTMATA,SPCTSCIA,SPCTSOCA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTBLFP,SPSTWHFP,SPSTHIFP,SPSTMAFP,SPSTFEFP,SPSTINFP,SPSTPAFP,SPSTKIDR,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPSAINHP
state,2004,289187.7,44994.7,15542.5,5672.2,58413.2,18665.6,83727,54728.4,71654.6,60412,3152.5,221004.5,63571.8,1458.9,1365.2,324,355397.2,159600.3,573410.7,1571.6,775.8,2824,25577.5,54326.4,205684.1,65655.5,223532.3,847.4,201043.3,11804.6,24399.4,8504.3,6338.8,29771.8,7325.5,14.3,7.8,11.8,231014,20.4,21.5,19.1,25.1,18.6,18.8,18.8,19.4,22.2,22.4,20.5,21.6,22.6,62,50.4,7.8,2.7,1,10.2,27.8,40.3,1.1,76.4,22,0.5,6.5,29,18.9,24.8,20.9,69.5,4.1,8.4,2.9,2.2,10.3,2.5,8.8,71.1,18.8,22.7,77.3,0.3,1,14.9,32744,34774,37432,42989,50553,40478,48039,60822,74728,0.6
