DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SAPID05N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH04N,SA0GR04N,SA0GM04N,SB0GR04N,SH0GR04N,SW0GR04N,SI0GR04N,SP0GR04N,SS0GR04N,SA0GH04P,SA0GM04P,SA0GR04P,SB0GR04P,SH0GR04P,SW0GR04P,SP0GR04P,SI0GR04P,SS0GR04P,SAUND04C,SA0LV04R,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID05R
state,2005,4383871,506391,684007,2394001,337650,892018,631534,2005807,14355,175633,333530,345464,333959,326753,324221,323492,328582,332830,329003,383353,311018,274815,246863,1961549,621999,1653008,14305,133010,14227,2.9,6,3.6,2.7,1.7,0.9,1.5,2.3,1.7,11.3,9.7,4,2,1.3,1.5,1.6,2.2,3,166971,244165,77194,33213,85412,116497,739,8304,24954,68.4,31.6,100,13.6,35,47.7,3.4,0.3,10.2,4572,0.2,106587,2.4,37.7,14.2,44.7,0.3,3,54.6,45.8,15.6,11.6,20.3,14.4,7.7,0.3,4,7.6,7.9,7.6,7.5,7.4,7.4,7.5,7.6,7.5,8.7,7.1,6.3,5.6,0.3
