DISTRICT,YEAR,S22C412R,S23C412R,S2DC412R,S2EC412R,S2GC412R,S2NC412R,S32C412R,S33C412R,S3DC412R,S3EC412R,S3GC412R,S3NC412R,S42C412R,S43C412R,S4DC412R,S4EC412R,S4GC412R,S4NC412R,SA2C412R,SA3C412R,SADC412R,SAEC412R,SAGC412R,SANC412R,SB2C412R,SB3C412R,SBDC412R,SBEC412R,SBGC412R,SBNC412R,SE2C412R,SE3C412R,SEDC412R,SEEC412R,SEGC412R,SENC412R,SF2C412R,SF3C412R,SFDC412R,SFEC412R,SFGC412R,SFNC412R,SH2C412R,SH3C412R,SHDC412R,SHEC412R,SHGC412R,SHNC412R,SI2C412R,SI3C412R,SIDC412R,SIEC412R,SIGC412R,SINC412R,SL2C412R,SL3C412R,SLDC412R,SLEC412R,SLGC412R,SLNC412R,SM2C412R,SM3C412R,SMDC412R,SMEC412R,SMGC412R,SMNC412R,SR2C412R,SR3C412R,SRDC412R,SREC412R,SRGC412R,SRNC412R,SS2C412R,SS3C412R,SSDC412R,SSEC412R,SSGC412R,SSNC412R,SW2C412R,SW3C412R,SWDC412R,SWEC412R,SWGC412R,SWNC412R,SAGC411R,SEGC411R,SFGC411R,SMGC411R,SSGC411R,SLGC411R,SRGC411R,SBGC411R,SHGC411R,SWGC411R,SIGC411R,S3GC411R,S4GC411R,S2GC411R,SAEC411R,SEEC411R,SFEC411R,SMEC411R,SSEC411R,SLEC411R,SREC411R,SBEC411R,SHEC411R,SWEC411R,SIEC411R,S3EC411R,S4EC411R,S2EC411R,SANC411R,SENC411R,SFNC411R,SMNC411R,SSNC411R,SLNC411R,SRNC411R,SBNC411R,SHNC411R,SWNC411R,SINC411R,S3NC411R,S4NC411R,S2NC411R,SADC411R,SEDC411R,SFDC411R,SMDC411R,SSDC411R,SLDC411R,SRDC411R,SBDC411R,SHDC411R,SWDC411R,SIDC411R,S3DC411R,S4DC411R,S2DC411R
state,2013,96.3,93.4,3.7,1,92.4,2.9,97.9,94.6,2.1,0.2,94.4,3.3,95.9,89.4,4.1,0.5,89,6.5,93.7,88.7,6.3,1,87.7,5,89.9,84.4,10.1,0.8,83.5,5.5,92.2,86.1,7.8,1,85.1,6.1,94.8,90.8,5.2,0.7,90.1,4,92,85.3,8,1,84.3,6.7,92.9,88.7,7.1,2,86.7,4.2,75,59.7,25,0.6,59.1,15.4,92.6,86.7,7.4,1.3,85.4,5.9,90.5,81.8,9.5,1.3,80.5,8.6,88.8,77.6,11.2,0.7,76.9,11.2,96.8,94.1,3.2,1.1,93,2.7,85.9,83.7,88.2,83.7,76.7,57.6,79,80.9,81.8,92,86.6,95,88,92.1,1.1,1,0.8,1.4,0.7,0.5,1.3,0.8,1.1,1.2,1.8,0.1,0.9,1,6.2,7.6,5.1,7.2,11.4,18.2,10.2,7.4,8.4,3.3,5.2,3.5,6.1,3.8,6.8,7.7,5.9,7.7,11.3,23.7,9.6,10.9,8.7,3.4,6.4,1.4,5,3.1
