DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETNEDC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETASIC,SPETPCIC,SPETTWOC,SPETINDC,SAPID12N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GH11N,SA0GR11N,SA0GM11N,SB0GR11N,SH0GR11N,SW0GR11N,SI0GR11N,S30GR11N,S40GR11N,S20GR11N,SS0GR11N,SA0GR11P,SB0GR11P,SH0GR11P,SW0GR11P,SI0GR11P,S30GR11P,S40GR11P,S20GR11P,SS0GR11P,SA0GH11P,SA0GM11P,SAUND11R,SAUND11C,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETASIP,SPETPCIP,SPETTWOP,SPETECOP,SPETNEDP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID12R,SPEMALLC,SPEMALLP
state,2012,4978120,430350,837536,3008464,1969656,381706,1072030,809074,2262066,13231,224322,379093,392017,383181,379079,375473,377502,372602,365903,360027,393268,346573,322783,293066,2530789,637934,1520320,176755,6227,83871,22224,4268,2.2,4.7,2.8,1.9,1,1.2,0.7,1,1.1,10.3,8.8,4,1.7,0.9,1.1,1,1.2,1.8,232809,290581,57772,38755,127746,107597,1430,10468,406,4179,26142,100,13.3,44,37,0.5,3.6,0.1,1.4,9,80.1,19.9,0.4,8149,89719,1.8,30.5,12.8,50.8,0.4,3.6,0.1,1.7,60.4,39.6,45.4,16.8,8.6,21.5,16.3,7.7,0.3,4.5,7.6,7.9,7.7,7.6,7.5,7.6,7.5,7.4,7.2,7.9,7,6.5,5.9,0.1,855216,17.8
