DISTRICT,YEAR,SACRR07R,SICRR07R,SPCRR07R,SBCRR07R,SHCRR07R,SWCRR07R,SMCRR07R,SFCRR07R,SSCRR07R,SECRR07R,SLCRR07R,SRCRR07R,SACRM07R,SICRM07R,SPCRM07R,SBCRM07R,SHCRM07R,SWCRM07R,SMCRM07R,SFCRM07R,SSCRM07R,SECRM07R,SLCRM07R,SRCRM07R,SACRB07R,SICRB07R,SPCRB07R,SBCRB07R,SHCRB07R,SWCRB07R,SMCRB07R,SFCRB07R,SSCRB07R,SECRB07R,SLCRB07R,SRCRB07R,SACRR06R,SICRR06R,SPCRR06R,SBCRR06R,SHCRR06R,SWCRR06R,SMCRR06R,SFCRR06R,SSCRR06R,SECRR06R,SLCRR06R,SRCRR06R,SACRM06R,SICRM06R,SPCRM06R,SBCRM06R,SHCRM06R,SWCRM06R,SMCRM06R,SFCRM06R,SSCRM06R,SECRM06R,SLCRM06R,SRCRM06R,SACRB06R,SICRB06R,SPCRB06R,SBCRB06R,SHCRB06R,SWCRB06R,SMCRB06R,SFCRB06R,SSCRB06R,SECRB06R,SLCRB06R,SRCRB06R,SA0CT07R,SB0CT07R,SW0CT07R,SH0CT07R,SF0CT07R,SM0CT07R,SI0CT07R,SP0CT07R,SA0CC07R,SB0CC07R,SW0CC07R,SH0CC07R,SF0CC07R,SM0CC07R,SI0CC07R,SP0CC07R,SA0CS07R,SB0CS07R,SH0CS07R,SI0CS07R,SP0CS07R,SW0CS07R,SM0CS07R,SF0CS07R,SA0CA07R,SB0CA07R,SH0CA07R,SI0CA07R,SP0CA07R,SW0CA07R,SM0CA07R,SF0CA07R,SA0CT06R,SB0CT06R,SW0CT06R,SH0CT06R,SF0CT06R,SM0CT06R,SI0CT06R,SP0CT06R,SA0CC06R,SB0CC06R,SW0CC06R,SH0CC06R,SF0CC06R,SM0CC06R,SI0CC06R,SP0CC06R,SA0CS06R,SB0CS06R,SH0CS06R,SI0CS06R,SP0CS06R,SW0CS06R,SM0CS06R,SF0CS06R,SA0CA06R,SB0CA06R,SH0CA06R,SI0CA06R,SP0CA06R,SW0CA06R,SM0CA06R,SF0CA06R
state,2008,49,50,67,34,38,59,44,54,13,34,4,28,56,59,77,33,45,66,59,52,15,42,23,28,37,40,60,19,25,49,36,38,6,21,2,12,48,52,65,33,36,59,43,53,13,32,12,27,52,55,75,29,39,64,56,47,15,36,21,23,35,39,58,16,21,48,34,36,6,18,7,10,68.2,72.7,71.8,54,70.8,64.8,83.7,89.9,27,8,38.2,11.9,24.7,29.8,27.1,47.7,992,867,914,998,1095,1056,1010,978,20.2,16.9,18,20.9,23.1,22,20.2,20.1,65.8,68.1,70.2,51.6,68.8,62.4,77.5,88.9,27.1,7.8,38.3,11.4,24.6,30,31.7,47.8,991,860,903,1008,1096,1059,1009,976,20.1,17.1,17.9,21.2,22.8,22,20.1,20.1
