DISTRICT,YEAR,SA0DR02R,SM0DR02R,SF0DR02R,SB0DR02R,SH0DR02R,SW0DR02R,SE0DR02R,SS0DR02R,SP0DR02R,SI0DR02R,SL0DR02R,SA0SA03R,SB0SA03R,SE0SA03R,SF0SA03R,SH0SA03R,SI0SA03R,SL0SA03R,SM0SA03R,SP0SA03R,SS0SA03R,SW0SA03R,SA0SA02R,SB0SA02R,SE0SA02R,SF0SA02R,SH0SA02R,SI0SA02R,SM0SA02R,SP0SA02R,SS0SA02R,SW0SA02R,SA0AD02R,SB0AD02R,SH0AD02R,SW0AD02R,SI0AD02R,SP0AD02R,SM0AD02R,SF0AD02R,SE0AD02R,SS0AD02R,SL0AD02R,SA0GH02R,SB0GH02R,SH0GH02R,SW0GH02R,SI0GH02R,SP0GH02R,SE0GH02R,SS0GH02R,SM0GH02R,SF0GH02R,SL0GH02R,SA0AT02R,SB0AT02R,SH0AT02R,SW0AT02R,SI0AT02R,SP0AT02R,SE0AT02R,SS0AT02R,SF0AT02R,SM0AT02R,SL0AT02R,SA0BK02R,SB0BK02R,SH0BK02R,SI0BK02R,SP0BK02R,SW0BK02R,SF0BK02R,SM0BK02R,SA0BT02R,SB0BT02R,SH0BT02R,SI0BT02R,SP0BT02R,SW0BT02R,SF0BT02R,SM0BT02R,SA0BS02R,SB0BS02R,SH0BS02R,SI0BS02R,SP0BS02R,SW0BS02R,SF0BS02R,SM0BS02R,SA0DR01R,SM0DR01R,SF0DR01R,SB0DR01R,SH0DR01R,SW0DR01R,SE0DR01R,SS0DR01R,SP0DR01R,SI0DR01R,SA0AD01R,SB0AD01R,SH0AD01R,SW0AD01R,SI0AD01R,SP0AD01R,SM0AD01R,SF0AD01R,SE0AD01R,SS0AD01R,SA0GH01R,SB0GH01R,SH0GH01R,SW0GH01R,SI0GH01R,SP0GH01R,SE0GH01R,SS0GH01R,SM0GH01R,SF0GH01R,SA0AT01R,SB0AT01R,SE0AT01R,SF0AT01R,SH0AT01R,SI0AT01R,SM0AT01R,SP0AT01R,SS0AT01R,SW0AT01R,SA0BK01R,SB0BK01R,SH0BK01R,SI0BK01R,SP0BK01R,SW0BK01R,SF0BK01R,SM0BK01R,SA0BT01R,SB0BT01R,SH0BT01R,SI0BT01R,SP0BT01R,SW0BT01R,SF0BT01R,SM0BT01R,SA0BS01R,SB0BS01R,SH0BS01R,SI0BS01R,SP0BS01R,SW0BS01R,SF0BS01R,SM0BS01R
state,2003,0.9,1,0.8,1.3,1.3,0.4,0.9,1.1,0.5,0.9,1.6,69.2,67,69,70.3,68.7,74.2,68.5,68.6,71.6,69.2,71.1,69.5,67.9,69.4,70.4,68.8,71.9,69.1,71,69.5,71.4,19.4,12.5,14.9,23.8,18.3,38.5,17.4,21.5,13.1,4.3,7.8,58.2,48.8,58.1,59.8,53.8,71.5,55.1,11.1,52.8,63.3,38.4,95.6,95.3,95.4,95.9,94.9,97.5,95.4,94.3,95.6,95.6,96.3,56.8,30.6,45.2,42,72,62.2,55.3,58.9,15,6.7,11.4,12.8,34.3,18,16.7,13.1,52.9,28.8,36,39.4,67.1,58.4,50.7,55.8,1,1,0.9,1.3,1.4,0.5,1,1.2,0.5,0.9,19.3,13.6,14.5,23.4,18.6,39.8,17.4,21.4,12.8,4.5,51.1,39.6,49.3,54.2,46.7,67.6,45.3,9.4,46.1,55.9,95.5,95.2,95.3,95.5,95.2,94.7,95.5,97.3,94.2,95.8,54,27.6,44.4,46.5,68,58.5,52.1,56.5,14.3,6.2,11.1,13.8,34.5,16.9,15.9,12.5,50.1,26.8,34.6,45.8,63.9,55,47.5,53.2
