DISTRICT,YEAR,SACRR11R,SICRR11R,S4CRR11R,SBCRR11R,SHCRR11R,SWCRR11R,S2CRR11R,S3CRR11R,SMCRR11R,SFCRR11R,SSCRR11R,SECRR11R,SLCRR11R,SRCRR11R,SACRM11R,SICRM11R,S4CRM11R,SBCRM11R,SHCRM11R,SWCRM11R,S2CRM11R,S3CRM11R,SMCRM11R,SFCRM11R,SSCRM11R,SECRM11R,SLCRM11R,SRCRM11R,SACRB11R,SICRB11R,S4CRB11R,SBCRB11R,SHCRB11R,SWCRB11R,S2CRB11R,S3CRB11R,SMCRB11R,SFCRB11R,SSCRB11R,SECRB11R,SLCRB11R,SRCRB11R,SACRR10R,SICRR10R,S4CRR10R,SBCRR10R,SHCRR10R,SWCRR10R,S2CRR10R,S3CRR10R,SMCRR10R,SFCRR10R,SSCRR10R,SECRR10R,SLCRR10R,SRCRR10R,SACRM10R,SICRM10R,S4CRM10R,SBCRM10R,SHCRM10R,SWCRM10R,S2CRM10R,S3CRM10R,SMCRM10R,SFCRM10R,SSCRM10R,SECRM10R,SLCRM10R,SRCRM10R,SACRB10R,SICRB10R,S4CRB10R,SBCRB10R,SHCRB10R,SWCRB10R,S2CRB10R,S3CRB10R,SMCRB10R,SFCRB10R,SSCRB10R,SECRB10R,SLCRB10R,SRCRB10R,SA0CT11R,SB0CT11R,SI0CT11R,S30CT11R,S40CT11R,SH0CT11R,SW0CT11R,S20CT11R,SF0CT11R,SM0CT11R,SA0CC11R,SB0CC11R,SI0CC11R,S30CC11R,S40CC11R,SH0CC11R,SW0CC11R,S20CC11R,SF0CC11R,SM0CC11R,SA0CS11R,SI0CS11R,S30CS11R,S40CS11R,SB0CS11R,SH0CS11R,SW0CS11R,S20CS11R,SF0CS11R,SM0CS11R,SA0CA11R,SI0CA11R,S30CA11R,S40CA11R,SB0CA11R,SH0CA11R,SW0CA11R,S20CA11R,SF0CA11R,SM0CA11R,SA0CT10R,SB0CT10R,SI0CT10R,S30CT10R,S40CT10R,SH0CT10R,SW0CT10R,S20CT10R,SF0CT10R,SM0CT10R,SA0CC10R,SB0CC10R,SI0CC10R,S30CC10R,S40CC10R,SH0CC10R,SW0CC10R,S20CC10R,SF0CC10R,SM0CC10R,SA0CS10R,SI0CS10R,S30CS10R,S40CS10R,SB0CS10R,SH0CS10R,SW0CS10R,S20CS10R,SF0CS10R,SM0CS10R,SA0CA10R,SI0CA10R,S30CA10R,S40CA10R,SB0CA10R,SH0CA10R,SW0CA10R,S20CA10R,SF0CA10R,SM0CA10R
state,2012,64,67,68,52,55,74,74,79,60,67,17,52,10,42,67,71,70,50,60,78,73,86,69,66,18,57,29,41,52,57,55,36,42,65,61,75,50,53,7,38,6,24,66,69,75,53,58,77,75,79,62,70,17,53,9,45,64,65,70,46,57,75,70,86,66,62,15,53,28,36,52,55,60,34,42,66,61,74,51,53,7,38,5,22,68.9,76,65.7,96.2,69.8,59,74.9,76.9,72.1,65.6,25.7,8.1,27.8,51.8,30.4,12.1,40.6,33.9,23.5,28.2,976,984,1109,1001,856,902,1057,1028,961,993,20.5,21.1,24.8,21.7,17.4,18.3,22.9,21.9,20.4,20.6,62.6,70.2,53.5,89.6,61.7,52.7,68.1,68.9,65.6,59.5,26.9,8.1,28.4,52,28.7,12.7,41.4,34.9,24.3,29.8,985,999,1115,1010,858,908,1065,1035,968,1004,20.5,21.2,24.6,21.6,17.2,18.2,22.9,22,20.4,20.7
