DISTRICT,YEAR,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETGIFC,SPETVOCC,SPETBILC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETINDC,SPETPACC,SAPID01N,SAUND00C,SA0LV00R,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SA0GA00N,SA0GH00N,SA0GR00N,SB0GR00N,SH0GR00N,SW0GR00N,SI0GR00N,SP0GR00N,SS0GR00N,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETPACP,SPETECOP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID01R
state,2001,4059619,483442,570453,2001697,342840,768200,509885,13707,132064,294217,320752,316896,316535,313731,311638,308392,310696,304419,360704,287355,248570,219943,1646508,585609,1706989,12091,108422,68368,19718,1,2.3,5.8,3.1,2.2,1.3,0.8,1.6,2.8,1.9,8.6,10.4,4.4,2.7,1.7,2,2.1,3.3,3.4,2635,82186,212925,27507,68314,109721,521,6862,19982,42,14.4,40.6,0.3,2.7,49.3,14.1,11.9,18.9,12.6,8.4,0.3,3.3,7.2,7.9,7.8,7.8,7.7,7.7,7.6,7.7,7.5,8.9,7.1,6.1,5.4,1.5
